country,channel,year,in-oda-gross-channel
AO,H,2008,88693790
AO,I,2008,21965093
AO,J,2008,88445174
AR,A,2008,62914543
AR,D,2008,34233889
AR,E,2008,10148451
AR,F,2008,419669
AR,G,2008,2027152
AR,H,2008,11499352
AR,I,2008,8674591
AR,J,2008,12654133
AZ,A,2008,57830871
AZ,D,2008,2317229
AZ,E,2008,14439725
AZ,H,2008,12970932
AZ,I,2008,43610843
AZ,J,2008,56724623
BA,A,2008,209344782
BA,D,2008,25251056
BA,E,2008,47969620
BA,F,2008,30661037
BA,G,2008,31946
BA,H,2008,32682424
BA,I,2008,54346017
BA,J,2008,42036174
BB,A,2008,5729334
BB,D,2008,36980
BB,H,2008,142161
BB,I,2008,434875
BB,J,2008,311110
BD,A,2008,1301828546
BD,D,2008,33168183
BD,E,2008,147227517
BD,F,2008,114252655
BD,G,2008,327598
BD,H,2008,389887132
BD,I,2008,41848690
BD,J,2008,1048143354
BF,A,2008,470601301
BF,D,2008,10649596
BF,E,2008,42182589
BF,F,2008,12821557
BF,H,2008,39001304
BF,I,2008,11922247
BF,J,2008,379097287
BI,A,2008,209494542
BI,D,2008,8575664
BI,E,2008,58270534
BI,F,2008,10418712
BI,G,2008,66354
BI,H,2008,139100419
BI,I,2008,9506633
BI,J,2008,112563857
BJ,A,2008,321753782
BJ,D,2008,12443234
BJ,E,2008,18007453
BJ,F,2008,5837655
BJ,H,2008,18992313
BJ,I,2008,13467972
BJ,J,2008,220164288
BO,A,2008,246374715
BO,D,2008,20433760
BO,E,2008,101440924
BO,F,2008,17121525
BO,G,2008,5432
BO,H,2008,41239851
BO,I,2008,79593073
BO,J,2008,71347998
BR,A,2008,217659037
BR,D,2008,29712725
BR,E,2008,60778114
BR,F,2008,8504853
BR,G,2008,529130
BR,H,2008,38614980
BR,I,2008,19915934
BR,J,2008,235232180
BT,A,2008,50921092
BT,D,2008,104965
BT,E,2008,3984706
BT,H,2008,3572713
BT,I,2008,1270607
BT,J,2008,22105644
BW,A,2008,539345667
BW,D,2008,773144
BW,E,2008,5014965
BW,F,2008,2177603
BW,H,2008,5930284
BW,I,2008,176174610
BW,J,2008,3805422
BY,A,2008,38138526
BY,D,2008,1301672
BY,E,2008,15632606
BY,F,2008,250541
BY,G,2008,14414
BY,H,2008,15173420
BY,I,2008,12267122
BY,J,2008,2609327
BZ,A,2008,15076895
BZ,D,2008,441591
BZ,E,2008,246727
BZ,F,2008,10700
BZ,I,2008,168264
BZ,J,2008,989738
CD,A,2008,402837029
CD,D,2008,29838364
CD,E,2008,280797844
CD,F,2008,11403847
CD,H,2008,581191679
CD,I,2008,61124586
CD,J,2008,557571523
CF,A,2008,108584621
CF,D,2008,3745523
CF,E,2008,18241221
CF,F,2008,473431
CF,H,2008,85095373
CF,I,2008,14412361
CF,J,2008,58489155
CG,A,2008,59932880
CG,D,2008,1223724
CG,E,2008,6044694
CG,F,2008,475411
CG,H,2008,27026168
CG,I,2008,670213
CG,J,2008,386603793
CI,A,2008,218637569
CI,D,2008,16370798
CI,E,2008,15798023
CI,F,2008,701310
CI,G,2008,29881
CI,H,2008,67180648
CI,I,2008,40471530
CI,J,2008,443463204
CK,A,2008,5891486
CK,D,2008,219310
CK,H,2008,782718
CK,J,2008,-1189897
CL,A,2008,90451873
CL,D,2008,3467744
CL,E,2008,7376756
CL,F,2008,83086
CL,G,2008,1211280
CL,H,2008,3972917
CL,I,2008,6879788
CL,J,2008,7728097
CM,A,2008,835976831
CM,D,2008,18314964
CM,E,2008,14541926
CM,F,2008,448572
CM,G,2008,16977
CM,H,2008,26830652
CM,I,2008,2911712
CM,J,2008,184459519
CN,A,2008,1320505159
CN,D,2008,119308826
CN,E,2008,62522815
CN,F,2008,3659589
CN,G,2008,242333
CN,H,2008,109236930
CN,I,2008,351035276
CN,J,2008,1135310763
CO,A,2008,579122677
CO,D,2008,23949261
CO,E,2008,104547173
CO,F,2008,11965187
CO,G,2008,79317
CO,H,2008,118556248
CO,I,2008,162625881
CO,J,2008,27499468
CR,A,2008,39773045
CR,D,2008,1894224
CR,E,2008,6580177
CR,F,2008,4454619
CR,G,2008,429986
CR,H,2008,9844008
CR,I,2008,19612168
CR,J,2008,29043158
CU,A,2008,34552829
CU,D,2008,3245837
CU,E,2008,22986835
CU,F,2008,2969050
CU,H,2008,15622203
CU,I,2008,4852061
CU,J,2008,11080787
CV,A,2008,172475391
CV,D,2008,3335857
CV,E,2008,4762018
CV,F,2008,397764
CV,H,2008,7264512
CV,I,2008,3315494
CV,J,2008,26319805
DJ,A,2008,66690519
DJ,D,2008,138441
DJ,E,2008,1113519
DJ,H,2008,12535218
DJ,I,2008,3529117
DJ,J,2008,27626577
DM,A,2008,18867249
DM,D,2008,467831
DM,E,2008,2141
DM,H,2008,20590
DM,I,2008,3642
DM,J,2008,2583237
DO,A,2008,157105126
DO,D,2008,8028342
DO,E,2008,31813183
DO,F,2008,444010
DO,G,2008,141612
DO,H,2008,10203672
DO,I,2008,20203001
DO,J,2008,7279282
DZ,A,2008,163107944
DZ,D,2008,58442050
DZ,E,2008,10346811
DZ,F,2008,72007
DZ,G,2008,7497
DZ,H,2008,24675957
DZ,I,2008,3811776
DZ,J,2008,119923387
EC,A,2008,160222588
EC,D,2008,29094797
EC,E,2008,61820569
EC,F,2008,2968761
EC,G,2008,11544
EC,H,2008,69238004
EC,I,2008,10010628
EC,J,2008,19584713
EG,A,2008,933182853
EG,D,2008,21421496
EG,E,2008,91154089
EG,F,2008,1063710
EG,G,2008,207297
EG,H,2008,24375186
EG,I,2008,322547013
EG,J,2008,273278777
ER,A,2008,49899283
ER,D,2008,2056694
ER,E,2008,13133932
ER,F,2008,431519
ER,H,2008,24952204
ER,I,2008,441133
ER,J,2008,49773960
ET,A,2008,868005679
ET,D,2008,45706437
ET,E,2008,469581145
ET,F,2008,19697257
ET,H,2008,802358979
ET,I,2008,94847265
ET,J,2008,926654793
FJ,A,2008,23465039
FJ,D,2008,4778787
FJ,E,2008,632917
FJ,F,2008,-6316
FJ,H,2008,7972217
FJ,I,2008,16780418
FJ,J,2008,5404604
GA,A,2008,56342709
GA,D,2008,648261
GA,E,2008,759271
GA,F,2008,98006
GA,H,2008,8649587
GA,I,2008,2383203
GA,J,2008,20803616
GD,A,2008,17810840
GD,E,2008,182522
GD,H,2008,381136
GD,J,2008,3772617
GE,A,2008,520009721
GE,D,2008,9021931
GE,E,2008,60562798
GE,F,2008,1248905
GE,G,2008,5444
GE,H,2008,73111535
GE,I,2008,52009921
GE,J,2008,137390696
GH,A,2008,657786730
GH,D,2008,18996842
GH,E,2008,37035581
GH,F,2008,3472217
GH,G,2008,171223
GH,H,2008,34540310
GH,I,2008,33545279
GH,J,2008,505099911
GM,A,2008,38017367
GM,D,2008,1388610
GM,E,2008,12696837
GM,F,2008,182109
GM,H,2008,221379633
GM,I,2008,201534
GM,J,2008,31455247
GN,A,2008,193066666
GN,D,2008,247630
GN,E,2008,17281924
GN,F,2008,622038
GN,H,2008,18970043
GN,I,2008,10479702
GN,J,2008,229396347
GQ,A,2008,8298286
GQ,D,2008,7201672
GQ,E,2008,6859265
GQ,F,2008,1131571
GQ,G,2008,487403
GQ,H,2008,4101527
GQ,I,2008,1447062
GQ,J,2008,3636961
GT,A,2008,186974770
GT,D,2008,46796828
GT,E,2008,75587948
GT,F,2008,11689144
GT,G,2008,1418336
GT,H,2008,57956955
GT,I,2008,35599271
GT,J,2008,130217562
GW,A,2008,69514883
GW,D,2008,1154147
GW,E,2008,8523405
GW,F,2008,644281
GW,H,2008,26061856
GW,I,2008,439191
GW,J,2008,32986601
GY,A,2008,83178113
GY,D,2008,357042
GY,E,2008,6869844
GY,F,2008,2612
GY,H,2008,397441
GY,I,2008,8559768
GY,J,2008,18213655
HN,A,2008,222401871
HN,D,2008,43235603
HN,E,2008,57989187
HN,F,2008,3120394
HN,G,2008,83679
HN,H,2008,28333573
HN,I,2008,26940771
HN,J,2008,190870077
HR,A,2008,208695351
HR,D,2008,1995713
HR,E,2008,8418853
HR,F,2008,434807
HR,G,2008,7497
HR,H,2008,11054772
HR,I,2008,16423128
HR,J,2008,2799737
HT,A,2008,280939665
HT,D,2008,14189342
HT,E,2008,139943839
HT,F,2008,2801581
HT,G,2008,110144
HT,H,2008,166176588
HT,I,2008,106600157
HT,J,2008,115384971
ID,A,2008,1556809744
ID,D,2008,38227493
ID,E,2008,71722682
ID,F,2008,5732748
ID,G,2008,2547292
ID,H,2008,259724781
ID,I,2008,453506841
ID,J,2008,1454226129
IN,A,2008,2331475062
IN,D,2008,44563560
IN,E,2008,121294443
IN,F,2008,15828907
IN,G,2008,299502
IN,H,2008,156592754
IN,I,2008,89714827
IN,J,2008,1426771787
IQ,A,2008,5172020503
IQ,D,2008,7639604
IQ,E,2008,640155667
IQ,F,2008,1674072
IQ,H,2008,237004758
IQ,I,2008,1130410305
IQ,J,2008,1134484939
IR,A,2008,53944199
IR,B,2008,288584
IR,D,2008,1128048
IR,E,2008,4443130
IR,F,2008,66299
IR,H,2008,17266274
IR,I,2008,10523666
IR,J,2008,14494681
JM,A,2008,107251140
JM,D,2008,1332271
JM,E,2008,994210
JM,F,2008,152532
JM,H,2008,1835037
JM,I,2008,15536399
JM,J,2008,24189313
JO,A,2008,490198920
JO,D,2008,12449955
JO,E,2008,32188235
JO,F,2008,737017
JO,G,2008,7497
JO,H,2008,25293907
JO,I,2008,105039481
JO,J,2008,33698323
KE,A,2008,569310751
KE,D,2008,42935624
KE,E,2008,161324071
KE,F,2008,39743581
KE,H,2008,257798931
KE,I,2008,132533914
KE,J,2008,346000396
KG,A,2008,161225685
KG,D,2008,1584361
KG,E,2008,24544107
KG,F,2008,297322
KG,H,2008,25522818
KG,I,2008,24006840
KG,J,2008,49715045
KH,A,2008,309766001
KH,D,2008,22871406
KH,E,2008,70247598
KH,F,2008,2246835
KH,G,2008,6112
KH,H,2008,89984113
KH,I,2008,53660783
KH,J,2008,90133629
KI,A,2008,23192528
KI,D,2008,1090473
KI,E,2008,716093
KI,H,2008,1436379
KI,I,2008,3855933
KI,J,2008,2318527
KM,A,2008,24104680
KM,D,2008,564935
KM,E,2008,180410
KM,F,2008,41535
KM,H,2008,3295079
KM,I,2008,5540
KM,J,2008,14483286
KN,A,2008,9387050
KN,E,2008,12159
KN,J,2008,31931190
KP,A,2008,17239865
KP,D,2008,1931266
KP,E,2008,37845631
KP,F,2008,278533
KP,H,2008,76313686
KP,I,2008,71750580
KP,J,2008,6473672
KZ,A,2008,200626021
KZ,D,2008,2324599
KZ,E,2008,9590683
KZ,F,2008,157211
KZ,H,2008,16666512
KZ,I,2008,20539267
KZ,J,2008,64627419
LA,A,2008,175723146
LA,D,2008,9819256
LA,E,2008,15213958
LA,F,2008,1649691
LA,H,2008,51232197
LA,I,2008,14649677
LA,J,2008,84592621
LB,A,2008,492991931
LB,D,2008,19586290
LB,E,2008,49631315
LB,F,2008,2492402
LB,G,2008,7497
LB,H,2008,210461273
LB,I,2008,33666651
LB,J,2008,61489108
LC,A,2008,14990560
LC,D,2008,118551
LC,E,2008,6150
LC,H,2008,1949248
LC,I,2008,105431
LC,J,2008,4096335
LK,A,2008,247855267
LK,D,2008,31622005
LK,E,2008,59151451
LK,F,2008,11761568
LK,G,2008,430385
LK,H,2008,179307067
LK,I,2008,66603594
LK,J,2008,493983274
LR,A,2008,1211056179
LR,D,2008,5341157
LR,E,2008,90743506
LR,F,2008,442278
LR,H,2008,137418685
LR,I,2008,56933743
LR,J,2008,65999384
LS,A,2008,90674865
LS,D,2008,1927309
LS,E,2008,5874086
LS,F,2008,1769023
LS,H,2008,9074760
LS,I,2008,3219126
LS,J,2008,39852449
LY,A,2008,48390259
LY,D,2008,6791
LY,E,2008,1789916
LY,G,2008,7497
LY,H,2008,2704953
LY,I,2008,196433
LY,J,2008,1689413
MA,A,2008,839882524
MA,D,2008,58784592
MA,E,2008,38551088
MA,F,2008,8884499
MA,G,2008,510187
MA,H,2008,12965104
MA,I,2008,20665285
MA,J,2008,233828440
MD,A,2008,166645006
MD,D,2008,508598
MD,E,2008,14942204
MD,F,2008,203025
MD,G,2008,273606
MD,H,2008,69091420
MD,I,2008,26433884
MD,J,2008,38011035
ME,A,2008,40439074
ME,D,2008,1148173
ME,E,2008,9458863
ME,F,2008,235593
ME,G,2008,7497
ME,H,2008,5986463
ME,I,2008,11626576
ME,J,2008,17814276
MG,A,2008,350985538
MG,D,2008,10764166
MG,E,2008,54313783
MG,F,2008,1783056
MG,H,2008,39861966
MG,I,2008,18141868
MG,J,2008,369206411
MH,A,2008,54829864
MH,D,2008,641990
MH,E,2008,14631
MH,I,2008,15482
MH,J,2008,136769
MK,A,2008,89932107
MK,D,2008,3378094
MK,E,2008,21522156
MK,F,2008,6963471
MK,G,2008,149615
MK,H,2008,19119962
MK,I,2008,33171062
MK,J,2008,25436819
ML,A,2008,503868726
ML,D,2008,10256047
ML,E,2008,49874040
ML,F,2008,5644337
ML,G,2008,6451
ML,H,2008,43993750
ML,I,2008,31026823
ML,J,2008,305636533
MM,A,2008,140890953
MM,D,2008,36267039
MM,E,2008,91848778
MM,F,2008,3479760
MM,H,2008,228363939
MM,I,2008,12169052
MM,J,2008,38874408
MN,A,2008,158049830
MN,D,2008,4018663
MN,E,2008,23099053
MN,F,2008,1425181
MN,G,2008,91238
MN,H,2008,19179175
MN,I,2008,15913324
MN,J,2008,34906210
MR,A,2008,109158584
MR,D,2008,7254677
MR,E,2008,18349862
MR,F,2008,389808
MR,H,2008,44937155
MR,I,2008,4329426
MR,J,2008,120440316
MS,A,2008,32322394
MS,E,2008,159414
MU,A,2008,131412210
MU,D,2008,117568
MU,E,2008,56477
MU,F,2008,4283
MU,H,2008,3365949
MU,I,2008,-2268944
MU,J,2008,14778724
MV,A,2008,20731509
MV,D,2008,104980
MV,E,2008,1574034
MV,H,2008,1394253
MV,I,2008,567692
MV,J,2008,6287772
MW,A,2008,567016230
MW,D,2008,13120035
MW,E,2008,82308139
MW,F,2008,12892023
MW,H,2008,55536725
MW,I,2008,28287782
MW,J,2008,158458492
MX,A,2008,162867315
MX,D,2008,5755552
MX,E,2008,26298181
MX,F,2008,447019
MX,G,2008,549924
MX,H,2008,14043584
MX,I,2008,31484356
MX,J,2008,39842659
MY,A,2008,72035834
MY,D,2008,15927390
MY,E,2008,2487084
MY,F,2008,-5353
MY,H,2008,3275806
MY,I,2008,11167915
MY,J,2008,213350926
MZ,A,2008,999911379
MZ,D,2008,32394237
MZ,E,2008,186380358
MZ,F,2008,16392316
MZ,G,2008,110980
MZ,H,2008,103384843
MZ,I,2008,103305578
MZ,J,2008,490765926
NA,A,2008,135653341
NA,D,2008,4349464
NA,E,2008,16292189
NA,F,2008,1089021
NA,H,2008,11108084
NA,I,2008,37959474
NA,J,2008,5316600
NE,A,2008,277160908
NE,D,2008,15199950
NE,E,2008,54806794
NE,F,2008,2735113
NE,H,2008,72868240
NE,I,2008,4677353
NE,J,2008,156793648
NG,A,2008,552917696
NG,D,2008,38097652
NG,E,2008,165287576
NG,F,2008,4685191
NG,G,2008,562123
NG,H,2008,79359717
NG,I,2008,74708006
NG,J,2008,547098534
NI,A,2008,346822862
NI,D,2008,41874398
NI,E,2008,102983523
NI,F,2008,10472722
NI,G,2008,25747
NI,H,2008,42827870
NI,I,2008,35003200
NI,J,2008,105818136
NP,A,2008,380928652
NP,D,2008,12934200
NP,E,2008,75895489
NP,F,2008,12875236
NP,G,2008,545998
NP,H,2008,90481151
NP,I,2008,50407019
NP,J,2008,161018920
NR,A,2008,119581713
NR,D,2008,992887
NR,E,2008,961741
NR,H,2008,3291188
NR,I,2008,10292920
NR,J,2008,2629777
NU,A,2008,21371596
NU,D,2008,107824
NU,E,2008,124628
NU,I,2008,207107
NU,J,2008,168329
OM,A,2008,3364718
OM,E,2008,72924
OM,F,2008,116121
OM,H,2008,424919
OM,I,2008,331496
OM,J,2008,308935
PA,A,2008,28974595
PA,D,2008,388123
PA,E,2008,4349994
PA,H,2008,6822539
PA,I,2008,5876562
PA,J,2008,2090800
PE,A,2008,301090779
PE,D,2008,53949984
PE,E,2008,106787674
PE,F,2008,2809809
PE,G,2008,303627
PE,H,2008,21295569
PE,I,2008,66592039
PE,J,2008,149777398
PG,A,2008,153876112
PG,D,2008,29110248
PG,E,2008,14289759
PG,F,2008,537755
PG,H,2008,16930352
PG,I,2008,189207732
PG,J,2008,129696170
PH,A,2008,271664195
PH,D,2008,10476043
PH,E,2008,46128685
PH,F,2008,732650
PH,G,2008,9530
PH,H,2008,62771554
PH,I,2008,143558683
PH,J,2008,525181087
PK,A,2008,600753145
PK,D,2008,14914074
PK,E,2008,105778869
PK,F,2008,17316232
PK,G,2008,493268
PK,H,2008,233876371
PK,I,2008,114249493
PK,J,2008,319518472
PS,A,2008,1102061626
PS,D,2008,15614366
PS,E,2008,150665879
PS,F,2008,39713810
PS,G,2008,7497
PS,H,2008,496813146
PS,I,2008,199984095
PS,J,2008,36636311
PW,A,2008,45351890
PW,D,2008,110016
PW,E,2008,3654
PW,I,2008,898157
PW,J,2008,41740
PY,A,2008,68994042
PY,D,2008,10555133
PY,E,2008,15578309
PY,F,2008,250606
PY,G,2008,969528
PY,H,2008,9191682
PY,I,2008,22463894
PY,J,2008,69110022
RS,A,2008,545863201
RS,D,2008,15885941
RS,E,2008,70456141
RS,F,2008,9848243
RS,G,2008,7497
RS,H,2008,89977185
RS,I,2008,115277423
RS,J,2008,59262233
RW,A,2008,422398801
RW,D,2008,14194321
RW,E,2008,84358224
RW,F,2008,4035634
RW,H,2008,57367020
RW,I,2008,47451686
RW,J,2008,249393327
SB,A,2008,193674704
SB,D,2008,5963522
SB,E,2008,2014387
SB,H,2008,13476282
SB,I,2008,67380831
SB,J,2008,20043966
SC,A,2008,4600198
SC,E,2008,102784
SC,H,2008,2117
SC,I,2008,95408
SC,J,2008,927830
SD,A,2008,214088683
SD,D,2008,49941747
SD,E,2008,357861329
SD,F,2008,11993304
SD,H,2008,1427024914
SD,I,2008,144754249
SD,J,2008,64085100
SH,A,2008,56676937
SH,E,2008,15595
SH,F,2008,68850
SH,H,2008,6346283
SL,A,2008,164407606
SL,D,2008,7536440
SL,E,2008,35513272
SL,F,2008,2524582
SL,G,2008,19694
SL,H,2008,52888546
SL,I,2008,6705839
SL,J,2008,99139435
SN,A,2008,463960405
SN,D,2008,10144387
SN,E,2008,76012060
SN,F,2008,5063172
SN,G,2008,3440318
SN,H,2008,39509473
SN,I,2008,34545973
SN,J,2008,444268214
SO,A,2008,79056045
SO,D,2008,48320315
SO,E,2008,199504765
SO,F,2008,4969098
SO,G,2008,16298
SO,H,2008,371294991
SO,I,2008,3103957
SO,J,2008,43283663
SR,A,2008,88992745
SR,D,2008,2163910
SR,E,2008,601719
SR,F,2008,1884664
SR,G,2008,902348
SR,H,2008,298654
SR,I,2008,402737
SR,J,2008,76091
ST,A,2008,30600818
ST,D,2008,1613603
ST,E,2008,865642
ST,F,2008,651913
ST,H,2008,3595509
ST,I,2008,20364
ST,J,2008,26612571
SV,A,2008,126458885
SV,D,2008,7673282
SV,E,2008,45925731
SV,F,2008,2798311
SV,G,2008,193107
SV,H,2008,15970052
SV,I,2008,32339503
SV,J,2008,48310871
SY,A,2008,168256665
SY,D,2008,2504714
SY,E,2008,5002041
SY,F,2008,170042
SY,G,2008,7497
SY,H,2008,49775907
SY,I,2008,3610837
SY,J,2008,28044841
SZ,A,2008,30301981
SZ,D,2008,1134131
SZ,E,2008,3950855
SZ,H,2008,6837886
SZ,I,2008,6055186
SZ,J,2008,5983798
TD,A,2008,187419376
TD,D,2008,6296144
TD,E,2008,49063914
TD,F,2008,1774577
TD,H,2008,176597753
TD,I,2008,5307434
TD,J,2008,62424544
TG,A,2008,134632866
TG,D,2008,2675681
TG,E,2008,14493773
TG,F,2008,1246752
TG,G,2008,10865
TG,H,2008,17634109
TG,I,2008,580163
TG,J,2008,279293651
TH,A,2008,149981141
TH,D,2008,9789135
TH,E,2008,41748337
TH,F,2008,96143
TH,H,2008,7454896
TH,I,2008,21084793
TH,J,2008,114003551
TJ,A,2008,100189009
TJ,D,2008,4806335
TJ,E,2008,19379014
TJ,F,2008,1153252
TJ,H,2008,51744661
TJ,I,2008,16467510
TJ,J,2008,50198570
TK,A,2008,26427704
TK,D,2008,245307
TK,H,2008,23718
TL,A,2008,103018632
TL,D,2008,6508155
TL,E,2008,17807993
TL,F,2008,1515618
TL,H,2008,89073630
TL,I,2008,55292649
TL,J,2008,24949581
TM,A,2008,17015094
TM,D,2008,24776
TM,E,2008,4815691
TM,H,2008,1814929
TM,I,2008,6381768
TM,J,2008,2463462
TN,A,2008,351625704
TN,D,2008,14858741
TN,E,2008,1807963
TN,G,2008,8785
TN,H,2008,13682944
TN,I,2008,4047021
TN,J,2008,170026608
TO,A,2008,14800666
TO,D,2008,2100133
TO,E,2008,885366
TO,H,2008,1009482
TO,I,2008,2844693
TO,J,2008,9900572
TR,A,2008,858142666
TR,D,2008,81588560
TR,E,2008,11961297
TR,F,2008,960626
TR,G,2008,7497
TR,H,2008,7334399
TR,I,2008,31517401
TR,J,2008,559858163
TT,A,2008,7056187
TT,D,2008,212083
TT,H,2008,200215
TT,I,2008,306524
TT,J,2008,924303
TV,A,2008,17542249
TV,D,2008,476449
TV,E,2008,339310
TV,H,2008,457427
TV,I,2008,107825
TV,J,2008,100134
TZ,A,2008,1249321425
TZ,D,2008,42157383
TZ,E,2008,120064972
TZ,F,2008,28527813
TZ,G,2008,15280
TZ,H,2008,114582430
TZ,I,2008,109365791
TZ,J,2008,660384596
UA,A,2008,335513500
UA,D,2008,21874609
UA,E,2008,48906656
UA,F,2008,886913
UA,G,2008,85514
UA,H,2008,56331798
UA,I,2008,66131892
UA,J,2008,33308723
UG,A,2008,692017458
UG,D,2008,35908913
UG,E,2008,148255478
UG,F,2008,9401668
UG,G,2008,848714
UG,H,2008,229083911
UG,I,2008,127578685
UG,J,2008,385269443
UY,A,2008,28905424
UY,D,2008,1877957
UY,E,2008,1065427
UY,F,2008,260500
UY,G,2008,467963
UY,H,2008,3353449
UY,I,2008,107511
UY,J,2008,3661601
UZ,A,2008,73312167
UZ,D,2008,3542407
UZ,E,2008,9908139
UZ,H,2008,14556177
UZ,I,2008,16956866
UZ,J,2008,78251741
VC,A,2008,23179992
VC,D,2008,1273903
VC,H,2008,164953
VC,I,2008,366568
VC,J,2008,1708962
VE,A,2008,27675461
VE,D,2008,4165448
VE,E,2008,5945238
VE,F,2008,2828868
VE,H,2008,5032265
VE,I,2008,6611259
VE,J,2008,4739062
VN,A,2008,914118984
VN,D,2008,29958852
VN,E,2008,55050410
VN,F,2008,8016304
VN,G,2008,1813810
VN,H,2008,205334995
VN,I,2008,110536134
VN,J,2008,1459723338
VU,A,2008,92486803
VU,D,2008,3359062
VU,E,2008,756376
VU,H,2008,1317903
VU,I,2008,4263053
VU,J,2008,7034417
WF,A,2008,122217705
WS,A,2008,29662351
WS,D,2008,716314
WS,E,2008,139996
WS,H,2008,6528967
WS,I,2008,3207025
WS,J,2008,7620134
YE,A,2008,169911239
YE,D,2008,4286733
YE,E,2008,24365184
YE,F,2008,534076
YE,G,2008,364952
YE,H,2008,44362052
YE,I,2008,11465778
YE,J,2008,171604075
YT,A,2008,446721485
YT,J,2008,1259244
ZA,A,2008,696645932
ZA,D,2008,14222736
ZA,E,2008,62133939
ZA,F,2008,33447345
ZA,G,2008,231632
ZA,H,2008,17489542
ZA,I,2008,258177772
ZA,J,2008,43467343
ZM,A,2008,601229481
ZM,D,2008,72865621
ZM,E,2008,122617648
ZM,F,2008,24739349
ZM,G,2008,337029
ZM,H,2008,48782532
ZM,I,2008,78672404
ZM,J,2008,168706184
ZW,A,2008,91032880
ZW,D,2008,15236035
ZW,E,2008,186086365
ZW,F,2008,13123501
ZW,H,2008,264963146
ZW,I,2008,30604450
ZW,J,2008,17989541
51,A,2009,1624326045
51,B,2009,1732534
51,C,2009,288048
51,D,2009,22620571
51,E,2009,127555156
51,F,2009,50348725
51,G,2009,16558605
51,H,2009,547064766
51,I,2009,127310876
51,J,2009,34945027
52,A,2009,322553158
52,D,2009,25963266
52,E,2009,92403048
52,F,2009,7750256
52,G,2009,8871059
52,H,2009,290886766
52,I,2009,110510829
52,J,2009,51523444
53,A,2009,183941974
53,B,2009,26171973
53,D,2009,15888362
53,E,2009,128248630
53,F,2009,6678226
53,G,2009,7248193
53,H,2009,208288262
53,I,2009,281011712
53,J,2009,5362238
54,A,2009,298230709
54,D,2009,4886936
54,E,2009,17270499
54,F,2009,65124
54,G,2009,793412
54,H,2009,15717662
54,I,2009,13371958
54,J,2009,7042782
55,A,2009,12509129260
55,B,2009,238387054
55,C,2009,404016
55,D,2009,345996442
55,E,2009,3641383353
55,F,2009,20396633
55,G,2009,555851418
55,H,2009,4720343827
55,I,2009,2038530011
55,J,2009,1204301555
56,A,2009,257708336
56,B,2009,24216
56,D,2009,29661624
56,E,2009,100489614
56,F,2009,7066823
56,G,2009,57188273
56,H,2009,187179382
56,I,2009,88395293
56,J,2009,35148246
57,A,2009,77991101
57,B,2009,3773827
57,D,2009,980750
57,E,2009,22585889
57,F,2009,2014071
57,G,2009,361473
57,H,2009,42841892
57,I,2009,20995202
57,J,2009,1121701
58,A,2009,47840463
58,B,2009,584958
58,D,2009,572184
58,E,2009,108199856
58,F,2009,7108384
58,G,2009,682824
58,H,2009,30237494
58,I,2009,9410793
58,J,2009,2274787
59,A,2009,88942608
59,B,2009,78696
59,D,2009,1852097
59,E,2009,45052060
59,F,2009,12889650
59,G,2009,500337
59,H,2009,62432244
59,I,2009,47515177
59,J,2009,46817740
60,A,2009,82740261
60,B,2009,3374
60,D,2009,10029986
60,E,2009,25752876
60,F,2009,173879
60,G,2009,1580270
60,H,2009,97481690
60,I,2009,34062479
60,J,2009,6011470
61,A,2009,95687872
61,B,2009,16155060
61,D,2009,5543571
61,E,2009,6182896
61,F,2009,1245024
61,G,2009,902200
61,H,2009,91090684
61,I,2009,56002608
61,J,2009,7857204
62,A,2009,131582047
62,B,2009,1229046
62,D,2009,1268244
62,E,2009,15107084
62,F,2009,58917
62,H,2009,16333762
62,I,2009,4070376
62,J,2009,81975229
63,A,2009,55438653
63,B,2009,221606
63,D,2009,17663936
63,E,2009,46321970
63,F,2009,388213
63,H,2009,39803560
63,I,2009,16507853
63,J,2009,23130580
64,A,2009,39778856
64,D,2009,2355481
64,E,2009,27544196
64,F,2009,609492
64,G,2009,981430
64,H,2009,72312947
64,I,2009,7907170
64,J,2009,753329
65,A,2009,636180613
65,B,2009,4230768
65,C,2009,102163
65,D,2009,77609730
65,E,2009,435672117
65,F,2009,34110617
65,G,2009,7159007
65,H,2009,1033513035
65,I,2009,140573589
65,J,2009,163497405
66,A,2009,3295719
66,D,2009,342741
66,E,2009,419346
66,H,2009,8868616
66,I,2009,298969
67,A,2009,19452601
67,D,2009,5124701
67,E,2009,8116084
67,F,2009,628472
67,H,2009,20710823
67,I,2009,6451174
67,J,2009,5866414
AF,A,2009,2058063876
AF,B,2009,84180935
AF,D,2009,127824739
AF,E,2009,794960912
AF,F,2009,36173212
AF,H,2009,1623450076
AF,I,2009,944677873
AF,J,2009,376454910
AG,A,2009,1836163
AG,D,2009,6146
AG,E,2009,213242
AG,F,2009,28854
AG,H,2009,2597154
AG,I,2009,114942
AI,A,2009,206794
AI,D,2009,28595
AI,H,2009,1312484
AI,I,2009,315934
AL,A,2009,207654118
AL,B,2009,17767
AL,D,2009,9610953
AL,E,2009,22814892
AL,F,2009,5552363
AL,G,2009,71634
AL,H,2009,28581300
AL,I,2009,26419424
AL,J,2009,76427141
AM,A,2009,223019819
AM,D,2009,8691983
AM,E,2009,28237186
