"id","value.2000","original-value.2000","value.2001","original-value.2001","value.2002","original-value.2002","value.2003","original-value.2003","value.2004","original-value.2004","value.2005","original-value.2005","value.2006","original-value.2006","value.2007","original-value.2007","value.2008","original-value.2008","value.2009","original-value.2009","value.2010","original-value.2010","value.2011","original-value.2011","value.2012","original-value.2012","value.2013","original-value.2013"
"CW",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CY",,,99.77493286,99.77493286,99.779537963,,99.784143066,,99.788748169,,99.793353272,,99.797958375,,99.802563478,,99.807168581,,99.811773684,,99.816378787,,99.82098389,99.82098389,,,,
"CZ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DE",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DJ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DK",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DM",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DO",,,,,94.21757507,94.21757507,94.531433102,,94.845291134,,95.159149166,,95.473007198,,95.78686523,95.78686523,96.1264928167,,96.4661204033,,96.80574799,96.80574799,97.04190826,97.04190826,97.02388763,97.02388763,97.472435,97.472435
"DZ",,,,,90.13720703,90.13720703,90.5478153225,,90.958423615,,91.3690319075,,91.7796402,91.7796402,,,,,,,,,,,,,,
"EC",,,96.43721008,96.43721008,96.2690035483,,96.1007970167,,95.932590485,,95.7643839533,,95.5961774217,,95.42797089,95.42797089,96.129535675,,96.83110046,96.83110046,98.65270233,98.65270233,98.69483948,98.69483948,98.83163452,98.83163452,98.60463715,98.60463715
"EE",99.77050018,99.77050018,99.7867181927,,99.8029362055,,99.8191542182,,99.8353722309,,99.8515902436,,99.8678082564,,99.8840262691,,99.9002442818,,99.9164622945,,99.9326803073,,99.94889832,99.94889832,,,,
"EG",,,,,,,,,,,84.93289948,84.93289948,84.87827301,84.87827301,85.53611374,,86.19395447,,86.8517952,,87.50963593,87.50963593,88.39577866,,89.28192139,89.28192139,,
"ER",,,,,77.94529724,77.94529724,79.246023558,,80.546749876,,81.847476194,,83.148202512,,84.44892883,,85.749655148,,87.050381466,,88.351107784,,89.651834102,,90.95256042,90.95256042,,
"ES",,,,,,,,,,,99.53779602,99.53779602,99.55356598,,99.56933594,99.56933594,99.56430817,99.56430817,99.59899902,99.59899902,99.59463501,99.59463501,99.69939423,99.69939423,99.67277527,99.67277527,,
"ET",,,,,,,,,49.90000153,49.90000153,44.60596466,44.60596466,49.79447174,,54.98297882,54.98297882,,,,,,,,,,,,
"FI",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FJ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FM",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FO",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FR",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GA",,,,,,,,,90.85643005,90.85643005,90.5623941388,,90.2683582275,,89.9743223163,,89.680286405,,89.3862504938,,89.0922145825,,88.7981786713,,88.50414276,88.50414276,,
"GB",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GD",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GE",,,,,99.82541656,99.82541656,99.822924037,,99.820431514,,99.817938991,,99.815446468,,99.812953945,,99.810461422,,99.807968899,,99.805476376,,99.802983853,,99.80049133,99.80049133,,
"GH",70.66306305,70.66306305,72.168371583,,73.673680116,,75.178988649,,76.684297182,,78.189605715,,79.694914248,,81.200222781,,82.705531314,,84.210839847,,85.71614838,85.71614838,,,,,,
"GL",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GM",52.55501556,52.55501556,53.96165911,,55.36830266,,56.77494621,,58.18158976,,59.58823331,,60.99487686,,62.40152041,,63.80816396,,65.21480751,,66.62145106,,68.02809461,,69.43473816,69.43473816,,
"GN",,,,,,,47.091259,47.091259,44.8505671343,,42.6098752686,,40.3691834029,,38.1284915371,,35.8877996714,,33.6471078057,,31.40641594,31.40641594,,,,,,
"GQ",97.13137054,97.13137054,97.2132587392,,97.2951469383,,97.3770351375,,97.4589233367,,97.5408115358,,97.622699735,,97.7045879342,,97.7864761333,,97.8683643325,,97.9502525317,,98.0321407308,,98.11402893,98.11402893,,
"GR",,,98.9405365,98.9405365,98.9803147755,,99.0200930509,,99.0598713264,,99.0996496018,,99.1394278773,,99.1792061527,,99.2189844282,,99.2587627036,,99.2985409791,,99.3383192545,,99.37809753,99.37809753,,
"GT",,,,,82.22026062,82.22026062,83.363581848,,84.506903076,,85.650224304,,86.793545532,,87.93686676,,89.080187988,,90.223509216,,91.366830444,,92.510151672,,93.6534729,93.6534729,,
"GU",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GW",59.49284744,59.49284744,60.7247590992,,61.9566707583,,63.1885824175,,64.4204940767,,65.6524057358,,66.884317395,,68.1162290542,,69.3481407133,,70.5800523725,,71.8119640317,,73.0438756908,,74.27578735,74.27578735,,
"GY",,,,,,,,,,,,,,,,,,,93.09894562,93.09894562,,,,,,,,
"HK",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HN",,,88.94271851,88.94271851,89.772983555,,90.6032486,,91.433513645,,92.26377869,,93.094043735,,93.92430878,93.92430878,94.33310191,,94.74189504,,95.15068817,95.15068817,95.92500305,95.92500305,94.98095703,94.98095703,,
"HR",,,99.64864349,99.64864349,99.656141659,,99.663639828,,99.671137997,,99.678636166,,99.686134335,,99.693632504,,99.701130673,,99.708628842,,99.716127011,,99.72362518,99.72362518,,,,
"HT",,,,,,,81.61632538,81.61632538,78.5264561967,,75.4365870133,,72.34671783,72.34671783,,,,,,,,,,,,,,
"HU",,,,,,,,,99.00203705,99.00203705,99.0500926988,,99.0981483475,,99.1462039963,,99.194259645,,99.2423152938,,99.2903709425,,99.3384265913,,99.38648224,99.38648224,,
"ID",,,,,,,,,98.70545197,98.70545197,97.678245545,,96.65103912,96.65103912,98.05557251,,99.4601059,99.4601059,99.47374725,99.47374725,99.125873565,,98.77799988,98.77799988,,,,
"IE",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"IL",,,,,,,,,,,,,,,,,,,,,,,99.54979706,99.54979706,,,,
"IN",,,76.42570496,76.42570496,77.366735844,,78.307766728,,79.248797612,,80.189828496,,81.13085938,81.13085938,,,,,,,,,,,,,,
"IQ",84.79680634,84.79680634,84.5768934925,,84.356980645,,84.1370677975,,83.91715495,,83.6972421025,,83.477329255,,83.2574164075,,83.03750356,,82.8175907125,,82.597677865,,82.3777650175,,82.15785217,82.15785217,,
"IR",,,,,93.02830505,93.02830505,94.4960454267,,95.9637858033,,97.43152618,97.43152618,96.64370728,96.64370728,97.649700165,,98.65569305,98.65569305,98.500331875,,98.3449707,,98.189609525,,98.03424835,98.03424835,,
"IS",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"IT",,,99.81213379,99.81213379,99.8217426655,,99.8313515409,,99.8409604164,,99.8505692918,,99.8601781673,,99.8697870427,,99.8793959182,,99.8890047936,,99.8986136691,,99.9082225445,,99.91783142,99.91783142,,
"JM",,,,,,,,,,,,,,,,,,,,,,,,,95.87226868,95.87226868,,
"JO",,,,,,,99.13259125,99.13259125,99.05398941,,98.97538757,98.97538757,98.962364195,,98.94934082,98.94934082,98.88701121,,98.8246816,,98.76235199,98.76235199,99.14868164,99.14868164,99.10572052,99.10572052,,
"JP",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"KE",92.52817535,92.52817535,91.0799320729,,89.6316887957,,88.1834455186,,86.7352022414,,85.2869589643,,83.8387156871,,82.39047241,82.39047241,,,,,,,,,,,,
"KG",,,,,,,,,,,,,,,,,,,99.75185394,99.75185394,,,,,,,,
"KH",,,,,,,,,83.38286591,83.38286591,84.40499306,,85.42712021,,86.44924736,,87.47137451,87.47137451,87.13246155,87.13246155,,,,,,,,
"KI",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"KM",80.1857605,80.1857605,80.7048079192,,81.2238553383,,81.7429027575,,82.2619501767,,82.7809975958,,83.300045015,,83.8190924342,,84.3381398533,,84.8571872725,,85.3762346917,,85.8952821108,,86.41432953,86.41432953,,
"KN",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"KP",,,,,,,,,,,,,,,,,99.99969482,99.99969482,,,,,,,,,,
"KR",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"KW",,,,,,,,,,,99.73336792,99.73336792,98.51216888,98.51216888,98.44722748,98.44722748,98.64334869,98.64334869,98.678077695,,98.7128067,,98.747535705,,98.78226471,98.78226471,,
"KY",,,,,,,,,,,,,,,98.9068222,98.9068222,,,,,,,,,,,,
"KZ",,,,,,,,,,,,,,,,,,,99.8345108,99.8345108,,,,,,,,
"LA",80.59855652,80.59855652,78.45798492,78.45798492,79.8262538875,,81.194522855,,82.5627918225,,83.93106079,83.93106079,,,,,,,,,,,,,,,,
"LB",,,,,,,,,,,,,,,98.71479034,98.71479034,,,,,,,,,,,,
"LC",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LI",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LK",,,95.58863068,95.58863068,95.967716982,,96.346803284,,96.725889586,,97.104975888,,97.48406219,97.48406219,97.73293304,,97.98180389,97.98180389,98.06986618,,98.15792847,98.15792847,,,,,,
"LR",,,,,,,,,49.15211868,49.15211868,49.12611516,,49.10011164,,49.07410812,49.07410812,,,,,,,,,,,,
"LS",90.92690277,90.92690277,90.0677371544,,89.2085715389,,88.3494059233,,87.4902403078,,86.6310746922,,85.7719090767,,84.9127434611,,84.0535778456,,83.19441223,83.19441223,,,,,,,,
"LT",,,99.70166779,99.70166779,99.717081455,,99.73249512,,99.747908785,,99.76332245,,99.778736115,,99.79414978,,99.809563445,,99.82497711,,99.840390775,,99.85580444,99.85580444,,,,
"LU",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV",99.75026703,99.75026703,99.7580094782,,99.7657519264,,99.7734943745,,99.7812368227,,99.7889792709,,99.7967217191,,99.8044641673,,99.8122066155,,99.8199490636,,99.8276915118,,99.83543396,99.83543396,,,,
"LY",,,,,,,,,99.64939117,99.64939117,99.6826934775,,99.715995785,,99.7492980925,,99.7826004,,99.8159027075,,99.849205015,,99.8825073225,,99.91580963,99.91580963,,
"MA",,,,,,,,,70.45759583,70.45759583,72.3089370775,,74.160278325,,76.0116195725,,77.86296082,77.86296082,79.47369385,79.47369385,80.491882325,,81.5100708,81.5100708,,,,
"MC",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MD",99.52507782,99.52507782,99.5646546683,,99.6042315167,,99.643808365,,99.6833852133,,99.7229620617,,99.76253891,,99.8021157583,,99.8416926067,,99.881269455,,99.9208463033,,99.9604231517,,100,100,,
"ME",,,,,,,,,,,,,,,,,,,,,,,99.21182251,99.21182251,,,,
"MF",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MG",70.23622131,70.23622131,69.6477796733,,69.0593380367,,68.4708964,,67.8824547633,,67.2940131267,,66.70557149,,66.1171298533,,65.5286882167,,64.94024658,64.94024658,,,,,,,,
"MH",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MK",,,,,98.74269867,98.74269867,98.733056641,,98.723414612,,98.713772583,,98.704130554,,98.694488525,,98.684846496,,98.675204467,,98.665562438,,98.655920409,,98.64627838,98.64627838,,
"ML",,,,,,,30.54688072,30.54688072,33.3032938633,,36.0597070067,,38.81612015,38.81612015,40.1875171675,,41.558914185,,42.9303112025,,44.30170822,44.30170822,47.13697815,47.13697815,,,,
"MM",94.58631134,94.58631134,94.70646286,,94.82661438,,94.9467659,,95.06691742,,95.18706894,,95.30722046,,95.42737198,,95.5475235,,95.66767502,,95.78782654,,95.90797806,,96.02812958,96.02812958,,
"MN",97.71012115,97.71012115,97.785133358,,97.860145566,,97.935157774,,98.010169982,,98.08518219,,98.160194398,,98.235206606,,98.310218814,,98.385231022,,98.46024323,98.46024323,,,,,,
"MO",,,99.63354492,99.63354492,99.635684202,,99.637823484,,99.639962766,,99.642102048,,99.64424133,99.64424133,99.649974058,,99.655706786,,99.661439514,,99.667172242,,99.67290497,99.67290497,,,,
"MP",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MR",61.33664703,61.33664703,60.5917598143,,59.8468725986,,59.1019853829,,58.3570981671,,57.6122109514,,56.8673237357,,56.12243652,56.12243652,,,,,,,,,,,,
"MT",,,,,,,,,,,98.26502991,98.26502991,,,,,,,,,,,,,,,,
"MU",94.53896332,94.53896332,94.8654535482,,95.1919437764,,95.5184340045,,95.8449242327,,96.1714144609,,96.4979046891,,96.8243949173,,97.1508851455,,97.4773753736,,97.8038656018,,98.13035583,98.13035583,,,,
"MV",98.17012024,98.17012024,98.3586018883,,98.5470835367,,98.735565185,,98.9240468333,,99.1125284817,,99.30101013,99.30101013,,,,,,,,,,,,,,
"MW",,,,,,,,,,,,,,,,,,,,,72.13956451,72.13956451,,,,,,
"MX",96.6122818,96.6122818,97.10843277,,97.60458374,97.60458374,97.584510805,,97.56443787,97.56443787,97.63584137,97.63584137,97.8956604,97.8956604,98.15608978,98.15608978,98.38230133,98.38230133,98.5246582,98.5246582,98.43451691,98.43451691,98.4617691,98.4617691,98.87541199,98.87541199,,
"MY",97.2378006,97.2378006,97.355892183,,97.473983766,,97.592075349,,97.710166932,,97.828258515,,97.946350098,,98.064441681,,98.182533264,,98.300624847,,98.41871643,98.41871643,,,,,,
"MZ",,,,,,,61.89289093,61.89289093,62.7690149933,,63.6451390567,,64.52126312,,65.3973871833,,66.2735112467,,67.14963531,67.14963531,,,,,,,,
"NC",,,,,,,,,,,,,,,,,,,,,,,,,99.64012146,99.64012146,,
"NE",,,19.79119301,19.79119301,23.980089665,,28.16898632,,32.357882975,,36.54677963,36.54677963,34.6863506843,,32.8259217386,,30.9654927929,,29.1050638471,,27.2446349014,,25.3842059557,,23.52377701,23.52377701,,
"NG",,,,,,,68.99377441,68.99377441,68.471728512,,67.949682614,,67.427636716,,66.905590818,,66.38354492,66.38354492,,,,,,,,,,
"NI",,,86.22251892,86.22251892,86.4192008975,,86.615882875,,86.8125648525,,87.00924683,87.00924683,,,,,,,,,,,,,,,,
"NL",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NO",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NP",,,70.05361938,70.05361938,71.283625789,,72.513632198,,73.743638607,,74.973645016,,76.203651425,,77.433657834,,78.663664243,,79.893670652,,81.123677061,,82.35368347,82.35368347,,,,
"NZ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"OM",,,,,,,97.28132629,97.28132629,97.351025388,,97.420724486,,97.490423584,,97.560122682,,97.62982178,97.62982178,97.68677521,,97.74372864,97.74372864,,,,,,
"PA",96.07984924,96.07984924,96.235717771,,96.391586302,,96.547454833,,96.703323364,,96.859191895,,97.015060426,,97.170928957,,97.326797488,,97.482666019,,97.63853455,97.63853455,,,,,,
"PE",,,,,,,,,96.75562286,96.75562286,97.12375641,97.12375641,97.75712585,97.75712585,97.35621643,97.35621643,97.624606322,,97.892996214,,98.161386106,,98.429775998,,98.69816589,98.69816589,,
"PF",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PG",66.67899323,66.67899323,67.0552221975,,67.431451165,,67.8076801325,,68.1839091,,68.5601380675,,68.936367035,,69.3125960025,,69.68882497,,70.0650539375,,70.441282905,,70.8175118725,,71.19374084,71.19374084,,
"PH",95.08974457,95.08974457,95.0789006567,,95.0680567433,,95.05721283,95.05721283,95.595930482,,96.134648134,,96.673365786,,97.212083438,,97.75080109,97.75080109,,,,,,,,,,
"PK",,,,,,,,,,,65.08657837,65.08657837,69.165802,69.165802,70.139354705,,71.11290741,71.11290741,70.67626953,70.67626953,71.25962067,71.25962067,70.76932526,70.76932526,,,,
"PL",,,,,,,,,99.99986267,99.99986267,99.9998750675,,99.999887465,,99.9998998625,,99.99991226,,99.9999246575,,99.999937055,,99.9999494525,,99.99996185,99.99996185,,
"PR",,,,,,,,,88.69657135,88.69657135,90.3861719767,,92.0757726033,,93.76537323,,95.4549738567,,97.1445744833,,98.83417511,98.83417511,,,,,,
"PS",,,,,,,,,98.94181824,98.94181824,99.016601565,,99.09138489,99.09138489,99.0620575,99.0620575,99.15022278,99.15022278,99.23325348,99.23325348,99.24203491,99.24203491,99.31232452,99.31232452,99.287323,99.287323,,
"PT",,,,,,,,,,,,,,,,,,,,,,,99.43511963,99.43511963,,,,
"PW",,,,,,,,,,,,,,,,,,,,,,,,,,,99.81147003,99.81147003
"PY",,,,,,,,,,,,,,,98.79446411,98.79446411,97.96424103,97.96424103,98.49729156,98.49729156,98.61045074,98.61045074,,,,,,
"QA",,,,,,,,,95.92071533,95.92071533,96.9671783433,,98.0136413567,,99.06010437,99.06010437,95.68698883,95.68698883,97.75925446,97.75925446,96.82015991,96.82015991,97.87751007,97.87751007,99.0645752,99.0645752,,
"RO",,,,,97.76148987,97.76148987,97.89862315,,98.03575643,,98.17288971,,98.31002299,,98.44715627,,98.58428955,,98.72142283,,98.85855611,,98.99568939,98.99568939,,,,
"RS",,,,,,,,,,,,,,,,,,,,,,,,,99.26009369,99.26009369,,
"RU",,,,,99.72460175,99.72460175,99.7227268263,,99.7208519025,,99.7189769788,,99.717102055,,99.7152271313,,99.7133522075,,99.7114772838,,99.70960236,99.70960236,,,,,,
"RW",77.62033081,77.62033081,77.592760467,,77.565190124,,77.537619781,,77.510049438,,77.482479095,,77.454908752,,77.427338409,,77.399768066,,77.372197723,,77.34462738,77.34462738,,,,,,
"SA",95.91316223,95.91316223,95.8972949975,,95.881427765,,95.8655605325,,95.8496933,95.8496933,96.2243686267,,96.5990439533,,96.97371928,,97.3483946067,,97.7230699333,,98.09774526,,98.4724205867,,98.8470959133,,99.22177124,99.22177124
"SB",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SC",,,,,99.06477356,99.06477356,99.06477356,,99.06477356,,99.06477356,,99.06477356,,99.06477356,,99.06477356,,99.06477356,,99.06477356,,99.06477356,,99.06477356,99.06477356,,
"SD",78.15558624,78.15558624,,,,,,,,,,,,,,,,,,,,,,,,,,
"SE",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SG",99.50460052,99.50460052,99.529322811,,99.554045102,,99.578767393,,99.603489684,,99.628211975,,99.652934266,,99.677656557,,99.702378848,,99.727101139,,99.75182343,99.75182343,99.82383728,99.82383728,99.84585571,99.84585571,,
"SI",,,,,,,,,99.82675934,99.82675934,99.8300094613,,99.8332595825,,99.8365097038,,99.839759825,,99.8430099463,,99.8462600675,,99.8495101888,,99.85276031,99.85276031,,
"SK",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SL",,,,,,,,,47.92760849,47.92760849,49.7762336725,,51.624858855,,53.4734840375,,55.32210922,,57.1707344025,,59.019359585,,60.8679847675,,62.71660995,62.71660995,,
"SM",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SN",,,,,49.12448883,49.12448883,49.55628109,,49.98807335,,50.41986561,,50.85165787,50.85165787,55.5727411933,,60.2938245167,,65.01490784,65.01490784,65.523822785,,66.03273773,66.03273773,,,,
"SO",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SR",,,,,,,,,94.88114166,94.88114166,96.01496124,,97.14878082,,98.2826004,,99.41641998,99.41641998,98.89653015,,98.37664032,98.37664032,,,,,,
"SS",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ST",,,95.41546631,95.41546631,93.2422801443,,91.0690939786,,88.8959078129,,86.7227216471,,84.5495354814,,82.3763493157,,80.20316315,80.20316315,,,,,,,,,,
"SV",,,,,,,,,92.19866943,92.19866943,93.5748291,,94.95098877,94.95098877,93.56494141,93.56494141,95.95747375,95.95747375,95.02206421,95.02206421,96.03445435,96.03445435,96.54508972,96.54508972,,,,
"SX",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SY",,,,,95.18883514,95.18883514,93.821323395,,92.45381165,92.45381165,92.8427085913,,93.2316055325,,93.6205024738,,94.009399415,,94.3982963563,,94.7871932975,,95.1760902388,,95.56498718,95.56498718,,
"SZ",91.8632431,91.8632431,92.027148435,,92.19105377,,92.354959105,,92.51886444,,92.682769775,,92.84667511,,93.010580445,,93.17448578,,93.338391115,,93.50229645,93.50229645,,,,,,
"TC",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TD",37.55735397,37.55735397,38.58629608,,39.61523819,,40.6441803,,41.67312241,41.67312241,42.579023365,,43.48492432,,44.390825275,,45.29672623,,46.202627185,,47.10852814,,48.014429095,,48.92033005,48.92033005,,
"TG",74.43956757,74.43956757,74.7751286867,,75.1106898033,,75.44625092,,75.7818120367,,76.1173731533,,76.45293427,76.45293427,78.2139511133,,79.9749679567,,81.7359848,81.7359848,80.810947415,,79.88591003,79.88591003,,,,
