"district_id","district_name","year","value"
"d18974","Baringo",2016,20.4
"d18975","Bomet",2016,25.5
"d18987","Bungoma",2016,6.5
"d18988","Busia",2016,6.1
"d18976","Elgeyo-Marakwet",2016,20.8
"d18955","Embu",2016,32.7
"d18965","Garissa",2016,2.7
"d18968","Homa Bay",2016,11.3
"d18956","Isiolo",2016,7.7
"d18991","Kajiado",2016,28.4
"d18989","Kakamega",2016,14.8
"d18977","Kericho",2016,23.9
"d18943","Kiambu",2016,25.6
"d18949","Kilifi",2016,17.8
"d18944","Kirinyaga",2016,29.1
"d18969","Kisii",2016,22.1
"d18970","Kisumu",2016,27.1
"d18957","Kitui",2016,8.6
"d18950","Kwale",2016,9.2
"d18978","Laikipia",2016,21.5
"d18951","Lamu",2016,7.9
"d18958","Machakos",2016,18.5
"d18959","Makueni",2016,13.5
"d18966","Mandera",2016,1.3
"d18960","Marsabit",2016,1.7
"d18961","Meru",2016,17.4
"d18971","Migori",2016,13.7
"d18952","Mombasa",2016,18.1
"d18946","Murang'a",2016,23.1
"d18964","Nairobi",2016,40.7
"d18979","Nakuru",2016,22.8
"d18980","Nandi",2016,18.6
"d18981","Narok",2016,9.2
"d18962","Nithi",2016,15.7
"d18972","Nyamira",2016,20.1
"d18947","Nyandarua",2016,18
"d18948","Nyeri",2016,32.2
"d18982","Samburu",2016,6.4
"d18973","Siaya",2016,7.6
"d18953","Taita Taveta",2016,23.4
"d18954","Tana River",2016,3.1
"d18983","Trans-Nzoia",2016,10.9
"d18984","Turkana",2016,5
"d18985","Uasin Gishu",2016,25.2
"d18990","Vihiga",2016,14.3
"d18967","Wajir",2016,0.2
"d18986","West Pokot",2016,2.9
