"district_id","2014"
"d18974",0.5108
"d18975",0.544
"d18987",0.4831
"d18988",0.4279
"d18976",0.5321
"d18955",0.5523
"d18965",0.4679
"d18968",0.407
"d18956",0.4508
"d18991",0.591
"d18989",0.4834
"d18977",0.5218
"d18943",0.5611
"d18949",0.569
"d18944",0.569
"d18969",0.5119
"d18970",0.5233
"d18957",0.4806
"d18950",0.4354
"d18978",0.5741
"d18951",0.4987
"d18958",0.5405
"d18959",0.4801
"d18966",0.4214
"d18960",0.4375
"d18961",0.5508
"d18971",0.4455
"d18952",0.5485
"d18946",0.5621
"d18964",0.6412
"d18979",0.5233
"d18980",0.5165
"d18981",0.5112
"d18962",0.5149
"d18972",0.5428
"d18947",0.5337
"d18948",0.5897
"d18982",0.4264
"d18973",0.4449
"d18953",0.536
"d18954",0.401
"d18983",0.5013
"d18984",0.3741
"d18985",0.5727
"d18990",0.5003
"d18967",0.4212
"d18986",0.4532
