"id","entity-name","2009"
"d18974","Baringo",65
"d18975","Bomet",61.8
"d18987","Bungoma",49.1
"d18988","Busia",83.9
"d18976","Elgeyo-Marakwet",93.7
"d18955","Embu",
"d18965","Garissa",
"d18968","Homa Bay",67.3
"d18956","Isiolo",63.9
"d18991","Kajiado",61.4
"d18989","Kakamega",57.8
"d18977","Kericho",64.7
"d18943","Kiambu",
"d18949","Kilifi",60.5
"d18944","Kirinyaga",
"d18969","Kisii",64.2
"d18970","Kisumu",
"d18957","Kitui",57.4
"d18950","Kwale",62.4
"d18978","Laikipia",73.1
"d18951","Lamu",68.6
"d18958","Machakos",54.5
"d18959","Makueni",64.5
"d18966","Mandera",
"d18960","Marsabit",66.8
"d18961","Meru",
"d18971","Migori",75.2
"d18952","Mombasa",
"d18946","Murang'a",77.9
"d18964","Nairobi",65.2
"d18979","Nakuru",76.2
"d18980","Nandi",65.7
"d18981","Narok",68.5
"d18962","Nithi",67.1
"d18972","Nyamira",
"d18947","Nyandarua",
"d18948","Nyeri",72.9
"d18982","Samburu",
"d18973","Siaya",79.2
"d18953","Taita Taveta",79.9
"d18954","Tana River",73.2
"d18983","Trans-Nzoia",70.3
"d18984","Turkana",
"d18985","Uasin Gishu",54.9
"d18990","Vihiga",61.6
"d18967","Wajir",33.6
"d18986","West Pokot",77.5
