"to_di_id","entity_to_name","year","destination_institution_type","creditor_type","creditor_institution","financing_type","value"
"BF","Burkina Faso",2013,"ppg","official","bilateral","concessional",0
"BF","Burkina Faso",2013,"ppg","official","multilateral","non-concessional",0
"BF","Burkina Faso",2013,"ppg","official","bilateral","non-concessional",0
"BF","Burkina Faso",2013,"ppg","official","multilateral","concessional",0
"BI","Burundi",2000,"ppg","official","bilateral","concessional",0
"BI","Burundi",2000,"ppg","official","bilateral","non-concessional",0
"BI","Burundi",2000,"ppg","official","multilateral","concessional",9575813.976
"BI","Burundi",2000,"ppg","official","multilateral","non-concessional",0
"BI","Burundi",2001,"ppg","official","multilateral","concessional",2624099.306
"BI","Burundi",2001,"ppg","official","multilateral","non-concessional",0
"BI","Burundi",2001,"ppg","official","bilateral","concessional",0
"BI","Burundi",2001,"ppg","official","bilateral","non-concessional",0
"BI","Burundi",2002,"ppg","official","bilateral","concessional",0
"BI","Burundi",2002,"ppg","official","bilateral","non-concessional",8111473.396
"BI","Burundi",2002,"ppg","official","multilateral","concessional",20000239.46
"BI","Burundi",2002,"ppg","official","multilateral","non-concessional",0
"BI","Burundi",2003,"ppg","official","bilateral","concessional",0
"BI","Burundi",2003,"ppg","official","bilateral","non-concessional",0
"BI","Burundi",2003,"ppg","official","multilateral","concessional",47658755.63
"BI","Burundi",2003,"ppg","official","multilateral","non-concessional",0
"BI","Burundi",2004,"ppg","official","bilateral","concessional",0
"BI","Burundi",2004,"ppg","official","bilateral","non-concessional",0
"BI","Burundi",2004,"ppg","official","multilateral","concessional",0
"BI","Burundi",2004,"ppg","official","multilateral","non-concessional",0
"BI","Burundi",2005,"ppg","official","multilateral","non-concessional",0
"BI","Burundi",2005,"ppg","official","bilateral","concessional",0
"BI","Burundi",2005,"ppg","official","bilateral","non-concessional",0
"BI","Burundi",2005,"ppg","official","multilateral","concessional",0
"BI","Burundi",2006,"ppg","official","bilateral","concessional",0
"BI","Burundi",2006,"ppg","official","multilateral","concessional",0
"BI","Burundi",2006,"ppg","official","multilateral","non-concessional",0
"BI","Burundi",2006,"ppg","official","bilateral","non-concessional",0
"BI","Burundi",2007,"ppg","official","bilateral","concessional",2215766.447
"BI","Burundi",2007,"ppg","official","multilateral","concessional",829865.2529
"BI","Burundi",2007,"ppg","official","bilateral","non-concessional",0
"BI","Burundi",2007,"ppg","official","multilateral","non-concessional",0
"BI","Burundi",2008,"ppg","official","multilateral","concessional",0
"BI","Burundi",2008,"ppg","official","multilateral","non-concessional",0
"BI","Burundi",2008,"ppg","official","bilateral","concessional",652170.2466
"BI","Burundi",2008,"ppg","official","bilateral","non-concessional",0
"BI","Burundi",2009,"ppg","official","bilateral","concessional",0
"BI","Burundi",2009,"ppg","official","bilateral","non-concessional",0
"BI","Burundi",2009,"ppg","official","multilateral","concessional",0
"BI","Burundi",2009,"ppg","official","multilateral","non-concessional",0
"BI","Burundi",2010,"ppg","official","multilateral","concessional",0
"BI","Burundi",2010,"ppg","official","multilateral","non-concessional",0
"BI","Burundi",2010,"ppg","official","bilateral","non-concessional",0
"BI","Burundi",2010,"ppg","official","bilateral","concessional",0
"BI","Burundi",2011,"ppg","official","bilateral","concessional",0
"BI","Burundi",2011,"ppg","official","bilateral","non-concessional",0
"BI","Burundi",2011,"ppg","official","multilateral","concessional",0
"BI","Burundi",2011,"ppg","official","multilateral","non-concessional",0
"BI","Burundi",2012,"ppg","official","bilateral","concessional",23064000
"BI","Burundi",2012,"ppg","official","bilateral","non-concessional",0
"BI","Burundi",2012,"ppg","official","multilateral","concessional",915000
"BI","Burundi",2012,"ppg","official","multilateral","non-concessional",0
"BI","Burundi",2013,"ppg","official","bilateral","concessional",794474.4546
"BI","Burundi",2013,"ppg","official","bilateral","non-concessional",0
"BI","Burundi",2013,"ppg","official","multilateral","concessional",0
"BI","Burundi",2013,"ppg","official","multilateral","non-concessional",0
"KH","Cambodia",2000,"ppg","official","bilateral","concessional",0
"KH","Cambodia",2000,"ppg","official","bilateral","non-concessional",0
"KH","Cambodia",2000,"ppg","official","multilateral","concessional",0
"KH","Cambodia",2000,"ppg","official","multilateral","non-concessional",0
"KH","Cambodia",2001,"ppg","official","bilateral","concessional",9928000.246
"KH","Cambodia",2001,"ppg","official","bilateral","non-concessional",0
"KH","Cambodia",2001,"ppg","official","multilateral","concessional",0
"KH","Cambodia",2001,"ppg","official","multilateral","non-concessional",0
"KH","Cambodia",2002,"ppg","official","bilateral","concessional",0
"KH","Cambodia",2002,"ppg","official","bilateral","non-concessional",0
"KH","Cambodia",2002,"ppg","official","multilateral","concessional",0
"KH","Cambodia",2002,"ppg","official","multilateral","non-concessional",0
"KH","Cambodia",2003,"ppg","official","bilateral","concessional",22260512.81
"KH","Cambodia",2003,"ppg","official","bilateral","non-concessional",0
"KH","Cambodia",2003,"ppg","official","multilateral","concessional",11689990.57
"KH","Cambodia",2003,"ppg","official","multilateral","non-concessional",0
"KH","Cambodia",2004,"ppg","official","bilateral","concessional",38614983.04
"KH","Cambodia",2004,"ppg","official","bilateral","non-concessional",0
"KH","Cambodia",2004,"ppg","official","multilateral","concessional",12061185.05
"KH","Cambodia",2004,"ppg","official","multilateral","non-concessional",0
"KH","Cambodia",2005,"ppg","official","bilateral","concessional",17234627.67
"KH","Cambodia",2005,"ppg","official","bilateral","non-concessional",0
"KH","Cambodia",2005,"ppg","official","multilateral","concessional",35115408.83
"KH","Cambodia",2005,"ppg","official","multilateral","non-concessional",0
"KH","Cambodia",2006,"ppg","official","multilateral","non-concessional",0
"KH","Cambodia",2006,"ppg","official","bilateral","non-concessional",0
"KH","Cambodia",2006,"ppg","official","multilateral","concessional",14970970.77
"KH","Cambodia",2006,"ppg","official","bilateral","concessional",44735426.9
"KH","Cambodia",2007,"ppg","official","bilateral","concessional",5404667.272
"KH","Cambodia",2007,"ppg","official","bilateral","non-concessional",0
"KH","Cambodia",2007,"ppg","official","multilateral","concessional",11429222.94
"KH","Cambodia",2007,"ppg","official","multilateral","non-concessional",0
"KH","Cambodia",2008,"ppg","official","bilateral","concessional",183056827.1
"KH","Cambodia",2008,"ppg","official","bilateral","non-concessional",0
"KH","Cambodia",2008,"ppg","official","multilateral","concessional",19592041.31
"KH","Cambodia",2008,"ppg","official","multilateral","non-concessional",0
"KH","Cambodia",2009,"ppg","official","bilateral","concessional",78310262.76
"KH","Cambodia",2009,"ppg","official","bilateral","non-concessional",0
"KH","Cambodia",2009,"ppg","official","multilateral","concessional",6330746.837
"KH","Cambodia",2009,"ppg","official","multilateral","non-concessional",0
"KH","Cambodia",2010,"ppg","official","bilateral","concessional",234395671.7
"KH","Cambodia",2010,"ppg","official","bilateral","non-concessional",0
"KH","Cambodia",2010,"ppg","official","multilateral","concessional",5512902.496
"KH","Cambodia",2010,"ppg","official","multilateral","non-concessional",0
"KH","Cambodia",2011,"ppg","official","bilateral","concessional",256729518.1
"KH","Cambodia",2011,"ppg","official","bilateral","non-concessional",0
"KH","Cambodia",2011,"ppg","official","multilateral","concessional",3857801.728
"KH","Cambodia",2011,"ppg","official","multilateral","non-concessional",0
"KH","Cambodia",2012,"ppg","official","bilateral","concessional",610128000
"KH","Cambodia",2012,"ppg","official","bilateral","non-concessional",0
"KH","Cambodia",2012,"ppg","official","multilateral","concessional",0
"KH","Cambodia",2012,"ppg","official","multilateral","non-concessional",0
"KH","Cambodia",2013,"ppg","official","bilateral","concessional",355681841.5
"KH","Cambodia",2013,"ppg","official","bilateral","non-concessional",0
"KH","Cambodia",2013,"ppg","official","multilateral","concessional",0
"KH","Cambodia",2013,"ppg","official","multilateral","non-concessional",0
"CM","Cameroon",2000,"ppg","official","multilateral","concessional",3140258.375
"CM","Cameroon",2000,"ppg","official","multilateral","non-concessional",274877.0904
"CM","Cameroon",2000,"ppg","official","bilateral","concessional",122469906.6
"CM","Cameroon",2000,"ppg","official","bilateral","non-concessional",0
"CM","Cameroon",2001,"ppg","official","bilateral","concessional",24268727.76
"CM","Cameroon",2001,"ppg","official","bilateral","non-concessional",0
"CM","Cameroon",2001,"ppg","official","multilateral","concessional",0
"CM","Cameroon",2001,"ppg","official","multilateral","non-concessional",0
"CM","Cameroon",2002,"ppg","official","bilateral","concessional",0
"CM","Cameroon",2002,"ppg","official","bilateral","non-concessional",0
"CM","Cameroon",2002,"ppg","official","multilateral","concessional",0
"CM","Cameroon",2002,"ppg","official","multilateral","non-concessional",0
"CM","Cameroon",2003,"ppg","official","bilateral","concessional",18267643.69
"CM","Cameroon",2003,"ppg","official","multilateral","non-concessional",0
"CM","Cameroon",2003,"ppg","official","bilateral","non-concessional",0
"CM","Cameroon",2003,"ppg","official","multilateral","concessional",0
"CM","Cameroon",2004,"ppg","official","bilateral","concessional",0
"CM","Cameroon",2004,"ppg","official","bilateral","non-concessional",0
"CM","Cameroon",2004,"ppg","official","multilateral","concessional",67089328.61
"CM","Cameroon",2004,"ppg","official","multilateral","non-concessional",0
"CM","Cameroon",2005,"ppg","official","bilateral","concessional",0
"CM","Cameroon",2005,"ppg","official","bilateral","non-concessional",0
"CM","Cameroon",2005,"ppg","official","multilateral","concessional",0
"CM","Cameroon",2005,"ppg","official","multilateral","non-concessional",0
"CM","Cameroon",2006,"ppg","official","bilateral","concessional",0
"CM","Cameroon",2006,"ppg","official","bilateral","non-concessional",0
"CM","Cameroon",2006,"ppg","official","multilateral","concessional",639909.1067
"CM","Cameroon",2006,"ppg","official","multilateral","non-concessional",0
"CM","Cameroon",2007,"ppg","official","bilateral","non-concessional",0
"CM","Cameroon",2007,"ppg","official","bilateral","concessional",49781830.45
"CM","Cameroon",2007,"ppg","official","multilateral","concessional",0
"CM","Cameroon",2007,"ppg","official","multilateral","non-concessional",0
"CM","Cameroon",2008,"ppg","official","bilateral","non-concessional",0
"CM","Cameroon",2008,"ppg","official","bilateral","concessional",42603767.23
"CM","Cameroon",2008,"ppg","official","multilateral","concessional",0
"CM","Cameroon",2008,"ppg","official","multilateral","non-concessional",0
"CM","Cameroon",2009,"ppg","official","multilateral","concessional",0
"CM","Cameroon",2009,"ppg","official","multilateral","non-concessional",0
"CM","Cameroon",2009,"ppg","official","bilateral","non-concessional",0
"CM","Cameroon",2009,"ppg","official","bilateral","concessional",0
"CM","Cameroon",2010,"ppg","official","bilateral","concessional",130481733.7
"CM","Cameroon",2010,"ppg","official","bilateral","non-concessional",0
"CM","Cameroon",2010,"ppg","official","multilateral","concessional",4328312.264
"CM","Cameroon",2010,"ppg","official","multilateral","non-concessional",0
"CM","Cameroon",2011,"ppg","official","bilateral","concessional",37093965.45
"CM","Cameroon",2011,"ppg","official","bilateral","non-concessional",0
"CM","Cameroon",2011,"ppg","official","multilateral","concessional",81230.48509
"CM","Cameroon",2011,"ppg","official","multilateral","non-concessional",0
"CM","Cameroon",2012,"ppg","official","bilateral","concessional",357391000
"CM","Cameroon",2012,"ppg","official","bilateral","non-concessional",0
"CM","Cameroon",2012,"ppg","official","multilateral","concessional",0
"CM","Cameroon",2012,"ppg","official","multilateral","non-concessional",0
"CM","Cameroon",2013,"ppg","official","bilateral","non-concessional",0
"CM","Cameroon",2013,"ppg","official","multilateral","concessional",11925014.37
"CM","Cameroon",2013,"ppg","official","bilateral","concessional",492189692.9
"CM","Cameroon",2013,"ppg","official","multilateral","non-concessional",0
"CA","Canada",2000,"ppg","official","bilateral","non-concessional",
"CA","Canada",2000,"ppg","official","multilateral","concessional",
"CA","Canada",2000,"ppg","official","multilateral","non-concessional",
"CA","Canada",2000,"ppg","official","bilateral","concessional",
"CA","Canada",2001,"ppg","official","bilateral","concessional",
"CA","Canada",2001,"ppg","official","bilateral","non-concessional",
"CA","Canada",2001,"ppg","official","multilateral","concessional",
"CA","Canada",2001,"ppg","official","multilateral","non-concessional",
"CA","Canada",2002,"ppg","official","bilateral","concessional",
"CA","Canada",2002,"ppg","official","multilateral","concessional",
"CA","Canada",2002,"ppg","official","multilateral","non-concessional",
"CA","Canada",2002,"ppg","official","bilateral","non-concessional",
"CA","Canada",2003,"ppg","official","bilateral","non-concessional",
"CA","Canada",2003,"ppg","official","multilateral","concessional",
"CA","Canada",2003,"ppg","official","multilateral","non-concessional",
"CA","Canada",2003,"ppg","official","bilateral","concessional",
"CA","Canada",2004,"ppg","official","bilateral","concessional",
"CA","Canada",2004,"ppg","official","bilateral","non-concessional",
"CA","Canada",2004,"ppg","official","multilateral","concessional",
"CA","Canada",2004,"ppg","official","multilateral","non-concessional",
"CA","Canada",2005,"ppg","official","multilateral","non-concessional",
"CA","Canada",2005,"ppg","official","bilateral","concessional",
"CA","Canada",2005,"ppg","official","bilateral","non-concessional",
"CA","Canada",2005,"ppg","official","multilateral","concessional",
"CA","Canada",2006,"ppg","official","multilateral","non-concessional",
"CA","Canada",2006,"ppg","official","bilateral","concessional",
"CA","Canada",2006,"ppg","official","bilateral","non-concessional",
"CA","Canada",2006,"ppg","official","multilateral","concessional",
"CA","Canada",2007,"ppg","official","multilateral","concessional",
"CA","Canada",2007,"ppg","official","multilateral","non-concessional",
"CA","Canada",2007,"ppg","official","bilateral","concessional",
"CA","Canada",2007,"ppg","official","bilateral","non-concessional",
"CA","Canada",2008,"ppg","official","bilateral","non-concessional",
"CA","Canada",2008,"ppg","official","multilateral","concessional",
"CA","Canada",2008,"ppg","official","bilateral","concessional",
"CA","Canada",2008,"ppg","official","multilateral","non-concessional",
"CA","Canada",2009,"ppg","official","bilateral","non-concessional",
"CA","Canada",2009,"ppg","official","bilateral","concessional",
"CA","Canada",2009,"ppg","official","multilateral","concessional",
"CA","Canada",2009,"ppg","official","multilateral","non-concessional",
"CA","Canada",2010,"ppg","official","multilateral","non-concessional",
"CA","Canada",2010,"ppg","official","bilateral","concessional",
"CA","Canada",2010,"ppg","official","bilateral","non-concessional",
"CA","Canada",2010,"ppg","official","multilateral","concessional",
"CA","Canada",2011,"ppg","official","bilateral","concessional",
"CA","Canada",2011,"ppg","official","bilateral","non-concessional",
"CA","Canada",2011,"ppg","official","multilateral","concessional",
"CA","Canada",2011,"ppg","official","multilateral","non-concessional",
"CA","Canada",2012,"ppg","official","bilateral","concessional",
"CA","Canada",2012,"ppg","official","bilateral","non-concessional",
"CA","Canada",2012,"ppg","official","multilateral","concessional",
"CA","Canada",2012,"ppg","official","multilateral","non-concessional",
"CA","Canada",2013,"ppg","official","multilateral","concessional",
"CA","Canada",2013,"ppg","official","multilateral","non-concessional",
"CA","Canada",2013,"ppg","official","bilateral","concessional",
"CA","Canada",2013,"ppg","official","bilateral","non-concessional",
"CV","Cape Verde",2000,"ppg","official","bilateral","concessional",0
"CV","Cape Verde",2000,"ppg","official","bilateral","non-concessional",0
"CV","Cape Verde",2000,"ppg","official","multilateral","concessional",5643768.551
"CV","Cape Verde",2000,"ppg","official","multilateral","non-concessional",0
"CV","Cape Verde",2001,"ppg","official","bilateral","non-concessional",0
"CV","Cape Verde",2001,"ppg","official","multilateral","concessional",3239060.01
"CV","Cape Verde",2001,"ppg","official","multilateral","non-concessional",0
"CV","Cape Verde",2001,"ppg","official","bilateral","concessional",0
"CV","Cape Verde",2002,"ppg","official","bilateral","non-concessional",0
"CV","Cape Verde",2002,"ppg","official","bilateral","concessional",0
"CV","Cape Verde",2002,"ppg","official","multilateral","concessional",0
"CV","Cape Verde",2002,"ppg","official","multilateral","non-concessional",0
"CV","Cape Verde",2003,"ppg","official","multilateral","non-concessional",3100613.859
"CV","Cape Verde",2003,"ppg","official","multilateral","concessional",0
"CV","Cape Verde",2003,"ppg","official","bilateral","non-concessional",2e+05
"CV","Cape Verde",2003,"ppg","official","bilateral","concessional",198860.6074
"CV","Cape Verde",2004,"ppg","official","bilateral","concessional",0
"CV","Cape Verde",2004,"ppg","official","bilateral","non-concessional",0
"CV","Cape Verde",2004,"ppg","official","multilateral","concessional",0
"CV","Cape Verde",2004,"ppg","official","multilateral","non-concessional",1622654.099
"CV","Cape Verde",2005,"ppg","official","bilateral","non-concessional",0
"CV","Cape Verde",2005,"ppg","official","multilateral","concessional",7302724.261
"CV","Cape Verde",2005,"ppg","official","multilateral","non-concessional",0
"CV","Cape Verde",2005,"ppg","official","bilateral","concessional",25971.16238
"CV","Cape Verde",2006,"ppg","official","bilateral","concessional",0
"CV","Cape Verde",2006,"ppg","official","bilateral","non-concessional",0
"CV","Cape Verde",2006,"ppg","official","multilateral","concessional",0
"CV","Cape Verde",2006,"ppg","official","multilateral","non-concessional",835290.5169
"CV","Cape Verde",2007,"ppg","official","bilateral","concessional",0
"CV","Cape Verde",2007,"ppg","official","bilateral","non-concessional",0
"CV","Cape Verde",2007,"ppg","official","multilateral","concessional",0
"CV","Cape Verde",2007,"ppg","official","multilateral","non-concessional",473993.8951
"CV","Cape Verde",2008,"ppg","official","bilateral","non-concessional",0
"CV","Cape Verde",2008,"ppg","official","multilateral","concessional",0
"CV","Cape Verde",2008,"ppg","official","multilateral","non-concessional",0
"CV","Cape Verde",2008,"ppg","official","bilateral","concessional",1609238.278
"CV","Cape Verde",2009,"ppg","official","bilateral","concessional",14809817.33
"CV","Cape Verde",2009,"ppg","official","bilateral","non-concessional",0
"CV","Cape Verde",2009,"ppg","official","multilateral","concessional",3524418.667
"CV","Cape Verde",2009,"ppg","official","multilateral","non-concessional",0
"CV","Cape Verde",2010,"ppg","official","bilateral","concessional",0
"CV","Cape Verde",2010,"ppg","official","multilateral","non-concessional",6934988.44
"CV","Cape Verde",2010,"ppg","official","bilateral","non-concessional",0
"CV","Cape Verde",2010,"ppg","official","multilateral","concessional",0
"CV","Cape Verde",2011,"ppg","official","multilateral","non-concessional",0
"CV","Cape Verde",2011,"ppg","official","bilateral","concessional",0
"CV","Cape Verde",2011,"ppg","official","multilateral","concessional",0
"CV","Cape Verde",2011,"ppg","official","bilateral","non-concessional",0
"CV","Cape Verde",2012,"ppg","official","bilateral","concessional",0
"CV","Cape Verde",2012,"ppg","official","bilateral","non-concessional",0
"CV","Cape Verde",2012,"ppg","official","multilateral","concessional",3821000
"CV","Cape Verde",2012,"ppg","official","multilateral","non-concessional",0
"CV","Cape Verde",2013,"ppg","official","multilateral","non-concessional",0
"CV","Cape Verde",2013,"ppg","official","bilateral","concessional",0
"CV","Cape Verde",2013,"ppg","official","bilateral","non-concessional",0
"CV","Cape Verde",2013,"ppg","official","multilateral","concessional",0
"CF","CAR",2000,"ppg","official","bilateral","concessional",0
"CF","CAR",2000,"ppg","official","bilateral","non-concessional",0
"CF","CAR",2000,"ppg","official","multilateral","non-concessional",0
"CF","CAR",2000,"ppg","official","multilateral","concessional",10240949.87
"CF","CAR",2001,"ppg","official","bilateral","concessional",0
"CF","CAR",2001,"ppg","official","bilateral","non-concessional",0
"CF","CAR",2001,"ppg","official","multilateral","concessional",0
"CF","CAR",2001,"ppg","official","multilateral","non-concessional",0
"CF","CAR",2002,"ppg","official","bilateral","non-concessional",0
"CF","CAR",2002,"ppg","official","multilateral","concessional",244246.33
"CF","CAR",2002,"ppg","official","multilateral","non-concessional",0
"CF","CAR",2002,"ppg","official","bilateral","concessional",0
"CF","CAR",2003,"ppg","official","bilateral","concessional",0
"CF","CAR",2003,"ppg","official","bilateral","non-concessional",0
"CF","CAR",2003,"ppg","official","multilateral","concessional",0
"CF","CAR",2003,"ppg","official","multilateral","non-concessional",0
"CF","CAR",2004,"ppg","official","multilateral","non-concessional",0
"CF","CAR",2004,"ppg","official","bilateral","concessional",0
"CF","CAR",2004,"ppg","official","bilateral","non-concessional",0
"CF","CAR",2004,"ppg","official","multilateral","concessional",0
"CF","CAR",2005,"ppg","official","bilateral","non-concessional",0
"CF","CAR",2005,"ppg","official","multilateral","concessional",0
"CF","CAR",2005,"ppg","official","bilateral","concessional",0
"CF","CAR",2005,"ppg","official","multilateral","non-concessional",0
"CF","CAR",2006,"ppg","official","bilateral","non-concessional",0
"CF","CAR",2006,"ppg","official","multilateral","concessional",0
"CF","CAR",2006,"ppg","official","multilateral","non-concessional",0
"CF","CAR",2006,"ppg","official","bilateral","concessional",0
"CF","CAR",2007,"ppg","official","multilateral","non-concessional",0
"CF","CAR",2007,"ppg","official","bilateral","concessional",0
"CF","CAR",2007,"ppg","official","bilateral","non-concessional",0
"CF","CAR",2007,"ppg","official","multilateral","concessional",0
"CF","CAR",2008,"ppg","official","bilateral","non-concessional",0
"CF","CAR",2008,"ppg","official","bilateral","concessional",0
"CF","CAR",2008,"ppg","official","multilateral","concessional",0
"CF","CAR",2008,"ppg","official","multilateral","non-concessional",0
"CF","CAR",2009,"ppg","official","bilateral","concessional",13381239.88
"CF","CAR",2009,"ppg","official","bilateral","non-concessional",0
"CF","CAR",2009,"ppg","official","multilateral","non-concessional",0
"CF","CAR",2009,"ppg","official","multilateral","concessional",0
"CF","CAR",2010,"ppg","official","bilateral","non-concessional",0
"CF","CAR",2010,"ppg","official","bilateral","concessional",14399066.7
"CF","CAR",2010,"ppg","official","multilateral","non-concessional",0
"CF","CAR",2010,"ppg","official","multilateral","concessional",0
"CF","CAR",2011,"ppg","official","bilateral","concessional",8935677.76
"CF","CAR",2011,"ppg","official","bilateral","non-concessional",0
"CF","CAR",2011,"ppg","official","multilateral","concessional",2102181.85
"CF","CAR",2011,"ppg","official","multilateral","non-concessional",0
"CF","CAR",2012,"ppg","official","multilateral","non-concessional",0
"CF","CAR",2012,"ppg","official","bilateral","concessional",9408000
"CF","CAR",2012,"ppg","official","bilateral","non-concessional",0
"CF","CAR",2012,"ppg","official","multilateral","concessional",0
"CF","CAR",2013,"ppg","official","bilateral","non-concessional",0
"CF","CAR",2013,"ppg","official","bilateral","concessional",17291889.91
"CF","CAR",2013,"ppg","official","multilateral","concessional",0
"CF","CAR",2013,"ppg","official","multilateral","non-concessional",0
"TD","Chad",2000,"ppg","official","bilateral","non-concessional",0
"TD","Chad",2000,"ppg","official","multilateral","non-concessional",0
"TD","Chad",2000,"ppg","official","multilateral","concessional",22996022.81
"TD","Chad",2000,"ppg","official","bilateral","concessional",26688581.23
"TD","Chad",2001,"ppg","official","multilateral","concessional",0
"TD","Chad",2001,"ppg","official","multilateral","non-concessional",6367600.588
"TD","Chad",2001,"ppg","official","bilateral","concessional",19113370.59
"TD","Chad",2001,"ppg","official","bilateral","non-concessional",0
"TD","Chad",2002,"ppg","official","multilateral","non-concessional",0
"TD","Chad",2002,"ppg","official","multilateral","concessional",57066904.45
"TD","Chad",2002,"ppg","official","bilateral","concessional",12407158.63
"TD","Chad",2002,"ppg","official","bilateral","non-concessional",0
"TD","Chad",2003,"ppg","official","bilateral","concessional",27564224.27
"TD","Chad",2003,"ppg","official","bilateral","non-concessional",0
"TD","Chad",2003,"ppg","official","multilateral","concessional",56301181.9
"TD","Chad",2003,"ppg","official","multilateral","non-concessional",30408516.58
"TD","Chad",2004,"ppg","official","multilateral","non-concessional",2365479.205
"TD","Chad",2004,"ppg","official","bilateral","concessional",621960.8566
"TD","Chad",2004,"ppg","official","bilateral","non-concessional",102861.7698
"TD","Chad",2004,"ppg","official","multilateral","concessional",52947222.68
"TD","Chad",2005,"ppg","official","bilateral","concessional",0
"TD","Chad",2005,"ppg","official","multilateral","concessional",50671725.94
"TD","Chad",2005,"ppg","official","bilateral","non-concessional",0
"TD","Chad",2005,"ppg","official","multilateral","non-concessional",1670370.368
"TD","Chad",2006,"ppg","official","multilateral","non-concessional",3958044.671
"TD","Chad",2006,"ppg","official","bilateral","concessional",32075842.93
"TD","Chad",2006,"ppg","official","bilateral","non-concessional",0
"TD","Chad",2006,"ppg","official","multilateral","concessional",0
"TD","Chad",2007,"ppg","official","bilateral","non-concessional",0
"TD","Chad",2007,"ppg","official","multilateral","concessional",0
"TD","Chad",2007,"ppg","official","bilateral","concessional",11537311.29
"TD","Chad",2007,"ppg","official","multilateral","non-concessional",4943889.63
"TD","Chad",2008,"ppg","official","bilateral","concessional",54483167.3
"TD","Chad",2008,"ppg","official","bilateral","non-concessional",0
"TD","Chad",2008,"ppg","official","multilateral","concessional",1325019.462
"TD","Chad",2008,"ppg","official","multilateral","non-concessional",986283.7581
"TD","Chad",2009,"ppg","official","multilateral","non-concessional",0
"TD","Chad",2009,"ppg","official","multilateral","concessional",0
"TD","Chad",2009,"ppg","official","bilateral","non-concessional",0
"TD","Chad",2009,"ppg","official","bilateral","concessional",566981.9272
"TD","Chad",2010,"ppg","official","bilateral","concessional",320952567
"TD","Chad",2010,"ppg","official","multilateral","non-concessional",0
"TD","Chad",2010,"ppg","official","multilateral","concessional",11986637.72
"TD","Chad",2010,"ppg","official","bilateral","non-concessional",0
"TD","Chad",2011,"ppg","official","multilateral","non-concessional",0
"TD","Chad",2011,"ppg","official","bilateral","concessional",5395070.218
"TD","Chad",2011,"ppg","official","bilateral","non-concessional",0
"TD","Chad",2011,"ppg","official","multilateral","concessional",15088422.29
"TD","Chad",2012,"ppg","official","bilateral","concessional",0
"TD","Chad",2012,"ppg","official","bilateral","non-concessional",0
"TD","Chad",2012,"ppg","official","multilateral","concessional",20103000
"TD","Chad",2012,"ppg","official","multilateral","non-concessional",0
"TD","Chad",2013,"ppg","official","multilateral","non-concessional",11158792.34
"TD","Chad",2013,"ppg","official","bilateral","concessional",29446706.58
"TD","Chad",2013,"ppg","official","bilateral","non-concessional",97687286.9
"TD","Chad",2013,"ppg","official","multilateral","concessional",0
"CL","Chile",2000,"ppg","official","multilateral","non-concessional",
"CL","Chile",2000,"ppg","official","bilateral","concessional",
"CL","Chile",2000,"ppg","official","multilateral","concessional",
"CL","Chile",2000,"ppg","official","bilateral","non-concessional",
"CL","Chile",2001,"ppg","official","multilateral","non-concessional",
"CL","Chile",2001,"ppg","official","bilateral","concessional",
"CL","Chile",2001,"ppg","official","bilateral","non-concessional",
"CL","Chile",2001,"ppg","official","multilateral","concessional",
"CL","Chile",2002,"ppg","official","multilateral","non-concessional",
"CL","Chile",2002,"ppg","official","multilateral","concessional",
"CL","Chile",2002,"ppg","official","bilateral","concessional",
"CL","Chile",2002,"ppg","official","bilateral","non-concessional",
"CL","Chile",2003,"ppg","official","bilateral","non-concessional",
"CL","Chile",2003,"ppg","official","bilateral","concessional",
"CL","Chile",2003,"ppg","official","multilateral","concessional",
"CL","Chile",2003,"ppg","official","multilateral","non-concessional",
"CL","Chile",2004,"ppg","official","bilateral","concessional",
"CL","Chile",2004,"ppg","official","multilateral","non-concessional",
"CL","Chile",2004,"ppg","official","bilateral","non-concessional",
"CL","Chile",2004,"ppg","official","multilateral","concessional",
"CL","Chile",2005,"ppg","official","bilateral","non-concessional",
"CL","Chile",2005,"ppg","official","multilateral","non-concessional",
"CL","Chile",2005,"ppg","official","multilateral","concessional",
"CL","Chile",2005,"ppg","official","bilateral","concessional",
"CL","Chile",2006,"ppg","official","bilateral","concessional",
"CL","Chile",2006,"ppg","official","bilateral","non-concessional",
"CL","Chile",2006,"ppg","official","multilateral","concessional",
"CL","Chile",2006,"ppg","official","multilateral","non-concessional",
"CL","Chile",2007,"ppg","official","multilateral","non-concessional",
"CL","Chile",2007,"ppg","official","bilateral","non-concessional",
"CL","Chile",2007,"ppg","official","multilateral","concessional",
"CL","Chile",2007,"ppg","official","bilateral","concessional",
"CL","Chile",2008,"ppg","official","bilateral","non-concessional",
"CL","Chile",2008,"ppg","official","bilateral","concessional",
"CL","Chile",2008,"ppg","official","multilateral","concessional",
"CL","Chile",2008,"ppg","official","multilateral","non-concessional",
"CL","Chile",2009,"ppg","official","multilateral","non-concessional",
"CL","Chile",2009,"ppg","official","bilateral","concessional",
"CL","Chile",2009,"ppg","official","bilateral","non-concessional",
"CL","Chile",2009,"ppg","official","multilateral","concessional",
"CL","Chile",2010,"ppg","official","bilateral","concessional",
"CL","Chile",2010,"ppg","official","bilateral","non-concessional",
"CL","Chile",2010,"ppg","official","multilateral","concessional",
"CL","Chile",2010,"ppg","official","multilateral","non-concessional",
