"di_id","entity_name","year","value"
"DK","Denmark",2005,-8710000
"DK","Denmark",2006,-79730000
"DK","Denmark",2007,-107380000
"DK","Denmark",2008,-65500000
"DK","Denmark",2009,5510000
"DK","Denmark",2010,-29800000
"DK","Denmark",2011,7260000
"DK","Denmark",2012,4760000
"DK","Denmark",2013,6800000
"DK","Denmark",2014,550190000
"DK","Denmark",2015,375140000
"DK","Denmark",2016,279030000
"FI","Finland",1970,107800000
"FI","Finland",1971,94050000
"FI","Finland",1972,120130000
"FI","Finland",1973,48590000
"FI","Finland",1974,116100000
"FI","Finland",1975,139790000
"FI","Finland",1976,46800000
"FI","Finland",1977,65290000
"FI","Finland",1978,195220000
"FI","Finland",1979,105750000
"FI","Finland",1980,92490000
"FI","Finland",1981,102550000
"FI","Finland",1982,60490000
"FI","Finland",1983,41750000
"FI","Finland",1984,-90430000
"FI","Finland",1985,-14360000
"FI","Finland",1986,83050000
"FI","Finland",1987,146010000
"FI","Finland",1988,53290000
"FI","Finland",1990,58880000
"FI","Finland",1991,68570000
"FI","Finland",1992,252370000
"FI","Finland",1993,101900000
"FI","Finland",1994,266800000
"FI","Finland",1995,238300000
"FI","Finland",1996,359820000
"FI","Finland",1997,465810000
"FI","Finland",1998,130410000
"FI","Finland",1999,3.3e+08
"FI","Finland",2000,1065490000
"FI","Finland",2001,574840000
"FI","Finland",2002,76430000
"FI","Finland",2003,-356540000
"FI","Finland",2004,103780000
"FI","Finland",2007,93090000
"FI","Finland",2008,19850000
"FI","Finland",2009,123400000
"FI","Finland",2010,40860000
"FI","Finland",2011,961310000
"FI","Finland",2012,10270000
"FI","Finland",2013,-26940000
"FI","Finland",2014,9430000
"FI","Finland",2015,21130000
"FI","Finland",2016,48460000
"FR","France",1968,127370000
"FR","France",1969,2330440000
"FR","France",1970,2030020000
"FR","France",1971,1568340000
"FR","France",1972,1446740000
"FR","France",1973,1499900000
"FR","France",1974,1470090000
"FR","France",1975,2335680000
"FR","France",1976,5027450000
"FR","France",1977,5285420000
"FR","France",1978,5595090000
"FR","France",1979,3924510000
"FR","France",1980,5593710000
"FR","France",1981,7007140000
"FR","France",1982,8588980000
"FR","France",1983,8159990000
"FR","France",1984,8322520000
"FR","France",1985,7000370000
"FR","France",1986,2787830000
"FR","France",1987,989450000
"FR","France",1988,-1563110000
"FR","France",1989,-237210000
"FR","France",1990,146570000
"FR","France",1991,-1029800000
"FR","France",1992,-209480000
"FR","France",1993,-2111520000
"FR","France",1994,1403450000
"FR","France",1995,983330000
"FR","France",1996,921020000
"FR","France",1997,-1096500000
"FR","France",1998,-802310000
"FR","France",1999,-873600000
"FR","France",2000,21080000
"FR","France",2001,366300000
"FR","France",2002,-1147120000
"FR","France",2003,532700000
"FR","France",2004,-247250000
"FR","France",2005,-2333890000
"FR","France",2006,-2795760000
"FR","France",2007,-2653380000
"FR","France",2008,-793250000
"FR","France",2009,71310000
"FR","France",2010,6852220000
"FR","France",2011,-78910000
"FR","France",2012,-467520000
"FR","France",2013,570250000
"FR","France",2014,572960000
"FR","France",2015,393330000
"FR","France",2016,122380000
"DE","Germany",1966,640610000
"DE","Germany",1967,363050000
"DE","Germany",1968,307800000
"DE","Germany",1969,1979970000
"DE","Germany",1970,1749350000
"DE","Germany",1971,3247200000
"DE","Germany",1972,276260000
"DE","Germany",1973,-352540000
"DE","Germany",1974,2198420000
"DE","Germany",1975,3.225e+09
"DE","Germany",1976,2767690000
"DE","Germany",1977,657620000
"DE","Germany",1978,2409200000
"DE","Germany",1979,2098020000
"DE","Germany",1980,3985320000
"DE","Germany",1981,3759600000
"DE","Germany",1982,1773870000
"DE","Germany",1983,1382570000
"DE","Germany",1984,3971840000
"DE","Germany",1985,3158140000
"DE","Germany",1986,3233280000
"DE","Germany",1987,2769660000
"DE","Germany",1988,2757080000
"DE","Germany",1989,2806720000
"DE","Germany",1990,4849290000
"DE","Germany",1991,4733270000
"DE","Germany",1992,3012400000
"DE","Germany",1993,4647050000
"DE","Germany",1994,7780040000
"DE","Germany",1995,4406350000
"DE","Germany",1996,2354480000
"DE","Germany",1997,1620380000
"DE","Germany",1998,2420610000
"DE","Germany",1999,1424690000
"DE","Germany",2000,1505200000
"DE","Germany",2001,-166530000
"DE","Germany",2002,5606560000
"DE","Germany",2003,-3832520000
"DE","Germany",2004,-106040000
"DE","Germany",2005,7154120000
"DE","Germany",2006,-5822890000
"DE","Germany",2007,1113620000
"DE","Germany",2008,2810040000
"DE","Germany",2009,1346590000
"DE","Germany",2010,3470910000
"DE","Germany",2011,8780590000
"DE","Germany",2012,5705540000
"DE","Germany",2013,4676210000
"DE","Germany",2014,-6350000
"DE","Germany",2015,3223490000
"DE","Germany",2016,2992650000
"GR","Greece",1997,13640000
"GR","Greece",1998,11530000
"GR","Greece",1999,970000
"GR","Greece",2000,3750000
"GR","Greece",2004,3520000
"GR","Greece",2006,7600000
"GR","Greece",2007,2910000
"IT","Italy",1966,-144740000
"IT","Italy",1967,388870000
"IT","Italy",1968,2414440000
"IT","Italy",1969,3505850000
"IT","Italy",1970,2632390000
"IT","Italy",1971,3013560000
"IT","Italy",1972,857590000
"IT","Italy",1973,763550000
"IT","Italy",1974,406140000
"IT","Italy",1975,5477950000
"IT","Italy",1976,4827850000
"IT","Italy",1977,6853530000
"IT","Italy",1978,9768320000
"IT","Italy",1979,9739600000
"IT","Italy",1980,7066390000
"IT","Italy",1981,7541610000
"IT","Italy",1982,10078660000
"IT","Italy",1983,2204640000
"IT","Italy",1984,1289100000
"IT","Italy",1985,1570920000
"IT","Italy",1986,-880320000
"IT","Italy",1987,-2129680000
"IT","Italy",1988,965100000
"IT","Italy",1989,1873940000
"IT","Italy",1990,-916110000
"IT","Italy",1991,3541540000
"IT","Italy",1992,1649920000
"IT","Italy",1993,-1940600000
"IT","Italy",1994,418870000
"IT","Italy",1995,125230000
"IT","Italy",1996,216700000
"IT","Italy",1997,-76960000
"IT","Italy",1998,1663930000
"IT","Italy",1999,-691200000
"IT","Italy",2000,1171870000
"IT","Italy",2001,881530000
"IT","Italy",2002,2480290000
"IT","Italy",2003,1623860000
"IT","Italy",2004,2320270000
"IT","Italy",2005,339220000
"IT","Italy",2006,1662550000
"IT","Italy",2007,2.336e+09
"IT","Italy",2008,343460000
"IT","Italy",2009,332630000
"IT","Italy",2010,652050000
"IT","Italy",2011,854040000
"IT","Italy",2012,823280000
"IT","Italy",2013,1873180000
"IT","Italy",2014,575890000
"IT","Italy",2015,1463900000
"IT","Italy",2016,853120000
"JP","Japan",1968,4878820000
"JP","Japan",1969,5276700000
"JP","Japan",1970,6225290000
"JP","Japan",1971,5841690000
"JP","Japan",1972,4024480000
"JP","Japan",1973,5465850000
"JP","Japan",1974,658470000
"JP","Japan",1975,1608100000
"JP","Japan",1976,2754990000
"JP","Japan",1977,5914020000
"JP","Japan",1978,3768500000
"JP","Japan",1979,910650000
"JP","Japan",1980,1.975e+09
"JP","Japan",1981,4418790000
"JP","Japan",1982,-1824770000
"JP","Japan",1983,-3264970000
"JP","Japan",1984,-70220000
"JP","Japan",1985,-2357040000
"JP","Japan",1986,-768950000
"JP","Japan",1987,-633750000
"JP","Japan",1988,113860000
"JP","Japan",1989,2019520000
"JP","Japan",1990,3122750000
"JP","Japan",1991,2988990000
"JP","Japan",1992,1254310000
"JP","Japan",1993,4602260000
"JP","Japan",1994,2325510000
"JP","Japan",1995,5755280000
"JP","Japan",1996,710120000
"JP","Japan",1997,3738610000
"JP","Japan",1998,6437090000
"JP","Japan",1999,5518030000
"JP","Japan",2000,-5140880000
"JP","Japan",2001,-1281890000
"JP","Japan",2002,-2932600000
"JP","Japan",2003,1112720000
"JP","Japan",2004,-320080000
"JP","Japan",2005,-4728310000
"JP","Japan",2006,3122730000
"JP","Japan",2007,2495360000
"JP","Japan",2008,-7006210000
"JP","Japan",2009,4683900000
"JP","Japan",2010,4856240000
"JP","Japan",2011,3863450000
"JP","Japan",2012,1716940000
"JP","Japan",2013,4461320000
"JP","Japan",2014,-1628120000
"JP","Japan",2015,1827160000
"JP","Japan",2016,-404390000
"KW","Kuwait",1971,109430000
"KW","Kuwait",1972,-3220000
"KW","Kuwait",1973,167680000
"KW","Kuwait",1974,1662950000
"KW","Kuwait",1975,2922290000
"KW","Kuwait",1976,3375870000
"KW","Kuwait",1977,913110000
"KW","Kuwait",1978,813870000
"KW","Kuwait",1979,-170430000
"KW","Kuwait",1980,1188130000
"KW","Kuwait",1981,2226210000
"KW","Kuwait",1982,2013960000
"KW","Kuwait",1983,351690000
"KW","Kuwait",1984,79760000
"KW","Kuwait",1985,152250000
"KW","Kuwait",1986,109480000
"KW","Kuwait",1987,-135550000
"KW","Kuwait",1988,-197850000
"KW","Kuwait",1989,261300000
"KW","Kuwait",1990,156810000
"KW","Kuwait",1991,-30210000
"LU","Luxembourg",1987,5840000
"LU","Luxembourg",1989,6610000
"NL","Netherlands",1968,94930000
"NL","Netherlands",1969,253750000
"NL","Netherlands",1970,124490000
"NL","Netherlands",1971,53670000
"NL","Netherlands",1972,407170000
"NL","Netherlands",1973,261250000
"NL","Netherlands",1974,236040000
"NL","Netherlands",1975,182400000
"NL","Netherlands",1976,328260000
"NL","Netherlands",1977,237350000
"NL","Netherlands",1978,483740000
"NL","Netherlands",1979,358540000
"NL","Netherlands",1980,757870000
"NL","Netherlands",1981,498170000
"NL","Netherlands",1982,659740000
"NL","Netherlands",1983,579580000
"NL","Netherlands",1984,269380000
"NL","Netherlands",1985,231050000
"NL","Netherlands",1986,-94050000
"NL","Netherlands",1987,-986680000
"NL","Netherlands",1988,-922160000
"NL","Netherlands",1989,-1021390000
"NL","Netherlands",1990,763280000
"NL","Netherlands",1991,45950000
"NL","Netherlands",1992,-103060000
"NL","Netherlands",1993,154980000
"NL","Netherlands",1994,-59980000
"NL","Netherlands",1995,207110000
"NL","Netherlands",1996,-532930000
"NL","Netherlands",1997,-162680000
"NL","Netherlands",1998,451770000
"NL","Netherlands",1999,572560000
"NL","Netherlands",2000,-391890000
"NL","Netherlands",2001,343900000
"NL","Netherlands",2002,1530390000
"NL","Netherlands",2003,3850240000
"NL","Netherlands",2004,3974710000
"NL","Netherlands",2005,10875280000
"NL","Netherlands",2006,5911580000
"NL","Netherlands",2011,-342670000
"NL","Netherlands",2012,-125040000
"NL","Netherlands",2013,-586530000
"NL","Netherlands",2016,-2147520000
"NZ","New Zealand",1970,39490000
"NZ","New Zealand",1971,33570000
"NZ","New Zealand",1972,37750000
"NZ","New Zealand",1973,27100000
"NZ","New Zealand",1974,9320000
"NZ","New Zealand",1978,50080000
"NZ","New Zealand",1979,1880000
"NZ","New Zealand",1980,14920000
"NZ","New Zealand",1981,7490000
"NZ","New Zealand",1982,38830000
"NZ","New Zealand",1983,45930000
"NZ","New Zealand",1984,2190000
"NZ","New Zealand",1985,4780000
"NZ","New Zealand",1986,5880000
"NZ","New Zealand",1987,1470000
"NZ","New Zealand",1988,3430000
"NZ","New Zealand",2002,4550000
"NZ","New Zealand",2003,4760000
"NZ","New Zealand",2004,7180000
"NZ","New Zealand",2005,8840000
"NZ","New Zealand",2006,9850000
"NZ","New Zealand",2007,9240000
"NZ","New Zealand",2008,9540000
"NZ","New Zealand",2009,9570000
"NZ","New Zealand",2010,8880000
"NZ","New Zealand",2011,9120000
"NZ","New Zealand",2012,10430000
"NZ","New Zealand",2013,9820000
"NZ","New Zealand",2014,14040000
"NZ","New Zealand",2015,16100000
"NZ","New Zealand",2016,16080000
"NO","Norway",1968,3130000
"NO","Norway",1969,-25870000
"NO","Norway",1970,2200000
"NO","Norway",1971,81050000
"NO","Norway",1972,-6e+06
"NO","Norway",1973,-26960000
"NO","Norway",1974,37430000
"NO","Norway",1975,4020000
"NO","Norway",1976,553550000
"NO","Norway",1977,323240000
"NO","Norway",1978,554740000
"NO","Norway",1979,693140000
"NO","Norway",1980,627550000
"NO","Norway",1981,261200000
"NO","Norway",1982,330010000
"NO","Norway",1983,28700000
"NO","Norway",1984,-12400000
"NO","Norway",1985,-89850000
"NO","Norway",1986,-296260000
"NO","Norway",1987,-75350000
"NO","Norway",1988,-287620000
"NO","Norway",1989,-110170000
"NO","Norway",1990,-265480000
"NO","Norway",1991,40180000
"NO","Norway",1992,-15700000
"NO","Norway",1993,21900000
"NO","Norway",1994,280050000
"NO","Norway",1995,-75180000
"NO","Norway",1996,142130000
"NO","Norway",1997,173190000
"NO","Norway",1998,255990000
"NO","Norway",1999,312860000
"NO","Norway",2000,51380000
"NO","Norway",2001,101570000
"NO","Norway",2002,165940000
"NO","Norway",2003,85890000
"NO","Norway",2004,-57780000
"NO","Norway",2005,-3160000
"NO","Norway",2006,-880000
"NO","Norway",2007,3860000
"NO","Norway",2008,-550000
"NO","Norway",2009,3050000
"NO","Norway",2010,520000
"NO","Norway",2013,-980000
"NO","Norway",2014,-34290000
"NO","Norway",2015,272360000
"NO","Norway",2016,-93120000
"PT","Portugal",1989,26980000
"PT","Portugal",1990,181850000
"PT","Portugal",1991,-114910000
"PT","Portugal",1992,127500000
"PT","Portugal",1993,25500000
"PT","Portugal",1994,-109560000
"PT","Portugal",1995,84510000
"PT","Portugal",1996,331850000
"PT","Portugal",1997,561400000
"PT","Portugal",1998,610060000
"PT","Portugal",1999,607920000
"PT","Portugal",2000,561780000
"PT","Portugal",2001,375690000
"PT","Portugal",2002,311940000
"PT","Portugal",2003,170820000
"PT","Portugal",2004,-583370000
"PT","Portugal",2005,175870000
"PT","Portugal",2006,221320000
"PT","Portugal",2007,171190000
"PT","Portugal",2011,71010000
"PT","Portugal",2012,-31640000
"PT","Portugal",2013,137520000
"PT","Portugal",2014,-89210000
"PT","Portugal",2015,-158420000
"PT","Portugal",2016,-103110000
"SA","Saudi Arabia",1972,47870000
"SA","Saudi Arabia",1973,42100000
"SA","Saudi Arabia",1974,336590000
"SA","Saudi Arabia",1975,156850000
"SA","Saudi Arabia",1976,731940000
"SA","Saudi Arabia",1977,519640000
"SA","Saudi Arabia",1978,426540000
"SA","Saudi Arabia",1979,424880000
"SA","Saudi Arabia",1980,248280000
"SA","Saudi Arabia",1981,38580000
"SA","Saudi Arabia",1982,685990000
"SA","Saudi Arabia",1983,357620000
"SA","Saudi Arabia",1984,376160000
"SA","Saudi Arabia",1985,-739770000
"SA","Saudi Arabia",1986,52970000
"SA","Saudi Arabia",1987,-43730000
"SA","Saudi Arabia",1988,-324160000
"SA","Saudi Arabia",1989,-182810000
"SA","Saudi Arabia",1990,-183950000
"SA","Saudi Arabia",1991,40690000
"KR","South Korea",1987,-151500000
"KR","South Korea",1988,83090000
"KR","South Korea",1989,214510000
"KR","South Korea",1990,-4560000
"KR","South Korea",1991,2930000
"KR","South Korea",1992,680000
"KR","South Korea",1993,25380000
"KR","South Korea",1994,837150000
"KR","South Korea",1995,623820000
"KR","South Korea",1996,12510000
"KR","South Korea",1997,209680000
"KR","South Korea",1998,-1019300000
"KR","South Korea",1999,-464970000
"KR","South Korea",2000,-945050000
"KR","South Korea",2001,-302220000
"KR","South Korea",2002,326400000
"KR","South Korea",2003,20890000
"KR","South Korea",2004,361830000
"KR","South Korea",2005,776560000
"KR","South Korea",2006,1026080000
"KR","South Korea",2007,961180000
"KR","South Korea",2008,2110760000
"KR","South Korea",2009,556060000
"KR","South Korea",2010,2052850000
"KR","South Korea",2011,2281680000
"KR","South Korea",2012,1277590000
"KR","South Korea",2013,1300920000
"KR","South Korea",2014,2067340000
"KR","South Korea",2015,3090980000
"KR","South Korea",2016,1141320000
"ES","Spain",1994,-312510000
"ES","Spain",1995,-492160000
"ES","Spain",1998,-53490000
"ES","Spain",1999,-64180000
"ES","Spain",2000,-17100000
"ES","Spain",2001,-602420000
"ES","Spain",2002,-119630000
"ES","Spain",2003,-36810000
"ES","Spain",2004,-184130000
"ES","Spain",2005,-372330000
"ES","Spain",2007,-88120000
"ES","Spain",2009,-53410000
"ES","Spain",2011,-8060000
"ES","Spain",2012,-52940000
"ES","Spain",2013,-190030000
"ES","Spain",2014,3150000
"ES","Spain",2015,5800000
"ES","Spain",2016,-206550000
"SE","Sweden",1977,820430000
"SE","Sweden",1978,463300000
"SE","Sweden",1979,109510000
"SE","Sweden",1981,651200000
"SE","Sweden",1982,1168990000
"SE","Sweden",1983,781370000
"SE","Sweden",1984,849610000
"SE","Sweden",1985,502390000
"SE","Sweden",1986,703350000
"SE","Sweden",1987,2.79e+08
"SE","Sweden",1990,466990000
"SE","Sweden",1991,-455160000
"SE","Sweden",1992,414400000
"SE","Sweden",1993,740140000
"SE","Sweden",1995,260640000
"SE","Sweden",1996,-383710000
"SE","Sweden",1997,-178840000
"SE","Sweden",1998,16380000
"SE","Sweden",1999,675710000
"SE","Sweden",2000,1760520000
"SE","Sweden",2001,1372480000
"SE","Sweden",2002,-136690000
"SE","Sweden",2003,-970090000
"SE","Sweden",2004,-413600000
"SE","Sweden",2005,-292860000
"SE","Sweden",2006,-129200000
"SE","Sweden",2007,241520000
"SE","Sweden",2008,1278650000
"SE","Sweden",2009,1627050000
"SE","Sweden",2010,277890000
"SE","Sweden",2011,-331070000
"SE","Sweden",2012,-268470000
"SE","Sweden",2013,-191630000
"SE","Sweden",2014,-358930000
"SE","Sweden",2015,-160110000
"SE","Sweden",2016,1258960000
"CH","Switzerland",1968,1.46e+09
"CH","Switzerland",1969,977060000
"CH","Switzerland",1970,309240000
"CH","Switzerland",1971,927090000
"CH","Switzerland",1972,-159810000
"CH","Switzerland",1973,883430000
"CH","Switzerland",1974,732820000
"CH","Switzerland",1975,188870000
"CH","Switzerland",1976,1110370000
"CH","Switzerland",1977,4375700000
"CH","Switzerland",1978,2815290000
"CH","Switzerland",1979,2075500000
"CH","Switzerland",1980,535230000
"CH","Switzerland",1981,-9600000
"CH","Switzerland",1982,-40230000
"CH","Switzerland",1983,274480000
"CH","Switzerland",1984,-368540000
"CH","Switzerland",1985,-397360000
"CH","Switzerland",1986,-870140000
"CH","Switzerland",1987,-1794370000
"CH","Switzerland",1988,-1188900000
"CH","Switzerland",1989,-800780000
"CH","Switzerland",1990,-1014630000
"CH","Switzerland",1991,-292160000
"CH","Switzerland",1992,197700000
"CH","Switzerland",1993,624600000
"CH","Switzerland",1994,-1558060000
"CH","Switzerland",1995,-455390000
"CH","Switzerland",1996,-466730000
"CH","Switzerland",1997,759710000
"CH","Switzerland",1998,57460000
"CH","Switzerland",1999,712630000
"CH","Switzerland",2000,946940000
"CH","Switzerland",2001,-253730000
"CH","Switzerland",2002,-221200000
"CH","Switzerland",2003,78470000
"CH","Switzerland",2004,319280000
"CH","Switzerland",2005,-975220000
"CH","Switzerland",2006,-663670000
"CH","Switzerland",2007,3440000
"CH","Switzerland",2008,-741060000
"CH","Switzerland",2009,-643910000
"CH","Switzerland",2010,23850000
"CH","Switzerland",2011,-244220000
"CH","Switzerland",2012,-181740000
"CH","Switzerland",2013,-31580000
"CH","Switzerland",2014,591590000
"CH","Switzerland",2015,-110670000
"CH","Switzerland",2016,218960000
"TR","Turkey",1991,124080000
"TR","Turkey",1992,-6990000
"TR","Turkey",1993,281540000
"TR","Turkey",1994,52770000
"TR","Turkey",1995,-25480000
"TR","Turkey",2003,55640000
"TR","Turkey",2004,907160000
"TR","Turkey",2005,396230000
"TR","Turkey",2006,-121600000
"TR","Turkey",2007,-34970000
"TR","Turkey",2008,-1930000
"TR","Turkey",2009,-9300000
"TR","Turkey",2010,-19420000
"TR","Turkey",2011,9260000
"TR","Turkey",2012,44540000
"TR","Turkey",2013,-10330000
"TR","Turkey",2014,61270000
"TR","Turkey",2015,109700000
"TR","Turkey",2016,207800000
"AE","UAE",1974,423020000
"AE","UAE",1975,350670000
"AE","UAE",1976,441060000
"AE","UAE",1977,548850000
"AE","UAE",1978,194390000
"AE","UAE",1979,294400000
"AE","UAE",1980,272210000
"AE","UAE",1981,-102660000
"AE","UAE",1982,-155470000
"AE","UAE",1983,-214750000
"AE","UAE",1984,-82850000
"AE","UAE",1985,-192980000
"AE","UAE",1986,-50890000
"AE","UAE",1987,-50120000
"AE","UAE",1988,-26680000
"AE","UAE",1989,21830000
"AE","UAE",1990,9050000
"AE","UAE",1991,22740000
"AE","UAE",1992,-10040000
"AE","UAE",1993,-17740000
"AE","UAE",1994,14310000
"AE","UAE",2009,8840000
"AE","UAE",2010,-1690000
"AE","UAE",2011,21730000
"AE","UAE",2012,54900000
"AE","UAE",2013,6670000
