"id","entity-name","2009"
"d18974","Baringo",4.8
"d18975","Bomet",4.3
"d18987","Bungoma",5
"d18988","Busia",4.7
"d18976","Elgeyo-Marakwet",4.1
"d18955","Embu",3.1
"d18965","Garissa",6.1
"d18968","Homa Bay",5.2
"d18956","Isiolo",4.9
"d18991","Kajiado",4.5
"d18989","Kakamega",4.4
"d18977","Kericho",4
"d18943","Kiambu",2.7
"d18949","Kilifi",5.1
"d18944","Kirinyaga",2.3
"d18969","Kisii",3.7
"d18970","Kisumu",3.6
"d18957","Kitui",3.9
"d18950","Kwale",4.7
"d18978","Laikipia",3.7
"d18951","Lamu",4.3
"d18958","Machakos",3.4
"d18959","Makueni",3.3
"d18966","Mandera",5.2
"d18960","Marsabit",5
"d18961","Meru",3.1
"d18971","Migori",5.3
"d18952","Mombasa",3.2
"d18946","Murang'a",3
"d18964","Nairobi",2.7
"d18979","Nakuru",3.7
"d18980","Nandi",4
"d18981","Narok",6
"d18962","Nithi",3.4
"d18972","Nyamira",3.5
"d18947","Nyandarua",3.5
"d18948","Nyeri",2.7
"d18982","Samburu",6.3
"d18973","Siaya",4.2
"d18953","Taita Taveta",3.2
"d18954","Tana River",5.8
"d18983","Trans-Nzoia",5.2
"d18984","Turkana",6.9
"d18985","Uasin Gishu",3.6
"d18990","Vihiga",4.5
"d18967","Wajir",7.8
"d18986","West Pokot",7.2
