"id","value.2000","value.2001","value.2002","value.2003","value.2004","value.2005","value.2006","value.2007","value.2008","value.2009","value.2010","value.2011","value.2012","value.2013"
"ID",52.2,49.8,47.5,45.4,43.3,41.4,39.6,37.9,36.3,34.7,33.2,31.8,30.5,29.3
"IN",91.4,87.9,84.5,81.2,77.9,74.7,71.6,68.7,65.8,62.9,60.2,57.5,55,52.7
"IE",7.2,6.9,6.5,6.1,5.6,5.2,4.9,4.6,4.4,4.3,4.2,4.1,3.9,3.8
"IR",34.7,32.8,30.9,29.1,27.4,25.8,24.3,22.8,21.5,20.2,19.2,18.3,17.5,16.8
"IQ",44.6,43.8,43,42.3,41.6,40.8,40.1,39.3,38.4,37.6,36.7,35.8,35,34
"IS",4,3.8,3.6,3.4,3.3,3.1,2.9,2.8,2.7,2.5,2.4,2.3,2.2,2.1
"IL",6.9,6.6,6.4,6.1,5.9,5.6,5.3,5.1,4.9,4.7,4.5,4.3,4.2,4
"IT",5.5,5.2,5,4.7,4.5,4.4,4.3,4.2,4.1,4.1,4,3.9,3.7,3.6
"JM",23.7,23.2,22.7,22.2,21.6,21.1,20.5,20,19.4,18.8,18.3,17.8,17.2,16.6
"JO",27.8,27,26.2,25.4,24.6,23.9,23.1,22.4,21.8,21.1,20.5,19.9,19.3,18.7
"JP",4.5,4.3,4.1,4,3.9,3.7,3.6,3.5,3.4,3.3,3.2,3.4,3,2.9
"KZ",43.5,41.2,39,36.7,34.6,32.5,30.3,28.1,25.9,23.7,21.6,19.6,17.9,16.3
"KE",110.9,108.8,106.5,103.8,101,97.8,94.1,90.5,86.4,83.1,79.5,75.8,73.1,70.7
"KG",49.2,47,44.9,43,41.2,39.6,38,36.4,34.5,32.4,30.3,28.1,26.1,24.2
"KH",110.5,100.8,89.7,79.2,70.5,63.6,57.9,53.4,49.5,46.4,43.8,41.6,39.7,37.9
"KI",71,69.4,68,67,66.2,65.7,65.3,65,64.5,63.7,62.5,61.1,59.7,58.2
"KN",17.5,16.5,15.7,15,14.3,13.7,13.1,12.6,12.2,11.7,11.3,10.9,10.6,10.2
"KR",6.1,6.4,6.5,6.4,6,5.6,5.2,4.8,4.5,4.3,4.1,4,3.9,3.7
"XK",,,,,,,,,,,,,,
"KW",12.7,12.5,12.3,12.1,11.9,11.7,11.6,11.5,11.3,11.1,10.8,10.4,9.9,9.5
"LA",117.4,113.2,108.9,104.8,100.8,97,93.3,89.7,86.2,82.9,79.6,76.7,74,71.4
"LB",20,18.8,17.7,16.5,15.4,14.2,13.2,12.3,11.5,10.9,10.4,9.9,9.5,9.1
"LR",175.2,163,151,139.2,128.1,117.7,108.1,99.6,92.6,86.7,81.9,77.8,74.3,71.1
"LY",28.4,27.4,26.5,25.5,24.4,23.1,21.7,20.2,18.8,17.7,16.7,15.9,15.2,14.5
"LC",17.9,17.6,17.4,17.3,17.1,17,16.8,16.5,16.2,15.9,15.6,15.2,14.9,14.5
"LI",,,,,,,,,,,,,,
"LK",16.3,15.6,15.1,14.6,14.1,13.7,13,12.3,11.7,11.2,10.7,10.3,10,9.6
"LS",114.6,117.2,119.4,121.2,122.6,123.3,122.9,119.8,117.4,113.1,108.6,102.3,99.6,98
"LT",11.8,11.3,10.9,10.5,10.3,9.9,9.4,8.8,8.2,7.4,6.7,6.1,5.5,4.9
"LU",4.8,4.6,4.3,4,3.8,3.5,3.3,3,2.8,2.6,2.4,2.3,2.2,2
"LV",17.2,16,15.1,14.3,13.4,12.6,11.8,11.1,10.5,9.9,9.4,9,8.7,8.4
"MO",,,,,,,,,,,,,,
"MF",,,,,,,,,,,,,,
"MA",50.8,48.6,46.5,44.7,42.8,41.2,39.6,38.1,36.7,35.3,34,32.7,31.5,30.4
"MC",5.2,5,4.9,4.7,4.6,4.5,4.4,4.3,4.2,4.1,4,3.9,3.8,3.7
"MD",30.6,28.6,26.7,25,23.5,22.2,21.1,20,19,18.1,17.4,16.7,16,15.4
"MG",110.6,104.4,98.5,92.9,87.6,82.3,77.4,73,69.2,65.8,63,60.6,58.1,56
"MV",43.8,38.7,34,29.7,25.9,22.7,20.1,17.8,16,14.4,13,11.8,10.7,9.9
"MX",25.6,24,22.6,21.4,20.4,19.5,18.9,18.4,17.9,17.4,16.8,16,15.3,14.5
"MH",41.5,41.4,41.2,41,40.7,40.4,40.1,39.8,39.5,39.3,39,38.7,38.2,37.5
"MK",16,15.2,14.5,14.2,14,13.7,13.2,12.5,11.8,11,9.9,8.6,7.4,6.6
"ML",219.9,211.6,202.4,192.4,182.2,172.3,163.4,155.5,148.6,142.6,137.1,132,127.5,122.7
"MT",7.8,7.5,7.3,7.1,7,6.9,6.8,6.7,6.6,6.5,6.4,6.3,6.2,6.1
"MM",79.5,76.9,74.3,71.7,69.3,66.8,64.4,62.1,60,57.9,56.1,54.2,52.2,50.5
"ME",13.7,13.2,12.5,11.8,11.1,10.4,9.6,8.9,8.1,7.5,6.8,6.2,5.7,5.3
"MN",64.6,60.5,56.7,53,49.6,46.4,43.6,41.1,39,37.2,35.7,34.2,32.9,31.8
"MP",,,,,,,,,,,,,,
"MZ",168.5,160.2,152.9,146,139.5,133.4,127.5,119.9,113.3,107.3,102.5,97.2,90.6,87.2
"MR",113.1,112.9,112.7,112.1,111.3,110,108.1,105.9,103.4,100.8,98.2,95.6,92.9,90.1
"MU",18.6,17.1,16.1,15.6,15.6,15.7,15.9,16,15.8,15.5,15.2,14.9,14.6,14.3
"MW",174.2,162.9,151.5,140.5,130.1,120.7,111.9,103.7,95.7,88.5,82.7,76.7,70.5,67.9
"MY",10.1,9.5,8.9,8.5,8.3,8.2,8.1,8.1,8.2,8.3,8.5,8.5,8.5,8.5
"NA",75.5,76.6,77.2,77.2,76.6,72.8,68,64.7,61.9,58.8,55.7,52.6,50.6,49.8
"NC",,,,,,,,,,,,,,
"NE",226.9,217.6,207.1,195.9,184.4,172.8,161.9,151.4,141.4,132.1,123.5,116.1,109.7,104.2
"NG",187.7,182.2,176.5,170.7,164.8,158.9,153,147.4,141.8,136.2,131.1,126.2,121.6,117.4
"NI",40.3,38.2,36.4,34.7,33.1,31.7,30.4,29.2,28.1,27.1,26.1,25.2,24.3,23.5
"NL",6.2,6.1,5.9,5.7,5.6,5.4,5.2,5,4.8,4.6,4.4,4.3,4.2,4
"NO",4.8,4.7,4.5,4.4,4.2,4,3.9,3.7,3.6,3.4,3.2,3.1,2.9,2.8
"NP",81.9,77,72.4,68.1,64,60.3,56.7,53.5,50.4,47.7,45.3,43.2,41.3,39.7
"NZ",7.4,7.2,7,6.8,6.7,6.6,6.5,6.4,6.4,6.4,6.4,6.4,6.4,6.3
"OM",16.5,15.5,14.6,13.8,13.2,12.8,12.4,12.1,11.9,11.7,11.6,11.6,11.5,11.4
"PK",112.6,110.1,107.8,105.5,103.4,101.4,99.4,97.5,95.6,93.6,91.8,89.9,87.8,85.5
"PA",26,25.3,24.7,24.1,23.4,22.8,22.2,21.5,20.9,20.3,19.7,19.1,18.5,17.9
"PE",39.8,36.9,34.3,31.9,29.7,27.7,25.8,24,22.4,20.9,19.6,18.4,17.5,16.7
"PH",39.9,39,38.2,37.4,36.6,35.8,35,34.3,33.5,32.8,32.1,31.4,30.6,29.9
"PW",26.7,25.9,25.1,24.3,23.5,22.8,22,21.3,20.7,20,19.3,18.7,18.1,17.5
"PG",78.4,77.6,76.9,76.3,75.5,74.5,73.3,71.8,70.2,68.4,66.7,64.8,63.1,61.4
"PL",9.3,8.8,8.4,8.1,7.8,7.6,7.3,7,6.7,6.2,5.8,5.5,5.3,5.2
"PR",,,,,,,,,,,,,,
"KP",60,52,44.6,38.7,34.7,32.7,32.2,32.4,32.4,32.1,31.3,30.1,28.7,27.4
"PT",7.2,6.7,6.1,5.6,5.1,4.7,4.4,4.2,4.1,4,3.9,3.8,3.8,3.8
"PY",33.5,32.5,31.5,30.5,29.4,28.5,27.6,26.7,25.8,25,24.2,23.4,22.7,21.9
"PF",,,,,,,,,,,,,,
"QA",12.4,11.9,11.5,11.1,10.7,10.4,10.1,9.8,9.5,9.2,9,8.7,8.4,8.2
"RO",27,25.9,24.9,23.7,22.4,20.8,19.2,17.6,16.1,14.9,13.9,13.2,12.5,12
"RU",23.2,22,20.7,19.4,18,16.7,15.5,14.5,13.5,12.6,11.8,11.2,10.6,10.1
"RW",181.9,167.5,151.2,135.2,120.1,106.4,94.6,84.3,75.8,69.1,63.6,58.7,54.9,52
"SA",22.8,21.9,21.2,20.6,20.1,19.6,19.2,18.7,18.2,17.6,17.1,16.6,16.1,15.5
"SD",107.8,105,102.3,99.7,97.1,94.5,92.1,89.8,87.6,85.4,83.3,81.1,78.8,76.6
"SN",137,130.7,123,114.6,106.3,98.1,90.6,83.7,77.3,71.4,66.3,61.9,58.4,55.3
"SG",4,3.7,3.4,3.2,3,2.9,2.9,2.9,2.8,2.8,2.8,2.8,2.8,2.8
"SB",34.4,34.6,34.8,35.1,35.3,35.3,35.1,34.7,34.1,33.4,32.6,31.9,31,30.1
"SL",231.5,225.5,219.6,213.8,208.1,202.4,196.9,191.5,186.1,180.5,175.3,170.5,165.5,160.6
"SV",32.4,30.4,28.6,26.9,25.2,23.6,22.1,20.7,19.5,18.5,17.7,17,16.3,15.7
"SM",5.5,5.2,4.9,4.6,4.4,4.2,4,3.9,3.7,3.6,3.4,3.3,3.2,3.1
"SO",173.6,173.6,173.6,173.6,173.6,173.6,173,171.2,167.8,163.6,159,154.7,150.1,145.6
"RS",12.8,12.3,11.5,10.6,9.6,8.9,8.4,8.1,8,7.8,7.6,7.3,7,6.6
"SS",182.5,173.2,164,155.6,147.4,139.7,132.7,126.3,120.6,115.5,110.8,106.7,102.9,99.2
"ST",89.3,85.4,81.5,77.6,73.9,70.3,67,64,61.4,59,56.7,54.6,52.8,51
"SR",34.8,33.6,32.5,31.4,30.4,29.4,28.5,27.6,26.7,25.9,25.1,24.3,23.6,22.8
"SK",11.8,11.4,11,10.6,10.2,9.8,9.5,9.1,8.8,8.4,8.1,7.8,7.5,7.2
"SI",5.5,5.2,5,4.7,4.5,4.3,4.1,3.9,3.7,3.5,3.3,3.2,3,2.9
"SE",4.1,4.1,4,3.9,3.7,3.6,3.4,3.3,3.2,3.1,3.1,3,3,3
"SZ",122.5,125.8,128.1,129.5,129.6,128.4,123.5,118.3,115.2,108,94,86.9,81.7,80
"SX",,,,,,,,,,,,,,
"SC",14.2,14.3,14.3,14.3,14.3,14.2,14.2,14.2,14.2,14.2,14.3,14.3,14.3,14.2
"SY",23.3,22.3,21.4,20.4,19.6,18.8,18,17.2,16.5,15.8,15.2,15,15.1,14.6
"TC",,,,,,,,,,,,,,
"TD",190.7,188,185.3,182.8,180.3,177.9,175.3,172.4,169,164.8,160.4,156.1,151.8,147.5
"TG",121.8,118.6,115.7,112.6,109.8,107,104.2,101.4,98.5,95.6,92.9,90.2,87.5,84.7
"TH",22.5,21.5,20.5,19.5,18.6,17.8,17,16.3,15.6,15,14.5,14,13.5,13.1
"TJ",93.5,87.1,80.8,74.9,69.8,65.4,61.8,58.9,56.6,54.5,52.7,51,49.3,47.7
"TM",81.9,79.6,77.4,75.2,73.1,71,68.9,66.8,64.7,62.8,61,59,57,55.2
"TL",106.6,101,95.5,90.1,85,80.2,75.5,71.4,67.7,64.4,61.6,59,56.8,54.6
"TO",17.9,17.5,17,16.5,16,15.6,15.1,14.7,14.3,13.8,13.3,12.9,12.5,12.1
"TT",28.6,28.5,28.2,27.8,27.4,26.8,26.2,25.5,24.8,24.1,23.4,22.7,21.9,21.3
"TN",30.8,29,27.3,25.8,24.4,23,21.7,20.5,19.4,18.3,17.4,16.5,15.8,15.2
"TR",41.7,39.3,37,34.8,32.8,30.9,29.2,27.4,25.9,24.4,23,21.7,20.4,19.2
"TV",42.5,41.1,39.8,38.8,37.8,36.9,35.9,34.9,34,33,32,31.1,30.1,29.2
"TZ",131.5,122.7,113.8,105.4,97.5,90.1,83.4,77.1,71.2,66.2,61.4,57.2,53.9,51.8
"UG",147,140.1,132.5,124.5,116.3,108.5,101.3,94.7,88.5,83.1,78.4,73.9,68.9,66.1
"UA",18.4,17.6,16.7,15.8,15.1,14.5,14,13.4,12.9,12.3,11.8,11.2,10.6,10
"UY",16.8,16.3,15.8,15.3,14.8,14.3,13.8,13.3,13,12.7,12.3,12,11.6,11.1
"US",8.4,8.3,8.2,8.1,8.1,8,7.9,7.8,7.7,7.5,7.4,7.2,7.1,6.9
"UZ",63.9,62,60.2,58.4,56.7,54.9,53.2,51.5,49.9,48.3,46.8,45.4,43.9,42.5
"VC",22.2,22.2,22.1,22.1,22,21.9,21.8,21.6,21.3,20.9,20.5,20,19.5,19
"VE",21.3,20.7,20.2,19.7,19.1,18.4,17.7,17.2,16.7,16.3,16,15.7,15.3,14.9
"VI",,,,,,,,,,,,,,
"VN",35.1,34,32.9,31.9,31,30,29.2,28.3,27.5,26.7,25.9,25.2,24.5,23.8
"VU",23.1,22.4,21.9,21.4,21.1,20.7,20.4,20,19.5,19,18.5,18,17.5,16.9
"PS",30.2,29.5,28.8,28.2,27.5,26.9,26.3,25.7,25.1,24.5,23.8,23.1,22.5,21.8
"WS",21.8,21.1,20.5,20,19.7,19.4,19.2,19,18.8,18.7,18.6,18.5,18.4,18.1
"YE",95.7,91.5,87.1,82.9,78.9,75.1,71.5,68,64.8,61.7,58.8,56.1,53.6,51.3
"ZA",74.3,77.1,79.5,80.8,80.7,79.6,76.9,72.9,69.3,63.4,53.2,47.5,44.9,43.9
"CD",175.9,175.1,172.4,167.7,161.9,156,150.3,144.9,140,135.1,130.7,126.4,122.3,118.5
"ZM",168.8,161.3,152.3,143.3,134.8,126.8,120.2,114.6,109.7,105.1,101.4,95.9,89.8,87.4
"ZW",102.6,101.7,100.3,98.7,97.5,96.6,95.5,95.6,96.3,96.9,96,94,88.5,88.5
