id-from,parent,id-to,rank,year,total-value,sector,sector-value
EU,EU Institutions,PS,5,2014,458271941.88,water-and-sanitation,1830418.92
EU,EU Institutions,PS,5,2014,458271941.88,education,3908518.71
EU,EU Institutions,PS,5,2014,458271941.88,agriculture-and-food-security,4815499.81
EU,EU Institutions,PS,5,2014,458271941.88,industry-and-trade,5039363.14
EU,EU Institutions,PS,5,2014,458271941.88,other,12230577.29
EU,EU Institutions,PS,5,2014,458271941.88,governance-and-security,42144792.41
EU,EU Institutions,PS,5,2014,458271941.88,humanitarian,164606645.06
EU,EU Institutions,PS,5,2014,458271941.88,other-social-services,221882543.31
EU,EU Institutions,PS,5,2014,458271941.88,health,1313334.40
EU,EU Institutions,PS,5,2014,458271941.88,banking-and-business,18862.48
EU,EU Institutions,RS,6,2014,442851334.02,industry-and-trade,2435000.42
EU,EU Institutions,RS,6,2014,442851334.02,infrastructure,142193025.92
EU,EU Institutions,RS,6,2014,442851334.02,general-budget-support,7070528.27
EU,EU Institutions,RS,6,2014,442851334.02,water-and-sanitation,12215765.90
EU,EU Institutions,RS,6,2014,442851334.02,education,18146575.91
EU,EU Institutions,RS,6,2014,442851334.02,other-social-services,18541353.04
EU,EU Institutions,RS,6,2014,442851334.02,humanitarian,28417913.26
EU,EU Institutions,RS,6,2014,442851334.02,governance-and-security,40712041.27
EU,EU Institutions,RS,6,2014,442851334.02,other,45416704.98
EU,EU Institutions,RS,6,2014,442851334.02,banking-and-business,115790944.71
EU,EU Institutions,RS,6,2014,442851334.02,agriculture-and-food-security,6798269.83
EU,EU Institutions,RS,6,2014,442851334.02,health,2012094.43
EU,EU Institutions,RS,6,2014,442851334.02,environment,3101116.07
EU,EU Institutions,TN,3,2014,497854583.66,humanitarian,70447.94
EU,EU Institutions,TN,3,2014,497854583.66,health,698291.45
EU,EU Institutions,TN,3,2014,497854583.66,other,927200.74
EU,EU Institutions,TN,3,2014,497854583.66,other-social-services,4929352.07
EU,EU Institutions,TN,3,2014,497854583.66,environment,6124090.86
EU,EU Institutions,TN,3,2014,497854583.66,water-and-sanitation,16629868.68
EU,EU Institutions,TN,3,2014,497854583.66,governance-and-security,20838293.53
EU,EU Institutions,TN,3,2014,497854583.66,education,25764401.71
EU,EU Institutions,TN,3,2014,497854583.66,industry-and-trade,63800523.19
EU,EU Institutions,TN,3,2014,497854583.66,infrastructure,84210376.56
EU,EU Institutions,TN,3,2014,497854583.66,banking-and-business,126911257.46
EU,EU Institutions,TN,3,2014,497854583.66,general-budget-support,146950479.48
EU,EU Institutions,TR,1,2014,3066842351.56,health,27155.04
EU,EU Institutions,TR,1,2014,3066842351.56,governance-and-security,7837365.60
EU,EU Institutions,TR,1,2014,3066842351.56,humanitarian,36126566.24
EU,EU Institutions,TR,1,2014,3066842351.56,industry-and-trade,50319956.07
EU,EU Institutions,TR,1,2014,3066842351.56,other-social-services,75191620.57
EU,EU Institutions,TR,1,2014,3066842351.56,water-and-sanitation,104822693.60
EU,EU Institutions,TR,1,2014,3066842351.56,agriculture-and-food-security,303768839.68
EU,EU Institutions,TR,1,2014,3066842351.56,other,307963580.01
EU,EU Institutions,TR,1,2014,3066842351.56,infrastructure,708083998.41
EU,EU Institutions,TR,1,2014,3066842351.56,banking-and-business,1472700576.33
EU,EU Institutions,UA,4,2014,465109747.80,governance-and-security,79388732.00
EU,EU Institutions,UA,4,2014,465109747.80,banking-and-business,709201.19
EU,EU Institutions,UA,4,2014,465109747.80,education,812799.63
EU,EU Institutions,UA,4,2014,465109747.80,agriculture-and-food-security,1665503.65
EU,EU Institutions,UA,4,2014,465109747.80,health,1730717.21
EU,EU Institutions,UA,4,2014,465109747.80,other-social-services,2686390.59
EU,EU Institutions,UA,4,2014,465109747.80,other,3764222.70
EU,EU Institutions,UA,4,2014,465109747.80,industry-and-trade,5969654.70
EU,EU Institutions,UA,4,2014,465109747.80,water-and-sanitation,6289996.88
EU,EU Institutions,UA,4,2014,465109747.80,environment,6310128.65
EU,EU Institutions,UA,4,2014,465109747.80,humanitarian,12299458.18
EU,EU Institutions,UA,4,2014,465109747.80,infrastructure,28983098.45
EU,EU Institutions,UA,4,2014,465109747.80,general-budget-support,314499843.97
gavi,Global Alliance for Vaccines and Immunization,AF,8,2014,44397987.14,health,44397987.14
gavi,Global Alliance for Vaccines and Immunization,CD,2,2014,96980898.26,health,96980898.26
gavi,Global Alliance for Vaccines and Immunization,ET,1,2014,113374769.51,health,113374769.51
gavi,Global Alliance for Vaccines and Immunization,IN,3,2014,93571209.34,health,93571209.34
gavi,Global Alliance for Vaccines and Immunization,MM,10,2014,43614052.21,health,43614052.21
gavi,Global Alliance for Vaccines and Immunization,NG,6,2014,76116896.17,health,76116896.17
gavi,Global Alliance for Vaccines and Immunization,other,11,2014,662371441.71,health,565640923.90
gavi,Global Alliance for Vaccines and Immunization,other,11,2014,662371441.71,other,96730517.81
gavi,Global Alliance for Vaccines and Immunization,PK,5,2014,83606317.40,health,83606317.40
gavi,Global Alliance for Vaccines and Immunization,SD,7,2014,58080564.64,health,58080564.64
gavi,Global Alliance for Vaccines and Immunization,TZ,4,2014,85200140.03,health,85200140.03
gavi,Global Alliance for Vaccines and Immunization,YE,9,2014,44082112.66,health,44082112.66
gef,Global Environment Facility,AR,8,2014,9023318.66,environment,7970285.45
gef,Global Environment Facility,AR,8,2014,9023318.66,infrastructure,1053033.21
gef,Global Environment Facility,BR,3,2014,25474778.22,environment,22693146.45
gef,Global Environment Facility,BR,3,2014,25474778.22,infrastructure,2781631.77
gef,Global Environment Facility,CN,1,2014,47774937.42,industry-and-trade,61337.18
gef,Global Environment Facility,CN,1,2014,47774937.42,agriculture-and-food-security,630270.43
gef,Global Environment Facility,CN,1,2014,47774937.42,infrastructure,4995307.76
gef,Global Environment Facility,CN,1,2014,47774937.42,environment,41957845.67
gef,Global Environment Facility,CN,1,2014,47774937.42,water-and-sanitation,130176.38
gef,Global Environment Facility,CO,7,2014,11155133.21,infrastructure,2772421.46
gef,Global Environment Facility,CO,7,2014,11155133.21,humanitarian,947051.89
gef,Global Environment Facility,CO,7,2014,11155133.21,environment,7435659.86
gef,Global Environment Facility,ET,10,2014,7575974.81,infrastructure,2236078.32
gef,Global Environment Facility,ET,10,2014,7575974.81,environment,3615413.47
gef,Global Environment Facility,ET,10,2014,7575974.81,humanitarian,1724483.03
gef,Global Environment Facility,IN,2,2014,28502874.91,infrastructure,3512302.03
gef,Global Environment Facility,IN,2,2014,28502874.91,environment,24006054.49
gef,Global Environment Facility,IN,2,2014,28502874.91,governance-and-security,984518.40
gef,Global Environment Facility,MA,5,2014,12943275.89,infrastructure,2005203.87
gef,Global Environment Facility,MA,5,2014,12943275.89,environment,10938072.03
gef,Global Environment Facility,MX,4,2014,22702094.26,environment,19453738.84
gef,Global Environment Facility,MX,4,2014,22702094.26,infrastructure,3248355.42
gef,Global Environment Facility,other,11,2014,415475053.19,agriculture-and-food-security,7150595.99
gef,Global Environment Facility,other,11,2014,415475053.19,environment,263216946.35
gef,Global Environment Facility,other,11,2014,415475053.19,infrastructure,109325841.94
gef,Global Environment Facility,other,11,2014,415475053.19,water-and-sanitation,13858055.17
gef,Global Environment Facility,other,11,2014,415475053.19,humanitarian,13281959.38
gef,Global Environment Facility,other,11,2014,415475053.19,governance-and-security,7990549.10
gef,Global Environment Facility,other,11,2014,415475053.19,other-social-services,258118.35
gef,Global Environment Facility,other,11,2014,415475053.19,banking-and-business,133173.58
gef,Global Environment Facility,other,11,2014,415475053.19,industry-and-trade,116249.30
gef,Global Environment Facility,other,11,2014,415475053.19,other,94130.26
gef,Global Environment Facility,other,11,2014,415475053.19,health,49433.78
gef,Global Environment Facility,TZ,9,2014,7639087.37,environment,6773507.29
gef,Global Environment Facility,TZ,9,2014,7639087.37,infrastructure,107182.17
gef,Global Environment Facility,TZ,9,2014,7639087.37,humanitarian,758397.91
gef,Global Environment Facility,VN,6,2014,11687049.50,environment,8258366.39
gef,Global Environment Facility,VN,6,2014,11687049.50,infrastructure,3428683.12
gggi,Global Green Growth Institute,CN,9,2014,352839.76,environment,352839.76
gggi,Global Green Growth Institute,CO,10,2014,348099.86,agriculture-and-food-security,348099.86
gggi,Global Green Growth Institute,ET,2,2014,1764471.21,other,1764471.21
gggi,Global Green Growth Institute,ID,1,2014,3691258.01,environment,3691258.01
gggi,Global Green Growth Institute,IN,3,2014,1012763.64,environment,1012763.64
gggi,Global Green Growth Institute,MX,7,2014,425752.01,environment,425752.01
gggi,Global Green Growth Institute,other,11,2014,5753378.02,banking-and-business,1043660.66
gggi,Global Green Growth Institute,other,11,2014,5753378.02,infrastructure,81658.33
gggi,Global Green Growth Institute,other,11,2014,5753378.02,agriculture-and-food-security,202532.92
gggi,Global Green Growth Institute,other,11,2014,5753378.02,other,2203809.15
gggi,Global Green Growth Institute,other,11,2014,5753378.02,environment,1276375.40
gggi,Global Green Growth Institute,other,11,2014,5753378.02,governance-and-security,407953.36
gggi,Global Green Growth Institute,other,11,2014,5753378.02,industry-and-trade,321648.94
gggi,Global Green Growth Institute,other,11,2014,5753378.02,other-social-services,215739.26
gggi,Global Green Growth Institute,PE,4,2014,594535.05,environment,594535.05
gggi,Global Green Growth Institute,PH,6,2014,475941.46,other,475941.46
gggi,Global Green Growth Institute,RW,8,2014,415967.11,other,415967.11
gggi,Global Green Growth Institute,VN,5,2014,543434.27,water-and-sanitation,543434.27
global-fund,Global Fund,CD,9,2014,99061072.79,health,99061072.79
global-fund,Global Fund,ET,7,2014,102887630.43,health,102887630.43
global-fund,Global Fund,IN,4,2014,129531638.09,health,129531638.09
global-fund,Global Fund,KE,5,2014,118304164.50,health,118304164.50
global-fund,Global Fund,MZ,8,2014,99835147.53,health,99835147.53
global-fund,Global Fund,NG,1,2014,234536545.82,health,234536545.82
global-fund,Global Fund,other,11,2014,1553793109.07,health,1553793109.07
global-fund,Global Fund,RW,3,2014,135474769.73,health,135474769.73
global-fund,Global Fund,TZ,2,2014,182811792.21,health,182811792.21
global-fund,Global Fund,ZA,10,2014,90341894.98,health,90341894.98
global-fund,Global Fund,ZW,6,2014,113353899.82,health,113353899.82
ida,World Bank Group,BD,6,2014,802759356.79,agriculture-and-food-security,17882527.83
ida,World Bank Group,BD,6,2014,802759356.79,infrastructure,178676910.24
ida,World Bank Group,BD,6,2014,802759356.79,education,109324148.56
ida,World Bank Group,BD,6,2014,802759356.79,health,104254693.65
ida,World Bank Group,BD,6,2014,802759356.79,other-social-services,98807827.39
ida,World Bank Group,BD,6,2014,802759356.79,governance-and-security,60841070.38
ida,World Bank Group,BD,6,2014,802759356.79,banking-and-business,53456991.53
ida,World Bank Group,BD,6,2014,802759356.79,humanitarian,46343164.95
ida,World Bank Group,BD,6,2014,802759356.79,other,43850129.95
ida,World Bank Group,BD,6,2014,802759356.79,water-and-sanitation,42916524.92
ida,World Bank Group,BD,6,2014,802759356.79,environment,28370115.60
ida,World Bank Group,BD,6,2014,802759356.79,industry-and-trade,18035251.80
ida,World Bank Group,CD,9,2014,492017033.36,infrastructure,251635784.11
ida,World Bank Group,CD,9,2014,492017033.36,other,5992.98
ida,World Bank Group,CD,9,2014,492017033.36,banking-and-business,2075038.20
ida,World Bank Group,CD,9,2014,492017033.36,environment,5128412.61
ida,World Bank Group,CD,9,2014,492017033.36,other-social-services,7844061.46
ida,World Bank Group,CD,9,2014,492017033.36,education,29080939.47
ida,World Bank Group,CD,9,2014,492017033.36,industry-and-trade,30573647.49
ida,World Bank Group,CD,9,2014,492017033.36,agriculture-and-food-security,33092500.83
ida,World Bank Group,CD,9,2014,492017033.36,governance-and-security,53109316.86
ida,World Bank Group,CD,9,2014,492017033.36,health,79471339.36
ida,World Bank Group,ET,5,2014,884873852.01,other-social-services,185974387.40
ida,World Bank Group,ET,5,2014,884873852.01,humanitarian,-31422.47
ida,World Bank Group,ET,5,2014,884873852.01,environment,378007.73
ida,World Bank Group,ET,5,2014,884873852.01,banking-and-business,13539076.90
ida,World Bank Group,ET,5,2014,884873852.01,industry-and-trade,26174964.08
ida,World Bank Group,ET,5,2014,884873852.01,other,55976776.10
ida,World Bank Group,ET,5,2014,884873852.01,health,67908446.10
ida,World Bank Group,ET,5,2014,884873852.01,governance-and-security,78691261.33
ida,World Bank Group,ET,5,2014,884873852.01,agriculture-and-food-security,87255203.77
ida,World Bank Group,ET,5,2014,884873852.01,education,93778756.78
ida,World Bank Group,ET,5,2014,884873852.01,water-and-sanitation,97274415.27
ida,World Bank Group,ET,5,2014,884873852.01,infrastructure,177953979.02
ida,World Bank Group,IN,1,2014,1564352842.64,industry-and-trade,736354.65
ida,World Bank Group,IN,1,2014,1564352842.64,education,494202578.83
ida,World Bank Group,IN,1,2014,1564352842.64,other,322534592.31
ida,World Bank Group,IN,1,2014,1564352842.64,agriculture-and-food-security,231263544.04
ida,World Bank Group,IN,1,2014,1564352842.64,water-and-sanitation,120278506.21
ida,World Bank Group,IN,1,2014,1564352842.64,infrastructure,92870039.91
ida,World Bank Group,IN,1,2014,1564352842.64,humanitarian,83979165.78
ida,World Bank Group,IN,1,2014,1564352842.64,governance-and-security,75569671.56
ida,World Bank Group,IN,1,2014,1564352842.64,health,58277834.13
ida,World Bank Group,IN,1,2014,1564352842.64,other-social-services,46727852.18
ida,World Bank Group,IN,1,2014,1564352842.64,environment,33833392.31
ida,World Bank Group,IN,1,2014,1564352842.64,banking-and-business,4079310.72
ida,World Bank Group,KE,8,2014,575333012.64,agriculture-and-food-security,24339706.18
ida,World Bank Group,KE,8,2014,575333012.64,infrastructure,327344385.66
ida,World Bank Group,KE,8,2014,575333012.64,water-and-sanitation,66049793.54
ida,World Bank Group,KE,8,2014,575333012.64,governance-and-security,48608766.95
ida,World Bank Group,KE,8,2014,575333012.64,other,36216021.80
ida,World Bank Group,KE,8,2014,575333012.64,other-social-services,31127457.83
ida,World Bank Group,KE,8,2014,575333012.64,health,25609498.92
ida,World Bank Group,KE,8,2014,575333012.64,environment,7152048.90
ida,World Bank Group,KE,8,2014,575333012.64,industry-and-trade,4974547.63
ida,World Bank Group,KE,8,2014,575333012.64,humanitarian,2449638.91
ida,World Bank Group,KE,8,2014,575333012.64,banking-and-business,1461146.32
ida,World Bank Group,MZ,10,2014,328090385.44,other-social-services,26173851.16
ida,World Bank Group,MZ,10,2014,328090385.44,banking-and-business,57580090.61
ida,World Bank Group,MZ,10,2014,328090385.44,education,65249235.38
ida,World Bank Group,MZ,10,2014,328090385.44,governance-and-security,68640147.16
ida,World Bank Group,MZ,10,2014,328090385.44,humanitarian,543577.91
ida,World Bank Group,MZ,10,2014,328090385.44,other,7333151.72
ida,World Bank Group,MZ,10,2014,328090385.44,industry-and-trade,8944914.44
ida,World Bank Group,MZ,10,2014,328090385.44,environment,10570426.34
ida,World Bank Group,MZ,10,2014,328090385.44,agriculture-and-food-security,16095149.20
ida,World Bank Group,MZ,10,2014,328090385.44,infrastructure,20094185.03
ida,World Bank Group,MZ,10,2014,328090385.44,water-and-sanitation,22293351.76
ida,World Bank Group,MZ,10,2014,328090385.44,health,24572304.73
ida,World Bank Group,NG,4,2014,917413453.72,agriculture-and-food-security,156862938.03
ida,World Bank Group,NG,4,2014,917413453.72,governance-and-security,212103828.58
ida,World Bank Group,NG,4,2014,917413453.72,humanitarian,2114213.45
ida,World Bank Group,NG,4,2014,917413453.72,environment,5268860.27
ida,World Bank Group,NG,4,2014,917413453.72,other,8273586.57
ida,World Bank Group,NG,4,2014,917413453.72,banking-and-business,28090402.34
ida,World Bank Group,NG,4,2014,917413453.72,other-social-services,38766991.65
ida,World Bank Group,NG,4,2014,917413453.72,industry-and-trade,46362395.96
ida,World Bank Group,NG,4,2014,917413453.72,education,51358953.17
ida,World Bank Group,NG,4,2014,917413453.72,water-and-sanitation,85633019.51
ida,World Bank Group,NG,4,2014,917413453.72,health,105528862.35
ida,World Bank Group,NG,4,2014,917413453.72,infrastructure,177049401.84
ida,World Bank Group,other,11,2014,4657610441.65,debt-relief,9595673.53
ida,World Bank Group,other,11,2014,4657610441.65,banking-and-business,146692699.90
ida,World Bank Group,other,11,2014,4657610441.65,other,173507298.83
ida,World Bank Group,other,11,2014,4657610441.65,humanitarian,195339470.91
ida,World Bank Group,other,11,2014,4657610441.65,industry-and-trade,214572387.71
ida,World Bank Group,other,11,2014,4657610441.65,water-and-sanitation,342278001.29
ida,World Bank Group,other,11,2014,4657610441.65,education,383845800.91
ida,World Bank Group,other,11,2014,4657610441.65,other-social-services,393361568.10
ida,World Bank Group,other,11,2014,4657610441.65,health,441362139.35
ida,World Bank Group,other,11,2014,4657610441.65,governance-and-security,549778959.02
ida,World Bank Group,other,11,2014,4657610441.65,agriculture-and-food-security,603861635.10
ida,World Bank Group,other,11,2014,4657610441.65,environment,74507760.45
ida,World Bank Group,other,11,2014,4657610441.65,infrastructure,1128907046.56
ida,World Bank Group,PK,2,2014,1443803438.81,health,990574.77
ida,World Bank Group,PK,2,2014,1443803438.81,governance-and-security,212757758.03
ida,World Bank Group,PK,2,2014,1443803438.81,banking-and-business,174491138.68
ida,World Bank Group,PK,2,2014,1443803438.81,other-social-services,59153700.55
ida,World Bank Group,PK,2,2014,1443803438.81,agriculture-and-food-security,55185300.82
ida,World Bank Group,PK,2,2014,1443803438.81,other,32056158.53
ida,World Bank Group,PK,2,2014,1443803438.81,environment,14226463.48
ida,World Bank Group,PK,2,2014,1443803438.81,water-and-sanitation,3991045.56
ida,World Bank Group,PK,2,2014,1443803438.81,infrastructure,638401665.47
ida,World Bank Group,PK,2,2014,1443803438.81,education,251913913.73
ida,World Bank Group,PK,2,2014,1443803438.81,industry-and-trade,635719.19
ida,World Bank Group,TZ,7,2014,615850416.72,education,14182582.37
ida,World Bank Group,TZ,7,2014,615850416.72,environment,2276311.10
ida,World Bank Group,TZ,7,2014,615850416.72,humanitarian,1062282.48
ida,World Bank Group,TZ,7,2014,615850416.72,infrastructure,300349140.99
ida,World Bank Group,TZ,7,2014,615850416.72,governance-and-security,108682811.78
ida,World Bank Group,TZ,7,2014,615850416.72,other-social-services,61954201.34
ida,World Bank Group,TZ,7,2014,615850416.72,banking-and-business,29877980.70
ida,World Bank Group,TZ,7,2014,615850416.72,other,24693523.34
ida,World Bank Group,TZ,7,2014,615850416.72,water-and-sanitation,23503655.03
ida,World Bank Group,TZ,7,2014,615850416.72,agriculture-and-food-security,19695179.63
ida,World Bank Group,TZ,7,2014,615850416.72,health,18246842.93
ida,World Bank Group,TZ,7,2014,615850416.72,industry-and-trade,11325905.03
ida,World Bank Group,VN,3,2014,1347482819.41,health,25962552.64
ida,World Bank Group,VN,3,2014,1347482819.41,infrastructure,465750773.49
ida,World Bank Group,VN,3,2014,1347482819.41,water-and-sanitation,193494492.28
ida,World Bank Group,VN,3,2014,1347482819.41,governance-and-security,148324403.62
ida,World Bank Group,VN,3,2014,1347482819.41,banking-and-business,129344628.67
ida,World Bank Group,VN,3,2014,1347482819.41,other,118474703.83
ida,World Bank Group,VN,3,2014,1347482819.41,education,113472848.02
ida,World Bank Group,VN,3,2014,1347482819.41,agriculture-and-food-security,72756388.50
ida,World Bank Group,VN,3,2014,1347482819.41,general-budget-support,36220762.69
ida,World Bank Group,VN,3,2014,1347482819.41,industry-and-trade,16948010.20
ida,World Bank Group,VN,3,2014,1347482819.41,environment,13115873.64
ida,World Bank Group,VN,3,2014,1347482819.41,humanitarian,6924464.34
ida,World Bank Group,VN,3,2014,1347482819.41,other-social-services,6692917.49
idb-special-fund,Inter-American Development Bank,BO,1,2014,307918131.62,other,24127775.38
idb-special-fund,Inter-American Development Bank,BO,1,2014,307918131.62,infrastructure,209505904.13
idb-special-fund,Inter-American Development Bank,BO,1,2014,307918131.62,water-and-sanitation,17337076.28
idb-special-fund,Inter-American Development Bank,BO,1,2014,307918131.62,other-social-services,16536200.54
idb-special-fund,Inter-American Development Bank,BO,1,2014,307918131.62,agriculture-and-food-security,11260233.89
idb-special-fund,Inter-American Development Bank,BO,1,2014,307918131.62,health,8581420.55
idb-special-fund,Inter-American Development Bank,BO,1,2014,307918131.62,governance-and-security,8566931.42
idb-special-fund,Inter-American Development Bank,BO,1,2014,307918131.62,environment,6881790.38
idb-special-fund,Inter-American Development Bank,BO,1,2014,307918131.62,industry-and-trade,3717973.81
idb-special-fund,Inter-American Development Bank,BO,1,2014,307918131.62,education,1021163.72
idb-special-fund,Inter-American Development Bank,BO,1,2014,307918131.62,banking-and-business,324835.22
idb-special-fund,Inter-American Development Bank,BO,1,2014,307918131.62,humanitarian,56826.30
idb-special-fund,Inter-American Development Bank,BR,7,2014,13284248.57,other-social-services,1821366.86
idb-special-fund,Inter-American Development Bank,BR,7,2014,13284248.57,industry-and-trade,3521230.81
idb-special-fund,Inter-American Development Bank,BR,7,2014,13284248.57,education,165885.61
idb-special-fund,Inter-American Development Bank,BR,7,2014,13284248.57,health,195265.07
idb-special-fund,Inter-American Development Bank,BR,7,2014,13284248.57,agriculture-and-food-security,287943.25
idb-special-fund,Inter-American Development Bank,BR,7,2014,13284248.57,governance-and-security,689732.26
idb-special-fund,Inter-American Development Bank,BR,7,2014,13284248.57,water-and-sanitation,965586.53
idb-special-fund,Inter-American Development Bank,BR,7,2014,13284248.57,infrastructure,989156.27
idb-special-fund,Inter-American Development Bank,BR,7,2014,13284248.57,other,1384454.04
idb-special-fund,Inter-American Development Bank,BR,7,2014,13284248.57,environment,1466838.17
idb-special-fund,Inter-American Development Bank,BR,7,2014,13284248.57,banking-and-business,1796789.71
idb-special-fund,Inter-American Development Bank,CO,10,2014,9530550.67,industry-and-trade,2487715.61
idb-special-fund,Inter-American Development Bank,CO,10,2014,9530550.67,education,42743.30
idb-special-fund,Inter-American Development Bank,CO,10,2014,9530550.67,water-and-sanitation,166221.42
idb-special-fund,Inter-American Development Bank,CO,10,2014,9530550.67,environment,171407.08
idb-special-fund,Inter-American Development Bank,CO,10,2014,9530550.67,other,568002.51
idb-special-fund,Inter-American Development Bank,CO,10,2014,9530550.67,governance-and-security,641238.67
idb-special-fund,Inter-American Development Bank,CO,10,2014,9530550.67,other-social-services,691120.05
idb-special-fund,Inter-American Development Bank,CO,10,2014,9530550.67,agriculture-and-food-security,721920.99
idb-special-fund,Inter-American Development Bank,CO,10,2014,9530550.67,health,836712.75
idb-special-fund,Inter-American Development Bank,CO,10,2014,9530550.67,infrastructure,884183.08
idb-special-fund,Inter-American Development Bank,CO,10,2014,9530550.67,banking-and-business,2319285.21
idb-special-fund,Inter-American Development Bank,GT,9,2014,11966158.08,health,2602848.13
idb-special-fund,Inter-American Development Bank,GT,9,2014,11966158.08,environment,3629962.24
idb-special-fund,Inter-American Development Bank,GT,9,2014,11966158.08,agriculture-and-food-security,1677674.08
idb-special-fund,Inter-American Development Bank,GT,9,2014,11966158.08,governance-and-security,1126781.77
idb-special-fund,Inter-American Development Bank,GT,9,2014,11966158.08,other,943871.15
idb-special-fund,Inter-American Development Bank,GT,9,2014,11966158.08,industry-and-trade,573082.17
idb-special-fund,Inter-American Development Bank,GT,9,2014,11966158.08,banking-and-business,542645.77
idb-special-fund,Inter-American Development Bank,GT,9,2014,11966158.08,other-social-services,258333.98
idb-special-fund,Inter-American Development Bank,GT,9,2014,11966158.08,water-and-sanitation,228854.47
idb-special-fund,Inter-American Development Bank,GT,9,2014,11966158.08,infrastructure,168675.07
idb-special-fund,Inter-American Development Bank,GT,9,2014,11966158.08,education,132584.47
idb-special-fund,Inter-American Development Bank,GT,9,2014,11966158.08,humanitarian,80844.77
idb-special-fund,Inter-American Development Bank,GY,6,2014,27922248.31,water-and-sanitation,8475463.72
idb-special-fund,Inter-American Development Bank,GY,6,2014,27922248.31,other-social-services,3530864.14
idb-special-fund,Inter-American Development Bank,GY,6,2014,27922248.31,agriculture-and-food-security,3020203.04
idb-special-fund,Inter-American Development Bank,GY,6,2014,27922248.31,governance-and-security,1994452.96
idb-special-fund,Inter-American Development Bank,GY,6,2014,27922248.31,banking-and-business,1055031.47
idb-special-fund,Inter-American Development Bank,GY,6,2014,27922248.31,environment,381371.29
idb-special-fund,Inter-American Development Bank,GY,6,2014,27922248.31,other,210973.61
idb-special-fund,Inter-American Development Bank,GY,6,2014,27922248.31,health,171456.61
idb-special-fund,Inter-American Development Bank,GY,6,2014,27922248.31,industry-and-trade,38319.39
idb-special-fund,Inter-American Development Bank,GY,6,2014,27922248.31,infrastructure,9044112.09
idb-special-fund,Inter-American Development Bank,HN,2,2014,304773927.44,environment,44575.86
idb-special-fund,Inter-American Development Bank,HN,2,2014,304773927.44,health,21326607.25
idb-special-fund,Inter-American Development Bank,HN,2,2014,304773927.44,other-social-services,64105349.36
idb-special-fund,Inter-American Development Bank,HN,2,2014,304773927.44,governance-and-security,12078132.65
idb-special-fund,Inter-American Development Bank,HN,2,2014,304773927.44,water-and-sanitation,10858779.69
idb-special-fund,Inter-American Development Bank,HN,2,2014,304773927.44,agriculture-and-food-security,8932753.65
idb-special-fund,Inter-American Development Bank,HN,2,2014,304773927.44,infrastructure,174631967.51
idb-special-fund,Inter-American Development Bank,HN,2,2014,304773927.44,humanitarian,5745333.67
idb-special-fund,Inter-American Development Bank,HN,2,2014,304773927.44,industry-and-trade,3475926.87
idb-special-fund,Inter-American Development Bank,HN,2,2014,304773927.44,education,2586388.74
idb-special-fund,Inter-American Development Bank,HN,2,2014,304773927.44,banking-and-business,647460.47
idb-special-fund,Inter-American Development Bank,HN,2,2014,304773927.44,other,340651.73
idb-special-fund,Inter-American Development Bank,HT,3,2014,210565528.90,humanitarian,11963765.84
idb-special-fund,Inter-American Development Bank,HT,3,2014,210565528.90,health,136380.35
idb-special-fund,Inter-American Development Bank,HT,3,2014,210565528.90,other,544406.03
idb-special-fund,Inter-American Development Bank,HT,3,2014,210565528.90,banking-and-business,790735.23
idb-special-fund,Inter-American Development Bank,HT,3,2014,210565528.90,industry-and-trade,1714947.43
idb-special-fund,Inter-American Development Bank,HT,3,2014,210565528.90,governance-and-security,4234885.45
idb-special-fund,Inter-American Development Bank,HT,3,2014,210565528.90,agriculture-and-food-security,20662934.04
idb-special-fund,Inter-American Development Bank,HT,3,2014,210565528.90,water-and-sanitation,24114641.35
idb-special-fund,Inter-American Development Bank,HT,3,2014,210565528.90,other-social-services,25084077.26
idb-special-fund,Inter-American Development Bank,HT,3,2014,210565528.90,education,37818306.21
idb-special-fund,Inter-American Development Bank,HT,3,2014,210565528.90,infrastructure,83500449.72
idb-special-fund,Inter-American Development Bank,MX,8,2014,13243090.19,infrastructure,2424383.21
idb-special-fund,Inter-American Development Bank,MX,8,2014,13243090.19,industry-and-trade,1368402.77
idb-special-fund,Inter-American Development Bank,MX,8,2014,13243090.19,governance-and-security,1165510.27
idb-special-fund,Inter-American Development Bank,MX,8,2014,13243090.19,other-social-services,916926.53
idb-special-fund,Inter-American Development Bank,MX,8,2014,13243090.19,other,763270.55
idb-special-fund,Inter-American Development Bank,MX,8,2014,13243090.19,education,658936.28
idb-special-fund,Inter-American Development Bank,MX,8,2014,13243090.19,environment,522930.36
idb-special-fund,Inter-American Development Bank,MX,8,2014,13243090.19,health,498513.69
idb-special-fund,Inter-American Development Bank,MX,8,2014,13243090.19,water-and-sanitation,318372.71
idb-special-fund,Inter-American Development Bank,MX,8,2014,13243090.19,banking-and-business,4605843.81
idb-special-fund,Inter-American Development Bank,NI,4,2014,174647492.79,other,477375.81
idb-special-fund,Inter-American Development Bank,NI,4,2014,174647492.79,humanitarian,2301557.88
idb-special-fund,Inter-American Development Bank,NI,4,2014,174647492.79,governance-and-security,3760443.72
idb-special-fund,Inter-American Development Bank,NI,4,2014,174647492.79,agriculture-and-food-security,7067028.85
idb-special-fund,Inter-American Development Bank,NI,4,2014,174647492.79,industry-and-trade,8298066.64
