id-from,parent,id-to,rank,year,total-value,sector,sector-value
cif,Climate Investment Funds,EG,7,2014,6982477.45,environment,6982477.45
cif,Climate Investment Funds,ID,5,2014,14151192.33,agriculture-and-food-security,18029.20
cif,Climate Investment Funds,ID,5,2014,14151192.33,environment,14133163.12
cif,Climate Investment Funds,IN,2,2014,99196167.37,infrastructure,138690.37
cif,Climate Investment Funds,IN,2,2014,99196167.37,environment,99057477.00
cif,Climate Investment Funds,KE,6,2014,8490642.30,infrastructure,8490642.30
cif,Climate Investment Funds,MA,1,2014,146350191.07,environment,56222547.51
cif,Climate Investment Funds,MA,1,2014,146350191.07,infrastructure,90127643.56
cif,Climate Investment Funds,MX,4,2014,17869502.29,other-social-services,168044.08
cif,Climate Investment Funds,MX,4,2014,17869502.29,industry-and-trade,59573.17
cif,Climate Investment Funds,MX,4,2014,17869502.29,infrastructure,176307.45
cif,Climate Investment Funds,MX,4,2014,17869502.29,banking-and-business,562892.13
cif,Climate Investment Funds,MX,4,2014,17869502.29,environment,16902685.47
cif,Climate Investment Funds,MZ,9,2014,2604354.80,agriculture-and-food-security,1923216.77
cif,Climate Investment Funds,MZ,9,2014,2604354.80,environment,681138.03
cif,Climate Investment Funds,NE,8,2014,5282400.73,environment,5282400.73
cif,Climate Investment Funds,other,11,2014,15791044.20,infrastructure,4821797.51
cif,Climate Investment Funds,other,11,2014,15791044.20,environment,4451747.45
cif,Climate Investment Funds,other,11,2014,15791044.20,agriculture-and-food-security,3377903.91
cif,Climate Investment Funds,other,11,2014,15791044.20,water-and-sanitation,1278262.67
cif,Climate Investment Funds,other,11,2014,15791044.20,other,1242836.23
cif,Climate Investment Funds,other,11,2014,15791044.20,governance-and-security,369938.07
cif,Climate Investment Funds,other,11,2014,15791044.20,banking-and-business,245091.06
cif,Climate Investment Funds,other,11,2014,15791044.20,other-social-services,3467.30
cif,Climate Investment Funds,TJ,10,2014,2222293.28,agriculture-and-food-security,185503.95
cif,Climate Investment Funds,TJ,10,2014,2222293.28,infrastructure,92752.07
cif,Climate Investment Funds,TJ,10,2014,2222293.28,water-and-sanitation,46376.04
cif,Climate Investment Funds,TJ,10,2014,2222293.28,education,46376.04
cif,Climate Investment Funds,TJ,10,2014,2222293.28,environment,1851285.19
cif,Climate Investment Funds,ZA,3,2014,27978649.76,environment,27978649.76
EU,EU Institutions,AF,8,2014,340291859.47,governance-and-security,195214359.38
EU,EU Institutions,AF,8,2014,340291859.47,water-and-sanitation,203848.37
EU,EU Institutions,AF,8,2014,340291859.47,health,32308032.48
EU,EU Institutions,AF,8,2014,340291859.47,humanitarian,42769335.71
EU,EU Institutions,AF,8,2014,340291859.47,agriculture-and-food-security,29009206.98
EU,EU Institutions,AF,8,2014,340291859.47,other,25867266.71
EU,EU Institutions,AF,8,2014,340291859.47,industry-and-trade,9689612.60
EU,EU Institutions,AF,8,2014,340291859.47,other-social-services,3401378.81
EU,EU Institutions,AF,8,2014,340291859.47,education,1828818.44
EU,EU Institutions,BA,7,2014,366491507.70,humanitarian,51132422.32
EU,EU Institutions,BA,7,2014,366491507.70,health,359061.76
EU,EU Institutions,BA,7,2014,366491507.70,environment,1058252.74
EU,EU Institutions,BA,7,2014,366491507.70,education,1708641.96
EU,EU Institutions,BA,7,2014,366491507.70,agriculture-and-food-security,2805587.57
EU,EU Institutions,BA,7,2014,366491507.70,other,4093572.57
EU,EU Institutions,BA,7,2014,366491507.70,industry-and-trade,5090648.60
EU,EU Institutions,BA,7,2014,366491507.70,water-and-sanitation,28955493.95
EU,EU Institutions,BA,7,2014,366491507.70,other-social-services,34732299.62
EU,EU Institutions,BA,7,2014,366491507.70,governance-and-security,41544596.63
EU,EU Institutions,BA,7,2014,366491507.70,banking-and-business,46551653.51
EU,EU Institutions,BA,7,2014,366491507.70,infrastructure,148459276.48
EU,EU Institutions,EG,9,2014,329712046.77,banking-and-business,66774884.64
EU,EU Institutions,EG,9,2014,329712046.77,environment,10378.49
EU,EU Institutions,EG,9,2014,329712046.77,health,136477.86
EU,EU Institutions,EG,9,2014,329712046.77,industry-and-trade,188331.07
EU,EU Institutions,EG,9,2014,329712046.77,water-and-sanitation,4295843.14
EU,EU Institutions,EG,9,2014,329712046.77,agriculture-and-food-security,8925997.51
EU,EU Institutions,EG,9,2014,329712046.77,education,18840202.48
EU,EU Institutions,EG,9,2014,329712046.77,governance-and-security,22516447.12
EU,EU Institutions,EG,9,2014,329712046.77,other,29968300.14
EU,EU Institutions,EG,9,2014,329712046.77,other-social-services,44524994.42
EU,EU Institutions,EG,9,2014,329712046.77,infrastructure,133530189.90
EU,EU Institutions,MA,2,2014,538705726.52,industry-and-trade,50381327.43
EU,EU Institutions,MA,2,2014,538705726.52,water-and-sanitation,48869900.14
EU,EU Institutions,MA,2,2014,538705726.52,governance-and-security,40333987.07
EU,EU Institutions,MA,2,2014,538705726.52,agriculture-and-food-security,39010206.81
EU,EU Institutions,MA,2,2014,538705726.52,education,27486413.01
EU,EU Institutions,MA,2,2014,538705726.52,health,12878845.36
EU,EU Institutions,MA,2,2014,538705726.52,other,3902138.70
EU,EU Institutions,MA,2,2014,538705726.52,other-social-services,962534.77
EU,EU Institutions,MA,2,2014,538705726.52,infrastructure,314880373.24
EU,EU Institutions,ML,10,2014,292793933.36,general-budget-support,120050310.93
EU,EU Institutions,ML,10,2014,292793933.36,water-and-sanitation,26073963.33
EU,EU Institutions,ML,10,2014,292793933.36,governance-and-security,25365967.96
EU,EU Institutions,ML,10,2014,292793933.36,health,22381721.84
EU,EU Institutions,ML,10,2014,292793933.36,agriculture-and-food-security,21291060.49
EU,EU Institutions,ML,10,2014,292793933.36,infrastructure,18907387.07
EU,EU Institutions,ML,10,2014,292793933.36,education,2012798.24
EU,EU Institutions,ML,10,2014,292793933.36,other-social-services,552588.81
EU,EU Institutions,ML,10,2014,292793933.36,environment,492314.66
EU,EU Institutions,ML,10,2014,292793933.36,other,147071.59
EU,EU Institutions,ML,10,2014,292793933.36,humanitarian,55518748.43
EU,EU Institutions,other,11,2014,10698049914.03,infrastructure,1586763150.45
EU,EU Institutions,other,11,2014,10698049914.03,humanitarian,1763431888.04
EU,EU Institutions,other,11,2014,10698049914.03,governance-and-security,1624779233.17
EU,EU Institutions,other,11,2014,10698049914.03,other,1505172259.18
EU,EU Institutions,other,11,2014,10698049914.03,agriculture-and-food-security,690423351.98
EU,EU Institutions,other,11,2014,10698049914.03,education,632707181.47
EU,EU Institutions,other,11,2014,10698049914.03,general-budget-support,561139151.81
EU,EU Institutions,other,11,2014,10698049914.03,health,523865988.83
EU,EU Institutions,other,11,2014,10698049914.03,water-and-sanitation,492811631.96
EU,EU Institutions,other,11,2014,10698049914.03,industry-and-trade,421215867.67
EU,EU Institutions,other,11,2014,10698049914.03,banking-and-business,330135174.59
EU,EU Institutions,other,11,2014,10698049914.03,other-social-services,290447370.24
EU,EU Institutions,other,11,2014,10698049914.03,environment,273899663.37
EU,EU Institutions,other,11,2014,10698049914.03,debt-relief,1258001.27
EU,EU Institutions,PS,5,2014,458271941.88,infrastructure,481386.33
