id,year,flow-name,value
AT,1960,out-debt-relief,0
AT,1960,out-oda-net-excl-debt-relief,1355376.086
AT,1961,out-debt-relief,0
AT,1961,out-oda-net-excl-debt-relief,37448835.53
AT,1962,out-debt-relief,0
AT,1962,out-oda-net-excl-debt-relief,28492576.69
AT,1963,out-debt-relief,0
AT,1963,out-oda-net-excl-debt-relief,50271393.71
AT,1964,out-debt-relief,0
AT,1964,out-oda-net-excl-debt-relief,76547610
AT,1965,out-debt-relief,0
AT,1965,out-oda-net-excl-debt-relief,119548576.7
AT,1966,out-debt-relief,0
AT,1966,out-oda-net-excl-debt-relief,133462382.3
AT,1967,out-debt-relief,0
AT,1967,out-oda-net-excl-debt-relief,154995994.8
AT,1968,out-debt-relief,0
AT,1968,out-oda-net-excl-debt-relief,163771204.4
AT,1969,out-debt-relief,13070366.53
AT,1969,out-oda-net-excl-debt-relief,125225644
AT,1970,out-debt-relief,12851971.99
AT,1970,out-oda-net-excl-debt-relief,83856838.51
AT,1971,out-debt-relief,15374387.41
AT,1971,out-oda-net-excl-debt-relief,86129632.7
AT,1972,out-debt-relief,8553002.35
AT,1972,out-oda-net-excl-debt-relief,118173982.5
AT,1973,out-debt-relief,0
AT,1973,out-oda-net-excl-debt-relief,224898676.8
AT,1974,out-debt-relief,7307586.498
AT,1974,out-oda-net-excl-debt-relief,283485638.9
AT,1975,out-debt-relief,12794524.63
AT,1975,out-oda-net-excl-debt-relief,324938277.1
AT,1976,out-debt-relief,12140685.09
AT,1976,out-oda-net-excl-debt-relief,194957782.2
AT,1977,out-debt-relief,9784470.227
AT,1977,out-oda-net-excl-debt-relief,382753979.8
AT,1978,out-debt-relief,0
AT,1978,out-oda-net-excl-debt-relief,463505260.5
AT,1979,out-debt-relief,0
AT,1979,out-oda-net-excl-debt-relief,351271719.7
AT,1980,out-debt-relief,0
AT,1980,out-oda-net-excl-debt-relief,438391479.4
AT,1981,out-debt-relief,0
AT,1981,out-oda-net-excl-debt-relief,625672917.9
AT,1982,out-debt-relief,318436.9032
AT,1982,out-oda-net-excl-debt-relief,681512870.6
AT,1983,out-debt-relief,294155.074
AT,1983,out-oda-net-excl-debt-relief,463353072.5
AT,1984,out-debt-relief,281724.2828
AT,1984,out-oda-net-excl-debt-relief,566578835.5
AT,1985,out-debt-relief,282567.6128
AT,1985,out-oda-net-excl-debt-relief,779823818.5
AT,1986,out-debt-relief,248203.0382
AT,1986,out-oda-net-excl-debt-relief,445750092.7
AT,1987,out-debt-relief,237881.0928
AT,1987,out-oda-net-excl-debt-relief,367672676.8
AT,1988,out-debt-relief,228651.0574
AT,1988,out-oda-net-excl-debt-relief,529872442.8
AT,1989,out-debt-relief,0
AT,1989,out-oda-net-excl-debt-relief,517113884.7
AT,1990,out-debt-relief,5083218.158
AT,1990,out-oda-net-excl-debt-relief,251459017.2
AT,1991,out-debt-relief,6338672.583
AT,1991,out-oda-net-excl-debt-relief,438699680.8
AT,1992,out-debt-relief,35850693.36
AT,1992,out-oda-net-excl-debt-relief,245252899.2
AT,1993,out-debt-relief,28045421.16
AT,1993,out-oda-net-excl-debt-relief,264134555.5
AT,1994,out-debt-relief,33558288.4
AT,1994,out-oda-net-excl-debt-relief,405687248.5
AT,1995,out-debt-relief,45390741.56
AT,1995,out-oda-net-excl-debt-relief,684865496
AT,1996,out-debt-relief,52029015.24
AT,1996,out-oda-net-excl-debt-relief,593067084.7
AT,1997,out-debt-relief,51063062.32
AT,1997,out-oda-net-excl-debt-relief,649493273.1
AT,1998,out-debt-relief,66163230.23
AT,1998,out-oda-net-excl-debt-relief,591386690.5
AT,1999,out-debt-relief,62453409.67
AT,1999,out-oda-net-excl-debt-relief,671497152.4
AT,2000,out-debt-relief,95012933
AT,2000,out-oda-net-excl-debt-relief,654891691.7
AT,2001,out-debt-relief,420329899.2
AT,2001,out-oda-net-excl-debt-relief,671658511.8
AT,2002,out-debt-relief,268377651
AT,2002,out-oda-net-excl-debt-relief,571721759
AT,2003,out-debt-relief,51643091.68
AT,2003,out-oda-net-excl-debt-relief,621958970.9
AT,2004,out-debt-relief,110915756.5
AT,2004,out-oda-net-excl-debt-relief,697950408.8
AT,2005,out-debt-relief,1057427029
AT,2005,out-oda-net-excl-debt-relief,783202154.1
AT,2006,out-debt-relief,860298559.2
AT,2006,out-oda-net-excl-debt-relief,843481684.4
AT,2007,out-debt-relief,945306372.9
AT,2007,out-oda-net-excl-debt-relief,903853998.2
AT,2008,out-debt-relief,698887175.6
AT,2008,out-oda-net-excl-debt-relief,934120930.1
AT,2009,out-debt-relief,57276334.57
AT,2009,out-oda-net-excl-debt-relief,1055484824
AT,2010,out-debt-relief,156307554.5
AT,2010,out-oda-net-excl-debt-relief,1061363764
AT,2011,out-debt-relief,40717128.47
AT,2011,out-oda-net-excl-debt-relief,1005083543
AT,2012,out-debt-relief,105770000
AT,2012,out-oda-net-excl-debt-relief,999980000
AT,2013,out-debt-relief,42656986.12
AT,2013,out-oda-net-excl-debt-relief,1070558266
AT,2014,out-debt-relief,99817017.33
AT,2014,out-oda-net-excl-debt-relief,1031839739
AU,1960,out-debt-relief,0
AU,1960,out-oda-net-excl-debt-relief,765720973.1
AU,1961,out-debt-relief,0
AU,1961,out-oda-net-excl-debt-relief,911580554.3
AU,1962,out-debt-relief,0
AU,1962,out-oda-net-excl-debt-relief,944522244.5
AU,1963,out-debt-relief,0
AU,1963,out-oda-net-excl-debt-relief,1189638853
AU,1964,out-debt-relief,0
AU,1964,out-oda-net-excl-debt-relief,1207852150
AU,1965,out-debt-relief,0
AU,1965,out-oda-net-excl-debt-relief,1394510503
AU,1966,out-debt-relief,0
AU,1966,out-oda-net-excl-debt-relief,1503751352
AU,1967,out-debt-relief,0
AU,1967,out-oda-net-excl-debt-relief,1770698319
AU,1968,out-debt-relief,0
AU,1968,out-oda-net-excl-debt-relief,1698640439
AU,1969,out-debt-relief,0
AU,1969,out-oda-net-excl-debt-relief,1891621949
AU,1970,out-debt-relief,0
AU,1970,out-oda-net-excl-debt-relief,2047990020
AU,1971,out-debt-relief,0
AU,1971,out-oda-net-excl-debt-relief,1922427297
AU,1972,out-debt-relief,0
AU,1972,out-oda-net-excl-debt-relief,2214681383
AU,1973,out-debt-relief,0
AU,1973,out-oda-net-excl-debt-relief,1768374487
AU,1974,out-debt-relief,0
AU,1974,out-oda-net-excl-debt-relief,2131316038
AU,1975,out-debt-relief,0
AU,1975,out-oda-net-excl-debt-relief,2608166111
AU,1976,out-debt-relief,0
AU,1976,out-oda-net-excl-debt-relief,1696411073
AU,1977,out-debt-relief,0
AU,1977,out-oda-net-excl-debt-relief,1807862570
AU,1978,out-debt-relief,0
