id,parent,bundle,year,value
ebrd,European Bank for Reconstruction and Development,cash-loan-equity,2014,0
ebrd,European Bank for Reconstruction and Development,commodities-food,2014,0
ebrd,European Bank for Reconstruction and Development,gpgs-nngos,2014,0
ebrd,European Bank for Reconstruction and Development,mixed-project-aid,2014,0
ebrd,European Bank for Reconstruction and Development,non-transfer,2014,0
ebrd,European Bank for Reconstruction and Development,technical-ooperation,2014,0
EU,EU Institutions,cash-grant,2014,7375253918
EU,EU Institutions,cash-loan-equity,2014,4799280670
EU,EU Institutions,commodities-food,2014,387222882
EU,EU Institutions,gpgs-nngos,2014,183730263
EU,EU Institutions,mixed-project-aid,2014,2206991603
EU,EU Institutions,non-transfer,2014,980857684
EU,EU Institutions,technical-ooperation,2014,1563638264
fao,Food and Agriculture Organisation,cash-grant,2014,0
fao,Food and Agriculture Organisation,cash-loan-equity,2014,0
fao,Food and Agriculture Organisation,commodities-food,2014,0
fao,Food and Agriculture Organisation,gpgs-nngos,2014,0
fao,Food and Agriculture Organisation,mixed-project-aid,2014,0
fao,Food and Agriculture Organisation,non-transfer,2014,0
fao,Food and Agriculture Organisation,technical-ooperation,2014,0
gavi,Global Alliance for Vaccines and Immunization,cash-grant,2014,152896531
gavi,Global Alliance for Vaccines and Immunization,cash-loan-equity,2014,0
gavi,Global Alliance for Vaccines and Immunization,commodities-food,2014,1137379455
gavi,Global Alliance for Vaccines and Immunization,gpgs-nngos,2014,0
gavi,Global Alliance for Vaccines and Immunization,mixed-project-aid,2014,15023840
gavi,Global Alliance for Vaccines and Immunization,non-transfer,2014,96096550
gavi,Global Alliance for Vaccines and Immunization,technical-ooperation,2014,0
gef,Global Environment Facility,cash-grant,2014,14204279
gef,Global Environment Facility,cash-loan-equity,2014,1874338
gef,Global Environment Facility,commodities-food,2014,0
gef,Global Environment Facility,gpgs-nngos,2014,0
gef,Global Environment Facility,mixed-project-aid,2014,569629367
gef,Global Environment Facility,non-transfer,2014,0
gef,Global Environment Facility,technical-ooperation,2014,14245607
gggi,Global Green Growth Institute,cash-grant,2014,7225854
gggi,Global Green Growth Institute,cash-loan-equity,2014,0
gggi,Global Green Growth Institute,commodities-food,2014,0
gggi,Global Green Growth Institute,gpgs-nngos,2014,948097
gggi,Global Green Growth Institute,mixed-project-aid,2014,7204488
gggi,Global Green Growth Institute,non-transfer,2014,0
gggi,Global Green Growth Institute,technical-ooperation,2014,0
global-fund,Global Fund,cash-grant,2014,1064052441
global-fund,Global Fund,cash-loan-equity,2014,0
global-fund,Global Fund,commodities-food,2014,0
global-fund,Global Fund,gpgs-nngos,2014,194707
global-fund,Global Fund,mixed-project-aid,2014,1603894473
global-fund,Global Fund,non-transfer,2014,0
global-fund,Global Fund,technical-ooperation,2014,191790041
iaea,International Atomic Energy Agency,cash-grant,2014,0
iaea,International Atomic Energy Agency,cash-loan-equity,2014,0
iaea,International Atomic Energy Agency,commodities-food,2014,0
iaea,International Atomic Energy Agency,gpgs-nngos,2014,0
iaea,International Atomic Energy Agency,mixed-project-aid,2014,0
iaea,International Atomic Energy Agency,non-transfer,2014,0
iaea,International Atomic Energy Agency,technical-ooperation,2014,0
ibrd,World Bank Group,cash-grant,2014,0
ibrd,World Bank Group,cash-loan-equity,2014,0
ibrd,World Bank Group,commodities-food,2014,0
ibrd,World Bank Group,gpgs-nngos,2014,0
ibrd,World Bank Group,mixed-project-aid,2014,0
ibrd,World Bank Group,non-transfer,2014,0
ibrd,World Bank Group,technical-ooperation,2014,0
ida,World Bank Group,cash-grant,2014,1906110279
ida,World Bank Group,cash-loan-equity,2014,11502319683
ida,World Bank Group,commodities-food,2014,5085915
ida,World Bank Group,gpgs-nngos,2014,0
ida,World Bank Group,mixed-project-aid,2014,147784665
ida,World Bank Group,non-transfer,2014,9595674
ida,World Bank Group,technical-ooperation,2014,58690833
idb,Inter-American Development Bank,cash-grant,2014,0
idb,Inter-American Development Bank,cash-loan-equity,2014,0
idb,Inter-American Development Bank,commodities-food,2014,0
idb,Inter-American Development Bank,gpgs-nngos,2014,0
idb,Inter-American Development Bank,mixed-project-aid,2014,0
idb,Inter-American Development Bank,non-transfer,2014,0
idb,Inter-American Development Bank,technical-ooperation,2014,0
idb-special-fund,Inter-American Development Bank,cash-grant,2014,204097551
idb-special-fund,Inter-American Development Bank,cash-loan-equity,2014,869928270
idb-special-fund,Inter-American Development Bank,commodities-food,2014,0
idb-special-fund,Inter-American Development Bank,gpgs-nngos,2014,0
idb-special-fund,Inter-American Development Bank,mixed-project-aid,2014,4195666
idb-special-fund,Inter-American Development Bank,non-transfer,2014,680524867
idb-special-fund,Inter-American Development Bank,technical-ooperation,2014,161377871
ifad,International Fund for Agricultural Development,cash-grant,2014,0
ifad,International Fund for Agricultural Development,cash-loan-equity,2014,0
ifad,International Fund for Agricultural Development,commodities-food,2014,0
ifad,International Fund for Agricultural Development,gpgs-nngos,2014,0
ifad,International Fund for Agricultural Development,mixed-project-aid,2014,0
ifad,International Fund for Agricultural Development,non-transfer,2014,0
ifad,International Fund for Agricultural Development,technical-ooperation,2014,0
ifc,World Bank Group,cash-grant,2014,0
ifc,World Bank Group,cash-loan-equity,2014,0
ifc,World Bank Group,commodities-food,2014,0
ifc,World Bank Group,gpgs-nngos,2014,0
ifc,World Bank Group,mixed-project-aid,2014,0
ifc,World Bank Group,non-transfer,2014,0
ifc,World Bank Group,technical-ooperation,2014,0
imf,International Monetary Fund,cash-grant,2014,0
imf,International Monetary Fund,cash-loan-equity,2014,0
imf,International Monetary Fund,commodities-food,2014,0
imf,International Monetary Fund,gpgs-nngos,2014,0
imf,International Monetary Fund,mixed-project-aid,2014,0
imf,International Monetary Fund,non-transfer,2014,0
imf,International Monetary Fund,technical-ooperation,2014,0
imf-concessional-trust-funds,International Monetary Fund,cash-grant,2014,0
imf-concessional-trust-funds,International Monetary Fund,cash-loan-equity,2014,824239425
imf-concessional-trust-funds,International Monetary Fund,commodities-food,2014,0
imf-concessional-trust-funds,International Monetary Fund,gpgs-nngos,2014,0
imf-concessional-trust-funds,International Monetary Fund,mixed-project-aid,2014,0
imf-concessional-trust-funds,International Monetary Fund,non-transfer,2014,0
imf-concessional-trust-funds,International Monetary Fund,technical-ooperation,2014,0
international-labour-organisation,International Labour Organisation,cash-grant,2014,0
international-labour-organisation,International Labour Organisation,cash-loan-equity,2014,0
international-labour-organisation,International Labour Organisation,commodities-food,2014,0
international-labour-organisation,International Labour Organisation,gpgs-nngos,2014,0
international-labour-organisation,International Labour Organisation,mixed-project-aid,2014,0
international-labour-organisation,International Labour Organisation,non-transfer,2014,0
international-labour-organisation,International Labour Organisation,technical-ooperation,2014,0
islamic-dev-bank,Islamic Development Bank,cash-grant,2014,0
islamic-dev-bank,Islamic Development Bank,cash-loan-equity,2014,243584836
islamic-dev-bank,Islamic Development Bank,commodities-food,2014,0
islamic-dev-bank,Islamic Development Bank,gpgs-nngos,2014,0
islamic-dev-bank,Islamic Development Bank,mixed-project-aid,2014,0
islamic-dev-bank,Islamic Development Bank,non-transfer,2014,0
islamic-dev-bank,Islamic Development Bank,technical-ooperation,2014,0
montreal-protocol,Montreal Protocol,cash-grant,2014,0
montreal-protocol,Montreal Protocol,cash-loan-equity,2014,0
montreal-protocol,Montreal Protocol,commodities-food,2014,0
montreal-protocol,Montreal Protocol,gpgs-nngos,2014,0
montreal-protocol,Montreal Protocol,mixed-project-aid,2014,0
montreal-protocol,Montreal Protocol,non-transfer,2014,0
montreal-protocol,Montreal Protocol,technical-ooperation,2014,0
nordic-dev-fund,Nordic Development Fund,cash-grant,2014,3285707
nordic-dev-fund,Nordic Development Fund,cash-loan-equity,2014,8138354
nordic-dev-fund,Nordic Development Fund,commodities-food,2014,0
nordic-dev-fund,Nordic Development Fund,gpgs-nngos,2014,0
nordic-dev-fund,Nordic Development Fund,mixed-project-aid,2014,36795152
nordic-dev-fund,Nordic Development Fund,non-transfer,2014,913856
nordic-dev-fund,Nordic Development Fund,technical-ooperation,2014,0
ofid,OPEC Fund for International Development,cash-grant,2014,5208024
ofid,OPEC Fund for International Development,cash-loan-equity,2014,419245939
ofid,OPEC Fund for International Development,commodities-food,2014,1634448
ofid,OPEC Fund for International Development,gpgs-nngos,2014,21744
ofid,OPEC Fund for International Development,mixed-project-aid,2014,17215431
ofid,OPEC Fund for International Development,non-transfer,2014,11671348
ofid,OPEC Fund for International Development,technical-ooperation,2014,925680
osce,Organization for Security and Co-operation in Europe,cash-grant,2014,11242376
osce,Organization for Security and Co-operation in Europe,cash-loan-equity,2014,0
osce,Organization for Security and Co-operation in Europe,commodities-food,2014,0
osce,Organization for Security and Co-operation in Europe,gpgs-nngos,2014,0
osce,Organization for Security and Co-operation in Europe,mixed-project-aid,2014,118036684
osce,Organization for Security and Co-operation in Europe,non-transfer,2014,0
osce,Organization for Security and Co-operation in Europe,technical-ooperation,2014,0
un-agencies,UN Agencies,cash-grant,2014,0
un-agencies,UN Agencies,cash-loan-equity,2014,0
un-agencies,UN Agencies,commodities-food,2014,0
un-agencies,UN Agencies,gpgs-nngos,2014,0
un-agencies,UN Agencies,mixed-project-aid,2014,0
un-agencies,UN Agencies,non-transfer,2014,0
un-agencies,UN Agencies,technical-ooperation,2014,0
unaids,The Joint United Nations Programme on HIV/AIDS,cash-grant,2014,14038435
unaids,The Joint United Nations Programme on HIV/AIDS,cash-loan-equity,2014,0
unaids,The Joint United Nations Programme on HIV/AIDS,commodities-food,2014,18028461
unaids,The Joint United Nations Programme on HIV/AIDS,gpgs-nngos,2014,0
unaids,The Joint United Nations Programme on HIV/AIDS,mixed-project-aid,2014,204355586
unaids,The Joint United Nations Programme on HIV/AIDS,non-transfer,2014,0
unaids,The Joint United Nations Programme on HIV/AIDS,technical-ooperation,2014,0
undp,United Nations Development Programme,cash-grant,2014,14564254
undp,United Nations Development Programme,cash-loan-equity,2014,0
undp,United Nations Development Programme,commodities-food,2014,155778
undp,United Nations Development Programme,gpgs-nngos,2014,310509
undp,United Nations Development Programme,mixed-project-aid,2014,435724959
undp,United Nations Development Programme,non-transfer,2014,932385
undp,United Nations Development Programme,technical-ooperation,2014,6916822
unece,United Nations Economic Commission for Europe,cash-grant,2014,2262562
unece,United Nations Economic Commission for Europe,cash-loan-equity,2014,0
unece,United Nations Economic Commission for Europe,commodities-food,2014,0
unece,United Nations Economic Commission for Europe,gpgs-nngos,2014,0
unece,United Nations Economic Commission for Europe,mixed-project-aid,2014,11606353
unece,United Nations Economic Commission for Europe,non-transfer,2014,0
unece,United Nations Economic Commission for Europe,technical-ooperation,2014,7070
unep,United Nations Environment Programme,cash-grant,2014,0
unep,United Nations Environment Programme,cash-loan-equity,2014,0
unep,United Nations Environment Programme,commodities-food,2014,0
unep,United Nations Environment Programme,gpgs-nngos,2014,0
unep,United Nations Environment Programme,mixed-project-aid,2014,0
unep,United Nations Environment Programme,non-transfer,2014,0
unep,United Nations Environment Programme,technical-ooperation,2014,0
unfpa,United Nations Population Fund,cash-grant,2014,130824
unfpa,United Nations Population Fund,cash-loan-equity,2014,0
unfpa,United Nations Population Fund,commodities-food,2014,0
unfpa,United Nations Population Fund,gpgs-nngos,2014,0
unfpa,United Nations Population Fund,mixed-project-aid,2014,336671325
unfpa,United Nations Population Fund,non-transfer,2014,0
unfpa,United Nations Population Fund,technical-ooperation,2014,0
unhcr,United Nations High Commissioner for Refugees,cash-grant,2014,0
unhcr,United Nations High Commissioner for Refugees,cash-loan-equity,2014,0
unhcr,United Nations High Commissioner for Refugees,commodities-food,2014,0
unhcr,United Nations High Commissioner for Refugees,gpgs-nngos,2014,0
unhcr,United Nations High Commissioner for Refugees,mixed-project-aid,2014,339803897
unhcr,United Nations High Commissioner for Refugees,non-transfer,2014,135753319
unhcr,United Nations High Commissioner for Refugees,technical-ooperation,2014,0
unicef,United Nations Children's Fund,cash-grant,2014,4926064
unicef,United Nations Children's Fund,cash-loan-equity,2014,0
unicef,United Nations Children's Fund,commodities-food,2014,7163561
unicef,United Nations Children's Fund,gpgs-nngos,2014,759338
unicef,United Nations Children's Fund,mixed-project-aid,2014,1005592463
unicef,United Nations Children's Fund,non-transfer,2014,306188643
unicef,United Nations Children's Fund,technical-ooperation,2014,5117162
unpbf,United Nations Peacebuilding Fund,cash-grant,2014,6048
unpbf,United Nations Peacebuilding Fund,cash-loan-equity,2014,0
unpbf,United Nations Peacebuilding Fund,commodities-food,2014,0
unpbf,United Nations Peacebuilding Fund,gpgs-nngos,2014,0
unpbf,United Nations Peacebuilding Fund,mixed-project-aid,2014,62716832
unpbf,United Nations Peacebuilding Fund,non-transfer,2014,0
unpbf,United Nations Peacebuilding Fund,technical-ooperation,2014,1675276
unrwa,United Nations Relief and Works Agency for Palestine Refugees in the Near East,cash-grant,2014,0
unrwa,United Nations Relief and Works Agency for Palestine Refugees in the Near East,cash-loan-equity,2014,0
unrwa,United Nations Relief and Works Agency for Palestine Refugees in the Near East,commodities-food,2014,0
unrwa,United Nations Relief and Works Agency for Palestine Refugees in the Near East,gpgs-nngos,2014,0
unrwa,United Nations Relief and Works Agency for Palestine Refugees in the Near East,mixed-project-aid,2014,532209811
unrwa,United Nations Relief and Works Agency for Palestine Refugees in the Near East,non-transfer,2014,141480714
unrwa,United Nations Relief and Works Agency for Palestine Refugees in the Near East,technical-ooperation,2014,0
unta,United Nations Transitional Authorities,cash-grant,2014,0
unta,United Nations Transitional Authorities,cash-loan-equity,2014,0
unta,United Nations Transitional Authorities,commodities-food,2014,0
unta,United Nations Transitional Authorities,gpgs-nngos,2014,0
unta,United Nations Transitional Authorities,mixed-project-aid,2014,0
unta,United Nations Transitional Authorities,non-transfer,2014,0
unta,United Nations Transitional Authorities,technical-ooperation,2014,0
wfp,World Food Programme,cash-grant,2014,0
wfp,World Food Programme,cash-loan-equity,2014,0
wfp,World Food Programme,commodities-food,2014,187255643
wfp,World Food Programme,gpgs-nngos,2014,0
wfp,World Food Programme,mixed-project-aid,2014,118427699
wfp,World Food Programme,non-transfer,2014,0
wfp,World Food Programme,technical-ooperation,2014,218610
who,World Health Organisation,cash-grant,2014,0
who,World Health Organisation,cash-loan-equity,2014,0
who,World Health Organisation,commodities-food,2014,10631966
who,World Health Organisation,gpgs-nngos,2014,0
who,World Health Organisation,mixed-project-aid,2014,456288402
who,World Health Organisation,non-transfer,2014,0
who,World Health Organisation,technical-ooperation,2014,0
