id-from,parent,id-to,region,year,value-1,value-2,value-3
EU,EU Institutions,ZA,south-of-sahara,2014,188578353.04,2780.81,4.75
EU,EU Institutions,ZM,south-of-sahara,2014,44041754.23,681.73,28.32
EU,EU Institutions,ZW,south-of-sahara,2014,53627591.37,554.67,3.93
gavi,Global Alliance for Vaccines and Immunization,AF,south-central-asia,2014,44397561.19,433.28,
gavi,Global Alliance for Vaccines and Immunization,AL,europe,2014,0.00,2947.39,0.2
gavi,Global Alliance for Vaccines and Immunization,AM,south-central-asia,2014,673590.84,1647.92,0.41
gavi,Global Alliance for Vaccines and Immunization,AO,south-of-sahara,2014,11084531.68,2683.79,8.56
gavi,Global Alliance for Vaccines and Immunization,AZ,south-central-asia,2014,1961338.04,7407.71,0.13
gavi,Global Alliance for Vaccines and Immunization,BD,south-central-asia,2014,35660691.72,327.29,1.85
gavi,Global Alliance for Vaccines and Immunization,BF,south-of-sahara,2014,37295140.09,441.73,11.07
gavi,Global Alliance for Vaccines and Immunization,BI,south-of-sahara,2014,12401996.12,201.19,30.6
gavi,Global Alliance for Vaccines and Immunization,BJ,south-of-sahara,2014,9430271.81,389.54,17.24
gavi,Global Alliance for Vaccines and Immunization,BO,south-america,2014,723119.58,2042.52,3.24
gavi,Global Alliance for Vaccines and Immunization,BT,south-central-asia,2014,138680.47,1734.16,0.23
gavi,Global Alliance for Vaccines and Immunization,CD,south-of-sahara,2014,96977269.98,108.16,38.05
gavi,Global Alliance for Vaccines and Immunization,CF,south-of-sahara,2014,3892958.85,42.11,47.3
gavi,Global Alliance for Vaccines and Immunization,CG,south-of-sahara,2014,267455.19,3606.24,14.41
gavi,Global Alliance for Vaccines and Immunization,CI,south-of-sahara,2014,37324857.33,593.45,8.88
gavi,Global Alliance for Vaccines and Immunization,CM,south-of-sahara,2014,20673295.45,528.50,7.65
gavi,Global Alliance for Vaccines and Immunization,CU,north-central-america,2014,1327370.19,,
gavi,Global Alliance for Vaccines and Immunization,DJ,south-of-sahara,2014,247643.69,1007.06,7.51
gavi,Global Alliance for Vaccines and Immunization,ER,south-of-sahara,2014,2189170.24,,
gavi,Global Alliance for Vaccines and Immunization,ET,south-of-sahara,2014,113371282.43,197.43,5.58
gavi,Global Alliance for Vaccines and Immunization,GE,south-central-asia,2014,574533.37,2031.02,2.89
gavi,Global Alliance for Vaccines and Immunization,GH,south-of-sahara,2014,24863426.73,563.93,3.74
gavi,Global Alliance for Vaccines and Immunization,GM,south-of-sahara,2014,4081168.05,318.68,17.39
gavi,Global Alliance for Vaccines and Immunization,GN,south-of-sahara,2014,5339198.01,295.61,10.45
gavi,Global Alliance for Vaccines and Immunization,GW,south-of-sahara,2014,2040584.03,278.39,30.73
gavi,Global Alliance for Vaccines and Immunization,GY,south-america,2014,178303.46,1919.19,2.3
gavi,Global Alliance for Vaccines and Immunization,HN,north-central-america,2014,2496248.42,833.08,6.01
gavi,Global Alliance for Vaccines and Immunization,HT,north-central-america,2014,1555202.39,314.84,28.21
gavi,Global Alliance for Vaccines and Immunization,ID,far-east-asia,2014,3655220.90,1602.39,1.25
gavi,Global Alliance for Vaccines and Immunization,IN,south-central-asia,2014,93569692.77,1057.37,3.22
gavi,Global Alliance for Vaccines and Immunization,KE,south-of-sahara,2014,25933247.48,522.41,8.26
gavi,Global Alliance for Vaccines and Immunization,KG,south-central-asia,2014,2516059.92,924.82,0.23
gavi,Global Alliance for Vaccines and Immunization,KH,far-east-asia,2014,5428349.74,574.33,0.22
gavi,Global Alliance for Vaccines and Immunization,KI,oceania,2014,99057.48,1276.46,4.25
gavi,Global Alliance for Vaccines and Immunization,KM,south-of-sahara,2014,168397.71,351.99,3.88
gavi,Global Alliance for Vaccines and Immunization,KP,far-east-asia,2014,3457105.95,,
gavi,Global Alliance for Vaccines and Immunization,LA,far-east-asia,2014,8865644.19,924.30,3.22
gavi,Global Alliance for Vaccines and Immunization,LK,south-central-asia,2014,1030197.76,1220.64,0.27
gavi,Global Alliance for Vaccines and Immunization,LR,south-of-sahara,2014,3387765.71,222.89,19.81
gavi,Global Alliance for Vaccines and Immunization,LS,south-of-sahara,2014,1565108.14,1373.95,29.16
gavi,Global Alliance for Vaccines and Immunization,MD,europe,2014,901423.04,1718.87,0
gavi,Global Alliance for Vaccines and Immunization,MG,south-of-sahara,2014,20237442.55,159.49,39.45
gavi,Global Alliance for Vaccines and Immunization,ML,south-of-sahara,2014,8390168.30,350.28,16.67
gavi,Global Alliance for Vaccines and Immunization,MM,south-central-asia,2014,43615007.12,832.08,
gavi,Global Alliance for Vaccines and Immunization,MN,far-east-asia,2014,326889.67,3062.96,0.03
gavi,Global Alliance for Vaccines and Immunization,MR,south-of-sahara,2014,7112326.85,901.83,1.4
gavi,Global Alliance for Vaccines and Immunization,MW,south-of-sahara,2014,13887858.28,160.39,32.64
gavi,Global Alliance for Vaccines and Immunization,MZ,south-of-sahara,2014,26052116.45,342.64,25.25
gavi,Global Alliance for Vaccines and Immunization,NE,south-of-sahara,2014,18959601.10,271.35,13.69
gavi,Global Alliance for Vaccines and Immunization,NG,south-of-sahara,2014,76115765.33,537.24,19.6
gavi,Global Alliance for Vaccines and Immunization,NI,north-central-america,2014,4318906.00,764.14,1.57
gavi,Global Alliance for Vaccines and Immunization,NP,south-central-asia,2014,13798706.55,453.94,1.62
gavi,Global Alliance for Vaccines and Immunization,PG,oceania,2014,4923156.61,649.71,11.92
gavi,Global Alliance for Vaccines and Immunization,PK,south-central-asia,2014,83604510.59,644.36,1.02
gavi,Global Alliance for Vaccines and Immunization,RW,south-of-sahara,2014,14937867.53,388.71,23.77
gavi,Global Alliance for Vaccines and Immunization,SB,oceania,2014,624062.11,805.45,11.24
gavi,Global Alliance for Vaccines and Immunization,SD,south-of-sahara,2014,58077398.77,282.48,2.43
gavi,Global Alliance for Vaccines and Immunization,SL,south-of-sahara,2014,7696765.96,241.24,8.06
gavi,Global Alliance for Vaccines and Immunization,SN,south-of-sahara,2014,17751099.88,557.91,12.48
gavi,Global Alliance for Vaccines and Immunization,SO,south-of-sahara,2014,3754278.38,,
gavi,Global Alliance for Vaccines and Immunization,SS,south-of-sahara,2014,931140.28,567.37,37.87
gavi,Global Alliance for Vaccines and Immunization,ST,south-of-sahara,2014,118868.97,905.77,7.07
gavi,Global Alliance for Vaccines and Immunization,TD,south-of-sahara,2014,7518462.50,473.67,13.65
gavi,Global Alliance for Vaccines and Immunization,TG,south-of-sahara,2014,9053853.40,334.14,21.5
gavi,Global Alliance for Vaccines and Immunization,TJ,south-central-asia,2014,2912289.82,601.13,4.06
gavi,Global Alliance for Vaccines and Immunization,TL,far-east-asia,2014,941046.03,3856.61,4.24
gavi,Global Alliance for Vaccines and Immunization,TZ,south-of-sahara,2014,85199335.97,356.50,13
gavi,Global Alliance for Vaccines and Immunization,UG,south-of-sahara,2014,35244650.32,232.23,10.3
gavi,Global Alliance for Vaccines and Immunization,UZ,south-central-asia,2014,16215708.98,1352.40,6.36
gavi,Global Alliance for Vaccines and Immunization,VN,far-east-asia,2014,21525189.75,1074.58,0.62
gavi,Global Alliance for Vaccines and Immunization,YE,middle-east,2014,44080577.27,811.58,
gavi,Global Alliance for Vaccines and Immunization,ZM,south-of-sahara,2014,4715135.91,681.73,28.32
gavi,Global Alliance for Vaccines and Immunization,ZW,south-of-sahara,2014,7716577.46,554.67,3.93
gef,Global Environment Facility,AF,south-central-asia,2014,554721.87,433.28,
gef,Global Environment Facility,AG,north-central-america,2014,227832.20,4677.35,
gef,Global Environment Facility,AL,europe,2014,911328.79,2947.39,0.2
gef,Global Environment Facility,AM,south-central-asia,2014,1971243.79,1647.92,0.41
gef,Global Environment Facility,AO,south-of-sahara,2014,406135.66,2683.79,8.56
gef,Global Environment Facility,AR,south-america,2014,9024136.15,,0.97
gef,Global Environment Facility,AZ,south-central-asia,2014,2020772.53,7407.71,0.13
gef,Global Environment Facility,BA,europe,2014,4219848.52,4449.80,0.02
gef,Global Environment Facility,BD,south-central-asia,2014,386324.16,327.29,1.85
gef,Global Environment Facility,BF,south-of-sahara,2014,1852374.82,441.73,11.07
gef,Global Environment Facility,BI,south-of-sahara,2014,1287747.20,201.19,30.6
gef,Global Environment Facility,BJ,south-of-sahara,2014,6181186.56,389.54,17.24
gef,Global Environment Facility,BO,south-america,2014,2179264.49,2042.52,3.24
gef,Global Environment Facility,BR,south-america,2014,25477583.08,4975.42,1.72
gef,Global Environment Facility,BT,south-central-asia,2014,2942007.07,1734.16,0.23
gef,Global Environment Facility,BW,south-of-sahara,2014,2357567.95,4621.15,3.83
gef,Global Environment Facility,BY,europe,2014,1674071.36,5112.34,0
gef,Global Environment Facility,BZ,north-central-america,2014,406135.66,2139.17,5.58
gef,Global Environment Facility,CD,south-of-sahara,2014,2852855.34,108.16,38.05
gef,Global Environment Facility,CF,south-of-sahara,2014,79245.98,42.11,47.3
gef,Global Environment Facility,CG,south-of-sahara,2014,69340.23,3606.24,14.41
gef,Global Environment Facility,CI,south-of-sahara,2014,733025.33,593.45,8.88
gef,Global Environment Facility,CK,oceania,2014,1089632.25,,
gef,Global Environment Facility,CL,south-america,2014,3249085.25,4463.21,0.45
gef,Global Environment Facility,CM,south-of-sahara,2014,1218406.97,528.50,7.65
gef,Global Environment Facility,CN,far-east-asia,2014,47775421.16,2761.38,0.35
gef,Global Environment Facility,CO,south-america,2014,11153871.91,3442.74,2.31
gef,Global Environment Facility,CR,north-central-america,2014,4645795.67,1864.08,0.69
gef,Global Environment Facility,CU,north-central-america,2014,3199556.51,,
gef,Global Environment Facility,CV,south-of-sahara,2014,1158972.48,1652.21,1.54
gef,Global Environment Facility,DJ,south-of-sahara,2014,1664165.61,1007.06,7.51
gef,Global Environment Facility,DM,north-central-america,2014,0.00,3029.52,
gef,Global Environment Facility,DO,north-central-america,2014,1991055.29,1566.26,0.56
gef,Global Environment Facility,DZ,north-of-sahara,2014,723119.58,4882.45,
gef,Global Environment Facility,EC,south-america,2014,5160894.55,,1.43
gef,Global Environment Facility,EG,north-of-sahara,2014,3734466.88,2359.05,
gef,Global Environment Facility,ER,south-of-sahara,2014,3169839.26,,
gef,Global Environment Facility,ET,south-of-sahara,2014,7577896.99,197.43,5.58
gef,Global Environment Facility,FJ,oceania,2014,445758.65,2231.33,0.75
gef,Global Environment Facility,FM,oceania,2014,128774.72,1948.21,6.35
gef,Global Environment Facility,GA,south-of-sahara,2014,2159453.00,6935.54,1.48
gef,Global Environment Facility,GD,north-central-america,2014,267455.19,2880.58,
gef,Global Environment Facility,GE,south-central-asia,2014,2575494.40,2031.02,2.89
gef,Global Environment Facility,GH,south-of-sahara,2014,6735908.44,563.93,3.74
gef,Global Environment Facility,GM,south-of-sahara,2014,3318425.48,318.68,17.39
gef,Global Environment Facility,GN,south-of-sahara,2014,3120310.53,295.61,10.45
gef,Global Environment Facility,GQ,south-of-sahara,2014,257549.44,11813.65,
gef,Global Environment Facility,GT,north-central-america,2014,851894.30,762.55,2.72
gef,Global Environment Facility,GW,south-of-sahara,2014,1366993.18,278.39,30.73
gef,Global Environment Facility,GY,south-america,2014,69340.23,1919.19,2.3
gef,Global Environment Facility,HN,north-central-america,2014,1683977.11,833.08,6.01
gef,Global Environment Facility,HT,north-central-america,2014,4279283.01,314.84,28.21
gef,Global Environment Facility,ID,far-east-asia,2014,7369876.29,1602.39,1.25
gef,Global Environment Facility,IN,south-central-asia,2014,28498836.13,1057.37,3.22
gef,Global Environment Facility,IQ,middle-east,2014,69340.23,7870.60,
gef,Global Environment Facility,IR,middle-east,2014,1733505.85,1358.36,0.03
gef,Global Environment Facility,JM,north-central-america,2014,574533.37,1953.97,0.41
gef,Global Environment Facility,JO,middle-east,2014,5200517.54,3067.95,
gef,Global Environment Facility,KE,south-of-sahara,2014,7191572.83,522.41,8.26
gef,Global Environment Facility,KG,south-central-asia,2014,1069820.75,924.82,0.23
gef,Global Environment Facility,KH,far-east-asia,2014,2555682.91,574.33,0.22
gef,Global Environment Facility,KI,oceania,2014,336795.42,1276.46,4.25
gef,Global Environment Facility,KM,south-of-sahara,2014,2545777.16,351.99,3.88
gef,Global Environment Facility,KZ,south-central-asia,2014,5775050.91,5875.46,0.01
gef,Global Environment Facility,LA,far-east-asia,2014,2882572.58,924.30,3.22
gef,Global Environment Facility,LB,middle-east,2014,950951.78,3620.12,
gef,Global Environment Facility,LC,north-central-america,2014,9905.75,3247.59,10.24
gef,Global Environment Facility,LK,south-central-asia,2014,2060395.52,1220.64,0.27
gef,Global Environment Facility,LR,south-of-sahara,2014,1792940.33,222.89,19.81
gef,Global Environment Facility,LS,south-of-sahara,2014,594344.86,1373.95,29.16
gef,Global Environment Facility,MA,north-of-sahara,2014,12946812.24,2083.56,0.24
gef,Global Environment Facility,MD,europe,2014,2545777.16,1718.87,0
gef,Global Environment Facility,ME,europe,2014,2466531.18,6361.95,0
gef,Global Environment Facility,MG,south-of-sahara,2014,3100499.03,159.49,39.45
gef,Global Environment Facility,MH,oceania,2014,158491.96,1946.20,
gef,Global Environment Facility,MK,europe,2014,287266.68,3694.45,0.39
gef,Global Environment Facility,ML,south-of-sahara,2014,2535871.41,350.28,16.67
gef,Global Environment Facility,MM,south-central-asia,2014,108963.22,832.08,
gef,Global Environment Facility,MN,far-east-asia,2014,2436813.93,3062.96,0.03
gef,Global Environment Facility,MR,south-of-sahara,2014,2119830.01,901.83,1.4
gef,Global Environment Facility,MU,south-of-sahara,2014,5111365.81,3890.83,0.09
gef,Global Environment Facility,MV,south-central-asia,2014,4071262.30,4501.61,1
gef,Global Environment Facility,MW,south-of-sahara,2014,4289188.75,160.39,32.64
gef,Global Environment Facility,MX,north-central-america,2014,22703973.73,3841.95,0.81
gef,Global Environment Facility,MY,far-east-asia,2014,1357087.43,5036.36,0.01
gef,Global Environment Facility,MZ,south-of-sahara,2014,2208981.74,342.64,25.25
gef,Global Environment Facility,NA,south-of-sahara,2014,4150508.29,2211.27,5.14
gef,Global Environment Facility,NE,south-of-sahara,2014,5448161.24,271.35,13.69
gef,Global Environment Facility,NG,south-of-sahara,2014,5755239.41,537.24,19.6
gef,Global Environment Facility,NI,north-central-america,2014,3367954.22,764.14,1.57
gef,Global Environment Facility,NP,south-central-asia,2014,1961338.04,453.94,1.62
gef,Global Environment Facility,NR,oceania,2014,79245.98,,
gef,Global Environment Facility,NU,oceania,2014,29717.24,,
gef,Global Environment Facility,PA,north-central-america,2014,1139160.99,3285.76,1.21
gef,Global Environment Facility,PE,south-america,2014,4764664.64,2540.46,0.79
gef,Global Environment Facility,PG,oceania,2014,1525485.15,649.71,11.92
gef,Global Environment Facility,PH,far-east-asia,2014,7142044.09,1258.07,2.36
gef,Global Environment Facility,PK,south-central-asia,2014,4011827.82,644.36,1.02
gef,Global Environment Facility,PW,oceania,2014,108963.22,5143.72,
gef,Global Environment Facility,PY,south-america,2014,534910.38,1463.83,0.85
gef,Global Environment Facility,RS,europe,2014,851894.30,4965.47,0.04
gef,Global Environment Facility,RW,south-of-sahara,2014,3050970.29,388.71,23.77
gef,Global Environment Facility,SB,oceania,2014,1901903.56,805.45,11.24
gef,Global Environment Facility,SC,south-of-sahara,2014,118868.97,8471.93,0.43
gef,Global Environment Facility,SD,south-of-sahara,2014,1713694.35,282.48,2.43
gef,Global Environment Facility,SL,south-of-sahara,2014,2833043.84,241.24,8.06
gef,Global Environment Facility,SN,south-of-sahara,2014,2803326.60,557.91,12.48
gef,Global Environment Facility,SO,south-of-sahara,2014,198114.95,,
gef,Global Environment Facility,SR,south-america,2014,505193.13,3957.95,14.23
gef,Global Environment Facility,SS,south-of-sahara,2014,455664.39,567.37,37.87
gef,Global Environment Facility,ST,south-of-sahara,2014,1783034.59,905.77,7.07
gef,Global Environment Facility,SV,north-central-america,2014,1248124.21,1468.02,0.64
gef,Global Environment Facility,SY,middle-east,2014,9905.75,,
gef,Global Environment Facility,SZ,south-of-sahara,2014,1456144.91,2273.54,16.01
gef,Global Environment Facility,TD,south-of-sahara,2014,455664.39,473.67,13.65
gef,Global Environment Facility,TG,south-of-sahara,2014,1386804.68,334.14,21.5
gef,Global Environment Facility,TH,far-east-asia,2014,3140122.02,3128.24,0
gef,Global Environment Facility,TJ,south-central-asia,2014,2288227.72,601.13,4.06
gef,Global Environment Facility,TL,far-east-asia,2014,851894.30,3856.61,4.24
gef,Global Environment Facility,TM,south-central-asia,2014,1555202.39,,0.31
gef,Global Environment Facility,TN,north-of-sahara,2014,5279763.52,2460.67,0.17
gef,Global Environment Facility,TO,oceania,2014,148586.22,1446.72,0.21
gef,Global Environment Facility,TR,europe,2014,2912289.82,3873.55,0.06
gef,Global Environment Facility,TV,oceania,2014,1862280.57,3838.36,0.42
gef,Global Environment Facility,TZ,south-of-sahara,2014,7637331.48,356.50,13
gef,Global Environment Facility,UA,europe,2014,1525485.15,2955.98,0
gef,Global Environment Facility,UG,south-of-sahara,2014,3338236.97,232.23,10.3
gef,Global Environment Facility,UY,south-america,2014,1783034.59,5888.98,0.09
gef,Global Environment Facility,UZ,south-central-asia,2014,3397671.46,1352.40,6.36
gef,Global Environment Facility,VC,north-central-america,2014,59434.49,3004.52,
gef,Global Environment Facility,VE,south-america,2014,1614636.88,,6.35
gef,Global Environment Facility,VN,far-east-asia,2014,11688782.29,1074.58,0.62
gef,Global Environment Facility,VU,oceania,2014,198114.95,591.62,3.45
gef,Global Environment Facility,WS,oceania,2014,6884494.65,1960.35,0.14
gef,Global Environment Facility,YE,middle-east,2014,2625023.14,811.58,
gef,Global Environment Facility,ZA,south-of-sahara,2014,4814193.38,2780.81,4.75
gef,Global Environment Facility,ZM,south-of-sahara,2014,1921715.05,681.73,28.32
gef,Global Environment Facility,ZW,south-of-sahara,2014,227832.20,554.67,3.93
gggi,Global Green Growth Institute,BR,south-america,2014,198114.95,4975.42,1.72
gggi,Global Green Growth Institute,CN,far-east-asia,2014,356606.92,2761.38,0.35
gggi,Global Green Growth Institute,CO,south-america,2014,346701.17,3442.74,2.31
gggi,Global Green Growth Institute,ET,south-of-sahara,2014,1763223.09,197.43,5.58
gggi,Global Green Growth Institute,ID,far-east-asia,2014,3694843.89,1602.39,1.25
gggi,Global Green Growth Institute,IN,south-central-asia,2014,1010386.27,1057.37,3.22
gggi,Global Green Growth Institute,JO,middle-east,2014,39622.99,3067.95,
gggi,Global Green Growth Institute,KH,far-east-asia,2014,227832.20,574.33,0.22
gggi,Global Green Growth Institute,KZ,south-central-asia,2014,108963.22,5875.46,0.01
gggi,Global Green Growth Institute,MA,north-of-sahara,2014,267455.19,2083.56,0.24
gggi,Global Green Growth Institute,MN,far-east-asia,2014,316983.93,3062.96,0.03
gggi,Global Green Growth Institute,MX,north-central-america,2014,425947.15,3841.95,0.81
gggi,Global Green Growth Institute,PE,south-america,2014,594344.86,2540.46,0.79
gggi,Global Green Growth Institute,PH,far-east-asia,2014,475475.89,1258.07,2.36
gggi,Global Green Growth Institute,RW,south-of-sahara,2014,416041.40,388.71,23.77
gggi,Global Green Growth Institute,TH,far-east-asia,2014,89151.73,3128.24,0
gggi,Global Green Growth Institute,VN,far-east-asia,2014,544816.12,1074.58,0.62
gggi,Global Green Growth Institute,ZA,south-of-sahara,2014,227832.20,2780.81,4.75
global-fund,Global Fund,AF,south-central-asia,2014,19950175.87,433.28,
global-fund,Global Fund,AL,europe,2014,188209.21,2947.39,0.2
global-fund,Global Fund,AM,south-central-asia,2014,5061837.07,1647.92,0.41
global-fund,Global Fund,AO,south-of-sahara,2014,455664.39,2683.79,8.56
global-fund,Global Fund,AZ,south-central-asia,2014,12104823.69,7407.71,0.13
global-fund,Global Fund,BA,europe,2014,5458066.98,4449.80,0.02
global-fund,Global Fund,BD,south-central-asia,2014,17414304.46,327.29,1.85
global-fund,Global Fund,BF,south-of-sahara,2014,14799187.06,441.73,11.07
global-fund,Global Fund,BI,south-of-sahara,2014,16869488.33,201.19,30.6
global-fund,Global Fund,BJ,south-of-sahara,2014,30856404.09,389.54,17.24
global-fund,Global Fund,BO,south-america,2014,3506634.69,2042.52,3.24
global-fund,Global Fund,BT,south-central-asia,2014,594344.86,1734.16,0.23
global-fund,Global Fund,BY,europe,2014,9767067.23,5112.34,0
global-fund,Global Fund,BZ,north-central-america,2014,99057.48,2139.17,5.58
global-fund,Global Fund,CD,south-of-sahara,2014,99057477.00,108.16,38.05
global-fund,Global Fund,CF,south-of-sahara,2014,7577896.99,42.11,47.3
global-fund,Global Fund,CG,south-of-sahara,2014,3437294.45,3606.24,14.41
global-fund,Global Fund,CI,south-of-sahara,2014,52728295.01,593.45,8.88
global-fund,Global Fund,CM,south-of-sahara,2014,23763888.73,528.50,7.65
global-fund,Global Fund,CN,far-east-asia,2014,2228793.23,2761.38,0.35
global-fund,Global Fund,CO,south-america,2014,8003844.14,3442.74,2.31
global-fund,Global Fund,CU,north-central-america,2014,1971243.79,,
global-fund,Global Fund,CV,south-of-sahara,2014,1267935.71,1652.21,1.54
global-fund,Global Fund,DJ,south-of-sahara,2014,1436333.42,1007.06,7.51
global-fund,Global Fund,DO,north-central-america,2014,14343522.67,1566.26,0.56
global-fund,Global Fund,EC,south-america,2014,6696285.45,,1.43
global-fund,Global Fund,EG,north-of-sahara,2014,465570.14,2359.05,
global-fund,Global Fund,ER,south-of-sahara,2014,30648383.38,,
global-fund,Global Fund,ET,south-of-sahara,2014,102891001.36,197.43,5.58
global-fund,Global Fund,FJ,oceania,2014,990574.77,2231.33,0.75
global-fund,Global Fund,GE,south-central-asia,2014,10955756.96,2031.02,2.89
global-fund,Global Fund,GH,south-of-sahara,2014,26180891.17,563.93,3.74
global-fund,Global Fund,GM,south-of-sahara,2014,8934984.43,318.68,17.39
global-fund,Global Fund,GN,south-of-sahara,2014,19197339.04,295.61,10.45
global-fund,Global Fund,GT,north-central-america,2014,14739752.58,762.55,2.72
global-fund,Global Fund,GW,south-of-sahara,2014,5626464.69,278.39,30.73
global-fund,Global Fund,GY,south-america,2014,1961338.04,1919.19,2.3
global-fund,Global Fund,HN,north-central-america,2014,4645795.67,833.08,6.01
global-fund,Global Fund,HT,north-central-america,2014,24724746.26,314.84,28.21
global-fund,Global Fund,ID,far-east-asia,2014,48478729.24,1602.39,1.25
global-fund,Global Fund,IN,south-central-asia,2014,129527556.93,1057.37,3.22
global-fund,Global Fund,IQ,middle-east,2014,2347662.20,7870.60,
global-fund,Global Fund,IR,middle-east,2014,10153391.39,1358.36,0.03
global-fund,Global Fund,JO,middle-east,2014,49528.74,3067.95,
global-fund,Global Fund,KE,south-of-sahara,2014,118304344.78,522.41,8.26
global-fund,Global Fund,KG,south-central-asia,2014,10747736.25,924.82,0.23
global-fund,Global Fund,KH,far-east-asia,2014,48538163.73,574.33,0.22
global-fund,Global Fund,KM,south-of-sahara,2014,1604731.13,351.99,3.88
global-fund,Global Fund,KP,far-east-asia,2014,18424690.72,,
global-fund,Global Fund,KZ,south-central-asia,2014,5279763.52,5875.46,0.01
global-fund,Global Fund,LA,far-east-asia,2014,10708113.26,924.30,3.22
global-fund,Global Fund,LK,south-central-asia,2014,4011827.82,1220.64,0.27
global-fund,Global Fund,LR,south-of-sahara,2014,14700129.59,222.89,19.81
global-fund,Global Fund,LS,south-of-sahara,2014,12946812.24,1373.95,29.16
global-fund,Global Fund,MA,north-of-sahara,2014,9063759.15,2083.56,0.24
global-fund,Global Fund,MD,europe,2014,8310922.32,1718.87,0
global-fund,Global Fund,ME,europe,2014,812271.31,6361.95,0
global-fund,Global Fund,MG,south-of-sahara,2014,5814673.90,159.49,39.45
global-fund,Global Fund,MK,europe,2014,1703788.60,3694.45,0.39
global-fund,Global Fund,ML,south-of-sahara,2014,37215894.11,350.28,16.67
global-fund,Global Fund,MM,south-central-asia,2014,79018149.40,832.08,
global-fund,Global Fund,MN,far-east-asia,2014,4398151.98,3062.96,0.03
global-fund,Global Fund,MR,south-of-sahara,2014,931140.28,901.83,1.4
global-fund,Global Fund,MU,south-of-sahara,2014,1723600.10,3890.83,0.09
global-fund,Global Fund,MW,south-of-sahara,2014,80543634.55,160.39,32.64
global-fund,Global Fund,MY,far-east-asia,2014,2714174.87,5036.36,0.01
global-fund,Global Fund,MZ,south-of-sahara,2014,99840031.07,342.64,25.25
global-fund,Global Fund,NA,south-of-sahara,2014,17711476.89,2211.27,5.14
global-fund,Global Fund,NE,south-of-sahara,2014,35076252.61,271.35,13.69
global-fund,Global Fund,NG,south-of-sahara,2014,234538388.29,537.24,19.6
global-fund,Global Fund,NI,north-central-america,2014,7142044.09,764.14,1.57
global-fund,Global Fund,NP,south-central-asia,2014,13154832.95,453.94,1.62
global-fund,Global Fund,PA,north-central-america,2014,931140.28,3285.76,1.21
global-fund,Global Fund,PE,south-america,2014,3694843.89,2540.46,0.79
global-fund,Global Fund,PG,oceania,2014,15849196.32,649.71,11.92
global-fund,Global Fund,PH,far-east-asia,2014,27161560.19,1258.07,2.36
global-fund,Global Fund,PK,south-central-asia,2014,39107891.92,644.36,1.02
global-fund,Global Fund,PS,middle-east,2014,158491.96,,0.02
global-fund,Global Fund,PY,south-america,2014,3833524.36,1463.83,0.85
global-fund,Global Fund,RS,europe,2014,2169358.75,4965.47,0.04
global-fund,Global Fund,RW,south-of-sahara,2014,135471005.55,388.71,23.77
global-fund,Global Fund,SB,oceania,2014,455664.39,805.45,11.24
global-fund,Global Fund,SD,south-of-sahara,2014,32282831.75,282.48,2.43
global-fund,Global Fund,SL,south-of-sahara,2014,31123859.27,241.24,8.06
global-fund,Global Fund,SN,south-of-sahara,2014,34184735.31,557.91,12.48
global-fund,Global Fund,SO,south-of-sahara,2014,20029421.85,,
global-fund,Global Fund,SR,south-america,2014,594344.86,3957.95,14.23
global-fund,Global Fund,SS,south-of-sahara,2014,24883238.22,567.37,37.87
global-fund,Global Fund,ST,south-of-sahara,2014,3942487.58,905.77,7.07
global-fund,Global Fund,SV,north-central-america,2014,1475956.41,1468.02,0.64
global-fund,Global Fund,SY,middle-east,2014,1515579.40,,
global-fund,Global Fund,SZ,south-of-sahara,2014,5061837.07,2273.54,16.01
global-fund,Global Fund,TD,south-of-sahara,2014,23090297.89,473.67,13.65
global-fund,Global Fund,TG,south-of-sahara,2014,18602994.18,334.14,21.5
global-fund,Global Fund,TH,far-east-asia,2014,48042876.35,3128.24,0
global-fund,Global Fund,TJ,south-central-asia,2014,11748216.77,601.13,4.06
global-fund,Global Fund,TL,far-east-asia,2014,6200998.06,3856.61,4.24
global-fund,Global Fund,TM,south-central-asia,2014,3100499.03,,0.31
global-fund,Global Fund,TN,north-of-sahara,2014,1882092.06,2460.67,0.17
global-fund,Global Fund,TZ,south-of-sahara,2014,182810573.80,356.50,13
global-fund,Global Fund,UA,europe,2014,56492479.13,2955.98,0
global-fund,Global Fund,UG,south-of-sahara,2014,56581630.86,232.23,10.3
global-fund,Global Fund,UY,south-america,2014,406135.66,5888.98,0.09
global-fund,Global Fund,UZ,south-central-asia,2014,11114248.92,1352.40,6.36
global-fund,Global Fund,VN,far-east-asia,2014,32629532.92,1074.58,0.62
global-fund,Global Fund,XK,europe,2014,2714174.87,2237.88,0.19
global-fund,Global Fund,YE,middle-east,2014,4863722.12,811.58,
global-fund,Global Fund,ZA,south-of-sahara,2014,90340419.02,2780.81,4.75
global-fund,Global Fund,ZM,south-of-sahara,2014,68161449.92,681.73,28.32
global-fund,Global Fund,ZW,south-of-sahara,2014,113351470.93,554.67,3.93
iaea,International Atomic Energy Agency,AF,south-central-asia,2014,366512.66,433.28,
iaea,International Atomic Energy Agency,AL,europe,2014,376418.41,2947.39,0.2
iaea,International Atomic Energy Agency,AM,south-central-asia,2014,1030197.76,1647.92,0.41
iaea,International Atomic Energy Agency,AO,south-of-sahara,2014,475475.89,2683.79,8.56
