id-from,parent,year,id-to,rank,total-value,purpose-code,purpose-name,purpose-value
cif,Climate Investment Funds,2014,NE,8,5282400.73,41010,Environmental policy and admin. mgmt,5282400.73
cif,Climate Investment Funds,2014,MZ,9,2604354.80,31110,Agricultural policy & administrative management,1923216.77
cif,Climate Investment Funds,2014,MZ,9,2604354.80,41010,Environmental policy and admin. mgmt,681138.03
cif,Climate Investment Funds,2014,TJ,10,2222293.28,41050,Flood prevention/control,1851285.19
cif,Climate Investment Funds,2014,TJ,10,2222293.28,31140,Agricultural water resources,92751.97
cif,Climate Investment Funds,2014,TJ,10,2222293.28,31110,Agricultural policy & administrative management,92751.97
cif,Climate Investment Funds,2014,TJ,10,2222293.28,21020,Road transport,46376.04
cif,Climate Investment Funds,2014,TJ,10,2222293.28,11320,Secondary education,46376.04
cif,Climate Investment Funds,2014,TJ,10,2222293.28,23110,Energy policy and administrative management,46376.04
cif,Climate Investment Funds,2014,TJ,10,2222293.28,14031,Basic drinking water supply,46376.04
cif,Climate Investment Funds,2014,other,11,15791044.20,41010,Environmental policy and admin. mgmt,3570184.85
cif,Climate Investment Funds,2014,other,11,15791044.20,21020,Road transport,1733498.21
cif,Climate Investment Funds,2014,other,11,15791044.20,31220,Forestry development,1285233.12
cif,Climate Investment Funds,2014,other,11,15791044.20,21010,Transport policy & administrative management,1193462.31
cif,Climate Investment Funds,2014,other,11,15791044.20,31130,Agricultural land resources,1162148.66
cif,Climate Investment Funds,2014,other,11,15791044.20,41050,Flood prevention/control,881562.60
cif,Climate Investment Funds,2014,other,11,15791044.20,99810,Sectors not specified,840625.82
cif,Climate Investment Funds,2014,other,11,15791044.20,23210,"Energy generation, renewable sources - multiple technologies",814236.61
cif,Climate Investment Funds,2014,other,11,15791044.20,14015,Water resources protection,708447.17
cif,Climate Investment Funds,2014,other,11,15791044.20,23110,Energy policy and administrative management,520676.81
cif,Climate Investment Funds,2014,other,11,15791044.20,14020,Water supply and sanitation - large systems,450524.30
cif,Climate Investment Funds,2014,other,11,15791044.20,43030,Urban development and management,402210.41
cif,Climate Investment Funds,2014,other,11,15791044.20,15112,Decentralisation and support to subnational government,369938.07
cif,Climate Investment Funds,2014,other,11,15791044.20,31161,Food crop production,290341.01
cif,Climate Investment Funds,2014,other,11,15791044.20,23220,Hydro-electric power plants,279063.24
cif,Climate Investment Funds,2014,other,11,15791044.20,31110,Agricultural policy & administrative management,269115.19
cif,Climate Investment Funds,2014,other,11,15791044.20,23310,"Energy generation, non-renewable sources, unspecified",240024.19
cif,Climate Investment Funds,2014,other,11,15791044.20,31191,Agricultural services,209743.31
cif,Climate Investment Funds,2014,other,11,15791044.20,31140,Agricultural water resources,105992.07
cif,Climate Investment Funds,2014,other,11,15791044.20,24040,Informal/semi-formal financial intermediaries,84005.68
cif,Climate Investment Funds,2014,other,11,15791044.20,24030,Formal sector financial intermediaries,82639.78
cif,Climate Investment Funds,2014,other,11,15791044.20,14032,Basic sanitation,11195.18
cif,Climate Investment Funds,2014,other,11,15791044.20,24010,Financial policy & administrative management,78445.60
cif,Climate Investment Funds,2014,other,11,15791044.20,14031,Basic drinking water supply,66078.01
cif,Climate Investment Funds,2014,other,11,15791044.20,31320,Fishery development,55330.53
cif,Climate Investment Funds,2014,other,11,15791044.20,23230,Solar energy,40836.14
cif,Climate Investment Funds,2014,other,11,15791044.20,14022,Sanitation - large systems,31807.85
cif,Climate Investment Funds,2014,other,11,15791044.20,16010,Social/welfare services,3467.30
cif,Climate Investment Funds,2014,MA,1,146350191.07,23230,Solar energy,90127643.56
cif,Climate Investment Funds,2014,MX,4,17869502.29,16040,Low-cost housing,168044.08
cif,Climate Investment Funds,2014,MA,1,146350191.07,41010,Environmental policy and admin. mgmt,56222547.51
cif,Climate Investment Funds,2014,IN,2,99196167.37,41010,Environmental policy and admin. mgmt,99057477.00
cif,Climate Investment Funds,2014,IN,2,99196167.37,23630,Electric power transmission and distribution,138690.37
cif,Climate Investment Funds,2014,ZA,3,27978649.76,41010,Environmental policy and admin. mgmt,27978649.76
cif,Climate Investment Funds,2014,MX,4,17869502.29,41010,Environmental policy and admin. mgmt,16902685.47
cif,Climate Investment Funds,2014,MX,4,17869502.29,24030,Formal sector financial intermediaries,386601.52
cif,Climate Investment Funds,2014,MX,4,17869502.29,24010,Financial policy & administrative management,176290.61
cif,Climate Investment Funds,2014,other,11,15791044.20,14050,Waste management/disposal,10210.17
cif,Climate Investment Funds,2014,MX,4,17869502.29,23210,"Energy generation, renewable sources - multiple technologies",110393.61
cif,Climate Investment Funds,2014,MX,4,17869502.29,23110,Energy policy and administrative management,65913.84
cif,Climate Investment Funds,2014,MX,4,17869502.29,32130,Small and medium-sized enterprises (SME) development,59573.17
cif,Climate Investment Funds,2014,ID,5,14151192.33,41010,Environmental policy and admin. mgmt,14133163.12
cif,Climate Investment Funds,2014,ID,5,14151192.33,31110,Agricultural policy & administrative management,16810.05
cif,Climate Investment Funds,2014,ID,5,14151192.33,31220,Forestry development,1219.15
EU,EU Institutions,2014,EG,9,329712046.77,15130,Legal and judicial development,1916204.10
EU,EU Institutions,2014,TR,1,3066842351.56,72040,Emergency food aid,9774200.26
EU,EU Institutions,2014,TR,1,3066842351.56,24030,Formal sector financial intermediaries,1457945962.88
EU,EU Institutions,2014,TR,1,3066842351.56,31110,Agricultural policy & administrative management,177968712.46
EU,EU Institutions,2014,TR,1,3066842351.56,23110,Energy policy and administrative management,171979539.39
EU,EU Institutions,2014,TR,1,3066842351.56,43010,Multisector aid,167829472.90
EU,EU Institutions,2014,TR,1,3066842351.56,21030,Rail transport,162732907.05
EU,EU Institutions,2014,TR,1,3066842351.56,21020,Road transport,159045251.62
EU,EU Institutions,2014,TR,1,3066842351.56,43030,Urban development and management,138379950.31
EU,EU Institutions,2014,TR,1,3066842351.56,31220,Forestry development,125800127.22
EU,EU Institutions,2014,TR,1,3066842351.56,22020,Telecommunications,125800127.22
EU,EU Institutions,2014,TR,1,3066842351.56,21010,Transport policy & administrative management,82138393.12
EU,EU Institutions,2014,TR,1,3066842351.56,16020,Employment policy and administrative management,74638096.60
EU,EU Institutions,2014,TR,1,3066842351.56,14010,Water resources policy/administrative management,59534685.73
EU,EU Institutions,2014,TR,1,3066842351.56,32164,Chemicals,50319956.07
EU,EU Institutions,2014,TR,1,3066842351.56,14030,Basic drinking water supply and basic sanitation,31449984.40
EU,EU Institutions,2014,TR,1,3066842351.56,72010,Material relief assistance and services ,19358080.29
EU,EU Institutions,2014,TR,1,3066842351.56,25010,Business support services & institutions,14754613.45
EU,EU Institutions,2014,TR,1,3066842351.56,14050,Waste management/disposal,13838023.48
EU,EU Institutions,2014,TR,1,3066842351.56,72050,Relief co-ordination; protection and support services,6994285.69
EU,EU Institutions,2014,TR,1,3066842351.56,15160,Human rights,4009650.99
EU,EU Institutions,2014,TR,1,3066842351.56,22010,Communications policy & administrative management,3270164.25
EU,EU Institutions,2014,TR,1,3066842351.56,23310,"Energy generation, non-renewable sources, unspecified",3117615.75
EU,EU Institutions,2014,TR,1,3066842351.56,15150,Democratic participation and civil society,2656131.18
EU,EU Institutions,2014,TR,1,3066842351.56,99810,Sectors not specified,1365295.99
EU,EU Institutions,2014,TR,1,3066842351.56,15110,Public sector policy and administrative management,1147035.01
EU,EU Institutions,2014,TR,1,3066842351.56,16062,Statistical capacity building,522935.39
EU,EU Institutions,2014,TR,1,3066842351.56,91010,Administrative costs (non-sector allocable),388860.81
EU,EU Institutions,2014,TR,1,3066842351.56,16063,Narcotics control,30588.59
EU,EU Institutions,2014,TR,1,3066842351.56,13081,Personnel development for population & reproductive health,27155.04
EU,EU Institutions,2014,TR,1,3066842351.56,15153,Media and free flow of information,24548.41
EU,EU Institutions,2014,MA,2,538705726.52,21020,Road transport,138545002.31
EU,EU Institutions,2014,MA,2,538705726.52,23630,Electric power transmission and distribution,75479981.52
EU,EU Institutions,2014,MA,2,538705726.52,21040,Water transport,50319956.07
EU,EU Institutions,2014,MA,2,538705726.52,32164,Chemicals,50074004.92
EU,EU Institutions,2014,MA,2,538705726.52,23310,"Energy generation, non-renewable sources, unspecified",49852990.22
EU,EU Institutions,2014,MA,2,538705726.52,14030,Basic drinking water supply and basic sanitation,47866890.10
EU,EU Institutions,2014,MA,2,538705726.52,15110,Public sector policy and administrative management,33933528.79
EU,EU Institutions,2014,MA,2,538705726.52,11120,Education facilities and training,25160025.44
EU,EU Institutions,2014,MA,2,538705726.52,31120,Agricultural development,24974619.23
EU,EU Institutions,2014,MA,2,538705726.52,31110,Agricultural policy & administrative management,13435504.60
EU,EU Institutions,2014,MA,2,538705726.52,12110,Health policy & administrative management,10539900.72
EU,EU Institutions,2014,MA,2,538705726.52,15160,Human rights,2767184.00
EU,EU Institutions,2014,MA,2,538705726.52,13010,Population policy and administrative management,2269444.57
EU,EU Institutions,2014,MA,2,538705726.52,43040,Rural development,1981044.28
EU,EU Institutions,2014,MA,2,538705726.52,15170,Women's equality organisations and institutions,1434015.64
EU,EU Institutions,2014,MA,2,538705726.52,43010,Multisector aid,1391460.02
EU,EU Institutions,2014,MA,2,538705726.52,11110,Education policy & administrative management,1054052.96
EU,EU Institutions,2014,MA,2,538705726.52,11420,Higher education,947739.11
EU,EU Institutions,2014,MA,2,538705726.52,15111,Public finance management,768637.17
EU,EU Institutions,2014,MA,2,538705726.52,15150,Democratic participation and civil society,763966.66
EU,EU Institutions,2014,MA,2,538705726.52,23110,Energy policy and administrative management,593275.05
EU,EU Institutions,2014,MA,2,538705726.52,31210,Forestry policy & administrative management,583640.95
EU,EU Institutions,2014,MA,2,538705726.52,14015,Water resources protection,549883.73
EU,EU Institutions,2014,MA,2,538705726.52,16010,Social/welfare services,469840.47
EU,EU Institutions,2014,MA,2,538705726.52,91010,Administrative costs (non-sector allocable),442246.70
EU,EU Institutions,2014,MA,2,538705726.52,14020,Water supply and sanitation - large systems,386394.10
EU,EU Institutions,2014,MA,2,538705726.52,15130,Legal and judicial development,369411.24
EU,EU Institutions,2014,MA,2,538705726.52,16020,Employment policy and administrative management,267364.26
EU,EU Institutions,2014,MA,2,538705726.52,16061,Culture and recreation,225330.04
EU,EU Institutions,2014,MA,2,538705726.52,33210,Tourism policy and admin. management,220301.69
EU,EU Institutions,2014,MA,2,538705726.52,11230,Basic life skills for youth & adults,178171.32
EU,EU Institutions,2014,MA,2,538705726.52,15113,Anti-corruption organisations and institutions,158280.85
EU,EU Institutions,2014,MA,2,538705726.52,11330,Vocational training,146424.17
EU,EU Institutions,2014,MA,2,538705726.52,15153,Media and free flow of information,101927.54
EU,EU Institutions,2014,MA,2,538705726.52,32130,Small and medium-sized enterprises (SME) development,87020.82
EU,EU Institutions,2014,MA,2,538705726.52,21010,Transport policy & administrative management,81701.85
EU,EU Institutions,2014,MA,2,538705726.52,14022,Sanitation - large systems,66732.22
EU,EU Institutions,2014,MA,2,538705726.52,12181,Medical education/training,51713.17
EU,EU Institutions,2014,MA,2,538705726.52,99810,Sectors not specified,47131.73
EU,EU Institutions,2014,MA,2,538705726.52,93010,Refugees in donor countries (non-sector allocable),40255.96
EU,EU Institutions,2014,MA,2,538705726.52,15152,Legislatures and political parties,37035.18
EU,EU Institutions,2014,MA,2,538705726.52,12220,Basic health care,17786.90
EU,EU Institutions,2014,MA,2,538705726.52,31163,Livestock,16442.03
EU,EU Institutions,2014,MA,2,538705726.52,22030,Radio/television/print media,7466.23
EU,EU Institutions,2014,TN,3,497854583.66,51010,General budget support-related aid,146950479.48
EU,EU Institutions,2014,TN,3,497854583.66,24030,Formal sector financial intermediaries,125800127.22
EU,EU Institutions,2014,TN,3,497854583.66,32262,Oil and gas,40310862.98
EU,EU Institutions,2014,TN,3,497854583.66,11110,Education policy & administrative management,24991789.31
EU,EU Institutions,2014,TN,3,497854583.66,32164,Chemicals,19407136.96
EU,EU Institutions,2014,TN,3,497854583.66,23310,"Energy generation, non-renewable sources, unspecified",18869971.68
EU,EU Institutions,2014,TN,3,497854583.66,23630,Electric power transmission and distribution,18869971.68
EU,EU Institutions,2014,TN,3,497854583.66,21020,Road transport,18869971.68
EU,EU Institutions,2014,TN,3,497854583.66,21030,Rail transport,18744151.64
EU,EU Institutions,2014,TN,3,497854583.66,14010,Water resources policy/administrative management,16629868.68
EU,EU Institutions,2014,TN,3,497854583.66,23110,Energy policy and administrative management,8805989.94
EU,EU Institutions,2014,TN,3,497854583.66,15130,Legal and judicial development,8338550.96
EU,EU Institutions,2014,TN,3,497854583.66,41010,Environmental policy and admin. mgmt,6124090.86
EU,EU Institutions,2014,TN,3,497854583.66,16020,Employment policy and administrative management,4596963.58
EU,EU Institutions,2014,TN,3,497854583.66,15151,Elections,3900070.28
EU,EU Institutions,2014,TN,3,497854583.66,15150,Democratic participation and civil society,2421335.81
EU,EU Institutions,2014,TN,3,497854583.66,15152,Legislatures and political parties,1729095.39
EU,EU Institutions,2014,TN,3,497854583.66,32182,Technological research & development,1636967.51
EU,EU Institutions,2014,TN,3,497854583.66,32120,Industrial development,1573025.45
EU,EU Institutions,2014,TN,3,497854583.66,15110,Public sector policy and administrative management,1446844.82
EU,EU Institutions,2014,TN,3,497854583.66,15170,Women's equality organisations and institutions,953712.10
EU,EU Institutions,2014,TN,3,497854583.66,32130,Small and medium-sized enterprises (SME) development,872530.30
EU,EU Institutions,2014,TN,3,497854583.66,15111,Public finance management,792539.19
EU,EU Institutions,2014,TN,3,497854583.66,15160,Human rights,788530.39
EU,EU Institutions,2014,TN,3,497854583.66,25010,Business support services & institutions,731377.49
EU,EU Institutions,2014,TN,3,497854583.66,12220,Basic health care,698291.45
EU,EU Institutions,2014,TN,3,497854583.66,11420,Higher education,685130.41
EU,EU Institutions,2014,TN,3,497854583.66,43010,Multisector aid,669740.73
EU,EU Institutions,2014,TN,3,497854583.66,15153,Media and free flow of information,448744.61
EU,EU Institutions,2014,TN,3,497854583.66,24081,Education/training in banking & financial services,379752.75
EU,EU Institutions,2014,TN,3,497854583.66,16061,Culture and recreation,332388.49
EU,EU Institutions,2014,TN,3,497854583.66,43040,Rural development,216105.16
EU,EU Institutions,2014,TN,3,497854583.66,11130,Teacher training,87482.00
EU,EU Institutions,2014,TN,3,497854583.66,72010,Material relief assistance and services ,70447.94
EU,EU Institutions,2014,TN,3,497854583.66,22010,Communications policy & administrative management,50319.96
EU,EU Institutions,2014,TN,3,497854583.66,99810,Sectors not specified,41354.85
EU,EU Institutions,2014,TN,3,497854583.66,15112,Decentralisation and support to subnational government,18869.97
EU,EU Institutions,2014,UA,4,465109747.80,51010,General budget support-related aid,314499843.97
EU,EU Institutions,2014,UA,4,465109747.80,15110,Public sector policy and administrative management,27675728.31
EU,EU Institutions,2014,UA,4,465109747.80,23510,Nuclear energy electric power plants,17993079.49
EU,EU Institutions,2014,UA,4,465109747.80,15210,Security system management and reform,12861436.69
EU,EU Institutions,2014,UA,4,465109747.80,15130,Legal and judicial development,12396744.03
EU,EU Institutions,2014,UA,4,465109747.80,72010,Material relief assistance and services ,12299458.18
EU,EU Institutions,2014,UA,4,465109747.80,15151,Elections,9379099.74
EU,EU Institutions,2014,UA,4,465109747.80,23630,Electric power transmission and distribution,6289996.88
EU,EU Institutions,2014,UA,4,465109747.80,14020,Water supply and sanitation - large systems,6289996.88
EU,EU Institutions,2014,UA,4,465109747.80,41010,Environmental policy and admin. mgmt,6208521.53
EU,EU Institutions,2014,UA,4,465109747.80,15150,Democratic participation and civil society,5885244.04
EU,EU Institutions,2014,UA,4,465109747.80,15220,"Civilian peace-building, conflict prevention and resolution",4283404.30
EU,EU Institutions,2014,UA,4,465109747.80,15112,Decentralisation and support to subnational government,3404200.99
EU,EU Institutions,2014,UA,4,465109747.80,33210,Tourism policy and admin. management,2164726.65
EU,EU Institutions,2014,UA,4,465109747.80,43010,Multisector aid,2161377.87
EU,EU Institutions,2014,UA,4,465109747.80,23110,Energy policy and administrative management,1821351.55
EU,EU Institutions,2014,UA,4,465109747.80,21010,Transport policy & administrative management,1812445.71
EU,EU Institutions,2014,UA,4,465109747.80,15160,Human rights,1665445.93
EU,EU Institutions,2014,UA,4,465109747.80,32262,Oil and gas,1572494.48
EU,EU Institutions,2014,UA,4,465109747.80,31110,Agricultural policy & administrative management,1560424.48
EU,EU Institutions,2014,UA,4,465109747.80,13010,Population policy and administrative management,1539309.09
EU,EU Institutions,2014,UA,4,465109747.80,16010,Social/welfare services,1476998.30
EU,EU Institutions,2014,UA,4,465109747.80,33120,Trade facilitation,1339021.98
EU,EU Institutions,2014,UA,4,465109747.80,15153,Media and free flow of information,1263007.53
EU,EU Institutions,2014,UA,4,465109747.80,16061,Culture and recreation,1119031.98
EU,EU Institutions,2014,UA,4,465109747.80,99810,Sectors not specified,1027798.33
EU,EU Institutions,2014,UA,4,465109747.80,32182,Technological research & development,807815.85
EU,EU Institutions,2014,UA,4,465109747.80,23181,Energy education/training,588537.50
EU,EU Institutions,2014,UA,4,465109747.80,25010,Business support services & institutions,538607.42
EU,EU Institutions,2014,UA,4,465109747.80,15111,Public finance management,508217.19
EU,EU Institutions,2014,UA,4,465109747.80,11230,Basic life skills for youth & adults,407200.99
EU,EU Institutions,2014,UA,4,465109747.80,23230,Solar energy,367247.55
EU,EU Institutions,2014,UA,4,465109747.80,43030,Urban development and management,353315.18
EU,EU Institutions,2014,UA,4,465109747.80,11420,Higher education,234146.14
EU,EU Institutions,2014,UA,4,465109747.80,99820,Promotion of development awareness  (non-sector allocable),207956.25
EU,EU Institutions,2014,UA,4,465109747.80,11130,Teacher training,171452.51
EU,EU Institutions,2014,UA,4,465109747.80,24010,Financial policy & administrative management,170593.77
EU,EU Institutions,2014,UA,4,465109747.80,13040,Std control including hiv/aids,127564.64
EU,EU Institutions,2014,UA,4,465109747.80,31194,Agricultural co-operatives,105079.17
EU,EU Institutions,2014,UA,4,465109747.80,32130,Small and medium-sized enterprises (SME) development,85595.74
EU,EU Institutions,2014,UA,4,465109747.80,41081,Environmental education/training,83274.85
EU,EU Institutions,2014,UA,4,465109747.80,16062,Statistical capacity building,77255.97
EU,EU Institutions,2014,UA,4,465109747.80,15113,Anti-corruption organisations and institutions,66203.24
EU,EU Institutions,2014,UA,4,465109747.80,12261,Health education,63843.48
EU,EU Institutions,2014,UA,4,465109747.80,22030,Radio/television/print media,53726.67
EU,EU Institutions,2014,UA,4,465109747.80,22010,Communications policy & administrative management,51911.34
EU,EU Institutions,2014,UA,4,465109747.80,41030,Bio-diversity,18332.27
EU,EU Institutions,2014,UA,4,465109747.80,91010,Administrative costs (non-sector allocable),13775.07
EU,EU Institutions,2014,UA,4,465109747.80,16064,Social mitigation of HIV/AIDS,13104.34
EU,EU Institutions,2014,UA,4,465109747.80,22020,Telecommunications,4801.76
EU,EU Institutions,2014,PS,5,458271941.88,16010,Social/welfare services,219496365.62
EU,EU Institutions,2014,PS,5,458271941.88,72010,Material relief assistance and services ,144449467.08
EU,EU Institutions,2014,PS,5,458271941.88,15210,Security system management and reform,20464222.50
EU,EU Institutions,2014,PS,5,458271941.88,72040,Emergency food aid,11269226.77
EU,EU Institutions,2014,PS,5,458271941.88,43010,Multisector aid,8973910.29
EU,EU Institutions,2014,PS,5,458271941.88,72050,Relief co-ordination; protection and support services,5786138.35
EU,EU Institutions,2014,PS,5,458271941.88,15130,Legal and judicial development,4928596.57
EU,EU Institutions,2014,PS,5,458271941.88,32130,Small and medium-sized enterprises (SME) development,3886170.82
EU,EU Institutions,2014,PS,5,458271941.88,15110,Public sector policy and administrative management,3794486.69
EU,EU Institutions,2014,PS,5,458271941.88,15160,Human rights,3622261.95
EU,EU Institutions,2014,PS,5,458271941.88,52010,Food aid/Food security programmes,3297176.21
EU,EU Institutions,2014,PS,5,458271941.88,73010,Reconstruction relief and rehabilitation,3101812.87
EU,EU Institutions,2014,PS,5,458271941.88,15220,"Civilian peace-building, conflict prevention and resolution",2633043.06
EU,EU Institutions,2014,PS,5,458271941.88,15150,Democratic participation and civil society,2582998.09
EU,EU Institutions,2014,PS,5,458271941.88,15111,Public finance management,2488666.88
EU,EU Institutions,2014,PS,5,458271941.88,11420,Higher education,1890181.07
EU,EU Institutions,2014,PS,5,458271941.88,14022,Sanitation - large systems,1635395.02
EU,EU Institutions,2014,PS,5,458271941.88,11330,Vocational training,1595961.29
EU,EU Institutions,2014,PS,5,458271941.88,99810,Sectors not specified,1531331.98
EU,EU Institutions,2014,PS,5,458271941.88,31120,Agricultural development,1518323.60
EU,EU Institutions,2014,PS,5,458271941.88,43040,Rural development,1451493.91
EU,EU Institutions,2014,PS,5,458271941.88,33210,Tourism policy and admin. management,1153192.33
EU,EU Institutions,2014,PS,5,458271941.88,15170,Women's equality organisations and institutions,1089935.28
EU,EU Institutions,2014,PS,5,458271941.88,16050,Multisector aid for basic social services,953019.95
EU,EU Institutions,2014,PS,5,458271941.88,16061,Culture and recreation,826705.16
EU,EU Institutions,2014,PS,5,458271941.88,12110,Health policy & administrative management,643885.71
EU,EU Institutions,2014,PS,5,458271941.88,16062,Statistical capacity building,606452.59
EU,EU Institutions,2014,PS,5,458271941.88,15112,Decentralisation and support to subnational government,502382.25
EU,EU Institutions,2014,PS,5,458271941.88,11220,Primary education,295610.06
EU,EU Institutions,2014,PS,5,458271941.88,12191,Medical services,278566.51
EU,EU Institutions,2014,PS,5,458271941.88,91010,Administrative costs (non-sector allocable),273841.10
EU,EU Institutions,2014,PS,5,458271941.88,22030,Radio/television/print media,263676.70
EU,EU Institutions,2014,PS,5,458271941.88,12181,Medical education/training,256738.30
EU,EU Institutions,2014,PS,5,458271941.88,23310,"Energy generation, non-renewable sources, unspecified",204678.01
EU,EU Institutions,2014,PS,5,458271941.88,14021,Water supply - large systems,195023.90
EU,EU Institutions,2014,PS,5,458271941.88,13020,Reproductive health care,134143.88
EU,EU Institutions,2014,PS,5,458271941.88,11240,Early childhood education,126766.30
EU,EU Institutions,2014,PS,5,458271941.88,15151,Elections,38199.13
EU,EU Institutions,2014,PS,5,458271941.88,24030,Formal sector financial intermediaries,18862.48
EU,EU Institutions,2014,PS,5,458271941.88,23210,"Energy generation, renewable sources - multiple technologies",13031.62
EU,EU Institutions,2014,RS,6,442851334.02,24030,Formal sector financial intermediaries,115411108.81
EU,EU Institutions,2014,RS,6,442851334.02,21020,Road transport,83042769.35
EU,EU Institutions,2014,RS,6,442851334.02,21030,Rail transport,35054064.51
EU,EU Institutions,2014,RS,6,442851334.02,73010,Reconstruction relief and rehabilitation,27259549.44
EU,EU Institutions,2014,RS,6,442851334.02,23630,Electric power transmission and distribution,16676561.47
EU,EU Institutions,2014,RS,6,442851334.02,43082,Research/scientific institutions,15410517.95
EU,EU Institutions,2014,RS,6,442851334.02,43040,Rural development,14793941.45
EU,EU Institutions,2014,RS,6,442851334.02,15112,Decentralisation and support to subnational government,14658855.58
EU,EU Institutions,2014,RS,6,442851334.02,11420,Higher education,12692881.80
EU,EU Institutions,2014,RS,6,442851334.02,15110,Public sector policy and administrative management,9276367.18
EU,EU Institutions,2014,RS,6,442851334.02,43030,Urban development and management,9187065.83
EU,EU Institutions,2014,RS,6,442851334.02,16010,Social/welfare services,8626929.16
EU,EU Institutions,2014,RS,6,442851334.02,51010,General budget support-related aid,7070528.27
EU,EU Institutions,2014,RS,6,442851334.02,15130,Legal and judicial development,6880771.66
EU,EU Institutions,2014,RS,6,442851334.02,14021,Water supply - large systems,5479498.70
EU,EU Institutions,2014,RS,6,442851334.02,16020,Employment policy and administrative management,5440384.51
EU,EU Institutions,2014,RS,6,442851334.02,93010,Refugees in donor countries (non-sector allocable),4935534.78
EU,EU Institutions,2014,RS,6,442851334.02,14022,Sanitation - large systems,3849385.85
EU,EU Institutions,2014,RS,6,442851334.02,15160,Human rights,3156022.85
EU,EU Institutions,2014,RS,6,442851334.02,16030,Housing policy and administrative management,2930051.92
EU,EU Institutions,2014,RS,6,442851334.02,31110,Agricultural policy & administrative management,2927213.15
EU,EU Institutions,2014,RS,6,442851334.02,41010,Environmental policy and admin. mgmt,2907627.13
EU,EU Institutions,2014,RS,6,442851334.02,31195,Livestock/veterinary services,2572310.57
EU,EU Institutions,2014,RS,6,442851334.02,15111,Public finance management,2521332.08
EU,EU Institutions,2014,RS,6,442851334.02,15153,Media and free flow of information,1945121.41
EU,EU Institutions,2014,RS,6,442851334.02,11130,Teacher training,1883906.19
EU,EU Institutions,2014,RS,6,442851334.02,22020,Telecommunications,1780813.40
EU,EU Institutions,2014,RS,6,442851334.02,23510,Nuclear energy electric power plants,1635395.02
EU,EU Institutions,2014,RS,6,442851334.02,15150,Democratic participation and civil society,1627923.04
EU,EU Institutions,2014,RS,6,442851334.02,14050,Waste management/disposal,1512053.93
EU,EU Institutions,2014,RS,6,442851334.02,32130,Small and medium-sized enterprises (SME) development,1443876.15
EU,EU Institutions,2014,RS,6,442851334.02,21040,Water transport,1367209.65
EU,EU Institutions,2014,RS,6,442851334.02,14020,Water supply and sanitation - large systems,1314231.56
EU,EU Institutions,2014,RS,6,442851334.02,23320,Coal-fired electric power plants,1176734.99
EU,EU Institutions,2014,RS,6,442851334.02,72010,Material relief assistance and services ,1141183.81
EU,EU Institutions,2014,RS,6,442851334.02,16040,Low-cost housing,1097365.02
EU,EU Institutions,2014,RS,6,442851334.02,31192,Plant and post-harvest protection and pest control,1031260.67
EU,EU Institutions,2014,RS,6,442851334.02,99810,Sectors not specified,976992.79
EU,EU Institutions,2014,RS,6,442851334.02,11240,Early childhood education,942654.73
EU,EU Institutions,2014,RS,6,442851334.02,11120,Education facilities and training,909520.54
EU,EU Institutions,2014,RS,6,442851334.02,12220,Basic health care,762951.47
EU,EU Institutions,2014,RS,6,442851334.02,12110,Health policy & administrative management,727758.46
EU,EU Institutions,2014,RS,6,442851334.02,33110,Trade policy and admin. management,654159.90
EU,EU Institutions,2014,RS,6,442851334.02,11110,Education policy & administrative management,634329.79
EU,EU Institutions,2014,RS,6,442851334.02,23640,Gas distribution,521625.99
EU,EU Institutions,2014,RS,6,442851334.02,11230,Basic life skills for youth & adults,510798.88
EU,EU Institutions,2014,RS,6,442851334.02,11330,Vocational training,495150.10
EU,EU Institutions,2014,RS,6,442851334.02,23310,"Energy generation, non-renewable sources, unspecified",443533.44
EU,EU Institutions,2014,RS,6,442851334.02,15113,Anti-corruption organisations and institutions,425761.36
EU,EU Institutions,2014,RS,6,442851334.02,24020,Monetary institutions,338035.87
EU,EU Institutions,2014,RS,6,442851334.02,12191,Medical services,267167.24
EU,EU Institutions,2014,RS,6,442851334.02,23110,Energy policy and administrative management,207396.84
EU,EU Institutions,2014,RS,6,442851334.02,16061,Culture and recreation,198445.68
EU,EU Institutions,2014,RS,6,442851334.02,12181,Medical education/training,191193.36
EU,EU Institutions,2014,RS,6,442851334.02,41040,Site preservation,179932.14
EU,EU Institutions,2014,RS,6,442851334.02,16050,Multisector aid for basic social services,164743.18
EU,EU Institutions,2014,RS,6,442851334.02,15210,Security system management and reform,149496.39
EU,EU Institutions,2014,RS,6,442851334.02,23210,"Energy generation, renewable sources - multiple technologies",130162.96
EU,EU Institutions,2014,RS,6,442851334.02,32161,Agro-industries,117172.97
EU,EU Institutions,2014,RS,6,442851334.02,31182,Agricultural research,112915.66
EU,EU Institutions,2014,RS,6,442851334.02,31165,Agricultural alternative development,108385.76
EU,EU Institutions,2014,RS,6,442851334.02,32266,Industrial minerals,98704.73
EU,EU Institutions,2014,RS,6,442851334.02,22030,Radio/television/print media,95085.63
EU,EU Institutions,2014,RS,6,442851334.02,33210,Tourism policy and admin. management,92907.53
EU,EU Institutions,2014,RS,6,442851334.02,16063,Narcotics control,83433.57
EU,EU Institutions,2014,RS,6,442851334.02,11220,Primary education,71900.32
EU,EU Institutions,2014,RS,6,442851334.02,15170,Women's equality organisations and institutions,70389.72
