id-to,year,destination-institution-type,creditor-type,creditor-institution,financing-type,value
AF,2006,ppg,official,bilateral,concessional,60686411.58
AF,2006,ppg,official,bilateral,non-concessional,0
AF,2006,ppg,official,multilateral,concessional,41527555.33
AF,2006,ppg,official,multilateral,non-concessional,0
AF,2007,ppg,official,bilateral,concessional,0
AF,2007,ppg,official,bilateral,non-concessional,0
AF,2007,ppg,official,multilateral,concessional,0
AF,2007,ppg,official,multilateral,non-concessional,0
AF,2008,ppg,official,bilateral,concessional,22757.2804
AF,2008,ppg,official,bilateral,non-concessional,0
AF,2008,ppg,official,multilateral,concessional,0
AF,2008,ppg,official,multilateral,non-concessional,0
AF,2009,ppg,official,bilateral,concessional,0
AF,2009,ppg,official,bilateral,non-concessional,0
AF,2009,ppg,official,multilateral,concessional,3407111.792
AF,2009,ppg,official,multilateral,non-concessional,0
AF,2010,ppg,official,bilateral,concessional,0
AF,2010,ppg,official,bilateral,non-concessional,0
AF,2010,ppg,official,multilateral,concessional,0
AF,2010,ppg,official,multilateral,non-concessional,0
AF,2011,ppg,official,bilateral,concessional,0
AF,2011,ppg,official,bilateral,non-concessional,0
AF,2011,ppg,official,multilateral,concessional,0
AF,2011,ppg,official,multilateral,non-concessional,0
AF,2012,ppg,official,bilateral,concessional,0
AF,2012,ppg,official,bilateral,non-concessional,0
AF,2012,ppg,official,multilateral,concessional,0
AF,2012,ppg,official,multilateral,non-concessional,0
AF,2013,ppg,official,bilateral,concessional,0
AF,2013,ppg,official,bilateral,non-concessional,0
AF,2013,ppg,official,multilateral,concessional,9433796.644
AF,2013,ppg,official,multilateral,non-concessional,0
AG,2000,ppg,official,bilateral,concessional,
AG,2000,ppg,official,bilateral,non-concessional,
AG,2000,ppg,official,multilateral,concessional,
AG,2000,ppg,official,multilateral,non-concessional,
AG,2001,ppg,official,bilateral,concessional,
AG,2001,ppg,official,bilateral,non-concessional,
AG,2001,ppg,official,multilateral,concessional,
AG,2001,ppg,official,multilateral,non-concessional,
AG,2002,ppg,official,bilateral,concessional,
AG,2002,ppg,official,bilateral,non-concessional,
AG,2002,ppg,official,multilateral,concessional,
AG,2002,ppg,official,multilateral,non-concessional,
AG,2003,ppg,official,bilateral,concessional,
AG,2003,ppg,official,bilateral,non-concessional,
AG,2003,ppg,official,multilateral,concessional,
AG,2003,ppg,official,multilateral,non-concessional,
AG,2004,ppg,official,bilateral,concessional,
AG,2004,ppg,official,bilateral,non-concessional,
AG,2004,ppg,official,multilateral,concessional,
AG,2004,ppg,official,multilateral,non-concessional,
AG,2005,ppg,official,bilateral,concessional,
AG,2005,ppg,official,bilateral,non-concessional,
AG,2005,ppg,official,multilateral,concessional,
AG,2005,ppg,official,multilateral,non-concessional,
AG,2006,ppg,official,bilateral,concessional,
AG,2006,ppg,official,bilateral,non-concessional,
AG,2006,ppg,official,multilateral,concessional,
AG,2006,ppg,official,multilateral,non-concessional,
AG,2007,ppg,official,bilateral,concessional,
AG,2007,ppg,official,bilateral,non-concessional,
AG,2007,ppg,official,multilateral,concessional,
AG,2007,ppg,official,multilateral,non-concessional,
AG,2008,ppg,official,bilateral,concessional,
AG,2008,ppg,official,bilateral,non-concessional,
AG,2008,ppg,official,multilateral,concessional,
AG,2008,ppg,official,multilateral,non-concessional,
AG,2009,ppg,official,bilateral,concessional,
AG,2009,ppg,official,bilateral,non-concessional,
AG,2009,ppg,official,multilateral,concessional,
AG,2009,ppg,official,multilateral,non-concessional,
AG,2010,ppg,official,bilateral,concessional,
AG,2010,ppg,official,bilateral,non-concessional,
AG,2010,ppg,official,multilateral,concessional,
AG,2010,ppg,official,multilateral,non-concessional,
AG,2011,ppg,official,bilateral,concessional,
AG,2011,ppg,official,bilateral,non-concessional,
AG,2011,ppg,official,multilateral,concessional,
AG,2011,ppg,official,multilateral,non-concessional,
AG,2012,ppg,official,bilateral,concessional,
AG,2012,ppg,official,bilateral,non-concessional,
AG,2012,ppg,official,multilateral,concessional,
AG,2012,ppg,official,multilateral,non-concessional,
AG,2013,ppg,official,bilateral,concessional,
AG,2013,ppg,official,bilateral,non-concessional,
AG,2013,ppg,official,multilateral,concessional,
AG,2013,ppg,official,multilateral,non-concessional,
AL,2000,ppg,official,bilateral,concessional,1811661.472
AL,2000,ppg,official,bilateral,non-concessional,11964589.34
AL,2000,ppg,official,multilateral,concessional,0
AL,2000,ppg,official,multilateral,non-concessional,61223681.89
AL,2001,ppg,official,bilateral,concessional,27625421.32
AL,2001,ppg,official,bilateral,non-concessional,28222073.68
AL,2001,ppg,official,multilateral,concessional,0
AL,2001,ppg,official,multilateral,non-concessional,18443524.57
AL,2002,ppg,official,bilateral,concessional,28390774.93
AL,2002,ppg,official,bilateral,non-concessional,1415243.659
AL,2002,ppg,official,multilateral,concessional,17447585.87
AL,2002,ppg,official,multilateral,non-concessional,0
AL,2003,ppg,official,bilateral,concessional,28491276.82
AL,2003,ppg,official,bilateral,non-concessional,0
AL,2003,ppg,official,multilateral,concessional,0
AL,2003,ppg,official,multilateral,non-concessional,2558398.515
AL,2004,ppg,official,bilateral,concessional,1757250.662
AL,2004,ppg,official,bilateral,non-concessional,0
AL,2004,ppg,official,multilateral,concessional,0
AL,2004,ppg,official,multilateral,non-concessional,0
AL,2005,ppg,official,bilateral,concessional,0
AL,2005,ppg,official,bilateral,non-concessional,17690000
AL,2005,ppg,official,multilateral,concessional,0
AL,2005,ppg,official,multilateral,non-concessional,0
AL,2006,ppg,official,bilateral,concessional,15452972.6
AL,2006,ppg,official,bilateral,non-concessional,0
AL,2006,ppg,official,multilateral,concessional,3364067.838
AL,2006,ppg,official,multilateral,non-concessional,0
AL,2007,ppg,official,bilateral,concessional,0
AL,2007,ppg,official,bilateral,non-concessional,0
AL,2007,ppg,official,multilateral,concessional,0
AL,2007,ppg,official,multilateral,non-concessional,0
AL,2008,ppg,official,bilateral,concessional,0
AL,2008,ppg,official,bilateral,non-concessional,0
AL,2008,ppg,official,multilateral,concessional,20089951.45
AL,2008,ppg,official,multilateral,non-concessional,0
AL,2009,ppg,official,bilateral,concessional,0
AL,2009,ppg,official,bilateral,non-concessional,362951.1314
AL,2009,ppg,official,multilateral,concessional,35691370.13
AL,2009,ppg,official,multilateral,non-concessional,0
AL,2010,ppg,official,bilateral,concessional,0
AL,2010,ppg,official,bilateral,non-concessional,0
AL,2010,ppg,official,multilateral,concessional,39279160.91
AL,2010,ppg,official,multilateral,non-concessional,0
AL,2011,ppg,official,bilateral,concessional,0
AL,2011,ppg,official,bilateral,non-concessional,3358722.272
AL,2011,ppg,official,multilateral,concessional,28708397.02
AL,2011,ppg,official,multilateral,non-concessional,0
AL,2012,ppg,official,bilateral,concessional,25579000
AL,2012,ppg,official,bilateral,non-concessional,4010000
AL,2012,ppg,official,multilateral,concessional,63852000
AL,2012,ppg,official,multilateral,non-concessional,0
AL,2013,ppg,official,bilateral,concessional,68601669.54
AL,2013,ppg,official,bilateral,non-concessional,0
AL,2013,ppg,official,multilateral,concessional,41105979.67
AL,2013,ppg,official,multilateral,non-concessional,0
AM,2000,ppg,official,bilateral,concessional,2662783.337
AM,2000,ppg,official,bilateral,non-concessional,0
AM,2000,ppg,official,multilateral,concessional,36169345.96
AM,2000,ppg,official,multilateral,non-concessional,0
AM,2001,ppg,official,bilateral,concessional,6503221.262
AM,2001,ppg,official,bilateral,non-concessional,0
AM,2001,ppg,official,multilateral,concessional,11954165.41
AM,2001,ppg,official,multilateral,non-concessional,20839883.75
AM,2002,ppg,official,bilateral,concessional,10090925
AM,2002,ppg,official,bilateral,non-concessional,0
AM,2002,ppg,official,multilateral,concessional,5206508.806
AM,2002,ppg,official,multilateral,non-concessional,353413.5983
AM,2003,ppg,official,bilateral,concessional,5268777.655
AM,2003,ppg,official,bilateral,non-concessional,0
AM,2003,ppg,official,multilateral,concessional,25785439.34
AM,2003,ppg,official,multilateral,non-concessional,0
AM,2004,ppg,official,bilateral,concessional,7256407.611
AM,2004,ppg,official,bilateral,non-concessional,0
AM,2004,ppg,official,multilateral,concessional,14610113.24
AM,2004,ppg,official,multilateral,non-concessional,0
AM,2005,ppg,official,bilateral,concessional,5288059.262
AM,2005,ppg,official,bilateral,non-concessional,0
AM,2005,ppg,official,multilateral,concessional,0
AM,2005,ppg,official,multilateral,non-concessional,0
AM,2006,ppg,official,bilateral,concessional,1647642.146
AM,2006,ppg,official,bilateral,non-concessional,0
AM,2006,ppg,official,multilateral,concessional,0
AM,2006,ppg,official,multilateral,non-concessional,0
AM,2007,ppg,official,bilateral,concessional,0
AM,2007,ppg,official,bilateral,non-concessional,0
AM,2007,ppg,official,multilateral,concessional,0
AM,2007,ppg,official,multilateral,non-concessional,0
AM,2008,ppg,official,bilateral,concessional,0
AM,2008,ppg,official,bilateral,non-concessional,0
AM,2008,ppg,official,multilateral,concessional,0
AM,2008,ppg,official,multilateral,non-concessional,0
AM,2009,ppg,official,bilateral,concessional,491010314
AM,2009,ppg,official,bilateral,non-concessional,0
AM,2009,ppg,official,multilateral,concessional,0
AM,2009,ppg,official,multilateral,non-concessional,0
AM,2010,ppg,official,bilateral,concessional,0
AM,2010,ppg,official,bilateral,non-concessional,0
AM,2010,ppg,official,multilateral,concessional,0
AM,2010,ppg,official,multilateral,non-concessional,0
AM,2011,ppg,official,bilateral,concessional,2990232.664
AM,2011,ppg,official,bilateral,non-concessional,0
AM,2011,ppg,official,multilateral,concessional,0
AM,2011,ppg,official,multilateral,non-concessional,0
AM,2012,ppg,official,bilateral,concessional,2332000
AM,2012,ppg,official,bilateral,non-concessional,0
AM,2012,ppg,official,multilateral,concessional,0
AM,2012,ppg,official,multilateral,non-concessional,0
AM,2013,ppg,official,bilateral,concessional,4414069.931
AM,2013,ppg,official,bilateral,non-concessional,0
AM,2013,ppg,official,multilateral,concessional,0
AM,2013,ppg,official,multilateral,non-concessional,0
AO,2000,ppg,official,bilateral,concessional,0
AO,2000,ppg,official,bilateral,non-concessional,0
AO,2000,ppg,official,multilateral,concessional,56231114.82
AO,2000,ppg,official,multilateral,non-concessional,0
AO,2001,ppg,official,bilateral,concessional,1456052.304
AO,2001,ppg,official,bilateral,non-concessional,0
AO,2001,ppg,official,multilateral,concessional,28623492.19
AO,2001,ppg,official,multilateral,non-concessional,3106993.342
AO,2002,ppg,official,bilateral,concessional,0
AO,2002,ppg,official,bilateral,non-concessional,0
AO,2002,ppg,official,multilateral,concessional,37914877.93
AO,2002,ppg,official,multilateral,non-concessional,208196.2991
AO,2003,ppg,official,bilateral,concessional,19073284.96
AO,2003,ppg,official,bilateral,non-concessional,428974910.3
AO,2003,ppg,official,multilateral,concessional,6089090.423
AO,2003,ppg,official,multilateral,non-concessional,13886248.4
AO,2004,ppg,official,bilateral,concessional,0
AO,2004,ppg,official,bilateral,non-concessional,1354371803
AO,2004,ppg,official,multilateral,concessional,33607723.79
AO,2004,ppg,official,multilateral,non-concessional,1128356.317
AO,2005,ppg,official,bilateral,concessional,391797032.2
AO,2005,ppg,official,bilateral,non-concessional,200609562.3
AO,2005,ppg,official,multilateral,concessional,31017735.14
AO,2005,ppg,official,multilateral,non-concessional,0
AO,2006,ppg,official,bilateral,concessional,590022664.8
AO,2006,ppg,official,bilateral,non-concessional,224857338.8
AO,2006,ppg,official,multilateral,concessional,11222942.07
AO,2006,ppg,official,multilateral,non-concessional,0
AO,2007,ppg,official,bilateral,concessional,1029902913
AO,2007,ppg,official,bilateral,non-concessional,314261654.9
AO,2007,ppg,official,multilateral,concessional,3304669.591
AO,2007,ppg,official,multilateral,non-concessional,0
AO,2008,ppg,official,bilateral,concessional,1147407960
AO,2008,ppg,official,bilateral,non-concessional,0
AO,2008,ppg,official,multilateral,concessional,41534.96339
AO,2008,ppg,official,multilateral,non-concessional,0
AO,2009,ppg,official,bilateral,concessional,1354552949
AO,2009,ppg,official,bilateral,non-concessional,72788275.66
AO,2009,ppg,official,multilateral,concessional,4736740.915
AO,2009,ppg,official,multilateral,non-concessional,0
AO,2010,ppg,official,bilateral,concessional,188146993.6
AO,2010,ppg,official,bilateral,non-concessional,4369207742
AO,2010,ppg,official,multilateral,concessional,2762938.957
AO,2010,ppg,official,multilateral,non-concessional,0
AO,2011,ppg,official,bilateral,concessional,183424732
AO,2011,ppg,official,bilateral,non-concessional,2223041592
AO,2011,ppg,official,multilateral,concessional,0
AO,2011,ppg,official,multilateral,non-concessional,0
AO,2012,ppg,official,bilateral,concessional,480334000
AO,2012,ppg,official,bilateral,non-concessional,442801000
AO,2012,ppg,official,multilateral,concessional,0
AO,2012,ppg,official,multilateral,non-concessional,0
AO,2013,ppg,official,bilateral,concessional,241364348.2
AO,2013,ppg,official,bilateral,non-concessional,3156434392
AO,2013,ppg,official,multilateral,concessional,0
AO,2013,ppg,official,multilateral,non-concessional,0
AR,2000,ppg,official,bilateral,concessional,0
AR,2000,ppg,official,bilateral,non-concessional,0
AR,2000,ppg,official,multilateral,concessional,0
AR,2000,ppg,official,multilateral,non-concessional,0
AR,2001,ppg,official,bilateral,concessional,6316610.129
AR,2001,ppg,official,bilateral,non-concessional,0
AR,2001,ppg,official,multilateral,concessional,0
AR,2001,ppg,official,multilateral,non-concessional,0
AR,2002,ppg,official,bilateral,concessional,0
AR,2002,ppg,official,bilateral,non-concessional,2072046807
AR,2002,ppg,official,multilateral,concessional,5470650.667
AR,2002,ppg,official,multilateral,non-concessional,888954017.3
AR,2003,ppg,official,bilateral,concessional,0
AR,2003,ppg,official,bilateral,non-concessional,0
AR,2003,ppg,official,multilateral,concessional,3534482.46
AR,2003,ppg,official,multilateral,non-concessional,4065582727
AR,2004,ppg,official,bilateral,concessional,20212023.3
AR,2004,ppg,official,bilateral,non-concessional,0
AR,2004,ppg,official,multilateral,concessional,3293410.348
AR,2004,ppg,official,multilateral,non-concessional,823393965.3
AR,2005,ppg,official,bilateral,concessional,0
AR,2005,ppg,official,bilateral,non-concessional,0
AR,2005,ppg,official,multilateral,concessional,1790472.979
AR,2005,ppg,official,multilateral,non-concessional,406186189.8
AR,2006,ppg,official,bilateral,concessional,0
AR,2006,ppg,official,bilateral,non-concessional,0
AR,2006,ppg,official,multilateral,concessional,4898505.595
AR,2006,ppg,official,multilateral,non-concessional,854122227.5
AR,2007,ppg,official,bilateral,concessional,0
AR,2007,ppg,official,bilateral,non-concessional,0
AR,2007,ppg,official,multilateral,concessional,42239832.99
AR,2007,ppg,official,multilateral,non-concessional,1185221592
AR,2008,ppg,official,bilateral,concessional,0
AR,2008,ppg,official,bilateral,non-concessional,0
AR,2008,ppg,official,multilateral,concessional,307354806
AR,2008,ppg,official,multilateral,non-concessional,398667194.8
AR,2009,ppg,official,bilateral,concessional,14981860.39
AR,2009,ppg,official,bilateral,non-concessional,505471478.5
AR,2009,ppg,official,multilateral,concessional,386583533.4
AR,2009,ppg,official,multilateral,non-concessional,340751565.6
AR,2010,ppg,official,bilateral,concessional,0
AR,2010,ppg,official,bilateral,non-concessional,0
AR,2010,ppg,official,multilateral,concessional,170418939.3
AR,2010,ppg,official,multilateral,non-concessional,291283958.8
AR,2011,ppg,official,bilateral,concessional,0
AR,2011,ppg,official,bilateral,non-concessional,0
AR,2011,ppg,official,multilateral,concessional,467202893.6
AR,2011,ppg,official,multilateral,non-concessional,156998167.2
AR,2012,ppg,official,bilateral,concessional,7439000
AR,2012,ppg,official,bilateral,non-concessional,0
AR,2012,ppg,official,multilateral,concessional,246673000
AR,2012,ppg,official,multilateral,non-concessional,0
AR,2013,ppg,official,bilateral,concessional,164996297.2
AR,2013,ppg,official,bilateral,non-concessional,0
AR,2013,ppg,official,multilateral,concessional,479084536.8
AR,2013,ppg,official,multilateral,non-concessional,0
AT,2000,ppg,official,bilateral,concessional,
AT,2000,ppg,official,bilateral,non-concessional,
AT,2000,ppg,official,multilateral,concessional,
AT,2000,ppg,official,multilateral,non-concessional,
AT,2001,ppg,official,bilateral,concessional,
AT,2001,ppg,official,bilateral,non-concessional,
AT,2001,ppg,official,multilateral,concessional,
AT,2001,ppg,official,multilateral,non-concessional,
AT,2002,ppg,official,bilateral,concessional,
AT,2002,ppg,official,bilateral,non-concessional,
AT,2002,ppg,official,multilateral,concessional,
AT,2002,ppg,official,multilateral,non-concessional,
AT,2003,ppg,official,bilateral,concessional,
AT,2003,ppg,official,bilateral,non-concessional,
AT,2003,ppg,official,multilateral,concessional,
AT,2003,ppg,official,multilateral,non-concessional,
AT,2004,ppg,official,bilateral,concessional,
AT,2004,ppg,official,bilateral,non-concessional,
AT,2004,ppg,official,multilateral,concessional,
AT,2004,ppg,official,multilateral,non-concessional,
AT,2005,ppg,official,bilateral,concessional,
AT,2005,ppg,official,bilateral,non-concessional,
AT,2005,ppg,official,multilateral,concessional,
AT,2005,ppg,official,multilateral,non-concessional,
AT,2006,ppg,official,bilateral,concessional,
AT,2006,ppg,official,bilateral,non-concessional,
AT,2006,ppg,official,multilateral,concessional,
AT,2006,ppg,official,multilateral,non-concessional,
AT,2007,ppg,official,bilateral,concessional,
AT,2007,ppg,official,bilateral,non-concessional,
AT,2007,ppg,official,multilateral,concessional,
AT,2007,ppg,official,multilateral,non-concessional,
AT,2008,ppg,official,bilateral,concessional,
AT,2008,ppg,official,bilateral,non-concessional,
AT,2008,ppg,official,multilateral,concessional,
AT,2008,ppg,official,multilateral,non-concessional,
AT,2009,ppg,official,bilateral,concessional,
AT,2009,ppg,official,bilateral,non-concessional,
AT,2009,ppg,official,multilateral,concessional,
AT,2009,ppg,official,multilateral,non-concessional,
AT,2010,ppg,official,bilateral,concessional,
AT,2010,ppg,official,bilateral,non-concessional,
AT,2010,ppg,official,multilateral,concessional,
AT,2010,ppg,official,multilateral,non-concessional,
AT,2011,ppg,official,bilateral,concessional,
AT,2011,ppg,official,bilateral,non-concessional,
AT,2011,ppg,official,multilateral,concessional,
AT,2011,ppg,official,multilateral,non-concessional,
AT,2012,ppg,official,bilateral,concessional,
AT,2012,ppg,official,bilateral,non-concessional,
AT,2012,ppg,official,multilateral,concessional,
AT,2012,ppg,official,multilateral,non-concessional,
AT,2013,ppg,official,bilateral,concessional,
AT,2013,ppg,official,bilateral,non-concessional,
AT,2013,ppg,official,multilateral,concessional,
AT,2013,ppg,official,multilateral,non-concessional,
AU,2000,ppg,official,bilateral,concessional,
AU,2000,ppg,official,bilateral,non-concessional,
AU,2000,ppg,official,multilateral,concessional,
AU,2000,ppg,official,multilateral,non-concessional,
AU,2001,ppg,official,bilateral,concessional,
AU,2001,ppg,official,bilateral,non-concessional,
AU,2001,ppg,official,multilateral,concessional,
AU,2001,ppg,official,multilateral,non-concessional,
AU,2002,ppg,official,bilateral,concessional,
AU,2002,ppg,official,bilateral,non-concessional,
AU,2002,ppg,official,multilateral,concessional,
AU,2002,ppg,official,multilateral,non-concessional,
AU,2003,ppg,official,bilateral,concessional,
AU,2003,ppg,official,bilateral,non-concessional,
AU,2003,ppg,official,multilateral,concessional,
AU,2003,ppg,official,multilateral,non-concessional,
AU,2004,ppg,official,bilateral,concessional,
AU,2004,ppg,official,bilateral,non-concessional,
AU,2004,ppg,official,multilateral,concessional,
AU,2004,ppg,official,multilateral,non-concessional,
AU,2005,ppg,official,bilateral,concessional,
AU,2005,ppg,official,bilateral,non-concessional,
AU,2005,ppg,official,multilateral,concessional,
AU,2005,ppg,official,multilateral,non-concessional,
AU,2006,ppg,official,bilateral,concessional,
AU,2006,ppg,official,bilateral,non-concessional,
AU,2006,ppg,official,multilateral,concessional,
AU,2006,ppg,official,multilateral,non-concessional,
AU,2007,ppg,official,bilateral,concessional,
AU,2007,ppg,official,bilateral,non-concessional,
AU,2007,ppg,official,multilateral,concessional,
AU,2007,ppg,official,multilateral,non-concessional,
AU,2008,ppg,official,bilateral,concessional,
AU,2008,ppg,official,bilateral,non-concessional,
AU,2008,ppg,official,multilateral,concessional,
AU,2008,ppg,official,multilateral,non-concessional,
AU,2009,ppg,official,bilateral,concessional,
AU,2009,ppg,official,bilateral,non-concessional,
AU,2009,ppg,official,multilateral,concessional,
AU,2009,ppg,official,multilateral,non-concessional,
AU,2010,ppg,official,bilateral,concessional,
AU,2010,ppg,official,bilateral,non-concessional,
AU,2010,ppg,official,multilateral,concessional,
AU,2010,ppg,official,multilateral,non-concessional,
AU,2011,ppg,official,bilateral,concessional,
AU,2011,ppg,official,bilateral,non-concessional,
AU,2011,ppg,official,multilateral,concessional,
AU,2011,ppg,official,multilateral,non-concessional,
AU,2012,ppg,official,bilateral,concessional,
AU,2012,ppg,official,bilateral,non-concessional,
AU,2012,ppg,official,multilateral,concessional,
AU,2012,ppg,official,multilateral,non-concessional,
AU,2013,ppg,official,bilateral,concessional,
AU,2013,ppg,official,bilateral,non-concessional,
AU,2013,ppg,official,multilateral,concessional,
AU,2013,ppg,official,multilateral,non-concessional,
AZ,2000,ppg,official,bilateral,concessional,247828684.5
AZ,2000,ppg,official,bilateral,non-concessional,152092960.5
AZ,2000,ppg,official,multilateral,concessional,62128129.41
AZ,2000,ppg,official,multilateral,non-concessional,0
AZ,2001,ppg,official,bilateral,concessional,106624554
AZ,2001,ppg,official,bilateral,non-concessional,1337504.186
AZ,2001,ppg,official,multilateral,concessional,29507899.2
AZ,2001,ppg,official,multilateral,non-concessional,0
AZ,2002,ppg,official,bilateral,concessional,245694155.6
AZ,2002,ppg,official,bilateral,non-concessional,0
AZ,2002,ppg,official,multilateral,concessional,88513579.93
AZ,2002,ppg,official,multilateral,non-concessional,0
AZ,2003,ppg,official,bilateral,concessional,169473262.9
AZ,2003,ppg,official,bilateral,non-concessional,0
AZ,2003,ppg,official,multilateral,concessional,104637936
AZ,2003,ppg,official,multilateral,non-concessional,0
AZ,2004,ppg,official,bilateral,concessional,31683800.83
AZ,2004,ppg,official,bilateral,non-concessional,0
AZ,2004,ppg,official,multilateral,concessional,78032369.91
AZ,2004,ppg,official,multilateral,non-concessional,0
AZ,2005,ppg,official,bilateral,concessional,18944216.1
AZ,2005,ppg,official,bilateral,non-concessional,0
AZ,2005,ppg,official,multilateral,concessional,41439202.96
AZ,2005,ppg,official,multilateral,non-concessional,0
AZ,2006,ppg,official,bilateral,concessional,147383.2467
AZ,2006,ppg,official,bilateral,non-concessional,94963031.76
AZ,2006,ppg,official,multilateral,concessional,56831944
AZ,2006,ppg,official,multilateral,non-concessional,223756228.7
AZ,2007,ppg,official,bilateral,concessional,2186970.74
AZ,2007,ppg,official,bilateral,non-concessional,0
AZ,2007,ppg,official,multilateral,concessional,43270425.38
AZ,2007,ppg,official,multilateral,non-concessional,0
AZ,2008,ppg,official,bilateral,concessional,47217409.98
AZ,2008,ppg,official,bilateral,non-concessional,0
AZ,2008,ppg,official,multilateral,concessional,19230106.16
AZ,2008,ppg,official,multilateral,non-concessional,0
AZ,2009,ppg,official,bilateral,concessional,20820469.26
AZ,2009,ppg,official,bilateral,non-concessional,0
AZ,2009,ppg,official,multilateral,concessional,30180602.08
AZ,2009,ppg,official,multilateral,non-concessional,72563614.51
AZ,2010,ppg,official,bilateral,concessional,123014456.2
AZ,2010,ppg,official,bilateral,non-concessional,0
AZ,2010,ppg,official,multilateral,concessional,162325953.8
AZ,2010,ppg,official,multilateral,non-concessional,0
AZ,2011,ppg,official,bilateral,concessional,123115913.5
AZ,2011,ppg,official,bilateral,non-concessional,0
AZ,2011,ppg,official,multilateral,concessional,107070295.6
AZ,2011,ppg,official,multilateral,non-concessional,0
AZ,2012,ppg,official,bilateral,concessional,124562000
AZ,2012,ppg,official,bilateral,non-concessional,0
AZ,2012,ppg,official,multilateral,concessional,130769000
AZ,2012,ppg,official,multilateral,non-concessional,0
AZ,2013,ppg,official,bilateral,concessional,100774063
AZ,2013,ppg,official,bilateral,non-concessional,0
AZ,2013,ppg,official,multilateral,concessional,35016495.53
AZ,2013,ppg,official,multilateral,non-concessional,0
BA,2000,ppg,official,bilateral,concessional,15150313.84
BA,2000,ppg,official,bilateral,non-concessional,0
BA,2000,ppg,official,multilateral,concessional,57843041.65
BA,2000,ppg,official,multilateral,non-concessional,21579388.67
