"district_id","2010","2011","2012","2013","2014","2015","2016"
"d314",185.1,201.4,209,182,181,72,80
"d301",32.3,30.7,30,31,34,54,69
"d322",92.8,102.4,96,105,110,122,132
"d323",105.2,116.2,116,119,123,105,119
"d315",124.4,128.3,127,130,131,100,101
"d324",23.7,24.3,24,30,19,18,18
"d216",73.7,78.7,75,69,65,94,96
"d316",81.5,84.4,81,84,93,77,81
"d302",118.2,122.3,123,121,125,111,120
"d303",135.1,143.9,139,144,137,133,137
"d217",137.9,145,130,147,154,116,118
"d218",114.6,107.5,110,116,109,91,97
"d201",115.5,104.7,99,100,93,87,80
"d420",81.6,89.1,76,76,97,86,89
"d117",90.4,76.2,79,70,72,73,61
"d219",112.9,127,127,132,130,106,109
"d118",104.6,99.2,98,115,116,124,126
"d220",188.3,211.8,198,194,203,157,162
"d225",129.6,141.7,146,149,150,88,90
"d416",112.4,117.6,109,125,118,81,80
"d401",82.2,77.3,76,67,72,86,101
"d402",93.9,88.9,90,91,98,119,122
"d202",133,141.3,137,141,135,115,110
"d221",144.7,149.3,152,163,168,127,136
"d119",124.3,98,107,114,108,120,115
"d120",94,104.2,124,160,172,86,83
"d226",97.8,117.3,122,120,121,78,90
"d317",106.1,114.7,111,95,99,91,104
"d121",108.5,104.6,112,103,97,81,87
"d304",103.2,115.4,116,115,119,104,109
"d403",73.9,75,76,73,75,63,69
"d417",99.7,102.6,95,88,103,73,108
"d203",93.5,98.9,111,105,107,104,104
"d418",94.9,87.5,85,79,82,67,67
"d204",91.3,74.8,84,59,80,85,94
"d318",45.9,45.3,42,44,42,89,112
"d404",106.9,113,113,114,117,116,128
"d405",89.6,99.7,96,92,90,86,84
"d213",121.3,134.2,134,137,130,114,112
"d101",49.4,48,45,60,62,72,75
"d222",111.4,95,110,109,113,97,97
"d122",113.1,123.1,126,138,143,119,124
"d102",63.8,50.4,53,64,71,66,90
"d205",98,104.3,101,96,92,101,99
"d413",87.4,98.4,87,96,95,72,77
"d414",96.2,96.4,92,94,101,102,111
"d206",114.9,113.8,114,105,106,120,126
"d406",95,95.7,87,88,96,109,104
"d207",99,106.8,114,116,109,100,103
"d112",118.1,122.9,116,97,100,84,101
"d407",93.6,94.2,94,97,99,86,89
"d103",71.9,71.3,73,76,71,83,94
"d227",114.8,124.7,125,129,131,105,113
"d419",100.8,91.1,82,84,85,71,79
"d421",73,74.2,79,72,80,83,85
"d408",113,116.1,116,117,115,105,112
"d305",95.1,100.2,94,93,91,100,112
"d319",97.8,90.8,85,90,93,106,114
"d325",105.5,113.5,110,112,104,94,111
"d306",34.7,33.5,31,35,30,33,36
"d208",116.1,120.3,115,111,108,108,108
"d228",138.3,116.7,116,99,103,111,118
"d123",84.7,94.4,90,97,91,68,78
"d422",100.9,116.4,116,103,120,68,65
"d415",78.4,76.3,78,80,80,67,75
"d326",109.6,106.3,106,94,100,111,107
"d307",109.4,111.3,114,121,121,104,109
"d229",90.3,116.6,97,112,111,116,129
"d104",119.8,116.4,125,112,105,117,120
"d124",103.8,115.9,117,120,120,97,92
"d114",97,102.9,121,132,133,105,118
"d223",121,129.9,125,132,124,124,131
"d320",143.2,158.5,149,160,160,145,159
"d105",104.5,103.5,97,109,110,79,89
"d409",69.3,76.4,77,64,71,89,90
"d214",109.9,115.8,99,103,107,61,97
"d209",109.9,123.1,114,116,116,90,104
"d410",88.9,87.1,87,96,101,95,95
"d423",90.5,95.8,95,92,96,117,121
"d115",83.4,92.7,88,88,84,72,87
"d308",33.5,34.6,33,29,29,36,39
"d309",30.3,29.9,27,26,26,69,72
"d106",101.6,88.8,100,95,96,92,91
"d107",77.2,85.3,87,71,70,69,78
"d108",98.1,91.3,88,84,91,77,84
"d311",47.9,45,40,32,31,31,33
"d116",108.6,109.7,121,112,118,132,137
"d109",122.6,114.5,116,118,104,76,89
"d230",84.3,101.9,83,97,89,94,75
"d224",128.7,132.6,120,136,152,107,119
"d327",34.3,33.5,43,38,37,38,42
"d310",103.3,116.1,114,125,126,108,117
"d231",113.6,116,112,107,102,104,112
"d424",84.5,73.8,76,62,67,78,88
"d411",92.6,9.6,83,85,67,93,97
"d328",206.6,237.7,261,302,279,72,68
"d329",135.8,169.7,142,149,162,109,112
"d321",116.4,132.2,119,124,143,111,109
"d312",102.7,116.7,104,110,125,134,162
"d210",117.6,120.9,117,120,126,106,109
"d110",99.3,97.6,103,106,97,90,102
"d425",88.7,103.3,97,92,82,75,81
"d412",90.2,102.4,96,86,84,88,100
"d111",144.3,132.4,132,143,139,104,121
"d232",105.3,114.9,118,131,125,109,111
"d426",98.8,94,93,94,88,97,92
"d215",127.3,133.2,119,121,123,118,116
"d211",95.6,92.4,90,97,93,73,93
"d212",126.5,117,129,135,138,116,113
"d113",73,62.9,65,75,75,51,48
"d313",57.7,62.4,53,48,49,48,51
"d330",94.7,111.3,114,115,123,96,98
