"id","entity-name","year","value"
"d18974","Baringo",2009,35.1
"d18975","Bomet",2009,40.8
"d18987","Bungoma",2009,88.9
"d18988","Busia",2009,82.9
"d18976","Elgeyo-Marakwet",2009,44.2
"d18955","Embu",2009,62.1
"d18965","Garissa",2009,75.8
"d18968","Homa Bay",2009,38.6
"d18956","Isiolo",2009,84.6
"d18991","Kajiado",2009,72.3
"d18989","Kakamega",2009,76.1
"d18977","Kericho",2009,56.1
"d18943","Kiambu",2009,78.1
"d18949","Kilifi",2009,75.9
"d18944","Kirinyaga",2009,56.8
"d18969","Kisii",2009,67.9
"d18970","Kisumu",2009,60.1
"d18957","Kitui",2009,50.8
"d18950","Kwale",2009,65.8
"d18978","Laikipia",2009,62.7
"d18951","Lamu",2009,89.3
"d18958","Machakos",2009,51.8
"d18959","Makueni",2009,56.9
"d18966","Mandera",2009,51.9
"d18960","Marsabit",2009,77.6
"d18961","Meru",2009,65
"d18971","Migori",2009,47.8
"d18952","Mombasa",2009,75
"d18946","Murang'a",2009,51
"d18964","Nairobi",2009,83.1
"d18979","Nakuru",2009,66.4
"d18980","Nandi",2009,56.2
"d18981","Narok",2009,33.6
"d18962","Nithi",2009,40.4
"d18972","Nyamira",2009,68.6
"d18947","Nyandarua",2009,68
"d18948","Nyeri",2009,69.3
"d18982","Samburu",2009,67.8
"d18973","Siaya",2009,46.7
"d18953","Taita Taveta",2009,70
"d18954","Tana River",2009,55.5
"d18983","Trans-Nzoia",2009,76.7
"d18984","Turkana",2009,74.3
"d18985","Uasin Gishu",2009,88.9
"d18990","Vihiga",2009,76.4
"d18967","Wajir",2009,73.5
"d18986","West Pokot",2009,37.2
