"id","entity-name","year","value"
"d18974","Baringo",2009,53.8
"d18975","Bomet",2009,52.2
"d18987","Bungoma",2009,41.4
"d18988","Busia",2009,58.5
"d18976","Elgeyo-Marakwet",2009,65
"d18955","Embu",2009,81.5
"d18965","Garissa",2009,39.8
"d18968","Homa Bay",2009,60.4
"d18956","Isiolo",2009,43.8
"d18991","Kajiado",2009,63.2
"d18989","Kakamega",2009,48.6
"d18977","Kericho",2009,64.4
"d18943","Kiambu",2009,92.6
"d18949","Kilifi",2009,52.3
"d18944","Kirinyaga",2009,92.3
"d18969","Kisii",2009,72.8
"d18970","Kisumu",2009,69.2
"d18957","Kitui",2009,46.2
"d18950","Kwale",2009,50.1
"d18978","Laikipia",2009,49.5
"d18951","Lamu",2009,47.3
"d18958","Machakos",2009,63.4
"d18959","Makueni",2009,54.6
"d18966","Mandera",2009,38.7
"d18960","Marsabit",2009,25.8
"d18961","Meru",2009,82.8
"d18971","Migori",2009,53.4
"d18952","Mombasa",2009,82.8
"d18946","Murang'a",2009,85.5
"d18964","Nairobi",2009,89.1
"d18979","Nakuru",2009,69.5
"d18980","Nandi",2009,46.8
"d18981","Narok",2009,40.3
"d18962","Nithi",2009,76.6
"d18972","Nyamira",2009,74.1
"d18947","Nyandarua",2009,85.3
"d18948","Nyeri",2009,88.1
"d18982","Samburu",2009,29
"d18973","Siaya",2009,70.4
"d18953","Taita Taveta",2009,62.5
"d18954","Tana River",2009,32.2
"d18983","Trans-Nzoia",2009,41.8
"d18984","Turkana",2009,22.8
"d18985","Uasin Gishu",2009,59
"d18990","Vihiga",2009,50.3
"d18967","Wajir",2009,21.7
"d18986","West Pokot",2009,27
