"id","entity-name","2009"
"d18974","Baringo",53.8
"d18975","Bomet",52.2
"d18987","Bungoma",41.4
"d18988","Busia",58.5
"d18976","Elgeyo-Marakwet",65
"d18955","Embu",81.5
"d18965","Garissa",39.8
"d18968","Homa Bay",60.4
"d18956","Isiolo",43.8
"d18991","Kajiado",63.2
"d18989","Kakamega",48.6
"d18977","Kericho",64.4
"d18943","Kiambu",92.6
"d18949","Kilifi",52.3
"d18944","Kirinyaga",92.3
"d18969","Kisii",72.8
"d18970","Kisumu",69.2
"d18957","Kitui",46.2
"d18950","Kwale",50.1
"d18978","Laikipia",49.5
"d18951","Lamu",47.3
"d18958","Machakos",63.4
"d18959","Makueni",54.6
"d18966","Mandera",38.7
"d18960","Marsabit",25.8
"d18961","Meru",82.8
"d18971","Migori",53.4
"d18952","Mombasa",82.8
"d18946","Murang'a",85.5
"d18964","Nairobi",89.1
"d18979","Nakuru",69.5
"d18980","Nandi",46.8
"d18981","Narok",40.3
"d18962","Nithi",76.6
"d18972","Nyamira",74.1
"d18947","Nyandarua",85.3
"d18948","Nyeri",88.1
"d18982","Samburu",29
"d18973","Siaya",70.4
"d18953","Taita Taveta",62.5
"d18954","Tana River",32.2
"d18983","Trans-Nzoia",41.8
"d18984","Turkana",22.8
"d18985","Uasin Gishu",59
"d18990","Vihiga",50.3
"d18967","Wajir",21.7
"d18986","West Pokot",27
