"id","entity-name","year","flow-name","value"
"AU","Australia",2001,"out-oda-net-excl-debt-relief",2518637512
"AU","Australia",2001,"out-debt-relief",26006814.31
"AU","Australia",2002,"out-debt-relief",12109118.66
"AU","Australia",2002,"out-oda-net-excl-debt-relief",2648506433
"AU","Australia",2003,"out-oda-net-excl-debt-relief",2663366053
"AU","Australia",2003,"out-debt-relief",15100166.53
"AU","Australia",2004,"out-debt-relief",22778108.13
"AU","Australia",2004,"out-oda-net-excl-debt-relief",2705605734
"AU","Australia",2005,"out-oda-net-excl-debt-relief",2868011011
"AU","Australia",2005,"out-debt-relief",34585986.99
"AU","Australia",2006,"out-debt-relief",461125077.6
"AU","Australia",2006,"out-oda-net-excl-debt-relief",3071893064
"AU","Australia",2007,"out-oda-net-excl-debt-relief",3422989970
"AU","Australia",2007,"out-debt-relief",420077138.1
"AU","Australia",2008,"out-debt-relief",351013523.1
"AU","Australia",2008,"out-oda-net-excl-debt-relief",3697867844
"AU","Australia",2009,"out-debt-relief",4279842.412
"AU","Australia",2009,"out-oda-net-excl-debt-relief",3988711916
"AU","Australia",2010,"out-debt-relief",8822949.945
"AU","Australia",2010,"out-oda-net-excl-debt-relief",4450554697
"AU","Australia",2011,"out-debt-relief",12710088.67
"AU","Australia",2011,"out-oda-net-excl-debt-relief",4954601906
"AU","Australia",2012,"out-debt-relief",8390000
"AU","Australia",2012,"out-oda-net-excl-debt-relief",5394310000
"AU","Australia",2013,"out-debt-relief",0
"AU","Australia",2013,"out-oda-net-excl-debt-relief",5152222822
"AU","Australia",2014,"out-oda-net-excl-debt-relief",4838362220
"AU","Australia",2014,"out-debt-relief",0
"AT","Austria",1960,"out-debt-relief",0
"AT","Austria",1960,"out-oda-net-excl-debt-relief",1355376.086
"AT","Austria",1961,"out-debt-relief",0
"AT","Austria",1961,"out-oda-net-excl-debt-relief",37448835.53
"AT","Austria",1962,"out-oda-net-excl-debt-relief",28492576.69
"AT","Austria",1962,"out-debt-relief",0
"AT","Austria",1963,"out-debt-relief",0
"AT","Austria",1963,"out-oda-net-excl-debt-relief",50271393.71
"AT","Austria",1964,"out-oda-net-excl-debt-relief",76547610
"AT","Austria",1964,"out-debt-relief",0
"AT","Austria",1965,"out-debt-relief",0
"AT","Austria",1965,"out-oda-net-excl-debt-relief",119548576.7
"AT","Austria",1966,"out-oda-net-excl-debt-relief",133462382.3
"AT","Austria",1966,"out-debt-relief",0
"AT","Austria",1967,"out-debt-relief",0
"AT","Austria",1967,"out-oda-net-excl-debt-relief",154995994.8
"AT","Austria",1968,"out-debt-relief",0
"AT","Austria",1968,"out-oda-net-excl-debt-relief",163771204.4
"AT","Austria",1969,"out-debt-relief",13070366.53
"AT","Austria",1969,"out-oda-net-excl-debt-relief",125225644
"AT","Austria",1970,"out-debt-relief",12851971.99
"AT","Austria",1970,"out-oda-net-excl-debt-relief",83856838.51
"AT","Austria",1971,"out-debt-relief",15374387.41
"AT","Austria",1971,"out-oda-net-excl-debt-relief",86129632.7
"AT","Austria",1972,"out-oda-net-excl-debt-relief",118173982.5
"AT","Austria",1972,"out-debt-relief",8553002.35
"AT","Austria",1973,"out-debt-relief",0
"AT","Austria",1973,"out-oda-net-excl-debt-relief",224898676.8
"AT","Austria",1974,"out-debt-relief",7307586.498
"AT","Austria",1974,"out-oda-net-excl-debt-relief",283485638.9
"AT","Austria",1975,"out-oda-net-excl-debt-relief",324938277.1
"AT","Austria",1975,"out-debt-relief",12794524.63
"AT","Austria",1976,"out-debt-relief",12140685.09
"AT","Austria",1976,"out-oda-net-excl-debt-relief",194957782.2
"AT","Austria",1977,"out-oda-net-excl-debt-relief",382753979.8
"AT","Austria",1977,"out-debt-relief",9784470.227
"AT","Austria",1978,"out-debt-relief",0
"AT","Austria",1978,"out-oda-net-excl-debt-relief",463505260.5
"AT","Austria",1979,"out-oda-net-excl-debt-relief",351271719.7
"AT","Austria",1979,"out-debt-relief",0
"AT","Austria",1980,"out-debt-relief",0
"AT","Austria",1980,"out-oda-net-excl-debt-relief",438391479.4
"AT","Austria",1981,"out-debt-relief",0
"AT","Austria",1981,"out-oda-net-excl-debt-relief",625672917.9
"AT","Austria",1982,"out-debt-relief",318436.9032
"AT","Austria",1982,"out-oda-net-excl-debt-relief",681512870.6
"AT","Austria",1983,"out-debt-relief",294155.074
"AT","Austria",1983,"out-oda-net-excl-debt-relief",463353072.5
"AT","Austria",1984,"out-debt-relief",281724.2828
"AT","Austria",1984,"out-oda-net-excl-debt-relief",566578835.5
"AT","Austria",1985,"out-debt-relief",282567.6128
"AT","Austria",1985,"out-oda-net-excl-debt-relief",779823818.5
"AT","Austria",1986,"out-debt-relief",248203.0382
"AT","Austria",1986,"out-oda-net-excl-debt-relief",445750092.7
"AT","Austria",1987,"out-debt-relief",237881.0928
"AT","Austria",1987,"out-oda-net-excl-debt-relief",367672676.8
"AT","Austria",1988,"out-oda-net-excl-debt-relief",529872442.8
"AT","Austria",1988,"out-debt-relief",228651.0574
"AT","Austria",1989,"out-debt-relief",0
"AT","Austria",1989,"out-oda-net-excl-debt-relief",517113884.7
"AT","Austria",1990,"out-oda-net-excl-debt-relief",251459017.2
"AT","Austria",1990,"out-debt-relief",5083218.158
"AT","Austria",1991,"out-debt-relief",6338672.583
"AT","Austria",1991,"out-oda-net-excl-debt-relief",438699680.8
"AT","Austria",1992,"out-oda-net-excl-debt-relief",245252899.2
"AT","Austria",1992,"out-debt-relief",35850693.36
"AT","Austria",1993,"out-debt-relief",28045421.16
"AT","Austria",1993,"out-oda-net-excl-debt-relief",264134555.5
"AT","Austria",1994,"out-debt-relief",33558288.4
"AT","Austria",1994,"out-oda-net-excl-debt-relief",405687248.5
"AT","Austria",1995,"out-debt-relief",45390741.56
"AT","Austria",1995,"out-oda-net-excl-debt-relief",684865496
"AT","Austria",1996,"out-debt-relief",52029015.24
"AT","Austria",1996,"out-oda-net-excl-debt-relief",593067084.7
"AT","Austria",1997,"out-debt-relief",51063062.32
"AT","Austria",1997,"out-oda-net-excl-debt-relief",649493273.1
"AT","Austria",1998,"out-debt-relief",66163230.23
"AT","Austria",1998,"out-oda-net-excl-debt-relief",591386690.5
"AT","Austria",1999,"out-debt-relief",62453409.67
"AT","Austria",1999,"out-oda-net-excl-debt-relief",671497152.4
"AT","Austria",2000,"out-debt-relief",95012933
"AT","Austria",2000,"out-oda-net-excl-debt-relief",654891691.7
"AT","Austria",2001,"out-oda-net-excl-debt-relief",671658511.8
"AT","Austria",2001,"out-debt-relief",420329899.2
"AT","Austria",2002,"out-debt-relief",268377651
"AT","Austria",2002,"out-oda-net-excl-debt-relief",571721759
"AT","Austria",2003,"out-oda-net-excl-debt-relief",621958970.9
"AT","Austria",2003,"out-debt-relief",51643091.68
"AT","Austria",2004,"out-debt-relief",110915756.5
"AT","Austria",2004,"out-oda-net-excl-debt-relief",697950408.8
"AT","Austria",2005,"out-oda-net-excl-debt-relief",783202154.1
"AT","Austria",2005,"out-debt-relief",1057427029
"AT","Austria",2006,"out-debt-relief",860298559.2
"AT","Austria",2006,"out-oda-net-excl-debt-relief",843481684.4
"AT","Austria",2007,"out-debt-relief",945306372.9
"AT","Austria",2007,"out-oda-net-excl-debt-relief",903853998.2
"AT","Austria",2008,"out-debt-relief",698887175.6
"AT","Austria",2008,"out-oda-net-excl-debt-relief",934120930.1
"AT","Austria",2009,"out-debt-relief",57276334.57
"AT","Austria",2009,"out-oda-net-excl-debt-relief",1055484824
"AT","Austria",2010,"out-debt-relief",156307554.5
"AT","Austria",2010,"out-oda-net-excl-debt-relief",1061363764
"AT","Austria",2011,"out-debt-relief",40717128.47
"AT","Austria",2011,"out-oda-net-excl-debt-relief",1005083543
"AT","Austria",2012,"out-debt-relief",105770000
"AT","Austria",2012,"out-oda-net-excl-debt-relief",999980000
"AT","Austria",2013,"out-debt-relief",42656986.12
"AT","Austria",2013,"out-oda-net-excl-debt-relief",1070558266
"AT","Austria",2014,"out-debt-relief",99817017.33
"AT","Austria",2014,"out-oda-net-excl-debt-relief",1031839739
"BE","Belgium",1960,"out-debt-relief",0
"BE","Belgium",1960,"out-oda-net-excl-debt-relief",1045636055
"BE","Belgium",1961,"out-debt-relief",0
"BE","Belgium",1961,"out-oda-net-excl-debt-relief",943526893.3
"BE","Belgium",1962,"out-oda-net-excl-debt-relief",702130352
"BE","Belgium",1962,"out-debt-relief",0
"BE","Belgium",1963,"out-debt-relief",0
"BE","Belgium",1963,"out-oda-net-excl-debt-relief",779700778.8
"BE","Belgium",1964,"out-oda-net-excl-debt-relief",664931007.1
"BE","Belgium",1964,"out-debt-relief",0
"BE","Belgium",1965,"out-debt-relief",0
"BE","Belgium",1965,"out-oda-net-excl-debt-relief",898381692.5
"BE","Belgium",1966,"out-oda-net-excl-debt-relief",648891811.1
"BE","Belgium",1966,"out-debt-relief",0
"BE","Belgium",1967,"out-oda-net-excl-debt-relief",731356304.3
"BE","Belgium",1967,"out-debt-relief",0
"BE","Belgium",1968,"out-debt-relief",1935762.683
"BE","Belgium",1968,"out-oda-net-excl-debt-relief",708085858.2
"BE","Belgium",1969,"out-oda-net-excl-debt-relief",903824185.9
"BE","Belgium",1969,"out-debt-relief",0
"BE","Belgium",1970,"out-debt-relief",0
"BE","Belgium",1970,"out-oda-net-excl-debt-relief",880945554.1
"BE","Belgium",1971,"out-debt-relief",0
"BE","Belgium",1971,"out-oda-net-excl-debt-relief",997117898
"BE","Belgium",1972,"out-oda-net-excl-debt-relief",1122489624
"BE","Belgium",1972,"out-debt-relief",0
"BE","Belgium",1973,"out-debt-relief",0
"BE","Belgium",1973,"out-oda-net-excl-debt-relief",1127949769
"BE","Belgium",1974,"out-debt-relief",0
"BE","Belgium",1974,"out-oda-net-excl-debt-relief",1158569915
"BE","Belgium",1975,"out-oda-net-excl-debt-relief",1357085943
"BE","Belgium",1975,"out-debt-relief",0
"BE","Belgium",1976,"out-debt-relief",0
"BE","Belgium",1976,"out-oda-net-excl-debt-relief",1192336498
"BE","Belgium",1977,"out-oda-net-excl-debt-relief",1123339171
"BE","Belgium",1977,"out-debt-relief",0
"BE","Belgium",1978,"out-debt-relief",0
"BE","Belgium",1978,"out-oda-net-excl-debt-relief",1366230619
"BE","Belgium",1979,"out-oda-net-excl-debt-relief",1450392626
"BE","Belgium",1979,"out-debt-relief",8214950.488
"BE","Belgium",1980,"out-debt-relief",8267420.777
"BE","Belgium",1980,"out-oda-net-excl-debt-relief",1285910276
"BE","Belgium",1981,"out-debt-relief",9299796.516
"BE","Belgium",1981,"out-oda-net-excl-debt-relief",1500183277
"BE","Belgium",1982,"out-debt-relief",0
"BE","Belgium",1982,"out-oda-net-excl-debt-relief",1500180337
"BE","Belgium",1983,"out-debt-relief",0
"BE","Belgium",1983,"out-oda-net-excl-debt-relief",1525790219
"BE","Belgium",1984,"out-debt-relief",0
"BE","Belgium",1984,"out-oda-net-excl-debt-relief",1522229147
"BE","Belgium",1985,"out-oda-net-excl-debt-relief",1476906048
"BE","Belgium",1985,"out-debt-relief",0
"BE","Belgium",1986,"out-debt-relief",0
"BE","Belgium",1986,"out-oda-net-excl-debt-relief",1340984883
"BE","Belgium",1987,"out-oda-net-excl-debt-relief",1385709887
"BE","Belgium",1987,"out-debt-relief",0
"BE","Belgium",1988,"out-oda-net-excl-debt-relief",1167486437
"BE","Belgium",1988,"out-debt-relief",0
"BE","Belgium",1989,"out-debt-relief",0
"BE","Belgium",1989,"out-oda-net-excl-debt-relief",1397495171
"BE","Belgium",1990,"out-oda-net-excl-debt-relief",1457988898
"BE","Belgium",1990,"out-debt-relief",0
"BE","Belgium",1991,"out-debt-relief",3941755.32
"BE","Belgium",1991,"out-oda-net-excl-debt-relief",1349643991
"BE","Belgium",1992,"out-oda-net-excl-debt-relief",1240934719
"BE","Belgium",1992,"out-debt-relief",48386598.88
"BE","Belgium",1993,"out-debt-relief",8377753.166
"BE","Belgium",1993,"out-oda-net-excl-debt-relief",1232571191
"BE","Belgium",1994,"out-debt-relief",111758135.6
"BE","Belgium",1994,"out-oda-net-excl-debt-relief",945178595.4
"BE","Belgium",1995,"out-debt-relief",71809627.93
"BE","Belgium",1995,"out-oda-net-excl-debt-relief",1236504851
"BE","Belgium",1996,"out-debt-relief",77021642.71
"BE","Belgium",1996,"out-oda-net-excl-debt-relief",1132024866
"BE","Belgium",1997,"out-debt-relief",77087032.55
"BE","Belgium",1997,"out-oda-net-excl-debt-relief",1080066898
"BE","Belgium",1998,"out-debt-relief",177342519.3
"BE","Belgium",1998,"out-oda-net-excl-debt-relief",1155149417
"BE","Belgium",1999,"out-debt-relief",54016980.36
"BE","Belgium",1999,"out-oda-net-excl-debt-relief",1138689249
"BE","Belgium",2000,"out-debt-relief",56291194.08
"BE","Belgium",2000,"out-oda-net-excl-debt-relief",1402439130
"BE","Belgium",2001,"out-oda-net-excl-debt-relief",1467349364
"BE","Belgium",2001,"out-debt-relief",89137458.43
"BE","Belgium",2002,"out-oda-net-excl-debt-relief",1518543973
"BE","Belgium",2002,"out-debt-relief",272937686.7
"BE","Belgium",2003,"out-oda-net-excl-debt-relief",1505093863
"BE","Belgium",2003,"out-debt-relief",1029216687
"BE","Belgium",2004,"out-debt-relief",251326336
"BE","Belgium",2004,"out-oda-net-excl-debt-relief",1530238072
"BE","Belgium",2005,"out-oda-net-excl-debt-relief",1773218920
"BE","Belgium",2005,"out-debt-relief",560782875.9
"BE","Belgium",2006,"out-oda-net-excl-debt-relief",1815753616
"BE","Belgium",2006,"out-debt-relief",458009909.8
"BE","Belgium",2007,"out-debt-relief",190455184.3
"BE","Belgium",2007,"out-oda-net-excl-debt-relief",1818960836
"BE","Belgium",2008,"out-oda-net-excl-debt-relief",2187096159
"BE","Belgium",2008,"out-debt-relief",96397900.21
"BE","Belgium",2009,"out-debt-relief",102018328.7
"BE","Belgium",2009,"out-oda-net-excl-debt-relief",2454661117
"BE","Belgium",2010,"out-debt-relief",557536095.7
"BE","Belgium",2010,"out-oda-net-excl-debt-relief",2475037471
"BE","Belgium",2011,"out-debt-relief",128147054.8
"BE","Belgium",2011,"out-oda-net-excl-debt-relief",2517935050
"BE","Belgium",2012,"out-debt-relief",272030000
"BE","Belgium",2012,"out-oda-net-excl-debt-relief",2042830000
"BE","Belgium",2013,"out-debt-relief",12103729.15
"BE","Belgium",2013,"out-oda-net-excl-debt-relief",2179471809
"BE","Belgium",2014,"out-debt-relief",7095066.133
"BE","Belgium",2014,"out-oda-net-excl-debt-relief",2260380625
"CA","Canada",1960,"out-debt-relief",0
"CA","Canada",1960,"out-oda-net-excl-debt-relief",524855470.6
"CA","Canada",1961,"out-debt-relief",0
"CA","Canada",1961,"out-oda-net-excl-debt-relief",509667278.1
"CA","Canada",1962,"out-oda-net-excl-debt-relief",364110946.3
"CA","Canada",1962,"out-debt-relief",0
"CA","Canada",1963,"out-debt-relief",0
"CA","Canada",1963,"out-oda-net-excl-debt-relief",557569336
"CA","Canada",1964,"out-oda-net-excl-debt-relief",653931319.2
"CA","Canada",1964,"out-debt-relief",0
"CA","Canada",1965,"out-debt-relief",0
"CA","Canada",1965,"out-oda-net-excl-debt-relief",781892754.1
"CA","Canada",1966,"out-oda-net-excl-debt-relief",1485710161
"CA","Canada",1966,"out-debt-relief",0
"CA","Canada",1967,"out-oda-net-excl-debt-relief",1438742621
"CA","Canada",1967,"out-debt-relief",0
"CA","Canada",1968,"out-debt-relief",7621996.826
"CA","Canada",1968,"out-oda-net-excl-debt-relief",1374880007
"CA","Canada",1969,"out-oda-net-excl-debt-relief",1465121954
"CA","Canada",1969,"out-debt-relief",0
"CA","Canada",1970,"out-debt-relief",18201292.82
"CA","Canada",1970,"out-oda-net-excl-debt-relief",2102658692
"CA","Canada",1971,"out-debt-relief",0
"CA","Canada",1971,"out-oda-net-excl-debt-relief",2294427526
"CA","Canada",1972,"out-oda-net-excl-debt-relief",2551491548
"CA","Canada",1972,"out-debt-relief",0
"CA","Canada",1973,"out-debt-relief",0
"CA","Canada",1973,"out-oda-net-excl-debt-relief",2588135525
"CA","Canada",1974,"out-oda-net-excl-debt-relief",3067695979
"CA","Canada",1974,"out-debt-relief",0
"CA","Canada",1975,"out-oda-net-excl-debt-relief",3557157506
"CA","Canada",1975,"out-debt-relief",0
"CA","Canada",1976,"out-debt-relief",4128686.342
"CA","Canada",1976,"out-oda-net-excl-debt-relief",3178729468
"CA","Canada",1977,"out-oda-net-excl-debt-relief",3593868531
"CA","Canada",1977,"out-debt-relief",0
"CA","Canada",1978,"out-debt-relief",745184597.6
"CA","Canada",1978,"out-oda-net-excl-debt-relief",3122353385
"CA","Canada",1979,"out-oda-net-excl-debt-relief",3609825133
"CA","Canada",1979,"out-debt-relief",0
"CA","Canada",1980,"out-debt-relief",0
"CA","Canada",1980,"out-oda-net-excl-debt-relief",3309131641
"CA","Canada",1981,"out-debt-relief",8786625.584
"CA","Canada",1981,"out-oda-net-excl-debt-relief",3371135349
"CA","Canada",1982,"out-debt-relief",0
"CA","Canada",1982,"out-oda-net-excl-debt-relief",3218142615
"CA","Canada",1983,"out-debt-relief",584459.5212
"CA","Canada",1983,"out-oda-net-excl-debt-relief",3631780642
"CA","Canada",1984,"out-debt-relief",1547913.256
"CA","Canada",1984,"out-oda-net-excl-debt-relief",4190433370
"CA","Canada",1985,"out-debt-relief",8533649.563
"CA","Canada",1985,"out-oda-net-excl-debt-relief",4287605798
"CA","Canada",1986,"out-debt-relief",285981.8087
"CA","Canada",1986,"out-oda-net-excl-debt-relief",4407005670
"CA","Canada",1987,"out-oda-net-excl-debt-relief",4466333613
"CA","Canada",1987,"out-debt-relief",0
"CA","Canada",1988,"out-oda-net-excl-debt-relief",4821533425
"CA","Canada",1988,"out-debt-relief",116383582.7
"CA","Canada",1989,"out-debt-relief",0
"CA","Canada",1989,"out-oda-net-excl-debt-relief",4486203422
"CA","Canada",1990,"out-oda-net-excl-debt-relief",3492059560
"CA","Canada",1990,"out-debt-relief",1060840353
"CA","Canada",1991,"out-debt-relief",0
"CA","Canada",1991,"out-oda-net-excl-debt-relief",4573062438
"CA","Canada",1992,"out-oda-net-excl-debt-relief",4590931298
"CA","Canada",1992,"out-debt-relief",0
"CA","Canada",1993,"out-debt-relief",353067813
"CA","Canada",1993,"out-oda-net-excl-debt-relief",4260500292
"CA","Canada",1994,"out-debt-relief",9751018.38
"CA","Canada",1994,"out-oda-net-excl-debt-relief",4503826853
"CA","Canada",1995,"out-oda-net-excl-debt-relief",3883097848
"CA","Canada",1995,"out-debt-relief",192244086
"CA","Canada",1996,"out-debt-relief",229687303.5
"CA","Canada",1996,"out-oda-net-excl-debt-relief",3227695852
"CA","Canada",1997,"out-oda-net-excl-debt-relief",3926870700
"CA","Canada",1997,"out-debt-relief",26353409.51
"CA","Canada",1998,"out-oda-net-excl-debt-relief",3348200829
"CA","Canada",1998,"out-debt-relief",193583684.5
"CA","Canada",1999,"out-debt-relief",116022058.8
"CA","Canada",1999,"out-oda-net-excl-debt-relief",3365027328
"CA","Canada",2000,"out-oda-net-excl-debt-relief",3386517890
"CA","Canada",2000,"out-debt-relief",23980679.32
"CA","Canada",2001,"out-debt-relief",22556549.71
"CA","Canada",2001,"out-oda-net-excl-debt-relief",3053382202
"CA","Canada",2002,"out-oda-net-excl-debt-relief",3497468219
"CA","Canada",2002,"out-debt-relief",531157180.9
"CA","Canada",2003,"out-oda-net-excl-debt-relief",3356647515
"CA","Canada",2003,"out-debt-relief",165928491.6
"CA","Canada",2004,"out-debt-relief",115490753.4
"CA","Canada",2004,"out-oda-net-excl-debt-relief",3941482916
"CA","Canada",2005,"out-oda-net-excl-debt-relief",4650098723
"CA","Canada",2005,"out-debt-relief",640521144.8
"CA","Canada",2006,"out-oda-net-excl-debt-relief",4393758063
"CA","Canada",2006,"out-debt-relief",334327771.5
"CA","Canada",2007,"out-debt-relief",17558955.43
"CA","Canada",2007,"out-oda-net-excl-debt-relief",4786941036
"CA","Canada",2008,"out-oda-net-excl-debt-relief",5278092095
"CA","Canada",2008,"out-debt-relief",161963483.5
"CA","Canada",2009,"out-debt-relief",59337318.9
"CA","Canada",2009,"out-oda-net-excl-debt-relief",4861944647
"CA","Canada",2010,"out-debt-relief",61987498.63
"CA","Canada",2010,"out-oda-net-excl-debt-relief",5580649659
"CA","Canada",2011,"out-oda-net-excl-debt-relief",5489805874
"CA","Canada",2011,"out-debt-relief",3763987.44
"CA","Canada",2012,"out-debt-relief",197580000
"CA","Canada",2012,"out-oda-net-excl-debt-relief",5452680000
"CA","Canada",2013,"out-oda-net-excl-debt-relief",5044043312
"CA","Canada",2013,"out-debt-relief",0
"CA","Canada",2014,"out-debt-relief",0
"CA","Canada",2014,"out-oda-net-excl-debt-relief",4492243658
"CZ","Czech Republic",1960,"out-debt-relief",
"CZ","Czech Republic",1960,"out-oda-net-excl-debt-relief",
"CZ","Czech Republic",1961,"out-debt-relief",
"CZ","Czech Republic",1961,"out-oda-net-excl-debt-relief",
"CZ","Czech Republic",1962,"out-oda-net-excl-debt-relief",
"CZ","Czech Republic",1962,"out-debt-relief",
"CZ","Czech Republic",1963,"out-debt-relief",
"CZ","Czech Republic",1963,"out-oda-net-excl-debt-relief",
"CZ","Czech Republic",1964,"out-oda-net-excl-debt-relief",
"CZ","Czech Republic",1964,"out-debt-relief",
"CZ","Czech Republic",1965,"out-debt-relief",
"CZ","Czech Republic",1965,"out-oda-net-excl-debt-relief",
"CZ","Czech Republic",1966,"out-oda-net-excl-debt-relief",
"CZ","Czech Republic",1966,"out-debt-relief",
"CZ","Czech Republic",1967,"out-oda-net-excl-debt-relief",
"CZ","Czech Republic",1967,"out-debt-relief",
"CZ","Czech Republic",1968,"out-debt-relief",
"CZ","Czech Republic",1968,"out-oda-net-excl-debt-relief",
"CZ","Czech Republic",1969,"out-oda-net-excl-debt-relief",
"CZ","Czech Republic",1969,"out-debt-relief",
"CZ","Czech Republic",1970,"out-oda-net-excl-debt-relief",
"CZ","Czech Republic",1970,"out-debt-relief",
"CZ","Czech Republic",1971,"out-oda-net-excl-debt-relief",
"CZ","Czech Republic",1971,"out-debt-relief",
"CZ","Czech Republic",1972,"out-debt-relief",
"CZ","Czech Republic",1972,"out-oda-net-excl-debt-relief",
"CZ","Czech Republic",1973,"out-debt-relief",
"CZ","Czech Republic",1973,"out-oda-net-excl-debt-relief",
"CZ","Czech Republic",1974,"out-debt-relief",
"CZ","Czech Republic",1974,"out-oda-net-excl-debt-relief",
"CZ","Czech Republic",1975,"out-debt-relief",
"CZ","Czech Republic",1975,"out-oda-net-excl-debt-relief",
"CZ","Czech Republic",1976,"out-debt-relief",
"CZ","Czech Republic",1976,"out-oda-net-excl-debt-relief",
"CZ","Czech Republic",1977,"out-oda-net-excl-debt-relief",
"CZ","Czech Republic",1977,"out-debt-relief",
"CZ","Czech Republic",1978,"out-debt-relief",
"CZ","Czech Republic",1978,"out-oda-net-excl-debt-relief",
"CZ","Czech Republic",1979,"out-oda-net-excl-debt-relief",
"CZ","Czech Republic",1979,"out-debt-relief",
"CZ","Czech Republic",1980,"out-debt-relief",
"CZ","Czech Republic",1980,"out-oda-net-excl-debt-relief",
