"id","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015"
"AD",,,,,,,,,,,78619206,89409820,113408232,150820103,186558696,220127246,227281025,254020153,308008898,411578334,446416106,388958731,375895956,327861833,330070689,346737965,482000594,611316399,721425939,795449332,1029048482,1106928583,1210013652,1007025755,1017549124,1178738991,1223945357,1180597273,1211932398,1239876305,1401695228,1484017897,1717485413,2373927765,2916786690,3248215396,3536632794,4010990966,4001201113,3650083356,3346516556,3427022519,3146151869,3248924588,,
"AE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108376310415,110737372362,124291899251,148532334922,183503335602,226843839346,266289176310,319278564003,256760428863,285949676406,348636078965,373726543907,390177502383,402508066712,370568255956
"AF",548888849,560000022,557777807,766666707,815555562,1026666678,1428888871,1708888882,1402222182,1437777738,1784444427,1868886653,1631108938,1771108944,2202222229,2417777778,2611111162,3017777698,3371111038,3775743789,3716553247,3551514996,,,,,,,,,,,,,,,,,,,,2461665938,4119886416,4576555883,5293548731,6286218432,7100902255,9873622504,10233530169,12540852406,15998801042,18130323163,20848674602,20337236708,20230297553,19508686623
"AG",,,,,,,,,,,,,,,,,,65944444,74455556,90440741,108866667,122462963,134251852,152270370,173111111,199162963,209896296,246474074,308896296,329803704,346270370,378088889,394062963,433637037,473588889,467485185,497977778,557696296,5.99e+08,628407407,739318963,748977000,761082593,801300074,853270815,955333852,1088400296,1236586926,1286265778,1155590074,1104049630,1090447370,1153623222,1169673926,1183779444,1216775296
"AL",,,,,,,,,,,,,,,,,,,,,,,,,1927442453,1966784586,2173850013,2157024900,2126200000,2335024988,2099724963,1117466646,680665058,1216071332,1990673624,2468099010,3385901343,2409652553,2783856671,3490535506,3738821728,4187602812,4543882600,5903344119,7487220643,8321693692,9254605256,10998084222,12946374055,11852739393,11807799816,12855266108,12228020293,12809037342,13061911627,11233126204
"AM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2173850349,2066190377,1063305218,1102577578,1314624315,1466464586,1641664594,1738092424,1954126437,1900422181,1964463665,2182923205,2464539523,2901554574,3684033821,5106475846,6686478520,9703722479,12353321039,9006718256,9718566372,10502187335,11042374049,11804056601,12150313552,10964557495
"AO",,,,,,,,,,,,,,,,,,,,,,,,,,6688963211,6688963211,6688963211,6688963211,6688963211,6688963211,,,,2.969e+09,3570285714,5882671171,6391676419,5230548371,4716268499,7448787580,7375066434,10862690537,12462468221,17157225003,24202824154,35611611155,52849893929,70460485031,68669243530,74384051251,94418601774,102814895959,112444172920,114066607531,89885984061
"AR",,,,,,,,,,,,16817300320,27359600067,47449998856,65411901474,49162001610,51185001373,56339202881,57716474689,68626166450,76286572168,76842105263,79243827160,98072174739,74996800000,83672500000,105922222222,105942857143,120715909091,70219462624,135150027059,183857364657,224530580052,233669800501,253743500000,253362750000,2.66648e+11,286641250000,2.91542e+11,2.76059e+11,2.76656e+11,2.6097e+11,90670371412,119753080134,155239777936,191971500955,227252737790,282736336436,355465905933,325408916618,412026424964,519317858241,536864154262,543103536255,519701864457,572913064613
"AS",,,,,,,,,,,,,,75600000,7.7e+07,67700000,68500000,79200000,84700000,105600000,127200032,139299968,151100016,165999968,178200032,189699984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"AT",6547435004,7261554769,7702864742,8316686910,9107032741,9925462658,10814480797,11489682471,12325481698,13471334742,15387654671,17888317931,22071990297,29514536229,35238395981,40086854863,42926679144,51463353926,61916543921,73803266598,81849439162,70696364610,71040047431,72039735943,67842928891,69257523477,98557454078,123589057575,133222469074,133122844306,166613563718,173034140012,194851667293,190215117946,203111089266,239240753378,236696126852,211567933251,216454201867,214751544854,194424083287,194348635347,211937888199,260222121896,299408492674,313659743813,335217287668,385698056392,430729456570,397493748263,393513509934,430464136781,407865103123,429346289329,439271060435,374893201730
"AU",18271922948,19345951394,19642737149,21181543286,23421435771,25613170568,26905588532,30004479785,32122298130,36029790570,40598051294,44448426476,51242990654,62849455477,87815770081,96142291411,103305180890,108500802936,116476426799,132493468136,147019498607,173803552769,190743683107,174766495087,189486506068,175805016492,177320229435,184062996294,229264406286,289369758163,298588687957,312419747273,314262862416,302910342889,313604289173,355270270270,387151745068,420947722648,386702163739,376520867277,402961753438,367838359987,383468501465,453198019802,595206999573,667298902421,717819706499,814985475387,1011472694718,894210720071,1097882498018,1334086562161,1490651680759,1524557299682,1415798219040,1311629919294
"AW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"AZ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3971446603,3311239405,3038925685,3114548942,3953251192,4433134258,4536302415,4987423599,5371534924,5851316264,6833797400,7979987901,11598940366,18302345198,27970800839,43586308423,40772406444,49435841286,61091863999,63180918152,69440407903,72617365804,51240874488
"BA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1090802469,1624572954,2564045322,3443816504,4925981247,5413652015,6095878851,6287487418,7159975842,8902936584,10529312190,11693123291,13258417677,16244994402,19807658628,18279110732,17442471154,18777648756,17341361648,18391594664,18661390366,16268255815
"BB",,,,,,,,,,,,,,,,,,,,,1003764042,1096204647,1145059780,1209975179,1319933692,1382140694,1509189915,1659840938,1767991470,1980594476,1942602438,1964586189,1928115509,2027956938,2119785060,2221546995,2366246465,2508960575,2815713287,2935821852,3037819808,3024982413,3070612598,3172106571,3397515691,3722467234,4046875072,4358298387,4349312615,4411148726,4334880089,4058773721,4159737669,4176597189,4155292956,4172307663
"BD",,,,,,,,,,,,,,8108053515,12522859679,19439919254,10105296949,9608855566,13238224497,15535719093,18156941570,20590758874,18847155689,18122979798,19452920000,22655346154,22202166667,24866935484,27184294207,29418568377,32234055490,31618547702,32478635213,34069218516,34824472685,39096762955,47649631469,49613348063,51415660793,52841410150,55101749155,55629781319,56908044576,62584110535,67925445898,72520666667,75870230200,84719837822,98684113103,110602682465,124617096901,138823234444,144641656948,162054146629,184407434332,207742686491
"BE",11807650531,12526323162,13375866329,14357591976,16056233836,17501627559,18795959368,20151866621,21553812529,23898239778,27219677612,30355090618,37886316561,48531707307,56951789975,66746962488,72292254545,83983535959,102525886512,117242099202,127506464064,105373695350,92225024898,87261657988,83602904705,86786182146,120841091837,150882310643,163887256829,165328344595,206968019918,212993756645,237492192597,229552985191,252085787075,295761631089,287720912052,260846752368,266762502778,266098124867,243885756403,242158478747,263164784491,324886568849,375796001987,391909588360,415372977042,478011771147,530784385528,485149902751,497886887417,531551848763,509199869150,528871863479,539557802527,454123100810
"BF",334894683,353437393,388060968,397465446,413758334,419289066,432185732,449034466,458847463,476700323,458404330,481906551,577291786,674535601,748879669,927901103,967025544,1111037107,1464483795,1739271805,1924640087,1766035187,1744188438,1590193731,1454930204,1546793451,2030903473,2361035336,2602940567,2603688479,3093955988,3125829320,2232271772,2318405445,1881027157,2369479998,2593450635,2445476494,2802106122,2973587097,2608892006,2788112527,3188939298,4073659412,4809166130,5437788176,5841511576,6760177907,8347752952,8142736083,8982181021,10727969865,11175838063,11742319110,11898029622,10425654058
"BG",,,,,,,,,,,,,,,,,,,,,19525307692,19672285714,19187533333,16484500000,17556333333,17092578947,20117823529,27786846154,22134941176,21351666667,18995909091,9832580645,10180773196,10637028986,9504964945,12631610119,9713337268,10838736845,14347481197,13310365511,12824692601,14160294045,16703846654,21418575229,26400128627,29905167270,33453381004,41529810637,52098545210,50117413166,49555704616,55613997156,53180876478,54531151602,56240362230,49190408637
"BH",,,,,,,,,,,,,,,,,,,,,2949058106,3427925532,3544680851,3573404255,3752659840,3360106915,2738829787,3045212500,3176329787,3340159574,3542287234,4807180851,4782712766,5006648936,5325531915,5790425798,6076595745,6113032181,6022074468,6350265691,8839236702,8654665160,9107155053,10581736968,12575166755,15555428989,18119148936,21431329787,24787207447,20538484043,23340132979,25012195745,26912308511,28254441489,27723712766,25827851064
"BI",193892004,200819998,211212002,230278000,257986008,157479111,156048000,166971429,169680000,178171429,235283429,243766857,235406857,295982556,336273016,412341587,437150145,537186667,595765556,772336667,921813333,966146667,1005555556,1073595481,974118286,1131604110,1181080844,1103051149,1059467930,1096300428,1117211760,1156153554,1069379683,928818579,913654990,988018269,855125492,960396268,885470806,796772713,884786066,864477158,811709078,766758031,887956197,1099557234,1264380597,1350178278,1607334332,1722781489,2014764469,2338152125,2463262534,2713085280,3093749316,3090096309
"BJ",225482256,234942179,235707398,253176457,269046284,289108712,302825281,305821993,324923111,328248201,331127774,331970323,408231891,504376036,556954764,675570202,698408244,749849741,929143313,1187431251,1402351617,1287919999,1261778450,1082048347,1021533917,1024412705,1310102040,1533812034,1595446186,1464137968,1921032590,1955598277,1634867229,2234725313,1562942647,2125371588,2315095357,2238481480,2441702753,2677449098,2556919381,2665637617,3026431437,3867272608,4484423932,4785944401,5112167930,5921075693,7121478911,7064203260,6916757693,7798579809,8085816013,9087751417,9646277722,8263954911
"BM",90066653,95199986,100216652,102666651,114566650,121922761,143273829,165228402,1.6e+08,1.76e+08,198400000,224900000,250800000,287200000,333100000,367600000,411600000,476300000,5.07e+08,538600000,6.54e+08,794499968,828499968,939699968,1051400000,1110400000,1243399936,1343800064,1450099968,1510499968,1609400064,1648899968,1681900032,1822390016,1869240064,2033030016,,,,,,,,,,,,7815302000,7840342000,7184128000,7163899000,6876144000,7002064000,7086661000,,
"BN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2985467979,3520551724,3701667053,4183548189,4105706152,4087337960,4734020037,5115602837,5197332974,4051147228,4.6e+09,6001153306,5601090584,5843329108,6557333085,7872333215,9531402848,11470703002,12310094221,14447599069,10784466314,13606894023,18026870180,18590749040,17893222506,17082872928,13552985672
"BO",,,,,,,,,,,1057423493,1148371734,1313042527,1317744023,2190824913,2513191914,2857058396,3346007601,3882941794,4522223964,4541700563,6298236709,5212664858,5246999959,5740262599,4948310225,3650492210,4089153953,4337599990,4466693663,4626482625,5100773641,5453892373,5530077513,5793444064,6494018666,7232666338,7729474944,8335358723,8088992533,8172442985,7930365406,7700726220,7780597621,8388713029,9172726311,11054624632,12630722361,16137981432,16666220399,18785585802,22802346259,25455237250,28751563198,31289534110,31824991751
"BR",,,,,,,,,,,,,,,,,,,,,,,174355602264,200761299134,189168526786,206934350055,254431884766,282262944575,317084986556,4.48509e+11,449671800000,5.8935e+11,393042375000,427140503106,537119760676,757859058516,827516902796,855019274583,825536162861,568078572216,626888767423,534237309753,486500392371,534548586285,643767179487,856742523825,1062335769779,1338674952493,1614369069691,1588139441833,2172767166894,2571003108561,2380536582868,2356027549743,2368459838504,1735974029878
"BS",149607647,167450784,187058529,209509510,234999608,264705882,299509804,343823529,391960784,465392157,509458782,542590600,559130400,634848200,662174500,819788700,566500000,629400000,704600000,1006200100,1200800000,1274600000,1446700000,1594300000,1.876e+09,2140099900,2288900000,2530699900,2.651e+09,2930400000,2993200000,2932160000,3026400000,2963600000,3121400000,3882158500,4421275600,4790893900,5331452400,5931272100,6216952300,6388750700,6823495700,6853117300,7016413000,7524157300,7747588000,8087396000,8161373000,7668259000,7674692400,7664152800,8131439700,8192912700,8179593900,8455514700
"BT",,,,,,,,,,,,,,,,,,,,,110208003,115248453,114938562,120427525,135127667,137641916,165499437,221839861,257605833,262875336,281163632,228445136,222476458,211156264,250591173,265813253,281235989,334543404,320648737,347438040,438662463,476123552,529007247,608230915,686705538,807300290,894175865,1180134757,1224313415,1214185224,1497491569,1706302697,1681581370,1674898375,1823829460,1875571261
"BW",34205223,36949357,39979643,42814551,46756495,51442455,56974817,62269052,70362803,82514326,100670071,130413427,165245383,244407498,309423717,355168715,372025093,451624960,590407375,819870595,1014056420,1111339070,1043693191,1132574294,1126756044,1018334881,1282073001,1729125853,2468025183,2817256395,3684802955,4005663831,4258899370,4453715365,4034973478,4698181877,4594669635,4875398625,4910030431,5221996627,5436161218,5352478943,4740668163,6795865108,7997879094,9095559917,9353973632,10200889864,10196257014,10029116822,12237098092,15570578998,14729750531,14439139960,15534428082,14091371392
"BY",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17361174903,17813389815,17022180272,16287973100,14902799418,13921637603,14726061538,14043812417,15129114828,12096485329,12690156485,12304020144,14566325393,17850536035,23167087718,30265574653,36847066644,44864765652,59964309076,48094963741,54058304320,59052091337,62145066589,70445394326,73739616754,52072474403
"BZ",27930701,29755425,31701456,33587778,36023940,39860140,44195804,47172414,43353293,45628743,51497006,56951220,63125000,74233129,92397661,105801105,88520179,112050000,129500000,146500000,192800000,1.91e+08,174350000,183500000,201600000,199300000,223500000,269450000,3.06e+08,350650000,406250000,433920750,501243700,539959650,558960200,598631750,617471350,630898100,659772450,692591600,778850900,804791250,865195250,900896164,941101347,999796306,1092185058,1131620575,1204426720,1247870863,1265462537,1390705942,1455611577,1507838394,1580062432,1657315989
