"district_id","district_name","year","value"
"d18974","Baringo",2014,49.1
"d18975","Bomet",2014,60
"d18987","Bungoma",2014,71.5
"d18988","Busia",2014,73.9
"d18976","Elgeyo-Marakwet",2014,16.9
"d18955","Embu",2014,58.5
"d18965","Garissa",2014,47.6
"d18968","Homa Bay",2014,56.4
"d18956","Isiolo",2014,57.7
"d18991","Kajiado",2014,42.8
"d18989","Kakamega",2014,62.6
"d18977","Kericho",2014,53.1
"d18943","Kiambu",2014,47.5
"d18949","Kilifi",2014,63.6
"d18944","Kirinyaga",2014,78.9
"d18969","Kisii",2014,79.5
"d18970","Kisumu",2014,81.7
"d18957","Kitui",2014,39.6
"d18950","Kwale",2014,72.4
"d18978","Laikipia",2014,13.6
"d18951","Lamu",2014,57.7
"d18958","Machakos",2014,62.9
"d18959","Makueni",2014,50.8
"d18966","Mandera",2014,25.5
"d18960","Marsabit",2014,12.1
"d18961","Meru",2014,59.3
"d18971","Migori",2014,62.2
"d18952","Mombasa",2014,61.5
"d18946","Murang'a",2014,57
"d18964","Nairobi",2014,49.5
"d18979","Nakuru",2014,30.7
"d18980","Nandi",2014,55
"d18981","Narok",2014,31.1
"d18962","Nithi",2014,61.9
"d18972","Nyamira",2014,69.6
"d18947","Nyandarua",2014,12.3
"d18948","Nyeri",2014,17.4
"d18982","Samburu",2014,16.6
"d18973","Siaya",2014,67.8
"d18953","Taita Taveta",2014,82
"d18954","Tana River",2014,57.4
"d18983","Trans-Nzoia",2014,59.2
"d18984","Turkana",2014,21
"d18985","Uasin Gishu",2014,69.3
"d18990","Vihiga",2014,70.9
"d18967","Wajir",2014,42.8
"d18986","West Pokot",2014,42.9
