"district_id","2014"
"d18974",49.1
"d18975",60
"d18987",71.5
"d18988",73.9
"d18976",16.9
"d18955",58.5
"d18965",47.6
"d18968",56.4
"d18956",57.7
"d18991",42.8
"d18989",62.6
"d18977",53.1
"d18943",47.5
"d18949",63.6
"d18944",78.9
"d18969",79.5
"d18970",81.7
"d18957",39.6
"d18950",72.4
"d18978",13.6
"d18951",57.7
"d18958",62.9
"d18959",50.8
"d18966",25.5
"d18960",12.1
"d18961",59.3
"d18971",62.2
"d18952",61.5
"d18946",57
"d18964",49.5
"d18979",30.7
"d18980",55
"d18981",31.1
"d18962",61.9
"d18972",69.6
"d18947",12.3
"d18948",17.4
"d18982",16.6
"d18973",67.8
"d18953",82
"d18954",57.4
"d18983",59.2
"d18984",21
"d18985",69.3
"d18990",70.9
"d18967",42.8
"d18986",42.9
