"di_id","entity_name","year","value"
"AU","Australia",1965,0.01
"AU","Australia",1966,0.01
"AU","Australia",1967,0.01
"AU","Australia",1968,0.01
"AU","Australia",1969,0.01
"AU","Australia",1970,0.01
"AU","Australia",1971,0.02
"AU","Australia",1972,0.04
"AU","Australia",1973,0.02
"AU","Australia",1974,0.06
"AU","Australia",1975,0.08
"AU","Australia",1976,0.04
"AU","Australia",1977,0.03
"AU","Australia",1978,0.1
"AU","Australia",1979,0.12
"AU","Australia",1980,0.09
"AU","Australia",1981,0.07
"AU","Australia",1982,0.13
"AU","Australia",1983,0.1
"AU","Australia",1984,0.09
"AU","Australia",1985,0.09
"AU","Australia",1986,0.09
"AU","Australia",1987,0.05
"AU","Australia",1988,0.05
"AU","Australia",1989,0.09
"AU","Australia",1990,0.06
"AU","Australia",1991,0.08
"AU","Australia",1992,0.07
"AU","Australia",1993,0.06
"AU","Australia",1994,0.07
"AU","Australia",1995,0.06
"AU","Australia",1996,0.05
"AU","Australia",1997,0.05
"AU","Australia",1998,0.04
"AU","Australia",1999,0.07
"AU","Australia",2000,0.08
"AU","Australia",2001,0.06
"AU","Australia",2002,0.06
"AU","Australia",2003,0.06
"AU","Australia",2004,0.06
"AU","Australia",2005,0.06
"AU","Australia",2006,0.07
"AU","Australia",2007,0.08
"AU","Australia",2008,0.08
"AU","Australia",2009,0.08
"AU","Australia",2010,0.09
"AU","Australia",2011,0.09
"AU","Australia",2012,0.11
"AU","Australia",2013,0.09
"AU","Australia",2014,0.09
"AU","Australia",2015,0.08
"AU","Australia",2016,0.07
"AT","Austria",1962,0
"AT","Austria",1963,0
"AT","Austria",1964,0
"AT","Austria",1965,0.02
"AT","Austria",1966,0.01
"AT","Austria",1967,0.01
"AT","Austria",1968,0
"AT","Austria",1969,0
"AT","Austria",1970,0.01
"AT","Austria",1971,0.01
"AT","Austria",1972,0
"AT","Austria",1973,0
"AT","Austria",1974,0.01
"AT","Austria",1975,0.03
"AT","Austria",1976,0.02
"AT","Austria",1977,0.01
"AT","Austria",1978,0.03
"AT","Austria",1979,0.05
"AT","Austria",1980,0.02
"AT","Austria",1981,0.05
"AT","Austria",1982,0.04
"AT","Austria",1983,0.03
"AT","Austria",1984,0.05
"AT","Austria",1985,0.06
"AT","Austria",1986,0.04
"AT","Austria",1987,0.03
"AT","Austria",1988,0.03
"AT","Austria",1989,0.06
"AT","Austria",1990,0.06
"AT","Austria",1991,0.06
"AT","Austria",1992,0.06
"AT","Austria",1993,0.06
"AT","Austria",1994,0.06
"AT","Austria",1995,0.06
"AT","Austria",1996,0.05
"AT","Austria",1997,0.06
"AT","Austria",1998,0.05
"AT","Austria",1999,0.05
"AT","Austria",2000,0.06
"AT","Austria",2001,0.08
"AT","Austria",2002,0.09
"AT","Austria",2003,0.07
"AT","Austria",2004,0.06
"AT","Austria",2005,0.08
"AT","Austria",2006,0.08
"AT","Austria",2007,0.07
"AT","Austria",2008,0.07
"AT","Austria",2009,0.09
"AT","Austria",2010,0.12
"AT","Austria",2011,0.07
"AT","Austria",2012,0.06
"AT","Austria",2013,0.08
"AT","Austria",2014,0.08
"AT","Austria",2015,0.06
"AT","Austria",2016,0.06
"BE","Belgium",1960,0.75
"BE","Belgium",1961,0.58
"BE","Belgium",1962,0.49
"BE","Belgium",1963,0.54
"BE","Belgium",1964,0.49
"BE","Belgium",1965,0.57
"BE","Belgium",1966,0.33
"BE","Belgium",1967,0.32
"BE","Belgium",1968,0.29
"BE","Belgium",1969,0.28
"BE","Belgium",1970,0.28
"BE","Belgium",1971,0.28
"BE","Belgium",1972,0.29
"BE","Belgium",1973,0.26
"BE","Belgium",1974,0.27
"BE","Belgium",1975,0.32
"BE","Belgium",1976,0.28
"BE","Belgium",1977,0.26
"BE","Belgium",1978,0.29
"BE","Belgium",1979,0.31
"BE","Belgium",1980,0.29
"BE","Belgium",1981,0.32
"BE","Belgium",1982,0.3
"BE","Belgium",1983,0.26
"BE","Belgium",1984,0.27
"BE","Belgium",1985,0.28
"BE","Belgium",1986,0.27
"BE","Belgium",1987,0.23
"BE","Belgium",1988,0.16
"BE","Belgium",1989,0.21
"BE","Belgium",1990,0.19
"BE","Belgium",1991,0.12
"BE","Belgium",1992,0.13
"BE","Belgium",1993,0.13
"BE","Belgium",1994,0.1
"BE","Belgium",1995,0.1
"BE","Belgium",1996,0.09
"BE","Belgium",1997,0.09
"BE","Belgium",1998,0.1
"BE","Belgium",1999,0.09
"BE","Belgium",2000,0.11
"BE","Belgium",2001,0.14
"BE","Belgium",2002,0.15
"BE","Belgium",2003,0.36
"BE","Belgium",2004,0.19
"BE","Belgium",2005,0.16
"BE","Belgium",2006,0.18
"BE","Belgium",2007,0.17
"BE","Belgium",2008,0.19
"BE","Belgium",2009,0.2
"BE","Belgium",2010,0.31
"BE","Belgium",2011,0.2
"BE","Belgium",2012,0.14
"BE","Belgium",2013,0.16
"BE","Belgium",2014,0.16
"BE","Belgium",2015,0.13
"BE","Belgium",2016,0.15
"CA","Canada",1960,0
"CA","Canada",1961,0
"CA","Canada",1962,0
"CA","Canada",1963,0
"CA","Canada",1964,0.01
"CA","Canada",1965,0.01
"CA","Canada",1966,0.01
"CA","Canada",1967,0.01
"CA","Canada",1968,0.01
"CA","Canada",1969,0.01
"CA","Canada",1970,0.02
"CA","Canada",1971,0.04
"CA","Canada",1972,0.06
"CA","Canada",1973,0.09
"CA","Canada",1974,0.09
"CA","Canada",1975,0.16
"CA","Canada",1976,0.13
"CA","Canada",1977,0.16
"CA","Canada",1978,0.18
"CA","Canada",1979,0.17
"CA","Canada",1980,0.15
"CA","Canada",1981,0.14
"CA","Canada",1982,0.14
"CA","Canada",1983,0.15
"CA","Canada",1984,0.16
"CA","Canada",1985,0.18
"CA","Canada",1986,0.15
"CA","Canada",1987,0.16
"CA","Canada",1988,0.1
"CA","Canada",1989,0.14
"CA","Canada",1990,0.13
"CA","Canada",1991,0.12
"CA","Canada",1992,0.14
"CA","Canada",1993,0.11
"CA","Canada",1994,0.1
"CA","Canada",1995,0.08
"CA","Canada",1996,0.06
"CA","Canada",1997,0.08
"CA","Canada",1998,0.06
"CA","Canada",1999,0.06
"CA","Canada",2000,0.05
"CA","Canada",2001,0.04
"CA","Canada",2002,0.06
"CA","Canada",2003,0.08
"CA","Canada",2004,0.08
"CA","Canada",2005,0.1
"CA","Canada",2006,0.1
"CA","Canada",2007,0.11
"CA","Canada",2008,0.13
"CA","Canada",2009,0.11
"CA","Canada",2010,0.15
"CA","Canada",2011,0.11
"CA","Canada",2012,0.11
"CA","Canada",2013,0.1
"CA","Canada",2014,0.08
"CA","Canada",2015,0.1
"CA","Canada",2016,0.09
"CZ","Czech Republic",1998,0
"CZ","Czech Republic",1999,0
"CZ","Czech Republic",2000,0.01
"CZ","Czech Republic",2001,0.01
"CZ","Czech Republic",2002,0.01
"CZ","Czech Republic",2003,0.01
"CZ","Czech Republic",2004,0.02
"CZ","Czech Republic",2005,0.02
"CZ","Czech Republic",2006,0.03
"CZ","Czech Republic",2007,0.03
"CZ","Czech Republic",2008,0.05
"CZ","Czech Republic",2009,0.04
"CZ","Czech Republic",2010,0.04
"CZ","Czech Republic",2011,0.03
"CZ","Czech Republic",2012,0.03
"CZ","Czech Republic",2013,0.03
"CZ","Czech Republic",2014,0.03
"CZ","Czech Republic",2015,0.02
"CZ","Czech Republic",2016,0.03
"DK","Denmark",1960,0
"DK","Denmark",1965,0.01
"DK","Denmark",1966,0.02
"DK","Denmark",1967,0.01
"DK","Denmark",1968,0.03
"DK","Denmark",1969,0.06
"DK","Denmark",1970,0.07
"DK","Denmark",1971,0.07
"DK","Denmark",1972,0.08
"DK","Denmark",1973,0.1
"DK","Denmark",1974,0.13
"DK","Denmark",1975,0.21
"DK","Denmark",1976,0.2
"DK","Denmark",1977,0.24
"DK","Denmark",1978,0.28
"DK","Denmark",1979,0.31
"DK","Denmark",1980,0.38
"DK","Denmark",1981,0.32
"DK","Denmark",1982,0.36
"DK","Denmark",1983,0.32
"DK","Denmark",1984,0.36
"DK","Denmark",1985,0.35
"DK","Denmark",1986,0.36
"DK","Denmark",1987,0.34
"DK","Denmark",1988,0.27
"DK","Denmark",1989,0.43
"DK","Denmark",1990,0.37
"DK","Denmark",1991,0.35
"DK","Denmark",1992,0.37
"DK","Denmark",1993,0.37
"DK","Denmark",1994,0.34
"DK","Denmark",1995,0.3
"DK","Denmark",1996,0.34
"DK","Denmark",1997,0.29
"DK","Denmark",1998,0.33
"DK","Denmark",1999,0.35
"DK","Denmark",2000,0.36
"DK","Denmark",2001,0.36
"DK","Denmark",2002,0.33
"DK","Denmark",2003,0.34
"DK","Denmark",2004,0.33
"DK","Denmark",2005,0.32
"DK","Denmark",2006,0.32
"DK","Denmark",2007,0.34
"DK","Denmark",2008,0.32
"DK","Denmark",2009,0.35
"DK","Denmark",2010,0.35
"DK","Denmark",2011,0.32
"DK","Denmark",2012,0.31
"DK","Denmark",2013,0.27
"DK","Denmark",2014,0.26
"DK","Denmark",2015,0.2
"DK","Denmark",2016,0.21
"FI","Finland",1971,0.01
"FI","Finland",1972,0.03
"FI","Finland",1973,0.03
"FI","Finland",1974,0.04
"FI","Finland",1975,0.08
"FI","Finland",1976,0.11
"FI","Finland",1977,0.08
"FI","Finland",1978,0.09
"FI","Finland",1979,0.1
"FI","Finland",1980,0.11
"FI","Finland",1981,0.12
"FI","Finland",1982,0.12
"FI","Finland",1983,0.14
"FI","Finland",1984,0.16
"FI","Finland",1985,0.18
"FI","Finland",1986,0.2
"FI","Finland",1987,0.22
"FI","Finland",1988,0.2
"FI","Finland",1989,0.27
"FI","Finland",1990,0.24
"FI","Finland",1991,0.27
"FI","Finland",1992,0.24
"FI","Finland",1993,0.12
"FI","Finland",1994,0.11
"FI","Finland",1995,0.08
"FI","Finland",1996,0.1
"FI","Finland",1997,0.08
"FI","Finland",1998,0.08
"FI","Finland",1999,0.1
"FI","Finland",2000,0.1
"FI","Finland",2001,0.1
"FI","Finland",2002,0.12
"FI","Finland",2003,0.12
"FI","Finland",2004,0.12
"FI","Finland",2005,0.13
"FI","Finland",2006,0.14
"FI","Finland",2007,0.15
"FI","Finland",2008,0.15
"FI","Finland",2009,0.19
"FI","Finland",2010,0.2
"FI","Finland",2011,0.17
"FI","Finland",2012,0.18
"FI","Finland",2013,0.19
"FI","Finland",2014,0.21
"FI","Finland",2015,0.18
"FI","Finland",2016,0.13
"FR","France",1960,0
"FR","France",1963,0
"FR","France",1964,0.16
"FR","France",1965,0.15
"FR","France",1966,0.13
"FR","France",1967,0.15
"FR","France",1968,0.13
"FR","France",1969,0.12
"FR","France",1970,0.1
"FR","France",1971,0.09
"FR","France",1972,0.1
"FR","France",1973,0.09
"FR","France",1974,0.12
"FR","France",1975,0.13
"FR","France",1976,0.13
"FR","France",1977,0.11
"FR","France",1978,0.11
"FR","France",1979,0.12
"FR","France",1980,0.15
"FR","France",1981,0.18
"FR","France",1982,0.18
"FR","France",1983,0.16
"FR","France",1984,0.19
"FR","France",1985,0.19
"FR","France",1986,0.17
"FR","France",1987,0.18
"FR","France",1988,0.14
"FR","France",1989,0.21
"FR","France",1990,0.19
"FR","France",1991,0.17
"FR","France",1992,0.17
"FR","France",1993,0.16
"FR","France",1994,0.14
"FR","France",1995,0.11
"FR","France",1996,0.1
"FR","France",1997,0.11
"FR","France",1998,0.08
"FR","France",1999,0.1
"FR","France",2000,0.09
"FR","France",2001,0.09
"FR","France",2002,0.13
"FR","France",2003,0.17
"FR","France",2004,0.17
"FR","France",2005,0.11
"FR","France",2006,0.12
"FR","France",2007,0.11
"FR","France",2008,0.11
"FR","France",2009,0.12
"FR","France",2010,0.14
"FR","France",2011,0.13
"FR","France",2012,0.1
"FR","France",2013,0.12
"FR","France",2014,0.09
"FR","France",2015,0.1
"FR","France",2016,0.08
"DE","Germany",1960,0.01
"DE","Germany",1961,0.02
"DE","Germany",1962,0.07
"DE","Germany",1963,0.06
"DE","Germany",1964,0.04
"DE","Germany",1965,0.06
"DE","Germany",1966,0.06
"DE","Germany",1967,0.04
"DE","Germany",1968,0.03
"DE","Germany",1969,0.04
"DE","Germany",1970,0.03
"DE","Germany",1971,0.03
"DE","Germany",1972,0.03
"DE","Germany",1973,0.05
"DE","Germany",1974,0.06
"DE","Germany",1975,0.1
"DE","Germany",1976,0.1
"DE","Germany",1977,0.1
"DE","Germany",1978,0.11
"DE","Germany",1979,0.14
"DE","Germany",1980,0.16
"DE","Germany",1981,0.15
"DE","Germany",1982,0.15
"DE","Germany",1983,0.16
"DE","Germany",1984,0.15
