"district_id","2010","2011","2012","2013","2014","2015","2016"
"d314",,,55,104,31,,35
"d301",,,16,28,42,19,17
"d322",,,12,54,29,27,27
"d323",,,21,22,20,22,7
"d315",,,17,20,38,16,16
"d324",,,,,,,
"d216",,,22,39,42,27,33
"d316",,,22,23,10,26,26
"d302",,,16,16,23,22,16
"d303",,,16,29,33,26,23
"d217",,,52,75,67,67,61
"d218",,,22,38,34,43,29
"d201",,,40,64,63,94,61
"d420",,,15,33,22,21,18
"d117",,,17,36,65,44,33
"d219",,,26,45,38,64,48
"d118",,,29,80,64,30,29
"d220",,,27,41,65,59,35
"d225",,,59,129,74,82,57
"d416",,,48,42,70,,20
"d401",,,12,27,128,26,48
"d402",,,14,33,18,12,17
"d202",,,35,50,53,35,61
"d221",,,44,50,44,42,40
"d119",,,35,41,37,29,31
"d120",,,14,16,19,29,24
"d226",,,29,68,69,76,50
"d317",,,43,25,13,6,19
"d121",,,19,27,23,20,17
"d304",,,19,27,18,19,19
"d403",,,29,40,40,56,46
"d417",,,15,29,28,26,20
"d203",,,41,65,64,61,65
"d418",,,16,27,29,20,24
"d204",,,19,48,47,43,52
"d318",,,19,22,16,26,36
"d404",,,21,27,26,24,25
"d405",,,28,37,40,26,35
"d213",,,36,56,43,39,31
"d101",,,,,,,
"d222",,,21,24,57,37,70
"d122",,,18,28,22,27,26
"d102",,,24,54,40,32,32
"d205",,,24,57,64,54,47
"d413",,,25,30,22,25,25
"d414",,,21,34,37,19,22
"d206",,,27,60,33,41,26
"d406",,,24,37,33,29,28
"d207",,,23,62,35,39,39
"d112",,,26,48,49,53,44
"d407",,,20,28,28,26,23
"d103",,,27,37,53,47,29
"d227",,,43,60,63,49,48
"d419",,,21,22,19,23,23
"d421",,,17,31,24,27,29
"d408",,,21,40,37,19,26
"d305",,,28,66,56,66,67
"d319",,,23,50,48,25,30
"d325",,,14,34,33,17,17
"d306",,,12,53,19,28,47
"d208",,,15,48,55,44,44
"d228",,,30,72,35,62,40
"d123",,,29,51,28,28,24
"d422",,,14,22,22,30,18
"d415",,,14,48,29,32,27
"d326",,,25,,,38,23
"d307",,,19,39,53,29,29
"d229",,,10,57,94,50,39
"d104",,,21,40,39,32,30
"d124",,,23,24,34,27,33
"d114",,,12,26,16,217,24
"d223",,,44,49,56,45,52
"d320",,,13,34,23,25,25
"d105",,,19,37,23,27,30
"d409",,,22,76,42,35,28
"d214",,,27,44,39,44,56
"d209",,,40,63,64,51,124
"d410",,,23,37,35,25,27
"d423",,,12,29,24,22,20
"d115",,,31,47,47,37,27
"d308",,,9,18,18,13,21
"d309",,,19,34,42,52,27
"d106",,,19,35,28,28,22
"d107",,,25,63,44,44,36
"d108",,,22,39,42,44,38
"d311",,,,,,,
"d116",,,17,26,19,23,23
"d109",,,14,27,27,24,27
"d230",,,36,63,36,35,35
"d224",,,52,99,87,78,57
"d327",,,,368,42,45,21
"d310",,,20,28,35,35,31
"d231",,,49,60,50,37,26
"d424",,,,,20,18,17
"d411",,,21,37,50,26,26
"d328",,,4,13,14,30,21
"d329",,,13,13,11,15,7
"d321",,,11,25,10,16,17
"d312",,,15,15,19,20,32
"d210",,,21,38,42,50,48
"d110",,,22,44,23,33,37
"d425",,,25,25,26,26,25
"d412",,,15,37,38,27,27
"d111",,,17,34,24,29,30
"d232",,,38,61,24,43,41
"d426",,,15,34,23,25,32
"d215",,,33,43,86,53,58
"d211",,,31,82,60,42,48
"d212",,,30,56,27,49,51
"d113",,,19,40,24,24,23
"d313",,,41,52,60,61,40
"d330",,,19,44,33,55,27
