"district_id","2002","2014","2015","2016","2017","2018","2019","2020"
"d314",,6.1,,,,,,
"d301",,0.9,,,,,,
"d322",,1.8,,,,,,
"d323",,2.8,,,,,,
"d315",,3.6,,,,,,
"d324",,4.3,,,,,,
"d216",,3.4,,,,,,
"d316",,2.7,,,,,,
"d302",,3.3,,,,,,
"d303",,2.8,,,,,,
"d217",,3.5,,,,,,
"d218",,4.5,,,,,,
"d201",,3,,,,,,
"d420",,3.1,,,,,,
"d117",,2.1,,,,,,
"d219",,4.3,,,,,,
"d118",,0.7,,,,,,
"d220",,5,,,,,,
"d225",,4.9,,,,,,
"d416",,4.8,,,,,,
"d401",,2.9,,,,,,
"d402",,1.1,,,,,,
"d202",,3,,,,,,
"d221",,3.7,,,,,,
"d119",,1.3,,,,,,
"d120",,6.3,,,,,,
"d226",,4.4,,,,,,
"d317",,2.9,,,,,,
"d121",,1.5,,,,,,
"d304",,3.2,,,,,,
"d403",,4.3,,,,,,
"d417",,1.9,,,,,,
"d203",,2.9,,,,,,
"d418",,3.6,,,,,,
"d204",,1.6,,,,,,
"d318",,-1.6,,,,,,
"d404",,1.2,,,,,,
"d405",,2.3,,,,,,
"d213",,4.1,,,,,,
"d101",,3.7,,,,,,
"d222",,3.5,,,,,,
"d122",,1.1,,,,,,
"d102",,2,,,,,,
"d205",,2.5,,,,,,
"d413",,3.8,,,,,,
"d414",,1.7,,,,,,
"d206",,2.9,,,,,,
"d406",,2.4,,,,,,
"d207",,2.8,,,,,,
"d112",,1.9,,,,,,
"d407",,5.5,,,,,,
"d103",,2.6,,,,,,
"d227",,3.8,,,,,,
"d419",,3.6,,,,,,
"d421",,2.9,,,,,,
"d408",,2.1,,,,,,
"d305",,1.7,,,,,,
"d319",,3.9,,,,,,
"d325",,3.1,,,,,,
"d306",,3.3,,,,,,
"d208",,3.1,,,,,,
"d228",,2.8,,,,,,
"d123",,4.8,,,,,,
"d422",,7.8,,,,,,
"d415",,3.9,,,,,,
"d326",,1.3,,,,,,
"d307",,2.8,,,,,,
"d229",,2.1,,,,,,
"d104",,2.4,,,,,,
"d124",,1.1,,,,,,
"d114",,2.9,,,,,,
"d223",,2.5,,,,,,
"d320",,2,,,,,,
"d105",,2.2,,,,,,
"d409",,2.8,,,,,,
"d214",,3.1,,,,,,
"d209",,3.2,,,,,,
"d410",,2.2,,,,,,
"d423",,1.1,,,,,,
"d115",,1.8,,,,,,
"d308",,2.4,,,,,,
"d309",,-2.8,,,,,,
"d106",,2.4,,,,,,
"d107",,4,,,,,,
"d108",,2.9,,,,,,
"d311",,4.6,,,,,,
"d116",,3,,,,,,
"d109",,3,,,,,,
"d230",,3.3,,,,,,
"d224",,3.4,,,,,,
"d327",,1.9,,,,,,
"d310",,3.3,,,,,,
"d231",,2.8,,,,,,
"d424",,2.3,,,,,,
"d411",,2,,,,,,
"d328",,9.9,,,,,,
"d329",,4.3,,,,,,
"d321",,3,,,,,,
"d312",,1.9,,,,,,
"d210",,3.5,,,,,,
"d110",,2,,,,,,
"d425",,2,,,,,,
"d412",,1.1,,,,,,
"d111",,2.8,,,,,,
"d232",,4,,,,,,
"d426",,1.2,,,,,,
"d215",,2.2,,,,,,
"d211",,3.6,,,,,,
"d212",,2.6,,,,,,
"d113",,6.6,,,,,,
"d313",,5.5,,,,,,
"d330",,2.9,,,,,,
