"district_id","2014"
"d314",74
"d301",68.16
"d322",68.4
"d323",61.62
"d315",56.54
"d324",85.5
"d216",46
"d316",76.45
"d302",50.94
"d303",52.27
"d217",43.61
"d218",32.82
"d201",50.89
"d420",20.59
"d117",18.79
"d219",43.77
"d118",22.3
"d220",36.6
"d225",34.68
"d416",33.8
"d401",21.8
"d402",15.12
"d202",50.41
"d221",37.6
"d119",26.27
"d120",97.12
"d226",40.84
"d317",56.46
"d121",26.27
"d304",68.86
"d403",35.2
"d417",17.13
"d203",34.41
"d418",18.98
"d204",28.48
"d318",95
"d404",35.02
"d405",28.82
"d213",58.85
"d101",7.74
"d222",42.18
"d122",19.8
"d102",4
"d205",36.42
"d413",37.67
"d414",33.21
"d206",35.54
"d406",48.37
"d207",42.37
"d112",35.89
"d407",35.83
"d103",34.67
"d227",48.51
"d419",17.91
"d421",24.9
"d408",44.3
"d305",74.39
"d319",61.16
"d325",52.53
"d306",90
"d208",44.6
"d228",37.9
"d123",34.67
"d422",18.81
"d415",35.5
"d326",67.11
"d307",54.67
"d229",36.52
"d104",18.64
"d124",29.63
"d114",26.53
"d223",33.6
"d320",54.05
"d105",20.06
"d409",42.3
"d214",44.95
"d209",34.89
"d410",13.2
"d423",18.1
"d115",16.57
"d308",86.91
"d309",62.18
"d106",19.53
"d107",24.55
"d108",16.29
"d311",85.48
"d116",24.81
"d109",24.35
"d230",50.89
"d224",37.56
"d327",86.91
"d310",65.05
"d231",44.3
"d424",27.74
"d411",29.9
"d328",65.3
"d329",62.15
"d321",53.22
"d312",67.89
"d210",47.92
"d110",24.25
"d425",20.5
"d412",28.06
"d111",31.72
"d232",49.95
"d426",13
"d215",32.24
"d211",46.47
"d212",34.67
"d113",13.06
"d313",62.93
"d330",52.94
