"id","entity-name","year","value"
"d101","Kalangala",2014,55
"d102","Kampala",2014,
"d103","Kiboga",2014,15
"d104","Luwero",2014,63
"d105","Masaka",2014,50
"d106","Mpigi",2014,43
"d107","Mubende",2014,55
"d108","Mukono",2014,45
"d109","Nakasongola",2014,60
"d110","Rakai",2014,50
"d111","Ssembabule",2014,55
"d112","Kayunga",2014,30
"d113","Wakiso",2014,55
"d114","Lyantonde",2014,58
"d115","Mityana",2014,55
"d116","Nakaseke",2014,35
"d117","Buikwe",2014,68
"d118","Bukomansimbi",2014,50
"d119","Butambala",2014,43
"d120","Buvuma",2014,40
"d121","Gomba",2014,30
"d122","Kalungu",2014,50
"d123","Kyankwanzi",2014,30
"d124","Lwengo",2014,55
"d201","Bugiri",2014,51
"d202","Busia",2014,48
"d203","Iganga",2014,38
"d204","Jinja",2014,48
"d205","Kamuli",2014,73
"d206","Kapchorwa",2014,40
"d207","Katakwi",2014,38
"d208","Kumi",2014,75
"d209","Mbale",2014,35
"d210","Pallisa",2014,65
"d211","Soroti",2014,45
"d212","Tororo",2014,58
"d213","Kaberamaido",2014,50
"d214","Mayuge",2014,30
"d215","Sironko",2014,75
"d216","Amuria",2014,88
"d217","Budaka",2014,30
"d218","Bududa",2014,40
"d219","Bukedea",2014,45
"d220","Bukwo",2014,45
"d221","Butaleja",2014,33
"d222","Kaliro",2014,45
"d223","Manafwa",2014,40
"d224","Namutumba",2014,58
"d225","Bulambuli",2014,38
"d226","Buyende",2014,55
"d227","Kibuku",2014,75
"d228","Kween",2014,38
"d229","Luuka",2014,42
"d230","Namayingo",2014,60
"d231","Ngora",2014,70
"d232","Serere",2014,65
"d301","Adjumani",2014,70
"d302","Apac",2014,50
"d303","Arua",2014,45
"d304","Gulu",2014,63
"d305","Kitgum",2014,72
"d306","Kotido",2014,25
"d307","Lira",2014,48
"d308","Moroto",2014,15
"d309","Moyo",2014,73
"d310","Nebbi",2014,60
"d311","Nakapiripirit",2014,15
"d312","Pader",2014,35
"d313","Yumbe",2014,45
"d314","Abim",2014,65
"d315","Amolatar",2014,70
"d316","Amuru",2014,60
"d317","Dokolo",2014,75
"d318","Kaabong",2014,30
"d319","Koboko",2014,30
"d320","Maracha",2014,65
"d321","Oyam",2014,77
"d322","Agago",2014,25
"d323","Alebtong",2014,55
"d324","Amudat",2014,10
"d325","Kole",2014,35
"d326","Lamwo",2014,35
"d327","Napak",2014,50
"d328","Nwoya",2014,60
"d329","Otuke",2014,45
"d330","Zombo",2014,35
"d401","Bundibugyo",2014,50
"d402","Bushenyi",2014,80
"d403","Hoima",2014,53
"d404","Kabale",2014,40
"d405","Kabarole",2014,25
"d406","Kasese",2014,60
"d407","Kibaale",2014,45
"d408","Kisoro",2014,45
"d409","Masindi",2014,50
"d410","Mbarara",2014,78
"d411","Ntungamo",2014,50
"d412","Rukungiri",2014,68
"d413","Kamwenge",2014,51
"d414","Kanungu",2014,66
"d415","Kyenjojo",2014,73
"d416","Buliisa",2014,45
"d417","Ibanda",2014,35
"d418","Isingiro",2014,48
"d419","Kiruhura",2014,53
"d420","Buhweju",2014,40
"d421","Kiryandongo",2014,40
"d422","Kyegegwa",2014,30
"d423","Mitooma",2014,48
"d424","Ntoroko",2014,35
"d425","Rubirizi",2014,40
"d426","Sheema",2014,63
