"id","entity-name","year","value"
"d101",,2010,35
"d101",,2011,32
"d101",,2012,30
"d101",,2013,30
"d102",,2010,43
"d102",,2011,42
"d102",,2012,43
"d102",,2013,42
"d103",,2010,41
"d103",,2011,40
"d103",,2012,34
"d103",,2013,35
"d104",,2010,52
"d104",,2011,52
"d104",,2012,51
"d104",,2013,49
"d105",,2010,46
"d105",,2011,47
"d105",,2012,43
"d105",,2013,43
"d106",,2010,50
"d106",,2011,45
"d106",,2012,50
"d106",,2013,49
"d107",,2010,60
"d107",,2011,58
"d107",,2012,60
"d107",,2013,57
"d108",,2010,46
"d108",,2011,42
"d108",,2012,47
"d108",,2013,47
"d109",,2010,44
"d109",,2011,37
"d109",,2012,41
"d109",,2013,41
"d110",,2010,44
"d110",,2011,44
"d110",,2012,46
"d110",,2013,46
"d111",,2010,61
"d111",,2011,42
"d111",,2012,38
"d111",,2013,40
"d112",,2010,60
"d112",,2011,56
"d112",,2012,58
"d112",,2013,56
"d113",,2010,38
"d113",,2011,38
"d113",,2012,38
"d113",,2013,37
"d114",,2010,45
"d114",,2011,47
"d114",,2012,50
"d114",,2013,50
"d115",,2010,42
"d115",,2011,43
"d115",,2012,42
"d115",,2013,40
"d116",,2010,53
"d116",,2011,54
"d116",,2012,54
"d116",,2013,52
"d117",,2010,55
"d117",,2011,50
"d117",,2012,50
"d117",,2013,46
"d118",,2010,60
"d118",,2011,55
"d118",,2012,54
"d118",,2013,61
"d119",,2010,54
"d119",,2011,42
"d119",,2012,43
"d119",,2013,42
"d120",,2010,74
"d120",,2011,79
"d120",,2012,59
"d120",,2013,65
"d121",,2010,54
"d121",,2011,55
"d121",,2012,55
"d121",,2013,55
"d122",,2010,52
"d122",,2011,57
"d122",,2012,54
"d122",,2013,58
"d123",,2010,50
"d123",,2011,43
"d123",,2012,39
"d123",,2013,40
"d124",,2010,55
"d124",,2011,59
"d124",,2012,55
"d124",,2013,58
"d201",,2010,65
"d201",,2011,65
"d201",,2012,70
"d201",,2013,75
"d202",,2010,65
"d202",,2011,65
"d202",,2012,64
"d202",,2013,65
"d203",,2010,53
"d203",,2011,45
"d203",,2012,45
"d203",,2013,43
"d204",,2010,48
"d204",,2011,37
"d204",,2012,46
"d204",,2013,42
"d205",,2010,60
"d205",,2011,56
"d205",,2012,55
"d205",,2013,55
"d206",,2010,45
"d206",,2011,44
"d206",,2012,47
"d206",,2013,48
"d207",,2010,61
"d207",,2011,61
"d207",,2012,66
"d207",,2013,70
"d208",,2010,72
"d208",,2011,72
"d208",,2012,73
"d208",,2013,75
"d209",,2010,58
"d209",,2011,55
"d209",,2012,52
"d209",,2013,53
"d210",,2010,66
"d210",,2011,66
"d210",,2012,67
"d210",,2013,70
"d211",,2010,63
"d211",,2011,64
"d211",,2012,62
"d211",,2013,62
"d212",,2010,72
"d212",,2011,67
"d212",,2012,74
"d212",,2013,75
"d213",,2010,75
"d213",,2011,75
"d213",,2012,79
"d213",,2013,85
"d214",,2010,65
"d214",,2011,66
"d214",,2012,59
"d214",,2013,63
"d215",,2010,40
"d215",,2011,62
"d215",,2012,56
"d215",,2013,58
"d216",,2010,65
"d216",,2011,66
"d216",,2012,69
"d216",,2013,69
"d217",,2010,70
"d217",,2011,72
"d217",,2012,69
"d217",,2013,71
"d218",,2010,55
"d218",,2011,46
"d218",,2012,50
"d218",,2013,55
"d219",,2010,70
"d219",,2011,74
"d219",,2012,45
"d219",,2013,46
"d220",,2010,57
"d220",,2011,76
"d220",,2012,68
"d220",,2013,63
"d221",,2010,74
"d221",,2011,77
"d221",,2012,75
"d221",,2013,77
"d222",,2010,70
"d222",,2011,47
"d222",,2012,54
"d222",,2013,55
"d223",,2010,56
"d223",,2011,58
"d223",,2012,64
"d223",,2013,65
"d224",,2010,66
"d224",,2011,59
"d224",,2012,66
"d224",,2013,71
"d225",,2010,59
"d225",,2011,61
"d225",,2012,62
"d225",,2013,64
