id,year,direction,flow-type,flow-name,value
KR,2002,out,official,oda-out,417752910.4
KW,2002,out,official,oda-out,814193702.9
LT,2002,out,official,oda-out,3305429.507
LU,2002,out,official,oda-out,291673346
LV,2002,out,official,oda-out,3143081.083
NL,2002,out,official,oda-out,5548236812
NO,2002,out,official,oda-out,3797055966
NZ,2002,out,official,oda-out,271457216
PL,2002,out,official,oda-out,23556855.25
PT,2002,out,official,oda-out,518828998.9
QA,2002,out,official,oda-out,
SA,2002,out,official,oda-out,5356383895
SE,2002,out,official,oda-out,3386604840
SK,2002,out,official,oda-out,16122442.13
TW,2002,out,official,oda-out,
US,2002,out,official,oda-out,17494007059
AE,2003,out,official,oda-out,2008055761
AT,2003,out,official,oda-out,727246824.4
AU,2003,out,official,oda-out,2678466220
BE,2003,out,official,oda-out,2580733256
CA,2003,out,official,oda-out,4107306970
CH,2003,out,official,oda-out,2045098663
CZ,2003,out,official,oda-out,144987778.1
DE,2003,out,official,oda-out,10021291167
DK,2003,out,official,oda-out,2659374587
EE,2003,out,official,oda-out,1965308.627
ES,2003,out,official,oda-out,3018950504
FI,2003,out,official,oda-out,740574072.8
FR,2003,out,official,oda-out,12126454399
GB,2003,out,official,oda-out,7802490745
GR,2003,out,official,oda-out,496701609.7
HU,2003,out,official,oda-out,29204610.57
IE,2003,out,official,oda-out,588397939.1
IL,2003,out,official,oda-out,156010727.7
IS,2003,out,official,oda-out,18035015.61
IT,2003,out,official,oda-out,3571948193
JP,2003,out,official,oda-out,16804128693
KR,2003,out,official,oda-out,501089073.8
KW,2003,out,official,oda-out,1130017911
LT,2003,out,official,oda-out,3232410.794
LU,2003,out,official,oda-out,303488397.4
LV,2003,out,official,oda-out,1624837.684
NL,2003,out,official,oda-out,5425323023
NO,2003,out,official,oda-out,3943389104
NZ,2003,out,official,oda-out,289290539.1
PL,2003,out,official,oda-out,42410443.17
PT,2003,out,official,oda-out,418610533.4
QA,2003,out,official,oda-out,
SA,2003,out,official,oda-out,4909530670
SE,2003,out,official,oda-out,3299598955
SK,2003,out,official,oda-out,28023632.83
TW,2003,out,official,oda-out,
US,2003,out,official,oda-out,22097815424
AE,2004,out,official,oda-out,1009081224
AT,2004,out,official,oda-out,844879169.8
AU,2004,out,official,oda-out,2728383842
BE,2004,out,official,oda-out,1893439508
CA,2004,out,official,oda-out,4106110700
CH,2004,out,official,oda-out,2234147121
CZ,2004,out,official,oda-out,152232308
DE,2004,out,official,oda-out,10059003575
DK,2004,out,official,oda-out,2630180828
EE,2004,out,official,oda-out,7640932.378
ES,2004,out,official,oda-out,3195085528
FI,2004,out,official,oda-out,824016389.7
FR,2004,out,official,oda-out,11610254103
GB,2004,out,official,oda-out,8637464392
GR,2004,out,official,oda-out,388692222
HU,2004,out,official,oda-out,83054350.96
IE,2004,out,official,oda-out,630495276.6
IL,2004,out,official,oda-out,115241161.4
IS,2004,out,official,oda-out,19386794.77
IT,2004,out,official,oda-out,3266898305
JP,2004,out,official,oda-out,19813850024
KR,2004,out,official,oda-out,531493850.9
KW,2004,out,official,oda-out,999183488.4
LT,2004,out,official,oda-out,13601850.66
LU,2004,out,official,oda-out,329409410.4
LV,2004,out,official,oda-out,13619174.08
NL,2004,out,official,oda-out,5681056084
NO,2004,out,official,oda-out,3809911440
NZ,2004,out,official,oda-out,313541465.6
PL,2004,out,official,oda-out,165516229.7
PT,2004,out,official,oda-out,1197051068
QA,2004,out,official,oda-out,
SA,2004,out,official,oda-out,3258045098
SE,2004,out,official,oda-out,3386483764
SK,2004,out,official,oda-out,43427363.97
TW,2004,out,official,oda-out,
US,2004,out,official,oda-out,24272745813
AE,2005,out,official,oda-out,913890912.4
AT,2005,out,official,oda-out,1856867414
AU,2005,out,official,oda-out,2902596998
BE,2005,out,official,oda-out,2395604341
CA,2005,out,official,oda-out,5319619868
CH,2005,out,official,oda-out,2554097513
CY,2005,out,official,oda-out,18398344.72
CZ,2005,out,official,oda-out,177761356
DE,2005,out,official,oda-out,12935264006
DK,2005,out,official,oda-out,2649973713
EE,2005,out,official,oda-out,14119198.44
ES,2005,out,official,oda-out,4011814326
FI,2005,out,official,oda-out,1080498566
FR,2005,out,official,oda-out,13398042381
GB,2005,out,official,oda-out,11589889141
GR,2005,out,official,oda-out,456851162.4
HU,2005,out,official,oda-out,114241974.8
IE,2005,out,official,oda-out,728891719
IL,2005,out,official,oda-out,129544412.5
IS,2005,out,official,oda-out,21651457.37
IT,2005,out,official,oda-out,6141752705
JP,2005,out,official,oda-out,23523266707
KR,2005,out,official,oda-out,815767177.2
KW,2005,out,official,oda-out,950568559.6
LT,2005,out,official,oda-out,21757782.36
LU,2005,out,official,oda-out,342035250.5
LV,2005,out,official,oda-out,16350838.55
NL,2005,out,official,oda-out,5886854969
NO,2005,out,official,oda-out,4237258122
NZ,2005,out,official,oda-out,372182483.6
PL,2005,out,official,oda-out,248920377.7
PT,2005,out,official,oda-out,431758725.2
QA,2005,out,official,oda-out,
SA,2005,out,official,oda-out,1529982590
SE,2005,out,official,oda-out,4217487292
SI,2005,out,official,oda-out,41162099.99
SK,2005,out,official,oda-out,82352487.86
TW,2005,out,official,oda-out,
US,2005,out,official,oda-out,32816766275
AE,2006,out,official,oda-out,1236516862
AT,2006,out,official,oda-out,1716776652
AU,2006,out,official,oda-out,3533018141
BE,2006,out,official,oda-out,2353433925
CA,2006,out,official,oda-out,4786597046
CH,2006,out,official,oda-out,2342292121
CY,2006,out,official,oda-out,30404574.36
CZ,2006,out,official,oda-out,198435555.2
DE,2006,out,official,oda-out,13269409116
DK,2006,out,official,oda-out,2738220337
EE,2006,out,official,oda-out,18969457.82
ES,2006,out,official,oda-out,4510657927
FI,2006,out,official,oda-out,979497826.3
FR,2006,out,official,oda-out,14378868307
GB,2006,out,official,oda-out,13030903274
GR,2006,out,official,oda-out,487163199.7
HU,2006,out,official,oda-out,173258043.2
IE,2006,out,official,oda-out,992438405.4
IL,2006,out,official,oda-out,119508537.9
IS,2006,out,official,oda-out,33678646.86
IT,2006,out,official,oda-out,4546340935
JP,2006,out,official,oda-out,23050246239
KR,2006,out,official,oda-out,500484636.9
KW,2006,out,official,oda-out,682799913.9
LT,2006,out,official,oda-out,32628633.49
LU,2006,out,official,oda-out,359702509.7
LV,2006,out,official,oda-out,16010950.39
NL,2006,out,official,oda-out,6485546850
NO,2006,out,official,oda-out,4087953884
NZ,2006,out,official,oda-out,371523369.3
PL,2006,out,official,oda-out,346192866.5
PT,2006,out,official,oda-out,436895247.8
QA,2006,out,official,oda-out,
SA,2006,out,official,oda-out,2904090774
SE,2006,out,official,oda-out,4806718730
SI,2006,out,official,oda-out,50691145.73
SK,2006,out,official,oda-out,74110403.85
TW,2006,out,official,oda-out,
US,2006,out,official,oda-out,27166281243
AE,2007,out,official,oda-out,3318739354
AT,2007,out,official,oda-out,1877841652
AU,2007,out,official,oda-out,3843067108
BE,2007,out,official,oda-out,2091257463
CA,2007,out,official,oda-out,4851300320
CH,2007,out,official,oda-out,2239309161
CY,2007,out,official,oda-out,36262801.48
CZ,2007,out,official,oda-out,191847926
DE,2007,out,official,oda-out,13598978976
DK,2007,out,official,oda-out,2823688336
EE,2007,out,official,oda-out,17929787.68
ES,2007,out,official,oda-out,5238908223
FI,2007,out,official,oda-out,1021583409
FR,2007,out,official,oda-out,11577290781
GB,2007,out,official,oda-out,10415159341
GR,2007,out,official,oda-out,510694018.6
HU,2007,out,official,oda-out,99361774.85
IE,2007,out,official,oda-out,1043747972
IL,2007,out,official,oda-out,134791353.1
IS,2007,out,official,oda-out,33974181.69
IT,2007,out,official,oda-out,4364609863
JP,2007,out,official,oda-out,18745310823
KR,2007,out,official,oda-out,682252544.9
KW,2007,out,official,oda-out,669443218.8
LT,2007,out,official,oda-out,52359153.41
LU,2007,out,official,oda-out,410560481.9
LV,2007,out,official,oda-out,16320411.89
NL,2007,out,official,oda-out,6563353244
NO,2007,out,official,oda-out,4595117969
NZ,2007,out,official,oda-out,388955739.2
PL,2007,out,official,oda-out,365099596.5
PT,2007,out,official,oda-out,461674925.6
QA,2007,out,official,oda-out,
SA,2007,out,official,oda-out,2177065844
SE,2007,out,official,oda-out,4705822894
SI,2007,out,official,oda-out,54871539.13
SK,2007,out,official,oda-out,74417391.69
TW,2007,out,official,oda-out,
US,2007,out,official,oda-out,24477812256
AE,2008,out,official,oda-out,1491073566
AT,2008,out,official,oda-out,1680477997
AU,2008,out,official,oda-out,4048881367
BE,2008,out,official,oda-out,2387233553
CA,2008,out,official,oda-out,5484270759
CH,2008,out,official,oda-out,2405861065
CY,2008,out,official,oda-out,34796648.55
CZ,2008,out,official,oda-out,224227102.8
DE,2008,out,official,oda-out,14935583184
DK,2008,out,official,oda-out,2765940030
EE,2008,out,official,oda-out,21228467.59
ES,2008,out,official,oda-out,6673837237
FI,2008,out,official,oda-out,1120766515
FR,2008,out,official,oda-out,11686062717
GB,2008,out,official,oda-out,11500282808
GR,2008,out,official,oda-out,649821344.9
HU,2008,out,official,oda-out,91688080.65
IE,2008,out,official,oda-out,1135686515
IL,2008,out,official,oda-out,142960675.7
IS,2008,out,official,oda-out,43273363.09
IT,2008,out,official,oda-out,4799302717
JP,2008,out,official,oda-out,21457512633
KR,2008,out,official,oda-out,911730783
KW,2008,out,official,oda-out,725127796.2
LT,2008,out,official,oda-out,44487570.24
LU,2008,out,official,oda-out,428690367.9
LV,2008,out,official,oda-out,18811896.34
NL,2008,out,official,oda-out,6711423498
NO,2008,out,official,oda-out,4328862908
NZ,2008,out,official,oda-out,432579367.7
PL,2008,out,official,oda-out,311721863.1
PT,2008,out,official,oda-out,567261220.8
QA,2008,out,official,oda-out,
RO,2008,out,official,oda-out,107520473.9
SA,2008,out,official,oda-out,5799801986
SE,2008,out,official,oda-out,4919120379
SI,2008,out,official,oda-out,62439850.27
SK,2008,out,official,oda-out,86798996.28
TW,2008,out,official,oda-out,
US,2008,out,official,oda-out,29006999178
AE,2009,out,official,oda-out,1334191935
AT,2009,out,official,oda-out,1125547708
AU,2009,out,official,oda-out,3992991758
BE,2009,out,official,oda-out,2633744285
CA,2009,out,official,oda-out,4971859556
CH,2009,out,official,oda-out,2704280394
CY,2009,out,official,oda-out,44590969.86
CZ,2009,out,official,oda-out,206740847.4
DE,2009,out,official,oda-out,12781376806
DK,2009,out,official,oda-out,2822126270
EE,2009,out,official,oda-out,18685028.19
ES,2009,out,official,oda-out,6451721252
FI,2009,out,official,oda-out,1263820521
FR,2009,out,official,oda-out,13525739487
GB,2009,out,official,oda-out,12501474805
GR,2009,out,official,oda-out,568214482.2
HU,2009,out,official,oda-out,113388673.6
IE,2009,out,official,oda-out,926436136.7
IL,2009,out,official,oda-out,135589515.1
IS,2009,out,official,oda-out,38535925.04
IT,2009,out,official,oda-out,3320637849
JP,2009,out,official,oda-out,18320740162
KR,2009,out,official,oda-out,1022352735
KW,2009,out,official,oda-out,746634404.2
LT,2009,out,official,oda-out,36913660.19
LU,2009,out,official,oda-out,440218697.8
LV,2009,out,official,oda-out,21123671.11
MT,2009,out,official,oda-out,13686105.66
NL,2009,out,official,oda-out,6280301642
NO,2009,out,official,oda-out,5128174649
NZ,2009,out,official,oda-out,424107947.9
PL,2009,out,official,oda-out,389923198.6
PT,2009,out,official,oda-out,508962870.5
QA,2009,out,official,oda-out,
RO,2009,out,official,oda-out,154794629.9
SA,2009,out,official,oda-out,4573275740
SE,2009,out,official,oda-out,5294142897
SI,2009,out,official,oda-out,65973619.54
SK,2009,out,official,oda-out,71973940.39
TW,2009,out,official,oda-out,
US,2009,out,official,oda-out,31142686473
AE,2010,out,official,oda-out,629649948.4
AT,2010,out,official,oda-out,1223717253
AU,2010,out,official,oda-out,4459377647
BE,2010,out,official,oda-out,3080819262
BG,2010,out,official,oda-out,42611441.53
CA,2010,out,official,oda-out,5689766270
CH,2010,out,official,oda-out,2588067488
CY,2010,out,official,oda-out,51580967.39
CZ,2010,out,official,oda-out,223700684.5
DE,2010,out,official,oda-out,14340730537
DK,2010,out,official,oda-out,2976523225
EE,2010,out,official,oda-out,19646917.6
ES,2010,out,official,oda-out,6130068187
FI,2010,out,official,oda-out,1368055691
FR,2010,out,official,oda-out,14345366178
GB,2010,out,official,oda-out,14302394789
GR,2010,out,official,oda-out,493872842.6
HU,2010,out,official,oda-out,111567439.6
IE,2010,out,official,oda-out,880299904
IL,2010,out,official,oda-out,148488926
IS,2010,out,official,oda-out,29834010.11
IT,2010,out,official,oda-out,3181422733
JP,2010,out,official,oda-out,20177639208
KR,2010,out,official,oda-out,1269032409
KW,2010,out,official,oda-out,808775031.1
LT,2010,out,official,oda-out,38436170.41
LU,2010,out,official,oda-out,419658247.3
LV,2010,out,official,oda-out,16702069.37
MT,2010,out,official,oda-out,13947873.72
NL,2010,out,official,oda-out,6432331274
NO,2010,out,official,oda-out,4975425050
NZ,2010,out,official,oda-out,390814946.6
PL,2010,out,official,oda-out,374968518.1
PT,2010,out,official,oda-out,664112183.6
QA,2010,out,official,oda-out,
RO,2010,out,official,oda-out,115057793.6
RU,2010,out,official,oda-out,579113735.9
HR,2008,out,official,oda-out,
SA,2010,out,official,oda-out,4200313111
SE,2010,out,official,oda-out,4937829333
SI,2010,out,official,oda-out,57669853.32
SK,2010,out,official,oda-out,73612794.31
TW,2010,out,official,oda-out,
US,2010,out,official,oda-out,31673538914
AE,2011,out,official,oda-out,792884556.6
AT,2011,out,official,oda-out,1049894028
AU,2011,out,official,oda-out,4967311995
BE,2011,out,official,oda-out,2844956984
BG,2011,out,official,oda-out,45394268.76
CA,2011,out,official,oda-out,5541012206
CH,2011,out,official,oda-out,2939367443
CY,2011,out,official,oda-out,35459560.94
CZ,2011,out,official,oda-out,230224085.6
DE,2011,out,official,oda-out,14629335198
DK,2011,out,official,oda-out,2841455909
EE,2011,out,official,oda-out,22985267.52
ES,2011,out,official,oda-out,4138013774
FI,2011,out,official,oda-out,1356477196
FR,2011,out,official,oda-out,13549019672
GB,2011,out,official,oda-out,14244284980
GR,2011,out,official,oda-out,389510675.7
HU,2011,out,official,oda-out,128988839.4
IE,2011,out,official,oda-out,850138629.6
IL,2011,out,official,oda-out,198771816.1
IS,2011,out,official,oda-out,24393850.73
IT,2011,out,official,oda-out,4350560208
JP,2011,out,official,oda-out,20044762204
KR,2011,out,official,oda-out,1359501716
KW,2011,out,official,oda-out,552180181.3
LT,2011,out,official,oda-out,48989982.51
LU,2011,out,official,oda-out,393689821.8
LV,2011,out,official,oda-out,18155017.39
MT,2011,out,official,oda-out,18780986.38
NL,2011,out,official,oda-out,6142611515
NO,2011,out,official,oda-out,4699755588
NZ,2011,out,official,oda-out,431326522.8
PL,2011,out,official,oda-out,395736185.9
PT,2011,out,official,oda-out,687386900.1
QA,2011,out,official,oda-out,
RO,2011,out,official,oda-out,150496621.6
RU,2011,out,official,oda-out,490312314.8
SA,2011,out,official,oda-out,5450296416
SE,2011,out,official,oda-out,5421940633
SI,2011,out,official,oda-out,58170837.88
SK,2011,out,official,oda-out,80514667.88
TW,2011,out,official,oda-out,
US,2011,out,official,oda-out,32848805685
AE,2012,out,official,oda-out,853850000
AT,2012,out,official,oda-out,1113440000
AU,2012,out,official,oda-out,5514580000
BE,2012,out,official,oda-out,2359180000
BG,2012,out,official,oda-out,39950000
CA,2012,out,official,oda-out,5703070000
CH,2012,out,official,oda-out,3078030000
CY,2012,out,official,oda-out,25080000
CZ,2012,out,official,oda-out,219630000
DE,2012,out,official,oda-out,14569640000
DK,2012,out,official,oda-out,2819230000
EE,2012,out,official,oda-out,23240000
ES,2012,out,official,oda-out,2123240000
FI,2012,out,official,oda-out,1326160000
FR,2012,out,official,oda-out,13556620000
GB,2012,out,official,oda-out,14266960000
GR,2012,out,official,oda-out,327410000
HR,2012,out,official,oda-out,21360000
HU,2012,out,official,oda-out,118380000
IE,2012,out,official,oda-out,808360000
IL,2012,out,official,oda-out,181190000
IS,2012,out,official,oda-out,26120000
IT,2012,out,official,oda-out,2837010000
JP,2012,out,official,oda-out,18662160000
KR,2012,out,official,oda-out,1646470000
KW,2012,out,official,oda-out,482240000
LT,2012,out,official,oda-out,51910000
LU,2012,out,official,oda-out,401890000
LV,2012,out,official,oda-out,21110000
MT,2012,out,official,oda-out,18580000
NL,2012,out,official,oda-out,5629290000
NO,2012,out,official,oda-out,4849450000
NZ,2012,out,official,oda-out,449100000
PL,2012,out,official,oda-out,438700000
PT,2012,out,official,oda-out,618640000
QA,2012,out,official,oda-out,
RO,2012,out,official,oda-out,142410000
RU,2012,out,official,oda-out,465010000
SA,2012,out,official,oda-out,1436180000
SE,2012,out,official,oda-out,5247930000
SI,2012,out,official,oda-out,58450000
SK,2012,out,official,oda-out,79680000
TW,2012,out,official,oda-out,
US,2012,out,official,oda-out,31398320000
AE,2013,out,official,oda-out,5526728402
AT,2013,out,official,oda-out,1117842998
AU,2013,out,official,oda-out,5235956877
BE,2013,out,official,oda-out,2246185276
BG,2013,out,official,oda-out,48426763.76
CA,2013,out,official,oda-out,5087945873
CH,2013,out,official,oda-out,3188315664
CY,2013,out,official,oda-out,20010596.22
CZ,2013,out,official,oda-out,207862300.8
DE,2013,out,official,oda-out,15376855164
DK,2013,out,official,oda-out,2959963539
EE,2013,out,official,oda-out,28574897.81
ES,2013,out,official,oda-out,2476062534
FI,2013,out,official,oda-out,1366544378
FR,2013,out,official,oda-out,12288419855
GB,2013,out,official,oda-out,18156791671
GR,2013,out,official,oda-out,236750611.1
HR,2013,out,official,oda-out,43622616.48
HU,2013,out,official,oda-out,123698427.8
IE,2013,out,official,oda-out,816193038.3
IL,2013,out,official,oda-out,185052783.2
IS,2013,out,official,oda-out,32976187.03
IT,2013,out,official,oda-out,3349136849
JP,2013,out,official,oda-out,27688111252
KR,2013,out,official,oda-out,1747935728
KW,2013,out,official,oda-out,539956422.6
LT,2013,out,official,oda-out,48042948.17
LU,2013,out,official,oda-out,405636464.8
LV,2013,out,official,oda-out,22722199.47
MT,2013,out,official,oda-out,17355726.42
NL,2013,out,official,oda-out,5350796472
NO,2013,out,official,oda-out,5623975465
NZ,2013,out,official,oda-out,440659101
PL,2013,out,official,oda-out,486073531
PT,2013,out,official,oda-out,504570880.4
QA,2013,out,official,oda-out,
RO,2013,out,official,oda-out,124308292
RU,2013,out,official,oda-out,701061212.6
SA,2013,out,official,oda-out,5897248646
SE,2013,out,official,oda-out,5626371607
SI,2013,out,official,oda-out,59351535.44
SK,2013,out,official,oda-out,82195512.06
TW,2013,out,official,oda-out,
US,2013,out,official,oda-out,31684637300
AE,2014,out,official,oda-out,5296314991
AT,2014,out,official,oda-out,1135974308
AU,2014,out,official,oda-out,4863169974
BE,2014,out,official,oda-out,2311018649
BG,2014,out,official,oda-out,47149907.15
CA,2014,out,official,oda-out,4540556011
CH,2014,out,official,oda-out,3456721162
CZ,2014,out,official,oda-out,211563499.8
DE,2014,out,official,oda-out,17694511186
DK,2014,out,official,oda-out,2916765768
EE,2014,out,official,oda-out,34291236.73
ES,2014,out,official,oda-out,2003042316
FI,2014,out,official,oda-out,1493070958
FR,2014,out,official,oda-out,11691268404
GB,2014,out,official,oda-out,18144524035
GR,2014,out,official,oda-out,241433887.6
HU,2014,out,official,oda-out,140216808
IE,2014,out,official,oda-out,765022304.6
IL,2014,out,official,oda-out,179504397
IS,2014,out,official,oda-out,33269399.07
IT,2014,out,official,oda-out,3796883121
JP,2014,out,official,oda-out,20027584697
KR,2014,out,official,oda-out,1746150009
KW,2014,out,official,oda-out,608637672.6
LT,2014,out,official,oda-out,42979913.62
LU,2014,out,official,oda-out,386836994.5
LV,2014,out,official,oda-out,23994478.38
MT,2014,out,official,oda-out,19043740.82
NL,2014,out,official,oda-out,5349556707
NO,2014,out,official,oda-out,5117752345
NZ,2014,out,official,oda-out,457006499
PL,2014,out,official,oda-out,451344977.4
PT,2014,out,official,oda-out,439440492.1
QA,2014,out,official,oda-out,
RO,2014,out,official,oda-out,196361037.6
RU,2014,out,official,oda-out,967161130.8
SA,2014,out,official,oda-out,14402625113
SE,2014,out,official,oda-out,6135049560
SI,2014,out,official,oda-out,57296292.44
SK,2014,out,official,oda-out,78506130.24
TW,2014,out,official,oda-out,
US,2014,out,official,oda-out,32817114025
AT,2000,out,official,oofs-out,273941460.8
AU,2000,out,official,oofs-out,1709831418
BE,2000,out,official,oofs-out,92906104.75
BG,2000,out,official,oofs-out,
CA,2000,out,official,oofs-out,2426314134
CH,2000,out,official,oofs-out,14997008.97
CY,2000,out,official,oofs-out,
DE,2000,out,official,oofs-out,1814465289
DK,2000,out,official,oofs-out,16257637.71
EE,2000,out,official,oofs-out,
ES,2000,out,official,oofs-out,6125828.934
FI,2000,out,official,oofs-out,3607283.411
FR,2000,out,official,oofs-out,613253918.1
GB,2000,out,official,oofs-out,254758652.9
GR,2000,out,official,oofs-out,4685305.071
HR,2000,out,official,oofs-out,
HU,2000,out,official,oofs-out,
IE,2000,out,official,oofs-out,
IL,2000,out,official,oofs-out,
IS,2000,out,official,oofs-out,
IT,2000,out,official,oofs-out,185090654.1
JP,2000,out,official,oofs-out,6281298024
KR,2000,out,official,oofs-out,820707152.1
LI,2000,out,official,oofs-out,
LT,2000,out,official,oofs-out,
LV,2000,out,official,oofs-out,
MT,2000,out,official,oofs-out,
NL,2000,out,official,oofs-out,228275089.8
PL,2000,out,official,oofs-out,
PT,2000,out,official,oofs-out,137886552.3
QA,2000,out,official,oofs-out,
RO,2000,out,official,oofs-out,
RU,2000,out,official,oofs-out,
SE,2000,out,official,oofs-out,9414600.333
SI,2000,out,official,oofs-out,
SK,2000,out,official,oofs-out,
TW,2000,out,official,oofs-out,
US,2000,out,official,oofs-out,2037862587
AT,2001,out,official,oofs-out,176172800
AU,2001,out,official,oofs-out,155373447
BE,2001,out,official,oofs-out,66788316.7
BG,2001,out,official,oofs-out,
CA,2001,out,official,oofs-out,2524061979
CH,2001,out,official,oofs-out,11743910.96
CY,2001,out,official,oofs-out,
DE,2001,out,official,oofs-out,894081992.3
DK,2001,out,official,oofs-out,11302048.85
EE,2001,out,official,oofs-out,
ES,2001,out,official,oofs-out,248849301.6
FI,2001,out,official,oofs-out,13224045.21
FR,2001,out,official,oofs-out,595339647.8
GB,2001,out,official,oofs-out,331942427.8
HR,2001,out,official,oofs-out,
HU,2001,out,official,oofs-out,
IE,2001,out,official,oofs-out,
IL,2001,out,official,oofs-out,
IS,2001,out,official,oofs-out,
IT,2001,out,official,oofs-out,102238074.3
JP,2001,out,official,oofs-out,9776233725
KR,2001,out,official,oofs-out,799160946.3
LI,2001,out,official,oofs-out,
LT,2001,out,official,oofs-out,
LV,2001,out,official,oofs-out,
MT,2001,out,official,oofs-out,
NL,2001,out,official,oofs-out,478598578.7
PL,2001,out,official,oofs-out,
QA,2001,out,official,oofs-out,
RO,2001,out,official,oofs-out,
RU,2001,out,official,oofs-out,
SE,2001,out,official,oofs-out,4106464.743
SI,2001,out,official,oofs-out,
SK,2001,out,official,oofs-out,
TW,2001,out,official,oofs-out,
US,2001,out,official,oofs-out,2294203519
AT,2002,out,official,oofs-out,207519824
AU,2002,out,official,oofs-out,116800997
BE,2002,out,official,oofs-out,187331685.2
BG,2002,out,official,oofs-out,
CA,2002,out,official,oofs-out,1741841496
CH,2002,out,official,oofs-out,5031513.576
CY,2002,out,official,oofs-out,
DE,2002,out,official,oofs-out,6615430915
DK,2002,out,official,oofs-out,12399230.57
EE,2002,out,official,oofs-out,
ES,2002,out,official,oofs-out,74062115.26
FI,2002,out,official,oofs-out,6055756.567
FR,2002,out,official,oofs-out,1169511875
GB,2002,out,official,oofs-out,216308130.6
HR,2002,out,official,oofs-out,
HU,2002,out,official,oofs-out,
IE,2002,out,official,oofs-out,
IL,2002,out,official,oofs-out,
IS,2002,out,official,oofs-out,
IT,2002,out,official,oofs-out,337751021.6
JP,2002,out,official,oofs-out,8494441989
KR,2002,out,official,oofs-out,945241952.1
LI,2002,out,official,oofs-out,
LT,2002,out,official,oofs-out,
LV,2002,out,official,oofs-out,
MT,2002,out,official,oofs-out,
NL,2002,out,official,oofs-out,293980552.6
NZ,2002,out,official,oofs-out,3864434.788
PL,2002,out,official,oofs-out,
