id,year,destination-institution-type,creditor-type,creditor-institution,financing-type,value
BT,2004,png,private,private,bonds,0
BT,2004,png,private,private,commercial-banking,0
BT,2004,ppg,official,bilateral,concessional,7865842.401
BT,2004,ppg,official,bilateral,non-concessional,95567947.39
BT,2004,ppg,official,multilateral,concessional,22330026.17
BT,2004,ppg,official,multilateral,non-concessional,0
BT,2004,ppg,private,private,bonds,0
BT,2004,ppg,private,private,commercial-banking,0
BT,2004,ppg,private,private,other-private,0
BW,2004,png,private,private,bonds,0
BW,2004,png,private,private,commercial-banking,0
BW,2004,ppg,official,bilateral,concessional,20162484.14
BW,2004,ppg,official,bilateral,non-concessional,0
BW,2004,ppg,official,multilateral,concessional,3442347.326
BW,2004,ppg,official,multilateral,non-concessional,1741274.123
BW,2004,ppg,private,private,bonds,0
BW,2004,ppg,private,private,commercial-banking,0
BW,2004,ppg,private,private,other-private,0
BY,2004,png,private,private,bonds,0
BY,2004,png,private,private,commercial-banking,182481648.5
BY,2004,ppg,official,bilateral,concessional,6275549.442
BY,2004,ppg,official,bilateral,non-concessional,288171386.1
BY,2004,ppg,official,multilateral,concessional,0
BY,2004,ppg,official,multilateral,non-concessional,3902663.914
BY,2004,ppg,private,private,bonds,0
BY,2004,ppg,private,private,commercial-banking,0
BY,2004,ppg,private,private,other-private,25816862.8
BZ,2004,png,private,private,bonds,0
BZ,2004,png,private,private,commercial-banking,0
BZ,2004,ppg,official,bilateral,concessional,25393214
BZ,2004,ppg,official,bilateral,non-concessional,531208.5468
BZ,2004,ppg,official,multilateral,concessional,9089568.467
BZ,2004,ppg,official,multilateral,non-concessional,21083317.9
BZ,2004,ppg,private,private,bonds,83839404.25
BZ,2004,ppg,private,private,commercial-banking,132503407.2
BZ,2004,ppg,private,private,other-private,0
CA,2004,png,private,private,bonds,
CA,2004,png,private,private,commercial-banking,
CA,2004,ppg,official,bilateral,concessional,
CA,2004,ppg,official,bilateral,non-concessional,
CA,2004,ppg,official,multilateral,concessional,
CA,2004,ppg,official,multilateral,non-concessional,
CA,2004,ppg,private,private,bonds,
CA,2004,ppg,private,private,commercial-banking,
CA,2004,ppg,private,private,other-private,
CD,2004,png,private,private,bonds,
CD,2004,png,private,private,commercial-banking,
CD,2004,ppg,official,bilateral,concessional,
CD,2004,ppg,official,bilateral,non-concessional,
CD,2004,ppg,official,multilateral,concessional,
CD,2004,ppg,official,multilateral,non-concessional,
CD,2004,ppg,private,private,bonds,
CD,2004,ppg,private,private,commercial-banking,
CD,2004,ppg,private,private,other-private,
CF,2004,png,private,private,bonds,0
CF,2004,png,private,private,commercial-banking,0
CF,2004,ppg,official,bilateral,concessional,0
CF,2004,ppg,official,bilateral,non-concessional,0
CF,2004,ppg,official,multilateral,concessional,0
CF,2004,ppg,official,multilateral,non-concessional,0
CF,2004,ppg,private,private,bonds,0
CF,2004,ppg,private,private,commercial-banking,0
CF,2004,ppg,private,private,other-private,0
CG,2004,png,private,private,bonds,
CG,2004,png,private,private,commercial-banking,
CG,2004,ppg,official,bilateral,concessional,
CG,2004,ppg,official,bilateral,non-concessional,
CG,2004,ppg,official,multilateral,concessional,
CG,2004,ppg,official,multilateral,non-concessional,
CG,2004,ppg,private,private,bonds,
CG,2004,ppg,private,private,commercial-banking,
CG,2004,ppg,private,private,other-private,
CH,2004,png,private,private,bonds,
CH,2004,png,private,private,commercial-banking,
CH,2004,ppg,official,bilateral,concessional,
CH,2004,ppg,official,bilateral,non-concessional,
CH,2004,ppg,official,multilateral,concessional,
CH,2004,ppg,official,multilateral,non-concessional,
CH,2004,ppg,private,private,bonds,
CH,2004,ppg,private,private,commercial-banking,
CH,2004,ppg,private,private,other-private,
CI,2004,png,private,private,bonds,
CI,2004,png,private,private,commercial-banking,
CI,2004,ppg,official,bilateral,concessional,
CI,2004,ppg,official,bilateral,non-concessional,
CI,2004,ppg,official,multilateral,concessional,
CI,2004,ppg,official,multilateral,non-concessional,
CI,2004,ppg,private,private,bonds,
CI,2004,ppg,private,private,commercial-banking,
CI,2004,ppg,private,private,other-private,
CL,2004,png,private,private,bonds,
CL,2004,png,private,private,commercial-banking,
CL,2004,ppg,official,bilateral,concessional,
CL,2004,ppg,official,bilateral,non-concessional,
CL,2004,ppg,official,multilateral,concessional,
CL,2004,ppg,official,multilateral,non-concessional,
CL,2004,ppg,private,private,bonds,
CL,2004,ppg,private,private,commercial-banking,
CL,2004,ppg,private,private,other-private,
CM,2004,png,private,private,bonds,0
CM,2004,png,private,private,commercial-banking,96522519.12
CM,2004,ppg,official,bilateral,concessional,30137926.56
CM,2004,ppg,official,bilateral,non-concessional,0
CM,2004,ppg,official,multilateral,concessional,222762842.2
CM,2004,ppg,official,multilateral,non-concessional,7971891.913
CM,2004,ppg,private,private,bonds,0
CM,2004,ppg,private,private,commercial-banking,0
CM,2004,ppg,private,private,other-private,0
CN,2004,png,private,private,bonds,1409117970
CN,2004,png,private,private,commercial-banking,32199286882
CN,2004,ppg,official,bilateral,concessional,1437940338
CN,2004,ppg,official,bilateral,non-concessional,7426927.386
CN,2004,ppg,official,multilateral,concessional,132778317.2
CN,2004,ppg,official,multilateral,non-concessional,3226680614
CN,2004,ppg,private,private,bonds,4788253287
CN,2004,ppg,private,private,commercial-banking,143413891.3
CN,2004,ppg,private,private,other-private,516720250.5
CO,2004,png,private,private,bonds,370975044.5
CO,2004,png,private,private,commercial-banking,2973417355
CO,2004,ppg,official,bilateral,concessional,0
CO,2004,ppg,official,bilateral,non-concessional,0
CO,2004,ppg,official,multilateral,concessional,263407557
CO,2004,ppg,official,multilateral,non-concessional,2293961285
CO,2004,ppg,private,private,bonds,3000533448
CO,2004,ppg,private,private,commercial-banking,636113091
CO,2004,ppg,private,private,other-private,96030163.57
CR,2004,png,private,private,bonds,0
CR,2004,png,private,private,commercial-banking,926693423.3
CR,2004,ppg,official,bilateral,concessional,674478.5959
CR,2004,ppg,official,bilateral,non-concessional,0
CR,2004,ppg,official,multilateral,concessional,14810077.16
CR,2004,ppg,official,multilateral,non-concessional,309125423.4
CR,2004,ppg,private,private,bonds,100418649.5
CR,2004,ppg,private,private,commercial-banking,26908850.78
CR,2004,ppg,private,private,other-private,0
CV,2004,png,private,private,bonds,0
CV,2004,png,private,private,commercial-banking,0
CV,2004,ppg,official,bilateral,concessional,1083334.091
CV,2004,ppg,official,bilateral,non-concessional,0
CV,2004,ppg,official,multilateral,concessional,32492393.61
CV,2004,ppg,official,multilateral,non-concessional,1703835.307
CV,2004,ppg,private,private,bonds,0
CV,2004,ppg,private,private,commercial-banking,157668.3418
CV,2004,ppg,private,private,other-private,0
CY,2004,png,private,private,bonds,
CY,2004,png,private,private,commercial-banking,
CY,2004,ppg,official,bilateral,concessional,
CY,2004,ppg,official,bilateral,non-concessional,
CY,2004,ppg,official,multilateral,concessional,
CY,2004,ppg,official,multilateral,non-concessional,
CY,2004,ppg,private,private,bonds,
CY,2004,ppg,private,private,commercial-banking,
CY,2004,ppg,private,private,other-private,
CZ,2004,png,private,private,bonds,
CZ,2004,png,private,private,commercial-banking,
CZ,2004,ppg,official,bilateral,concessional,
CZ,2004,ppg,official,bilateral,non-concessional,
CZ,2004,ppg,official,multilateral,concessional,
CZ,2004,ppg,official,multilateral,non-concessional,
CZ,2004,ppg,private,private,bonds,
CZ,2004,ppg,private,private,commercial-banking,
CZ,2004,ppg,private,private,other-private,
DE,2004,png,private,private,bonds,
DE,2004,png,private,private,commercial-banking,
DE,2004,ppg,official,bilateral,concessional,
DE,2004,ppg,official,bilateral,non-concessional,
DE,2004,ppg,official,multilateral,concessional,
DE,2004,ppg,official,multilateral,non-concessional,
DE,2004,ppg,private,private,bonds,
DE,2004,ppg,private,private,commercial-banking,
DE,2004,ppg,private,private,other-private,
DJ,2004,png,private,private,bonds,0
DJ,2004,png,private,private,commercial-banking,0
DJ,2004,ppg,official,bilateral,concessional,1675455.548
DJ,2004,ppg,official,bilateral,non-concessional,0
DJ,2004,ppg,official,multilateral,concessional,36509312.3
DJ,2004,ppg,official,multilateral,non-concessional,350709.7631
DJ,2004,ppg,private,private,bonds,0
DJ,2004,ppg,private,private,commercial-banking,0
DJ,2004,ppg,private,private,other-private,0
DK,2004,png,private,private,bonds,
DK,2004,png,private,private,commercial-banking,
DK,2004,ppg,official,bilateral,concessional,
DK,2004,ppg,official,bilateral,non-concessional,
DK,2004,ppg,official,multilateral,concessional,
DK,2004,ppg,official,multilateral,non-concessional,
DK,2004,ppg,private,private,bonds,
DK,2004,ppg,private,private,commercial-banking,
DK,2004,ppg,private,private,other-private,
DM,2004,png,private,private,bonds,0
DM,2004,png,private,private,commercial-banking,0
DM,2004,ppg,official,bilateral,concessional,507073.0725
DM,2004,ppg,official,bilateral,non-concessional,0
DM,2004,ppg,official,multilateral,concessional,19153108.01
DM,2004,ppg,official,multilateral,non-concessional,2180180.537
DM,2004,ppg,private,private,bonds,12286590.85
DM,2004,ppg,private,private,commercial-banking,0
DM,2004,ppg,private,private,other-private,0
DO,2004,png,private,private,bonds,0
DO,2004,png,private,private,commercial-banking,0
DO,2004,ppg,official,bilateral,concessional,235295980.7
DO,2004,ppg,official,bilateral,non-concessional,37523196.97
DO,2004,ppg,official,multilateral,concessional,3755455.05
DO,2004,ppg,official,multilateral,non-concessional,557197353.4
DO,2004,ppg,private,private,bonds,0
DO,2004,ppg,private,private,commercial-banking,655891269.5
DO,2004,ppg,private,private,other-private,160124172.7
DZ,2004,png,private,private,bonds,0
DZ,2004,png,private,private,commercial-banking,537165658
DZ,2004,ppg,official,bilateral,concessional,882513248.1
DZ,2004,ppg,official,bilateral,non-concessional,71422283.13
DZ,2004,ppg,official,multilateral,concessional,246991295.8
DZ,2004,ppg,official,multilateral,non-concessional,553497703
DZ,2004,ppg,private,private,bonds,0
DZ,2004,ppg,private,private,commercial-banking,20028870.11
DZ,2004,ppg,private,private,other-private,1673609293
EC,2004,png,private,private,bonds,0
EC,2004,png,private,private,commercial-banking,4055602346
EC,2004,ppg,official,bilateral,concessional,3638225.765
EC,2004,ppg,official,bilateral,non-concessional,0
EC,2004,ppg,official,multilateral,concessional,32267415.83
EC,2004,ppg,official,multilateral,non-concessional,435935773.1
EC,2004,ppg,private,private,bonds,0
EC,2004,ppg,private,private,commercial-banking,88967765.06
EC,2004,ppg,private,private,other-private,15592638.44
EE,2004,png,private,private,bonds,
EE,2004,png,private,private,commercial-banking,
EE,2004,ppg,official,bilateral,concessional,
EE,2004,ppg,official,bilateral,non-concessional,
EE,2004,ppg,official,multilateral,concessional,
EE,2004,ppg,official,multilateral,non-concessional,
EE,2004,ppg,private,private,bonds,
EE,2004,ppg,private,private,commercial-banking,
EE,2004,ppg,private,private,other-private,
EG,2004,png,private,private,bonds,
EG,2004,png,private,private,commercial-banking,
EG,2004,ppg,official,bilateral,concessional,
EG,2004,ppg,official,bilateral,non-concessional,
EG,2004,ppg,official,multilateral,concessional,
EG,2004,ppg,official,multilateral,non-concessional,
EG,2004,ppg,private,private,bonds,
EG,2004,ppg,private,private,commercial-banking,
EG,2004,ppg,private,private,other-private,
ER,2004,png,private,private,bonds,0
ER,2004,png,private,private,commercial-banking,0
ER,2004,ppg,official,bilateral,concessional,2764575.488
ER,2004,ppg,official,bilateral,non-concessional,0
ER,2004,ppg,official,multilateral,concessional,137487829.3
ER,2004,ppg,official,multilateral,non-concessional,0
ER,2004,ppg,private,private,bonds,0
ER,2004,ppg,private,private,commercial-banking,0
ER,2004,ppg,private,private,other-private,84134923.45
ES,2004,png,private,private,bonds,
ES,2004,png,private,private,commercial-banking,
ES,2004,ppg,official,bilateral,concessional,
ES,2004,ppg,official,bilateral,non-concessional,
ES,2004,ppg,official,multilateral,concessional,
ES,2004,ppg,official,multilateral,non-concessional,
ES,2004,ppg,private,private,bonds,
ES,2004,ppg,private,private,commercial-banking,
ES,2004,ppg,private,private,other-private,
ET,2004,png,private,private,bonds,0
ET,2004,png,private,private,commercial-banking,0
ET,2004,ppg,official,bilateral,concessional,3087731.655
ET,2004,ppg,official,bilateral,non-concessional,0
ET,2004,ppg,official,multilateral,concessional,544224507.4
ET,2004,ppg,official,multilateral,non-concessional,8511563.65
ET,2004,ppg,private,private,bonds,0
ET,2004,ppg,private,private,commercial-banking,0
ET,2004,ppg,private,private,other-private,146728630.5
FI,2004,png,private,private,bonds,
FI,2004,png,private,private,commercial-banking,
FI,2004,ppg,official,bilateral,concessional,
FI,2004,ppg,official,bilateral,non-concessional,
FI,2004,ppg,official,multilateral,concessional,
FI,2004,ppg,official,multilateral,non-concessional,
FI,2004,ppg,private,private,bonds,
FI,2004,ppg,private,private,commercial-banking,
FI,2004,ppg,private,private,other-private,
FJ,2004,png,private,private,bonds,0
FJ,2004,png,private,private,commercial-banking,0
FJ,2004,ppg,official,bilateral,concessional,3002912.696
FJ,2004,ppg,official,bilateral,non-concessional,0
FJ,2004,ppg,official,multilateral,concessional,181132.1747
FJ,2004,ppg,official,multilateral,non-concessional,12049171.02
FJ,2004,ppg,private,private,bonds,0
FJ,2004,ppg,private,private,commercial-banking,0
FJ,2004,ppg,private,private,other-private,0
FM,2004,png,private,private,bonds,
FM,2004,png,private,private,commercial-banking,
FM,2004,ppg,official,bilateral,concessional,
FM,2004,ppg,official,bilateral,non-concessional,
FM,2004,ppg,official,multilateral,concessional,
FM,2004,ppg,official,multilateral,non-concessional,
FM,2004,ppg,private,private,bonds,
FM,2004,ppg,private,private,commercial-banking,
FM,2004,ppg,private,private,other-private,
FR,2004,png,private,private,bonds,
FR,2004,png,private,private,commercial-banking,
FR,2004,ppg,official,bilateral,concessional,
FR,2004,ppg,official,bilateral,non-concessional,
FR,2004,ppg,official,multilateral,concessional,
FR,2004,ppg,official,multilateral,non-concessional,
FR,2004,ppg,private,private,bonds,
FR,2004,ppg,private,private,commercial-banking,
FR,2004,ppg,private,private,other-private,
GA,2004,png,private,private,bonds,0
GA,2004,png,private,private,commercial-banking,0
GA,2004,ppg,official,bilateral,concessional,48801168.12
GA,2004,ppg,official,bilateral,non-concessional,398992.4554
GA,2004,ppg,official,multilateral,concessional,12859393.2
GA,2004,ppg,official,multilateral,non-concessional,192413634.4
GA,2004,ppg,private,private,bonds,0
GA,2004,ppg,private,private,commercial-banking,0
GA,2004,ppg,private,private,other-private,0
GB,2004,png,private,private,bonds,
GB,2004,png,private,private,commercial-banking,
GB,2004,ppg,official,bilateral,concessional,
GB,2004,ppg,official,bilateral,non-concessional,
GB,2004,ppg,official,multilateral,concessional,
GB,2004,ppg,official,multilateral,non-concessional,
GB,2004,ppg,private,private,bonds,
GB,2004,ppg,private,private,commercial-banking,
GB,2004,ppg,private,private,other-private,
GD,2004,png,private,private,bonds,0
GD,2004,png,private,private,commercial-banking,0
GD,2004,ppg,official,bilateral,concessional,1092247.204
GD,2004,ppg,official,bilateral,non-concessional,0
GD,2004,ppg,official,multilateral,concessional,9713817.534
GD,2004,ppg,official,multilateral,non-concessional,4985699.821
GD,2004,ppg,private,private,bonds,51392583.84
GD,2004,ppg,private,private,commercial-banking,476774.573
GD,2004,ppg,private,private,other-private,0
GE,2004,png,private,private,bonds,0
GE,2004,png,private,private,commercial-banking,143012365.7
GE,2004,ppg,official,bilateral,concessional,55174416.7
GE,2004,ppg,official,bilateral,non-concessional,0
GE,2004,ppg,official,multilateral,concessional,130573154.8
GE,2004,ppg,official,multilateral,non-concessional,12520185.27
GE,2004,ppg,private,private,bonds,0
GE,2004,ppg,private,private,commercial-banking,0
GE,2004,ppg,private,private,other-private,0
GH,2004,png,private,private,bonds,0
GH,2004,png,private,private,commercial-banking,0
GH,2004,ppg,official,bilateral,concessional,175389284.9
GH,2004,ppg,official,bilateral,non-concessional,14928826.55
GH,2004,ppg,official,multilateral,concessional,861050798.1
GH,2004,ppg,official,multilateral,non-concessional,7574978.129
GH,2004,ppg,private,private,bonds,0
GH,2004,ppg,private,private,commercial-banking,190940360.1
GH,2004,ppg,private,private,other-private,9806845.413
GM,2004,png,private,private,bonds,
GM,2004,png,private,private,commercial-banking,
GM,2004,ppg,official,bilateral,concessional,
GM,2004,ppg,official,bilateral,non-concessional,
GM,2004,ppg,official,multilateral,concessional,
GM,2004,ppg,official,multilateral,non-concessional,
GM,2004,ppg,private,private,bonds,
GM,2004,ppg,private,private,commercial-banking,
GM,2004,ppg,private,private,other-private,
GN,2004,png,private,private,bonds,0
GN,2004,png,private,private,commercial-banking,0
GN,2004,ppg,official,bilateral,concessional,0
GN,2004,ppg,official,bilateral,non-concessional,0
GN,2004,ppg,official,multilateral,concessional,58735027.88
GN,2004,ppg,official,multilateral,non-concessional,0
GN,2004,ppg,private,private,bonds,0
GN,2004,ppg,private,private,commercial-banking,1548018.313
GN,2004,ppg,private,private,other-private,0
GQ,2004,png,private,private,bonds,
GQ,2004,png,private,private,commercial-banking,
GQ,2004,ppg,official,bilateral,concessional,
GQ,2004,ppg,official,bilateral,non-concessional,
GQ,2004,ppg,official,multilateral,concessional,
GQ,2004,ppg,official,multilateral,non-concessional,
GQ,2004,ppg,private,private,bonds,
GQ,2004,ppg,private,private,commercial-banking,
GQ,2004,ppg,private,private,other-private,
GR,2004,png,private,private,bonds,
GR,2004,png,private,private,commercial-banking,
GR,2004,ppg,official,bilateral,concessional,
GR,2004,ppg,official,bilateral,non-concessional,
GR,2004,ppg,official,multilateral,concessional,
GR,2004,ppg,official,multilateral,non-concessional,
GR,2004,ppg,private,private,bonds,
GR,2004,ppg,private,private,commercial-banking,
GR,2004,ppg,private,private,other-private,
GT,2004,png,private,private,bonds,79336390.47
GT,2004,png,private,private,commercial-banking,265591260.9
GT,2004,ppg,official,bilateral,concessional,33248294.52
GT,2004,ppg,official,bilateral,non-concessional,0
GT,2004,ppg,official,multilateral,concessional,3538403.015
GT,2004,ppg,official,multilateral,non-concessional,430523683.1
GT,2004,ppg,private,private,bonds,523620177.1
GT,2004,ppg,private,private,commercial-banking,0
GT,2004,ppg,private,private,other-private,0
GW,2004,png,private,private,bonds,0
GW,2004,png,private,private,commercial-banking,0
GW,2004,ppg,official,bilateral,concessional,0
GW,2004,ppg,official,bilateral,non-concessional,0
GW,2004,ppg,official,multilateral,concessional,44153665.13
GW,2004,ppg,official,multilateral,non-concessional,0
GW,2004,ppg,private,private,bonds,0
GW,2004,ppg,private,private,commercial-banking,0
GW,2004,ppg,private,private,other-private,0
GY,2004,png,private,private,bonds,0
GY,2004,png,private,private,commercial-banking,0
GY,2004,ppg,official,bilateral,concessional,216400.0416
GY,2004,ppg,official,bilateral,non-concessional,0
GY,2004,ppg,official,multilateral,concessional,221924253.8
GY,2004,ppg,official,multilateral,non-concessional,0
GY,2004,ppg,private,private,bonds,0
GY,2004,ppg,private,private,commercial-banking,0
GY,2004,ppg,private,private,other-private,0
HK,2004,png,private,private,bonds,
HK,2004,png,private,private,commercial-banking,
HK,2004,ppg,official,bilateral,concessional,
HK,2004,ppg,official,bilateral,non-concessional,
HK,2004,ppg,official,multilateral,concessional,
HK,2004,ppg,official,multilateral,non-concessional,
HK,2004,ppg,private,private,bonds,
HK,2004,ppg,private,private,commercial-banking,
HK,2004,ppg,private,private,other-private,
HN,2004,png,private,private,bonds,0
HN,2004,png,private,private,commercial-banking,372731682.6
HN,2004,ppg,official,bilateral,concessional,139578500.5
HN,2004,ppg,official,bilateral,non-concessional,1115995.606
HN,2004,ppg,official,multilateral,concessional,437045579.4
HN,2004,ppg,official,multilateral,non-concessional,21202366.53
HN,2004,ppg,private,private,bonds,0
HN,2004,ppg,private,private,commercial-banking,22949209.65
HN,2004,ppg,private,private,other-private,0
HR,2004,png,private,private,bonds,
HR,2004,png,private,private,commercial-banking,
HR,2004,ppg,official,bilateral,concessional,
HR,2004,ppg,official,bilateral,non-concessional,
HR,2004,ppg,official,multilateral,concessional,
HR,2004,ppg,official,multilateral,non-concessional,
HR,2004,ppg,private,private,bonds,
HR,2004,ppg,private,private,commercial-banking,
HR,2004,ppg,private,private,other-private,
HT,2004,png,private,private,bonds,0
HT,2004,png,private,private,commercial-banking,0
HT,2004,ppg,official,bilateral,concessional,0
HT,2004,ppg,official,bilateral,non-concessional,0
HT,2004,ppg,official,multilateral,concessional,41928921.96
HT,2004,ppg,official,multilateral,non-concessional,0
HT,2004,ppg,private,private,bonds,0
HT,2004,ppg,private,private,commercial-banking,0
HT,2004,ppg,private,private,other-private,0
HU,2004,png,private,private,bonds,432186917.8
HU,2004,png,private,private,commercial-banking,24178854619
HU,2004,ppg,official,bilateral,concessional,0
HU,2004,ppg,official,bilateral,non-concessional,0
HU,2004,ppg,official,multilateral,concessional,0
HU,2004,ppg,official,multilateral,non-concessional,563767681.5
HU,2004,ppg,private,private,bonds,10723072031
HU,2004,ppg,private,private,commercial-banking,745634985
HU,2004,ppg,private,private,other-private,0
ID,2004,png,private,private,bonds,1338645093
ID,2004,png,private,private,commercial-banking,13410203245
ID,2004,ppg,official,bilateral,concessional,1418041861
ID,2004,ppg,official,bilateral,non-concessional,137873967.3
ID,2004,ppg,official,multilateral,concessional,385372172.1
ID,2004,ppg,official,multilateral,non-concessional,2109929214
ID,2004,ppg,private,private,bonds,1986376590
ID,2004,ppg,private,private,commercial-banking,610199774.6
ID,2004,ppg,private,private,other-private,72215584.56
IE,2004,png,private,private,bonds,
IE,2004,png,private,private,commercial-banking,
IE,2004,ppg,official,bilateral,concessional,
IE,2004,ppg,official,bilateral,non-concessional,
IE,2004,ppg,official,multilateral,concessional,
IE,2004,ppg,official,multilateral,non-concessional,
IE,2004,ppg,private,private,bonds,
IE,2004,ppg,private,private,commercial-banking,
IE,2004,ppg,private,private,other-private,
IL,2004,png,private,private,bonds,
IL,2004,png,private,private,commercial-banking,
IL,2004,ppg,official,bilateral,concessional,
IL,2004,ppg,official,bilateral,non-concessional,
IL,2004,ppg,official,multilateral,concessional,
IL,2004,ppg,official,multilateral,non-concessional,
IL,2004,ppg,private,private,bonds,
IL,2004,ppg,private,private,commercial-banking,
IL,2004,ppg,private,private,other-private,
IN,2004,png,private,private,bonds,2921046444
IN,2004,png,private,private,commercial-banking,8572264868
IN,2004,ppg,official,bilateral,concessional,1535681661
IN,2004,ppg,official,bilateral,non-concessional,44313100.73
IN,2004,ppg,official,multilateral,concessional,1556636389
IN,2004,ppg,official,multilateral,non-concessional,1997527960
IN,2004,ppg,private,private,bonds,5400179273
IN,2004,ppg,private,private,commercial-banking,1207414502
IN,2004,ppg,private,private,other-private,339737.5472
IQ,2004,png,private,private,bonds,
IQ,2004,png,private,private,commercial-banking,
IQ,2004,ppg,official,bilateral,concessional,
IQ,2004,ppg,official,bilateral,non-concessional,
IQ,2004,ppg,official,multilateral,concessional,
IQ,2004,ppg,official,multilateral,non-concessional,
IQ,2004,ppg,private,private,bonds,
IQ,2004,ppg,private,private,commercial-banking,
IQ,2004,ppg,private,private,other-private,
IR,2004,png,private,private,bonds,
IR,2004,png,private,private,commercial-banking,
IR,2004,ppg,official,bilateral,concessional,
IR,2004,ppg,official,bilateral,non-concessional,
IR,2004,ppg,official,multilateral,concessional,
IR,2004,ppg,official,multilateral,non-concessional,
IR,2004,ppg,private,private,bonds,
IR,2004,ppg,private,private,commercial-banking,
IR,2004,ppg,private,private,other-private,
IS,2004,png,private,private,bonds,
IS,2004,png,private,private,commercial-banking,
IS,2004,ppg,official,bilateral,concessional,
IS,2004,ppg,official,bilateral,non-concessional,
IS,2004,ppg,official,multilateral,concessional,
IS,2004,ppg,official,multilateral,non-concessional,
IS,2004,ppg,private,private,bonds,
IS,2004,ppg,private,private,commercial-banking,
IS,2004,ppg,private,private,other-private,
IT,2004,png,private,private,bonds,
IT,2004,png,private,private,commercial-banking,
IT,2004,ppg,official,bilateral,concessional,
IT,2004,ppg,official,bilateral,non-concessional,
IT,2004,ppg,official,multilateral,concessional,
IT,2004,ppg,official,multilateral,non-concessional,
IT,2004,ppg,private,private,bonds,
IT,2004,ppg,private,private,commercial-banking,
IT,2004,ppg,private,private,other-private,
JM,2004,png,private,private,bonds,0
JM,2004,png,private,private,commercial-banking,44920626.31
JM,2004,ppg,official,bilateral,concessional,12556812.41
JM,2004,ppg,official,bilateral,non-concessional,12095627.31
JM,2004,ppg,official,multilateral,concessional,22705879.25
JM,2004,ppg,official,multilateral,non-concessional,155639488.7
JM,2004,ppg,private,private,bonds,1285954748
JM,2004,ppg,private,private,commercial-banking,145411062.1
JM,2004,ppg,private,private,other-private,0
JO,2004,png,private,private,bonds,0
JO,2004,png,private,private,commercial-banking,0
JO,2004,ppg,official,bilateral,concessional,126693920.1
JO,2004,ppg,official,bilateral,non-concessional,0
JO,2004,ppg,official,multilateral,concessional,116642375.2
JO,2004,ppg,official,multilateral,non-concessional,80768697.12
JO,2004,ppg,private,private,bonds,0
JO,2004,ppg,private,private,commercial-banking,0
JO,2004,ppg,private,private,other-private,50003701.75
JP,2004,png,private,private,bonds,
JP,2004,png,private,private,commercial-banking,
JP,2004,ppg,official,bilateral,concessional,
JP,2004,ppg,official,bilateral,non-concessional,
JP,2004,ppg,official,multilateral,concessional,
JP,2004,ppg,official,multilateral,non-concessional,
JP,2004,ppg,private,private,bonds,
JP,2004,ppg,private,private,commercial-banking,
JP,2004,ppg,private,private,other-private,
KE,2004,png,private,private,bonds,0
KE,2004,png,private,private,commercial-banking,0
KE,2004,ppg,official,bilateral,concessional,115790364.5
KE,2004,ppg,official,bilateral,non-concessional,0
KE,2004,ppg,official,multilateral,concessional,264377012.7
KE,2004,ppg,official,multilateral,non-concessional,46267750.33
KE,2004,ppg,private,private,bonds,0
KE,2004,ppg,private,private,commercial-banking,87195309.45
KE,2004,ppg,private,private,other-private,0
KG,2004,png,private,private,bonds,0
KG,2004,png,private,private,commercial-banking,74820248.06
KG,2004,ppg,official,bilateral,concessional,22873560.19
KG,2004,ppg,official,bilateral,non-concessional,0
KG,2004,ppg,official,multilateral,concessional,193046568.8
KG,2004,ppg,official,multilateral,non-concessional,0
KG,2004,ppg,private,private,bonds,0
KG,2004,ppg,private,private,commercial-banking,0
KG,2004,ppg,private,private,other-private,0
KH,2004,png,private,private,bonds,0
KH,2004,png,private,private,commercial-banking,0
KH,2004,ppg,official,bilateral,concessional,71819511.33
KH,2004,ppg,official,bilateral,non-concessional,0
KH,2004,ppg,official,multilateral,concessional,174544365.6
KH,2004,ppg,official,multilateral,non-concessional,0
KH,2004,ppg,private,private,bonds,0
KH,2004,ppg,private,private,commercial-banking,0
KH,2004,ppg,private,private,other-private,0
KI,2004,png,private,private,bonds,
KI,2004,png,private,private,commercial-banking,
KI,2004,ppg,official,bilateral,concessional,
KI,2004,ppg,official,bilateral,non-concessional,
KI,2004,ppg,official,multilateral,concessional,
KI,2004,ppg,official,multilateral,non-concessional,
KI,2004,ppg,private,private,bonds,
KI,2004,ppg,private,private,commercial-banking,
KI,2004,ppg,private,private,other-private,
KM,2004,png,private,private,bonds,0
KM,2004,png,private,private,commercial-banking,0
KM,2004,ppg,official,bilateral,concessional,0
KM,2004,ppg,official,bilateral,non-concessional,0
KM,2004,ppg,official,multilateral,concessional,4128786.236
KM,2004,ppg,official,multilateral,non-concessional,0
KM,2004,ppg,private,private,bonds,0
KM,2004,ppg,private,private,commercial-banking,0
KM,2004,ppg,private,private,other-private,0
KN,2004,png,private,private,bonds,
KN,2004,png,private,private,commercial-banking,
KN,2004,ppg,official,bilateral,concessional,
KN,2004,ppg,official,bilateral,non-concessional,
KN,2004,ppg,official,multilateral,concessional,
KN,2004,ppg,official,multilateral,non-concessional,
KN,2004,ppg,private,private,bonds,
KN,2004,ppg,private,private,commercial-banking,
KN,2004,ppg,private,private,other-private,
KR,2004,png,private,private,bonds,
KR,2004,png,private,private,commercial-banking,
KR,2004,ppg,official,bilateral,concessional,
KR,2004,ppg,official,bilateral,non-concessional,
