"id","entity-name","2009"
"d18974","Baringo",50.2
"d18975","Bomet",49.7
"d18987","Bungoma",48.8
"d18988","Busia",47.9
"d18976","Elgeyo-Marakwet",49.7
"d18955","Embu",49.3
"d18965","Garissa",53.8
"d18968","Homa Bay",48
"d18956","Isiolo",51.4
"d18991","Kajiado",50.2
"d18989","Kakamega",48.2
"d18977","Kericho",50.4
"d18943","Kiambu",49.4
"d18949","Kilifi",48.3
"d18944","Kirinyaga",49.4
"d18969","Kisii",47.8
"d18970","Kisumu",49
"d18957","Kitui",47.5
"d18950","Kwale",48.6
"d18978","Laikipia",49.8
"d18951","Lamu",52.2
"d18958","Machakos",49.4
"d18959","Makueni",48.7
"d18966","Mandera",54.6
"d18960","Marsabit",51.9
"d18961","Meru",49.4
"d18971","Migori",48.4
"d18952","Mombasa",51.8
"d18946","Murang'a",48.6
"d18964","Nairobi",51.1
"d18979","Nakuru",50.2
"d18980","Nandi",50
"d18981","Narok",50.4
"d18962","Nithi",48.8
"d18972","Nyamira",48
"d18947","Nyandarua",49
"d18948","Nyeri",49
"d18982","Samburu",50
"d18973","Siaya",47.3
"d18953","Taita Taveta",51.1
"d18954","Tana River",49.9
"d18983","Trans-Nzoia",49.7
"d18984","Turkana",52
"d18985","Uasin Gishu",50.2
"d18990","Vihiga",47.4
"d18967","Wajir",55
"d18986","West Pokot",49.7
