"id","year","value","original-value"
"AD",2000,,
"AD",2001,,
"AD",2002,,
"AD",2003,,
"AD",2004,,
"AD",2005,,
"AD",2006,,
"AD",2007,,
"AD",2008,,
"AD",2009,,
"AD",2010,,
"AD",2011,,
"AD",2012,,
"AD",2013,,
"AE",2000,,
"AE",2001,,
"AE",2002,,
"AE",2003,,
"AE",2004,,
"AE",2005,,
"AE",2006,,
"AE",2007,,
"AE",2008,,
"AE",2009,,
"AE",2010,,
"AE",2011,,
"AE",2012,,
"AE",2013,,
"AF",2000,,
"AF",2001,,
"AF",2002,,
"AF",2003,1.27942,1.27942
"AF",2004,1.29312,1.29312
"AF",2005,1.816776,
"AF",2006,2.340432,
"AF",2007,2.864088,
"AF",2008,3.387744,
"AF",2009,3.9114,3.9114
"AF",2010,3.82767,
"AF",2011,3.74394,3.74394
"AF",2012,,
"AF",2013,,
"AG",2000,,
"AG",2001,,
"AG",2002,,
"AG",2003,,
"AG",2004,,
"AG",2005,,
"AG",2006,,
"AG",2007,,
"AG",2008,,
"AG",2009,14.81005,14.81005
"AG",2010,16.23196,16.23196
"AG",2011,14.36836,14.36836
"AG",2012,23.48624,23.48624
"AG",2013,,
"AL",2000,13.76232,13.76232
"AL",2001,14.01383,14.01383
"AL",2002,14.73868,14.73868
"AL",2003,15.81263,15.81263
"AL",2004,20.00498,20.00498
"AL",2005,24.52325,24.52325
"AL",2006,28.78627,28.78627
"AL",2007,31.79338,31.79338
"AL",2008,32.32131,32.32131
"AL",2009,33.1062,33.1062
"AL",2010,43.56153,43.56153
"AL",2011,47.74272,47.74272
"AL",2012,55.50096,55.50096
"AL",2013,,
"AM",2000,34.85656,34.85656
"AM",2001,32.81435,32.81435
"AM",2002,35.23941,35.23941
"AM",2003,36.20652,36.20652
"AM",2004,36.80103,36.80103
"AM",2005,38.36914,38.36914
"AM",2006,41.76502,41.76502
"AM",2007,44.32213,44.32213
"AM",2008,46.58058,46.58058
"AM",2009,49.11955,49.11955
"AM",2010,50.62447,50.62447
"AM",2011,51.00142,51.00142
"AM",2012,46.04359,46.04359
"AM",2013,,
"AO",2000,,
"AO",2001,,
"AO",2002,0.86361,0.86361
"AO",2003,3.19307,3.19307
"AO",2004,2.39667,2.39667
"AO",2005,2.96268,2.96268
"AO",2006,2.89827,2.89827
"AO",2007,3.817624,
"AO",2008,4.736978,
"AO",2009,5.656332,
"AO",2010,6.575686,
"AO",2011,7.49504,7.49504
"AO",2012,,
"AO",2013,,
"AR",2000,53.0705,53.0705
"AR",2001,58.27672,58.27672
"AR",2002,62.22986,62.22986
"AR",2003,64.86005,64.86005
"AR",2004,65.35837,65.35837
"AR",2005,63.98481,63.98481
"AR",2006,67.09057,67.09057
"AR",2007,66.72804,66.72804
"AR",2008,68.6869,68.6869
"AR",2009,71.25094,71.25094
"AR",2010,74.82966,74.82966
"AR",2011,78.62611,78.62611
"AR",2012,,
"AR",2013,,
"AS",2000,,
"AS",2001,,
"AS",2002,,
"AS",2003,,
"AS",2004,,
"AS",2005,,
"AS",2006,,
"AS",2007,,
"AS",2008,,
"AS",2009,,
"AS",2010,,
"AS",2011,,
"AS",2012,,
"AS",2013,,
"AT",2000,57.09374,57.09374
"AT",2001,56.82897,56.82897
"AT",2002,46.12931,46.12931
"AT",2003,45.70464,45.70464
"AT",2004,46.33501,46.33501
"AT",2005,46.94947,46.94947
"AT",2006,48.81463,48.81463
"AT",2007,50.90288,50.90288
"AT",2008,56.0321,56.0321
"AT",2009,60.69051,60.69051
"AT",2010,68.72152,68.72152
"AT",2011,70.49385,70.49385
"AT",2012,72.43606,72.43606
"AT",2013,,
"AU",2000,65.02531,65.02531
"AU",2001,65.19178,65.19178
"AU",2002,74.02367,74.02367
"AU",2003,71.98739,71.98739
"AU",2004,70.53541,70.53541
"AU",2005,71.24206,71.24206
"AU",2006,70.464,70.464
"AU",2007,71.45716,71.45716
"AU",2008,71.83235,71.83235
"AU",2009,75.63,75.63
"AU",2010,79.77163,79.77163
"AU",2011,83.24341,83.24341
"AU",2012,86.33409,86.33409
"AU",2013,,
"AW",2000,29.65608,29.65608
"AW",2001,29.05586,29.05586
"AW",2002,26.69797,26.69797
"AW",2003,26.75628,26.75628
"AW",2004,26.30441,26.30441
"AW",2005,31.68347,31.68347
"AW",2006,30.90319,30.90319
"AW",2007,33.92613,33.92613
"AW",2008,35.24049,35.24049
"AW",2009,35.36232,35.36232
"AW",2010,37.35172,37.35172
"AW",2011,38.73762,38.73762
"AW",2012,37.76113,37.76113
"AW",2013,,
"AZ",2000,,
"AZ",2001,,
"AZ",2002,,
"AZ",2003,,
"AZ",2004,,
"AZ",2005,,
"AZ",2006,19.78946,19.78946
"AZ",2007,19.3646,19.3646
"AZ",2008,19.04789,19.04789
"AZ",2009,19.05771,19.05771
"AZ",2010,19.26004,19.26004
"AZ",2011,19.64731,19.64731
"AZ",2012,20.4372,20.4372
"AZ",2013,,
"BA",2000,21.37211,21.37211
"BA",2001,23.10346,23.10346
"BA",2002,23.21736,23.21736
"BA",2003,25.0706,25.0706
"BA",2004,27.01843,27.01843
"BA",2005,29.35978,29.35978
"BA",2006,31.52315,31.52315
"BA",2007,34.07957,34.07957
"BA",2008,35.91553,35.91553
"BA",2009,36.36577,36.36577
"BA",2010,36.52696,36.52696
"BA",2011,37.65749,37.65749
"BA",2012,37.74196,37.74196
"BA",2013,,
"BB",2000,40.63208,40.63208
"BB",2001,40.28374,40.28374
"BB",2002,42.9919766667,
"BB",2003,45.7002133333,
"BB",2004,48.40845,
"BB",2005,51.1166866667,
"BB",2006,53.8249233333,
"BB",2007,56.53316,56.53316
"BB",2008,63.49184,
"BB",2009,70.45052,70.45052
"BB",2010,64.81191,64.81191
"BB",2011,60.84252,60.84252
"BB",2012,,
"BB",2013,,
"BD",2000,5.43114,5.43114
"BD",2001,6.40931,6.40931
"BD",2002,6.11266,6.11266
"BD",2003,6.15993,6.15993
"BD",2004,5.67942,5.67942
"BD",2005,6.2199,6.2199
"BD",2006,7.10346,7.10346
"BD",2007,7.65622,7.65622
"BD",2008,8.60208,8.60208
"BD",2009,10.46633,10.46633
"BD",2010,11.809575,
"BD",2011,13.15282,13.15282
"BD",2012,,
"BD",2013,,
"BE",2000,57.52317,57.52317
"BE",2001,58.24527,58.24527
"BE",2002,59.24444,59.24444
"BE",2003,60.17912,60.17912
"BE",2004,61.74322,61.74322
"BE",2005,61.98516,61.98516
"BE",2006,62.46943,62.46943
"BE",2007,61.61449,61.61449
"BE",2008,62.19873,62.19873
"BE",2009,65.16407,65.16407
"BE",2010,67.52088,67.52088
"BE",2011,69.26048,69.26048
"BE",2012,70.82755,70.82755
"BE",2013,,
"BF",2000,,
"BF",2001,1.15666,1.15666
"BF",2002,1.41163,1.41163
"BF",2003,1.60085,1.60085
"BF",2004,1.95396,
"BF",2005,2.30707,2.30707
"BF",2006,2.44097,2.44097
"BF",2007,2.6123,2.6123
"BF",2008,3.1813,3.1813
"BF",2009,3.53401,3.53401
"BF",2010,3.57959,3.57959
"BF",2011,4.14664,4.14664
"BF",2012,4.56077,4.56077
"BF",2013,,
"BG",2000,44.4913,44.4913
"BG",2001,43.01794,43.01794
"BG",2002,40.86433,40.86433
"BG",2003,41.51951,41.51951
"BG",2004,41.93789,41.93789
"BG",2005,44.27244,44.27244
"BG",2006,45.81989,45.81989
"BG",2007,49.53498,49.53498
"BG",2008,51.35084,51.35084
"BG",2009,54.0999,54.0999
"BG",2010,57.99295,57.99295
"BG",2011,59.62523,59.62523
"BG",2012,62.69648,62.69648
"BG",2013,,
"BH",2000,,
"BH",2001,,
"BH",2002,,
"BH",2003,27.6243,27.6243
"BH",2004,24.12136,24.12136
"BH",2005,22.73287,22.73287
"BH",2006,21.51467,21.51467
"BH",2007,25.353955,
"BH",2008,29.19324,
"BH",2009,33.032525,
"BH",2010,36.87181,36.87181
"BH",2011,36.55164,36.55164
"BH",2012,33.45658,33.45658
"BH",2013,,
"BI",2000,1.15888,1.15888
"BI",2001,1.12819,1.12819
"BI",2002,1.76393,1.76393
"BI",2003,1.8572,1.8572
"BI",2004,2.28567,2.28567
"BI",2005,2.30867,2.30867
"BI",2006,2.31221,2.31221
"BI",2007,2.36324,2.36324
"BI",2008,2.55527,2.55527
"BI",2009,2.72363,2.72363
"BI",2010,3.16599,3.16599
"BI",2011,,
"BI",2012,,
"BI",2013,,
"BJ",2000,3.68104,3.68104
"BJ",2001,4.46439,4.46439
"BJ",2002,5.26469,5.26469
"BJ",2003,5.81991,5.81991
"BJ",2004,5.87204,5.87204
"BJ",2005,5.78435,5.78435
"BJ",2006,5.63397,5.63397
"BJ",2007,7.0460333333,
"BJ",2008,8.4580966667,
"BJ",2009,9.87016,9.87016
"BJ",2010,11.11764,
"BJ",2011,12.36512,12.36512
"BJ",2012,,
"BJ",2013,,
"BM",2000,,
"BM",2001,,
"BM",2002,,
"BM",2003,,
"BM",2004,,
"BM",2005,,
"BM",2006,30.01988,30.01988
"BM",2007,26.17433,26.17433
"BM",2008,25.92593,25.92593
"BM",2009,32.11095,32.11095
"BM",2010,29.81673,29.81673
"BM",2011,31.16544,31.16544
"BM",2012,30.8026,30.8026
"BM",2013,,
"BN",2000,12.68911,12.68911
"BN",2001,14.24664,14.24664
"BN",2002,14.53481,14.53481
"BN",2003,15.48998,15.48998
"BN",2004,17.1869,17.1869
"BN",2005,17.6941,17.6941
"BN",2006,17.76584,17.76584
"BN",2007,17.94593,17.94593
"BN",2008,18.31874,18.31874
