"id","value.2000","original-value.2000","value.2001","original-value.2001","value.2002","original-value.2002","value.2003","original-value.2003","value.2004","original-value.2004","value.2005","original-value.2005","value.2006","original-value.2006","value.2007","original-value.2007","value.2008","original-value.2008","value.2009","original-value.2009","value.2010","original-value.2010","value.2011","original-value.2011","value.2012","original-value.2012","value.2013","original-value.2013"
"MX",19.29516,19.29516,20.09684,20.09684,21.0693,21.0693,21.94156,21.94156,22.76664,22.76664,23.3147,23.3147,23.79003,23.79003,24.39092,24.39092,25.09616,25.09616,25.65348,25.65348,26.73939,26.73939,27.68683,27.68683,28.99449,28.99449,,
"MY",25.74227,25.74227,25.047,25.047,27.40855,27.40855,30.52997,30.52997,29.96664,29.96664,27.91557,27.91557,28.58267,28.58267,30.24552,30.24552,33.71005,33.71005,35.72051,35.72051,37.13453,37.13453,35.97491,35.97491,,,,
"MZ",0.66636,0.66636,0.7462766667,,0.8261933333,,0.90611,0.90611,1.14272,1.14272,1.41529,1.41529,2.1114166667,,2.8075433333,,3.50367,3.50367,3.79617,3.79617,4.32329,,4.85041,4.85041,,,,
"NC",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NE",,,,,,,0.98241,0.98241,0.94656,0.94656,1.13708,1.13708,1.15111,1.15111,1.0693,1.0693,1.20909,1.20909,1.45036,1.45036,1.49683,1.49683,1.55035,1.55035,1.75417,1.75417,,
"NG",,,,,,,9.64106,9.64106,9.85305,9.85305,10.40504,10.40504,,,,,,,,,,,,,,,,
"NI",,,,,17.57105,17.57105,17.85635,17.85635,,,,,,,,,,,,,,,,,,,,
"NL",52.54465,52.54465,54.56146,54.56146,55.4669,55.4669,55.87475,55.87475,57.00815,57.00815,58.66376,58.66376,59.66387,59.66387,60.24711,60.24711,60.8647,60.8647,61.78514,61.78514,64.32605,64.32605,76.41607,76.41607,77.34356,77.34356,,
"NO",69.34229,69.34229,70.27974,70.27974,73.3761,73.3761,79.11961,79.11961,79.28231,79.28231,78.56747,78.56747,77.68351,77.68351,75.37656,75.37656,72.25778,72.25778,72.59215,72.59215,72.79106,72.79106,73.08579,73.08579,74.10112,74.10112,,
"NP",4.35054,4.35054,4.66355,4.66355,5.38423,5.38423,5.44491,5.44491,6.40011,6.40011,8.06015,8.06015,8.54079,8.54079,10.39971,10.39971,11.30563,11.30563,11.21704,11.21704,14.36489,14.36489,14.49029,14.49029,,,,
"NZ",66.15093,66.15093,66.55252,66.55252,67.23538,67.23538,68.93803,68.93803,83.56218,83.56218,80.62834,80.62834,78.71609,78.71609,79.01181,79.01181,78.16459,78.16459,82.7309,82.7309,82.55537,82.55537,80.78135,80.78135,79.77627,79.77627,,
"OM",,,,,15.04269,15.04269,15.11176,15.11176,16.68325,16.68325,18.9603,18.9603,21.28309,21.28309,21.06315,21.06315,20.56425,20.56425,24.162,24.162,24.74616,24.74616,28.13726,28.13726,,,,
"PA",41.12896,41.12896,40.59614,40.59614,40.16633,40.16633,44.00233,44.00233,43.07854,43.07854,41.85507,41.85507,42.88646,42.88646,43.0178,43.0178,43.12349,43.12349,43.03004,43.03004,43.91579,43.91579,41.78192,41.78192,,,,
"PE",,,31.40779,31.40779,31.51531,31.51531,31.5712,31.5712,33.33368,33.33368,33.36231,33.36231,34.59818,34.59818,36.6083,,38.61842,,40.62854,,42.63866,42.63866,,,,,,
"PF",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PG",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PH",,,30.37105,30.37105,30.19553,30.19553,29.08678,29.08678,28.37106,28.37106,27.52297,27.52297,27.84935,27.84935,28.346655,,28.84396,28.84396,28.19964,28.19964,,,,,,,,
"PK",,,,,,,2.60502,2.60502,3.2648,3.2648,4.72976,4.72976,4.78288,4.78288,5.39025,5.39025,5.36803,5.36803,6.63953,6.63953,7.47554,,8.31155,8.31155,9.52802,9.52802,,
"PL",50.28599,50.28599,55.44863,55.44863,58.40031,58.40031,59.83943,59.83943,61.23115,61.23115,63.60082,63.60082,65.18598,65.18598,66.6904,66.6904,69.3607,69.3607,71.19324,71.19324,73.52072,73.52072,73.5097,73.5097,73.19394,73.19394,,
"PR",,,,,,,,,,,,,,,71.66659,71.66659,77.87124,77.87124,81.26384,81.26384,86.34675,86.34675,86.46033,86.46033,,,,
"PS",23.86342,23.86342,26.11632,26.11632,28.03629,28.03629,32.29959,32.29959,37.05906,37.05906,41.33782,41.33782,44.22697,44.22697,48.90114,48.90114,50.65409,50.65409,48.96578,48.96578,50.06136,50.06136,51.30829,51.30829,49.06407,49.06407,,
"PT",47.55606,47.55606,50.37983,50.37983,52.76117,52.76117,54.81727,54.81727,55.71149,55.71149,55.56338,55.56338,55.59925,55.59925,57.64466,57.64466,61.37144,61.37144,62.58633,62.58633,65.94793,65.94793,67.404755,,68.86158,68.86158,,
"PW",40.63989,40.63989,37.03704,37.03704,37.87167,37.87167,,,,,,,,,,,,,,,,,,,,,,
"PY",15.71809,15.71809,17.58322,17.58322,25.75047,25.75047,24.49355,24.49355,24.76344,24.76344,25.43059,25.43059,27.051475,,28.67236,28.67236,34.01438,34.01438,36.5878,36.5878,34.51367,34.51367,,,,,,
"QA",,,19.17956,19.17956,16.44719,16.44719,15.33608,15.33608,17.80551,17.80551,18.43005,18.43005,19.27864,19.27864,13.29162,13.29162,11.3693,11.3693,10.08617,10.08617,9.99581,9.99581,11.69311,11.69311,12.14547,12.14547,,
"RO",24.11611,24.11611,29.003,29.003,32.94613,32.94613,38.03346,38.03346,41.58508,41.58508,44.90378,44.90378,50.02813,50.02813,53.95585,53.95585,59.59186,59.59186,61.29571,61.29571,56.7765,56.7765,51.59729,51.59729,,,,
"RS",,,,,,,,,,,,,,,47.993,47.993,48.66538,48.66538,49.84967,49.84967,49.08272,49.08272,50.36518,50.36518,52.37703,52.37703,,
"RU",55.40109,55.40109,61.26443,61.26443,66.65435,66.65435,66.50214,66.50214,70.51044,70.51044,72.59023,72.59023,72.89024,72.89024,74.12998,74.12998,75.01527,75.01527,75.47462,75.47462,76.00231,,76.53,76.53,76.14355,76.14355,,
"RW",1.20299,1.20299,1.53726,1.53726,1.81209,1.81209,2.20443,2.20443,2.60759,2.60759,2.76724,2.76724,3.58709,3.58709,3.71235,3.71235,4.05255,4.05255,4.98875,4.98875,5.77162,5.77162,7.09849,7.09849,7.21898,7.21898,,
"SA",22.63417,22.63417,23.94357,23.94357,23.37281,23.37281,26.46539,26.46539,27.96406,27.96406,28.71239,28.71239,29.69872,29.69872,29.65088,29.65088,30.11634,30.11634,31.2906,31.2906,37.33879,37.33879,43.18187,43.18187,50.93608,50.93608,,
"SB",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SC",,,,,,,,,,,,,,,,,,,,,,,2.55405,2.55405,1.41659,1.41659,,
"SD",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SE",67.10568,67.10568,70.29635,70.29635,75.3067,75.3067,81.44551,81.44551,83.79127,83.79127,81.9836,81.9836,79.34685,79.34685,74.95534,74.95534,71.07727,71.07727,71.38803,71.38803,74.63097,74.63097,73.94509,73.94509,70.02567,70.02567,,
"SG",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SI",55.11092,55.11092,60.33394,60.33394,66.3009,66.3009,69.14746,69.14746,72.68094,72.68094,79.70795,79.70795,83.14008,83.14008,84.9052,84.9052,85.54586,85.54586,86.119,86.119,88.46797,88.46797,85.08911,85.08911,86.0247,86.0247,,
"SK",28.43127,28.43127,30.08351,30.08351,32.11241,32.11241,33.9356,33.9356,36.03493,36.03493,40.39136,40.39136,44.75797,44.75797,49.94615,49.94615,53.2181,53.2181,55.20573,55.20573,55.99003,55.99003,55.07142,55.07142,55.10905,55.10905,,
"SL",1.62316,1.62316,2.07895,2.07895,2.03433,2.03433,,,,,,,,,,,,,,,,,,,,,,
"SM",,,,,,,,,,,,,,,,,,,,,64.84429,64.84429,64.29558,64.29558,59.849,59.849,,
"SN",,,,,,,,,5.13949,5.13949,5.64497,5.64497,5.7928,5.7928,6.41868,6.41868,8.00458,8.00458,8.03581,8.03581,7.62999,7.62999,,,,,,
"SO",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SR",,,,,12.07816,12.07816,,,,,,,,,,,,,,,,,,,,,,
"SS",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ST",,,,,,,,,,,,,,,,,,,3.89036,3.89036,4.20417,4.20417,5.939305,,7.67444,7.67444,,
"SV",20.65926,20.65926,19.75449,19.75449,20.29027,20.29027,20.70612,20.70612,21.12693,21.12693,21.16942,21.16942,21.16661,21.16661,21.96161,21.96161,22.57753,22.57753,22.95872,22.95872,23.40693,23.40693,24.51857,24.51857,25.45447,25.45447,,
"SX",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SY",,,,,12.37874,12.37874,12.98673,12.98673,15.0151,15.0151,18.21022,18.21022,20.91125,20.91125,22.59816,22.59816,24.20384,24.20384,24.21231,24.21231,25.72203,25.72203,25.63541,25.63541,,,,
"SZ",4.45921,4.45921,4.28869,4.28869,4.53612,4.53612,4.56288,4.56288,5.46114,5.46114,4.75181,4.75181,4.44382,4.44382,4.747782,,5.051744,,5.355706,,5.659668,,5.96363,5.96363,,,,
"TC",,,,,,,,,,,,,,,,,0.07605,0.07605,,,,,,,,,,
"TD",0.83114,0.83114,0.82524,0.82524,0.873705,,0.92217,0.92217,1.20548,1.20548,1.41985,1.41985,1.59787,,1.77589,,1.95391,1.95391,2.02686,2.02686,2.12218,2.12218,2.25039,2.25039,,,,
"TG",,,,,,,,,,,,,5.01831,5.01831,5.66543,5.66543,6.81596,,7.96649,,9.11702,9.11702,10.14691,10.14691,10.31276,10.31276,,
"TH",35.14095,35.14095,39.22846,39.22846,40.0442,40.0442,40.88762,40.88762,41.87393,41.87393,44.17739,44.17739,44.15963,44.15963,48.11159,48.11159,47.73226,47.73226,48.64748,48.64748,50.02553,50.02553,52.58112,52.58112,51.40475,51.40475,51.23354,51.23354
"TJ",18.26356,18.26356,17.69055,17.69055,17.8046,17.8046,19.10845,19.10845,20.37567,20.37567,20.964,20.964,22.05909,22.05909,22.76433,22.76433,23.01282,23.01282,22.62217,22.62217,22.69801,22.69801,22.01476,22.01476,22.47026,22.47026,,
"TL",,,,,8.56607,8.56607,9.6943785714,,10.8226871429,,11.9509957143,,13.0793042857,,14.2076128571,,15.3359214286,,16.46423,16.46423,17.73506,17.73506,,,,,,
"TM",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TN",18.83266,18.83266,21.20027,21.20027,22.67412,22.67412,25.9802,25.9802,28.38,28.38,29.94718,29.94718,30.99951,30.99951,31.07071,31.07071,33.51222,33.51222,34.56495,34.56495,36.05527,36.05527,35.22289,35.22289,35.19931,35.19931,,
"TO",4.85778,4.85778,4.16743,4.16743,5.57621,5.57621,6.348,6.348,,,,,,,,,,,,,,,,,,,,
"TR",,,25.26073,25.26073,26.19813,26.19813,29.83509,29.83509,30.6362,30.6362,32.76438,32.76438,36.58434,36.58434,38.46531,38.46531,39.87486,39.87486,46.12795,46.12795,55.90155,55.90155,60.6836,60.6836,69.38549,69.38549,,
"TT",6.06039,6.06039,6.43571,6.43571,8.70332,8.70332,8.77808,8.77808,11.95271,11.95271,,,,,,,,,,,,,,,,,,
"TV",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TZ",0.67551,0.67551,0.69332,0.69332,0.72508,0.72508,0.9284,0.9284,1.24998,1.24998,1.45967,1.45967,1.589468,,1.719266,,1.849064,,1.978862,,2.10866,2.10866,3.01385,,3.91904,3.91904,,
"UA",48.72779,48.72779,51.97728,51.97728,56.47875,56.47875,60.49191,60.49191,64.85601,64.85601,68.66693,68.66693,72.7671,72.7671,75.44396,75.44396,77.34882,77.34882,78.01468,78.01468,76.65549,76.65549,79.24941,79.24941,79.70165,79.70165,,
"UG",2.59394,2.59394,2.80495,2.80495,3.46239,3.46239,3.69115,3.69115,3.5601,3.5601,3.511485,,3.46287,3.46287,3.61331,,3.76375,3.76375,4.17587,4.17587,6.6158,,9.05573,9.05573,,,,
"US",67.84923,67.84923,68.61805,68.61805,78.7994,78.7994,80.66302,80.66302,80.742,80.742,81.31697,81.31697,81.2776,81.2776,82.25604,82.25604,84.21237,84.21237,87.73228,87.73228,93.29339,93.29339,95.33196,95.33196,94.2767,94.2767,,
"UY",34.34268,34.34268,37.55541,37.55541,39.26434,39.26434,41.1374,41.1374,42.39081,42.39081,45.32459,45.32459,46.01796,46.01796,63.71429,63.71429,64.59832,64.59832,63.23914,63.23914,63.15235,63.15235,,,,,,
"UZ",12.61705,12.61705,13.08292,13.08292,13.72589,13.72589,14.07078,14.07078,14.41435,14.41435,9.895,9.895,10.10963,10.10963,10.05502,10.05502,10.12143,10.12143,9.94655,9.94655,9.41018,,8.87381,8.87381,,,,
"VC",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"VE",28.25935,28.25935,33.15397,,38.04859,38.04859,39.62945,39.62945,41.53703,41.53703,50.6864375,,59.835845,,68.9852525,,78.13466,78.13466,78.10754,78.10754,,,,,,,,
"VI",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"VN",9.32551,9.32551,9.38302,9.38302,9.62983,9.62983,10.00931,10.00931,12.94361,,15.87791,15.87791,16.48521,16.48521,18.17133,18.17133,18.74038,18.74038,19.86936,19.86936,22.385,22.385,24.4293,24.4293,24.59961,24.59961,,
"VU",3.82954,3.82954,3.77327,3.77327,4.78379,4.78379,4.69127,4.69127,4.74393,4.74393,,,,,,,,,,,,,,,,,,
"WS",7.56238,7.56238,,,,,,,,,,,,,,,,,,,,,,,,,,
"XK",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"YE",,,,,10.56133,10.56133,10.03606,10.03606,9.52827,9.52827,9.50658,9.50658,9.2007,9.2007,10.51073,10.51073,10.77581,10.77581,11.37982,11.37982,10.86531,10.86531,10.28643,10.28643,,,,
"ZA",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ZM",2.39038,2.39038,,,,,,,,,,,,,,,,,,,,,,,,,,
"ZW",,,,,,,,,,,,,,,,,,,,,6.21249,6.21249,6.02176,6.02176,5.94417,5.94417,,
"NA",,,7.0327,7.0327,5.79907,5.79907,6.16231,6.16231,6.517585,,6.87286,6.87286,6.55898,6.55898,7.94429,,9.3296,9.3296,,,,,,,,,,
