"id","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015"
"CZ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3330,3470,4130,5090,5930,6110,6060,6070,6320,6320,6620,8060,10210,12380,13920,15740,18300,18650,19210,19420,19350,19270,18790,18140
"DE",,,,,,,,,,,,,3610,4680,5800,6730,7140,7680,8880,11070,13030,12560,11140,10040,9890,9850,11260,14260,18650,19790,21340,22920,25860,25990,27530,29560,30910,30200,27990,26880,26210,24790,23710,26230,31730,35880,38370,40700,43870,43810,44790,46480,46710,46610,47680,45940
"DJ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,800,770,770,770,750,740,720,740,760,780,800,890,980,1030,,,,,,,,,,
"DK",,,,,,,,,,,3310,3690,4350,5600,6850,8150,9040,9850,11250,13670,15240,14330,12980,11800,11610,11940,14140,17870,22300,23240,24530,25720,28930,28780,30600,32830,35040,35320,33580,33130,32660,31440,30870,34850,42760,49620,53520,55700,60260,59840,60820,61490,61080,62110,62350,58550
"DM",,,,,,,,,,,,,,,,,,,,570,780,950,980,980,1090,1170,1460,1750,2090,2100,2300,2390,2590,2750,2830,2980,3080,3190,3360,3340,3600,4150,4360,4810,5080,5140,5480,5760,6340,6510,6700,6870,6660,6810,7010,6800
"DO",,,220,240,260,230,250,250,250,280,340,370,430,520,610,710,780,830,890,1030,1160,1230,1240,1260,1360,1040,1000,930,910,900,870,1030,1320,1580,1700,1910,2140,2300,2380,2470,2630,2650,2810,2590,2480,2910,3470,4270,4620,4850,5290,5420,5660,5850,6110,6240
"DZ",,,190,230,240,240,230,250,280,310,330,310,430,530,710,910,1050,1140,1350,1670,2010,2220,2280,2210,2260,2390,2590,2810,2750,2540,2360,1990,1890,1720,1610,1550,1510,1500,1530,1530,1590,1660,1720,1920,2240,2710,3100,3590,4200,4280,4470,4590,5200,5520,5490,4870
"EC",,,210,210,220,280,340,460,470,500,520,510,510,600,830,1090,1290,1370,1560,1830,2140,2480,2430,2140,1930,1830,1780,1640,1530,1390,1370,1480,1600,1670,1820,1970,2080,2190,2170,1790,1540,1550,1740,2130,2560,2900,3120,3330,3880,4090,4410,4900,5410,5830,6150,6030
"EE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4150,4320,4620,5710,7480,9710,11500,13500,15070,14470,14540,15870,16970,18340,19020,18360
"EG",,,,,,,,170,180,200,220,230,250,270,290,320,350,380,390,420,500,530,550,550,570,600,640,790,800,780,750,730,740,740,820,920,1020,1130,1210,1320,1420,1450,1360,1290,1230,1240,1330,1550,1860,2140,2390,2590,2850,3040,3210,3340
"ER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190,190,200,220,220,210,200,200,200,200,230,260,280,280,280,330,380,480,,,,
"ES",,,500,570,640,730,840,930,1010,1110,1170,1310,1600,2100,2750,3270,3460,3660,4040,5010,6230,6320,5690,4870,4590,4570,5410,7120,9430,10720,12220,13720,15660,15090,14580,14970,15740,16020,15650,15660,15900,15580,15580,18060,22120,25930,27970,29920,32440,32770,32130,31140,29850,29540,29390,28530
"ET",,,,,,,,,,,,,,,,,,,,,,,,210,200,190,230,280,270,250,260,250,220,210,160,150,150,140,130,120,120,130,120,110,130,160,180,220,280,340,380,390,410,470,550,590
"EU",,,,,,,,,,,1953.11,2152.46,2503.62,3181.65,3875.88,4457.91,4707.42,5028.74,5702.17,7079.57,8527.82,8588.04,7896.53,7072.18,6831.12,6823.91,7838.49,9956.93,12859.98,13790.89,14833.48,15825.44,17725.64,17473.65,17965.13,18764.21,19952.94,20273.11,19771.28,19682.87,19751.2,19088.35,18834.79,21216.93,25673.79,29475.24,31504.83,33687.24,36136.18,35636.42,35544.29,35742.58,35305.62,35603.94,35754.08,34526.62
"FI",,,1370,1470,1620,1810,1970,2060,2090,2270,2470,2690,3170,4030,5130,6320,6840,7190,7910,9540,11450,11980,11700,10840,10790,11130,13010,16480,21540,24110,26000,25090,24170,20680,20170,22030,24970,26650,25790,26040,26420,25780,25510,28680,35200,40100,42740,46040,49920,48590,49330,49910,48670,49220,48960,46550
"FJ",,,280,290,300,290,300,340,350,350,400,440,530,720,930,1120,1220,1300,1360,1660,1870,2040,1800,1580,1660,1580,1790,1770,1790,1790,1790,1790,1990,2090,2230,2460,2660,2580,2300,2350,2230,2140,2170,2420,3030,3590,3630,3830,4020,3870,3650,3760,4120,4690,4850,4830
"FM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2120,2130,2210,2150,2110,2010,2060,2210,2250,2270,2380,2440,2550,2550,2550,2560,2770,2870,3050,3220,3280,3200,3560
"FO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FR",,,1560,1700,1880,2040,2210,2370,2560,2820,3010,3240,3670,4690,5780,6700,7120,7790,8810,10810,13080,13200,12060,10470,9840,9800,11350,14490,18540,19510,20660,21550,24010,23760,24550,25910,27270,27090,25970,25560,25150,23940,23180,26020,31500,36000,37960,40250,43510,43760,43790,44220,43020,43400,42660,40540
"GA",,,340,410,340,360,420,440,460,530,570,610,680,900,1690,2860,4430,3990,3070,3500,4580,5270,4820,4250,4290,3850,3830,3410,4140,4560,4810,5160,5110,4420,4130,3900,4090,4260,3930,3270,3090,3420,3600,3870,4320,5580,5750,6630,7480,7880,8250,8650,9850,10270,10410,9200
"GB",,,,,,,,,,,2430,2710,3150,3840,4290,4800,4930,5140,5840,7450,9380,10480,10470,9690,9110,9000,10070,12480,15890,17090,18250,19050,21110,20990,21520,20990,22580,24760,26300,27710,28880,28620,28900,32000,37710,42770,45020,47790,48420,43940,41390,40620,41210,42350,43760,43390
"GD",,,,,,,,,,,,,,,,,,,,890,990,980,980,960,1050,1180,1370,1700,1940,2120,2250,2440,2530,2490,2590,2660,2790,2870,2990,3340,3860,4140,4720,5370,5440,6760,6530,6940,7370,6810,7050,7180,7160,7550,8160,8650
"GE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750,540,510,540,650,790,820,780,750,720,770,910,1120,1410,1790,2240,2670,2800,3000,3300,3870,4240,4490,4160
"GH",,,190,200,210,230,250,250,230,230,250,270,260,280,320,310,290,310,360,390,430,420,360,320,340,350,400,420,440,410,400,420,440,420,380,380,380,400,400,400,340,300,280,320,390,470,610,800,1170,1210,1260,1410,1570,1740,1590,1480
"GI",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GL",,,,,,,,,,,,,1890,2440,3130,3800,4330,5140,6160,7550,9270,9100,8020,7270,6740,7060,8540,11470,15170,16970,15690,16510,17440,16600,17830,19470,20780,20540,20440,19740,20290,19390,18760,21310,25830,29970,29540,35110,25000,19290,,,,,,
"GM",,,,,,,,,110,110,110,120,120,150,190,240,240,250,280,330,400,410,350,320,300,310,310,330,310,310,320,410,550,750,730,740,750,730,710,690,670,600,480,420,420,400,410,450,520,580,590,520,520,500,460,
"GN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,430,420,430,430,460,470,470,470,470,470,430,420,380,340,330,320,350,340,300,310,340,380,390,400,430,450,470,470
"GQ",,,,,,,,,,,,,,,,,,,,,,,140,140,150,170,180,230,270,260,290,300,420,410,300,280,400,970,790,920,880,1040,1470,1390,2040,4660,9850,14310,17880,15980,12910,15150,18470,18530,17360,12820
"GR",,,630,710,790,890,980,1070,1180,1330,1500,1700,2000,2490,2850,3480,3750,3940,4600,5650,6500,6370,5910,5280,5140,5010,5360,6130,7590,8310,8970,9850,11200,11140,11610,12410,13430,14100,13810,13380,13330,13070,13150,15700,19580,22760,24550,26350,28660,29330,27660,24930,23500,22500,21890,20320
"GT",,,260,280,290,290,300,300,320,330,350,360,390,450,530,600,670,780,890,1050,1170,1200,1130,1080,1100,1130,1040,1000,960,960,930,960,1020,1130,1220,1350,1430,1520,1600,1640,1660,1600,1610,1680,1850,1990,2140,2350,2560,2590,2680,2830,3070,3290,3440,3590
"GU",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GW",,,,,,,,,,,,,120,130,150,160,150,140,150,170,140,170,180,170,170,180,150,160,170,190,210,230,220,210,200,210,220,220,150,150,190,230,280,300,350,390,410,430,480,520,540,600,590,600,590,590
"GY",,,280,250,280,310,320,340,340,360,360,390,400,430,550,680,670,610,610,660,750,730,580,510,470,510,530,460,480,370,390,390,440,500,610,740,860,910,880,890,880,870,890,920,940,1060,1340,1790,2410,2650,2900,3190,3600,3940,4030,4090
"HK",,,,570,630,700,710,710,740,840,930,1060,1300,1750,2170,2450,2900,3340,3930,4700,5730,6360,6290,5890,6170,6090,7230,9070,10770,11550,12660,14320,16560,19490,21770,23500,24020,25910,24800,25800,26930,26350,25270,26340,28120,28890,30290,32070,33950,32350,33620,35690,36320,38520,40190,41000
"HN",,,180,180,190,210,220,230,250,250,260,270,290,320,360,380,420,470,550,630,690,740,700,680,720,780,830,930,960,870,690,620,610,650,630,640,660,720,750,790,920,1030,1130,1200,1290,1390,1470,1620,1780,1840,1910,2070,2180,2240,2260,2280
"HR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5470,5440,5110,5290,5190,5470,6490,8270,9870,10990,12350,13970,13810,13750,14050,13460,13470,13160,12700
"HT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400,450,470,440,410,370,370,400,470,550,610,680,650,700,750,800,820,810
"HU",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3690,4070,4290,4400,4450,4460,4530,4650,4810,5310,6680,8700,10440,11290,11810,13200,13270,13090,13050,12860,13370,13330,12980
"ID",,,,,,,,,,80,90,90,100,120,170,230,280,330,390,430,510,580,580,570,540,510,510,510,550,570,620,620,670,750,850,990,1090,1100,660,570,560,670,720,900,1080,1220,1380,1600,1940,2150,2530,3010,3580,3740,3630,3440
"IE",,,,,,,,,,,,,2070,2540,2990,3390,3280,3580,4120,5120,6380,6780,6390,5720,5610,5630,6370,8220,10420,11100,12560,13130,14440,14600,15480,16920,19080,20740,21360,22650,24170,24160,24840,30040,37790,44600,48360,50360,50930,47130,45220,42830,41330,44060,46880,52580
"IL",,,1320,1330,1310,1440,1470,1480,1730,1910,2040,2150,2450,2690,3620,4180,4010,3850,3990,4640,5440,6120,6020,5990,5980,5980,6450,7610,9230,9770,10860,11490,12590,13070,13830,14210,16600,18010,17720,17410,18800,19040,18340,18400,19940,21220,22060,23710,25920,27180,29610,31560,32230,34430,35670,35770
"IM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17050,18820,21350,21920,22330,23340,27070,33330,38690,43240,61240,69560,74380,72040,72670,78840,83960,85290,
"IN",,,90,100,110,110,110,110,100,110,120,120,130,150,170,190,180,190,210,230,280,300,290,290,290,300,320,360,400,400,390,350,350,330,350,380,410,420,420,450,450,460,470,530,620,730,810,930,1000,1110,1220,1370,1480,1520,1560,1600
"IQ",,,,,,,,,,,,,,,,,,,,,3930,3460,3050,2360,2540,2750,3050,3520,3710,3710,7020,,,,,,,,,,,,,,,,2020,2510,3530,4020,4410,4790,6100,6840,6560,5820
"IR",,,,,,260,290,300,340,370,400,460,560,750,1120,1500,2030,2090,2010,2290,2200,2470,3120,3320,3180,3510,3700,3560,3020,2590,2560,,,,,1330,1620,1820,1810,1730,1760,1800,1880,2190,2480,2910,3390,4160,4820,5370,6020,6730,7010,7120,6550,
"IS",,,1540,1740,2050,2440,2980,3110,2790,2490,2540,3000,3720,4930,6650,7450,7930,8970,10800,13110,15360,16160,15020,12510,11830,11870,14170,19000,23350,24080,24680,25130,26370,25960,25530,25350,27180,28300,29010,30220,31540,30450,30380,33130,41410,50730,53490,62290,50020,42210,36670,37590,40530,46350,48550,50140
"IT",,,960,1060,1160,1280,1410,1550,1700,1850,2060,2250,2610,3240,3920,4310,4500,4710,5250,6720,8400,8680,8190,7600,7740,8010,9350,12120,15900,17240,18600,20300,22880,21520,20790,20610,21760,22240,22130,21900,21820,21070,20630,23260,28210,32370,34190,35800,37740,37670,37670,37660,35970,35350,34530,32810
"JM",,,,,,,,,620,650,720,760,990,1030,1190,1380,1390,1460,1450,1320,1230,1310,1360,1350,1140,940,960,1180,1500,1710,1790,1760,1630,1800,1820,2120,2310,2530,2690,3030,3290,3280,3330,3530,3770,3920,4230,4480,4750,4500,4570,4810,5250,5310,5200,5050
"JO",,,,,,,,,,,,,,,,,,990,1250,1530,1910,2020,1990,1870,1870,1830,2020,2230,2230,1610,1350,1160,1350,1370,1420,1510,1520,1550,1580,1650,1800,1870,1920,2050,2330,2530,2720,2980,3400,3680,3820,3990,4210,4420,4590,4680
"JP",,,610,690,800,890,1030,1200,1430,1660,1810,2090,2680,3570,4350,5060,5310,5840,7320,9280,10670,10940,10380,10060,10310,11360,13650,17800,24470,26640,27560,28290,30190,33170,36590,41270,42030,39230,33480,32830,34980,35600,33750,34010,37150,39140,38570,37590,37760,37470,42010,45210,47850,46240,41920,36680
"KE",,,100,100,110,110,120,120,130,140,130,160,190,200,230,250,250,280,330,400,460,450,400,340,320,310,340,380,410,400,380,350,330,270,260,270,340,390,440,440,420,410,390,420,470,530,600,730,860,930,1000,1040,1090,1180,1300,1340
"KG",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,520,450,370,360,390,390,360,300,280,280,290,340,400,450,500,610,760,860,850,880,1040,1220,1260,1170
"KH",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300,310,320,290,290,300,310,320,350,400,460,520,590,670,690,750,810,880,960,1020,1070
"KI",,,,,,,,,,,,,,,,,,,870,860,690,660,790,780,590,540,520,550,640,670,720,960,1030,1020,1050,1150,1090,1340,1470,1300,1330,1340,1250,1310,1530,1730,1760,1750,1880,1880,1990,2010,2450,2840,3250,3390
"KM",,,,,,,,,,,,,,,,,,,,,,,380,340,320,320,360,450,550,540,560,550,640,630,500,490,450,460,420,410,420,400,390,450,540,620,650,670,720,770,780,790,800,820,820,780
"KN",,,,,,,,,,,,,,,,,,,,1370,1690,1860,1910,1970,2190,2420,2930,3480,4160,4410,4940,4940,5340,5770,6210,6800,7150,7520,7240,7660,8300,8830,9030,8950,9930,10970,11880,12220,13730,13490,13050,13460,13400,14390,14800,15060
"KP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"KR",,,110,120,130,130,130,140,180,230,260,310,340,420,540,640,790,950,1250,1640,1900,2070,2080,2200,2360,2510,2930,3600,4590,5440,6480,7550,8290,8980,10010,11650,13080,13300,10120,10160,10750,11630,12470,13360,15650,17800,19980,22460,22850,21090,21320,22620,24640,25870,26970,27450
"KW",,,,,,,,3610,3630,3530,3310,3510,3610,4290,6480,9840,14550,13760,15190,19010,19290,21140,18720,17670,16650,14710,16910,15620,14550,17700,,,,,,20130,20730,21790,20400,17770,19050,19790,19830,23300,28640,34600,41130,46930,50770,45010,41220,42860,49600,52060,49910,42150
"KY",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"KZ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1430,1310,1280,1340,1390,1390,1290,1260,1350,1520,1800,2300,2950,3860,4980,6150,6780,7440,8280,9940,11840,12090,11390
"LA",,,,,,,,,,,,,,,,,,,,,,,,,,,550,430,250,210,190,210,250,280,310,350,380,370,310,290,280,310,320,340,390,460,510,620,750,890,1000,1120,1290,1490,1640,1740
"LB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1360,1780,1830,2230,2840,3610,4210,4520,4970,5330,5470,5300,4990,4460,5550,5710,5650,6250,6960,7840,8450,8600,8440,8180,7950,7710
