"district_id","district_name","year","value","value_ncu"
"d416","Buliisa",2014,68875.8,1.61e+08
"d416","Buliisa",2015,77586.24,219043000
"d416","Buliisa",2016,57955.61,214500000
"d416","Buliisa",2017,76299.25,306370000
"d416","Buliisa",2019,9747520,45672349612.81
"d401","Bundibugyo",2013,,
"d401","Bundibugyo",2014,904597.24,2114533000
"d401","Bundibugyo",2015,276444.67,780464000
"d401","Bundibugyo",2016,154633.67,572316000
"d401","Bundibugyo",2017,137659.67,552755000
"d401","Bundibugyo",2019,16800,78716994.01
"d402","Bushenyi",2013,,
"d402","Bushenyi",2014,144637.9,338097000
"d402","Bushenyi",2015,179709.72,507360000
"d402","Bushenyi",2016,27166.18,100545000
"d402","Bushenyi",2017,82024,329357000
"d402","Bushenyi",2018,17610,82512277.65
"d402","Bushenyi",2019,17630,82605988.36
"d202","Busia",2013,48788.31,1.09e+08
"d202","Busia",2014,672663.32,1572378000
"d202","Busia",2015,393614.44,1111260000
"d202","Busia",2016,15030.63,55630000
"d202","Busia",2017,97719.18,392379000
"d202","Busia",2018,4574290,21432997532.75
"d202","Busia",2019,13200,61849066.73
"d221","Butaleja",2013,209828.65,468787000
"d221","Butaleja",2014,200200.99,467978000
"d221","Butaleja",2015,167000.12,471478000
"d221","Butaleja",2016,127388.32,471478000
"d221","Butaleja",2017,97719.18,392379000
"d221","Butaleja",2018,82000,384213899.36
"d221","Butaleja",2019,57500,269418283.09
"d119","Butambala",2013,70119.98,156658000
"d119","Butambala",2014,37218.6,8.7e+07
"d119","Butambala",2015,7792.52,2.2e+07
"d119","Butambala",2016,5944.16,2.2e+07
"d119","Butambala",2017,12950.23,5.2e+07
"d119","Butambala",2018,200,937107.07
"d119","Butambala",2019,3500,16399373.75
"d120","Buvuma",2013,141142.33,315332000
"d120","Buvuma",2014,162007.86,378700000
"d120","Buvuma",2015,182447.73,515090000
"d120","Buvuma",2016,179135.51,6.63e+08
"d120","Buvuma",2017,130071.08,522284000
"d120","Buvuma",2018,55500,260047212.37
"d120","Buvuma",2019,60000,281132121.48
"d226","Buyende",2013,,
"d226","Buyende",2014,,
"d226","Buyende",2015,55256.06,1.56e+08
"d226","Buyende",2016,42149.53,1.56e+08
"d226","Buyende",2017,44329.62,1.78e+08
"d226","Buyende",2018,41145.44,1.78e+08
"d317","Dokolo",2013,11189.98,2.5e+07
"d317","Dokolo",2014,278070.01,6.5e+08
"d317","Dokolo",2015,230233.6,6.5e+08
"d317","Dokolo",2016,175623.05,6.5e+08
"d317","Dokolo",2017,77950.41,3.13e+08
"d317","Dokolo",2018,80200,375779935.71
"d317","Dokolo",2019,75200,352352258.92
"d121","Gomba",2013,,
"d121","Gomba",2014,,
"d121","Gomba",2015,102807.45,290248000
"d121","Gomba",2016,78421.91,290248000
"d121","Gomba",2017,72284.18,290248000
"d121","Gomba",2018,15500,72625798.05
"d121","Gomba",2019,18000,84339636.44
"d304","Gulu",2014,,
"d304","Gulu",2015,2143670.66,6052053000
"d304","Gulu",2016,482892.61,1787238000
"d304","Gulu",2017,117717.56,472680000
"d304","Gulu",2018,112800,528528388.38
"d304","Gulu",2019,99200,464805107.51
"d403","Hoima",2013,2370447.85,5295917000
"d403","Hoima",2014,103630.7,242241000
"d403","Hoima",2015,85803.1,242241000
"d403","Hoima",2016,65450.93,242241000
"d403","Hoima",2017,242497.73,973719000
"d403","Hoima",2018,6601190,30930109149.88
"d403","Hoima",2019,9001190,42175394009.08
"d417","Ibanda",2013,271009.64,605474000
"d417","Ibanda",2014,336461.28,786492000
"d417","Ibanda",2015,357761.76,1010040000
"d417","Ibanda",2016,240330.96,889491000
"d417","Ibanda",2017,246292.65,988957000
"d417","Ibanda",2018,,
"d203","Iganga",2013,,
"d203","Iganga",2014,379115.94,886199000
"d203","Iganga",2015,359289.44,1014353000
"d203","Iganga",2016,269961.54,999157000
"d203","Iganga",2017,,
"d418","Isingiro",2013,637861.88,1425074000
"d418","Isingiro",2014,235428.61,550324000
"d418","Isingiro",2015,58149.92,164170000
"d418","Isingiro",2016,16389.68,60660000
"d418","Isingiro",2017,196172.03,787704000
"d418","Isingiro",2018,141540.3,612320000
"d204","Jinja",2013,,
"d204","Jinja",2014,,
"d204","Jinja",2015,2829981.78,7989660000
"d204","Jinja",2016,237640.69,879534000
"d204","Jinja",2017,,
"d204","Jinja",2018,,
"d318","Kaabong",2013,,
"d318","Kaabong",2014,549807.72,1285198000
"d318","Kaabong",2015,541839.89,1529733000
"d318","Kaabong",2016,380634.6,1408770000
"d318","Kaabong",2017,1116914.5,4484829000
"d404","Kabale",2013,172044.13,384371000
"d404","Kabale",2014,469808.69,1098197000
"d404","Kabale",2015,568321.01,1604495000
"d404","Kabale",2016,225086.34,833069000
"d404","Kabale",2017,775360.73,3113363000
"d404","Kabale",2018,,
"d405","Kabarole",2013,431848.12,964810000
"d405","Kabarole",2014,540692.15,1263890000
"d405","Kabarole",2015,512496.44,1446890000
"d405","Kabarole",2016,184269.11,6.82e+08
"d405","Kabarole",2017,143548.04,576399000
"d405","Kabarole",2018,0,0
"d405","Kabarole",2019,0,0
"d213","Kaberamaido",2013,,
"d213","Kaberamaido",2014,220137.33,514580000
"d213","Kaberamaido",2015,202416.06,571465000
"d213","Kaberamaido",2016,157375.82,582465000
"d213","Kaberamaido",2017,111356.01,447136000
"d101","Kalangala",2013,,
"d101","Kalangala",2014,2752317.24,6433654000
"d101","Kalangala",2015,1646965.05,4649744000
"d101","Kalangala",2016,1651810.47,6113530000
"d101","Kalangala",2017,2643714.64,10615502000
"d101","Kalangala",2018,97668360,457628554137.87
"d101","Kalangala",2019,106916090,500959120034.11
"d222","Kaliro",2013,127632,285148000
"d222","Kaliro",2014,446513.69,1043744000
"d222","Kaliro",2015,280097.59,790777000
"d222","Kaliro",2016,238418.02,882411000
"d222","Kaliro",2017,119918.85,481519000
"d222","Kaliro",2018,111305.11,481519000
"d122","Kalungu",2013,358325.48,800550000
"d122","Kalungu",2014,229882.61,537360000
"d122","Kalungu",2015,188378.9,531835000
"d122","Kalungu",2016,149561.67,553544000
"d122","Kalungu",2017,158149.92,635031000
"d122","Kalungu",2018,5237310,24539601185.81
"d122","Kalungu",2019,4217850,19762885309.74
"d205","Kamuli",2013,,
"d205","Kamuli",2014,451354.68,1055060000
"d205","Kamuli",2015,422031.64,1191488000
"d205","Kamuli",2016,2701.89,1e+07
"d205","Kamuli",2017,145420.84,583919000
"d205","Kamuli",2018,19016610,89102998544.3
"d205","Kamuli",2019,13996680,65581939034.61
"d413","Kamwenge",2014,900107.9,2104039000
"d413","Kamwenge",2015,635259.83,1793478000
"d413","Kamwenge",2016,139628.97,516782000
"d413","Kamwenge",2017,65228.05,261915000
"d413","Kamwenge",2018,105617.79,456915000
"d414","Kanungu",2013,835357.84,1866308000
"d414","Kanungu",2014,769689.65,1799181000
"d414","Kanungu",2015,304862.58,860694000
"d414","Kanungu",2016,232550.32,860694000
"d414","Kanungu",2017,359357.84,1442956000
"d414","Kanungu",2018,209828.55,907743000
"d206","Kapchorwa",2013,,
"d206","Kapchorwa",2014,213150.5,498248000
"d206","Kapchorwa",2015,110256.39,311278000
"d206","Kapchorwa",2016,60117.12,222500000
"d206","Kapchorwa",2017,6210.13,24936000
"d206","Kapchorwa",2018,0,0
"d206","Kapchorwa",2019,0,0
"d406","Kasese",2013,1922125.84,4294302000
"d406","Kasese",2014,850615.72,1988349000
"d406","Kasese",2015,568839.21,1605958000
"d406","Kasese",2016,236100.34,873833000
"d406","Kasese",2017,53793.25,2.16e+08
"d406","Kasese",2018,89059.99,385284000
"d207","Katakwi",2013,,
"d207","Katakwi",2014,834116.33,1949781000
"d207","Katakwi",2015,501986.46,1417218000
"d207","Katakwi",2016,382875.55,1417064000
"d207","Katakwi",2017,153110.78,614797000
"d112","Kayunga",2013,222406.64,496888000
"d112","Kayunga",2014,188422.37,440445000
"d112","Kayunga",2015,97555.64,275421000
"d112","Kayunga",2016,222365.8,8.23e+08
"d112","Kayunga",2017,264783.33,1063204000
"d112","Kayunga",2018,9562940,44807493496.43
"d112","Kayunga",2019,12112940,56755608659.33
"d407","Kibaale",2013,,
"d407","Kibaale",2014,267562.38,625438000
"d407","Kibaale",2015,230848.5,651736000
"d407","Kibaale",2016,168986.66,625438000
"d407","Kibaale",2017,383866.65,1541368000
"d407","Kibaale",2018,9292220,43539025364.31
"d407","Kibaale",2019,8152220,38197515056.19
"d103","Kiboga",2013,9483.73,21188000
"d103","Kiboga",2014,22992.11,53745000
"d103","Kiboga",2015,34248.84,96692000
"d103","Kiboga",2016,15130.6,5.6e+07
"d103","Kiboga",2017,61448.83,246740000
"d103","Kiboga",2018,23700,111047187.98
"d103","Kiboga",2019,20000,93710707.16
"d227","Kibuku",2013,,
"d227","Kibuku",2014,,
"d227","Kibuku",2015,,
"d227","Kibuku",2016,,
"d227","Kibuku",2017,,
"d227","Kibuku",2018,0,0
"d227","Kibuku",2019,875640,4102842180.88
"d419","Kiruhura",2013,178800.19,399465000
"d419","Kiruhura",2014,279841.1,654140000
"d419","Kiruhura",2015,389433.4,1099456000
"d419","Kiruhura",2016,253248.44,937300000
"d419","Kiruhura",2017,290303.75,1165678000
"d419","Kiruhura",2018,110000,515408889.38
"d419","Kiruhura",2019,80000,374842828.64
"d421","Kiryandongo",2013,89419.56,199776000
"d421","Kiryandongo",2014,,
"d421","Kiryandongo",2015,87524.19,247100000
"d421","Kiryandongo",2016,66763.78,247100000
"d421","Kiryandongo",2017,40854.73,164047000
"d421","Kiryandongo",2018,550388.86,2381047000
"d408","Kisoro",2013,,
"d408","Kisoro",2014,450722.39,1053582000
"d408","Kisoro",2015,406164.65,1146692000
"d408","Kisoro",2016,299833.67,1109717000
"d408","Kisoro",2017,339251.62,1362222000
"d408","Kisoro",2018,13622220,63827393464.45
"d408","Kisoro",2019,12385020,58030449119.54
"d305","Kitgum",2013,,
"d305","Kitgum",2014,1422728.07,3325685000
"d305","Kitgum",2015,510772.53,1442023000
"d305","Kitgum",2016,285773.56,1057679000
"d305","Kitgum",2017,,
"d319","Koboko",2013,107423.79,2.4e+08
"d319","Koboko",2014,102672,2.4e+08
"d319","Koboko",2015,290626.35,820502000
"d319","Koboko",2016,198348.41,734109000
"d319","Koboko",2017,412300.86,1655542000
"d319","Koboko",2018,13292180,62280979374.9
"d319","Koboko",2019,7378600,34572691192.54
"d325","Kole",2013,10492.17,23441000
"d325","Kole",2014,10028.06,23441000
"d325","Kole",2015,27743.15,78325000
"d325","Kole",2016,5924.98,21929000
"d325","Kole",2017,30365.54,121929000
"d325","Kole",2018,5068.98,21929000
"d306","Kotido",2013,694236.1,1551022000
"d306","Kotido",2014,684424.83,1599871000
"d306","Kotido",2015,385956.16,1089639000
"d306","Kotido",2016,218628.28,809167000
"d306","Kotido",2017,791617,3178638000
"d306","Kotido",2018,338700,1586990825.75
"d306","Kotido",2019,0,0
"d208","Kumi",2013,,
"d208","Kumi",2014,348505.99,814647000
"d208","Kumi",2015,460273.8,1299454000
"d208","Kumi",2016,201991.91,747594000
"d208","Kumi",2017,,
"d208","Kumi",2018,,
"d228","Kween",2013,21071.18,47076000
"d228","Kween",2014,35559.59,83122000
"d228","Kween",2015,,
"d228","Kween",2016,8105.68,3e+07
"d228","Kween",2017,32375.57,1.3e+08
"d228","Kween",2018,0,0
"d228","Kween",2019,0,0
"d123","Kyankwanzi",2013,168131.66,375630000
"d123","Kyankwanzi",2014,,
"d123","Kyankwanzi",2015,3039.08,8580000
"d123","Kyankwanzi",2016,,
"d123","Kyankwanzi",2017,,
"d123","Kyankwanzi",2019,911030,4268663277.2
"d422","Kyegegwa",2013,669557.72,1495887000
"d422","Kyegegwa",2014,416844.48,974391000
"d422","Kyegegwa",2015,326995.82,923181000
"d422","Kyegegwa",2016,230067.01,851503000
"d422","Kyegegwa",2017,181664.54,729451000
"d422","Kyegegwa",2018,167413.61,724251000
"d415","Kyenjojo",2013,1384832.32,3093912000
"d415","Kyenjojo",2014,1662470.62,3886093000
"d415","Kyenjojo",2015,1291643.77,3646594000
"d415","Kyenjojo",2016,287761.88,1065038000
"d415","Kyenjojo",2017,184300.66,740036000
"d415","Kyenjojo",2018,24461000,114612880392.04
"d415","Kyenjojo",2019,8035220,37649307419.31
"d326","Lamwo",2013,,
"d326","Lamwo",2014,2212710.41,5172301000
"d326","Lamwo",2015,1731989.61,4889787000
"d326","Lamwo",2016,217361.9,804480000
"d307","Lira",2013,,
"d307","Lira",2014,,
"d307","Lira",2015,468356.77,1322274000
"d307","Lira",2016,206895.57,765743000
"d307","Lira",2017,215290.3,864471000
"d307","Lira",2018,8078590,37852519087.79
"d307","Lira",2019,8078590,37852519087.79
"d229","Luuka",2013,44759.91,1e+08
"d229","Luuka",2014,42610.16,99603000
"d229","Luuka",2015,26565.41,7.5e+07
"d229","Luuka",2016,28609.54,105887000
"d229","Luuka",2017,297606.18,1.195e+09
"d229","Luuka",2018,,
"d104","Luwero",2013,,
"d104","Luwero",2014,1410932.77,3298113000
"d104","Luwero",2015,318773.29,899967000
"d104","Luwero",2016,169057.45,625700000
"d104","Luwero",2017,191762.98,7.7e+08
"d104","Luwero",2018,77000,360786222.57
"d104","Luwero",2019,0,0
"d124","Lwengo",2013,174857.29,390656000
"d124","Lwengo",2014,151954.56,355200000
"d124","Lwengo",2015,203884.25,575610000
"d124","Lwengo",2016,132392.76,4.9e+08
"d124","Lwengo",2017,122028.5,489990000
"d124","Lwengo",2018,113263.21,489990000
"d114","Lyantonde",2013,126982.08,283696000
"d114","Lyantonde",2014,94492.47,220880000
"d114","Lyantonde",2015,81778.97,230880000
"d114","Lyantonde",2016,62381.31,230880000
"d114","Lyantonde",2017,85391.8,342880000
"d114","Lyantonde",2018,95438.92,412880000
"d223","Manafwa",2013,265241.43,592587000
"d223","Manafwa",2014,170988.67,399693000
"d223","Manafwa",2015,129285.02,3.65e+08
"d223","Manafwa",2016,132933.14,4.92e+08
"d223","Manafwa",2019,0,0
"d320","Maracha",2013,853377.73,1906567000
"d320","Maracha",2014,1014128.58,2370567000
"d320","Maracha",2015,336989.73,951396000
"d320","Maracha",2016,259758.92,961396000
"d320","Maracha",2017,121200.93,486667000
"d320","Maracha",2018,5281670,24747451534.29
"d320","Maracha",2019,2302050,10786336670.88
"d105","Masaka",2013,,
"d105","Masaka",2014,5133.6,1.2e+07
"d105","Masaka",2015,514831.37,1453482000
"d105","Masaka",2016,374866.06,1387420000
"d105","Masaka",2017,373412.82,1499392000
"d105","Masaka",2018,25994340,121797399177.87
"d105","Masaka",2019,18341620,85940309033
"d409","Masindi",2013,,
"d409","Masindi",2014,,
"d409","Masindi",2015,1233877.81,3483508000
"d409","Masindi",2016,58901.27,2.18e+08
"d409","Masindi",2017,70838.24,284442000
"d409","Masindi",2018,,
"d214","Mayuge",2013,232175.04,518712000
"d214","Mayuge",2014,497162.22,1162137000
"d214","Mayuge",2015,413812.3,1168283000
"d214","Mayuge",2016,328264.07,1214941000
"d214","Mayuge",2017,1196526.27,4804500000
"d214","Mayuge",2018,13242410,62047780280.13
"d214","Mayuge",2019,13035170,61076749932.54
"d209","Mbale",2013,113101.59,252685000
"d209","Mbale",2014,567400.99,1326323000
"d209","Mbale",2015,482781.79,1362999000
"d209","Mbale",2016,352248.24,1303709000
"d209","Mbale",2017,586103.62,2353425000
"d209","Mbale",2018,229697.86,993700000
"d410","Mbarara",2013,68414.18,152847000
"d410","Mbarara",2014,45475.14,106300000
"d410","Mbarara",2015,135121.97,381479000
"d410","Mbarara",2016,34935.48,129300000
"d410","Mbarara",2017,210802.8,846452000
"d410","Mbarara",2018,0,0
"d410","Mbarara",2019,52000,243647838.62
"d423","Mitooma",2013,11816.62,26400000
"d423","Mitooma",2014,34181.22,79900000
"d423","Mitooma",2015,28301.02,79900000
"d423","Mitooma",2016,21588.13,79900000
"d423","Mitooma",2017,9936.81,39900000
"d423","Mitooma",2018,399000,1869528607.84
"d423","Mitooma",2019,0,0
"d115","Mityana",2013,148122.19,330926000
"d115","Mityana",2014,324607.37,758783000
"d115","Mityana",2015,330557.71,933237000
"d115","Mityana",2016,62143.54,2.3e+08
"d115","Mityana",2017,38850.68,1.56e+08
"d115","Mityana",2018,6718270,31478691629.59
"d115","Mityana",2019,25000,117138383.95
"d308","Moroto",2013,10929.48,24418000
"d308","Moroto",2014,282861.79,661201000
"d308","Moroto",2015,,
"d308","Moroto",2016,,
"d308","Moroto",2017,,
"d309","Moyo",2013,,
"d309","Moyo",2014,,
"d309","Moyo",2015,199126.56,562178000
"d309","Moyo",2016,140498.44,5.2e+08
"d309","Moyo",2017,1519529.09,6101477000
"d309","Moyo",2018,856329.22,3704581000
"d106","Mpigi",2013,,
"d106","Mpigi",2014,262706.85,614088000
"d106","Mpigi",2015,194737.24,549786000
"d106","Mpigi",2016,145752.54,539446000
"d106","Mpigi",2017,630056.94,2529914000
"d106","Mpigi",2018,5603400,26254928825.02
"d106","Mpigi",2019,45400,212723305.25
"d107","Mubende",2013,,
"d107","Mubende",2014,642591.12,1502083000
"d107","Mubende",2015,518176.48,1462926000
"d107","Mubende",2016,391998.76,1450830000
"d107","Mubende",2017,303844.2,1220048000
"d107","Mubende",2018,59900,280663567.94
"d107","Mubende",2019,92000,431069252.94
"d108","Mukono",2013,151551.69,338588000
"d108","Mukono",2014,83484.32,195148000
"d108","Mukono",2015,187614.52,529677000
"d108","Mukono",2016,32235.75,119308000
"d108","Mukono",2017,257261.24,1.033e+09
"d108","Mukono",2018,99600,466679321.66
"d108","Mukono",2019,99600,466679321.66
"d311","Nakapiripirit",2013,1077398.86,2407062000
"d311","Nakapiripirit",2014,745429.11,1742471000
"d311","Nakapiripirit",2015,617192.87,1742471000
"d311","Nakapiripirit",2016,470797.04,1742471000
"d311","Nakapiripirit",2017,724480.53,2909060000
"d311","Nakapiripirit",2018,586340.49,2536578000
"d116","Nakaseke",2013,310148.6,692916000
"d116","Nakaseke",2014,89410.2,2.09e+08
"d116","Nakaseke",2015,,
"d116","Nakaseke",2016,,
"d109","Nakasongola",2015,91233.07,257571000
"d109","Nakasongola",2016,34480.48,127616000
"d109","Nakasongola",2019,1545480,7241401185.08
"d230","Namayingo",2013,460149.36,1028039000
"d230","Namayingo",2014,478065.23,1117497000
"d230","Namayingo",2015,362818.04,1024315000
"d230","Namayingo",2016,276758.97,1024315000
"d230","Namayingo",2017,387134.59,1554490000
"d224","Namutumba",2013,136291.7,304495000
"d224","Namutumba",2014,148026.5,346018000
"d224","Namutumba",2015,123269.9,348018000
"d224","Namutumba",2016,94030.74,348018000
"d224","Namutumba",2017,74742.24,300118000
"d224","Namutumba",2018,2001180,9376599647.72
"d224","Namutumba",2019,582840,2730917428.06
"d327","Napak",2013,742794.79,1659509000
"d327","Napak",2014,286626.01,6.7e+08
"d327","Napak",2015,237317.71,6.7e+08
"d327","Napak",2016,162113.59,6e+08
"d327","Napak",2017,715913.46,2874660000
"d310","Nebbi",2013,,
"d310","Nebbi",2014,145346.76,339754000
"d310","Nebbi",2015,120342.75,339754000
"d310","Nebbi",2016,119738.18,443164000
"d310","Nebbi",2017,,
"d310","Nebbi",2018,,
"d231","Ngora",2013,90325.5,201800000
"d231","Ngora",2014,92404.8,2.16e+08
"d231","Ngora",2015,76508.4,2.16e+08
"d231","Ngora",2016,58360.89,2.16e+08
"d231","Ngora",2017,,
"d231","Ngora",2018,0,0
"d231","Ngora",2019,23400,109641527.38
"d424","Ntoroko",2013,411655.58,919697000
"d424","Ntoroko",2014,361837.53,845810000
"d424","Ntoroko",2015,320350.92,904421000
"d424","Ntoroko",2016,208564.8,771921000
"d424","Ntoroko",2019,2000,9371070.72
"d411","Ntungamo",2013,,
"d411","Ntungamo",2014,481144.1,1124694000
"d411","Ntungamo",2015,247943.87,7e+08
"d411","Ntungamo",2016,189132.52,7e+08
"d411","Ntungamo",2017,1173857.89,4713478000
"d411","Ntungamo",2018,1089539.93,4713478000
"d328","Nwoya",2013,4626522.93,10336309000
"d328","Nwoya",2014,7408611.89,17317933000
"d328","Nwoya",2015,1992359.37,5624868000
"d328","Nwoya",2016,,
"d328","Nwoya",2019,0,0
"d329","Otuke",2013,69650.01,155608000
"d329","Otuke",2014,178027.26,416146000
"d329","Otuke",2015,207224.76,585041000
"d329","Otuke",2016,131835.9,487939000
"d329","Otuke",2017,121981.18,489800000
"d329","Otuke",2019,3268380,15314110053.38
"d321","Oyam",2013,,
"d321","Oyam",2014,,
"d321","Oyam",2015,281371.31,794373000
"d321","Oyam",2016,213280.15,789373000
"d321","Oyam",2017,1101931.08,4424665000
"d321","Oyam",2018,16458.17,71200000
"d312","Pader",2013,,
"d312","Pader",2014,629996.69,1472643000
"d312","Pader",2015,351916.66,993538000
"d312","Pader",2016,226602.64,838681000
"d210","Pallisa",2013,,
"d210","Pallisa",2014,,
"d210","Pallisa",2015,283581.2,800612000
"d210","Pallisa",2016,136471.27,505095000
"d210","Pallisa",2017,102045.3,409750000
"d110","Rakai",2013,,
"d110","Rakai",2014,597037.69,1395600000
"d110","Rakai",2015,499429.8,1.41e+09
"d110","Rakai",2016,380966.93,1.41e+09
"d110","Rakai",2017,373564.24,1.5e+09
"d110","Rakai",2018,13554000,63507746242.33
"d110","Rakai",2019,59000,276446586.12
"d425","Rubirizi",2013,17534.25,39174000
"d425","Rubirizi",2014,59468.91,139011000
"d425","Rubirizi",2015,57460.99,162225000
"d425","Rubirizi",2016,40528.4,1.5e+08
"d425","Rubirizi",2017,88410.2,3.55e+08
"d425","Rubirizi",2018,41500,194449717.36
"d425","Rubirizi",2019,45600,213660412.32
"d412","Rukungiri",2013,,
"d412","Rukungiri",2014,,
"d412","Rukungiri",2015,232364.14,656015000
"d412","Rukungiri",2016,,
"d412","Rukungiri",2017,66504.15,267039000
"d412","Rukungiri",2018,0,0
"d412","Rukungiri",2019,0,0
"d111","Sembabule",2013,26603.05,59435000
"d111","Sembabule",2014,,
"d111","Sembabule",2015,103441.48,292038000
"d111","Sembabule",2016,80824.43,299140000
"d111","Sembabule",2017,22446.23,90130000
"d111","Sembabule",2019,0,0
"d232","Serere",2013,101193.21,226080000
"d232","Serere",2014,77859.6,1.82e+08
"d232","Serere",2015,64465.41,1.82e+08
"d232","Serere",2016,49174.45,1.82e+08
"d232","Serere",2017,44827.71,1.8e+08
"d232","Serere",2018,2001800,9379504679.64
"d232","Serere",2019,2401800,11253718822.84
"d426","Sheema",2013,15314.6,34215000
"d426","Sheema",2014,84220.56,196869000
"d426","Sheema",2015,71636.65,202246000
"d426","Sheema",2016,54644.71,202246000
"d426","Sheema",2017,53830.61,216150000
"d426","Sheema",2018,36511.49,157953000
"d215","Sironko",2013,81817.99,182793000
"d215","Sironko",2014,204493.54,478012000
