"id","value.2000","original-value.2000","value.2001","original-value.2001","value.2002","original-value.2002","value.2003","original-value.2003","value.2004","original-value.2004","value.2005","original-value.2005","value.2006","original-value.2006","value.2007","original-value.2007","value.2008","original-value.2008","value.2009","original-value.2009","value.2010","original-value.2010","value.2011","original-value.2011","value.2012","original-value.2012","value.2013","original-value.2013"
"BB",94.67146,94.67146,93.93175,93.93175,92.64804,92.64804,92.18315,92.18315,91.1737,91.1737,91.38444,91.38444,93.58848,93.58848,93.43911,93.43911,95.11529,95.11529,94.15619,94.15619,96.01608,96.01608,97.08432,97.08432,,,,
"BD",,,,,,,,,,,91.77674,91.77674,92.85393,92.85393,91.80382,,90.75371,90.75371,91.8449,91.8449,91.54676,91.54676,,,,,,
"BE",99.05609,99.05609,99.11144,99.11144,98.87255,98.87255,98.09417,98.09417,96.68327,96.68327,96.54529,96.54529,97.10411,97.10411,98.43851,98.43851,98.82732,98.82732,98.84523,98.84523,98.8585,98.8585,98.83199,98.83199,98.74196,98.74196,,
"BF",36.33498,36.33498,37.26344,37.26344,36.71742,36.71742,38.64454,38.64454,41.14093,41.14093,45.74236,45.74236,48.74735,48.74735,54.02702,54.02702,59.97297,59.97297,62.84631,62.84631,60.17509,60.17509,65.40284,65.40284,66.36425,66.36425,,
"BG",96.07356,96.07356,96.74629,96.74629,95.40847,95.40847,95.4381,95.4381,95.46352,95.46352,92.22877,92.22877,90.80375,90.80375,93.99776,93.99776,96.05488,96.05488,97.52846,97.52846,97.85106,97.85106,96.53998,96.53998,94.9619,94.9619,,
"BH",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BI",40.68337,40.68337,49.42634,49.42634,48.84553,48.84553,52.32153,52.32153,53.92554,53.92554,57.10296,57.10296,73.54992,73.54992,80.62894,80.62894,90.83214,90.83214,88.9773,88.9773,93.95085,93.95085,,,,,,
"BJ",,,,,,,81.78143,81.78143,84.87414,84.87414,80.06114,80.06114,82.5793,82.5793,85.101665,,87.62403,87.62403,93.31305,93.31305,94.12085,94.12085,94.06145,94.06145,94.86314,94.86314,,
"BM",,,,,,,,,,,97.11044,97.11044,95.352886,,93.595332,,91.837778,,90.080224,,88.32267,88.32267,85.34821,85.34821,,,,
"BN",,,,,,,,,,,,,,,,,92.96665,92.96665,93.39813,93.39813,93.20833,93.20833,92.68722,92.68722,91.66053,91.66053,,
"BO",92.25046,92.25046,91.11952,91.11952,91.82822,91.82822,91.84144,91.84144,92.22694,,92.61244,,92.99794,92.99794,92.07185,92.07185,89.74542,89.74542,88.79393,88.79393,86.12152,86.12152,83.4281,83.4281,,,,
"BR",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BS",,,,,,,,,94.04587,94.04587,98.33747,98.33747,96.71668,96.71668,98.27287,98.27287,98.30165,98.30165,95.92434,95.92434,97.50965,97.50965,,,,,,
"BT",58.83873,58.83873,62.29964,62.29964,64.868435,,67.43723,,70.006025,,72.57482,72.57482,76.398,76.398,79.08165,,81.7653,81.7653,86.25793,86.25793,88.09402,88.09402,88.91994,88.91994,90.59084,90.59084,,
"BW",80.67681,80.67681,82.34309,82.34309,82.61333,82.61333,82.76313,82.76313,83.622,83.622,82.95968,82.95968,83.79798,83.79798,83.02794,83.02794,82.8759,82.8759,83.82035,83.82035,,,,,,,,
"BY",,,95.15734,95.15734,92.56681,92.56681,93.13067,93.13067,91.59362,91.59362,89.63751,89.63751,89.71772,89.71772,89.59021,89.59021,90.560335,,91.53046,91.53046,91.06437,91.06437,90.70009,90.70009,93.9968,93.9968,,
"BZ",97.82336,97.82336,96.92098,96.92098,97.051185,,97.18139,97.18139,96.42387,96.42387,95.95381,95.95381,97.09345,97.09345,97.02732,97.02732,97.14605,97.14605,97.3144,97.3144,96.41951,96.41951,97.20092,97.20092,96.23903,96.23903,,
"CA",99.92271,99.92271,,,,,,,,,,,,,,,,,,,,,,,,,,
"CD",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CF",,,,,,,,,,,49.48069,49.48069,49.81202,49.81202,58.44265,58.44265,67.80253,67.80253,68.32898,68.32898,70.77495,70.77495,68.7282,68.7282,71.87684,71.87684,,
"CG",,,,,,,,,,,52.65096,52.65096,56.08426,56.08426,64.02123,,71.9582,,79.89517,,87.83214,87.83214,89.00125,,90.17036,90.17036,,
"CH",95.57406,95.57406,95.29014,95.29014,95.17534,95.17534,94.94693,94.94693,94.54745,94.54745,93.50036,93.50036,93.05577,93.05577,92.98386,92.98386,93.58974,93.58974,93.7037,93.7037,93.6583,93.6583,93.64007,93.64007,93.37542,93.37542,,
"CI",58.25738,58.25738,62.86219,62.86219,63.35843,63.35843,60.05406,60.05406,60.354615,,60.65517,,60.955725,,61.25628,,61.556835,,61.85739,61.85739,,,,,,,,
"CL",,,,,,,,,,,,,,,94.77564,94.77564,95.19827,95.19827,93.28308,93.28308,94.06249,94.06249,93.05685,93.05685,92.65345,92.65345,,
"CM",,,,,,,,,,,,,,,,,80.83794,80.83794,83.53246,83.53246,86.19718,,88.8619,,91.52662,91.52662,,
"CN",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CO",93.59526,93.59526,91.86605,91.86605,92.68469,92.68469,92.71176,,92.73883,,92.7659,92.7659,91.38509,91.38509,90.09421,90.09421,89.80885,89.80885,89.36882,89.36882,87.72414,87.72414,86.74964,86.74964,83.8614,83.8614,,
"CR",,,,,,,,,,,,,,,,,,,,,,,94.05556,94.05556,91.97587,91.97587,,
"CU",96.33338,96.33338,95.80848,95.80848,95.29297,95.29297,93.47101,93.47101,94.00518,94.00518,94.51924,94.51924,95.6209,95.6209,98.01644,98.01644,98.59569,98.59569,99.12646,99.12646,99.22069,99.22069,97.99492,97.99492,96.35661,96.35661,,
"CV",98.98001,98.98001,98.92341,98.92341,98.31639,98.31639,98.05741,98.05741,96.4574,96.4574,95.32889,95.32889,94.32571,94.32571,93.31173,93.31173,92.91988,92.91988,93.47367,93.47367,94.48524,94.48524,95.36997,95.36997,97.16424,97.16424,,
"CW",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CY",95.31862,95.31862,94.96985,94.96985,95.94279,95.94279,96.14328,96.14328,96.11749,96.11749,99.34591,99.34591,99.21867,99.21867,99.04305,99.04305,98.70243,98.70243,98.74389,98.74389,98.96982,98.96982,98.719,98.719,97.9124,97.9124,,
"CZ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DE",99.19325,99.19325,98.40961,98.40961,96.47356,96.47356,96.07044,96.07044,96.84538,96.84538,97.50925,97.50925,98.26538,98.26538,98.20438,98.20438,97.60387,97.60387,97.28687,97.28687,97.6079,97.6079,97.85276,97.85276,97.93325,97.93325,,
"DJ",25.4528,25.4528,27.82862,27.82862,29.34272,29.34272,31.53806,,33.7334,33.7334,36.09895,36.09895,40.55343,40.55343,44.01598,44.01598,50.89545,50.89545,50.43909,50.43909,54.70362,,58.96815,58.96815,58.40202,,57.83589,57.83589
"DK",97.44776,97.44776,99.83136,99.83136,99.87061,99.87061,98.84978,,97.82895,97.82895,95.74394,95.74394,96.04735,96.04735,96.59795,96.59795,95.96239,95.96239,95.96675,95.96675,95.86895,95.86895,97.50117,97.50117,97.86887,97.86887,,
"DM",94.84797,94.84797,94.12612,94.12612,94.99783,94.99783,93.66735,93.66735,92.13335,92.13335,90.65066,90.65066,88.47678,88.47678,89.25153,89.25153,89.67437,89.67437,92.95076,92.95076,91.78279,91.78279,,,,,,
"DO",82.60039,82.60039,85.2697,,87.93901,87.93901,86.64465,86.64465,80.03934,80.03934,81.65457,81.65457,79.6114,79.6114,85.71156,85.71156,82.168,82.168,88.76408,88.76408,88.95049,88.95049,88.20234,88.20234,86.53122,86.53122,,
"DZ",87.72632,87.72632,90.09191,90.09191,91.51557,91.51557,92.01269,92.01269,92.44842,92.44842,92.34169,92.34169,91.84341,91.84341,93.27227,93.27227,94.02483,94.02483,95.56563,95.56563,97.29644,97.29644,97.58482,97.58482,97.30394,97.30394,,
"EC",96.82761,96.82761,97.74637,97.74637,97.62857,97.62857,97.22864,97.22864,97.75542,97.75542,97.40522,97.40522,96.858,96.858,96.96982,96.96982,97.002685,,97.03555,97.03555,95.3274,95.3274,95.36053,95.36053,95.1516,95.1516,,
"EE",96.44798,96.44798,96.72576,96.72576,96.95833,96.95833,94.77421,94.77421,95.13041,95.13041,95.05194,95.05194,94.22226,94.22226,93.76598,93.76598,94.48389,94.48389,94.30815,94.30815,94.83834,94.83834,94.16758,94.16758,94.68823,94.68823,,
"EG",93.59058,93.59058,94.97632,94.97632,95.49412,95.49412,96.05709,96.05709,96.89684,96.89684,93.85045,93.85045,95.69524,95.69524,95.90253,95.90253,95.931815,,95.9611,95.9611,95.530965,,95.10083,95.10083,,,,
"ER",33.21482,33.21482,34.47675,34.47675,38.35784,38.35784,41.82392,41.82392,43.43197,43.43197,44.11992,44.11992,42.88267,42.88267,38.39556,38.39556,35.13635,35.13635,32.20953,32.20953,29.96262,29.96262,31.67897,31.67897,32.94291,32.94291,,
"ES",99.94146,99.94146,99.88714,99.88714,99.88405,99.88405,99.79796,99.79796,99.7611,99.7611,99.62227,99.62227,99.66427,99.66427,99.74279,99.74279,99.75302,99.75302,99.81788,99.81788,99.70552,99.70552,99.66333,99.66333,99.70918,99.70918,,
"ET",40.30041,40.30041,44.0084,44.0084,46.06343,46.06343,46.76972,46.76972,49.60605,49.60605,60.52637,60.52637,67.93364,67.93364,,,,,,,,,,,,,,
"FI",99.69949,99.69949,99.6181,99.6181,99.3975,99.3975,98.66865,98.66865,97.73463,97.73463,97.33035,97.33035,96.77851,96.77851,97.20667,97.20667,97.48335,97.48335,97.49961,97.49961,97.79507,97.79507,98.17135,98.17135,98.81474,98.81474,,
"FJ",92.51742,92.51742,95.17099,95.17099,96.67234,96.67234,98.79038,98.79038,96.71148,96.71148,96.20191,,95.69234,95.69234,96.32578,96.32578,97.12239,97.12239,96.65128,96.65128,96.498435,,96.34559,96.34559,96.59455,96.59455,,
"FM",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FO",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FR",99.0115,99.0115,98.51853,98.51853,98.15955,98.15955,97.82779,97.82779,97.3969,97.3969,98.59111,98.59111,98.58037,98.58037,98.60072,98.60072,98.54748,98.54748,98.52585,98.52585,98.53181,98.53181,98.29548,98.29548,98.23851,98.23851,,
"GA",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GB",99.9512,99.9512,99.94393,99.94393,99.94273,99.94273,99.92726,99.92726,98.2001,98.2001,98.77175,98.77175,98.53668,98.53668,97.24107,97.24107,99.51223,99.51223,99.53821,99.53821,99.46062,99.46062,99.65832,99.65832,99.81512,99.81512,,
"GD",81.15452,81.15452,83.93363,83.93363,94.44616,94.44616,94.81269,,95.17922,95.17922,87.55209,87.55209,88.81986,,90.08763,90.08763,90.84836,90.84836,87.02817,87.02817,,,,,,,,
"GE",,,,,,,,,89.80693,89.80693,89.89258,89.89258,93.75892,93.75892,94.49819,94.49819,96.70692,,98.91565,98.91565,98.53917,,98.16269,98.16269,98.34603,98.34603,,
"GH",64.85573,64.85573,59.45767,59.45767,61.92222,61.92222,64.2761,64.2761,59.61725,59.61725,66.51315,66.51315,66.05534,66.05534,71.98322,71.98322,77.45018,77.45018,76.14366,76.14366,79.83933,,83.535,83.535,81.79231,81.79231,87.07448,87.07448
"GL",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GM",71.66952,71.66952,72.66359,72.66359,70.56472,70.56472,73.93105,73.93105,74.45255,74.45255,71.58521,71.58521,75.87848,75.87848,74.09001,74.09001,70.04625,70.04625,74.71017,74.71017,67.53278,67.53278,69.15896,69.15896,70.91324,70.91324,,
"GN",44.83125,44.83125,48.36711,48.36711,55.83514,55.83514,59.40902,59.40902,62.59013,62.59013,64.54375,64.54375,66.52865,66.52865,68.2504,68.2504,67.55844,67.55844,68.67908,68.67908,70.39832,70.39832,74.1458,74.1458,74.38332,74.38332,,
"GQ",68.02352,68.02352,75.71468,75.71468,74.03042,74.03042,70.71533,70.71533,67.799794,,64.884258,,61.968722,,59.053186,,56.13765,56.13765,56.11184,56.11184,56.56905,56.56905,58.12187,58.12187,60.98963,60.98963,,
"GR",93.97387,93.97387,93.60867,93.60867,95.98969,95.98969,97.98742,97.98742,99.37085,99.37085,99.74871,99.74871,99.51109,99.51109,99.36499,99.36499,99.4266466667,,99.4883033333,,99.54996,99.54996,99.52347,99.52347,,,,
"GT",85.59637,85.59637,85.99881,85.99881,88.01879,88.01879,90.21707,,92.41535,92.41535,93.73174,93.73174,94.93606,94.93606,95.62943,95.62943,95.63357,95.63357,97.00989,97.00989,96.02659,96.02659,92.84108,92.84108,,,,
"GU",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GW",49.21368,49.21368,51.269734,,53.325788,,55.381842,,57.437896,,59.49395,,61.550004,,63.606058,,65.662112,,67.718166,,69.77422,69.77422,,,,,,
"GY",,,,,,,93.71984,93.71984,92.122982,,90.526124,,88.929266,,87.332408,,85.73555,85.73555,78.73254,78.73254,78.57066,78.57066,76.20927,76.20927,71.53248,71.53248,,
"HK",,,87.97804,87.97804,88.34323,88.34323,88.75671,88.75671,89.34105,89.34105,88.98508,88.98508,89.48143,89.48143,90.96927,90.96927,91.19558,91.19558,90.9364,90.9364,90.51899,90.51899,90.28625,90.28625,93.5373,93.5373,,
"HN",88.43646,88.43646,89.37101,,90.30556,,91.24011,91.24011,92.36699,92.36699,91.52825,91.52825,95.62568,95.62568,92.86576,92.86576,96.08125,96.08125,96.47666,96.47666,95.84464,95.84464,97.25173,97.25173,94.0134,94.0134,,
"HR",87.37778,87.37778,88.12113,88.12113,89.05983,89.05983,89.89388,89.89388,90.221415,,90.54895,90.54895,90.24219,90.24219,89.95655,89.95655,87.32171,87.32171,85.84232,85.84232,86.21898,86.21898,88.43421,88.43421,89.31544,89.31544,,
"HT",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HU",87.84517,87.84517,88.63941,88.63941,89.17713,89.17713,88.63996,88.63996,88.66286,88.66286,89.29898,89.29898,90.45098,90.45098,90.17014,90.17014,92.00489,92.00489,92.9519,92.9519,93.1873,93.1873,92.53055,92.53055,91.27199,91.27199,,
"ID",,,93.18608,93.18608,92.70685,92.70685,92.08857,92.08857,91.20634,91.20634,90.41131,90.41131,93.36688,93.36688,95.38421,95.38421,94.56678,94.56678,94.92102,94.92102,94.89798,94.89798,93.66801,93.66801,92.21828,92.21828,,
"IE",94.62081,94.62081,93.93224,93.93224,94.89484,94.89484,94.84546,94.84546,94.76649,94.76649,94.81178,94.81178,95.21309,95.21309,95.36682,95.36682,95.16936,95.16936,95.17882,95.17882,95.19409,95.19409,98.80152,98.80152,95.31688,95.31688,,
"IL",97.77519,97.77519,98.24126,98.24126,97.8978,97.8978,98.02001,98.02001,97.60092,97.60092,97.47109,97.47109,97.00253,97.00253,97.23733,97.23733,97.20606,97.20606,96.91153,96.91153,97.05024,97.05024,96.70118,96.70118,,,,
"IN",81.19853,81.19853,81.19067,81.19067,80.91378,80.91378,85.78218,85.78218,87.6602525,,89.538325,,91.4163975,,93.29447,93.29447,93.44228,93.44228,93.93657,93.93657,93.9477,93.9477,93.34442,93.34442,,,,
"IQ",87.95067,87.95067,89.8941766667,,91.8376833333,,93.78119,93.78119,92.46121,92.46121,92.22522,,91.98923,,91.75324,91.75324,,,,,,,,,,,,
"IR",85.77796,85.77796,90.128255,,94.47855,94.47855,93.96007,93.96007,97.18901,97.18901,97.19779,97.19779,99.17437,99.17437,99.52666,99.52666,99.635835,,99.74501,99.74501,99.68096,99.68096,99.77394,99.77394,99.8459,99.8459,,
"IS",99.07541,99.07541,99.4623,99.4623,99.45439,99.45439,99.18242,99.18242,97.75426,97.75426,97.80873,97.80873,97.85569,97.85569,98.00757,98.00757,98.69372,98.69372,99.22836,99.22836,98.74983,98.74983,98.45644,98.45644,,,,
"IT",98.51978,98.51978,98.74882,98.74882,98.68783,98.68783,98.54598,98.54598,98.39352,98.39352,98.58525,98.58525,98.66357,98.66357,98.67512,98.67512,98.43583,98.43583,97.76402,97.76402,97.72792,97.72792,97.22396,97.22396,,,,
"JM",92.45065,92.45065,91.83297,91.83297,91.4948,91.4948,89.82858,89.82858,90.80773,90.80773,,,,,,,,,,,,,,,,,,
"JO",95.0358,95.0358,95.191665,,95.34753,95.34753,95.38492,95.38492,95.09091,95.09091,95.31546,95.31546,94.77392,94.77392,94.68448,94.68448,94.29562,94.29562,95.8252,,97.35478,97.35478,97.54948,97.54948,97.11111,97.11111,,
"JP",99.97021,99.97021,99.97465,99.97465,99.97513,99.97513,99.99562,99.99562,99.96565,99.96565,99.99859,99.99859,99.97621,99.97621,99.99917,99.99917,99.98512,99.98512,99.97681,99.97681,99.97144,99.97144,99.93983,99.93983,99.91707,99.91707,,
"KE",65.35795,65.35795,66.78227,66.78227,61.84775,61.84775,74.20194,74.20194,73.39233,73.39233,74.94346,74.94346,74.6725,74.6725,85.57756,85.57756,81.1797,81.1797,81.76461,81.76461,,,,,,,,
"KG",85.83326,85.83326,86.25493,86.25493,86.24218,86.24218,85.55965,85.55965,90.17227,90.17227,87.63588,87.63588,88.45284,88.45284,86.76474,86.76474,86.52809,86.52809,86.25387,86.25387,87.44792,87.44792,88.38781,88.38781,90.50725,90.50725,,
"KH",91.96241,91.96241,93.7592833333,,95.5561566667,,97.35303,97.35303,97.66138,,97.96973,,98.27808,98.27808,98.31492,98.31492,98.1952,98.1952,98.19431,,98.19342,98.19342,98.28255,98.28255,98.38292,98.38292,,
"KI",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"KM",76.38125,76.38125,77.3742557143,,78.3672614286,,79.3602671429,,80.3532728571,,81.3462785714,,82.3392842857,,83.33229,83.33229,,,,,,,,,,,,
"KN",92.37169,92.37169,89.43175,89.43175,93.7973,93.7973,94.51134,94.51134,94.55686,94.55686,93.44365,93.44365,90.140695,,86.83774,86.83774,80.03581,80.03581,89.28571,89.28571,83.18888,83.18888,84.59801,84.59801,81.02223,81.02223,,
"KP",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"KR",99.58617,99.58617,99.48478,99.48478,99.21803,99.21803,99.57069,99.57069,99.19153,99.19153,99.07675,99.07675,99.10377,99.10377,99.15316,99.15316,99.17584,99.17584,99.30888,99.30888,98.61965,98.61965,98.86819,98.86819,99.1236,99.1236,,
"KW",93.19033,93.19033,93.43506,93.43506,93.52374,,93.61242,93.61242,92.79401,92.79401,99.31761,99.31761,95.711665,,92.10572,92.10572,,,,,,,,,,,,
"KY",94.37348,94.37348,,,,,,,,,,,,,,,,,,,,,,,,,,
"KZ",88.63322,88.63322,89.15139,89.15139,91.36413,91.36413,91.80509,91.80509,92.4228,92.4228,90.96038,90.96038,90.2444,90.2444,90.01222,90.01222,89.85622,89.85622,88.28855,88.28855,87.46111,87.46111,87.08702,87.08702,85.9608,85.9608,85.63504,85.63504
"LA",74.89588,74.89588,74.06095,74.06095,74.97661,74.97661,77.28608,77.28608,77.69978,77.69978,78.70761,78.70761,80.03728,80.03728,82.44215,82.44215,85.23913,85.23913,88.48517,88.48517,94.35043,94.35043,95.34599,95.34599,95.87678,95.87678,,
"LB",,,,,,,95.85941,95.85941,94.00858,94.00858,90.00318,90.00318,87.71425,87.71425,88.41763,88.41763,88.59655,88.59655,89.43047,89.43047,90.64751,90.64751,91.25523,91.25523,93.24709,93.24709,,
"LC",96.04474,96.04474,97.0106,97.0106,96.08941,96.08941,95.93754,95.93754,94.31424,94.31424,91.9407,91.9407,94.26032,94.26032,93.04284,93.04284,90.45945,90.45945,88.70605,88.70605,86.2603,86.2603,84.6723,84.6723,81.77491,81.77491,,
"LI",,,,,,,94.48077,94.48077,95.6222,95.6222,95.346985,,95.07177,95.07177,95.179,95.179,93.49633,93.49633,91.85695,91.85695,93.53901,93.53901,91.97499,91.97499,,,,
"LK",,,99.68819,99.68819,99.75276,99.75276,98.23297,98.23297,96.08765,96.08765,95.51935,95.51935,95.02982,95.02982,94.96004,94.96004,94.60926,94.60926,92.58995,92.58995,94.30483,94.30483,94.0331,94.0331,93.79381,93.79381,,
"LR",,,,,,,,,,,,,35.09446,35.09446,38.85922,,42.62398,42.62398,39.90547,39.90547,40.26312,,40.62077,40.62077,,,,
"LS",80.20091,80.20091,80.2861,80.2861,80.49824,80.49824,80.61289,80.61289,78.10929,78.10929,77.21701,77.21701,77.36384,77.36384,74.92608,74.92608,75.91054,75.91054,76.56546,76.56546,78.49223,78.49223,80.18648,80.18648,81.63338,81.63338,,
"LT",95.67613,95.67613,95.71785,95.71785,95.36518,95.36518,92.87817,92.87817,90.56194,90.56194,90.84382,90.84382,93.36545,93.36545,95.71493,95.71493,94.60598,94.60598,95.36322,95.36322,95.93831,95.93831,96.20131,96.20131,95.84531,95.84531,,
"LU",95.83192,95.83192,95.97279,95.97279,96.11579,96.11579,94.95477,94.95477,95.68756,95.68756,96.30985,96.30985,96.52635,96.52635,96.48968,96.48968,95.50303,95.50303,93.9668,,92.43057,92.43057,92.07406,92.07406,,,,
"LV",,,,,,,,,,,,,,,,,94.58852,94.58852,97.22535,97.22535,97.34688,97.34688,97.49454,97.49454,97.67802,97.67802,,
"LY",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MA",75.45039,75.45039,79.38258,79.38258,83.55651,83.55651,84.82509,84.82509,84.6588,84.6588,85.62047,85.62047,86.89428,86.89428,88.26456,88.26456,89.31597,89.31597,89.88547,89.88547,93.94116,93.94116,96.42326,96.42326,96.94384,96.94384,97.51302,97.51302
"MC",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MD",89.1081,89.1081,92.52591,92.52591,91.36379,91.36379,92.66273,92.66273,92.37394,92.37394,90.98955,90.98955,87.78561,87.78561,87.5708,87.5708,87.71829,87.71829,87.51561,87.51561,87.59101,87.59101,87.81111,87.81111,87.92876,87.92876,,
"ME",,,,,,,96.76166,96.76166,97.339105,,97.91655,97.91655,98.2617,98.2617,95.8636,95.8636,95.83167,95.83167,94.4552733333,,93.0788766667,,91.70248,91.70248,98.36153,98.36153,,
"MF",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MG",64.9494,64.9494,66.38847,66.38847,67.26867,67.26867,77.07133,77.07133,,,,,,,,,,,,,,,,,,,,
"MH",,,,,95.7359,95.7359,96.1772666667,,96.6186333333,,97.06,,97.5013666667,,97.9427333333,,98.3841,,98.8254666667,,99.2668333333,,99.7082,99.7082,,,,
"MK",89.1878,89.1878,87.28803,87.28803,86.64392,86.64392,85.87641,85.87641,86.57312,86.57312,87.567,87.567,87.66396,87.66396,87.55664,87.55664,87.40778,87.40778,87.83672,87.83672,88.02027,88.02027,87.28434,,86.54841,86.54841,,
"ML",,,,,55.85586,55.85586,55.9354,55.9354,55.96439,55.96439,61.38336,61.38336,62.71232,62.71232,64.88032,64.88032,66.8017,,68.72308,68.72308,69.59055,69.59055,70.63298,70.63298,68.72776,68.72776,,
"MM",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MN",89.99547,89.99547,91.19087,91.19087,89.55179,89.55179,82.56388,82.56388,87.43958,87.43958,87.91701,87.91701,91.66744,91.66744,88.96945,88.96945,88.78105,88.78105,97.41804,97.41804,98.62293,98.62293,98.95905,98.95905,97.33387,97.33387,,
"MO",85.5123,85.5123,84.55455,84.55455,86.994,86.994,88.22894,88.22894,89.25609,89.25609,89.3686,89.3686,88.29709,88.29709,88.41754,88.41754,87.07079,87.07079,,,,,,,,,,
"MP",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MR",59.86309,59.86309,63.17699,63.17699,62.28019,62.28019,65.25716,65.25716,72.19833,72.19833,70.70575,70.70575,73.32163,73.32163,74.03653,74.03653,70.71776,70.71776,70.12807,70.12807,70.50849,70.50849,70.7192,70.7192,69.56434,69.56434,,
"MT",,,,,,,,,,,,,,,,,,,,,,,93.98567,93.98567,95.0817,95.0817,,
"MU",93.22659,93.22659,92.80903,92.80903,94.44784,94.44784,93.87929,93.87929,95.65483,95.65483,96.35109,96.35109,96.27155,96.27155,96.83297,96.83297,96.99766,96.99766,97.40888,97.40888,97.32474,97.32474,97.39462,97.39462,97.80198,97.80198,,
"MV",98.18753,98.18753,96.58161,96.58161,96.9243,96.9243,97.913235,,98.90217,98.90217,97.61018,97.61018,97.06488,97.06488,92.56617,92.56617,88.03948,88.03948,94.47916,94.47916,,,,,,,,
"MW",,,,,98.80751,98.80751,97.81166,,96.81581,96.81581,96.9532,96.9532,96.4152,96.4152,92.77979,92.77979,96.50389,96.50389,96.90134,96.90134,,,,,,,,
"MX",96.06994,96.06994,96.30735,96.30735,96.5057,96.5057,95.83024,95.83024,94.7953,94.7953,93.75487,93.75487,92.97807,92.97807,93.01552,93.01552,93.18793,93.18793,93.88065,93.88065,94.7598,94.7598,95.58103,95.58103,96.34474,96.34474,,
"MY",97.81434,97.81434,97.02752,97.02752,95.86903,95.86903,96.72562,96.72562,97.61885,97.61885,97.03121,97.03121,,,,,,,,,,,,,,,,
"MZ",55.71761,55.71761,60.2386,60.2386,56.11304,56.11304,63.02326,,69.93348,69.93348,75.46413,75.46413,79.73044,79.73044,84.82571,84.82571,87.94706,87.94706,88.48296,88.48296,89.19447,89.19447,86.31222,86.31222,86.24407,86.24407,,
