"district_id","district_name","year","budget_type","value"
"d314","Abim",2012,"actual",31.379374
"d314","Abim",2013,"actual",30.65906225
"d314","Abim",2014,"actual",23.98042443
"d314","Abim",2015,"actual",30.19235122
"d314","Abim",2015,"approved",30.19235122
"d314","Abim",2016,"proposed",32.28913869
"d314","Abim",2016,"actual",34.40381036
"d314","Abim",2017,"actual",32.23347809
"d314","Abim",2018,"approved",45
"d314","Abim",2019,"proposed",42
"d301","Adjumani",2012,"actual",25.67664363
"d301","Adjumani",2013,"actual",30.60503575
"d301","Adjumani",2014,"actual",24.42081046
"d301","Adjumani",2015,"actual",31.94174764
"d301","Adjumani",2015,"approved",31.94174764
"d301","Adjumani",2016,"proposed",35.4863177
"d301","Adjumani",2016,"actual",33.53378914
"d301","Adjumani",2017,"actual",32.74862784
"d301","Adjumani",2018,"approved",41
"d301","Adjumani",2019,"proposed",40
"d322","Agago",2013,"actual",41.210944
"d322","Agago",2014,"actual",32.56246799
"d322","Agago",2015,"actual",44.51963152
"d322","Agago",2015,"approved",44.51963152
"d322","Agago",2016,"actual",45.51172608
"d322","Agago",2016,"proposed",45.69792321
"d322","Agago",2017,"actual",43.96934038
"d322","Agago",2018,"approved",55
"d322","Agago",2019,"proposed",53
"d323","Alebtong",2012,"actual",48.27947973
"d323","Alebtong",2013,"actual",50.37140764
"d323","Alebtong",2014,"actual",48.37726107
"d323","Alebtong",2015,"actual",42.4345621
"d323","Alebtong",2015,"approved",42.4345621
"d323","Alebtong",2016,"actual",51.58107052
"d323","Alebtong",2016,"proposed",52.10199827
"d323","Alebtong",2016,"approved",51.67101925
"d323","Alebtong",2017,"actual",56.55582969
"d323","Alebtong",2017,"approved",56.76312846
"d323","Alebtong",2018,"approved",54
"d323","Alebtong",2019,"proposed",53
"d315","Amolatar",2012,"actual",35.96979099
"d315","Amolatar",2013,"actual",39.91759183
"d315","Amolatar",2014,"actual",34.33902869
"d315","Amolatar",2015,"actual",46.86086036
"d315","Amolatar",2015,"approved",46.86086036
"d315","Amolatar",2016,"approved",47.44870471
"d315","Amolatar",2016,"proposed",45.09005345
"d315","Amolatar",2016,"actual",47.84167457
"d315","Amolatar",2017,"actual",50.86348847
"d315","Amolatar",2017,"approved",53.23235885
"d315","Amolatar",2018,"approved",48
"d315","Amolatar",2019,"proposed",46
"d324","Amudat",2013,"actual",24.44027014
"d324","Amudat",2014,"actual",17.34479557
"d324","Amudat",2015,"actual",25.40968117
"d324","Amudat",2015,"approved",25.40968117
"d324","Amudat",2016,"actual",25.90444477
"d324","Amudat",2016,"proposed",23.90610936
"d324","Amudat",2016,"approved",23.8872916
"d324","Amudat",2017,"actual",31.37702877
"d324","Amudat",2017,"approved",24.93326749
"d324","Amudat",2018,"approved",26
"d324","Amudat",2019,"proposed",32
"d216","Amuria",2012,"actual",44.89734506
"d216","Amuria",2013,"actual",47.11640074
"d216","Amuria",2014,"actual",42.75373903
"d216","Amuria",2015,"actual",48.43635157
"d216","Amuria",2015,"approved",48.43635157
"d216","Amuria",2016,"approved",55.97073475
"d216","Amuria",2016,"proposed",52.95260854
"d216","Amuria",2016,"actual",50.76499584
"d216","Amuria",2017,"actual",35.84466355
"d216","Amuria",2017,"approved",56.51277286
"d216","Amuria",2018,"proposed",
"d216","Amuria",2018,"approved",54
"d216","Amuria",2019,"proposed",49
"d316","Amuru",2013,"actual",35.75752778
"d316","Amuru",2014,"actual",39.1922608
"d316","Amuru",2015,"actual",41.72008942
"d316","Amuru",2015,"approved",41.72008942
"d316","Amuru",2016,"proposed",43.51469716
"d316","Amuru",2016,"approved",46.02789427
"d316","Amuru",2016,"actual",40.50927684
"d316","Amuru",2017,"approved",40.8573525
"d316","Amuru",2017,"actual",27.55237611
"d316","Amuru",2018,"approved",45
"d316","Amuru",2019,"proposed",41
"d302","Apac",2012,"actual",44.2885144
"d302","Apac",2013,"actual",36.87817982
"d302","Apac",2014,"actual",34.8419608
"d302","Apac",2015,"actual",39.36071713
"d302","Apac",2015,"approved",39.35505613
"d302","Apac",2016,"proposed",36.05563782
"d302","Apac",2016,"approved",36.50689678
"d302","Apac",2016,"actual",40.79263871
"d302","Apac",2017,"approved",40.15118947
"d302","Apac",2019,"proposed",36
"d303","Arua",2012,"actual",49.64272058
"d303","Arua",2013,"actual",54.37687193
"d303","Arua",2014,"actual",44.58489631
"d303","Arua",2015,"approved",54.51200764
"d303","Arua",2016,"approved",25.1306361
"d303","Arua",2016,"actual",57.08258506
"d303","Arua",2017,"actual",44.55889935
"d303","Arua",2017,"approved",22.84807422
"d303","Arua",2018,"approved",60
"d303","Arua",2019,"proposed",57
"d217","Budaka",2012,"actual",37.23491623
"d217","Budaka",2013,"actual",51.54753505
"d217","Budaka",2014,"actual",49.00374719
"d217","Budaka",2015,"approved",54.32783999
"d217","Budaka",2015,"actual",54.32783999
"d217","Budaka",2016,"proposed",53.43347648
"d217","Budaka",2016,"actual",56.69899834
"d217","Budaka",2017,"actual",51.02653696
"d217","Budaka",2018,"approved",57
"d217","Budaka",2019,"proposed",53
"d218","Bududa",2012,"actual",40.32669386
"d218","Bududa",2013,"actual",46.40341989
"d218","Bududa",2014,"actual",41.35113947
"d218","Bududa",2015,"actual",51.47110497
"d218","Bududa",2015,"approved",51.47110497
"d218","Bududa",2016,"approved",50.7222691
"d218","Bududa",2016,"proposed",49.3029954
"d218","Bududa",2016,"actual",50.66428626
"d218","Bududa",2017,"approved",48.97873581
"d218","Bududa",2017,"actual",50.26028473
"d218","Bududa",2018,"approved",49
"d218","Bududa",2019,"proposed",45
"d201","Bugiri",2012,"actual",47.52900531
"d201","Bugiri",2013,"actual",47.51216482
"d201","Bugiri",2014,"actual",40.35524072
"d201","Bugiri",2015,"actual",44.90881894
"d201","Bugiri",2015,"approved",44.90881894
"d201","Bugiri",2016,"proposed",53.84049113
"d201","Bugiri",2016,"actual",55.15542943
"d201","Bugiri",2017,"approved",50.95120115
"d201","Bugiri",2019,"proposed",54
"d420","Buhweju",2012,"actual",38.26747101
"d420","Buhweju",2013,"actual",41.63549096
"d420","Buhweju",2014,"actual",42.20449268
"d420","Buhweju",2015,"approved",45.87548362
"d420","Buhweju",2015,"actual",45.87548362
"d420","Buhweju",2016,"actual",46.67405333
"d420","Buhweju",2016,"proposed",47.38390539
"d420","Buhweju",2019,"proposed",50
"d117","Buikwe",2012,"actual",42.27918244
"d117","Buikwe",2013,"actual",55.04340895
"d117","Buikwe",2014,"actual",45.1509772
"d117","Buikwe",2015,"approved",47.3398396
"d117","Buikwe",2015,"actual",47.3398396
"d117","Buikwe",2016,"proposed",42.84648211
"d117","Buikwe",2016,"approved",51.31709137
"d117","Buikwe",2016,"actual",48.51388315
"d117","Buikwe",2017,"actual",44.72311293
"d117","Buikwe",2017,"approved",52.82516958
"d117","Buikwe",2018,"approved",50
"d117","Buikwe",2019,"proposed",47
"d219","Bukedea",2012,"actual",46.43103439
"d219","Bukedea",2013,"actual",47.44142676
"d219","Bukedea",2014,"actual",46.46364389
"d219","Bukedea",2015,"approved",54.41121494
"d219","Bukedea",2015,"actual",54.41121494
"d219","Bukedea",2016,"proposed",57.52637314
"d219","Bukedea",2016,"approved",61.94197292
"d219","Bukedea",2016,"actual",59.97266543
"d219","Bukedea",2017,"approved",64.92857549
"d219","Bukedea",2019,"proposed",58
"d118","Bukomansimbi",2012,"actual",52.58923352
"d118","Bukomansimbi",2013,"actual",58.57639829
"d118","Bukomansimbi",2014,"actual",59.94931568
"d118","Bukomansimbi",2015,"approved",57.36458123
"d118","Bukomansimbi",2015,"actual",57.36458123
"d118","Bukomansimbi",2016,"proposed",59.58377283
"d118","Bukomansimbi",2019,"proposed",60
"d220","Bukwo",2012,"actual",29.16294308
"d220","Bukwo",2013,"actual",33.54660744
"d220","Bukwo",2014,"actual",40.61958049
"d220","Bukwo",2015,"approved",52.56149616
"d220","Bukwo",2016,"actual",52.59298636
"d220","Bukwo",2019,"proposed",50
"d225","Bulambuli",2012,"actual",46.39535638
"d225","Bulambuli",2013,"actual",45.70417267
"d225","Bulambuli",2014,"actual",40.83456181
"d225","Bulambuli",2015,"approved",43.72499189
"d225","Bulambuli",2015,"actual",43.72499189
"d225","Bulambuli",2016,"actual",47.98485419
"d225","Bulambuli",2016,"approved",48.07820889
"d225","Bulambuli",2016,"proposed",47.86115103
"d225","Bulambuli",2017,"approved",45.19600159
"d225","Bulambuli",2019,"proposed",41
"d416","Buliisa",2012,"actual",26.72345009
"d416","Buliisa",2013,"actual",30.92730162
"d416","Buliisa",2014,"actual",27.60343828
"d416","Buliisa",2015,"approved",29.70557514
"d416","Buliisa",2015,"actual",29.70557514
"d416","Buliisa",2016,"approved",37.60574323
"d416","Buliisa",2016,"proposed",35.37624591
"d416","Buliisa",2016,"actual",34.65002163
"d416","Buliisa",2017,"approved",35.10214927
"d416","Buliisa",2019,"proposed",34
"d401","Bundibugyo",2012,"actual",31.34586842
"d401","Bundibugyo",2013,"actual",40.707148
"d401","Bundibugyo",2014,"actual",40.90017133
"d401","Bundibugyo",2015,"approved",49.59923832
"d401","Bundibugyo",2015,"actual",49.59923832
"d401","Bundibugyo",2016,"proposed",47.2920075
"d401","Bundibugyo",2016,"actual",54.36661987
"d401","Bundibugyo",2016,"approved",49.92817647
"d401","Bundibugyo",2017,"approved",51.83438999
"d401","Bundibugyo",2019,"proposed",49
"d402","Bushenyi",2012,"actual",51.7881608
"d402","Bushenyi",2013,"actual",58.79376231
"d402","Bushenyi",2014,"actual",52.42217141
"d402","Bushenyi",2015,"approved",58.30115121
"d402","Bushenyi",2015,"actual",58.30115121
"d402","Bushenyi",2016,"approved",62.29208916
"d402","Bushenyi",2016,"actual",60.51106954
"d402","Bushenyi",2016,"proposed",57.76234198
"d402","Bushenyi",2017,"approved",50.32992859
"d402","Bushenyi",2017,"actual",51.85474237
"d402","Bushenyi",2018,"approved",56
"d402","Bushenyi",2019,"proposed",54
"d202","Busia",2012,"actual",41.99634863
"d202","Busia",2013,"actual",47.1187252
"d202","Busia",2014,"actual",37.69237073
"d202","Busia",2015,"actual",46.79146564
"d202","Busia",2015,"approved",46.79146564
"d202","Busia",2016,"approved",34.4870628
"d202","Busia",2016,"actual",55.03683633
"d202","Busia",2016,"proposed",51.01434221
"d202","Busia",2017,"approved",44.24965708
"d202","Busia",2017,"actual",54.13193346
"d202","Busia",2018,"approved",54
"d202","Busia",2019,"proposed",50
"d221","Butaleja",2012,"actual",46.80957973
"d221","Butaleja",2013,"actual",52.87100447
"d221","Butaleja",2014,"actual",50.16218295
"d221","Butaleja",2015,"actual",55.72666289
"d221","Butaleja",2015,"approved",55.72666289
"d221","Butaleja",2016,"actual",55.96980697
"d221","Butaleja",2016,"proposed",53.78063365
"d221","Butaleja",2016,"approved",57.21289259
"d221","Butaleja",2017,"approved",53.03391625
"d221","Butaleja",2017,"actual",54.13193346
"d221","Butaleja",2018,"approved",54
"d221","Butaleja",2019,"proposed",53
"d119","Butambala",2012,"actual",59.61673237
"d119","Butambala",2013,"actual",64.99081678
"d119","Butambala",2014,"actual",60.43895663
"d119","Butambala",2015,"approved",65.8943965
"d119","Butambala",2015,"actual",65.8943965
"d119","Butambala",2016,"proposed",64.26233539
"d119","Butambala",2016,"approved",66.28242823
"d119","Butambala",2016,"actual",68.29000633
"d119","Butambala",2017,"actual",63.90203109
"d119","Butambala",2017,"approved",60.95891152
"d119","Butambala",2018,"approved",63
"d119","Butambala",2019,"proposed",59
"d120","Buvuma",2013,"actual",16.32721349
"d120","Buvuma",2014,"actual",13.74491395
"d120","Buvuma",2015,"actual",12.97139931
"d120","Buvuma",2015,"approved",12.97139931
"d120","Buvuma",2016,"approved",25.67390044
"d120","Buvuma",2016,"proposed",23.52919028
"d120","Buvuma",2016,"actual",14.16704637
"d120","Buvuma",2017,"actual",20.54714817
"d120","Buvuma",2017,"approved",22.32806065
"d120","Buvuma",2018,"approved",37
"d120","Buvuma",2019,"proposed",32
"d226","Buyende",2012,"actual",57.37390254
"d226","Buyende",2013,"actual",61.54758139
"d226","Buyende",2014,"actual",58.74578361
"d226","Buyende",2015,"actual",63.33432277
"d226","Buyende",2015,"approved",63.33432277
"d226","Buyende",2016,"actual",63.34307388
"d226","Buyende",2016,"proposed",58.84148094
"d226","Buyende",2017,"actual",56.93514845
"d226","Buyende",2018,"approved",62
"d226","Buyende",2019,"proposed",57
"d317","Dokolo",2013,"actual",40.90155659
"d317","Dokolo",2014,"actual",38.60263861
"d317","Dokolo",2015,"actual",46.57046177
"d317","Dokolo",2015,"approved",46.57046177
