"district_id","2012","2013","2014","2015","2016","2017","2018","2019"
"d314",31.379374,30.65906225,23.98042443,30.19235122,32.28913869,32.23347809,45,42
"d301",25.67664363,30.60503575,24.42081046,31.94174764,35.4863177,32.74862784,41,40
"d322",,41.210944,32.56246799,44.51963152,45.51172608,43.96934038,55,53
"d323",48.27947973,50.37140764,48.37726107,42.4345621,51.58107052,56.55582969,54,53
"d315",35.96979099,39.91759183,34.33902869,46.86086036,47.44870471,50.86348847,48,46
"d324",,24.44027014,17.34479557,25.40968117,25.90444477,31.37702877,26,32
"d216",44.89734506,47.11640074,42.75373903,48.43635157,55.97073475,35.84466355,,49
"d316",,35.75752778,39.1922608,41.72008942,43.51469716,40.8573525,45,41
"d302",44.2885144,36.87817982,34.8419608,39.36071713,36.05563782,40.15118947,,36
"d303",49.64272058,54.37687193,44.58489631,54.51200764,25.1306361,44.55889935,60,57
"d217",37.23491623,51.54753505,49.00374719,54.32783999,53.43347648,51.02653696,57,53
"d218",40.32669386,46.40341989,41.35113947,51.47110497,50.7222691,48.97873581,49,45
"d201",47.52900531,47.51216482,40.35524072,44.90881894,53.84049113,50.95120115,,54
"d420",38.26747101,41.63549096,42.20449268,45.87548362,46.67405333,,,50
"d117",42.27918244,55.04340895,45.1509772,47.3398396,42.84648211,44.72311293,50,47
"d219",46.43103439,47.44142676,46.46364389,54.41121494,57.52637314,64.92857549,,58
"d118",52.58923352,58.57639829,59.94931568,57.36458123,59.58377283,,,60
"d220",29.16294308,33.54660744,40.61958049,52.56149616,52.59298636,,,50
"d225",46.39535638,45.70417267,40.83456181,43.72499189,47.98485419,45.19600159,,41
"d416",26.72345009,30.92730162,27.60343828,29.70557514,37.60574323,35.10214927,,34
"d401",31.34586842,40.707148,40.90017133,49.59923832,47.2920075,51.83438999,,49
"d402",51.7881608,58.79376231,52.42217141,58.30115121,62.29208916,50.32992859,56,54
"d202",41.99634863,47.1187252,37.69237073,46.79146564,34.4870628,44.24965708,54,50
"d221",46.80957973,52.87100447,50.16218295,55.72666289,55.96980697,53.03391625,54,53
"d119",59.61673237,64.99081678,60.43895663,65.8943965,64.26233539,63.90203109,63,59
"d120",,16.32721349,13.74491395,12.97139931,25.67390044,20.54714817,37,32
"d226",57.37390254,61.54758139,58.74578361,63.33432277,63.34307388,56.93514845,62,57
"d317",,40.90155659,38.60263861,46.57046177,48.10845533,44.2339135,47,47
"d121",55.7516657,61.41574487,65.68768435,65.46029204,63.94479374,59.07687549,65,62
"d304",36.0392002,51.59936938,42.78310599,38.39833619,53.46764227,50.68794403,24,64
"d403",48.65630183,52.60808135,41.31368629,29.89736498,45.51587802,49.31790215,53,45
"d417",49.78445793,57.67736588,49.93743243,53.12362273,54.80507487,59.90701818,50,50
"d203",62.24187328,64.60689579,,63.3541148,55.92258163,53.15480539,,55
"d418",47.30741773,52.1856445,49.49918578,56.99641707,58.3719189,59.96089146,60,58
"d204",44.94073612,51.46644475,,42.219412,47.03595682,29.98572485,58,53
"d318",24.99762599,23.43292041,35.15237204,36.01898665,31.41252503,26.0009617,,36
"d404",,64.36793539,59.46483862,53.90688259,56.03770729,32.63594346,51,50
"d405",46.29933437,47.96075679,42.91399245,43.34529452,44.23910666,47.63841491,36.2935196,40
"d213",34.66602724,40.41204502,39.2992435,50.72013003,45.8019286,48.26862838,,47
"d101",16.45350102,24.69616026,22.27848703,23.77707518,22.5963154,31.25632257,29,29
"d222",55.51880996,61.33917429,59.26401625,63.35952386,59.30671516,62.12696336,64,60
"d122",56.24525843,63.61439843,62.7547218,57.72341004,60.61261724,59.50504327,67,64
"d205",56.87419309,59.4833424,61.30886188,58.51471744,60.11660516,55.98538312,56,53
"d413",42.99344378,51.30277013,49.82038073,54.42328731,60.5417659,56.57964643,58,56
"d414",48.10782515,48.43049085,45.55934614,55.65805578,55.48475578,48.83324864,55,54
"d206",33.41133818,39.80728742,40.68522105,40.17343629,41.35020203,28.45735579,66,66
"d406",48.54818921,50.80217527,47.30251497,51.53606279,55.33628184,39.84026482,61,56
"d207",27.98694068,37.8205011,30.25902828,35.98570832,34.27124785,45.52263005,,43
"d112",73.36131413,59.8710054,58.45367927,60.75029056,61.94673933,59.25944257,63,59
"d407",49.37670141,52.728394,46.63587672,52.11760676,54.60137202,40.24710896,32,36
"d103",44.58985913,48.39682173,46.16782784,45.79845094,49.33640454,50.28020004,50,48
"d227",49.97193421,53.54347191,53.46382217,62.01855467,62.79045845,53.67967564,53,53
"d419",41.68917889,39.82306006,41.07637688,44.79563829,46.9322795,45.75251151,54,51
"d421",40.61218949,43.54184158,39.20796039,43.49163805,45.94362531,42.50739454,51,49
"d408",48.00423844,44.51964623,42.72515919,53.09994965,53.05679708,32.06256746,56,54
"d305",34.98143532,38.7172981,40.82441655,41.19203707,44.16228759,53.90390873,,41
"d319",46.96749758,46.15880579,42.20570673,40.98064115,55.77806016,44.9254152,48,44
"d325",56.57195441,54.9111161,55.17045466,57.15640929,58.9343223,60.05453456,58,56
"d306",19.59118109,24.85521564,26.17781865,34.35925801,32.14381559,20.77928397,28,32
"d208",30.47441867,34.60251776,37.74893633,46.31232349,50.02726131,55.53858894,39,40
"d228",42.92318362,36.07862048,31.59693944,42.64131515,41.46601546,44.83714113,46,43
"d123",48.29029669,52.80234476,54.22570362,51.30436053,53.95374457,59.1838432,,55
"d422",41.73308703,38.6503,40.2000029,43.28285891,46.92539743,44.45612426,44,44
"d415",38.41597286,42.49224943,42.82129249,43.40837036,46.31625006,48.86943818,48,44
"d326",33.63758134,22.07252317,28.0747334,37.81847594,45.28671125,,,44
"d307",41.34706042,46.26325355,,39.0646433,46.76732452,55.90798518,55,53
"d229",59.29944883,65.85186206,62.19269726,69.11265294,67.53124345,62.09453406,68,64
"d104",56.77380351,58.40046618,61.08514403,67.05242214,67.60140017,62.28259212,62,63
"d124",56.50999874,59.32976044,65.4470224,62.07167019,58.2917593,65.01888427,67,62
