"district_id","2012","2013","2014","2015","2016","2017","2018","2019"
"d114",33.82027222,40.13267265,39.04646004,37.48893201,42.99345314,39.87937656,40,41
"d223",50.39148606,53.25692021,54.05552372,59.48639645,60.95819168,,,47
"d320",45.42664328,45.74588658,43.15030072,48.10592581,47.10302006,51.56296532,55,51
"d105",47.01320735,51.82387584,,39.87928863,39.59596783,35.59657617,50,48
"d409",37.47858176,36.18064162,,41.07106247,49.69552456,52.87421094,40,41
"d214",50.86098336,51.41115703,44.99494543,50.42313872,57.32616445,51.79737637,64,58
"d209",46.00046951,47.23224811,,46.99746524,45.65684687,45.59764447,51,49
"d410",58.75782767,64.32790657,,55.45148079,42.47075573,16.65260771,63,62
"d423",57.98193247,65.72490561,60.79031351,62.188085,65.25499249,62.75933532,67,64
"d115",49.12279827,55.66188004,53.52437527,51.50346729,49.76245338,48.4274707,49,47
"d308",25.37323467,26.69906199,25.34398881,28.34108249,21.09911011,16.66385465,,42
"d309",32.36001853,38.14325382,38.65088131,39.92667905,39.52857361,34.94824336,41,40
"d106",46.452252,55.97707495,50.3259268,57.04751917,56.57545414,51.44867754,55,56
"d107",47.28184372,52.88009547,50.87932944,53.9827338,56.96138153,56.37623384,57,50
"d108",59.86195051,,,59.1366799,56.74315242,54.61926567,62,59
"d311",23.58203713,31.4573,31.94700317,31.24388364,31.02819847,33.5003955,42,39
"d116",35.36459241,41.3232605,36.338806,45.11298474,46.18407541,,,46
"d109",42.45835662,47.52034765,,48.4640117,50.69575201,,,55
"d230",50.42067163,43.66050633,41.85258506,45.77643705,49.1037369,52.70406469,,56
"d224",52.77568287,58.48037004,62.53244966,64.95715134,67.17880083,63.14477412,68,61
"d327",17.88333377,20.97678617,25.51039437,26.82625198,29.70915837,27.41668034,,33
"d310",38.16543957,39.07358528,49.97334598,49.97334598,48.49937136,58.49961852,44,41
"d231",42.9948327,40.97131466,46.68196347,45.935943,45.83349729,52.15273249,54,51
"d424",34.56614682,32.8094842,30.89960611,32.86719374,34.2482608,,,42
"d411",50.42865474,,,58.52582305,50.02809109,48.64685143,58,56
"d328",34.62556134,,39.18066516,35.58295671,44.19855238,,,38
"d329",42.21300796,36.76625764,39.91379697,38.15370414,41.24903684,46.33588876,,46
"d321",45.43669384,45.34409664,52.30736894,59.85739791,60.29839087,44.23738401,57,55
"d312",26.20428932,34.45815865,35.91960314,40.09187711,44.04705299,,,52
"d210",46.12455108,47.59700653,48.29377726,52.8815875,55.58019314,47.99823758,43,41
"d110",48.38868135,54.92897339,50.70788442,54.50392336,55.77629238,54.56130792,52,49
"d425",38.05857316,43.21783502,42.44261078,47.08066901,49.02658518,52.26854314,52,51
"d412",51.61228179,58.48451211,,59.91868429,56.19751983,59.22000989,59,58
"d111",56.30995325,61.61694318,61.7106619,60.79188959,62.61887875,66.41644793,,64
"d232",46.9554238,48.92091465,51.57302751,56.41943592,52.51001556,49.45671139,57,54
"d426",59.31974534,59.94618678,,64.16586873,64.34980814,44.69715134,53,53
"d215",46.10727688,48.95132902,50.79360485,53.08555985,53.66440846,48.66075636,53,51
"d211",34.23660459,30.60968512,40.17761061,37.90496211,47.39738301,39.01559886,47,48
"d212",47.17121837,51.31537432,48.98007238,48.9001728,46.36175176,44.93924284,49,50
"d113",42.52605247,49.07863858,43.44394265,44.60496595,35.99214334,41.70855657,45,48
"d313",41.43878131,42.2505298,38.85738799,43.37257014,52.12907185,47.63265551,52,49
"d330",,50.48227569,49.34702419,48.23705438,52.65366441,54.11456528,52,51
