"id","value.2000","value.2001","value.2002","value.2003","value.2004","value.2005","value.2006","value.2007","value.2008","value.2009","value.2010","value.2011","value.2012","value.2013"
"AF",234980000,733340000,2050520000,2150430000,2803810000,3318840000,3374950000,5326700000,5059610000,6583240000,6876430000,6836500000,6740680000,5400260000
"africa",1055370000,661950000,804520000,748990000,783810000,1121440000,1059600000,1584290000,1360860000,2610140000,1738700000,1959130000,1994180000,1943600000
"AG",15890000,13810000,22190000,9120000,4250000,11080000,5030000,8950000,9790000,7060000,20210000,16220000,3220000,2660000
"AI",5560000,5930000,2910000,5600000,3460000,5090000,5340000,6310000,3500000,2070000,8620000,810000,5420000,7650000
"AL",522560000,456250000,490410000,499670000,393090000,408890000,403460000,355480000,392140000,398620000,398500000,388050000,393600000,349530000
"AM",308210000,318850000,445810000,353400000,338180000,241980000,291220000,432360000,360570000,597370000,402190000,437430000,324830000,339010000
"america",584620000,667180000,512370000,509090000,556310000,706940000,615120000,598850000,1149760000,917650000,1405950000,1328460000,1131250000,1682510000
"AO",502230000,482620000,637970000,661260000,1364680000,503150000,461750000,402090000,400300000,311890000,306820000,246550000,293130000,342290000
"AR",203630000,363160000,180750000,189040000,145350000,133190000,161640000,173640000,165850000,164020000,159570000,118530000,196610000,82870000
"asia",385550000,506730000,1745600000,343250000,352610000,1326150000,1100370000,1091940000,1343230000,1170100000,1171900000,1119400000,934420000,1178680000
"AZ",201260000,3.35e+08,507230000,418790000,252480000,296200000,277060000,284280000,275050000,288030000,220480000,343610000,354980000,326130000
"BA",1226660000,1049370000,882890000,731730000,838960000,656010000,628890000,645050000,475880000,451650000,552260000,639500000,636090000,612900000
"BB",9700000,6200000,18590000,34510000,41340000,9220000,7670000,20130000,9470000,13710000,17720000,0,0,0
"BD",2444960000,2326320000,2045720000,2364530000,2526280000,2130050000,2288720000,2323080000,3648840000,2.009e+09,2199430000,2235120000,2988070000,3541390000
"BF",625330000,763210000,783860000,808480000,863660000,906310000,2642360000,1035500000,1034210000,1149010000,1135310000,1015150000,1226340000,1074100000
"BH",98600000,120290000,100610000,182490000,80230000,0,0,0,0,0,0,0,0,0
"BI",190010000,273540000,301610000,331520000,514020000,470740000,541040000,540020000,573670000,1655540000,663950000,567020000,539150000,563080000
"bilateral-unspecified",14082550000,13961850000,16464500000,17697830000,19179720000,17027300000,18776660000,21352540000,22986130000,26190300000,29291240000,28549760000,28231540000,30478180000
"BJ",460730000,529400000,415960000,461070000,580190000,484810000,1783660000,520100000,652480000,705800000,727230000,702010000,543720000,673010000
"BO",888100000,1350670000,1603020000,1434110000,1646140000,897390000,2902650000,1901340000,649200000,757680000,893550000,718210000,688850000,720040000
"BR",570990000,674720000,614110000,593580000,490710000,554990000,467160000,520360000,650300000,603680000,629770000,957750000,1657070000,1374280000
"BT",91280000,104960000,119830000,108130000,100410000,113410000,128680000,107900000,97280000,140500000,145830000,146060000,171070000,146610000
"BW",68600000,72730000,74540000,55290000,81240000,81230000,100270000,130260000,740660000,305180000,172870000,136140000,89970000,126220000
"BY",0,0,0,0,0,73210000,92260000,92770000,111550000,105500000,146570000,126050000,108070000,106810000
"BZ",38760000,52860000,58860000,24100000,17010000,21170000,16900000,30510000,28560000,33230000,30240000,29210000,32290000,54950000
"CD",308420000,416540000,2357030000,7295780000,2368790000,2327100000,2547490000,1550200000,1957650000,2671260000,6069380000,7309980000,2876950000,2596100000
"central-asia",0,0,0,0,0,8780000,173710000,265480000,292030000,364850000,206440000,172960000,202680000,227770000
"CF",138930000,146600000,103710000,76950000,140690000,116500000,220940000,242680000,291300000,829940000,281180000,266960000,236440000,195030000
"CG",85270000,146630000,139380000,117410000,195970000,1794700000,482300000,158710000,497530000,321560000,1626990000,333230000,190430000,175500000
"CI",783440000,527940000,2181840000,576950000,421570000,272810000,402010000,325760000,831270000,2556070000,982170000,1493390000,4696970000,2097770000
"CK",9530000,11690000,8770000,10580000,13700000,11770000,39590000,12600000,7550000,10710000,16300000,26720000,22180000,16820000
"CL",124010000,185410000,132970000,133360000,134060000,216300000,137320000,136030000,132740000,108010000,226670000,174390000,142460000,92800000
"CM",846540000,977390000,1238070000,1388590000,1173210000,766770000,3946050000,2155600000,1122350000,803050000,679460000,667830000,692150000,768480000
"CN",3313260000,3427410000,3538670000,3283280000,3589350000,3824160000,3298340000,3486210000,3375090000,3088330000,2742240000,2569760000,2406790000,1834200000
"CO",414490000,674570000,738420000,1090140000,741530000,845250000,1191460000,829930000,1048950000,1151070000,999520000,1041110000,807750000,875870000
"CR",120190000,105310000,87520000,106360000,94110000,83320000,85730000,148960000,118550000,150300000,173040000,74760000,64630000,78400000
"CU",75860000,91830000,103530000,107040000,132770000,106260000,112480000,104680000,127040000,118300000,133100000,86350000,93270000,104260000
"CV",164830000,136830000,155490000,204360000,186660000,208240000,173360000,186350000,230110000,214690000,348810000,264500000,267850000,261860000
"DJ",121930000,109120000,125390000,110410000,87970000,96630000,145480000,130060000,154200000,186840000,154260000,155970000,166600000,167440000
"DM",27170000,36740000,50740000,20360000,49730000,30080000,27310000,26840000,26880000,43380000,38770000,31970000,32450000,26480000
"DO",200430000,248550000,301990000,1.97e+08,187610000,175750000,249310000,256650000,236590000,208990000,251470000,303600000,346450000,208600000
"DZ",430840000,452950000,404200000,393220000,467230000,496170000,537900000,497800000,419870000,390150000,288990000,287540000,252750000,316060000
"east-asia",134590000,58190000,79800000,142990000,215500000,446510000,238510000,217960000,221680000,193470000,187260000,232560000,243710000,238210000
"EC",320380000,378220000,436410000,338710000,330440000,409720000,303550000,307320000,324600000,307700000,265110000,247270000,231840000,222290000
"EG",2509080000,2471150000,2386160000,1860700000,2382790000,1894910000,1654240000,1875600000,2469960000,1791120000,1490850000,1193420000,2631800000,6423280000
"ER",284280000,470590000,353330000,429650000,339320000,423320000,159060000,171410000,153010000,155090000,173090000,134010000,137340000,94150000
"ET",1144970000,1824550000,2113380000,2249950000,2316170000,2450880000,7190320000,2682850000,3380940000,4019030000,3683080000,3530850000,3322280000,3902020000
"europe",553660000,370200000,586330000,746990000,699470000,798740000,835410000,5.3e+08,813250000,799700000,1026720000,885380000,798420000,798510000
"ex-yugoslavia",521210000,252640000,1419870000,167520000,129090000,81930000,170020000,61750000,53190000,16770000,17640000,15500000,4300000,4010000
"FJ",58920000,54370000,64870000,79640000,90010000,91880000,79580000,64120000,55890000,87530000,85860000,79730000,108880000,95930000
"FM",131470000,175850000,141880000,141620000,103310000,124040000,122790000,127450000,100980000,129280000,132030000,136760000,116410000,148610000
"GA",119620000,148530000,157470000,209790000,115950000,137840000,102270000,102110000,92060000,110960000,131150000,104630000,99680000,103290000
"GD",29280000,22200000,23520000,20160000,24840000,66090000,34960000,29490000,37970000,52520000,40240000,19130000,10520000,18520000
"GE",243530000,440190000,472190000,340540000,426690000,410460000,470710000,456860000,958110000,9.84e+08,689230000,625940000,731280000,724080000
"GH",1056890000,1225340000,1215260000,1421250000,2975760000,1928130000,6922960000,1240590000,1339420000,1711720000,1793470000,1838630000,1924800000,1416740000
"GM",88930000,95710000,114040000,96260000,101130000,89520000,105710000,336810000,3.24e+08,147890000,136430000,140380000,152690000,122910000
"GN",336160000,577950000,488290000,426130000,430320000,336520000,311900000,332660000,501590000,283910000,272710000,359290000,1770960000,700310000
"GQ",47900000,35990000,39490000,33740000,59560000,49830000,38250000,36630000,33750000,35060000,89120000,27600000,20090000,11080000
"GT",449400000,434030000,456540000,394770000,338310000,376350000,622200000,573610000,568390000,437580000,460890000,431350000,347490000,541060000
"GW",142110000,115490000,110350000,217220000,108890000,94570000,118250000,139720000,142530000,164570000,298770000,347850000,82280000,106200000
"GY",222800000,211860000,143230000,168930000,224210000,245120000,545880000,588300000,171970000,182110000,182790000,170750000,133610000,122700000
"HN",785190000,1061830000,721180000,579390000,864510000,1606410000,2197910000,1786110000,701050000,481580000,663280000,655050000,598890000,658120000
"HR",129300000,228840000,230490000,189590000,171980000,160520000,249050000,187790000,254090000,186190000,159760000,0,0,0
"HT",338500000,278250000,242320000,320180000,398420000,598800000,718820000,820350000,972780000,2095950000,4077480000,1.693e+09,1282980000,1169640000
"ID",2829920000,2540750000,2284580000,2841040000,1.966e+09,3582020000,3717250000,3506760000,3939870000,4034100000,3733560000,2620110000,2322540000,2667220000
"IN",3487030000,4258570000,4656110000,3303430000,3742850000,4014810000,3455110000,3379160000,4242350000,4577810000,4921220000,5276150000,3812650000,4847810000
"IQ",175520000,210810000,188580000,2933050000,5542500000,25695710000,10273900000,10035630000,10506500000,2950330000,2282230000,1926160000,1.315e+09,1701850000
"IR",215890000,204180000,201120000,199850000,259990000,151030000,153150000,125670000,119130000,118840000,153190000,127030000,151810000,141510000
"JM",166990000,244870000,193360000,113540000,207460000,178240000,146640000,121330000,164530000,219400000,212860000,117060000,93160000,149800000
"JO",860230000,877290000,932620000,1811760000,852360000,966870000,813850000,909330000,961510000,1008060000,1222240000,1222570000,1686800000,1641050000
"KE",986370000,965580000,822630000,932580000,963190000,1062890000,1269370000,1656880000,1633500000,2095480000,1956150000,2708850000,3.175e+09,3584400000
"KG",317240000,304360000,299220000,297550000,369660000,365930000,420370000,337850000,410790000,388600000,449500000,579250000,533290000,592550000
"KH",625580000,690480000,767310000,719850000,624250000,672020000,750980000,771700000,807230000,805490000,806170000,854100000,860210000,895140000
"KI",31710000,27490000,39860000,31160000,24270000,38280000,37050000,35430000,32480000,34840000,26280000,64460000,65360000,69870000
"KM",36960000,52160000,49360000,37780000,36610000,32390000,41200000,52070000,47780000,59630000,74920000,59010000,116970000,178590000
