"id-from","entity-from-name","id-to","entity-to-name","year","financing-type","value"
"AE","UAE","GH","Ghana",2003,,
"AT","Austria","GH","Ghana",2003,,0
"AU","Australia","GH","Ghana",2003,,
"BE","Belgium","GH","Ghana",2003,,0
"BG","Bulgaria","GH","Ghana",2003,,
"CA","Canada","GH","Ghana",2003,,0
"CH","Switzerland","GH","Ghana",2003,,
"CL","Chile","GH","Ghana",2003,,0
"CY","Cyprus","GH","Ghana",2003,,
"CZ","Czech Republic","GH","Ghana",2003,,0
"DE","Germany","GH","Ghana",2003,,1410449.154
"DK","Denmark","GH","Ghana",2003,,0
"EE","Estonia","GH","Ghana",2003,,0
"ES","Spain","GH","Ghana",2003,,
"FI","Finland","GH","Ghana",2003,,0
"FR","France","GH","Ghana",2003,,32915698.77
"GB","UK","GH","Ghana",2003,,100434545.5
"GR","Greece","GH","Ghana",2003,,0
"HR","Croatia","GH","Ghana",2003,,
"HU","Hungary","GH","Ghana",2003,,0
"IE","Ireland","GH","Ghana",2003,,0
"IL","Israel","GH","Ghana",2003,,0
"IS","Iceland","GH","Ghana",2003,,0
"IT","Italy","GH","Ghana",2003,,0
"JP","Japan","GH","Ghana",2003,,0
"KR","South Korea","GH","Ghana",2003,,0
"KW","Kuwait","GH","Ghana",2003,,
"LI","Liechtenstein","GH","Ghana",2003,,
"LT","Lithuania","GH","Ghana",2003,,
"LU","Luxembourg","GH","Ghana",2003,,0
"LV","Latvia","GH","Ghana",2003,,
"MT","Malta","GH","Ghana",2003,,
"MX","Mexico","GH","Ghana",2003,,0
"NL","Netherlands","GH","Ghana",2003,,0
"NO","Norway","GH","Ghana",2003,,0
"NZ","New Zealand","GH","Ghana",2003,,0
"PL","Poland","GH","Ghana",2003,,0
"PT","Portugal","GH","Ghana",2003,,
"RO","Romania","GH","Ghana",2003,,
"RU","Russian Federation","GH","Ghana",2003,,
"SA","Saudi Arabia","GH","Ghana",2003,,
"SE","Sweden","GH","Ghana",2003,,0
"SI","Slovenia","GH","Ghana",2003,,
"SK","Slovakia","GH","Ghana",2003,,0
"TH","Thailand","GH","Ghana",2003,,
"TR","Turkey","GH","Ghana",2003,,0
"TW","Taiwan","GH","Ghana",2003,,
"US","USA","GH","Ghana",2003,,4841369.854
"AE","UAE","GH","Ghana",2004,,
"AT","Austria","GH","Ghana",2004,,0
"AU","Australia","GH","Ghana",2004,,
"BE","Belgium","GH","Ghana",2004,,0
"BG","Bulgaria","GH","Ghana",2004,,
"CA","Canada","GH","Ghana",2004,,0
"CH","Switzerland","GH","Ghana",2004,,
"CL","Chile","GH","Ghana",2004,,0
"CY","Cyprus","GH","Ghana",2004,,
"CZ","Czech Republic","GH","Ghana",2004,,0
"DE","Germany","GH","Ghana",2004,,6976278.911
"DK","Denmark","GH","Ghana",2004,,0
"EE","Estonia","GH","Ghana",2004,,0
"ES","Spain","GH","Ghana",2004,,
"FI","Finland","GH","Ghana",2004,,0
"FR","France","GH","Ghana",2004,,22077402.03
"GB","UK","GH","Ghana",2004,,50001853.71
"GR","Greece","GH","Ghana",2004,,0
"HR","Croatia","GH","Ghana",2004,,
"HU","Hungary","GH","Ghana",2004,,0
"IE","Ireland","GH","Ghana",2004,,0
"IL","Israel","GH","Ghana",2004,,0
"IS","Iceland","GH","Ghana",2004,,0
"IT","Italy","GH","Ghana",2004,,1475900.891
"JP","Japan","GH","Ghana",2004,,0
"KR","South Korea","GH","Ghana",2004,,1887616.616
"KW","Kuwait","GH","Ghana",2004,,
"LI","Liechtenstein","GH","Ghana",2004,,
"LT","Lithuania","GH","Ghana",2004,,
"LU","Luxembourg","GH","Ghana",2004,,0
"LV","Latvia","GH","Ghana",2004,,
"MT","Malta","GH","Ghana",2004,,
"MX","Mexico","GH","Ghana",2004,,0
"NL","Netherlands","GH","Ghana",2004,,7205834.87
"NO","Norway","GH","Ghana",2004,,0
"NZ","New Zealand","GH","Ghana",2004,,0
"PL","Poland","GH","Ghana",2004,,0
"PT","Portugal","GH","Ghana",2004,,
"RO","Romania","GH","Ghana",2004,,
"RU","Russian Federation","GH","Ghana",2004,,
"SA","Saudi Arabia","GH","Ghana",2004,,
"SE","Sweden","GH","Ghana",2004,,4742552.786
"SI","Slovenia","GH","Ghana",2004,,
"SK","Slovakia","GH","Ghana",2004,,0
"TH","Thailand","GH","Ghana",2004,,
"TR","Turkey","GH","Ghana",2004,,0
"TW","Taiwan","GH","Ghana",2004,,
"US","USA","GH","Ghana",2004,,141366293.9
"AE","UAE","GH","Ghana",2005,,
"AT","Austria","GH","Ghana",2005,,0
"AU","Australia","GH","Ghana",2005,,0
"BE","Belgium","GH","Ghana",2005,,2955305.428
"BG","Bulgaria","GH","Ghana",2005,,
"CA","Canada","GH","Ghana",2005,,0
"CH","Switzerland","GH","Ghana",2005,,
"CL","Chile","GH","Ghana",2005,,0
"CY","Cyprus","GH","Ghana",2005,,
"CZ","Czech Republic","GH","Ghana",2005,,0
"DE","Germany","GH","Ghana",2005,,0
"DK","Denmark","GH","Ghana",2005,,2236743.052
"EE","Estonia","GH","Ghana",2005,,0
"ES","Spain","GH","Ghana",2005,,
"FI","Finland","GH","Ghana",2005,,0
"FR","France","GH","Ghana",2005,,10109844.51
"GB","UK","GH","Ghana",2005,,41504431.61
"GR","Greece","GH","Ghana",2005,,0
"HR","Croatia","GH","Ghana",2005,,
"HU","Hungary","GH","Ghana",2005,,0
"IE","Ireland","GH","Ghana",2005,,0
"IL","Israel","GH","Ghana",2005,,0
"IS","Iceland","GH","Ghana",2005,,0
"IT","Italy","GH","Ghana",2005,,0
"JP","Japan","GH","Ghana",2005,,0
"KR","South Korea","GH","Ghana",2005,,0
"KW","Kuwait","GH","Ghana",2005,,
"LI","Liechtenstein","GH","Ghana",2005,,
"LT","Lithuania","GH","Ghana",2005,,
"LU","Luxembourg","GH","Ghana",2005,,27689393.73
"LV","Latvia","GH","Ghana",2005,,
"MT","Malta","GH","Ghana",2005,,
"MX","Mexico","GH","Ghana",2005,,0
"NL","Netherlands","GH","Ghana",2005,,0
"NO","Norway","GH","Ghana",2005,,
"NZ","New Zealand","GH","Ghana",2005,,0
"PL","Poland","GH","Ghana",2005,,0
"PT","Portugal","GH","Ghana",2005,,
"RO","Romania","GH","Ghana",2005,,
"RU","Russian Federation","GH","Ghana",2005,,
"SA","Saudi Arabia","GH","Ghana",2005,,
"SE","Sweden","GH","Ghana",2005,,23169532.88
"SI","Slovenia","GH","Ghana",2005,,0
"SK","Slovakia","GH","Ghana",2005,,0
"TH","Thailand","GH","Ghana",2005,,
"TR","Turkey","GH","Ghana",2005,,0
"TW","Taiwan","GH","Ghana",2005,,
"US","USA","GH","Ghana",2005,,0
"AE","UAE","GH","Ghana",2006,,
"AT","Austria","GH","Ghana",2006,,0
"AU","Australia","GH","Ghana",2006,,0
"BE","Belgium","GH","Ghana",2006,,1443429.353
"BG","Bulgaria","GH","Ghana",2006,,
"CA","Canada","GH","Ghana",2006,,0
"CH","Switzerland","GH","Ghana",2006,,
"CL","Chile","GH","Ghana",2006,,0
"CY","Cyprus","GH","Ghana",2006,,
"CZ","Czech Republic","GH","Ghana",2006,,0
"DE","Germany","GH","Ghana",2006,,0
"DK","Denmark","GH","Ghana",2006,,8758973.734
"EE","Estonia","GH","Ghana",2006,,0
"ES","Spain","GH","Ghana",2006,,
"FI","Finland","GH","Ghana",2006,,0
"FR","France","GH","Ghana",2006,,7070051.003
"GB","UK","GH","Ghana",2006,,53187360.3
"GR","Greece","GH","Ghana",2006,,0
"HR","Croatia","GH","Ghana",2006,,
"HU","Hungary","GH","Ghana",2006,,0
"IE","Ireland","GH","Ghana",2006,,0
"IL","Israel","GH","Ghana",2006,,0
"IS","Iceland","GH","Ghana",2006,,0
"IT","Italy","GH","Ghana",2006,,0
"JP","Japan","GH","Ghana",2006,,0
"KR","South Korea","GH","Ghana",2006,,1113098.592
"KW","Kuwait","GH","Ghana",2006,,
"LI","Liechtenstein","GH","Ghana",2006,,
"LT","Lithuania","GH","Ghana",2006,,
"LU","Luxembourg","GH","Ghana",2006,,0
"LV","Latvia","GH","Ghana",2006,,
"MT","Malta","GH","Ghana",2006,,
"MX","Mexico","GH","Ghana",2006,,0
"NL","Netherlands","GH","Ghana",2006,,0
"NO","Norway","GH","Ghana",2006,,
"NZ","New Zealand","GH","Ghana",2006,,0
"PL","Poland","GH","Ghana",2006,,0
"PT","Portugal","GH","Ghana",2006,,
"RO","Romania","GH","Ghana",2006,,
"RU","Russian Federation","GH","Ghana",2006,,
"SA","Saudi Arabia","GH","Ghana",2006,,
"SE","Sweden","GH","Ghana",2006,,14011939.5
"SI","Slovenia","GH","Ghana",2006,,0
"SK","Slovakia","GH","Ghana",2006,,0
"TH","Thailand","GH","Ghana",2006,,
"TR","Turkey","GH","Ghana",2006,,0
"TW","Taiwan","GH","Ghana",2006,,
"US","USA","GH","Ghana",2006,,807295542
"AE","UAE","GH","Ghana",2007,,
"AT","Austria","GH","Ghana",2007,,0
"AU","Australia","GH","Ghana",2007,,0
"BE","Belgium","GH","Ghana",2007,,57815391.17
"BG","Bulgaria","GH","Ghana",2007,,
"CA","Canada","GH","Ghana",2007,,0
"CH","Switzerland","GH","Ghana",2007,,
"CL","Chile","GH","Ghana",2007,,0
"CY","Cyprus","GH","Ghana",2007,,
"CZ","Czech Republic","GH","Ghana",2007,,0
"DE","Germany","GH","Ghana",2007,,0
"DK","Denmark","GH","Ghana",2007,,13818035.78
"EE","Estonia","GH","Ghana",2007,,0
"ES","Spain","GH","Ghana",2007,,
"FI","Finland","GH","Ghana",2007,,0
"FR","France","GH","Ghana",2007,,
"GB","UK","GH","Ghana",2007,,80672989.06
"GR","Greece","GH","Ghana",2007,,0
"HR","Croatia","GH","Ghana",2007,,
"HU","Hungary","GH","Ghana",2007,,0
"IE","Ireland","GH","Ghana",2007,,0
"IL","Israel","GH","Ghana",2007,,0
"IS","Iceland","GH","Ghana",2007,,0
"IT","Italy","GH","Ghana",2007,,0
"JP","Japan","GH","Ghana",2007,,0
"KR","South Korea","GH","Ghana",2007,,1362507.989
"KW","Kuwait","GH","Ghana",2007,,
"LI","Liechtenstein","GH","Ghana",2007,,
"LT","Lithuania","GH","Ghana",2007,,
"LU","Luxembourg","GH","Ghana",2007,,0
"LV","Latvia","GH","Ghana",2007,,
"MT","Malta","GH","Ghana",2007,,
"MX","Mexico","GH","Ghana",2007,,0
"NL","Netherlands","GH","Ghana",2007,,19002154.95
"NO","Norway","GH","Ghana",2007,,
"NZ","New Zealand","GH","Ghana",2007,,0
"PL","Poland","GH","Ghana",2007,,0
"PT","Portugal","GH","Ghana",2007,,
"RO","Romania","GH","Ghana",2007,,
"RU","Russian Federation","GH","Ghana",2007,,
"SA","Saudi Arabia","GH","Ghana",2007,,
"SE","Sweden","GH","Ghana",2007,,13962572.41
"SI","Slovenia","GH","Ghana",2007,,0
"SK","Slovakia","GH","Ghana",2007,,0
"TH","Thailand","GH","Ghana",2007,,
"TR","Turkey","GH","Ghana",2007,,0
"TW","Taiwan","GH","Ghana",2007,,
"US","USA","GH","Ghana",2007,,
"AE","UAE","GH","Ghana",2008,,
"AT","Austria","GH","Ghana",2008,,0
"AU","Australia","GH","Ghana",2008,,0
"BE","Belgium","GH","Ghana",2008,,13994015.5
"BG","Bulgaria","GH","Ghana",2008,,
"CA","Canada","GH","Ghana",2008,,0
"CH","Switzerland","GH","Ghana",2008,,
"CL","Chile","GH","Ghana",2008,,0
"CY","Cyprus","GH","Ghana",2008,,
"CZ","Czech Republic","GH","Ghana",2008,,0
"DE","Germany","GH","Ghana",2008,,9576371.153
"DK","Denmark","GH","Ghana",2008,,9272547.158
"EE","Estonia","GH","Ghana",2008,,0
"ES","Spain","GH","Ghana",2008,,
"FI","Finland","GH","Ghana",2008,,
"FR","France","GH","Ghana",2008,,
"GB","UK","GH","Ghana",2008,,94950755.01
"GR","Greece","GH","Ghana",2008,,0
"HR","Croatia","GH","Ghana",2008,,
"HU","Hungary","GH","Ghana",2008,,0
"IE","Ireland","GH","Ghana",2008,,0
"IL","Israel","GH","Ghana",2008,,0
"IS","Iceland","GH","Ghana",2008,,0
"IT","Italy","GH","Ghana",2008,,0
"JP","Japan","GH","Ghana",2008,,19002239.15
"KR","South Korea","GH","Ghana",2008,,17086761.34
"KW","Kuwait","GH","Ghana",2008,,
"LI","Liechtenstein","GH","Ghana",2008,,
"LT","Lithuania","GH","Ghana",2008,,
"LU","Luxembourg","GH","Ghana",2008,,23109235.43
"LV","Latvia","GH","Ghana",2008,,
"MT","Malta","GH","Ghana",2008,,
"MX","Mexico","GH","Ghana",2008,,0
"NL","Netherlands","GH","Ghana",2008,,0
"NO","Norway","GH","Ghana",2008,,0
"NZ","New Zealand","GH","Ghana",2008,,0
"PL","Poland","GH","Ghana",2008,,0
"PT","Portugal","GH","Ghana",2008,,
"RO","Romania","GH","Ghana",2008,,
"RU","Russian Federation","GH","Ghana",2008,,
"SA","Saudi Arabia","GH","Ghana",2008,,
"SE","Sweden","GH","Ghana",2008,,50239951.74
"SI","Slovenia","GH","Ghana",2008,,0
"SK","Slovakia","GH","Ghana",2008,,0
"TH","Thailand","GH","Ghana",2008,,
"TR","Turkey","GH","Ghana",2008,,0
"TW","Taiwan","GH","Ghana",2008,,
"US","USA","GH","Ghana",2008,,
"AE","UAE","GH","Ghana",2009,,
"AT","Austria","GH","Ghana",2009,,0
"AU","Australia","GH","Ghana",2009,,
"BE","Belgium","GH","Ghana",2009,,0
"BG","Bulgaria","GH","Ghana",2009,,
"CA","Canada","GH","Ghana",2009,,0
"CH","Switzerland","GH","Ghana",2009,,
"CL","Chile","GH","Ghana",2009,,0
"CY","Cyprus","GH","Ghana",2009,,
"CZ","Czech Republic","GH","Ghana",2009,,0
"DE","Germany","GH","Ghana",2009,,1330620.056
"DK","Denmark","GH","Ghana",2009,,0
"EE","Estonia","GH","Ghana",2009,,0
"ES","Spain","GH","Ghana",2009,,
"FI","Finland","GH","Ghana",2009,,
"FR","France","GH","Ghana",2009,,
"GB","UK","GH","Ghana",2009,,105188272.6
"GR","Greece","GH","Ghana",2009,,0
"HR","Croatia","GH","Ghana",2009,,
"HU","Hungary","GH","Ghana",2009,,0
"IE","Ireland","GH","Ghana",2009,,0
"IL","Israel","GH","Ghana",2009,,0
"IS","Iceland","GH","Ghana",2009,,0
"IT","Italy","GH","Ghana",2009,,0
"JP","Japan","GH","Ghana",2009,,4760965.297
"KR","South Korea","GH","Ghana",2009,,28247338.68
"KW","Kuwait","GH","Ghana",2009,,
"LI","Liechtenstein","GH","Ghana",2009,,
"LT","Lithuania","GH","Ghana",2009,,
"LU","Luxembourg","GH","Ghana",2009,,0
"LV","Latvia","GH","Ghana",2009,,
"MT","Malta","GH","Ghana",2009,,
"MX","Mexico","GH","Ghana",2009,,0
"NL","Netherlands","GH","Ghana",2009,,0
"NO","Norway","GH","Ghana",2009,,0
"NZ","New Zealand","GH","Ghana",2009,,0
"PL","Poland","GH","Ghana",2009,,0
"PT","Portugal","GH","Ghana",2009,,
"RO","Romania","GH","Ghana",2009,,
"RU","Russian Federation","GH","Ghana",2009,,
"SA","Saudi Arabia","GH","Ghana",2009,,
"SE","Sweden","GH","Ghana",2009,,74156168.31
"SI","Slovenia","GH","Ghana",2009,,0
"SK","Slovakia","GH","Ghana",2009,,0
"TH","Thailand","GH","Ghana",2009,,
"TR","Turkey","GH","Ghana",2009,,0
"TW","Taiwan","GH","Ghana",2009,,
"US","USA","GH","Ghana",2009,,215253784.1
"AE","UAE","GH","Ghana",2010,,
"AT","Austria","GH","Ghana",2010,,0
"AU","Australia","GH","Ghana",2010,,
"BE","Belgium","GH","Ghana",2010,,73542632.22
"BG","Bulgaria","GH","Ghana",2010,,
"CA","Canada","GH","Ghana",2010,,0
"CH","Switzerland","GH","Ghana",2010,,
"CL","Chile","GH","Ghana",2010,,0
"CY","Cyprus","GH","Ghana",2010,,
"CZ","Czech Republic","GH","Ghana",2010,,0
"DE","Germany","GH","Ghana",2010,,6601961.595
"DK","Denmark","GH","Ghana",2010,,
"EE","Estonia","GH","Ghana",2010,,0
"ES","Spain","GH","Ghana",2010,,
"FI","Finland","GH","Ghana",2010,,7422468.026
"FR","France","GH","Ghana",2010,,
"GB","UK","GH","Ghana",2010,,135182791
"GR","Greece","GH","Ghana",2010,,0
"HR","Croatia","GH","Ghana",2010,,
"HU","Hungary","GH","Ghana",2010,,80221.047
"IE","Ireland","GH","Ghana",2010,,0
"IL","Israel","GH","Ghana",2010,,0
"IS","Iceland","GH","Ghana",2010,,0
"IT","Italy","GH","Ghana",2010,,3246890.859
"JP","Japan","GH","Ghana",2010,,0
"KR","South Korea","GH","Ghana",2010,,4244519.41
"KW","Kuwait","GH","Ghana",2010,,
"LI","Liechtenstein","GH","Ghana",2010,,
"LT","Lithuania","GH","Ghana",2010,,
"LU","Luxembourg","GH","Ghana",2010,,
"LV","Latvia","GH","Ghana",2010,,
"MT","Malta","GH","Ghana",2010,,
"MX","Mexico","GH","Ghana",2010,,0
"NL","Netherlands","GH","Ghana",2010,,0
"NO","Norway","GH","Ghana",2010,,28056163.68
"NZ","New Zealand","GH","Ghana",2010,,0
"PL","Poland","GH","Ghana",2010,,1077726.94
"PT","Portugal","GH","Ghana",2010,,
"RO","Romania","GH","Ghana",2010,,
"RU","Russian Federation","GH","Ghana",2010,,
"SA","Saudi Arabia","GH","Ghana",2010,,
"SE","Sweden","GH","Ghana",2010,,71432828.43
"SI","Slovenia","GH","Ghana",2010,,0
"SK","Slovakia","GH","Ghana",2010,,0
"TH","Thailand","GH","Ghana",2010,,
"TR","Turkey","GH","Ghana",2010,,0
"TW","Taiwan","GH","Ghana",2010,,
"US","USA","GH","Ghana",2010,,0
"AE","UAE","GH","Ghana",2011,,
"AT","Austria","GH","Ghana",2011,,0
"AU","Australia","GH","Ghana",2011,,
"BE","Belgium","GH","Ghana",2011,,0
"BG","Bulgaria","GH","Ghana",2011,,
"CA","Canada","GH","Ghana",2011,,0
"CH","Switzerland","GH","Ghana",2011,,
"CL","Chile","GH","Ghana",2011,,0
"CY","Cyprus","GH","Ghana",2011,,
"CZ","Czech Republic","GH","Ghana",2011,,0
"DE","Germany","GH","Ghana",2011,,9144612.531
"DK","Denmark","GH","Ghana",2011,,0
"EE","Estonia","GH","Ghana",2011,,0
"ES","Spain","GH","Ghana",2011,,
"FI","Finland","GH","Ghana",2011,,5789041.286
"FR","France","GH","Ghana",2011,,
"GB","UK","GH","Ghana",2011,,159446346.3
"GR","Greece","GH","Ghana",2011,,0
"HR","Croatia","GH","Ghana",2011,,
"HU","Hungary","GH","Ghana",2011,,0
"IE","Ireland","GH","Ghana",2011,,0
"IL","Israel","GH","Ghana",2011,,0
"IS","Iceland","GH","Ghana",2011,,0
"IT","Italy","GH","Ghana",2011,,2645354.868
"JP","Japan","GH","Ghana",2011,,508868.408
"KR","South Korea","GH","Ghana",2011,,4595943.447
"KW","Kuwait","GH","Ghana",2011,,
"LI","Liechtenstein","GH","Ghana",2011,,
"LT","Lithuania","GH","Ghana",2011,,
"LU","Luxembourg","GH","Ghana",2011,,
"LV","Latvia","GH","Ghana",2011,,
"MT","Malta","GH","Ghana",2011,,
"MX","Mexico","GH","Ghana",2011,,0
"NL","Netherlands","GH","Ghana",2011,,
"NO","Norway","GH","Ghana",2011,,0
"NZ","New Zealand","GH","Ghana",2011,,0
"PL","Poland","GH","Ghana",2011,,0
"PT","Portugal","GH","Ghana",2011,,
"RO","Romania","GH","Ghana",2011,,
"RU","Russian Federation","GH","Ghana",2011,,
"SA","Saudi Arabia","GH","Ghana",2011,,
"SE","Sweden","GH","Ghana",2011,,52817277.02
"SI","Slovenia","GH","Ghana",2011,,0
"SK","Slovakia","GH","Ghana",2011,,0
"TH","Thailand","GH","Ghana",2011,,
"TR","Turkey","GH","Ghana",2011,,0
"TW","Taiwan","GH","Ghana",2011,,
"US","USA","GH","Ghana",2011,,333732231.5
"AE","UAE","GH","Ghana",2012,,
"AT","Austria","GH","Ghana",2012,,0
"AU","Australia","GH","Ghana",2012,,1035000
"BE","Belgium","GH","Ghana",2012,,428021000
"BG","Bulgaria","GH","Ghana",2012,,
"CA","Canada","GH","Ghana",2012,,0
"CH","Switzerland","GH","Ghana",2012,,
"CL","Chile","GH","Ghana",2012,,0
"CY","Cyprus","GH","Ghana",2012,,
"CZ","Czech Republic","GH","Ghana",2012,,0
"DE","Germany","GH","Ghana",2012,,1285000
"DK","Denmark","GH","Ghana",2012,,2418000
"EE","Estonia","GH","Ghana",2012,,0
"ES","Spain","GH","Ghana",2012,,
"FI","Finland","GH","Ghana",2012,,1684000
"FR","France","GH","Ghana",2012,,
"GB","UK","GH","Ghana",2012,,161648000
"GR","Greece","GH","Ghana",2012,,39000
"HR","Croatia","GH","Ghana",2012,,
"HU","Hungary","GH","Ghana",2012,,0
"IE","Ireland","GH","Ghana",2012,,
"IL","Israel","GH","Ghana",2012,,0
"IS","Iceland","GH","Ghana",2012,,0
"IT","Italy","GH","Ghana",2012,,5553000
"JP","Japan","GH","Ghana",2012,,0
"KR","South Korea","GH","Ghana",2012,,15096000
"KW","Kuwait","GH","Ghana",2012,,
"LI","Liechtenstein","GH","Ghana",2012,,
"LT","Lithuania","GH","Ghana",2012,,
"LU","Luxembourg","GH","Ghana",2012,,416452000
"LV","Latvia","GH","Ghana",2012,,
"MT","Malta","GH","Ghana",2012,,
"MX","Mexico","GH","Ghana",2012,,0
"NL","Netherlands","GH","Ghana",2012,,
"NO","Norway","GH","Ghana",2012,,0
"NZ","New Zealand","GH","Ghana",2012,,0
"PL","Poland","GH","Ghana",2012,,0
"PT","Portugal","GH","Ghana",2012,,
"RO","Romania","GH","Ghana",2012,,
"RU","Russian Federation","GH","Ghana",2012,,
"SA","Saudi Arabia","GH","Ghana",2012,,
"SE","Sweden","GH","Ghana",2012,,66480000
"SI","Slovenia","GH","Ghana",2012,,0
"SK","Slovakia","GH","Ghana",2012,,0
"TH","Thailand","GH","Ghana",2012,,
"TR","Turkey","GH","Ghana",2012,,0
"TW","Taiwan","GH","Ghana",2012,,
"US","USA","GH","Ghana",2012,,4.61e+08
"AE","UAE","GD","Grenada",2000,,
"AT","Austria","GD","Grenada",2000,,0
"AU","Australia","GD","Grenada",2000,,0
"BE","Belgium","GD","Grenada",2000,,0
"BG","Bulgaria","GD","Grenada",2000,,
"CA","Canada","GD","Grenada",2000,,0
"CH","Switzerland","GD","Grenada",2000,,
"CL","Chile","GD","Grenada",2000,,0
"CY","Cyprus","GD","Grenada",2000,,
"CZ","Czech Republic","GD","Grenada",2000,,0
"DE","Germany","GD","Grenada",2000,,0
"DK","Denmark","GD","Grenada",2000,,0
"EE","Estonia","GD","Grenada",2000,,0
"ES","Spain","GD","Grenada",2000,,
"FI","Finland","GD","Grenada",2000,,0
"FR","France","GD","Grenada",2000,,0
"GB","UK","GD","Grenada",2000,,0
"GR","Greece","GD","Grenada",2000,,0
"HR","Croatia","GD","Grenada",2000,,
"HU","Hungary","GD","Grenada",2000,,0
"IE","Ireland","GD","Grenada",2000,,0
"IL","Israel","GD","Grenada",2000,,0
"IS","Iceland","GD","Grenada",2000,,0
"IT","Italy","GD","Grenada",2000,,0
"JP","Japan","GD","Grenada",2000,,0
"KR","South Korea","GD","Grenada",2000,,0
"KW","Kuwait","GD","Grenada",2000,,
"LI","Liechtenstein","GD","Grenada",2000,,
"LT","Lithuania","GD","Grenada",2000,,
"LU","Luxembourg","GD","Grenada",2000,,0
"LV","Latvia","GD","Grenada",2000,,
"MT","Malta","GD","Grenada",2000,,
"MX","Mexico","GD","Grenada",2000,,0
"NL","Netherlands","GD","Grenada",2000,,0
"NO","Norway","GD","Grenada",2000,,0
"NZ","New Zealand","GD","Grenada",2000,,0
"PL","Poland","GD","Grenada",2000,,0
"PT","Portugal","GD","Grenada",2000,,
"RO","Romania","GD","Grenada",2000,,
"RU","Russian Federation","GD","Grenada",2000,,
"SA","Saudi Arabia","GD","Grenada",2000,,
"SE","Sweden","GD","Grenada",2000,,
"SI","Slovenia","GD","Grenada",2000,,
"SK","Slovakia","GD","Grenada",2000,,0
"TH","Thailand","GD","Grenada",2000,,
"TR","Turkey","GD","Grenada",2000,,0
"TW","Taiwan","GD","Grenada",2000,,
"US","USA","GD","Grenada",2000,,0
"AE","UAE","GD","Grenada",2001,,
"AT","Austria","GD","Grenada",2001,,0
"AU","Australia","GD","Grenada",2001,,0
"BE","Belgium","GD","Grenada",2001,,0
"BG","Bulgaria","GD","Grenada",2001,,
"CA","Canada","GD","Grenada",2001,,0
"CH","Switzerland","GD","Grenada",2001,,
"CL","Chile","GD","Grenada",2001,,0
"CY","Cyprus","GD","Grenada",2001,,
"CZ","Czech Republic","GD","Grenada",2001,,0
"DE","Germany","GD","Grenada",2001,,0
"DK","Denmark","GD","Grenada",2001,,0
"EE","Estonia","GD","Grenada",2001,,0
"ES","Spain","GD","Grenada",2001,,
"FI","Finland","GD","Grenada",2001,,0
"FR","France","GD","Grenada",2001,,
"GB","UK","GD","Grenada",2001,,0
"GR","Greece","GD","Grenada",2001,,0
"HR","Croatia","GD","Grenada",2001,,
"HU","Hungary","GD","Grenada",2001,,0
"IE","Ireland","GD","Grenada",2001,,0
"IL","Israel","GD","Grenada",2001,,0
"IS","Iceland","GD","Grenada",2001,,0
"IT","Italy","GD","Grenada",2001,,0
"JP","Japan","GD","Grenada",2001,,0
"KR","South Korea","GD","Grenada",2001,,0
"KW","Kuwait","GD","Grenada",2001,,
"LI","Liechtenstein","GD","Grenada",2001,,
"LT","Lithuania","GD","Grenada",2001,,
"LU","Luxembourg","GD","Grenada",2001,,0
"LV","Latvia","GD","Grenada",2001,,
"MT","Malta","GD","Grenada",2001,,
"MX","Mexico","GD","Grenada",2001,,0
"NL","Netherlands","GD","Grenada",2001,,0
"NO","Norway","GD","Grenada",2001,,0
"NZ","New Zealand","GD","Grenada",2001,,0
"PL","Poland","GD","Grenada",2001,,0
"PT","Portugal","GD","Grenada",2001,,
"RO","Romania","GD","Grenada",2001,,
"RU","Russian Federation","GD","Grenada",2001,,
"SA","Saudi Arabia","GD","Grenada",2001,,
"SE","Sweden","GD","Grenada",2001,,0
"SI","Slovenia","GD","Grenada",2001,,
"SK","Slovakia","GD","Grenada",2001,,0
"TH","Thailand","GD","Grenada",2001,,
"TR","Turkey","GD","Grenada",2001,,0
"TW","Taiwan","GD","Grenada",2001,,
"US","USA","GD","Grenada",2001,,0
"AE","UAE","GD","Grenada",2002,,
"AT","Austria","GD","Grenada",2002,,0
"AU","Australia","GD","Grenada",2002,,0
"BE","Belgium","GD","Grenada",2002,,0
"BG","Bulgaria","GD","Grenada",2002,,
"CA","Canada","GD","Grenada",2002,,0
"CH","Switzerland","GD","Grenada",2002,,
"CL","Chile","GD","Grenada",2002,,0
"CY","Cyprus","GD","Grenada",2002,,
"CZ","Czech Republic","GD","Grenada",2002,,0
"DE","Germany","GD","Grenada",2002,,0
"DK","Denmark","GD","Grenada",2002,,0
"EE","Estonia","GD","Grenada",2002,,0
"ES","Spain","GD","Grenada",2002,,
"FI","Finland","GD","Grenada",2002,,0
"FR","France","GD","Grenada",2002,,0
"GB","UK","GD","Grenada",2002,,0
"GR","Greece","GD","Grenada",2002,,0
"HR","Croatia","GD","Grenada",2002,,
"HU","Hungary","GD","Grenada",2002,,0
"IE","Ireland","GD","Grenada",2002,,0
"IL","Israel","GD","Grenada",2002,,0
"IS","Iceland","GD","Grenada",2002,,0
"IT","Italy","GD","Grenada",2002,,0
"JP","Japan","GD","Grenada",2002,,0
"KR","South Korea","GD","Grenada",2002,,0
"KW","Kuwait","GD","Grenada",2002,,
"LI","Liechtenstein","GD","Grenada",2002,,
"LT","Lithuania","GD","Grenada",2002,,
