"id","estimate.1980","value.1980","estimate.1981","value.1981","estimate.1982","value.1982","estimate.1983","value.1983","estimate.1984","value.1984","estimate.1985","value.1985","estimate.1986","value.1986","estimate.1987","value.1987","estimate.1988","value.1988","estimate.1989","value.1989","estimate.1990","value.1990","estimate.1991","value.1991","estimate.1992","value.1992","estimate.1993","value.1993","estimate.1994","value.1994","estimate.1995","value.1995","estimate.1996","value.1996","estimate.1997","value.1997","estimate.1998","value.1998","estimate.1999","value.1999","estimate.2000","value.2000","estimate.2001","value.2001","estimate.2002","value.2002","estimate.2003","value.2003","estimate.2004","value.2004","estimate.2005","value.2005","estimate.2006","value.2006","estimate.2007","value.2007","estimate.2008","value.2008","estimate.2009","value.2009","estimate.2010","value.2010","estimate.2011","value.2011","estimate.2012","value.2012","estimate.2013","value.2013","estimate.2014","value.2014","estimate.2015","value.2015","estimate.2016","value.2016","estimate.2017","value.2017","estimate.2018","value.2018","estimate.2019","value.2019"
"FM",FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,2.22e+08,FALSE,2.19e+08,FALSE,2.07e+08,FALSE,2.2e+08,FALSE,2.21e+08,FALSE,2.33e+08,FALSE,2.4e+08,FALSE,2.42e+08,FALSE,2.45e+08,FALSE,2.4e+08,FALSE,2.5e+08,FALSE,2.53e+08,FALSE,2.56e+08,FALSE,2.62e+08,FALSE,2.77e+08,FALSE,2.94e+08,FALSE,3.1e+08,FALSE,3.26e+08,TRUE,3.33e+08,TRUE,3.39e+08,TRUE,3.45e+08,TRUE,3.52e+08,TRUE,3.6e+08,TRUE,3.68e+08,TRUE,3.76e+08
"GA",FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,1.788727e+12,FALSE,1.682348e+12,FALSE,1.633847e+12,FALSE,1.689676e+12,FALSE,2.568233e+12,FALSE,2.73202e+12,FALSE,3.215024e+12,FALSE,3.431691e+12,FALSE,2.919438e+12,FALSE,3.168887e+12,FALSE,3.982466e+12,FALSE,3.81326e+12,FALSE,3.831277e+12,FALSE,3.90535e+12,FALSE,4.22637e+12,FALSE,5.115104e+12,FALSE,5.523492e+12,FALSE,5.995012e+12,FALSE,7.024284e+12,FALSE,5.681106e+12,FALSE,7.215415e+12,FALSE,8.868682e+12,FALSE,9.111569e+12,FALSE,9.515008e+12,TRUE,9.907477e+12,TRUE,1.0227053e+13,TRUE,1.0724281e+13,TRUE,1.1268931e+13,TRUE,1.1895062e+13,TRUE,1.2584389e+13
"GB",FALSE,2.33184e+11,FALSE,2.5644e+11,FALSE,2.8125e+11,FALSE,3.07425e+11,FALSE,3.30026e+11,FALSE,3.61758e+11,FALSE,3.89149e+11,FALSE,4.29613e+11,FALSE,4.80406e+11,FALSE,5.28118e+11,FALSE,5.74074e+11,FALSE,6.04682e+11,FALSE,6.30328e+11,FALSE,6.64671e+11,FALSE,7.05691e+11,FALSE,7.482e+11,FALSE,7.96014e+11,FALSE,8.4542e+11,FALSE,8.92271e+11,FALSE,9.38383e+11,FALSE,9.87139e+11,FALSE,1.031732e+12,FALSE,1.081465e+12,FALSE,1.148524e+12,FALSE,1.212968e+12,FALSE,1.276743e+12,FALSE,1.349483e+12,FALSE,1.427889e+12,FALSE,1.46207e+12,FALSE,1.417359e+12,FALSE,1.485615e+12,FALSE,1.536937e+12,FALSE,1.558415e+12,FALSE,1.612828e+12,TRUE,1.699869e+12,TRUE,1.774107e+12,TRUE,1.848436e+12,TRUE,1.928589e+12,TRUE,2.014991e+12,TRUE,2.106312e+12
"GE",FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,6.013e+09,FALSE,6.647e+09,FALSE,7.455e+09,FALSE,8.564e+09,FALSE,9.824e+09,FALSE,1.1621e+10,FALSE,1.379e+10,FALSE,1.6994e+10,FALSE,1.9075e+10,FALSE,1.7986e+10,FALSE,2.0743e+10,FALSE,2.4344e+10,FALSE,2.6167e+10,FALSE,2.6825e+10,TRUE,2.9191e+10,TRUE,3.2186e+10,TRUE,3.5514e+10,TRUE,3.9139e+10,TRUE,4.3139e+10,TRUE,4.7545e+10
"GH",FALSE,7e+06,FALSE,6e+06,FALSE,1e+07,FALSE,1.1e+07,FALSE,2.9e+07,FALSE,4.4e+07,FALSE,6e+07,FALSE,1.03e+08,FALSE,1.46e+08,FALSE,2e+08,FALSE,2.88e+08,FALSE,4.09e+08,FALSE,4.92e+08,FALSE,5.76e+08,FALSE,7.51e+08,FALSE,1.008e+09,FALSE,1.501e+09,FALSE,2.173e+09,FALSE,2.755e+09,FALSE,3.377e+09,FALSE,4.012e+09,FALSE,5.326e+09,FALSE,7.514e+09,FALSE,9.695e+09,FALSE,1.3094e+10,FALSE,1.5777e+10,FALSE,1.8705e+10,FALSE,2.3154e+10,FALSE,3.0179e+10,FALSE,3.6598e+10,FALSE,4.6042e+10,FALSE,5.9816e+10,FALSE,7.4959e+10,FALSE,9.3461e+10,TRUE,1.1712e+11,TRUE,1.4328e+11,TRUE,1.73983e+11,TRUE,2.07009e+11,TRUE,2.41984e+11,TRUE,2.70723e+11
"GN",FALSE,,FALSE,1.3859e+11,FALSE,1.82939e+11,FALSE,2.3965e+11,FALSE,3.04355e+11,FALSE,3.80292e+11,FALSE,6.653e+11,FALSE,8.746e+11,FALSE,1.1311e+12,FALSE,1.4389e+12,FALSE,1.7605e+12,FALSE,2.272926e+12,FALSE,2.962732e+12,FALSE,3.133145e+12,FALSE,3.304052e+12,FALSE,3.661987e+12,FALSE,3.884508e+12,FALSE,4.144384e+12,FALSE,4.438217e+12,FALSE,4.802188e+12,FALSE,5.436893e+12,FALSE,5.919671e+12,FALSE,6.340315e+12,FALSE,6.84095e+12,FALSE,8.157718e+12,FALSE,1.0703668e+13,FALSE,1.5094205e+13,FALSE,1.7354234e+13,FALSE,2.078043e+13,FALSE,2.2132627e+13,FALSE,2.7118423e+13,FALSE,3.3739492e+13,TRUE,3.9590739e+13,TRUE,4.3048165e+13,TRUE,4.7387699e+13,TRUE,5.2187055e+13,TRUE,5.8807496e+13,TRUE,6.6785576e+13,TRUE,7.4329844e+13,TRUE,8.2144147e+13
"GM",FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,7.768e+09,FALSE,9.462e+09,FALSE,1.0629e+10,FALSE,1.447e+10,FALSE,1.7381e+10,FALSE,1.7836e+10,FALSE,1.8385e+10,FALSE,1.9871e+10,FALSE,2.1433e+10,FALSE,2.3997e+10,FALSE,2.6662e+10,FALSE,2.6465e+10,FALSE,2.9108e+10,FALSE,3.2676e+10,TRUE,3.6865e+10,TRUE,4.1295e+10,TRUE,4.5686e+10,TRUE,5.0548e+10,TRUE,5.593e+10,TRUE,6.1885e+10
"GW",FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,2.63555e+11,FALSE,2.87555e+11,FALSE,2.89838e+11,FALSE,2.76877e+11,FALSE,2.80577e+11,FALSE,3.09514e+11,FALSE,3.09462e+11,FALSE,3.33381e+11,FALSE,3.86952e+11,FALSE,3.8993e+11,FALSE,4.19743e+11,FALSE,5.20776e+11,TRUE,4.89523e+11,TRUE,4.75945e+11,TRUE,5.03771e+11,TRUE,5.37178e+11,TRUE,5.69388e+11,TRUE,6.0431e+11,TRUE,6.41592e+11,TRUE,6.81198e+11
"GQ",FALSE,5.603e+09,FALSE,6.782e+09,FALSE,9.732e+09,FALSE,1.2749e+10,FALSE,1.6179e+10,FALSE,2.7908e+10,FALSE,2.646e+10,FALSE,2.8054e+10,FALSE,2.9944e+10,FALSE,2.8158e+10,FALSE,3.0526e+10,FALSE,3.1287e+10,FALSE,3.5656e+10,FALSE,3.8524e+10,FALSE,5.5969e+10,FALSE,7.0806e+10,FALSE,1.18917e+11,FALSE,2.58179e+11,FALSE,2.18688e+11,FALSE,3.82422e+11,FALSE,7.44726e+11,FALSE,1.071071e+12,FALSE,1.259278e+12,FALSE,1.444135e+12,FALSE,2.33014e+12,FALSE,3.64789e+12,FALSE,4.225989e+12,FALSE,4.889108e+12,FALSE,6.914015e+12,FALSE,4.421949e+12,FALSE,5.736761e+12,FALSE,7.420452e+12,FALSE,8.423182e+12,FALSE,7.706093e+12,TRUE,7.456008e+12,TRUE,6.761259e+12,TRUE,6.778141e+12,TRUE,6.366302e+12,TRUE,5.871755e+12,TRUE,5.378932e+12
"GR",FALSE,6.69e+09,FALSE,8.009e+09,FALSE,1.0073e+10,FALSE,1.2018e+10,FALSE,1.4947e+10,FALSE,1.8238e+10,FALSE,2.1793e+10,FALSE,2.455e+10,FALSE,2.9873e+10,FALSE,3.5504e+10,FALSE,4.2851e+10,FALSE,5.2921e+10,FALSE,6.1178e+10,FALSE,6.8885e+10,FALSE,7.8119e+10,FALSE,8.9555e+10,FALSE,9.8397e+10,FALSE,1.08886e+11,FALSE,1.18398e+11,FALSE,1.26155e+11,FALSE,1.36282e+11,FALSE,1.46428e+11,FALSE,1.56614e+11,FALSE,1.72432e+11,FALSE,1.85266e+11,FALSE,1.9305e+11,FALSE,2.08622e+11,FALSE,2.2316e+11,FALSE,2.33198e+11,FALSE,2.31081e+11,FALSE,2.22152e+11,FALSE,2.08532e+11,FALSE,1.93347e+11,FALSE,1.82054e+11,TRUE,1.81911e+11,TRUE,1.87877e+11,TRUE,1.97064e+11,TRUE,2.06568e+11,TRUE,2.16413e+11,TRUE,2.28181e+11
"GD",FALSE,2.73e+08,FALSE,2.87e+08,FALSE,3.11e+08,FALSE,3.31e+08,FALSE,3.6e+08,FALSE,4.19e+08,FALSE,4.71e+08,FALSE,5.47e+08,FALSE,6.03e+08,FALSE,6.96e+08,FALSE,7.23e+08,FALSE,7.9e+08,FALSE,8.2e+08,FALSE,8.17e+08,FALSE,8.6e+08,FALSE,9.06e+08,FALSE,9.75e+08,FALSE,1.049e+09,FALSE,1.201e+09,FALSE,1.3e+09,FALSE,1.404e+09,FALSE,1.405e+09,FALSE,1.459e+09,FALSE,1.596e+09,FALSE,1.618e+09,FALSE,1.877e+09,FALSE,1.886e+09,FALSE,2.048e+09,FALSE,2.23e+09,FALSE,2.082e+09,FALSE,2.082e+09,FALSE,2.102e+09,FALSE,2.164e+09,FALSE,2.197e+09,TRUE,2.265e+09,TRUE,2.338e+09,TRUE,2.437e+09,TRUE,2.55e+09,TRUE,2.682e+09,TRUE,2.824e+09
"GT",FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,1.33427e+11,FALSE,1.46978e+11,FALSE,1.62507e+11,FALSE,1.74044e+11,FALSE,1.9044e+11,FALSE,2.07729e+11,FALSE,2.29836e+11,FALSE,2.6176e+11,FALSE,2.95872e+11,FALSE,3.07967e+11,FALSE,3.33093e+11,FALSE,3.71012e+11,FALSE,3.94723e+11,FALSE,4.2267e+11,TRUE,4.59807e+11,TRUE,4.99556e+11,TRUE,5.40898e+11,TRUE,5.84578e+11,TRUE,6.30717e+11,TRUE,6.80267e+11
"GY",FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,2.5432e+10,FALSE,6.1414e+10,FALSE,7.4629e+10,FALSE,9.2603e+10,FALSE,1.19447e+11,FALSE,1.40538e+11,FALSE,1.57195e+11,FALSE,1.69422e+11,FALSE,1.70538e+11,FALSE,1.96544e+11,FALSE,2.05127e+11,FALSE,2.10977e+11,FALSE,2.21117e+11,FALSE,2.31085e+11,FALSE,2.48141e+11,FALSE,2.6225e+11,FALSE,2.91964e+11,FALSE,3.52151e+11,FALSE,3.91506e+11,FALSE,4.13114e+11,FALSE,4.60072e+11,FALSE,5.25671e+11,FALSE,5.82656e+11,TRUE,6.1413e+11,TRUE,6.70216e+11,TRUE,7.21636e+11,TRUE,7.82577e+11,TRUE,8.47886e+11,TRUE,9.14594e+11,TRUE,9.79118e+11
"HK",FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,6.6423e+11,FALSE,7.71842e+11,FALSE,8.96486e+11,FALSE,1.03169e+12,FALSE,1.144527e+12,FALSE,1.219175e+12,FALSE,1.356924e+12,FALSE,1.463585e+12,FALSE,1.36624e+12,FALSE,1.379909e+12,FALSE,1.405766e+12,FALSE,1.379295e+12,FALSE,1.361354e+12,FALSE,1.3314e+12,FALSE,1.399742e+12,FALSE,1.515233e+12,FALSE,1.613332e+12,FALSE,1.776024e+12,FALSE,1.767889e+12,FALSE,1.781259e+12,FALSE,1.905437e+12,FALSE,2.037244e+12,TRUE,2.161257e+12,TRUE,2.306966e+12,TRUE,2.46149e+12,TRUE,2.629035e+12,TRUE,2.815617e+12,TRUE,3.014052e+12,TRUE,3.227244e+12
"HN",FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,1.06654e+11,FALSE,1.18416e+11,FALSE,1.29167e+11,FALSE,1.42818e+11,FALSE,1.61508e+11,FALSE,1.83747e+11,FALSE,2.06288e+11,FALSE,2.33567e+11,FALSE,2.62417e+11,FALSE,2.75632e+11,FALSE,2.99286e+11,FALSE,3.35028e+11,FALSE,3.62044e+11,FALSE,3.7763e+11,TRUE,4.08422e+11,TRUE,4.44172e+11,TRUE,4.79107e+11,TRUE,5.14757e+11,TRUE,5.52253e+11,TRUE,5.92481e+11
"HR",FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,3.183e+09,FALSE,4.5869e+10,FALSE,1.02833e+11,FALSE,1.15699e+11,FALSE,1.27052e+11,FALSE,1.2381e+11,FALSE,1.37603e+11,FALSE,1.41579e+11,FALSE,1.78117e+11,FALSE,1.92289e+11,FALSE,2.08796e+11,FALSE,2.28932e+11,FALSE,2.47427e+11,FALSE,2.66652e+11,FALSE,2.91044e+11,FALSE,3.18309e+11,FALSE,3.43412e+11,FALSE,3.28672e+11,FALSE,3.23806e+11,FALSE,3.28737e+11,FALSE,3.27022e+11,FALSE,3.2685e+11,TRUE,3.22476e+11,TRUE,3.26681e+11,TRUE,3.3556e+11,TRUE,3.49596e+11,TRUE,3.6622e+11,TRUE,3.82883e+11
"HT",FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,4.0729e+10,FALSE,4.6647e+10,FALSE,5.4006e+10,FALSE,6.2997e+10,FALSE,6.9254e+10,FALSE,7.758e+10,FALSE,8.57e+10,FALSE,9.4028e+10,FALSE,1.19758e+11,FALSE,1.40387e+11,FALSE,1.68035e+11,FALSE,1.97138e+11,FALSE,2.2011e+11,FALSE,2.5059e+11,FALSE,2.6788e+11,FALSE,2.66952e+11,FALSE,3.02854e+11,FALSE,3.28061e+11,FALSE,3.64811e+11,TRUE,3.98346e+11,TRUE,4.3787e+11,TRUE,4.82661e+11,TRUE,5.32016e+11,TRUE,5.86414e+11,TRUE,6.46384e+11
"HU",FALSE,7.35645e+11,FALSE,7.9572e+11,FALSE,8.65056e+11,FALSE,9.14535e+11,FALSE,9.98288e+11,FALSE,1.054609e+12,FALSE,1.110869e+12,FALSE,1.251227e+12,FALSE,1.469558e+12,FALSE,1.757752e+12,FALSE,2.131661e+12,FALSE,2.548957e+12,FALSE,3.002312e+12,FALSE,3.62018e+12,FALSE,4.45328e+12,FALSE,5.727829e+12,FALSE,7.011167e+12,FALSE,8.691899e+12,FALSE,1.0280904e+13,FALSE,1.1443475e+13,FALSE,1.3089047e+13,FALSE,1.5103898e+13,FALSE,1.7119415e+13,FALSE,1.8738214e+13,FALSE,2.0665018e+13,FALSE,2.2018283e+13,FALSE,2.367504e+13,FALSE,2.4989917e+13,FALSE,2.6543305e+13,FALSE,2.562648e+13,FALSE,2.6513032e+13,FALSE,2.7635435e+13,FALSE,2.8048068e+13,FALSE,2.907781e+13,TRUE,3.0280585e+13,TRUE,3.1534625e+13,TRUE,3.2871064e+13,TRUE,3.427001e+13,TRUE,3.5696258e+13,TRUE,3.7181404e+13
"ID",FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,3.2977583e+14,FALSE,3.822196e+14,FALSE,4.545141e+14,FALSE,5.32568e+14,FALSE,6.276954e+14,FALSE,9.557539e+14,FALSE,1.0997316e+15,FALSE,1.3897699e+15,FALSE,1.646322e+15,FALSE,1.8218334e+15,FALSE,2.0136746e+15,FALSE,2.2958262e+15,FALSE,2.7742811e+15,FALSE,3.3392168e+15,FALSE,3.9508932e+15,FALSE,4.948688397e+15,FALSE,5.606203366e+15,FALSE,6.4468519e+15,FALSE,7.4191871e+15,FALSE,8.2294394e+15,FALSE,9.083972273e+15,TRUE,1.0068556344e+16,TRUE,1.1338089712e+16,TRUE,1.2724617454e+16,TRUE,1.4229939699e+16,TRUE,1.5875632225e+16,TRUE,1.7669578666e+16
"IO",FALSE,1.426468e+12,FALSE,1.695871e+12,FALSE,1.918082e+12,FALSE,2.290214e+12,FALSE,2.566109e+12,FALSE,2.895239e+12,FALSE,3.239491e+12,FALSE,3.682107e+12,FALSE,4.368927e+12,FALSE,5.019282e+12,FALSE,5.862124e+12,FALSE,6.738745e+12,FALSE,7.74545e+12,FALSE,8.913546e+12,FALSE,1.0455905e+13,FALSE,1.2267249e+13,FALSE,1.4192768e+13,FALSE,1.5723936e+13,FALSE,1.8033777e+13,FALSE,2.0231296e+13,FALSE,2.1774127e+13,FALSE,2.3558452e+13,FALSE,2.5363266e+13,FALSE,2.8415026e+13,FALSE,3.2422104e+13,FALSE,3.6933688e+13,FALSE,4.2947059e+13,FALSE,4.9870896e+13,FALSE,5.63006e+13,FALSE,6.47783e+13,FALSE,7.78412e+13,FALSE,9.00972e+13,FALSE,1.011328e+14,FALSE,1.135507e+14,TRUE,1.28726891e+14,TRUE,1.45417387e+14,TRUE,1.64361052e+14,TRUE,1.84818866e+14,TRUE,2.08136732e+14,TRUE,2.34409122e+14
"IE",FALSE,1.3185e+10,FALSE,1.5999e+10,FALSE,1.8979e+10,FALSE,2.0919e+10,FALSE,2.3167e+10,FALSE,2.5166e+10,FALSE,2.6807e+10,FALSE,2.8649e+10,FALSE,3.0605e+10,FALSE,3.3949e+10,FALSE,3.6809e+10,FALSE,3.8299e+10,FALSE,4.0793e+10,FALSE,4.3935e+10,FALSE,4.7223e+10,FALSE,5.4704e+10,FALSE,6.0072e+10,FALSE,6.9232e+10,FALSE,8.0084e+10,FALSE,9.2491e+10,FALSE,1.07799e+11,FALSE,1.21199e+11,FALSE,1.35179e+11,FALSE,1.4484e+11,FALSE,1.5547e+11,FALSE,1.69153e+11,FALSE,1.83759e+11,FALSE,1.96749e+11,FALSE,1.8687e+11,FALSE,1.68114e+11,FALSE,1.64928e+11,FALSE,1.71042e+11,FALSE,1.72755e+11,FALSE,1.74791e+11,TRUE,1.81485e+11,TRUE,1.88042e+11,TRUE,1.94234e+11,TRUE,2.0114e+11,TRUE,2.08834e+11,TRUE,2.16427e+11
"IR",FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,3.531493e+13,FALSE,4.9771111e+13,FALSE,6.6454936e+13,FALSE,1.00047192e+14,FALSE,1.30564476e+14,FALSE,1.85927978e+14,FALSE,2.48347939e+14,FALSE,2.92677799e+14,FALSE,3.29134025e+14,FALSE,4.36625008e+14,FALSE,5.80473336e+14,FALSE,6.717361e+14,FALSE,9.23276e+14,FALSE,1.138233e+15,FALSE,1.46899e+15,FALSE,1.831739e+15,FALSE,2.224093e+15,FALSE,2.853863e+15,FALSE,3.356447e+15,FALSE,3.577398e+15,FALSE,4.333088e+15,FALSE,6.121004178e+15,FALSE,6.79317e+15,FALSE,9.093024936e+15,TRUE,1.0774571991e+16,TRUE,1.3077141808e+16,TRUE,1.5930944171e+16,TRUE,1.9415877382e+16,TRUE,2.3675690373e+16,TRUE,2.8909755323e+16
"IQ",FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,5.3235359e+13,FALSE,7.3533599e+13,FALSE,9.5587955e+13,FALSE,1.11455813e+14,FALSE,1.57026062e+14,FALSE,1.30642187e+14,FALSE,1.62064566e+14,FALSE,2.17327107e+14,FALSE,2.51907662e+14,FALSE,2.67395614e+14,TRUE,2.70766021e+14,TRUE,2.79846869e+14,TRUE,3.03945514e+14,TRUE,3.26534293e+14,TRUE,3.5542543e+14,TRUE,3.92003288e+14
"IS",FALSE,1.5982e+10,FALSE,2.486e+10,FALSE,3.902e+10,FALSE,6.7696e+10,FALSE,8.944e+10,FALSE,1.22026e+11,FALSE,1.61561e+11,FALSE,2.10347e+11,FALSE,2.5878e+11,FALSE,3.1878e+11,FALSE,3.71437e+11,FALSE,4.0161e+11,FALSE,4.01445e+11,FALSE,4.14168e+11,FALSE,4.40286e+11,FALSE,4.54013e+11,FALSE,4.87509e+11,FALSE,5.26322e+11,FALSE,5.88367e+11,FALSE,6.32399e+11,FALSE,6.83747e+11,FALSE,7.71894e+11,FALSE,8.1645e+11,FALSE,8.4149e+11,FALSE,9.3014e+11,FALSE,1.02574e+12,FALSE,1.168601e+12,FALSE,1.30853e+12,FALSE,1.480347e+12,FALSE,1.497934e+12,FALSE,1.535932e+12,FALSE,1.628319e+12,FALSE,1.699401e+12,FALSE,1.786244e+12,TRUE,1.880502e+12,TRUE,1.990659e+12,TRUE,2.118098e+12,TRUE,2.273221e+12,TRUE,2.429669e+12,TRUE,2.59251e+12
"IL",FALSE,1.21e+08,FALSE,2.86e+08,FALSE,6.5e+08,FALSE,1.68e+09,FALSE,8.293e+09,FALSE,3.099e+10,FALSE,4.8151e+10,FALSE,6.1639e+10,FALSE,7.6562e+10,FALSE,9.3367e+10,FALSE,1.15909e+11,FALSE,1.48631e+11,FALSE,1.792e+11,FALSE,2.07278e+11,FALSE,2.51741e+11,FALSE,2.99081e+11,FALSE,3.48408e+11,FALSE,3.91042e+11,FALSE,4.36984e+11,FALSE,4.81351e+11,FALSE,5.35966e+11,FALSE,5.45045e+11,FALSE,5.6795e+11,FALSE,5.7139e+11,FALSE,6.00682e+11,FALSE,6.33762e+11,FALSE,6.78312e+11,FALSE,7.25796e+11,FALSE,7.67547e+11,FALSE,8.11936e+11,FALSE,8.70843e+11,FALSE,9.24618e+11,FALSE,9.91762e+11,TRUE,1.049108e+12,TRUE,1.087833e+12,TRUE,1.141963e+12,TRUE,1.19941e+12,TRUE,1.261676e+12,TRUE,1.329158e+12,TRUE,1.398073e+12
"IT",FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,5.89253e+11,FALSE,6.46974e+11,FALSE,7.0425e+11,FALSE,7.69298e+11,FALSE,8.09602e+11,FALSE,8.33889e+11,FALSE,8.82002e+11,FALSE,9.52158e+11,FALSE,1.009158e+12,FALSE,1.054336e+12,FALSE,1.098082e+12,FALSE,1.133998e+12,FALSE,1.198292e+12,FALSE,1.255738e+12,FALSE,1.301874e+12,FALSE,1.341851e+12,FALSE,1.397727e+12,FALSE,1.43638e+12,FALSE,1.493031e+12,FALSE,1.554199e+12,FALSE,1.575144e+12,FALSE,1.519695e+12,FALSE,1.551886e+12,FALSE,1.579947e+12,FALSE,1.566912e+12,FALSE,1.560024e+12,TRUE,1.572008e+12,TRUE,1.602484e+12,TRUE,1.646043e+12,TRUE,1.690784e+12,TRUE,1.733653e+12,TRUE,1.779886e+12
"JM",FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,3.8145e+10,FALSE,6.3773e+10,FALSE,1.09064e+11,FALSE,1.48942e+11,FALSE,1.94929e+11,FALSE,2.41814e+11,FALSE,2.78045e+11,FALSE,3.04539e+11,FALSE,3.26076e+11,FALSE,3.59002e+11,FALSE,3.95007e+11,FALSE,4.33275e+11,FALSE,4.85802e+11,FALSE,5.69061e+11,FALSE,6.39911e+11,FALSE,7.17083e+11,FALSE,8.10679e+11,FALSE,9.14404e+11,FALSE,1.012248e+12,FALSE,1.090529e+12,FALSE,1.1731e+12,FALSE,1.261482e+12,FALSE,1.340292e+12,FALSE,1.459753e+12,FALSE,1.597154e+12,TRUE,1.758611e+12,TRUE,1.936687e+12,TRUE,2.129024e+12,TRUE,2.334097e+12,TRUE,2.546937e+12
"JO",FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,1.971e+09,FALSE,2.241e+09,FALSE,2.287e+09,FALSE,2.35e+09,FALSE,2.426e+09,FALSE,2.761e+09,FALSE,2.958e+09,FALSE,3.65e+09,FALSE,3.884e+09,FALSE,4.358e+09,FALSE,4.715e+09,FALSE,4.912e+09,FALSE,5.138e+09,FALSE,5.61e+09,FALSE,5.778e+09,FALSE,5.999e+09,FALSE,6.363e+09,FALSE,6.794e+09,FALSE,7.229e+09,FALSE,8.091e+09,FALSE,8.925e+09,FALSE,1.0675e+10,FALSE,1.2131e+10,FALSE,1.5593e+10,FALSE,1.6912e+10,FALSE,1.8762e+10,FALSE,2.0477e+10,FALSE,2.1966e+10,FALSE,2.4005e+10,TRUE,2.5914e+10,TRUE,2.7893e+10,TRUE,2.9971e+10,TRUE,3.22e+10,TRUE,3.4511e+10,TRUE,3.6885e+10
"JP",FALSE,2.46464497e+14,FALSE,2.64966289e+14,FALSE,2.78178969e+14,FALSE,2.89314592e+14,FALSE,3.0749871e+14,FALSE,3.30260575e+14,FALSE,3.45644497e+14,FALSE,3.59458423e+14,FALSE,3.86427787e+14,FALSE,4.16245859e+14,FALSE,4.49392298e+14,FALSE,4.76430981e+14,FALSE,4.87961514e+14,FALSE,4.90934248e+14,FALSE,4.957435e+14,FALSE,5.017069e+14,FALSE,5.119348e+14,FALSE,5.231983e+14,FALSE,5.124386e+14,FALSE,5.049031e+14,FALSE,5.0986e+14,FALSE,5.055433e+14,FALSE,4.99147e+14,FALSE,4.988547e+14,FALSE,5.037254e+14,FALSE,5.03903e+14,FALSE,5.06687e+14,FALSE,5.129752e+14,FALSE,5.012093e+14,FALSE,4.711386e+14,FALSE,4.823844e+14,FALSE,4.713108e+14,FALSE,4.737843e+14,TRUE,4.780753e+14,TRUE,4.88609539e+14,TRUE,4.9957408e+14,TRUE,5.1262462e+14,TRUE,5.23658157e+14,TRUE,5.36255153e+14,TRUE,5.48713807e+14
