"district_id","2013","2014","2015","2016","2017"
"d18974",84.5643614069396,93.3989974043354,91.4113065174627,88.0803124055763,85.9534407778257
"d18975",87.7759132567445,94.9768633309737,93.9280353749063,92.3092546659868,90.8108839621685
"d18987",92.2989891771992,92.8463525977949,91.2514080690805,90.6565950532957,89.340530982773
"d18988",85.0978625419232,93.6941093908154,91.8062564426011,92.6375079751327,83.6704239023605
"d18976",74.8713149274684,95.1173395854047,92.5772381821188,94.2629392693259,89.6493799007495
"d18955",81.0309224455655,89.564131531482,85.0308952184712,81.8270397246028,81.1756824300766
"d18965",89.5966116190515,92.6886001891312,90.8954333224557,91.4584266668963,88.086877264033
"d18968",70.2078838316381,96.4796594624254,93.453206109392,94.5227747280281,91.1371948418587
"d18956",87.5482510247125,95.0418307894623,94.2205783278065,94.3505179145669,92.2640473352093
"d18991",81.4829904257486,82.8454697059926,84.7469844898479,85.4250802485492,85.3579014751224
"d18989",85.3638634680325,93.6912704655224,86.9723416809268,88.4596024261687,87.1883092315984
"d18977",82.7316486161252,90.0362605236977,88.2499485988566,86.1246975583052,87.5687780406614
"d18943",73.8326798716839,74.7326229565005,70.3757550321014,72.96112254998,79.2098216892164
"d18949",86.5731462925852,92.0968059660566,89.2208755562907,89.7434965742111,89.3280602270143
"d18944",85.456039441249,90.5620550625237,85.3656478610983,89.6145992996067,87.4708374657635
"d18969",85.9051861279033,95.1971391355747,89.0198068716219,88.737686778882,84.9503546251639
"d18970",77.5285254411542,84.1243031358881,78.7054694979398,78.255713031585,80.505483236145
"d18957",48.7558070005979,94.7271808299213,91.5976051718184,91.0773541664863,90.393402230423
"d18950",88.3286781732674,93.4902750685481,91.7125924548868,90.490759906197,91.1323207686704
"d18978",81.1214225452658,88.050889486237,83.926644695107,84.5138914689386,85.7479612089318
"d18951",91.7543430389038,96.4148535748556,90.7463350432599,90.7044010136555,91.4890574837435
"d18958",74.9658244035807,81.5165026248378,80.2947926650576,78.7418141584837,79.095516821813
"d18959",88.9949636941,95.6631494577573,93.5356845267789,93.7049212033164,89.3310647472796
"d18966",95.3702098144616,98.7368559840666,96.9231797804716,96.2017859348682,95.4119648618951
"d18960",92.2576416033407,97.5866128827293,96.2925833111812,95.6469493057494,93.5786224148209
"d18961",89.5778870587375,91.1591493193699,86.5007014165944,85.237620435251,85.3046562022072
"d18971",85.4938762525847,90.3287826201743,90.4491159287199,91.8477764702204,89.1082258287534
"d18952",64.957159206904,65.5487034459904,70.3778306218343,58.8519096390536,67.8173349891035
"d18946",82.5501651003302,87.981527375489,86.9869141117285,86.5457875403226,87.116266697248
"d18964",47.761494180639,49.6615643446579,51.6240769818554,54.9227763272747,58.495571034466
"d18979",69.7050938337802,76.9457346579754,72.8724769824703,79.1424786032204,74.1421106119439
"d18980",86.6465316631183,92.9822437622713,93.0375500575243,92.4495771315524,90.1745639044001
"d18981",68.6764809466789,73.6707945696401,73.3829604936637,76.0665574437936,70.7450184969822
"d18962",91.0818945034057,75.4254814312388,92.8581967448676,95.0309416414928,90.0518025979858
"d18972",88.9574190487487,96.6417090467524,94.4263005976423,92.17424058729,90.3998659913952
"d18947",87.9856952289047,92.9887702027129,91.5582412341302,90.4690986836837,84.5032157077807
"d18948",74.2375188171489,85.3333321375512,78.2474755010385,80.1125694693288,77.42182566508
"d18982",86.4390438511919,93.0838576009131,93.4993919829356,92.7315081760678,89.4725123744451
"d18973",89.8494414764449,96.2795784843309,94.1064558393814,91.7508164585135,90.3499284063736
"d18953",87.8509462279,92.0447725307922,89.8451743602851,92.127912172852,89.361895978896
"d18954",92.459748126893,99.1256574544633,97.2471463271441,95.1766041110896,94.2034885838062
"d18983",90.3585034678128,92.9015630677689,90.7919185974398,92.0405999661288,89.9920422856227
"d18984",95.5370547290842,98.2973848982973,97.0158735182913,96.3195313309555,90.7024421521221
"d18985",82.7472072817542,83.4723941886923,85.8824717486693,87.2795734807739,82.8464326730384
"d18990",89.7349613819184,96.0438102293461,93.7834357713929,93.1490230606229,90.3146127598412
"d18967",92.6816472851272,98.0104103340093,96.7951529833838,96.1359661914556,93.0808516321476
"d18986",86.5636919414613,97.126583710976,94.9191786692185,95.4130160327536,91.4418673384473
