"district_id","2014"
"d18974",22.9
"d18975",31.1
"d18987",48.4
"d18988",42.3
"d18976",25.9
"d18955",25
"d18965",46.5
"d18968",34.9
"d18956",30.2
"d18991",31.9
"d18989",42.4
"d18977",32.5
"d18943",32
"d18949",42.1
"d18944",30
"d18969",31.1
"d18970",34.4
"d18957",29.1
"d18950",38.7
"d18978",31
"d18951",25.3
"d18958",28.7
"d18959",30.4
"d18966",68.2
"d18960",37.4
"d18961",30.6
"d18971",40.6
"d18952",36.5
"d18946",30.4
"d18964",36.2
"d18979",37.8
"d18980",29.8
"d18981",39.2
"d18962",21.2
"d18972",28.4
"d18947",32.1
"d18948",25
"d18982",41.5
"d18973",35.9
"d18953",28.1
"d18954",36.6
"d18983",43.4
"d18984",71.7
"d18985",30.9
"d18990",34.6
"d18967",48.5
"d18986",37.2
