"district_id","district_name","year","value"
"d18974","Baringo",2014,151
"d18975","Bomet",2014,174
"d18987","Bungoma",2014,126
"d18988","Busia",2014,68
"d18976","Elgeyo-Marakwet",2014,191
"d18955","Embu",2014,165
"d18965","Garissa",2014,281
"d18968","Homa Bay",2014,122
"d18956","Isiolo",2014,126
"d18991","Kajiado",2014,127
"d18989","Kakamega",2014,166
"d18977","Kericho",2014,195
"d18943","Kiambu",2014,111
"d18949","Kilifi",2014,141
"d18944","Kirinyaga",2014,104
"d18969","Kisii",2014,171
"d18970","Kisumu",2014,102
"d18957","Kitui",2014,90
"d18950","Kwale",2014,102
"d18978","Laikipia",2014,113
"d18951","Lamu",2014,113
"d18958","Machakos",2014,136
"d18959","Makueni",2014,114
"d18966","Mandera",2014,284
"d18960","Marsabit",2014,123
"d18961","Meru",2014,173
"d18971","Migori",2014,116
"d18952","Mombasa",2014,178
"d18946","Murang'a",2014,169
"d18964","Nairobi",2014,158
"d18979","Nakuru",2014,166
"d18980","Nandi",2014,134
"d18981","Narok",2014,229
"d18962","Nithi",2014,196
"d18972","Nyamira",2014,149
"d18947","Nyandarua",2014,112
"d18948","Nyeri",2014,144
"d18982","Samburu",2014,140
"d18973","Siaya",2014,94
"d18953","Taita Taveta",2014,99
"d18954","Tana River",2014,111
"d18983","Trans-Nzoia",2014,121
"d18984","Turkana",2014,538
"d18985","Uasin Gishu",2014,216
"d18990","Vihiga",2014,129
"d18967","Wajir",2014,159
"d18986","West Pokot",2014,35
