"district_id","2014"
"d18974",151
"d18975",174
"d18987",126
"d18988",68
"d18976",191
"d18955",165
"d18965",281
"d18968",122
"d18956",126
"d18991",127
"d18989",166
"d18977",195
"d18943",111
"d18949",141
"d18944",104
"d18969",171
"d18970",102
"d18957",90
"d18950",102
"d18978",113
"d18951",113
"d18958",136
"d18959",114
"d18966",284
"d18960",123
"d18961",173
"d18971",116
"d18952",178
"d18946",169
"d18964",158
"d18979",166
"d18980",134
"d18981",229
"d18962",196
"d18972",149
"d18947",112
"d18948",144
"d18982",140
"d18973",94
"d18953",99
"d18954",111
"d18983",121
"d18984",538
"d18985",216
"d18990",129
"d18967",159
"d18986",35
