"district_id","2015","2016","2017","2018"
"d18974",7.77510754367835,6.65468009503944,5.97788044239115,6.96838928561131
"d18975",7.90747311608684,6.45983825260754,8.83828528441903,7.1562970523146
"d18987",9.14378725470849,8.74491539556591,7.73008514604956,7.29391399459135
"d18988",6.10131973437194,6.53809041593786,6.17965110347876,4.84191968927974
"d18976",8.02904625557163,7.61905087691092,7.64475317049547,6.94067608283333
"d18955",1.20621012827323,7.94734620953863,5.88481446304454,5.76327433628319
"d18965",2.94108729268367,1.9904069412196,1.88109777497017,3.6226816451309
"d18968",4.61308819100189,4.36357278016976,3.56246601698105,2.59664288532288
"d18956",,1.89056473574606,2.0755440788306,1.42580742094434
"d18991",3.96599191712405,4.85161516239167,4.8781981505005,5.02871110562273
"d18989",5.76456902297093,4.51095065289413,3.64477294857042,2.4162786065877
"d18977",6.1076174101553,4.99447252053064,5.4045030085525,5.16870341965869
"d18943",5.59954551106619,4.43798274906351,4.20456973409042,0.538782310643216
"d18949",5.67764423428441,6.68940746408229,5.71679099311581,4.05122462409073
"d18944",1.92939876229619,6.29892164084482,7.44247710505184,5.34695987076991
"d18969",4.96674206864486,4.50390658452176,4.84170902410711,5.5765014016111
"d18970",1.82717558948992,2.91469271583027,5.11666678853733,2.4789476151046
"d18957",,,,
"d18950",8.94904259406524,5.97610523213021,4.61331081023436,3.81082775380347
"d18978",3.06566759100832,2.16343024245641,0.991368513117058,2.11736388300674
"d18951",5.46350384093464,4.36287148866875,1.77772427215634,2.38671706315897
"d18958",5.54932988584913,,,
"d18959",5.73868652099828,5.59814739136357,9.10293179833926,7.60187913493078
"d18966",4.58903562844244,4.00797281537949,4.56244269119688,4.54437738286476
"d18960",4.51236799044654,5.13236313761447,4.58471804073604,4.71233285523307
"d18961",5.66040451335585,5.22123266940994,5.82487619905945,4.66737937088902
"d18971",2.98367711121608,,7.67713895698877,
"d18952",2.26803238596747,1.2874120104622,1.27704720060174,1.88480892733725
"d18946",17.5422086908386,4.8127855844652,5.61879502638231,6.20263587672048
"d18964",1.29374868891285,1.16972004961791,1.52482133985554,1.2782414136364
"d18979",5.36970672127551,5.87091742412571,5.6079630656002,5.12992280518121
"d18980",5.46530069870119,5.67472870700356,5.23962280680499,4.89235933737138
"d18981",1.89172832516643,4.09040047521032,2.9012364675643,6.11425807648156
"d18962",10.1498519227854,9.16646886033884,7.60678337611398,9.12920694311673
"d18972",5.45048374554517,7.78056734172055,5.58581653552752,4.27478463043386
"d18947",11.0195611706186,6.40387621388102,5.57986870897155,1.10568111056591
"d18948",5.34624978531307,5.94508050629852,6.03094805462084,6.22099046635923
"d18982",6.44019471064512,6.89819076835661,4.86861366417893,6.65789429665851
"d18973",6.01962274282125,5.86260717977824,5.27693706750785,3.87470749351742
"d18953",1.94415612560309,3.51006381934217,2.57189701776931,0.652574493266018
"d18954",7.10183716334181,,,
"d18983",7.99482801183984,9.53606846004279,6.92737374342986,6.00376258246959
"d18984",,,,2.43922728093776
"d18985",7.45954379888288,2.61557889594173,8.48717566492395,5.45152719306121
"d18990",5.76140843302698,3.42782091140335,2.81920414759679,5.84649845862689
"d18967",4.97183100734387,4.7614579681088,8.59565031196583,4.45547237297452
"d18986",2.61923116010103,6.3556458619691,5.01362375132959,3.71255584026849
