"id","value.2000","original-value.2000","value.2001","original-value.2001","value.2002","original-value.2002","value.2003","original-value.2003","value.2004","original-value.2004","value.2005","original-value.2005","value.2006","original-value.2006","value.2007","original-value.2007","value.2008","original-value.2008","value.2009","original-value.2009","value.2010","original-value.2010","value.2011","original-value.2011","value.2012","original-value.2012","value.2013","original-value.2013"
"EC",,,90.98402405,90.98402405,89.852141065,,88.72025808,,87.588375095,,86.45649211,,85.324609125,,84.19272614,84.19272614,84.199844365,,84.20696259,84.20696259,91.85404205,91.85404205,91.5868988,91.5868988,92.440761565,,93.29462433,93.29462433
"EE",99.76719666,99.76719666,99.7758858464,,99.7845750327,,99.7932642191,,99.8019534055,,99.8106425918,,99.8193317782,,99.8280209645,,99.8367101509,,99.8453993373,,99.8540885236,,99.86277771,99.86277771,,,,
"EG",,,,,,,,,,,71.40886688,71.40886688,66.36990356,66.36990356,67.78939056,,69.20887756,,70.62836456,,72.04785156,72.04785156,72.956718445,,73.86558533,73.86558533,,
"ER",,,,,52.51395035,52.51395035,54.31173134,,56.10951233,,57.90729332,,59.70507431,,61.5028553,,63.30063629,,65.09841728,,66.89619827,,68.69397926,,70.49176025,70.49176025,,
"ES",,,,,,,,,,,97.75069427,97.75069427,97.84476852,,97.93884277,97.93884277,97.6306076,97.6306076,97.67926788,97.67926788,97.74889374,97.74889374,97.78375244,97.78375244,97.89453888,97.89453888,,
"ET",,,,,,,,,35.90000153,35.90000153,29.8203373,29.8203373,34.40816021,,38.99598312,38.99598312,,,,,,,,,,,,
"FI",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FJ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FM",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FO",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FR",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GA",,,,,,,,,83.8006897,83.8006897,83.611078265,,83.42146683,,83.231855395,,83.04224396,,82.852632525,,82.66302109,,82.473409655,,82.28379822,82.28379822,,
"GB",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GD",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GE",,,,,99.65235138,99.65235138,99.661032105,,99.66971283,,99.678393555,,99.68707428,,99.695755005,,99.70443573,,99.713116455,,99.72179718,,99.730477905,,99.73915863,99.73915863,,
"GH",57.89747238,57.89747238,59.257432936,,60.617393492,,61.977354048,,63.337314604,,64.69727516,,66.057235716,,67.417196272,,68.777156828,,70.137117384,,71.49707794,71.49707794,,,,,,
"GL",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GM",36.81772614,36.81772614,38.0832789783,,39.3488318167,,40.614384655,,41.8799374933,,43.1454903317,,44.41104317,,45.6765960083,,46.9421488467,,48.207701685,,49.4732545233,,50.7388073617,,52.0043602,52.0043602,,
"GN",,,,,,,29.70401764,29.70401764,29.0759786886,,28.4479397371,,27.8199007857,,27.1918618343,,26.5638228829,,25.9357839314,,25.30774498,25.30774498,,,,,,
"GQ",88.30830383,88.30830383,88.8254292775,,89.342554725,,89.8596801725,,90.37680562,,90.8939310675,,91.411056515,,91.9281819625,,92.44530741,,92.9624328575,,93.479558305,,93.9966837525,,94.5138092,94.5138092,,
"GR",,,95.99436188,95.99436188,96.1188534845,,96.2433450891,,96.3678366936,,96.4923282982,,96.6168199027,,96.7413115073,,96.8658031118,,96.9902947164,,97.1147863209,,97.2392779255,,97.36376953,97.36376953,,
"GT",,,,,69.10173035,69.10173035,70.018042758,,70.934355166,,71.850667574,,72.766979982,,73.68329239,,74.599604798,,75.515917206,,76.432229614,,77.348542022,,78.26485443,78.26485443,,
"GU",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GW",41.35776901,41.35776901,42.639215785,,43.92066256,,45.202109335,,46.48355611,,47.765002885,,49.04644966,,50.327896435,,51.60934321,,52.890789985,,54.17223676,,55.453683535,,56.73513031,56.73513031,,
"GY",,,,,,,,,,,,,,,,,,,84.99401093,84.99401093,,,,,,,,
"HK",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HN",,,80.0110321,80.0110321,80.607359565,,81.20368703,,81.800014495,,82.39634196,,82.992669425,,83.58899689,83.58899689,83.9777857467,,84.3665746033,,84.75536346,84.75536346,85.1233139,85.1233139,85.35555267,85.35555267,,
"HR",,,98.14667511,98.14667511,98.244543457,,98.342411804,,98.440280151,,98.538148498,,98.636016845,,98.733885192,,98.831753539,,98.929621886,,99.027490233,,99.12535858,99.12535858,,,,
"HT",,,,,,,58.74390411,58.74390411,55.39094289,,52.03798167,,48.68502045,48.68502045,,,,,,,,,,,,,,
"HU",,,,,,,,,99.02996826,99.02996826,99.0729169825,,99.115865705,,99.1588144275,,99.20176315,,99.2447118725,,99.287660595,,99.3306093175,,99.37355804,99.37355804,,
"ID",,,,,,,,,90.38478851,90.38478851,91.1835289,,91.98226929,91.98226929,92.08728409,,92.19229889,92.19229889,92.58169556,92.58169556,92.696800235,,92.81190491,92.81190491,,,,
"IE",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"IL",,,,,,,,,,,,,,,,,,,,,,,97.76419067,97.76419067,,,,
"IN",,,61.01455688,61.01455688,61.362540432,,61.710523984,,62.058507536,,62.406491088,,62.75447464,62.75447464,,,,,,,,,,,,,,
"IQ",74.05220032,74.05220032,74.464683535,,74.87716675,,75.289649965,,75.70213318,,76.114616395,,76.52709961,,76.939582825,,77.35206604,,77.764549255,,78.17703247,,78.589515685,,79.0019989,79.0019989,,
"IR",,,,,77,77,78.81373342,,80.62746684,,82.44120026,82.44120026,82.33131409,82.33131409,83.6750412,,85.01876831,85.01876831,84.8339538575,,84.649139405,,84.4643249525,,84.2795105,84.2795105,,
"IS",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"IT",,,98.41661835,98.41661835,98.4719813982,,98.5273444464,,98.5827074945,,98.6380705427,,98.6934335909,,98.7487966391,,98.8041596873,,98.8595227355,,98.9148857836,,98.9702488318,,99.02561188,99.02561188,,
"JM",,,,,,,,,,,,,,,,,,,,,,,,,87.48201752,87.48201752,,
"JO",,,,,,,89.89232635,89.89232635,90.511539455,,91.13075256,91.13075256,91.665164945,,92.19957733,92.19957733,92.31673177,,92.43388621,,92.55104065,92.55104065,95.90444946,95.90444946,97.89031982,97.89031982,,
"JP",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"KE",82.22907257,82.22907257,80.7902090886,,79.3513456071,,77.9124821257,,76.4736186443,,75.0347551629,,73.5958916814,,72.1570282,72.1570282,,,,,,,,,,,,
"KG",,,,,,,,,,,,,,,,,,,99.24140167,99.24140167,,,,,,,,
"KH",,,,,,,,,73.60995483,73.60995483,74.6041011775,,75.598247525,,76.5923938725,,77.58654022,77.58654022,73.90002441,73.90002441,,,,,,,,
"KI",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"KM",68.48923492,68.48923492,69.1101112325,,69.730987545,,70.3518638575,,70.97274017,,71.5936164825,,72.214492795,,72.8353691075,,73.45624542,,74.0771217325,,74.697998045,,75.3188743575,,75.93975067,75.93975067,,
"KN",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"KP",,,,,,,,,,,,,,,,,99.9982605,99.9982605,,,,,,,,,,
"KR",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"KW",,,,,,,,,,,93.27446747,93.27446747,93.28211975,93.28211975,93.66418457,93.66418457,93.90620422,93.90620422,94.307947155,,94.70969009,,95.111433025,,95.51317596,95.51317596,,
"KY",,,,,,,,,,,,,,,98.86782074,98.86782074,,,,,,,,,,,,
"KZ",,,,,,,,,,,,,,,,,,,99.73241425,99.73241425,,,,,,,,
"LA",69.58312225,69.58312225,68.73439789,68.73439789,69.7263641375,,70.718330385,,71.7102966325,,72.70226288,72.70226288,,,,,,,,,,,,,,,,
"LB",,,,,,,,,,,,,,,89.61244202,89.61244202,,,,,,,,,,,,
"LC",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LI",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LK",,,90.68275452,90.68275452,90.707968142,,90.733181764,,90.758395386,,90.783609008,,90.80882263,90.80882263,90.683387755,,90.55795288,90.55795288,90.86965561,,91.18135834,91.18135834,,,,,,
"LR",,,,,,,,,43.10837173,43.10837173,43.05260976,,42.99684779,,42.94108582,42.94108582,,,,,,,,,,,,
"LS",86.25443268,86.25443268,85.0928514289,,83.9312701778,,82.7696889267,,81.6081076756,,80.4465264244,,79.2849451733,,78.1233639222,,76.9617826711,,75.80020142,75.80020142,,,,,,,,
"LT",,,99.64575195,99.64575195,99.662736508,,99.679721066,,99.696705624,,99.713690182,,99.73067474,,99.747659298,,99.764643856,,99.781628414,,99.798612972,,99.81559753,99.81559753,,,,
"LU",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV",99.74656677,99.74656677,99.7601429309,,99.7737190918,,99.7872952527,,99.8008714136,,99.8144475745,,99.8280237355,,99.8415998964,,99.8551760573,,99.8687522182,,99.8823283791,,99.89590454,99.89590454,,,,
"LY",,,,,,,,,85.41681671,85.41681671,85.97464466,,86.53247261,,87.09030056,,87.64812851,,88.20595646,,88.76378441,,89.32161236,,89.87944031,89.87944031,,
"MA",,,,,,,,,52.30625916,52.30625916,53.016674045,,53.72708893,,54.437503815,,55.1479187,55.1479187,56.08367157,56.08367157,61.58391571,,67.08415985,67.08415985,,,,
"MC",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MD",96.65379333,96.65379333,96.8549855508,,97.0561777717,,97.2573699925,,97.4585622133,,97.6597544342,,97.860946655,,98.0621388758,,98.2633310967,,98.4645233175,,98.6657155383,,98.8669077592,,99.06809998,99.06809998,,
"ME",,,,,,,,,,,,,,,,,,,,,,,98.44220734,98.44220734,,,,
"MF",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MG",70.68617249,70.68617249,69.9966981722,,69.3072238544,,68.6177495367,,67.9282752189,,67.2388009011,,66.5493265833,,65.8598522656,,65.1703779478,,64.48090363,64.48090363,,,,,,,,
"MH",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MK",,,,,96.12892914,96.12892914,96.269742586,,96.410556032,,96.551369478,,96.692182924,,96.83299637,,96.973809816,,97.114623262,,97.255436708,,97.396250154,,97.5370636,97.5370636,,
"ML",,,,,,,24,24,24.72551791,,25.45103582,,26.17655373,26.17655373,27.40735388,,28.63815403,,29.86895418,,31.09975433,31.09975433,33.56093979,33.56093979,,,,
"MM",89.94176483,89.94176483,90.16538302,,90.38900121,,90.6126194,,90.83623759,,91.05985578,,91.28347397,,91.50709216,,91.73071035,,91.95432854,,92.17794673,,92.40156492,,92.62518311,92.62518311,,
"MN",97.76885223,97.76885223,97.817667385,,97.86648254,,97.915297695,,97.96411285,,98.012928005,,98.06174316,,98.110558315,,98.15937347,,98.208188625,,98.25700378,98.25700378,,,,,,
"MO",,,91.29537201,91.29537201,91.73624878,,92.17712555,,92.61800232,,93.05887909,,93.49975586,93.49975586,93.927812196,,94.355868532,,94.783924868,,95.211981204,,95.64003754,95.64003754,,,,
"MP",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MR",51.20767975,51.20767975,50.3928375257,,49.5779953014,,48.7631530771,,47.9483108529,,47.1334686286,,46.3186264043,,45.50378418,45.50378418,,,,,,,,,,,,
"MT",,,,,,,,,,,92.36309052,92.36309052,,,,,,,,,,,,,,,,
"MU",84.30308533,84.30308533,84.7527895864,,85.2024938427,,85.6521980991,,86.1019023555,,86.5516066118,,87.0013108682,,87.4510151245,,87.9007193809,,88.3504236373,,88.8001278936,,89.24983215,89.24983215,,,,
"MV",96.32649231,96.32649231,96.6717262267,,97.0169601433,,97.36219406,,97.7074279767,,98.0526618933,,98.39789581,98.39789581,,,,,,,,,,,,,,
"MW",,,,,,,,,,,,,,,,,,,,,61.3097229,61.3097229,,,,,,
"MX",90.53562164,90.53562164,90.40513992,,90.2746582,90.2746582,90.61420059,,90.95374298,90.95374298,91.63026428,91.63026428,91.73451996,91.73451996,92.79517365,92.79517365,92.92559814,92.92559814,93.44187927,93.44187927,93.06893921,93.06893921,93.51998138,93.51998138,94.22840118,94.22840118,,
"MY",88.6877594,88.6877594,89.130771637,,89.573783874,,90.016796111,,90.459808348,,90.902820585,,91.345832822,,91.788845059,,92.231857296,,92.674869533,,93.11788177,93.11788177,,,,,,
"MZ",,,,,,,48.15884018,48.15884018,48.5630022683,,48.9671643567,,49.371326445,,49.7754885333,,50.1796506217,,50.58381271,50.58381271,,,,,,,,
"NA",,,85.04128265,85.04128265,83.6155014,,82.18972015,,80.7639389,,79.33815765,,77.9123764,,76.48659515,76.48659515,,,,,,,,,,,,
"NC",,,,,,,,,,,,,,,,,,,,,,,,,96.53191376,96.53191376,,
"NE",,,14.3760376,14.3760376,17.9501338025,,21.524230005,,25.0983262075,,28.67242241,28.67242241,26.7844617029,,24.8965009957,,23.0085402886,,21.1205795814,,19.2326188743,,17.3446581671,,15.45669746,15.45669746,,
"NG",,,,,,,54.7731781,54.7731781,54.034074402,,53.294970704,,52.555867006,,51.816763308,,51.07765961,51.07765961,,,,,,,,,,
"NI",,,76.67712402,76.67712402,77.0085887875,,77.340053555,,77.6715183225,,78.00298309,78.00298309,,,,,,,,,,,,,,,,
"NL",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NO",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NP",,,48.60897064,48.60897064,49.484983824,,50.360997008,,51.237010192,,52.113023376,,52.98903656,,53.865049744,,54.741062928,,55.617076112,,56.493089296,,57.36910248,57.36910248,,,,
"NZ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"OM",,,,,,,81.36331177,81.36331177,82.414877322,,83.466442874,,84.518008426,,85.569573978,,86.62113953,86.62113953,86.780067445,,86.93899536,86.93899536,,,,,,
"PA",91.89961243,91.89961243,92.119063571,,92.338514712,,92.557965853,,92.777416994,,92.996868135,,93.216319276,,93.435770417,,93.655221558,,93.874672699,,94.09412384,94.09412384,,,,,,
"PE",,,,,,,,,87.66984558,87.66984558,87.90867615,87.90867615,88.69934082,88.69934082,89.59081268,89.59081268,90.440995786,,91.291178892,,92.141361998,,92.991545104,,93.84172821,93.84172821,,
"PF",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PG",57.34325409,57.34325409,57.804802895,,58.2663517,,58.727900505,,59.18944931,,59.650998115,,60.11254692,,60.574095725,,61.03564453,,61.497193335,,61.95874214,,62.420290945,,62.88183975,62.88183975,,
"PH",92.60006714,92.60006714,92.59694163,,92.59381612,,92.59069061,92.59069061,93.156571958,,93.722453306,,94.288334654,,94.854216002,,95.42009735,95.42009735,,,,,,,,,,
"PK",,,,,,,,,,,49.87364578,49.87364578,54.15121078,54.15121078,54.838788985,,55.52636719,55.52636719,54.89263535,54.89263535,55.37519073,55.37519073,54.73801804,54.73801804,,,,
"PL",,,,,,,,,99.61794281,99.61794281,99.6341533663,,99.6503639225,,99.6665744788,,99.682785035,,99.6989955913,,99.7152061475,,99.7314167038,,99.74762726,99.74762726,,
"PR",,,,,,,,,90.52934265,90.52934265,90.7686576833,,91.0079727167,,91.24728775,,91.4866027833,,91.7259178167,,91.96523285,91.96523285,,,,,,
"PS",,,,,,,,,92.27997589,92.27997589,92.86497116,,93.44996643,93.44996643,93.88213348,93.88213348,94.05865479,94.05865479,94.59916687,94.59916687,94.93201447,94.93201447,95.26724243,95.26724243,95.91376495,95.91376495,,
"PT",,,,,,,,,,,,,,,,,,,,,,,94.47705078,94.47705078,,,,
"PW",,,,,,,,,,,,,,,,,,,,,,,,,,,99.52396393,99.52396393
"PY",,,,,,,,,,,,,,,94.55821991,94.55821991,93.29208374,93.29208374,93.75423431,93.75423431,93.87091827,93.87091827,,,,,,
"QA",,,,,,,,,88.96238708,88.96238708,90.3358383133,,91.7092895467,,93.08274078,93.08274078,93.98973083,93.98973083,94.72428894,94.72428894,96.28373718,96.28373718,96.40686798,96.40686798,96.6785965,96.6785965,,
"RO",,,,,97.29758453,97.29758453,97.4427736033,,97.5879626767,,97.73315175,,97.8783408233,,98.0235298967,,98.16871897,,98.3139080433,,98.4590971167,,98.60428619,98.60428619,,,,
"RS",,,,,,,,,,,,,,,,,,,,,,,,,98.15666962,98.15666962,,
"RU",,,,,99.44097137,99.44097137,99.4713830913,,99.5017948125,,99.5322065338,,99.562618255,,99.5930299763,,99.6234416975,,99.6538534188,,99.68426514,99.68426514,,,,,,
"RW",64.88859558,64.88859558,64.984963225,,65.08133087,,65.177698515,,65.27406616,,65.370433805,,65.46680145,,65.563169095,,65.65953674,,65.755904385,,65.85227203,65.85227203,,,,,,
"SA",79.35094452,79.35094452,80.2276439675,,81.104343415,,81.9810428625,,82.85774231,82.85774231,84.1431427011,,85.4285430922,,86.7139434833,,87.9993438744,,89.2847442656,,90.5701446567,,91.8555450478,,93.1409454389,,94.42634583,94.42634583
"SB",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SC",,,,,91.83646393,91.83646393,91.83646393,,91.83646393,,91.83646393,,91.83646393,,91.83646393,,91.83646393,,91.83646393,,91.83646393,,91.83646393,,91.83646393,91.83646393,,
"SD",61.34587479,61.34587479,,,,,,,,,,,,,,,,,,,,,,,,,,
"SE",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SG",92.54940033,92.54940033,92.880193329,,93.210986328,,93.541779327,,93.872572326,,94.203365325,,94.534158324,,94.864951323,,95.195744322,,95.526537321,,95.85733032,95.85733032,96.17615509,96.17615509,96.36598206,96.36598206,,
"SI",,,,,,,,,99.6517868,99.6517868,99.6578922238,,99.6639976475,,99.6701030713,,99.676208495,,99.6823139188,,99.6884193425,,99.6945247663,,99.70063019,99.70063019,,
"SK",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SL",,,,,,,,,34.82678986,34.82678986,36.0315322913,,37.2362747225,,38.4410171538,,39.645759585,,40.8505020163,,42.0552444475,,43.2599868788,,44.46472931,44.46472931,,
"SM",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SN",,,,,39.27524567,39.27524567,39.92922211,,40.58319855,,41.23717499,,41.89115143,41.89115143,44.4924761467,,47.0938008633,,49.69512558,49.69512558,50.873542785,,52.05195999,52.05195999,,,,
"SO",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SR",,,,,,,,,89.59806061,89.59806061,90.8537807475,,92.109500885,,93.3652210225,,94.62094116,94.62094116,94.648345945,,94.67575073,94.67575073,,,,,,
"SS",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ST",,,84.90851593,84.90851593,82.7124971657,,80.5164784014,,78.3204596371,,76.1244408729,,73.9284221086,,71.7324033443,,69.53638458,69.53638458,,,,,,,,,,
"SV",,,,,,,,,80.77835846,80.77835846,82.168907165,,83.55945587,83.55945587,82.02863312,82.02863312,83.95130157,83.95130157,84.10289001,84.10289001,84.49272156,84.49272156,85.49398804,85.49398804,,,,
"SX",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SY",,,,,82.88825226,82.88825226,81.866386415,,80.84452057,80.84452057,81.3740263,,81.90353203,,82.43303776,,82.96254349,,83.49204922,,84.02155495,,84.55106068,,85.08056641,85.08056641,,
"SZ",81.66070557,81.66070557,81.804463962,,81.948222354,,82.091980746,,82.235739138,,82.37949753,,82.523255922,,82.667014314,,82.810772706,,82.954531098,,83.09828949,83.09828949,,,,,,
"TC",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TD",25.65421486,25.65421486,26.3360195175,,27.017824175,,27.6996288325,,28.38143349,28.38143349,29.4921357663,,30.6028380425,,31.7135403188,,32.824242595,,33.9349448713,,35.0456471475,,36.1563494238,,37.2670517,37.2670517,,
