"district_id","2010","2011","2012","2013","2014","2015","2016"
"d314",,,,65,103.1,,85.9
"d301",,,,54,142.86,,66.61
"d322",,,,65,398.11,,76.77
"d323",,,,58,188.61,,85.42
"d315",,,,69,89.15,,93.76
"d324",,,,100,707.73,,100
"d216",,,,51,68.46,,86.18
"d316",,,,77,57.53,,66.19
"d302",,,,84,253.88,,90.59
"d303",,,,51,58.38,,88.45
"d217",,,,38,119.98,,44.29
"d218",,,,67,123.58,,94.29
"d201",,,,36,349.34,,85.76
"d420",,,,33,487.45,,96.89
"d117",,,,22,238.09,,63.67
"d219",,,,51,62.9,,88.78
"d118",,,,60,307.07,,86.01
"d220",,,,77,168.73,,80.76
"d225",,,,31,145.95,,91.26
"d416",,,,32,1145.12,,74.51
"d401",,,,59,6.16,,63.52
"d402",,,,37,33.58,,95.7
"d202",,,,43,6.21,,87.54
"d221",,,,59,104.02,,81.03
"d119",,,,61,454.2,,91.78
"d120",,,,32,4390.97,,74.91
"d226",,,,28,119.55,,90.69
"d317",,,,62,73.34,,70.62
"d121",,,,53,602.27,,84.37
"d304",,,,56,43.43,,92.32
"d403",,,,47,33.3,,81.52
"d417",,,,44,155.08,,81.45
"d203",,,,32,48.95,,85.65
"d418",,,,59,119.56,,73.36
"d204",,,,45,62.48,,94.23
"d318",,,,70,1274.5,,76.82
"d404",,,,56,24.6,,70.33
"d405",,,,60,32.6,,95.79
"d213",,,,56,397.08,,97.22
"d101",,,,95,664.24,,99.43
"d222",,,,64,275.65,,91.53
"d122",,,,30,113.11,,90.37
"d102",,,,34,31.19,,78
"d205",,,,34,69.83,,86.02
"d413",,,,34,67.13,,50.23
"d414",,,,53,116.77,,84.8
"d206",,,,53,289.47,,96.66
"d406",,,,36,9.44,,90.89
"d207",,,,55,369.47,,92.48
"d112",,,,34,155.01,,93.49
"d407",,,,41,34.06,,95.26
"d103",,,,27,256.08,,97.61
"d227",,,,21,368.62,,81.37
"d419",,,,64,73.24,,75.69
"d421",,,,21,536.06,,78.05
"d408",,,,58,317.47,,97.73
"d305",,,,16,267.07,,91.01
"d319",,,,35,375.77,,99.75
"d325",,,,51,131.7,,80.66
"d306",,,,41,467.12,,46.38
"d208",,,,60,62.14,,97.39
"d228",,,,37,145.38,,76.66
"d123",,,,42,334.27,,75.45
"d422",,,,57,188.93,,99.6
"d415",,,,43,56.97,,72.44
"d326",,,,94,416.01,,79.25
"d307",,,,33,57.14,,87.17
"d229",,,,24,321.94,,31.02
"d104",,,,39,147.54,,70.65
"d124",,,,42,140.86,,49.04
"d114",,,,71,102.04,,60.12
"d223",,,,44,3.2,,61.32
"d320",,,,49,53.11,,86.21
"d105",,,,34,26.9,,95.98
"d409",,,,50,24.05,,99.94
"d214",,,,26,22.45,,66.71
"d209",,,,43,5.76,,83.14
"d410",,,,58,140.36,,96.03
"d423",,,,43,161.38,,69.17
"d115",,,,29,139.09,,75.26
"d308",,,,69,976.27,,74.59
"d309",,,,40,131.16,,38.02
"d106",,,,22,49.01,,86.1
"d107",,,,47,47.03,,86.43
"d108",,,,39,26.22,,82.15
"d311",,,,79,407.56,,59.41
"d116",,,,43,241.71,,91.48
"d109",,,,53,46.12,,87.19
"d230",,,,49,183.05,,99.69
"d224",,,,26,112.57,,97.67
"d327",,,,54,440.32,,99.11
"d310",,,,54,79.89,,96.9
"d231",,,,46,83.18,,92.49
"d424",,,,96,391.71,,87.34
"d411",,,,39,47.03,,80.86
"d328",,,,85,355.01,,96.35
"d329",,,,81,418.22,,69.38
"d321",,,,77,94.25,,98.54
"d312",,,,56,793.29,,95.23
"d210",,,,45,89.82,,86.14
"d110",,,,54,107.49,,86.36
"d425",,,,29,192.82,,98.88
"d412",,,,66,45.42,,79.77
"d111",,,,41,97.79,,89.07
"d232",,,,54,23.77,,83.38
"d426",,,,58,35.7,,92.31
"d215",,,,51,305.15,,92.19
"d211",,,,32,36.19,,93.28
"d212",,,,54,14.23,,86.38
"d113",,,,26,22.47,,89.39
"d313",,,,25,117.93,,86.21
"d330",,,,42,112.44,,87.17
