"district_id","district_name","year","value"
"d18974","Baringo",2014,87.2
"d18975","Bomet",2014,98.4
"d18987","Bungoma",2014,96
"d18988","Busia",2014,96
"d18976","Elgeyo-Marakwet",2014,95.6
"d18955","Embu",2014,94.1
"d18965","Garissa",2014,74.5
"d18968","Homa Bay",2014,98.2
"d18956","Isiolo",2014,87.3
"d18991","Kajiado",2014,75.2
"d18989","Kakamega",2014,97.9
"d18977","Kericho",2014,99.7
"d18943","Kiambu",2014,95.7
"d18949","Kilifi",2014,81.4
"d18944","Kirinyaga",2014,98.4
"d18969","Kisii",2014,99
"d18970","Kisumu",2014,93.2
"d18957","Kitui",2014,94.7
"d18950","Kwale",2014,74.1
"d18978","Laikipia",2014,93
"d18951","Lamu",2014,93.4
"d18958","Machakos",2014,96.9
"d18959","Makueni",2014,95
"d18966","Mandera",2014,35.3
"d18960","Marsabit",2014,71.3
"d18961","Meru",2014,91.1
"d18971","Migori",2014,93.2
"d18952","Mombasa",2014,70.8
"d18946","Murang'a",2014,97.1
"d18964","Nairobi",2014,77.7
"d18979","Nakuru",2014,99.6
"d18980","Nandi",2014,97.9
"d18981","Narok",2014,88.5
"d18962","Nithi",2014,95.2
"d18972","Nyamira",2014,92.5
"d18947","Nyandarua",2014,95.5
"d18948","Nyeri",2014,98.5
"d18982","Samburu",2014,64.8
"d18973","Siaya",2014,95.3
"d18953","Taita Taveta",2014,95.7
"d18954","Tana River",2014,64
"d18983","Trans-Nzoia",2014,90.7
"d18984","Turkana",2014,67.5
"d18985","Uasin Gishu",2014,83.5
"d18990","Vihiga",2014,93.1
"d18967","Wajir",2014,35.6
"d18986","West Pokot",2014,85.5
