id-from,parent,id-to,region,year,value-1,value-2,value-3
afdf,African Development Bank and Fund,MR,south-of-sahara,2015,3740000.00,1182.70,1.68
afdf,African Development Bank and Fund,MW,south-of-sahara,2015,43700000.00,186.50,32.64
afdf,African Development Bank and Fund,MZ,south-of-sahara,2015,54610000.00,304.10,25.25
afdf,African Development Bank and Fund,NE,south-of-sahara,2015,46790000.00,199.30,13.51
afdf,African Development Bank and Fund,NG,south-of-sahara,2015,102910000.00,478.80,19.6
afdf,African Development Bank and Fund,RW,south-of-sahara,2015,44140000.00,311.00,23.77
afdf,African Development Bank and Fund,SC,south-of-sahara,2015,100000.00,8915.50,0.43
afdf,African Development Bank and Fund,SD,south-of-sahara,2015,1070000.00,469.60,2.43
afdf,African Development Bank and Fund,SL,south-of-sahara,2015,44180000.00,155.60,8.06
afdf,African Development Bank and Fund,SN,south-of-sahara,2015,36140000.00,1077.40,12.48
afdf,African Development Bank and Fund,SO,south-of-sahara,2015,1250000.00,,
afdf,African Development Bank and Fund,SS,south-of-sahara,2015,1580000.00,459.10,37.87
afdf,African Development Bank and Fund,ST,south-of-sahara,2015,2380000.00,536.20,7.07
afdf,African Development Bank and Fund,TD,south-of-sahara,2015,32920000.00,283.10,13.65
afdf,African Development Bank and Fund,TG,south-of-sahara,2015,21610000.00,278.90,21.5
afdf,African Development Bank and Fund,TZ,south-of-sahara,2015,217070000.00,350.90,13
afdf,African Development Bank and Fund,UG,south-of-sahara,2015,112320000.00,505.60,10.3
afdf,African Development Bank and Fund,ZM,south-of-sahara,2015,61770000.00,654.30,28.32
afdf,African Development Bank and Fund,ZW,south-of-sahara,2015,6200000.00,523.50,3.93
arab-fund-afesd,Arab Fund,DJ,south-of-sahara,2015,26600000.00,875.50,7.51
arab-fund-afesd,Arab Fund,DZ,north-of-sahara,2015,100000.00,5073.50,
arab-fund-afesd,Arab Fund,EG,north-of-sahara,2015,74900000.00,2421.10,
arab-fund-afesd,Arab Fund,JO,middle-east,2015,14750000.00,2573.60,
arab-fund-afesd,Arab Fund,KM,south-of-sahara,2015,800000.00,249.10,3.88
arab-fund-afesd,Arab Fund,LB,middle-east,2015,37210000.00,3828.50,
arab-fund-afesd,Arab Fund,MA,north-of-sahara,2015,154170000.00,2055.40,0.24
arab-fund-afesd,Arab Fund,MR,south-of-sahara,2015,109030000.00,1182.70,1.68
arab-fund-afesd,Arab Fund,PS,middle-east,2015,50000.00,,0.02
arab-fund-afesd,Arab Fund,SD,south-of-sahara,2015,97950000.00,469.60,2.43
arab-fund-afesd,Arab Fund,SO,south-of-sahara,2015,1000000.00,,
arab-fund-afesd,Arab Fund,TN,north-of-sahara,2015,49640000.00,2623.90,0.17
arab-fund-afesd,Arab Fund,YE,middle-east,2015,48360000.00,812.20,
asdb-special-funds,Asian Development Bank,AF,south-central-asia,2015,125930000.00,184.00,2.79
asdb-special-funds,Asian Development Bank,AM,south-central-asia,2015,88720000.00,1906.40,0.56
asdb-special-funds,Asian Development Bank,AZ,south-central-asia,2015,2570000.00,8092.10,0.13
asdb-special-funds,Asian Development Bank,BD,south-central-asia,2015,353050000.00,326.50,1.85
asdb-special-funds,Asian Development Bank,BT,south-central-asia,2015,31020000.00,1543.60,0.23
asdb-special-funds,Asian Development Bank,CK,oceania,2015,30000.00,,
asdb-special-funds,Asian Development Bank,CN,far-east-asia,2015,17360000.00,4113.00,0.35
asdb-special-funds,Asian Development Bank,FJ,oceania,2015,870000.00,2547.70,0.75
asdb-special-funds,Asian Development Bank,FM,oceania,2015,2260000.00,911.00,6.35
asdb-special-funds,Asian Development Bank,GE,south-central-asia,2015,115830000.00,2591.30,3.36
asdb-special-funds,Asian Development Bank,ID,far-east-asia,2015,10190000.00,1637.40,1.5
asdb-special-funds,Asian Development Bank,IN,south-central-asia,2015,6450000.00,1312.00,3.22
asdb-special-funds,Asian Development Bank,KG,south-central-asia,2015,72760000.00,1016.30,0.48
asdb-special-funds,Asian Development Bank,KH,far-east-asia,2015,117010000.00,608.10,0.22
asdb-special-funds,Asian Development Bank,KI,oceania,2015,3240000.00,1141.30,4.25
asdb-special-funds,Asian Development Bank,KZ,south-central-asia,2015,910000.00,4942.20,0.01
asdb-special-funds,Asian Development Bank,LA,far-east-asia,2015,67910000.00,959.50,3.22
asdb-special-funds,Asian Development Bank,LK,south-central-asia,2015,151380000.00,1377.90,0.27
asdb-special-funds,Asian Development Bank,MH,oceania,2015,80000.00,707.40,0.66
asdb-special-funds,Asian Development Bank,MM,south-central-asia,2015,12010000.00,1179.50,0.66
asdb-special-funds,Asian Development Bank,MN,far-east-asia,2015,32400000.00,3223.30,0.04
asdb-special-funds,Asian Development Bank,MV,south-central-asia,2015,2830000.00,5220.60,1
asdb-special-funds,Asian Development Bank,NP,south-central-asia,2015,163820000.00,468.10,1.62
asdb-special-funds,Asian Development Bank,NR,oceania,2015,370000.00,,
asdb-special-funds,Asian Development Bank,PG,oceania,2015,68860000.00,579.00,11.92
asdb-special-funds,Asian Development Bank,PH,far-east-asia,2015,3870000.00,1447.40,2.36
asdb-special-funds,Asian Development Bank,PK,south-central-asia,2015,397190000.00,702.60,1.02
asdb-special-funds,Asian Development Bank,PW,oceania,2015,450000.00,2662.00,0.66
asdb-special-funds,Asian Development Bank,SB,oceania,2015,4080000.00,678.10,11.24
asdb-special-funds,Asian Development Bank,TH,far-east-asia,2015,370000.00,3612.60,0
asdb-special-funds,Asian Development Bank,TJ,south-central-asia,2015,188420000.00,533.30,4.88
asdb-special-funds,Asian Development Bank,TL,far-east-asia,2015,25240000.00,2381.60,4.24
asdb-special-funds,Asian Development Bank,TO,oceania,2015,4390000.00,1080.10,0.21
asdb-special-funds,Asian Development Bank,TV,oceania,2015,2200000.00,2072.40,0.42
asdb-special-funds,Asian Development Bank,UZ,south-central-asia,2015,119080000.00,1853.80,6.36
asdb-special-funds,Asian Development Bank,VN,far-east-asia,2015,440400000.00,1416.70,0.61
asdb-special-funds,Asian Development Bank,VU,oceania,2015,3600000.00,528.90,3.45
asdb-special-funds,Asian Development Bank,WS,oceania,2015,7300000.00,1327.40,0.14
badea,Arab Bank for Economic Development in Africa,BF,south-of-sahara,2015,3660000.00,301.80,12.22
badea,Arab Bank for Economic Development in Africa,BI,south-of-sahara,2015,220000.00,131.60,30.6
badea,Arab Bank for Economic Development in Africa,BJ,south-of-sahara,2015,7100000.00,352.70,17.24
badea,Arab Bank for Economic Development in Africa,CD,south-of-sahara,2015,3540000.00,109.30,38.05
badea,Arab Bank for Economic Development in Africa,CG,south-of-sahara,2015,2570000.00,2817.70,14.41
badea,Arab Bank for Economic Development in Africa,CI,south-of-sahara,2015,8910000.00,657.30,8.88
badea,Arab Bank for Economic Development in Africa,CM,south-of-sahara,2015,4440000.00,545.80,8.46
badea,Arab Bank for Economic Development in Africa,CV,south-of-sahara,2015,7760000.00,1646.10,1.54
badea,Arab Bank for Economic Development in Africa,ER,south-of-sahara,2015,140000.00,,
badea,Arab Bank for Economic Development in Africa,ET,south-of-sahara,2015,5750000.00,272.30,5.58
badea,Arab Bank for Economic Development in Africa,GH,south-of-sahara,2015,4900000.00,740.00,3.74
badea,Arab Bank for Economic Development in Africa,GM,south-of-sahara,2015,2740000.00,324.80,17.39
badea,Arab Bank for Economic Development in Africa,GN,south-of-sahara,2015,3900000.00,249.90,10.45
badea,Arab Bank for Economic Development in Africa,KE,south-of-sahara,2015,1400000.00,572.00,8.26
badea,Arab Bank for Economic Development in Africa,LS,south-of-sahara,2015,2630000.00,1721.10,29.16
badea,Arab Bank for Economic Development in Africa,MG,south-of-sahara,2015,1920000.00,151.90,39.45
badea,Arab Bank for Economic Development in Africa,ML,south-of-sahara,2015,8180000.00,360.00,16.67
badea,Arab Bank for Economic Development in Africa,MW,south-of-sahara,2015,2990000.00,186.50,32.64
badea,Arab Bank for Economic Development in Africa,MZ,south-of-sahara,2015,9720000.00,304.10,25.25
badea,Arab Bank for Economic Development in Africa,NE,south-of-sahara,2015,1410000.00,199.30,13.51
badea,Arab Bank for Economic Development in Africa,NG,south-of-sahara,2015,180000.00,478.80,19.6
badea,Arab Bank for Economic Development in Africa,RW,south-of-sahara,2015,5860000.00,311.00,23.77
badea,Arab Bank for Economic Development in Africa,SC,south-of-sahara,2015,120000.00,8915.50,0.43
badea,Arab Bank for Economic Development in Africa,SL,south-of-sahara,2015,680000.00,155.60,8.06
badea,Arab Bank for Economic Development in Africa,SN,south-of-sahara,2015,6060000.00,1077.40,12.48
badea,Arab Bank for Economic Development in Africa,ST,south-of-sahara,2015,2520000.00,536.20,7.07
badea,Arab Bank for Economic Development in Africa,SZ,south-of-sahara,2015,2110000.00,2688.50,16.01
badea,Arab Bank for Economic Development in Africa,TD,south-of-sahara,2015,690000.00,283.10,13.65
badea,Arab Bank for Economic Development in Africa,TG,south-of-sahara,2015,2550000.00,278.90,21.5
badea,Arab Bank for Economic Development in Africa,TZ,south-of-sahara,2015,6400000.00,350.90,13
badea,Arab Bank for Economic Development in Africa,UG,south-of-sahara,2015,8100000.00,505.60,10.3
badea,Arab Bank for Economic Development in Africa,ZM,south-of-sahara,2015,3820000.00,654.30,28.32
cardb,Caribbean Development Bank,AG,north-central-america,2015,50000.00,5368.00,2.6
cardb,Caribbean Development Bank,BZ,north-central-america,2015,4220000.00,2230.90,5.58
cardb,Caribbean Development Bank,DM,north-central-america,2015,3470000.00,2908.50,2.6
cardb,Caribbean Development Bank,GD,north-central-america,2015,7270000.00,2908.10,2.6
cardb,Caribbean Development Bank,GY,south-america,2015,6030000.00,2158.50,2.3
cardb,Caribbean Development Bank,HT,north-central-america,2015,9580000.00,253.60,28.21
cardb,Caribbean Development Bank,JM,north-central-america,2015,12960000.00,2369.50,0.41
cardb,Caribbean Development Bank,LC,north-central-america,2015,8350000.00,3346.40,10.24
cardb,Caribbean Development Bank,MS,north-central-america,2015,1900000.00,,
cardb,Caribbean Development Bank,VC,north-central-america,2015,3300000.00,2841.50,
ceb,Council of Europe Development Bank,AL,europe,2015,1880000.00,2892.80,0.2
ceb,Council of Europe Development Bank,BA,europe,2015,9250000.00,4496.30,0.02
ceb,Council of Europe Development Bank,MD,europe,2015,3140000.00,1728.30,0.01
ceb,Council of Europe Development Bank,MK,europe,2015,4880000.00,4000.40,0.39
ceb,Council of Europe Development Bank,RS,europe,2015,1720000.00,5323.60,0.04
ceb,Council of Europe Development Bank,TR,europe,2015,33280000.00,4577.20,0.06
cif,Climate Investment Funds,BD,south-central-asia,2015,160000.00,326.50,1.85
cif,Climate Investment Funds,BF,south-of-sahara,2015,20000.00,301.80,12.22
cif,Climate Investment Funds,BO,south-america,2015,820000.00,2449.30,3.8
cif,Climate Investment Funds,BR,south-america,2015,60000.00,4808.70,2.77
cif,Climate Investment Funds,CD,south-of-sahara,2015,650000.00,109.30,38.05
cif,Climate Investment Funds,CL,south-america,2015,1040000.00,4789.40,0.45
cif,Climate Investment Funds,CO,south-america,2015,1580000.00,3708.20,2.48
cif,Climate Investment Funds,EG,north-of-sahara,2015,340000.00,2421.10,
cif,Climate Investment Funds,ET,south-of-sahara,2015,200000.00,272.30,5.58
cif,Climate Investment Funds,GH,south-of-sahara,2015,1020000.00,740.00,3.74
cif,Climate Investment Funds,HN,north-central-america,2015,70000.00,879.60,7.66
cif,Climate Investment Funds,ID,far-east-asia,2015,220000.00,1637.40,1.5
cif,Climate Investment Funds,IN,south-central-asia,2015,580000.00,1312.00,3.22
cif,Climate Investment Funds,JM,north-central-america,2015,50000.00,2369.50,0.41
cif,Climate Investment Funds,KE,south-of-sahara,2015,4320000.00,572.00,8.26
cif,Climate Investment Funds,KH,far-east-asia,2015,740000.00,608.10,0.22
cif,Climate Investment Funds,KZ,south-central-asia,2015,15290000.00,4942.20,0.01
cif,Climate Investment Funds,MA,north-of-sahara,2015,120530000.00,2055.40,0.24
cif,Climate Investment Funds,ML,south-of-sahara,2015,40000.00,360.00,16.67
cif,Climate Investment Funds,MN,far-east-asia,2015,200000.00,3223.30,0.04
cif,Climate Investment Funds,MV,south-central-asia,2015,80000.00,5220.60,1
cif,Climate Investment Funds,MX,north-central-america,2015,3050000.00,4194.50,0.74
cif,Climate Investment Funds,MZ,south-of-sahara,2015,1380000.00,304.10,25.25
cif,Climate Investment Funds,NE,south-of-sahara,2015,460000.00,199.30,13.51
cif,Climate Investment Funds,NP,south-central-asia,2015,1000000.00,468.10,1.62
cif,Climate Investment Funds,PG,oceania,2015,170000.00,579.00,11.92
cif,Climate Investment Funds,SB,oceania,2015,180000.00,678.10,11.24
cif,Climate Investment Funds,TJ,south-central-asia,2015,330000.00,533.30,4.88
cif,Climate Investment Funds,TR,europe,2015,14810000.00,4577.20,0.06
cif,Climate Investment Funds,UA,europe,2015,2110000.00,3197.70,0
cif,Climate Investment Funds,VN,far-east-asia,2015,0.00,1416.70,0.61
cif,Climate Investment Funds,ZA,south-of-sahara,2015,72540000.00,3139.60,4.75
cif,Climate Investment Funds,ZM,south-of-sahara,2015,1900000.00,654.30,28.32
EU,EU Institutions,AF,south-central-asia,2015,192280000.00,184.00,2.79
EU,EU Institutions,AG,north-central-america,2015,120000.00,5368.00,2.6
EU,EU Institutions,AL,europe,2015,111850000.00,2892.80,0.2
EU,EU Institutions,AM,south-central-asia,2015,148960000.00,1906.40,0.56
EU,EU Institutions,AO,south-of-sahara,2015,26900000.00,1894.10,8.56
EU,EU Institutions,AR,south-america,2015,9080000.00,,
EU,EU Institutions,AZ,south-central-asia,2015,27470000.00,8092.10,0.13
EU,EU Institutions,BA,europe,2015,218670000.00,4496.30,0.02
EU,EU Institutions,BD,south-central-asia,2015,79450000.00,326.50,1.85
EU,EU Institutions,BF,south-of-sahara,2015,189140000.00,301.80,12.22
EU,EU Institutions,BI,south-of-sahara,2015,48630000.00,131.60,30.6
EU,EU Institutions,BJ,south-of-sahara,2015,48920000.00,352.70,17.24
EU,EU Institutions,BO,south-america,2015,51290000.00,2449.30,3.8
EU,EU Institutions,BR,south-america,2015,316310000.00,4808.70,2.77
EU,EU Institutions,BT,south-central-asia,2015,1840000.00,1543.60,0.23
EU,EU Institutions,BW,south-of-sahara,2015,10540000.00,5880.00,3.83
EU,EU Institutions,BY,europe,2015,25290000.00,8181.90,0
EU,EU Institutions,BZ,north-central-america,2015,11470000.00,2230.90,5.58
EU,EU Institutions,CD,south-of-sahara,2015,206020000.00,109.30,38.05
EU,EU Institutions,CF,south-of-sahara,2015,122460000.00,53.30,47.3
EU,EU Institutions,CG,south-of-sahara,2015,21940000.00,2817.70,14.41
EU,EU Institutions,CI,south-of-sahara,2015,68610000.00,657.30,8.88
EU,EU Institutions,CK,oceania,2015,3020000.00,,
EU,EU Institutions,CL,south-america,2015,6520000.00,4789.40,0.45
EU,EU Institutions,CM,south-of-sahara,2015,62300000.00,545.80,8.46
EU,EU Institutions,CN,far-east-asia,2015,97010000.00,4113.00,0.35
EU,EU Institutions,CO,south-america,2015,58700000.00,3708.20,2.48
EU,EU Institutions,CR,north-central-america,2015,19130000.00,2184.70,0.6
EU,EU Institutions,CU,north-central-america,2015,14810000.00,,
EU,EU Institutions,CV,south-of-sahara,2015,24740000.00,1646.10,1.54
EU,EU Institutions,DJ,south-of-sahara,2015,11500000.00,875.50,7.51
EU,EU Institutions,DM,north-central-america,2015,2320000.00,2908.50,2.6
EU,EU Institutions,DO,north-central-america,2015,33280000.00,,0.56
EU,EU Institutions,DZ,north-of-sahara,2015,48360000.00,5073.50,
EU,EU Institutions,EC,south-america,2015,157060000.00,3930.80,1.72
EU,EU Institutions,EG,north-of-sahara,2015,192530000.00,2421.10,
EU,EU Institutions,ER,south-of-sahara,2015,13630000.00,,
EU,EU Institutions,ET,south-of-sahara,2015,166830000.00,272.30,5.58
EU,EU Institutions,FJ,oceania,2015,19130000.00,2547.70,0.75
EU,EU Institutions,FM,oceania,2015,60000.00,911.00,6.35
EU,EU Institutions,GA,south-of-sahara,2015,8060000.00,4009.80,1.48
EU,EU Institutions,GD,north-central-america,2015,250000.00,2908.10,2.6
EU,EU Institutions,GE,south-central-asia,2015,149290000.00,2591.30,3.36
EU,EU Institutions,GH,south-of-sahara,2015,157990000.00,740.00,3.74
EU,EU Institutions,GM,south-of-sahara,2015,9330000.00,324.80,17.39
EU,EU Institutions,GN,south-of-sahara,2015,87010000.00,249.90,10.45
EU,EU Institutions,GT,north-central-america,2015,24230000.00,887.90,3.16
EU,EU Institutions,GW,south-of-sahara,2015,29020000.00,185.60,30.73
EU,EU Institutions,GY,south-america,2015,1180000.00,2158.50,2.3
EU,EU Institutions,HN,north-central-america,2015,46790000.00,879.60,7.66
EU,EU Institutions,HT,north-central-america,2015,133870000.00,253.60,28.21
EU,EU Institutions,ID,far-east-asia,2015,50070000.00,1637.40,1.5
EU,EU Institutions,IN,south-central-asia,2015,304870000.00,1312.00,3.22
EU,EU Institutions,IQ,middle-east,2015,112190000.00,6538.30,
EU,EU Institutions,IR,middle-east,2015,1730000.00,2374.30,0.03
EU,EU Institutions,JM,north-central-america,2015,29640000.00,2369.50,0.41
EU,EU Institutions,JO,middle-east,2015,212100000.00,2573.60,
EU,EU Institutions,KE,south-of-sahara,2015,131390000.00,572.00,8.26
EU,EU Institutions,KG,south-central-asia,2015,33510000.00,1016.30,0.48
EU,EU Institutions,KH,far-east-asia,2015,45230000.00,608.10,0.22
EU,EU Institutions,KI,oceania,2015,3640000.00,1141.30,4.25
EU,EU Institutions,KM,south-of-sahara,2015,10970000.00,249.10,3.88
EU,EU Institutions,KP,far-east-asia,2015,8540000.00,,
EU,EU Institutions,KZ,south-central-asia,2015,14240000.00,4942.20,0.01
EU,EU Institutions,LA,far-east-asia,2015,10780000.00,959.50,3.22
EU,EU Institutions,LB,middle-east,2015,171790000.00,3828.50,
EU,EU Institutions,LC,north-central-america,2015,5210000.00,3346.40,10.24
EU,EU Institutions,LK,south-central-asia,2015,117280000.00,1377.90,0.27
EU,EU Institutions,LR,south-of-sahara,2015,71700000.00,192.30,19.81
EU,EU Institutions,LS,south-of-sahara,2015,9540000.00,1721.10,29.16
EU,EU Institutions,LY,north-of-sahara,2015,25640000.00,,
EU,EU Institutions,MA,north-of-sahara,2015,382320000.00,2055.40,0.24
EU,EU Institutions,MD,europe,2015,86440000.00,1728.30,0.01
EU,EU Institutions,ME,europe,2015,81910000.00,6542.20,0.23
EU,EU Institutions,MG,south-of-sahara,2015,84320000.00,151.90,39.45
EU,EU Institutions,MK,europe,2015,179710000.00,4000.40,0.39
EU,EU Institutions,ML,south-of-sahara,2015,150800000.00,360.00,16.67
EU,EU Institutions,MM,south-central-asia,2015,120100000.00,1179.50,0.66
EU,EU Institutions,MN,far-east-asia,2015,6930000.00,3223.30,0.04
EU,EU Institutions,MR,south-of-sahara,2015,44570000.00,1182.70,1.68
EU,EU Institutions,MS,north-central-america,2015,0.00,,
EU,EU Institutions,MU,south-of-sahara,2015,52020000.00,3998.80,0.09
EU,EU Institutions,MV,south-central-asia,2015,1180000.00,5220.60,1
EU,EU Institutions,MW,south-of-sahara,2015,74560000.00,186.50,32.64
EU,EU Institutions,MX,north-central-america,2015,10560000.00,4194.50,0.74
EU,EU Institutions,MY,far-east-asia,2015,1900000.00,4962.80,0.01
EU,EU Institutions,MZ,south-of-sahara,2015,84350000.00,304.10,25.25
EU,EU Institutions,NA,south-of-sahara,2015,21770000.00,4211.60,5.14
EU,EU Institutions,NE,south-of-sahara,2015,227200000.00,199.30,13.51
EU,EU Institutions,NG,south-of-sahara,2015,103240000.00,478.80,19.6
EU,EU Institutions,NI,north-central-america,2015,47980000.00,713.10,1.96
EU,EU Institutions,NP,south-central-asia,2015,47960000.00,468.10,1.62
EU,EU Institutions,NR,oceania,2015,100000.00,,
EU,EU Institutions,NU,oceania,2015,190000.00,,
EU,EU Institutions,PA,north-central-america,2015,3310000.00,3096.90,0.8
EU,EU Institutions,PE,south-america,2015,27400000.00,2616.30,0.94
EU,EU Institutions,PG,oceania,2015,21870000.00,579.00,11.92
EU,EU Institutions,PH,far-east-asia,2015,57240000.00,1447.40,2.36
EU,EU Institutions,PK,south-central-asia,2015,123490000.00,702.60,1.02
EU,EU Institutions,PS,middle-east,2015,408420000.00,,0.02
EU,EU Institutions,PY,south-america,2015,21190000.00,1581.50,0.87
EU,EU Institutions,RS,europe,2015,474850000.00,5323.60,0.04
EU,EU Institutions,RW,south-of-sahara,2015,24080000.00,311.00,23.77
EU,EU Institutions,SB,oceania,2015,5650000.00,678.10,11.24
EU,EU Institutions,SC,south-of-sahara,2015,990000.00,8915.50,0.43
EU,EU Institutions,SD,south-of-sahara,2015,64360000.00,469.60,2.43
EU,EU Institutions,SH,south-of-sahara,2015,100000.00,,
EU,EU Institutions,SL,south-of-sahara,2015,74180000.00,155.60,8.06
EU,EU Institutions,SN,south-of-sahara,2015,56220000.00,1077.40,12.48
EU,EU Institutions,SO,south-of-sahara,2015,173200000.00,,
EU,EU Institutions,SR,south-america,2015,2130000.00,4197.00,14.23
EU,EU Institutions,SS,south-of-sahara,2015,134410000.00,459.10,37.87
EU,EU Institutions,ST,south-of-sahara,2015,6010000.00,536.20,7.07
EU,EU Institutions,SV,north-central-america,2015,16390000.00,1622.10,0.74
EU,EU Institutions,SY,middle-east,2015,222320000.00,,
EU,EU Institutions,SZ,south-of-sahara,2015,36220000.00,2688.50,16.01
EU,EU Institutions,TD,south-of-sahara,2015,172560000.00,283.10,13.65
EU,EU Institutions,TG,south-of-sahara,2015,25210000.00,278.90,21.5
EU,EU Institutions,TH,far-east-asia,2015,12760000.00,3612.60,0
EU,EU Institutions,TJ,south-central-asia,2015,28350000.00,533.30,4.88
EU,EU Institutions,TL,far-east-asia,2015,11510000.00,2381.60,4.24
EU,EU Institutions,TM,south-central-asia,2015,4610000.00,,0.31
EU,EU Institutions,TN,north-of-sahara,2015,406010000.00,2623.90,0.17
EU,EU Institutions,TO,oceania,2015,4320000.00,1080.10,0.21
EU,EU Institutions,TR,europe,2015,2444280000.00,4577.20,0.06
EU,EU Institutions,TV,oceania,2015,450000.00,2072.40,0.42
EU,EU Institutions,TZ,south-of-sahara,2015,127930000.00,350.90,13
EU,EU Institutions,UA,europe,2015,239930000.00,3197.70,0
EU,EU Institutions,UG,south-of-sahara,2015,122330000.00,505.60,10.3
EU,EU Institutions,UY,south-america,2015,5960000.00,6118.90,0.11
EU,EU Institutions,UZ,south-central-asia,2015,11800000.00,1853.80,6.36
EU,EU Institutions,VC,north-central-america,2015,8720000.00,2841.50,
EU,EU Institutions,VE,south-america,2015,2170000.00,,6.35
EU,EU Institutions,VN,far-east-asia,2015,72380000.00,1416.70,0.61
EU,EU Institutions,VU,oceania,2015,10150000.00,528.90,3.45
EU,EU Institutions,WF,oceania,2015,210000.00,,
EU,EU Institutions,WS,oceania,2015,13050000.00,1327.40,0.14
EU,EU Institutions,XK,europe,2015,205190000.00,,0.19
EU,EU Institutions,YE,middle-east,2015,53800000.00,812.20,
EU,EU Institutions,ZA,south-of-sahara,2015,266390000.00,3139.60,4.75
EU,EU Institutions,ZM,south-of-sahara,2015,76800000.00,654.30,28.32
EU,EU Institutions,ZW,south-of-sahara,2015,80270000.00,523.50,3.93
gavi,Global Alliance for Vaccines and Immunization,AF,south-central-asia,2015,21290000.00,184.00,2.79
