parent,id-to,rank,year,total-value,sector,sector-value
United Nations High Commissioner for Refugees,CD,2,2015,12624200.00,humanitarian,12624200.00
United Nations High Commissioner for Refugees,CI,8,2015,6515250.00,humanitarian,6515250.00
United Nations High Commissioner for Refugees,EC,6,2015,8370710.00,humanitarian,8370710.00
United Nations High Commissioner for Refugees,EG,7,2015,6641770.00,humanitarian,6641770.00
United Nations High Commissioner for Refugees,NP,10,2015,5057870.00,humanitarian,5057870.00
United Nations High Commissioner for Refugees,other,11,2015,368060858.12,humanitarian,305894058.12
United Nations High Commissioner for Refugees,other,11,2015,368060858.12,other,62166800.00
United Nations High Commissioner for Refugees,SN,3,2015,12547800.00,humanitarian,12547800.00
United Nations High Commissioner for Refugees,TH,9,2015,5472260.00,humanitarian,5472260.00
United Nations High Commissioner for Refugees,TZ,1,2015,13019400.00,humanitarian,13019400.00
United Nations High Commissioner for Refugees,ZA,4,2015,12318200.00,humanitarian,12318200.00
United Nations Peacebuilding Fund,CD,3,2015,5772671.00,governance-and-security,5772671.00
United Nations Peacebuilding Fund,CF,8,2015,3864632.60,other-social-services,151.60
United Nations Peacebuilding Fund,CF,8,2015,3864632.60,governance-and-security,3863942.90
United Nations Peacebuilding Fund,CF,8,2015,3864632.60,banking-and-business,538.10
United Nations Peacebuilding Fund,CI,9,2015,3627687.20,health,716580.80
United Nations Peacebuilding Fund,CI,9,2015,3627687.20,governance-and-security,2911106.40
United Nations Peacebuilding Fund,GN,1,2015,10032786.50,governance-and-security,8735870.50
United Nations Peacebuilding Fund,GN,1,2015,10032786.50,other-social-services,1296916.00
United Nations Peacebuilding Fund,KG,2,2015,7758836.50,governance-and-security,7758836.50
United Nations Peacebuilding Fund,LR,5,2015,4340024.40,governance-and-security,2920393.80
United Nations Peacebuilding Fund,LR,5,2015,4340024.40,other,117710.60
United Nations Peacebuilding Fund,LR,5,2015,4340024.40,other-social-services,1301920.00
United Nations Peacebuilding Fund,ML,7,2015,4130873.20,governance-and-security,2629794.20
United Nations Peacebuilding Fund,ML,7,2015,4130873.20,humanitarian,1501079.00
United Nations Peacebuilding Fund,NP,10,2015,2762322.10,governance-and-security,2093749.80
United Nations Peacebuilding Fund,NP,10,2015,2762322.10,other,668572.30
United Nations Peacebuilding Fund,other,11,2015,19876231.00,other-social-services,916097.40
United Nations Peacebuilding Fund,other,11,2015,19876231.00,governance-and-security,16942494.00
United Nations Peacebuilding Fund,other,11,2015,19876231.00,humanitarian,1491171.60
United Nations Peacebuilding Fund,other,11,2015,19876231.00,health,526468.00
United Nations Peacebuilding Fund,SS,6,2015,4168287.30,water-and-sanitation,2837179.20
United Nations Peacebuilding Fund,SS,6,2015,4168287.30,governance-and-security,230034.10
United Nations Peacebuilding Fund,SS,6,2015,4168287.30,other-social-services,1101074.00
United Nations Peacebuilding Fund,YE,4,2015,5418783.50,other-social-services,1878071.40
United Nations Peacebuilding Fund,YE,4,2015,5418783.50,governance-and-security,3540712.10
United Nations Population Fund,AF,8,2015,6240918.77,other-social-services,1620458.44
United Nations Population Fund,AF,8,2015,6240918.77,other,79.40
United Nations Population Fund,AF,8,2015,6240918.77,general-budget-support,362.29
United Nations Population Fund,AF,8,2015,6240918.77,environment,1350.83
United Nations Population Fund,AF,8,2015,6240918.77,governance-and-security,91792.89
United Nations Population Fund,AF,8,2015,6240918.77,education,155587.87
United Nations Population Fund,AF,8,2015,6240918.77,humanitarian,585711.55
United Nations Population Fund,AF,8,2015,6240918.77,health,3785575.50
United Nations Population Fund,BD,5,2015,7043667.17,health,4321365.68
United Nations Population Fund,BD,5,2015,7043667.17,other,4587.50
United Nations Population Fund,BD,5,2015,7043667.17,environment,77994.64
United Nations Population Fund,BD,5,2015,7043667.17,other-social-services,2341432.78
United Nations Population Fund,BD,5,2015,7043667.17,humanitarian,207181.05
United Nations Population Fund,BD,5,2015,7043667.17,education,88303.77
United Nations Population Fund,BD,5,2015,7043667.17,governance-and-security,2801.75
United Nations Population Fund,CD,2,2015,9273554.57,education,133208.03
United Nations Population Fund,CD,2,2015,9273554.57,general-budget-support,5013.91
United Nations Population Fund,CD,2,2015,9273554.57,governance-and-security,4127.59
United Nations Population Fund,CD,2,2015,9273554.57,other-social-services,791608.59
United Nations Population Fund,CD,2,2015,9273554.57,health,8339596.45
United Nations Population Fund,ET,4,2015,7131958.10,other,154.16
United Nations Population Fund,ET,4,2015,7131958.10,health,5875334.06
United Nations Population Fund,ET,4,2015,7131958.10,other-social-services,961786.94
United Nations Population Fund,ET,4,2015,7131958.10,education,324691.39
United Nations Population Fund,ET,4,2015,7131958.10,governance-and-security,14804.10
United Nations Population Fund,ET,4,2015,7131958.10,environment,2621.49
United Nations Population Fund,ET,4,2015,7131958.10,humanitarian,-47434.04
United Nations Population Fund,IN,1,2015,10052623.09,humanitarian,136137.81
United Nations Population Fund,IN,1,2015,10052623.09,governance-and-security,29051.50
United Nations Population Fund,IN,1,2015,10052623.09,environment,7562.98
United Nations Population Fund,IN,1,2015,10052623.09,health,5955188.54
United Nations Population Fund,IN,1,2015,10052623.09,other,444.84
United Nations Population Fund,IN,1,2015,10052623.09,other-social-services,2091700.98
United Nations Population Fund,IN,1,2015,10052623.09,education,1832536.44
United Nations Population Fund,KE,7,2015,6464233.73,health,4918479.17
United Nations Population Fund,KE,7,2015,6464233.73,education,317669.25
United Nations Population Fund,KE,7,2015,6464233.73,humanitarian,237873.86
United Nations Population Fund,KE,7,2015,6464233.73,environment,89.33
United Nations Population Fund,KE,7,2015,6464233.73,other,5.26
United Nations Population Fund,KE,7,2015,6464233.73,other-social-services,990116.86
United Nations Population Fund,MM,10,2015,5110078.44,health,2858552.58
United Nations Population Fund,MM,10,2015,5110078.44,other-social-services,1072002.84
United Nations Population Fund,MM,10,2015,5110078.44,humanitarian,743436.96
United Nations Population Fund,MM,10,2015,5110078.44,education,328943.61
United Nations Population Fund,MM,10,2015,5110078.44,governance-and-security,107142.45
United Nations Population Fund,NG,3,2015,7400450.21,humanitarian,273541.71
United Nations Population Fund,NG,3,2015,7400450.21,health,6995878.83
United Nations Population Fund,NG,3,2015,7400450.21,other-social-services,131337.52
United Nations Population Fund,NG,3,2015,7400450.21,environment,9.57
United Nations Population Fund,NG,3,2015,7400450.21,other,0.54
United Nations Population Fund,NG,3,2015,7400450.21,education,-0.01
United Nations Population Fund,NG,3,2015,7400450.21,governance-and-security,-317.95
United Nations Population Fund,other,11,2015,242141941.95,health,148863650.23
United Nations Population Fund,other,11,2015,242141941.95,other,44009.54
United Nations Population Fund,other,11,2015,242141941.95,general-budget-support,133422.37
United Nations Population Fund,other,11,2015,242141941.95,environment,748235.09
United Nations Population Fund,other,11,2015,242141941.95,education,11247736.90
United Nations Population Fund,other,11,2015,242141941.95,humanitarian,13219025.08
United Nations Population Fund,other,11,2015,242141941.95,governance-and-security,27050524.73
United Nations Population Fund,other,11,2015,242141941.95,other-social-services,40835338.01
United Nations Population Fund,PK,6,2015,6717499.19,environment,9185.89
United Nations Population Fund,PK,6,2015,6717499.19,health,4452956.39
United Nations Population Fund,PK,6,2015,6717499.19,other-social-services,1322406.88
United Nations Population Fund,PK,6,2015,6717499.19,humanitarian,810379.50
United Nations Population Fund,PK,6,2015,6717499.19,education,122030.25
United Nations Population Fund,PK,6,2015,6717499.19,other,540.28
United Nations Population Fund,UG,9,2015,5697185.07,governance-and-security,11855.74
United Nations Population Fund,UG,9,2015,5697185.07,other,1328.09
United Nations Population Fund,UG,9,2015,5697185.07,environment,22577.70
United Nations Population Fund,UG,9,2015,5697185.07,humanitarian,97402.28
United Nations Population Fund,UG,9,2015,5697185.07,education,210444.24
United Nations Population Fund,UG,9,2015,5697185.07,other-social-services,788080.04
United Nations Population Fund,UG,9,2015,5697185.07,health,4565496.98
United Nations Relief and Works Agency for Palestine Refugees in the Near East,JO,2,2015,180703300.00,education,94603200.00
United Nations Relief and Works Agency for Palestine Refugees in the Near East,JO,2,2015,180703300.00,health,35333600.00
United Nations Relief and Works Agency for Palestine Refugees in the Near East,JO,2,2015,180703300.00,other,30731600.00
United Nations Relief and Works Agency for Palestine Refugees in the Near East,JO,2,2015,180703300.00,humanitarian,20034900.00
United Nations Relief and Works Agency for Palestine Refugees in the Near East,LB,3,2015,101871500.00,education,53332600.00
United Nations Relief and Works Agency for Palestine Refugees in the Near East,LB,3,2015,101871500.00,humanitarian,11294700.00
United Nations Relief and Works Agency for Palestine Refugees in the Near East,LB,3,2015,101871500.00,other,17324900.00
United Nations Relief and Works Agency for Palestine Refugees in the Near East,LB,3,2015,101871500.00,health,19919300.00
United Nations Relief and Works Agency for Palestine Refugees in the Near East,PS,1,2015,452810400.00,humanitarian,50203900.00
United Nations Relief and Works Agency for Palestine Refugees in the Near East,PS,1,2015,452810400.00,health,88539600.00
United Nations Relief and Works Agency for Palestine Refugees in the Near East,PS,1,2015,452810400.00,other,77007900.00
United Nations Relief and Works Agency for Palestine Refugees in the Near East,PS,1,2015,452810400.00,education,237059000.00
United Nations Relief and Works Agency for Palestine Refugees in the Near East,SY,4,2015,35994460.00,education,18844100.00
United Nations Relief and Works Agency for Palestine Refugees in the Near East,SY,4,2015,35994460.00,humanitarian,3990770.00
United Nations Relief and Works Agency for Palestine Refugees in the Near East,SY,4,2015,35994460.00,other,6121460.00
United Nations Relief and Works Agency for Palestine Refugees in the Near East,SY,4,2015,35994460.00,health,7038130.00
World Bank Group,BD,4,2015,890143632.61,infrastructure,169050785.00
World Bank Group,BD,4,2015,890143632.61,education,193143999.70
World Bank Group,BD,4,2015,890143632.61,agriculture-and-food-security,5512567.00
World Bank Group,BD,4,2015,890143632.61,other,26029650.00
World Bank Group,BD,4,2015,890143632.61,other-social-services,28059020.91
World Bank Group,BD,4,2015,890143632.61,environment,29393898.00
World Bank Group,BD,4,2015,890143632.61,industry-and-trade,35341384.90
World Bank Group,BD,4,2015,890143632.61,humanitarian,55784580.00
World Bank Group,BD,4,2015,890143632.61,water-and-sanitation,58778359.00
World Bank Group,BD,4,2015,890143632.61,health,74951459.10
World Bank Group,BD,4,2015,890143632.61,banking-and-business,82482300.00
World Bank Group,BD,4,2015,890143632.61,governance-and-security,131615629.00
World Bank Group,ET,6,2015,710070134.43,other-social-services,198221368.13
World Bank Group,ET,6,2015,710070134.43,environment,1040420.00
World Bank Group,ET,6,2015,710070134.43,health,11173900.00
World Bank Group,ET,6,2015,710070134.43,banking-and-business,11800100.00
World Bank Group,ET,6,2015,710070134.43,education,16051059.00
World Bank Group,ET,6,2015,710070134.43,humanitarian,20199800.00
World Bank Group,ET,6,2015,710070134.43,other,26477700.00
World Bank Group,ET,6,2015,710070134.43,industry-and-trade,48710358.00
World Bank Group,ET,6,2015,710070134.43,water-and-sanitation,63356595.20
World Bank Group,ET,6,2015,710070134.43,agriculture-and-food-security,66950111.00
World Bank Group,ET,6,2015,710070134.43,governance-and-security,87166901.00
World Bank Group,ET,6,2015,710070134.43,infrastructure,158921822.10
World Bank Group,GH,9,2015,535591658.70,banking-and-business,10243893.20
World Bank Group,GH,9,2015,535591658.70,governance-and-security,186163959.00
World Bank Group,GH,9,2015,535591658.70,infrastructure,122239633.00
World Bank Group,GH,9,2015,535591658.70,education,59582085.00
World Bank Group,GH,9,2015,535591658.70,water-and-sanitation,58001432.50
World Bank Group,GH,9,2015,535591658.70,agriculture-and-food-security,34866800.00
World Bank Group,GH,9,2015,535591658.70,other,27659290.00
World Bank Group,GH,9,2015,535591658.70,industry-and-trade,17606922.00
World Bank Group,GH,9,2015,535591658.70,other-social-services,9429060.00
World Bank Group,GH,9,2015,535591658.70,health,9424949.00
World Bank Group,GH,9,2015,535591658.70,environment,373635.00
World Bank Group,IN,2,2015,1186246620.80,industry-and-trade,877659.00
World Bank Group,IN,2,2015,1186246620.80,other,85700078.00
World Bank Group,IN,2,2015,1186246620.80,infrastructure,101085397.00
World Bank Group,IN,2,2015,1186246620.80,agriculture-and-food-security,327606245.30
World Bank Group,IN,2,2015,1186246620.80,education,354332514.00
World Bank Group,IN,2,2015,1186246620.80,water-and-sanitation,81849774.50
World Bank Group,IN,2,2015,1186246620.80,health,77321459.40
World Bank Group,IN,2,2015,1186246620.80,other-social-services,44473947.00
World Bank Group,IN,2,2015,1186246620.80,humanitarian,44383450.00
World Bank Group,IN,2,2015,1186246620.80,environment,41536323.00
World Bank Group,IN,2,2015,1186246620.80,governance-and-security,17652521.50
World Bank Group,IN,2,2015,1186246620.80,banking-and-business,9427252.10
World Bank Group,KE,10,2015,472325495.54,governance-and-security,107876505.70
World Bank Group,KE,10,2015,472325495.54,other,60932125.00
World Bank Group,KE,10,2015,472325495.54,water-and-sanitation,37748598.00
World Bank Group,KE,10,2015,472325495.54,other-social-services,22853466.00
World Bank Group,KE,10,2015,472325495.54,health,20581358.00
World Bank Group,KE,10,2015,472325495.54,agriculture-and-food-security,17407116.30
World Bank Group,KE,10,2015,472325495.54,banking-and-business,10293843.00
World Bank Group,KE,10,2015,472325495.54,environment,5169414.37
World Bank Group,KE,10,2015,472325495.54,industry-and-trade,3112875.80
World Bank Group,KE,10,2015,472325495.54,humanitarian,1295584.00
World Bank Group,KE,10,2015,472325495.54,infrastructure,185054609.37
World Bank Group,NG,5,2015,774590772.15,industry-and-trade,2329940.00
World Bank Group,NG,5,2015,774590772.15,governance-and-security,-3586740.00
World Bank Group,NG,5,2015,774590772.15,health,256211487.80
World Bank Group,NG,5,2015,774590772.15,infrastructure,145264677.00
World Bank Group,NG,5,2015,774590772.15,banking-and-business,105676609.00
World Bank Group,NG,5,2015,774590772.15,agriculture-and-food-security,103581276.64
World Bank Group,NG,5,2015,774590772.15,water-and-sanitation,83798925.00
World Bank Group,NG,5,2015,774590772.15,education,50666400.00
World Bank Group,NG,5,2015,774590772.15,environment,9150595.00
World Bank Group,NG,5,2015,774590772.15,other-social-services,8648700.00
World Bank Group,NG,5,2015,774590772.15,humanitarian,7490700.00
World Bank Group,NG,5,2015,774590772.15,other,5358201.71
World Bank Group,other,11,2015,5072565852.02,infrastructure,1183634219.53
World Bank Group,other,11,2015,5072565852.02,debt-relief,10766761.66
World Bank Group,other,11,2015,5072565852.02,environment,112350720.51
World Bank Group,other,11,2015,5072565852.02,other,181493984.06
World Bank Group,other,11,2015,5072565852.02,humanitarian,251447251.80
World Bank Group,other,11,2015,5072565852.02,banking-and-business,275613552.39
World Bank Group,other,11,2015,5072565852.02,water-and-sanitation,284444161.62
World Bank Group,other,11,2015,5072565852.02,industry-and-trade,300762984.59
World Bank Group,other,11,2015,5072565852.02,education,310688241.10
World Bank Group,other,11,2015,5072565852.02,other-social-services,374538704.12
World Bank Group,other,11,2015,5072565852.02,governance-and-security,563315168.16
World Bank Group,other,11,2015,5072565852.02,agriculture-and-food-security,566532792.23
World Bank Group,other,11,2015,5072565852.02,health,656977310.26
World Bank Group,PK,1,2015,1618142563.16,water-and-sanitation,1386738.00
World Bank Group,PK,1,2015,1618142563.16,banking-and-business,311035302.31
World Bank Group,PK,1,2015,1618142563.16,education,273976575.00
World Bank Group,PK,1,2015,1618142563.16,agriculture-and-food-security,80025447.00
World Bank Group,PK,1,2015,1618142563.16,other-social-services,71101534.20
World Bank Group,PK,1,2015,1618142563.16,industry-and-trade,63390695.00
World Bank Group,PK,1,2015,1618142563.16,other,44633700.00
World Bank Group,PK,1,2015,1618142563.16,environment,38200493.00
World Bank Group,PK,1,2015,1618142563.16,health,33693389.00
World Bank Group,PK,1,2015,1618142563.16,infrastructure,346793493.50
World Bank Group,PK,1,2015,1618142563.16,governance-and-security,353905196.15
World Bank Group,TD,7,2015,604155447.59,governance-and-security,44293317.50
World Bank Group,TD,7,2015,604155447.59,agriculture-and-food-security,13992765.00
World Bank Group,TD,7,2015,604155447.59,banking-and-business,7990581.20
World Bank Group,TD,7,2015,604155447.59,humanitarian,6480780.00
World Bank Group,TD,7,2015,604155447.59,industry-and-trade,2020856.00
World Bank Group,TD,7,2015,604155447.59,infrastructure,1933465.00
World Bank Group,TD,7,2015,604155447.59,health,1622704.00
World Bank Group,TD,7,2015,604155447.59,other,898393.00
World Bank Group,TD,7,2015,604155447.59,education,865915.00
World Bank Group,TD,7,2015,604155447.59,debt-relief,524056670.89
World Bank Group,TZ,8,2015,602314951.90,environment,1573825.00
World Bank Group,TZ,8,2015,602314951.90,infrastructure,148520918.90
World Bank Group,TZ,8,2015,602314951.90,other-social-services,136276994.00
World Bank Group,TZ,8,2015,602314951.90,governance-and-security,118687280.00
World Bank Group,TZ,8,2015,602314951.90,banking-and-business,60761140.10
World Bank Group,TZ,8,2015,602314951.90,education,59830400.00
World Bank Group,TZ,8,2015,602314951.90,other,33275832.00
World Bank Group,TZ,8,2015,602314951.90,industry-and-trade,19066294.00
World Bank Group,TZ,8,2015,602314951.90,water-and-sanitation,16148681.00
World Bank Group,TZ,8,2015,602314951.90,agriculture-and-food-security,6487494.00
World Bank Group,TZ,8,2015,602314951.90,health,1686092.90
World Bank Group,VN,3,2015,908545554.92,industry-and-trade,18917011.40
World Bank Group,VN,3,2015,908545554.92,health,23485199.00
World Bank Group,VN,3,2015,908545554.92,banking-and-business,27727282.40
World Bank Group,VN,3,2015,908545554.92,education,59789091.60
World Bank Group,VN,3,2015,908545554.92,agriculture-and-food-security,62563630.00
World Bank Group,VN,3,2015,908545554.92,other,119754985.00
World Bank Group,VN,3,2015,908545554.92,other-social-services,7642240.00
World Bank Group,VN,3,2015,908545554.92,infrastructure,369088228.20
World Bank Group,VN,3,2015,908545554.92,water-and-sanitation,171279447.40
World Bank Group,VN,3,2015,908545554.92,governance-and-security,13032070.92
World Bank Group,VN,3,2015,908545554.92,environment,13133869.00
World Bank Group,VN,3,2015,908545554.92,general-budget-support,10266200.00
World Bank Group,VN,3,2015,908545554.92,humanitarian,11866300.00
World Food Programme,ET,2,2015,23967258.00,governance-and-security,34384.00
World Food Programme,ET,2,2015,23967258.00,humanitarian,22346869.00
World Food Programme,ET,2,2015,23967258.00,agriculture-and-food-security,932717.00
World Food Programme,ET,2,2015,23967258.00,education,447854.00
World Food Programme,ET,2,2015,23967258.00,health,108123.00
World Food Programme,ET,2,2015,23967258.00,other-social-services,97311.00
World Food Programme,IQ,8,2015,9224290.00,humanitarian,9224290.00
World Food Programme,KE,6,2015,11711220.00,humanitarian,10389922.00
World Food Programme,KE,6,2015,11711220.00,other,745899.00
World Food Programme,KE,6,2015,11711220.00,education,549480.00
World Food Programme,KE,6,2015,11711220.00,governance-and-security,25919.00
World Food Programme,LB,7,2015,9489760.00,humanitarian,9489760.00
World Food Programme,NE,4,2015,15900890.00,humanitarian,11283130.00
World Food Programme,NE,4,2015,15900890.00,education,1819120.00
World Food Programme,NE,4,2015,15900890.00,health,2798640.00
World Food Programme,other,11,2015,133246477.00,agriculture-and-food-security,16101097.00
World Food Programme,other,11,2015,133246477.00,other,25644149.00
World Food Programme,other,11,2015,133246477.00,humanitarian,63928581.00
World Food Programme,other,11,2015,133246477.00,other-social-services,239277.00
World Food Programme,other,11,2015,133246477.00,governance-and-security,1104849.00
World Food Programme,other,11,2015,133246477.00,health,7199917.00
World Food Programme,other,11,2015,133246477.00,education,19028607.00
World Food Programme,SO,5,2015,15682810.00,education,1997818.00
World Food Programme,SO,5,2015,15682810.00,humanitarian,10765112.00
World Food Programme,SO,5,2015,15682810.00,health,2919880.00
World Food Programme,SS,1,2015,30050245.00,education,670498.00
World Food Programme,SS,1,2015,30050245.00,humanitarian,29379747.00
World Food Programme,SY,3,2015,21096312.00,humanitarian,21096312.00
World Food Programme,UG,9,2015,9112096.00,health,178898.00
World Food Programme,UG,9,2015,9112096.00,humanitarian,7249038.00
World Food Programme,UG,9,2015,9112096.00,education,858711.00
World Food Programme,UG,9,2015,9112096.00,governance-and-security,178898.00
World Food Programme,UG,9,2015,9112096.00,agriculture-and-food-security,646551.00
World Food Programme,YE,10,2015,7087889.00,education,177889.00
World Food Programme,YE,10,2015,7087889.00,humanitarian,6910000.00
World Health Organisation,BD,4,2015,5407369.54,health,4616007.94
World Health Organisation,BD,4,2015,5407369.54,humanitarian,791361.60
World Health Organisation,CD,6,2015,4653003.99,humanitarian,574041.90
World Health Organisation,CD,6,2015,4653003.99,health,4078962.09
World Health Organisation,CN,7,2015,4612258.52,health,4433252.47
World Health Organisation,CN,7,2015,4612258.52,humanitarian,179006.05
World Health Organisation,ET,10,2015,3702130.81,health,3419729.61
World Health Organisation,ET,10,2015,3702130.81,humanitarian,282401.20
World Health Organisation,ID,5,2015,4848793.18,health,4692643.74
World Health Organisation,ID,5,2015,4848793.18,humanitarian,156149.44
World Health Organisation,IN,1,2015,7015756.37,health,6972513.07
World Health Organisation,IN,1,2015,7015756.37,humanitarian,43243.30
World Health Organisation,KE,2,2015,6320770.75,health,6232022.34
World Health Organisation,KE,2,2015,6320770.75,humanitarian,88748.41
World Health Organisation,NG,3,2015,5774094.77,health,5511495.47
World Health Organisation,NG,3,2015,5774094.77,humanitarian,262599.30
World Health Organisation,NP,9,2015,4240871.28,humanitarian,1555620.21
World Health Organisation,NP,9,2015,4240871.28,health,2685251.07
World Health Organisation,other,11,2015,612816283.86,health,530588920.78
World Health Organisation,other,11,2015,612816283.86,humanitarian,82227363.08
World Health Organisation,VN,8,2015,4571768.17,health,4176738.14
World Health Organisation,VN,8,2015,4571768.17,humanitarian,395030.03
