parent,id-to,rank,year,total-value,sector,sector-value
International Atomic Energy Agency,BY,6,2015,638813.00,other,638813.00
International Atomic Energy Agency,CN,3,2015,871115.00,other,871115.00
International Atomic Energy Agency,ET,5,2015,667698.00,other,667698.00
International Atomic Energy Agency,GH,8,2015,624071.00,other,624071.00
International Atomic Energy Agency,MA,9,2015,620011.00,other,620011.00
International Atomic Energy Agency,ME,10,2015,597748.00,other,597748.00
International Atomic Energy Agency,MR,2,2015,892457.00,other,892457.00
International Atomic Energy Agency,MX,7,2015,624603.00,other,624603.00
International Atomic Energy Agency,other,11,2015,56026388.50,other,56026388.50
International Atomic Energy Agency,PK,1,2015,1298210.00,other,1298210.00
International Fund for Agricultural Development,BD,1,2015,36706270.00,other,36706270.00
International Fund for Agricultural Development,ET,4,2015,28380060.00,other,28380060.00
International Fund for Agricultural Development,IN,3,2015,29638600.00,other,29638600.00
International Fund for Agricultural Development,KH,7,2015,15783520.00,other,15783520.00
International Fund for Agricultural Development,MW,10,2015,13707955.00,debt-relief,2405075.00
International Fund for Agricultural Development,MW,10,2015,13707955.00,other,11302880.00
International Fund for Agricultural Development,other,11,2015,329316020.10,other,317675196.00
International Fund for Agricultural Development,other,11,2015,329316020.10,debt-relief,11640824.10
International Fund for Agricultural Development,PK,5,2015,16124600.00,other,16124600.00
International Fund for Agricultural Development,RW,8,2015,15712458.00,debt-relief,3954088.00
International Fund for Agricultural Development,RW,8,2015,15712458.00,other,11758370.00
International Fund for Agricultural Development,UG,6,2015,15880530.00,other,15880530.00
International Fund for Agricultural Development,VN,2,2015,30810290.00,other,30810290.00
International Fund for Agricultural Development,ZM,9,2015,14017179.00,debt-relief,3399177.00
International Fund for Agricultural Development,ZM,9,2015,14017179.00,other,10618002.00
International Labour Organisation,AR,8,2015,1625570.00,governance-and-security,96790.00
International Labour Organisation,AR,8,2015,1625570.00,banking-and-business,59540.00
International Labour Organisation,AR,8,2015,1625570.00,education,32870.00
International Labour Organisation,AR,8,2015,1625570.00,other-social-services,1436370.00
International Labour Organisation,BD,4,2015,1763250.00,other-social-services,1548620.00
International Labour Organisation,BD,4,2015,1763250.00,governance-and-security,214630.00
International Labour Organisation,BR,1,2015,2354350.00,banking-and-business,18630.00
International Labour Organisation,BR,1,2015,2354350.00,education,181080.00
International Labour Organisation,BR,1,2015,2354350.00,other-social-services,1975140.00
International Labour Organisation,BR,1,2015,2354350.00,governance-and-security,179500.00
International Labour Organisation,CN,3,2015,2005310.00,banking-and-business,14380.00
International Labour Organisation,CN,3,2015,2005310.00,other-social-services,1845720.00
International Labour Organisation,CN,3,2015,2005310.00,governance-and-security,140230.00
International Labour Organisation,CN,3,2015,2005310.00,education,4980.00
International Labour Organisation,MM,7,2015,1693340.00,other-social-services,1403630.00
International Labour Organisation,MM,7,2015,1693340.00,governance-and-security,16390.00
International Labour Organisation,MM,7,2015,1693340.00,banking-and-business,273320.00
International Labour Organisation,MX,2,2015,2135570.00,other-social-services,1823790.00
International Labour Organisation,MX,2,2015,2135570.00,banking-and-business,272300.00
International Labour Organisation,MX,2,2015,2135570.00,governance-and-security,38170.00
International Labour Organisation,MX,2,2015,2135570.00,education,1310.00
International Labour Organisation,NP,5,2015,1721850.00,banking-and-business,12140.00
International Labour Organisation,NP,5,2015,1721850.00,governance-and-security,79910.00
International Labour Organisation,NP,5,2015,1721850.00,other-social-services,1629800.00
International Labour Organisation,other,11,2015,267669710.00,banking-and-business,13985910.00
International Labour Organisation,other,11,2015,267669710.00,education,4638130.00
International Labour Organisation,other,11,2015,267669710.00,agriculture-and-food-security,133980.00
International Labour Organisation,other,11,2015,267669710.00,industry-and-trade,55110.00
International Labour Organisation,other,11,2015,267669710.00,other-social-services,172700990.00
International Labour Organisation,other,11,2015,267669710.00,other,40742210.00
International Labour Organisation,other,11,2015,267669710.00,governance-and-security,35413380.00
International Labour Organisation,PH,6,2015,1711250.00,governance-and-security,62680.00
International Labour Organisation,PH,6,2015,1711250.00,banking-and-business,93500.00
International Labour Organisation,PH,6,2015,1711250.00,other-social-services,1555070.00
International Labour Organisation,PS,10,2015,1443390.00,other-social-services,1423870.00
International Labour Organisation,PS,10,2015,1443390.00,banking-and-business,12000.00
International Labour Organisation,PS,10,2015,1443390.00,governance-and-security,7520.00
International Labour Organisation,ZW,9,2015,1611830.00,governance-and-security,6870.00
International Labour Organisation,ZW,9,2015,1611830.00,other-social-services,1589230.00
International Labour Organisation,ZW,9,2015,1611830.00,banking-and-business,15000.00
International Labour Organisation,ZW,9,2015,1611830.00,education,730.00
International Monetary Fund,BD,1,2015,255821000.00,general-budget-support,255821000.00
International Monetary Fund,CI,4,2015,136498000.00,general-budget-support,136498000.00
International Monetary Fund,GH,2,2015,232323000.00,general-budget-support,232323000.00
International Monetary Fund,GN,6,2015,93118000.00,general-budget-support,63149000.00
International Monetary Fund,GN,6,2015,93118000.00,debt-relief,29969000.00
International Monetary Fund,LR,7,2015,91672800.00,general-budget-support,55519700.00
International Monetary Fund,LR,7,2015,91672800.00,debt-relief,36153100.00
International Monetary Fund,MZ,5,2015,119205000.00,general-budget-support,119205000.00
International Monetary Fund,NE,9,2015,54572500.00,general-budget-support,54572500.00
International Monetary Fund,NP,10,2015,49878400.00,general-budget-support,49878400.00
International Monetary Fund,other,11,2015,209336650.00,general-budget-support,209336650.00
International Monetary Fund,SL,3,2015,160639600.00,general-budget-support,131622000.00
International Monetary Fund,SL,3,2015,160639600.00,debt-relief,29017600.00
International Monetary Fund,TD,8,2015,68696700.00,debt-relief,11864700.00
International Monetary Fund,TD,8,2015,68696700.00,general-budget-support,56832000.00
Islamic Development Bank,BD,5,2015,11615300.00,other,11615300.00
Islamic Development Bank,BJ,3,2015,12039800.00,other,12039800.00
Islamic Development Bank,GM,4,2015,11945500.00,other,11945500.00
Islamic Development Bank,GN,8,2015,9792280.00,other,9792280.00
Islamic Development Bank,ML,2,2015,12824400.00,other,12824400.00
Islamic Development Bank,MZ,6,2015,11331100.00,other,11331100.00
Islamic Development Bank,other,11,2015,79276690.00,other,79276690.00
Islamic Development Bank,SL,9,2015,9494970.00,other,9494970.00
Islamic Development Bank,TG,10,2015,8972940.00,other,8972940.00
Islamic Development Bank,TJ,7,2015,10810400.00,other,10810400.00
Islamic Development Bank,UG,1,2015,16753800.00,other,16753800.00
Montreal Protocol,AR,4,2015,738200.00,environment,738200.00
Montreal Protocol,CN,1,2015,37484300.00,environment,37484300.00
Montreal Protocol,ID,5,2015,200000.00,environment,200000.00
Montreal Protocol,IN,8,2015,15930.00,environment,15930.00
Montreal Protocol,JO,6,2015,160000.00,environment,160000.00
Montreal Protocol,PH,7,2015,100000.00,environment,100000.00
Montreal Protocol,TH,2,2015,4299330.00,environment,4299330.00
Montreal Protocol,VN,3,2015,2300000.00,environment,2300000.00
Nordic Development Fund,BD,9,2015,469196.00,other,469196.00
Nordic Development Fund,BO,3,2015,4437050.00,water-and-sanitation,4437050.00
Nordic Development Fund,GH,5,2015,2113000.00,other,2113000.00
Nordic Development Fund,HN,8,2015,554631.00,infrastructure,554631.00
Nordic Development Fund,MZ,2,2015,5609427.02,water-and-sanitation,3882.42
Nordic Development Fund,MZ,2,2015,5609427.02,agriculture-and-food-security,5546310.00
Nordic Development Fund,MZ,2,2015,5609427.02,environment,59234.60
Nordic Development Fund,NI,4,2015,2404981.00,infrastructure,1423350.00
Nordic Development Fund,NI,4,2015,2404981.00,humanitarian,981631.00
Nordic Development Fund,NP,10,2015,361974.00,water-and-sanitation,361974.00
Nordic Development Fund,other,11,2015,15062491.21,other,12312.81
Nordic Development Fund,other,11,2015,15062491.21,humanitarian,4991681.00
Nordic Development Fund,other,11,2015,15062491.21,banking-and-business,4437050.00
Nordic Development Fund,other,11,2015,15062491.21,infrastructure,3265263.80
Nordic Development Fund,other,11,2015,15062491.21,environment,1771658.00
Nordic Development Fund,other,11,2015,15062491.21,governance-and-security,554631.00
Nordic Development Fund,other,11,2015,15062491.21,water-and-sanitation,29894.60
Nordic Development Fund,RW,7,2015,970316.00,infrastructure,970316.00
Nordic Development Fund,TZ,1,2015,6100941.00,water-and-sanitation,554631.00
Nordic Development Fund,TZ,1,2015,6100941.00,other-social-services,5546310.00
Nordic Development Fund,VN,6,2015,1102308.00,infrastructure,239346.00
Nordic Development Fund,VN,6,2015,1102308.00,industry-and-trade,554631.00
Nordic Development Fund,VN,6,2015,1102308.00,environment,308331.00
OPEC Fund for International Development,BD,6,2015,14339850.00,infrastructure,11339850.00
OPEC Fund for International Development,BD,6,2015,14339850.00,other,3000000.00
OPEC Fund for International Development,BO,1,2015,24474600.00,other,3922720.00
OPEC Fund for International Development,BO,1,2015,24474600.00,infrastructure,16582050.00
OPEC Fund for International Development,BO,1,2015,24474600.00,education,3969830.00
OPEC Fund for International Development,DO,7,2015,13049650.00,infrastructure,13049650.00
OPEC Fund for International Development,EG,3,2015,19138003.00,infrastructure,5486430.00
OPEC Fund for International Development,EG,3,2015,19138003.00,health,928841.00
OPEC Fund for International Development,EG,3,2015,19138003.00,agriculture-and-food-security,12722732.00
OPEC Fund for International Development,GM,10,2015,11205600.00,infrastructure,11205600.00
OPEC Fund for International Development,LK,9,2015,11394070.00,infrastructure,9214310.00
OPEC Fund for International Development,LK,9,2015,11394070.00,agriculture-and-food-security,2179760.00
OPEC Fund for International Development,MA,5,2015,15601600.00,infrastructure,15601600.00
OPEC Fund for International Development,NP,8,2015,12421361.00,infrastructure,579910.00
OPEC Fund for International Development,NP,8,2015,12421361.00,governance-and-security,80000.00
OPEC Fund for International Development,NP,8,2015,12421361.00,other,8469620.00
OPEC Fund for International Development,NP,8,2015,12421361.00,other-social-services,2403800.00
OPEC Fund for International Development,NP,8,2015,12421361.00,agriculture-and-food-security,588031.00
OPEC Fund for International Development,NP,8,2015,12421361.00,humanitarian,300000.00
OPEC Fund for International Development,other,11,2015,234684580.32,infrastructure,114780497.62
OPEC Fund for International Development,other,11,2015,234684580.32,agriculture-and-food-security,56198667.80
OPEC Fund for International Development,other,11,2015,234684580.32,water-and-sanitation,23870828.20
OPEC Fund for International Development,other,11,2015,234684580.32,education,16960703.00
OPEC Fund for International Development,other,11,2015,234684580.32,health,8634154.00
OPEC Fund for International Development,other,11,2015,234684580.32,other,4932789.00
OPEC Fund for International Development,other,11,2015,234684580.32,other-social-services,4187930.00
OPEC Fund for International Development,other,11,2015,234684580.32,industry-and-trade,2168244.00
OPEC Fund for International Development,other,11,2015,234684580.32,banking-and-business,1430766.70
OPEC Fund for International Development,other,11,2015,234684580.32,humanitarian,1170000.00
OPEC Fund for International Development,other,11,2015,234684580.32,governance-and-security,350000.00
OPEC Fund for International Development,PK,4,2015,17501589.40,infrastructure,16348589.40
OPEC Fund for International Development,PK,4,2015,17501589.40,education,1153000.00
OPEC Fund for International Development,VN,2,2015,21661400.00,other,8066220.00
OPEC Fund for International Development,VN,2,2015,21661400.00,infrastructure,5473020.00
OPEC Fund for International Development,VN,2,2015,21661400.00,health,8122160.00
Organization for Security and Co-operation in Europe,AL,8,2015,2945514.00,other,1508087.00
Organization for Security and Co-operation in Europe,AL,8,2015,2945514.00,environment,278602.00
Organization for Security and Co-operation in Europe,AL,8,2015,2945514.00,governance-and-security,1158825.00
Organization for Security and Co-operation in Europe,AM,9,2015,2908164.00,governance-and-security,1497992.00
Organization for Security and Co-operation in Europe,AM,9,2015,2908164.00,environment,507743.00
Organization for Security and Co-operation in Europe,AM,9,2015,2908164.00,other,902429.00
Organization for Security and Co-operation in Europe,BA,2,2015,11386360.00,other,11386360.00
Organization for Security and Co-operation in Europe,KG,4,2015,6973138.00,other,3824728.00
Organization for Security and Co-operation in Europe,KG,4,2015,6973138.00,environment,1305190.00
Organization for Security and Co-operation in Europe,KG,4,2015,6973138.00,governance-and-security,1843220.00
Organization for Security and Co-operation in Europe,KZ,10,2015,2169260.00,governance-and-security,476450.00
Organization for Security and Co-operation in Europe,KZ,10,2015,2169260.00,environment,448186.00
Organization for Security and Co-operation in Europe,KZ,10,2015,2169260.00,other,1244624.00
Organization for Security and Co-operation in Europe,MK,6,2015,6310944.00,other,4598954.00
Organization for Security and Co-operation in Europe,MK,6,2015,6310944.00,governance-and-security,1711990.00
Organization for Security and Co-operation in Europe,other,11,2015,46452189.70,environment,785336.00
Organization for Security and Co-operation in Europe,other,11,2015,46452189.70,other-social-services,2569320.00
Organization for Security and Co-operation in Europe,other,11,2015,46452189.70,governance-and-security,32882113.70
Organization for Security and Co-operation in Europe,other,11,2015,46452189.70,other,10215420.00
Organization for Security and Co-operation in Europe,RS,5,2015,6451263.00,other,2831448.00
Organization for Security and Co-operation in Europe,RS,5,2015,6451263.00,governance-and-security,3619815.00
Organization for Security and Co-operation in Europe,TJ,3,2015,7407184.00,governance-and-security,1847250.00
Organization for Security and Co-operation in Europe,TJ,3,2015,7407184.00,other,4536374.00
Organization for Security and Co-operation in Europe,TJ,3,2015,7407184.00,environment,1023560.00
Organization for Security and Co-operation in Europe,UA,7,2015,2960655.00,other,984193.00
Organization for Security and Co-operation in Europe,UA,7,2015,2960655.00,governance-and-security,1216362.00
Organization for Security and Co-operation in Europe,UA,7,2015,2960655.00,environment,760100.00
Organization for Security and Co-operation in Europe,XK,1,2015,19017630.00,other,9006120.00
Organization for Security and Co-operation in Europe,XK,1,2015,19017630.00,governance-and-security,10011510.00
The Joint United Nations Programme on HIV/AIDS,CD,3,2015,1635132.00,health,1635132.00
The Joint United Nations Programme on HIV/AIDS,CN,6,2015,1319169.00,health,1319169.00
The Joint United Nations Programme on HIV/AIDS,IN,5,2015,1325722.00,health,1325722.00
The Joint United Nations Programme on HIV/AIDS,KE,7,2015,1315504.00,health,1315504.00
The Joint United Nations Programme on HIV/AIDS,MZ,9,2015,1280335.00,health,1280335.00
The Joint United Nations Programme on HIV/AIDS,NG,1,2015,2637373.00,health,2637373.00
The Joint United Nations Programme on HIV/AIDS,other,11,2015,225929523.00,other-social-services,84987510.00
The Joint United Nations Programme on HIV/AIDS,other,11,2015,225929523.00,health,140942013.00
The Joint United Nations Programme on HIV/AIDS,SS,8,2015,1298985.00,health,1298985.00
The Joint United Nations Programme on HIV/AIDS,ZA,2,2015,1794944.00,health,1794944.00
The Joint United Nations Programme on HIV/AIDS,ZM,10,2015,1196109.00,health,1196109.00
The Joint United Nations Programme on HIV/AIDS,ZW,4,2015,1584727.00,health,1584727.00
United Nations Children's Fund,AF,5,2015,35929699.16,governance-and-security,1847578.00
United Nations Children's Fund,AF,5,2015,35929699.16,other-social-services,1818559.84
United Nations Children's Fund,AF,5,2015,35929699.16,infrastructure,381550.40
United Nations Children's Fund,AF,5,2015,35929699.16,other,6295200.00
United Nations Children's Fund,AF,5,2015,35929699.16,humanitarian,11215705.00
United Nations Children's Fund,AF,5,2015,35929699.16,education,5598653.85
United Nations Children's Fund,AF,5,2015,35929699.16,health,5063343.77
United Nations Children's Fund,AF,5,2015,35929699.16,water-and-sanitation,3709108.30
United Nations Children's Fund,BD,7,2015,25396138.19,governance-and-security,5987325.24
United Nations Children's Fund,BD,7,2015,25396138.19,humanitarian,108850.08
United Nations Children's Fund,BD,7,2015,25396138.19,education,1388088.90
United Nations Children's Fund,BD,7,2015,25396138.19,water-and-sanitation,2327607.59
United Nations Children's Fund,BD,7,2015,25396138.19,infrastructure,2561272.00
United Nations Children's Fund,BD,7,2015,25396138.19,other-social-services,3655126.87
United Nations Children's Fund,BD,7,2015,25396138.19,other,4064411.99
United Nations Children's Fund,BD,7,2015,25396138.19,health,5303455.52
United Nations Children's Fund,CD,1,2015,59737416.51,water-and-sanitation,4972155.60
United Nations Children's Fund,CD,1,2015,59737416.51,health,21654506.95
United Nations Children's Fund,CD,1,2015,59737416.51,other,12644712.78
United Nations Children's Fund,CD,1,2015,59737416.51,infrastructure,426856.00
United Nations Children's Fund,CD,1,2015,59737416.51,other-social-services,2014815.69
United Nations Children's Fund,CD,1,2015,59737416.51,humanitarian,4536781.77
United Nations Children's Fund,CD,1,2015,59737416.51,governance-and-security,4850339.63
United Nations Children's Fund,CD,1,2015,59737416.51,education,8637248.09
United Nations Children's Fund,ET,4,2015,41550973.65,humanitarian,1805593.60
United Nations Children's Fund,ET,4,2015,41550973.65,health,11240609.66
United Nations Children's Fund,ET,4,2015,41550973.65,other,7279595.92
United Nations Children's Fund,ET,4,2015,41550973.65,water-and-sanitation,5973452.21
United Nations Children's Fund,ET,4,2015,41550973.65,education,5000432.21
United Nations Children's Fund,ET,4,2015,41550973.65,governance-and-security,4927366.55
United Nations Children's Fund,ET,4,2015,41550973.65,other-social-services,4616686.50
United Nations Children's Fund,ET,4,2015,41550973.65,infrastructure,707237.00
United Nations Children's Fund,IN,2,2015,54455541.60,environment,44473.90
United Nations Children's Fund,IN,2,2015,54455541.60,health,16344001.33
United Nations Children's Fund,IN,2,2015,54455541.60,other,12378297.97
United Nations Children's Fund,IN,2,2015,54455541.60,other-social-services,6347382.26
United Nations Children's Fund,IN,2,2015,54455541.60,education,4142084.48
United Nations Children's Fund,IN,2,2015,54455541.60,infrastructure,3947211.40
United Nations Children's Fund,IN,2,2015,54455541.60,humanitarian,3823310.67
United Nations Children's Fund,IN,2,2015,54455541.60,water-and-sanitation,3802311.00
United Nations Children's Fund,IN,2,2015,54455541.60,governance-and-security,3626468.59
United Nations Children's Fund,MW,8,2015,22363226.61,health,2896264.67
United Nations Children's Fund,MW,8,2015,22363226.61,humanitarian,217562.54
United Nations Children's Fund,MW,8,2015,22363226.61,governance-and-security,560351.82
United Nations Children's Fund,MW,8,2015,22363226.61,water-and-sanitation,646471.41
United Nations Children's Fund,MW,8,2015,22363226.61,infrastructure,652474.15
United Nations Children's Fund,MW,8,2015,22363226.61,education,1559889.11
United Nations Children's Fund,MW,8,2015,22363226.61,other-social-services,2228228.82
United Nations Children's Fund,MW,8,2015,22363226.61,other,13601984.09
United Nations Children's Fund,NG,3,2015,48966431.73,infrastructure,1787815.00
United Nations Children's Fund,NG,3,2015,48966431.73,governance-and-security,1875923.00
United Nations Children's Fund,NG,3,2015,48966431.73,education,2087221.31
United Nations Children's Fund,NG,3,2015,48966431.73,other-social-services,2674794.05
United Nations Children's Fund,NG,3,2015,48966431.73,humanitarian,4048446.36
United Nations Children's Fund,NG,3,2015,48966431.73,health,16205454.96
United Nations Children's Fund,NG,3,2015,48966431.73,other,18734678.20
United Nations Children's Fund,NG,3,2015,48966431.73,water-and-sanitation,1552098.85
United Nations Children's Fund,other,11,2015,1044094335.35,health,111200833.71
United Nations Children's Fund,other,11,2015,1044094335.35,other-social-services,76392454.32
United Nations Children's Fund,other,11,2015,1044094335.35,industry-and-trade,131235.50
United Nations Children's Fund,other,11,2015,1044094335.35,environment,431456.25
United Nations Children's Fund,other,11,2015,1044094335.35,infrastructure,23096190.73
United Nations Children's Fund,other,11,2015,1044094335.35,water-and-sanitation,24893937.53
United Nations Children's Fund,other,11,2015,1044094335.35,humanitarian,34762799.40
United Nations Children's Fund,other,11,2015,1044094335.35,governance-and-security,40537380.17
United Nations Children's Fund,other,11,2015,1044094335.35,education,52345956.47
United Nations Children's Fund,other,11,2015,1044094335.35,other,680302091.27
United Nations Children's Fund,PK,6,2015,26957372.00,education,2377975.00
United Nations Children's Fund,PK,6,2015,26957372.00,other-social-services,2633432.00
United Nations Children's Fund,PK,6,2015,26957372.00,water-and-sanitation,4210131.78
United Nations Children's Fund,PK,6,2015,26957372.00,other,6268019.50
United Nations Children's Fund,PK,6,2015,26957372.00,health,10059614.93
United Nations Children's Fund,PK,6,2015,26957372.00,humanitarian,654103.79
United Nations Children's Fund,PK,6,2015,26957372.00,governance-and-security,754095.00
United Nations Children's Fund,TZ,9,2015,22031420.99,governance-and-security,2633030.10
United Nations Children's Fund,TZ,9,2015,22031420.99,education,2665148.30
United Nations Children's Fund,TZ,9,2015,22031420.99,water-and-sanitation,2629341.60
United Nations Children's Fund,TZ,9,2015,22031420.99,humanitarian,2055159.00
United Nations Children's Fund,TZ,9,2015,22031420.99,other-social-services,1807564.30
United Nations Children's Fund,TZ,9,2015,22031420.99,industry-and-trade,143287.00
United Nations Children's Fund,TZ,9,2015,22031420.99,health,6503531.36
United Nations Children's Fund,TZ,9,2015,22031420.99,other,3594359.33
United Nations Children's Fund,UG,10,2015,20443327.53,health,7338464.87
United Nations Children's Fund,UG,10,2015,20443327.53,other,4152444.12
United Nations Children's Fund,UG,10,2015,20443327.53,education,3518838.30
United Nations Children's Fund,UG,10,2015,20443327.53,other-social-services,2132732.75
United Nations Children's Fund,UG,10,2015,20443327.53,water-and-sanitation,1067049.30
United Nations Children's Fund,UG,10,2015,20443327.53,infrastructure,1027107.20
United Nations Children's Fund,UG,10,2015,20443327.53,governance-and-security,890984.05
United Nations Children's Fund,UG,10,2015,20443327.53,humanitarian,315706.94
United Nations Development Programme,BD,3,2015,11221618.52,other,3099084.27
United Nations Development Programme,BD,3,2015,11221618.52,humanitarian,1790746.81
United Nations Development Programme,BD,3,2015,11221618.52,other-social-services,356560.00
United Nations Development Programme,BD,3,2015,11221618.52,infrastructure,271896.00
United Nations Development Programme,BD,3,2015,11221618.52,environment,258685.00
United Nations Development Programme,BD,3,2015,11221618.52,governance-and-security,5444646.44
United Nations Development Programme,CD,1,2015,14766391.84,environment,268400.30
United Nations Development Programme,CD,1,2015,14766391.84,other-social-services,6590.93
United Nations Development Programme,CD,1,2015,14766391.84,other,2196687.81
United Nations Development Programme,CD,1,2015,14766391.84,health,821.70
United Nations Development Programme,CD,1,2015,14766391.84,infrastructure,1082389.00
United Nations Development Programme,CD,1,2015,14766391.84,humanitarian,654455.50
United Nations Development Programme,CD,1,2015,14766391.84,governance-and-security,10287587.60
United Nations Development Programme,CD,1,2015,14766391.84,banking-and-business,269459.00
United Nations Development Programme,ET,2,2015,11319893.81,infrastructure,48299.20
United Nations Development Programme,ET,2,2015,11319893.81,governance-and-security,4895905.61
United Nations Development Programme,ET,2,2015,11319893.81,other,3020690.00
United Nations Development Programme,ET,2,2015,11319893.81,humanitarian,1899079.59
United Nations Development Programme,ET,2,2015,11319893.81,environment,1401929.90
United Nations Development Programme,ET,2,2015,11319893.81,health,53989.50
United Nations Development Programme,ET,2,2015,11319893.81,banking-and-business,0.01
United Nations Development Programme,IN,4,2015,10433806.67,governance-and-security,7483885.58
United Nations Development Programme,IN,4,2015,10433806.67,humanitarian,855654.08
United Nations Development Programme,IN,4,2015,10433806.67,environment,792601.04
United Nations Development Programme,IN,4,2015,10433806.67,health,777430.40
United Nations Development Programme,IN,4,2015,10433806.67,infrastructure,521688.00
United Nations Development Programme,IN,4,2015,10433806.67,other-social-services,2547.57
United Nations Development Programme,MG,5,2015,9877512.50,infrastructure,231258.20
United Nations Development Programme,MG,5,2015,9877512.50,governance-and-security,8438905.07
United Nations Development Programme,MG,5,2015,9877512.50,other,521002.23
United Nations Development Programme,MG,5,2015,9877512.50,environment,406009.31
United Nations Development Programme,MG,5,2015,9877512.50,health,179096.00
United Nations Development Programme,MG,5,2015,9877512.50,education,48180.00
United Nations Development Programme,MG,5,2015,9877512.50,humanitarian,41508.48
United Nations Development Programme,MG,5,2015,9877512.50,other-social-services,11102.70
United Nations Development Programme,MG,5,2015,9877512.50,banking-and-business,450.51
United Nations Development Programme,MM,7,2015,9345226.06,humanitarian,3616300.00
United Nations Development Programme,MM,7,2015,9345226.06,health,1146.78
United Nations Development Programme,MM,7,2015,9345226.06,agriculture-and-food-security,1836.61
United Nations Development Programme,MM,7,2015,9345226.06,banking-and-business,5406.57
United Nations Development Programme,MM,7,2015,9345226.06,environment,117945.00
United Nations Development Programme,MM,7,2015,9345226.06,education,179208.00
United Nations Development Programme,MM,7,2015,9345226.06,infrastructure,517277.00
United Nations Development Programme,MM,7,2015,9345226.06,other,752601.10
United Nations Development Programme,MM,7,2015,9345226.06,governance-and-security,4153505.00
United Nations Development Programme,MW,10,2015,8861532.05,other,1618996.80
United Nations Development Programme,MW,10,2015,8861532.05,governance-and-security,3532646.13
United Nations Development Programme,MW,10,2015,8861532.05,health,131874.30
United Nations Development Programme,MW,10,2015,8861532.05,other-social-services,300736.00
United Nations Development Programme,MW,10,2015,8861532.05,infrastructure,704395.33
United Nations Development Programme,MW,10,2015,8861532.05,environment,1164415.50
United Nations Development Programme,MW,10,2015,8861532.05,humanitarian,1408467.99
United Nations Development Programme,NG,6,2015,9862655.21,environment,2145375.00
United Nations Development Programme,NG,6,2015,9862655.21,governance-and-security,3833708.20
United Nations Development Programme,NG,6,2015,9862655.21,banking-and-business,51444.60
United Nations Development Programme,NG,6,2015,9862655.21,education,229125.00
United Nations Development Programme,NG,6,2015,9862655.21,other-social-services,551420.00
United Nations Development Programme,NG,6,2015,9862655.21,other,755078.81
United Nations Development Programme,NG,6,2015,9862655.21,humanitarian,1058327.90
United Nations Development Programme,NG,6,2015,9862655.21,infrastructure,1238175.70
United Nations Development Programme,other,11,2015,316539523.65,other,73519052.41
United Nations Development Programme,other,11,2015,316539523.65,governance-and-security,146200965.61
United Nations Development Programme,other,11,2015,316539523.65,humanitarian,35254370.08
United Nations Development Programme,other,11,2015,316539523.65,environment,23824937.63
United Nations Development Programme,other,11,2015,316539523.65,infrastructure,11267078.01
United Nations Development Programme,other,11,2015,316539523.65,other-social-services,9268363.96
United Nations Development Programme,other,11,2015,316539523.65,health,5665501.04
United Nations Development Programme,other,11,2015,316539523.65,banking-and-business,5369046.55
United Nations Development Programme,other,11,2015,316539523.65,industry-and-trade,2093979.99
United Nations Development Programme,other,11,2015,316539523.65,agriculture-and-food-security,1902168.18
United Nations Development Programme,other,11,2015,316539523.65,water-and-sanitation,1353740.64
United Nations Development Programme,other,11,2015,316539523.65,education,820319.55
United Nations Development Programme,SO,9,2015,8962723.79,humanitarian,1165210.00
United Nations Development Programme,SO,9,2015,8962723.79,environment,430924.00
United Nations Development Programme,SO,9,2015,8962723.79,other-social-services,186.77
United Nations Development Programme,SO,9,2015,8962723.79,other,128019.28
United Nations Development Programme,SO,9,2015,8962723.79,health,302962.00
United Nations Development Programme,SO,9,2015,8962723.79,governance-and-security,6577654.74
United Nations Development Programme,SO,9,2015,8962723.79,banking-and-business,357767.00
United Nations Development Programme,VN,8,2015,9155680.53,environment,1695775.84
United Nations Development Programme,VN,8,2015,9155680.53,other-social-services,538977.00
United Nations Development Programme,VN,8,2015,9155680.53,humanitarian,320068.00
United Nations Development Programme,VN,8,2015,9155680.53,other,76.26
United Nations Development Programme,VN,8,2015,9155680.53,governance-and-security,6600783.43
United Nations Economic Commission for Europe,BY,2,2015,9300.00,banking-and-business,9300.00
United Nations Economic Commission for Europe,other,11,2015,13701500.00,banking-and-business,538300.00
United Nations Economic Commission for Europe,other,11,2015,13701500.00,environment,5534500.00
United Nations Economic Commission for Europe,other,11,2015,13701500.00,infrastructure,3514600.00
United Nations Economic Commission for Europe,other,11,2015,13701500.00,water-and-sanitation,1297800.00
United Nations Economic Commission for Europe,other,11,2015,13701500.00,governance-and-security,808400.00
United Nations Economic Commission for Europe,other,11,2015,13701500.00,industry-and-trade,751700.00
United Nations Economic Commission for Europe,other,11,2015,13701500.00,other-social-services,508300.00
United Nations Economic Commission for Europe,other,11,2015,13701500.00,health,368400.00
United Nations Economic Commission for Europe,other,11,2015,13701500.00,agriculture-and-food-security,314900.00
United Nations Economic Commission for Europe,other,11,2015,13701500.00,other,64600.00
United Nations Economic Commission for Europe,TJ,1,2015,49700.00,water-and-sanitation,49700.00
United Nations Environment Programme,other,11,2015,125175540.00,environment,103748810.00
United Nations Environment Programme,other,11,2015,125175540.00,other,15848700.00
United Nations Environment Programme,other,11,2015,125175540.00,humanitarian,5578030.00
United Nations High Commissioner for Refugees,BI,5,2015,10095200.00,humanitarian,10095200.00
