id,parent,sector,year,value
asdb-special-funds,Asian Development Bank,humanitarian,2010,74415827.61
asdb-special-funds,Asian Development Bank,humanitarian,2008,0.00
asdb-special-funds,Asian Development Bank,humanitarian,2005,0.00
asdb-special-funds,Asian Development Bank,humanitarian,2004,0.00
asdb-special-funds,Asian Development Bank,humanitarian,2003,0.00
asdb-special-funds,Asian Development Bank,humanitarian,2002,0.00
asdb-special-funds,Asian Development Bank,industry-and-trade,2015,40446970.00
asdb-special-funds,Asian Development Bank,industry-and-trade,2014,47633468.79
asdb-special-funds,Asian Development Bank,industry-and-trade,2013,56585204.46
asdb-special-funds,Asian Development Bank,industry-and-trade,2012,55047500.17
asdb-special-funds,Asian Development Bank,industry-and-trade,2011,77104413.06
asdb-special-funds,Asian Development Bank,industry-and-trade,2010,35011450.65
asdb-special-funds,Asian Development Bank,industry-and-trade,2009,0.00
asdb-special-funds,Asian Development Bank,industry-and-trade,2007,0.00
asdb-special-funds,Asian Development Bank,industry-and-trade,2005,0.00
asdb-special-funds,Asian Development Bank,industry-and-trade,2004,0.00
asdb-special-funds,Asian Development Bank,industry-and-trade,2003,0.00
asdb-special-funds,Asian Development Bank,industry-and-trade,2002,0.00
asdb-special-funds,Asian Development Bank,infrastructure,2015,1159640750.00
asdb-special-funds,Asian Development Bank,infrastructure,2014,1090999989.26
asdb-special-funds,Asian Development Bank,infrastructure,2013,819339677.97
asdb-special-funds,Asian Development Bank,infrastructure,2012,649114434.36
asdb-special-funds,Asian Development Bank,infrastructure,2011,464778586.93
asdb-special-funds,Asian Development Bank,infrastructure,2010,524273850.43
asdb-special-funds,Asian Development Bank,infrastructure,2009,0.00
asdb-special-funds,Asian Development Bank,infrastructure,2008,0.00
asdb-special-funds,Asian Development Bank,infrastructure,2007,0.00
asdb-special-funds,Asian Development Bank,infrastructure,2006,0.00
asdb-special-funds,Asian Development Bank,infrastructure,2005,0.00
asdb-special-funds,Asian Development Bank,infrastructure,2004,0.00
asdb-special-funds,Asian Development Bank,infrastructure,2003,0.00
asdb-special-funds,Asian Development Bank,infrastructure,2002,0.00
asdb-special-funds,Asian Development Bank,other,2015,194805510.00
asdb-special-funds,Asian Development Bank,other,2014,79535456.41
asdb-special-funds,Asian Development Bank,other,2013,119079921.93
asdb-special-funds,Asian Development Bank,other,2012,200764175.74
asdb-special-funds,Asian Development Bank,other,2011,233603466.49
asdb-special-funds,Asian Development Bank,other,2010,187262762.31
asdb-special-funds,Asian Development Bank,other,2009,0.00
asdb-special-funds,Asian Development Bank,other,2008,0.00
asdb-special-funds,Asian Development Bank,other,2007,0.00
asdb-special-funds,Asian Development Bank,other,2006,0.00
asdb-special-funds,Asian Development Bank,other,2005,0.00
asdb-special-funds,Asian Development Bank,other,2004,0.00
asdb-special-funds,Asian Development Bank,other,2003,0.00
asdb-special-funds,Asian Development Bank,other,2002,0.00
asdb-special-funds,Asian Development Bank,other-social-services,2015,66767090.00
asdb-special-funds,Asian Development Bank,other-social-services,2014,146130080.67
asdb-special-funds,Asian Development Bank,other-social-services,2013,19755253.34
asdb-special-funds,Asian Development Bank,other-social-services,2012,25774673.80
asdb-special-funds,Asian Development Bank,other-social-services,2011,43079190.53
asdb-special-funds,Asian Development Bank,other-social-services,2010,18270985.56
asdb-special-funds,Asian Development Bank,other-social-services,2009,0.00
asdb-special-funds,Asian Development Bank,other-social-services,2006,0.00
asdb-special-funds,Asian Development Bank,other-social-services,2004,0.00
asdb-special-funds,Asian Development Bank,other-social-services,2003,0.00
asdb-special-funds,Asian Development Bank,other-social-services,2002,0.00
asdb-special-funds,Asian Development Bank,water-and-sanitation,2015,333675120.00
asdb-special-funds,Asian Development Bank,water-and-sanitation,2014,296743021.74
asdb-special-funds,Asian Development Bank,water-and-sanitation,2013,234487833.89
asdb-special-funds,Asian Development Bank,water-and-sanitation,2012,142514613.45
asdb-special-funds,Asian Development Bank,water-and-sanitation,2011,169013549.24
asdb-special-funds,Asian Development Bank,water-and-sanitation,2010,145772226.25
asdb-special-funds,Asian Development Bank,water-and-sanitation,2009,0.00
asdb-special-funds,Asian Development Bank,water-and-sanitation,2008,0.00
asdb-special-funds,Asian Development Bank,water-and-sanitation,2007,0.00
asdb-special-funds,Asian Development Bank,water-and-sanitation,2006,0.00
asdb-special-funds,Asian Development Bank,water-and-sanitation,2005,0.00
asdb-special-funds,Asian Development Bank,water-and-sanitation,2004,0.00
asdb-special-funds,Asian Development Bank,water-and-sanitation,2003,0.00
asdb-special-funds,Asian Development Bank,water-and-sanitation,2002,0.00
badea,Arab Bank for Economic Development in Africa,agriculture-and-food-security,2015,8621195.20
badea,Arab Bank for Economic Development in Africa,agriculture-and-food-security,2014,8661631.00
badea,Arab Bank for Economic Development in Africa,agriculture-and-food-security,2013,6303852.72
badea,Arab Bank for Economic Development in Africa,agriculture-and-food-security,2012,12075238.59
badea,Arab Bank for Economic Development in Africa,agriculture-and-food-security,2011,13943039.79
badea,Arab Bank for Economic Development in Africa,banking-and-business,2015,428831.53
badea,Arab Bank for Economic Development in Africa,banking-and-business,2014,791084.35
badea,Arab Bank for Economic Development in Africa,banking-and-business,2013,565464.86
badea,Arab Bank for Economic Development in Africa,banking-and-business,2012,42393.54
badea,Arab Bank for Economic Development in Africa,banking-and-business,2011,885141.66
badea,Arab Bank for Economic Development in Africa,education,2015,5726457.30
badea,Arab Bank for Economic Development in Africa,education,2014,4769327.70
badea,Arab Bank for Economic Development in Africa,education,2013,6920641.62
badea,Arab Bank for Economic Development in Africa,education,2012,6894732.19
badea,Arab Bank for Economic Development in Africa,education,2011,3107394.87
badea,Arab Bank for Economic Development in Africa,environment,2015,3979303.60
badea,Arab Bank for Economic Development in Africa,environment,2014,4462230.42
badea,Arab Bank for Economic Development in Africa,environment,2013,3802481.08
badea,Arab Bank for Economic Development in Africa,environment,2012,1802925.27
badea,Arab Bank for Economic Development in Africa,environment,2011,5844563.83
badea,Arab Bank for Economic Development in Africa,governance-and-security,2015,482721.42
badea,Arab Bank for Economic Development in Africa,governance-and-security,2014,4649837.06
badea,Arab Bank for Economic Development in Africa,governance-and-security,2013,3843900.48
badea,Arab Bank for Economic Development in Africa,governance-and-security,2012,1480984.35
badea,Arab Bank for Economic Development in Africa,governance-and-security,2011,704925.93
badea,Arab Bank for Economic Development in Africa,health,2015,8667332.06
badea,Arab Bank for Economic Development in Africa,health,2014,4295420.95
badea,Arab Bank for Economic Development in Africa,health,2013,2221340.47
badea,Arab Bank for Economic Development in Africa,health,2012,2154553.43
badea,Arab Bank for Economic Development in Africa,health,2011,5207368.06
badea,Arab Bank for Economic Development in Africa,humanitarian,2015,60040.00
badea,Arab Bank for Economic Development in Africa,humanitarian,2013,0.00
badea,Arab Bank for Economic Development in Africa,industry-and-trade,2015,1123080.60
badea,Arab Bank for Economic Development in Africa,industry-and-trade,2014,1959736.71
badea,Arab Bank for Economic Development in Africa,industry-and-trade,2013,1871976.83
badea,Arab Bank for Economic Development in Africa,industry-and-trade,2012,2681868.88
badea,Arab Bank for Economic Development in Africa,industry-and-trade,2011,737151.21
badea,Arab Bank for Economic Development in Africa,infrastructure,2015,51587196.85
badea,Arab Bank for Economic Development in Africa,infrastructure,2014,50001688.82
badea,Arab Bank for Economic Development in Africa,infrastructure,2013,58820051.26
badea,Arab Bank for Economic Development in Africa,infrastructure,2012,46855697.95
badea,Arab Bank for Economic Development in Africa,infrastructure,2011,28379198.00
badea,Arab Bank for Economic Development in Africa,other,2015,13447843.36
badea,Arab Bank for Economic Development in Africa,other,2014,15268233.16
badea,Arab Bank for Economic Development in Africa,other,2013,11920683.64
badea,Arab Bank for Economic Development in Africa,other,2012,18724847.20
badea,Arab Bank for Economic Development in Africa,other,2011,10649443.02
badea,Arab Bank for Economic Development in Africa,other-social-services,2014,0.00
badea,Arab Bank for Economic Development in Africa,other-social-services,2013,533950.10
badea,Arab Bank for Economic Development in Africa,other-social-services,2012,570940.67
badea,Arab Bank for Economic Development in Africa,water-and-sanitation,2015,31444891.20
badea,Arab Bank for Economic Development in Africa,water-and-sanitation,2014,18165784.69
badea,Arab Bank for Economic Development in Africa,water-and-sanitation,2013,22522249.40
badea,Arab Bank for Economic Development in Africa,water-and-sanitation,2012,17215760.49
badea,Arab Bank for Economic Development in Africa,water-and-sanitation,2011,15541137.09
cardb,Caribbean Development Bank,agriculture-and-food-security,2015,0.00
cardb,Caribbean Development Bank,banking-and-business,2015,0.00
cardb,Caribbean Development Bank,education,2015,0.00
cardb,Caribbean Development Bank,environment,2015,0.00
cardb,Caribbean Development Bank,general-budget-support,2015,0.00
cardb,Caribbean Development Bank,humanitarian,2015,0.00
cardb,Caribbean Development Bank,industry-and-trade,2015,0.00
cardb,Caribbean Development Bank,infrastructure,2015,0.00
cardb,Caribbean Development Bank,other,2015,57146937.30
cardb,Caribbean Development Bank,other-social-services,2015,0.00
cardb,Caribbean Development Bank,water-and-sanitation,2015,0.00
ceb,Council of Europe Development Bank,education,2015,0.00
ceb,Council of Europe Development Bank,education,2014,0.00
ceb,Council of Europe Development Bank,education,2013,0.00
ceb,Council of Europe Development Bank,education,2012,5354753.71
ceb,Council of Europe Development Bank,education,2011,1420259.72
ceb,Council of Europe Development Bank,education,2010,6269086.54
ceb,Council of Europe Development Bank,governance-and-security,2015,98724.40
ceb,Council of Europe Development Bank,governance-and-security,2014,10719397.11
ceb,Council of Europe Development Bank,governance-and-security,2012,0.00
ceb,Council of Europe Development Bank,governance-and-security,2011,0.00
ceb,Council of Europe Development Bank,health,2015,1275649.00
ceb,Council of Europe Development Bank,health,2014,7260721.94
ceb,Council of Europe Development Bank,health,2013,7800170.89
ceb,Council of Europe Development Bank,health,2012,5659736.48
ceb,Council of Europe Development Bank,health,2011,3191280.89
ceb,Council of Europe Development Bank,health,2010,2521029.69
ceb,Council of Europe Development Bank,humanitarian,2015,38325035.00
ceb,Council of Europe Development Bank,humanitarian,2014,47611344.36
ceb,Council of Europe Development Bank,humanitarian,2013,95637036.30
ceb,Council of Europe Development Bank,humanitarian,2012,70836253.21
ceb,Council of Europe Development Bank,humanitarian,2011,86151191.95
ceb,Council of Europe Development Bank,humanitarian,2010,0.00
ceb,Council of Europe Development Bank,industry-and-trade,2015,1386580.00
ceb,Council of Europe Development Bank,infrastructure,2015,0.00
ceb,Council of Europe Development Bank,infrastructure,2013,2988652.88
ceb,Council of Europe Development Bank,infrastructure,2012,2910192.63
ceb,Council of Europe Development Bank,infrastructure,2011,19691746.54
ceb,Council of Europe Development Bank,infrastructure,2010,17429298.84
ceb,Council of Europe Development Bank,other,2015,221852.00
ceb,Council of Europe Development Bank,other,2014,0.00
ceb,Council of Europe Development Bank,other,2013,0.00
ceb,Council of Europe Development Bank,other,2012,174611.38
ceb,Council of Europe Development Bank,other,2011,2646069.04
ceb,Council of Europe Development Bank,other,2010,1493939.90
ceb,Council of Europe Development Bank,other-social-services,2015,12833067.00
ceb,Council of Europe Development Bank,other-social-services,2014,3650048.17
ceb,Council of Europe Development Bank,other-social-services,2013,3271275.46
ceb,Council of Europe Development Bank,other-social-services,2012,1370780.72
ceb,Council of Europe Development Bank,other-social-services,2011,4217354.55
ceb,Council of Europe Development Bank,other-social-services,2010,11333450.68
cif,Climate Investment Funds,agriculture-and-food-security,2015,3278350.00
cif,Climate Investment Funds,agriculture-and-food-security,2014,4985296.73
cif,Climate Investment Funds,agriculture-and-food-security,2013,963856.65
cif,Climate Investment Funds,agriculture-and-food-security,2012,0.00
cif,Climate Investment Funds,banking-and-business,2015,1904370.00
cif,Climate Investment Funds,banking-and-business,2014,731751.01
cif,Climate Investment Funds,banking-and-business,2013,127806.27
cif,Climate Investment Funds,education,2015,55550.00
cif,Climate Investment Funds,education,2014,42000.52
cif,Climate Investment Funds,environment,2015,5254160.00
cif,Climate Investment Funds,environment,2014,211509032.68
cif,Climate Investment Funds,environment,2013,41944443.94
cif,Climate Investment Funds,environment,2012,0.00
cif,Climate Investment Funds,governance-and-security,2015,249210.00
cif,Climate Investment Funds,governance-and-security,2014,335034.89
cif,Climate Investment Funds,humanitarian,2015,0.00
cif,Climate Investment Funds,humanitarian,2014,0.00
cif,Climate Investment Funds,humanitarian,2013,0.00
cif,Climate Investment Funds,humanitarian,2012,0.00
cif,Climate Investment Funds,industry-and-trade,2015,229210.00
cif,Climate Investment Funds,industry-and-trade,2014,53952.51
cif,Climate Investment Funds,infrastructure,2015,202297500.00
cif,Climate Investment Funds,infrastructure,2014,94049922.25
cif,Climate Investment Funds,infrastructure,2013,90746270.37
cif,Climate Investment Funds,infrastructure,2012,0.00
cif,Climate Investment Funds,other,2015,32771180.00
cif,Climate Investment Funds,other,2014,1125576.21
cif,Climate Investment Funds,other,2013,1222720.79
cif,Climate Investment Funds,other,2012,0.00
cif,Climate Investment Funds,other-social-services,2015,326870.00
cif,Climate Investment Funds,other-social-services,2014,155329.49
cif,Climate Investment Funds,other-social-services,2013,202455.33
cif,Climate Investment Funds,water-and-sanitation,2015,1072970.00
cif,Climate Investment Funds,water-and-sanitation,2014,1199660.73
cif,Climate Investment Funds,water-and-sanitation,2013,1200820.46
cif,Climate Investment Funds,water-and-sanitation,2012,0.00
EU,EU Institutions,agriculture-and-food-security,2015,1125497072.54
EU,EU Institutions,agriculture-and-food-security,2014,988794489.43
EU,EU Institutions,agriculture-and-food-security,2013,782902059.36
EU,EU Institutions,agriculture-and-food-security,2012,729956366.98
EU,EU Institutions,agriculture-and-food-security,2011,1033415801.31
EU,EU Institutions,agriculture-and-food-security,2010,895886725.84
EU,EU Institutions,agriculture-and-food-security,2009,1083390467.93
EU,EU Institutions,agriculture-and-food-security,2008,645303402.99
EU,EU Institutions,agriculture-and-food-security,2007,629360454.36
EU,EU Institutions,agriculture-and-food-security,2006,568593743.32
EU,EU Institutions,agriculture-and-food-security,2005,698526553.59
EU,EU Institutions,agriculture-and-food-security,2004,128586431.21
EU,EU Institutions,agriculture-and-food-security,2003,109763531.50
EU,EU Institutions,agriculture-and-food-security,2002,90684020.43
EU,EU Institutions,banking-and-business,2015,2157289114.03
EU,EU Institutions,banking-and-business,2014,1926357388.43
EU,EU Institutions,banking-and-business,2013,1564962712.31
EU,EU Institutions,banking-and-business,2012,1688255235.37
EU,EU Institutions,banking-and-business,2011,1244487318.99
EU,EU Institutions,banking-and-business,2010,138724287.96
EU,EU Institutions,banking-and-business,2009,224533706.79
EU,EU Institutions,banking-and-business,2008,177249129.85
EU,EU Institutions,banking-and-business,2007,191497779.08
EU,EU Institutions,banking-and-business,2006,167254760.01
EU,EU Institutions,banking-and-business,2005,188733114.10
EU,EU Institutions,banking-and-business,2004,41907672.95
EU,EU Institutions,banking-and-business,2003,37530040.91
EU,EU Institutions,banking-and-business,2002,44276448.65
EU,EU Institutions,debt-relief,2015,55463.10
EU,EU Institutions,debt-relief,2014,1122137.62
EU,EU Institutions,debt-relief,2013,1979050.24
EU,EU Institutions,debt-relief,2012,56927408.74
EU,EU Institutions,debt-relief,2011,63395302.63
EU,EU Institutions,debt-relief,2010,26529139.42
EU,EU Institutions,debt-relief,2009,139980826.20
EU,EU Institutions,debt-relief,2008,101361130.06
EU,EU Institutions,debt-relief,2007,27725870.03
EU,EU Institutions,debt-relief,2006,54317.08
EU,EU Institutions,debt-relief,2004,170720078.17
EU,EU Institutions,debt-relief,2003,6498898.94
EU,EU Institutions,debt-relief,2002,657451.35
EU,EU Institutions,education,2015,767734787.51
EU,EU Institutions,education,2014,654029267.20
EU,EU Institutions,education,2013,729259505.71
EU,EU Institutions,education,2012,796441049.33
EU,EU Institutions,education,2011,750941119.02
EU,EU Institutions,education,2010,818331586.49
EU,EU Institutions,education,2009,747688524.30
EU,EU Institutions,education,2008,617698883.77
EU,EU Institutions,education,2007,663581064.79
EU,EU Institutions,education,2006,656273519.43
EU,EU Institutions,education,2005,531893406.95
EU,EU Institutions,education,2004,98900362.25
EU,EU Institutions,education,2003,73424726.72
EU,EU Institutions,education,2002,58669198.29
EU,EU Institutions,environment,2015,264485855.62
EU,EU Institutions,environment,2014,259568494.56
EU,EU Institutions,environment,2013,306665667.12
EU,EU Institutions,environment,2012,357573102.65
EU,EU Institutions,environment,2011,210773814.80
EU,EU Institutions,environment,2010,206353242.26
EU,EU Institutions,environment,2009,224000022.99
EU,EU Institutions,environment,2008,176100311.09
EU,EU Institutions,environment,2007,200109146.36
EU,EU Institutions,environment,2006,160939281.55
EU,EU Institutions,environment,2005,142693980.75
EU,EU Institutions,environment,2004,35380473.08
EU,EU Institutions,environment,2003,38002148.28
EU,EU Institutions,environment,2002,30112385.85
EU,EU Institutions,general-budget-support,2015,816044704.39
EU,EU Institutions,general-budget-support,2014,1025542042.06
EU,EU Institutions,general-budget-support,2013,793303353.89
EU,EU Institutions,general-budget-support,2012,926684320.29
EU,EU Institutions,general-budget-support,2011,860681902.90
EU,EU Institutions,general-budget-support,2010,1375429175.83
EU,EU Institutions,general-budget-support,2009,1003414971.04
EU,EU Institutions,general-budget-support,2008,659838891.53
EU,EU Institutions,general-budget-support,2007,739511132.46
EU,EU Institutions,general-budget-support,2006,835555201.76
EU,EU Institutions,general-budget-support,2005,966070427.95
EU,EU Institutions,general-budget-support,2004,675293266.92
EU,EU Institutions,general-budget-support,2003,570252234.55
EU,EU Institutions,general-budget-support,2002,628209230.50
EU,EU Institutions,governance-and-security,2015,1997555657.34
EU,EU Institutions,governance-and-security,2014,1909483650.18
EU,EU Institutions,governance-and-security,2013,1739398267.72
EU,EU Institutions,governance-and-security,2012,1691733833.44
EU,EU Institutions,governance-and-security,2011,1722505301.92
EU,EU Institutions,governance-and-security,2010,1722493175.35
EU,EU Institutions,governance-and-security,2009,1904945260.08
EU,EU Institutions,governance-and-security,2008,1690812902.27
EU,EU Institutions,governance-and-security,2007,1554100512.48
EU,EU Institutions,governance-and-security,2006,1669871607.45
EU,EU Institutions,governance-and-security,2005,1364438236.72
EU,EU Institutions,governance-and-security,2004,219767714.55
EU,EU Institutions,governance-and-security,2003,293492504.18
EU,EU Institutions,governance-and-security,2002,166601571.50
EU,EU Institutions,health,2015,579550458.04
EU,EU Institutions,health,2014,533159084.37
EU,EU Institutions,health,2013,538234236.58
EU,EU Institutions,health,2012,484328087.64
EU,EU Institutions,health,2011,549598331.14
EU,EU Institutions,health,2010,420520394.90
EU,EU Institutions,health,2009,485593919.08
EU,EU Institutions,health,2008,605447928.34
EU,EU Institutions,health,2007,589206869.14
EU,EU Institutions,health,2006,602142876.61
EU,EU Institutions,health,2005,429295409.95
EU,EU Institutions,health,2004,205140556.86
EU,EU Institutions,health,2003,110535435.95
EU,EU Institutions,health,2002,103541286.90
EU,EU Institutions,humanitarian,2015,1713865263.26
EU,EU Institutions,humanitarian,2014,1921701922.70
EU,EU Institutions,humanitarian,2013,1571808953.59
EU,EU Institutions,humanitarian,2012,1467436716.09
EU,EU Institutions,humanitarian,2011,1440368484.58
EU,EU Institutions,humanitarian,2010,1367675755.98
EU,EU Institutions,humanitarian,2009,1289105335.17
EU,EU Institutions,humanitarian,2008,1622503068.20
EU,EU Institutions,humanitarian,2007,1330143248.27
EU,EU Institutions,humanitarian,2006,1350518319.99
EU,EU Institutions,humanitarian,2005,1188829553.93
EU,EU Institutions,humanitarian,2004,171360472.97
EU,EU Institutions,humanitarian,2003,153914953.03
EU,EU Institutions,humanitarian,2002,103823662.61
EU,EU Institutions,industry-and-trade,2015,676123108.88
EU,EU Institutions,industry-and-trade,2014,547804450.00
EU,EU Institutions,industry-and-trade,2013,542889127.37
EU,EU Institutions,industry-and-trade,2012,1375960846.28
EU,EU Institutions,industry-and-trade,2011,1080112663.95
EU,EU Institutions,industry-and-trade,2010,578509259.38
EU,EU Institutions,industry-and-trade,2009,487490523.26
EU,EU Institutions,industry-and-trade,2008,412454838.16
EU,EU Institutions,industry-and-trade,2007,543024102.98
EU,EU Institutions,industry-and-trade,2006,355753296.07
EU,EU Institutions,industry-and-trade,2005,408529167.53
EU,EU Institutions,industry-and-trade,2004,58044049.61
EU,EU Institutions,industry-and-trade,2003,82046705.68
EU,EU Institutions,industry-and-trade,2002,81013132.64
EU,EU Institutions,infrastructure,2015,2560997165.65
EU,EU Institutions,infrastructure,2014,2824512314.60
EU,EU Institutions,infrastructure,2013,3293586930.90
EU,EU Institutions,infrastructure,2012,3742948506.59
EU,EU Institutions,infrastructure,2011,3170350901.67
EU,EU Institutions,infrastructure,2010,1225103755.46
EU,EU Institutions,infrastructure,2009,1128639733.76
EU,EU Institutions,infrastructure,2008,1392244879.56
EU,EU Institutions,infrastructure,2007,1176847732.25
EU,EU Institutions,infrastructure,2006,1048802152.07
EU,EU Institutions,infrastructure,2005,922662350.29
EU,EU Institutions,infrastructure,2004,543467781.79
EU,EU Institutions,infrastructure,2003,467869881.07
EU,EU Institutions,infrastructure,2002,441862892.77
EU,EU Institutions,other,2015,1557080079.41
EU,EU Institutions,other,2014,1729992726.88
EU,EU Institutions,other,2013,1700969611.50
EU,EU Institutions,other,2012,1701852399.67
EU,EU Institutions,other,2011,1813927928.37
EU,EU Institutions,other,2010,1452923763.69
EU,EU Institutions,other,2009,1361803726.71
EU,EU Institutions,other,2008,1364521128.60
EU,EU Institutions,other,2007,1374198110.05
EU,EU Institutions,other,2006,1809909193.98
EU,EU Institutions,other,2005,1710503641.56
EU,EU Institutions,other,2004,270703798.53
EU,EU Institutions,other,2003,296581457.56
EU,EU Institutions,other,2002,127314449.57
EU,EU Institutions,other-social-services,2015,718030435.50
EU,EU Institutions,other-social-services,2014,622484632.25
EU,EU Institutions,other-social-services,2013,573495829.76
EU,EU Institutions,other-social-services,2012,553394659.06
EU,EU Institutions,other-social-services,2011,488397447.22
EU,EU Institutions,other-social-services,2010,514204711.26
EU,EU Institutions,other-social-services,2009,630921762.39
EU,EU Institutions,other-social-services,2008,777502075.21
EU,EU Institutions,other-social-services,2007,843575853.17
EU,EU Institutions,other-social-services,2006,441617312.05
EU,EU Institutions,other-social-services,2005,378986106.37
EU,EU Institutions,other-social-services,2004,64160806.96
EU,EU Institutions,other-social-services,2003,36545691.08
EU,EU Institutions,other-social-services,2002,51445279.97
EU,EU Institutions,water-and-sanitation,2015,620818261.73
EU,EU Institutions,water-and-sanitation,2014,662755772.35
EU,EU Institutions,water-and-sanitation,2013,482031132.83
EU,EU Institutions,water-and-sanitation,2012,573179496.41
EU,EU Institutions,water-and-sanitation,2011,547320148.53
EU,EU Institutions,water-and-sanitation,2010,446764755.36
EU,EU Institutions,water-and-sanitation,2009,447785240.23
EU,EU Institutions,water-and-sanitation,2008,401761877.74
EU,EU Institutions,water-and-sanitation,2007,313854071.09
EU,EU Institutions,water-and-sanitation,2006,371362825.73
EU,EU Institutions,water-and-sanitation,2005,264383610.02
EU,EU Institutions,water-and-sanitation,2004,70039576.38
EU,EU Institutions,water-and-sanitation,2003,58846709.50
EU,EU Institutions,water-and-sanitation,2002,59904777.50
fao,Food and Agriculture Organisation,agriculture-and-food-security,2013,335942180.58
fao,Food and Agriculture Organisation,environment,2013,23417843.67
fao,Food and Agriculture Organisation,governance-and-security,2013,9220297.20
fao,Food and Agriculture Organisation,health,2013,20701475.14
fao,Food and Agriculture Organisation,humanitarian,2013,5536259.31
fao,Food and Agriculture Organisation,industry-and-trade,2013,4791029.97
fao,Food and Agriculture Organisation,other,2013,7161622.70
gavi,Global Alliance for Vaccines and Immunization,health,2015,1613765010.00
gavi,Global Alliance for Vaccines and Immunization,health,2014,1181572305.23
gavi,Global Alliance for Vaccines and Immunization,health,2013,1284453471.57
gavi,Global Alliance for Vaccines and Immunization,health,2012,901006503.14
gavi,Global Alliance for Vaccines and Immunization,health,2011,661782484.62
gavi,Global Alliance for Vaccines and Immunization,health,2010,657378128.32
gavi,Global Alliance for Vaccines and Immunization,health,2009,392036850.33
gavi,Global Alliance for Vaccines and Immunization,health,2008,621192785.37
gavi,Global Alliance for Vaccines and Immunization,health,2007,853455252.81
gavi,Global Alliance for Vaccines and Immunization,other,2015,111423550.00
gavi,Global Alliance for Vaccines and Immunization,other,2014,87604116.45
gavi,Global Alliance for Vaccines and Immunization,other,2013,105913828.94
gavi,Global Alliance for Vaccines and Immunization,other,2012,66464841.17
gavi,Global Alliance for Vaccines and Immunization,other,2011,63514860.58
gavi,Global Alliance for Vaccines and Immunization,other,2010,67820340.99
gavi,Global Alliance for Vaccines and Immunization,other,2009,53751314.87
gavi,Global Alliance for Vaccines and Immunization,other,2008,39293944.65
gavi,Global Alliance for Vaccines and Immunization,other,2007,49596254.39
gef,Global Environment Facility,agriculture-and-food-security,2015,111345637.60
gef,Global Environment Facility,agriculture-and-food-security,2014,97300106.05
gef,Global Environment Facility,agriculture-and-food-security,2013,80468673.38
gef,Global Environment Facility,agriculture-and-food-security,2012,68717519.29
gef,Global Environment Facility,agriculture-and-food-security,2011,60971979.58
gef,Global Environment Facility,agriculture-and-food-security,2010,80930719.17
gef,Global Environment Facility,agriculture-and-food-security,2009,84546771.50
gef,Global Environment Facility,agriculture-and-food-security,2008,75985578.16
gef,Global Environment Facility,agriculture-and-food-security,2007,48122739.43
gef,Global Environment Facility,agriculture-and-food-security,2006,43666279.97
gef,Global Environment Facility,agriculture-and-food-security,2005,30285173.62
gef,Global Environment Facility,agriculture-and-food-security,2004,19762421.59
gef,Global Environment Facility,agriculture-and-food-security,2003,18202823.39
gef,Global Environment Facility,agriculture-and-food-security,2002,21310648.07
gef,Global Environment Facility,environment,2015,585541409.30
gef,Global Environment Facility,environment,2014,555121023.13
gef,Global Environment Facility,environment,2013,488835081.53
gef,Global Environment Facility,environment,2012,468809346.79
gef,Global Environment Facility,environment,2011,459977111.03
gef,Global Environment Facility,environment,2010,519147289.92
gef,Global Environment Facility,environment,2009,489334675.57
gef,Global Environment Facility,environment,2008,415863757.37
gef,Global Environment Facility,environment,2007,385164539.35
gef,Global Environment Facility,environment,2006,394477324.62
gef,Global Environment Facility,environment,2005,410130468.34
gef,Global Environment Facility,environment,2004,393655709.17
gef,Global Environment Facility,environment,2003,397818267.84
gef,Global Environment Facility,environment,2002,447988508.28
gef,Global Environment Facility,governance-and-security,2015,900000.00
gef,Global Environment Facility,governance-and-security,2014,0.00
gef,Global Environment Facility,governance-and-security,2013,0.00
gef,Global Environment Facility,health,2015,750000.00
gef,Global Environment Facility,health,2014,672836.48
gef,Global Environment Facility,health,2013,720337.41
gef,Global Environment Facility,health,2012,0.00
gef,Global Environment Facility,humanitarian,2015,4041240.00
gef,Global Environment Facility,humanitarian,2014,3625458.23
gef,Global Environment Facility,humanitarian,2013,3791892.12
gef,Global Environment Facility,humanitarian,2012,0.00
gef,Global Environment Facility,humanitarian,2011,0.00
gef,Global Environment Facility,industry-and-trade,2015,7470424.00
gef,Global Environment Facility,industry-and-trade,2014,8548776.76
gef,Global Environment Facility,industry-and-trade,2013,8773875.28
gef,Global Environment Facility,industry-and-trade,2012,4069861.87
gef,Global Environment Facility,industry-and-trade,2011,3277443.24
gef,Global Environment Facility,industry-and-trade,2010,2500671.54
gef,Global Environment Facility,infrastructure,2015,43724114.00
gef,Global Environment Facility,infrastructure,2014,41177640.71
gef,Global Environment Facility,infrastructure,2013,41588064.21
gef,Global Environment Facility,infrastructure,2012,20044556.80
gef,Global Environment Facility,infrastructure,2011,26233929.46
gef,Global Environment Facility,infrastructure,2010,15907095.90
gef,Global Environment Facility,infrastructure,2009,8690887.99
gef,Global Environment Facility,infrastructure,2008,9684940.12
gef,Global Environment Facility,infrastructure,2007,11690006.04
gef,Global Environment Facility,infrastructure,2006,5097758.10
gef,Global Environment Facility,infrastructure,2005,2476598.07
gef,Global Environment Facility,infrastructure,2004,1524813.23
gef,Global Environment Facility,other,2015,6008130.00
gef,Global Environment Facility,other,2014,4380129.57
gef,Global Environment Facility,other,2013,4519621.99
