id,parent,year,purpose-code,purpose-name,total-purpose-value,bundle,total-bundle-value
ida,World Bank Group,2014,14010,Water resources policy/administrative management,115774145.45,mixed-project-aid,5346758.97
ida,World Bank Group,2014,14015,Water resources protection,36270697.52,cash-loan-equity,33533060.94
ida,World Bank Group,2014,14015,Water resources protection,36270697.52,cash-grant,2171141.78
ida,World Bank Group,2014,14015,Water resources protection,36270697.52,mixed-project-aid,566494.80
ida,World Bank Group,2014,14020,Water supply and sanitation - large systems,106146946.86,cash-loan-equity,85916817.72
ida,World Bank Group,2014,14020,Water supply and sanitation - large systems,106146946.86,cash-grant,19290383.73
ida,World Bank Group,2014,14020,Water supply and sanitation - large systems,106146946.86,mixed-project-aid,939745.41
ida,World Bank Group,2014,14021,Water supply - large systems,292250831.68,cash-loan-equity,259333674.83
ida,World Bank Group,2014,14021,Water supply - large systems,292250831.68,cash-grant,31086593.85
ida,World Bank Group,2014,14021,Water supply - large systems,292250831.68,mixed-project-aid,1830563.01
ida,World Bank Group,2014,14022,Sanitation - large systems,127536536.46,cash-loan-equity,116645968.94
ida,World Bank Group,2014,14022,Sanitation - large systems,127536536.46,cash-grant,9810900.17
ida,World Bank Group,2014,14022,Sanitation - large systems,127536536.46,mixed-project-aid,1079667.36
ida,World Bank Group,2014,14030,Basic drinking water supply and basic sanitation,61995881.26,cash-loan-equity,60534141.58
ida,World Bank Group,2014,14030,Basic drinking water supply and basic sanitation,61995881.26,mixed-project-aid,1461739.68
ida,World Bank Group,2014,14031,Basic drinking water supply,67253189.34,cash-loan-equity,53080270.00
ida,World Bank Group,2014,14031,Basic drinking water supply,67253189.34,cash-grant,12876768.70
ida,World Bank Group,2014,14031,Basic drinking water supply,67253189.34,mixed-project-aid,1296150.64
ida,World Bank Group,2014,14032,Basic sanitation,37429647.76,cash-loan-equity,35266836.91
ida,World Bank Group,2014,14032,Basic sanitation,37429647.76,cash-grant,1089632.25
ida,World Bank Group,2014,14032,Basic sanitation,37429647.76,mixed-project-aid,1073178.60
ida,World Bank Group,2014,14040,River basins development,114360343.20,cash-loan-equity,102507595.43
ida,World Bank Group,2014,14040,River basins development,114360343.20,cash-grant,10654493.45
ida,World Bank Group,2014,14040,River basins development,114360343.20,mixed-project-aid,1198254.32
ida,World Bank Group,2014,14050,Waste management/disposal,37421885.48,cash-loan-equity,35662859.79
ida,World Bank Group,2014,14050,Waste management/disposal,37421885.48,mixed-project-aid,1759025.68
ida,World Bank Group,2014,14081,Education and training in water supply and sanitation,1272700.37,cash-loan-equity,0.00
ida,World Bank Group,2014,14081,Education and training in water supply and sanitation,1272700.37,cash-grant,1272700.37
ida,World Bank Group,2014,15110,Public sector policy and administrative management,345932767.13,cash-loan-equity,238700434.96
ida,World Bank Group,2014,15110,Public sector policy and administrative management,345932767.13,cash-grant,94981693.81
ida,World Bank Group,2014,15110,Public sector policy and administrative management,345932767.13,mixed-project-aid,3188059.97
ida,World Bank Group,2014,15110,Public sector policy and administrative management,345932767.13,technical-ooperation,9062578.38
ida,World Bank Group,2014,15111,Public finance management,811006410.34,cash-loan-equity,724872728.89
ida,World Bank Group,2014,15111,Public finance management,811006410.34,cash-grant,76626369.08
ida,World Bank Group,2014,15111,Public finance management,811006410.34,mixed-project-aid,1439864.42
ida,World Bank Group,2014,15111,Public finance management,811006410.34,technical-ooperation,8067447.96
ida,World Bank Group,2014,15112,Decentralisation and support to subnational government,333036808.32,cash-loan-equity,282339480.10
ida,World Bank Group,2014,15112,Decentralisation and support to subnational government,333036808.32,cash-grant,46717100.98
ida,World Bank Group,2014,15112,Decentralisation and support to subnational government,333036808.32,mixed-project-aid,3980227.25
ida,World Bank Group,2014,15113,Anti-corruption organisations and institutions,59667847.91,cash-loan-equity,50803564.08
ida,World Bank Group,2014,15113,Anti-corruption organisations and institutions,59667847.91,cash-grant,8245439.09
ida,World Bank Group,2014,15113,Anti-corruption organisations and institutions,59667847.91,mixed-project-aid,242120.25
ida,World Bank Group,2014,15113,Anti-corruption organisations and institutions,59667847.91,technical-ooperation,376724.50
ida,World Bank Group,2014,15130,Legal and judicial development,9000164.74,cash-loan-equity,7792426.26
ida,World Bank Group,2014,15130,Legal and judicial development,9000164.74,cash-grant,1207738.48
ida,World Bank Group,2014,15150,Democratic participation and civil society,17672591.70,cash-loan-equity,13192897.29
ida,World Bank Group,2014,15150,Democratic participation and civil society,17672591.70,cash-grant,2686214.91
ida,World Bank Group,2014,15150,Democratic participation and civil society,17672591.70,mixed-project-aid,1765535.79
ida,World Bank Group,2014,15150,Democratic participation and civil society,17672591.70,technical-ooperation,27943.72
ida,World Bank Group,2014,15153,Media and free flow of information,0.00,cash-loan-equity,0.00
ida,World Bank Group,2014,15160,Human rights,1275080.72,cash-loan-equity,952713.02
ida,World Bank Group,2014,15170,Women's equality organisations and institutions,12752038.76,cash-loan-equity,8530738.05
ida,World Bank Group,2014,15170,Women's equality organisations and institutions,12752038.76,cash-grant,3982031.33
ida,World Bank Group,2014,15170,Women's equality organisations and institutions,12752038.76,mixed-project-aid,239269.37
ida,World Bank Group,2014,15210,Security system management and reform,6076749.28,cash-loan-equity,5832357.64
ida,World Bank Group,2014,15210,Security system management and reform,6076749.28,mixed-project-aid,244391.64
ida,World Bank Group,2014,15220,"Civilian peace-building, conflict prevention and resolution",18157058.02,cash-loan-equity,6954205.36
ida,World Bank Group,2014,15220,"Civilian peace-building, conflict prevention and resolution",18157058.02,cash-grant,11457730.72
ida,World Bank Group,2014,15220,"Civilian peace-building, conflict prevention and resolution",18157058.02,mixed-project-aid,-254878.06
ida,World Bank Group,2014,15240,Reintegration and SALW control,732878.72,cash-loan-equity,337582.93
ida,World Bank Group,2014,15240,Reintegration and SALW control,732878.72,mixed-project-aid,395295.80
ida,World Bank Group,2014,15250,Removal of land mines and explosive remnants of war,1797599.62,cash-loan-equity,1797599.62
ida,World Bank Group,2014,16010,Social/welfare services,527962343.12,cash-loan-equity,442065694.10
ida,World Bank Group,2014,16010,Social/welfare services,527962343.12,cash-grant,81166369.28
ida,World Bank Group,2014,16010,Social/welfare services,527962343.12,mixed-project-aid,4730279.73
ida,World Bank Group,2014,16020,Employment policy and administrative management,309589342.12,cash-loan-equity,298415342.32
ida,World Bank Group,2014,16020,Employment policy and administrative management,309589342.12,cash-grant,9063778.96
ida,World Bank Group,2014,16020,Employment policy and administrative management,309589342.12,mixed-project-aid,2110220.84
ida,World Bank Group,2014,16030,Housing policy and administrative management,21531292.98,cash-loan-equity,21624921.61
ida,World Bank Group,2014,16030,Housing policy and administrative management,21531292.98,mixed-project-aid,-93628.63
ida,World Bank Group,2014,16040,Low-cost housing,4393248.63,cash-loan-equity,4393248.63
ida,World Bank Group,2014,16050,Multisector aid for basic social services,81348834.44,cash-loan-equity,46044362.03
ida,World Bank Group,2014,16050,Multisector aid for basic social services,81348834.44,cash-grant,37091913.77
ida,World Bank Group,2014,16050,Multisector aid for basic social services,81348834.44,mixed-project-aid,-1787441.36
ida,World Bank Group,2014,16061,Culture and recreation,1667226.49,cash-loan-equity,1667226.49
ida,World Bank Group,2014,16062,Statistical capacity building,7052901.19,cash-loan-equity,7052901.19
ida,World Bank Group,2014,16064,Social mitigation of HIV/AIDS,3039627.58,cash-loan-equity,3048963.37
ida,World Bank Group,2014,16064,Social mitigation of HIV/AIDS,3039627.58,mixed-project-aid,-9335.79
ida,World Bank Group,2014,21010,Transport policy & administrative management,224975118.36,cash-loan-equity,171401131.89
ida,World Bank Group,2014,21010,Transport policy & administrative management,224975118.36,cash-grant,51642258.55
ida,World Bank Group,2014,21010,Transport policy & administrative management,224975118.36,mixed-project-aid,1931727.92
ida,World Bank Group,2014,21020,Road transport,1298053436.45,cash-loan-equity,1183343930.43
ida,World Bank Group,2014,21020,Road transport,1298053436.45,cash-grant,112207495.75
ida,World Bank Group,2014,21020,Road transport,1298053436.45,mixed-project-aid,2502010.27
ida,World Bank Group,2014,21030,Rail transport,71243482.86,cash-loan-equity,35081738.41
ida,World Bank Group,2014,21030,Rail transport,71243482.86,cash-grant,36101675.80
ida,World Bank Group,2014,21030,Rail transport,71243482.86,mixed-project-aid,60068.65
ida,World Bank Group,2014,21040,Water transport,74065346.18,cash-loan-equity,65470387.14
ida,World Bank Group,2014,21040,Water transport,74065346.18,cash-grant,8593077.64
ida,World Bank Group,2014,21040,Water transport,74065346.18,mixed-project-aid,1881.40
ida,World Bank Group,2014,21050,Air transport,55470077.00,cash-loan-equity,44861978.30
ida,World Bank Group,2014,21050,Air transport,55470077.00,cash-grant,10095135.69
ida,World Bank Group,2014,21050,Air transport,55470077.00,mixed-project-aid,512963.00
ida,World Bank Group,2014,21061,Storage,1777491.03,cash-loan-equity,1343428.10
ida,World Bank Group,2014,21061,Storage,1777491.03,mixed-project-aid,434062.93
ida,World Bank Group,2014,22010,Communications policy & administrative management,30161161.16,cash-loan-equity,27040881.54
ida,World Bank Group,2014,22010,Communications policy & administrative management,30161161.16,mixed-project-aid,2518182.72
ida,World Bank Group,2014,22010,Communications policy & administrative management,30161161.16,technical-ooperation,602096.90
ida,World Bank Group,2014,22020,Telecommunications,31802580.30,cash-loan-equity,15998685.94
ida,World Bank Group,2014,22020,Telecommunications,31802580.30,cash-grant,8907550.46
ida,World Bank Group,2014,22020,Telecommunications,31802580.30,mixed-project-aid,2966275.16
ida,World Bank Group,2014,22020,Telecommunications,31802580.30,technical-ooperation,3930068.75
ida,World Bank Group,2014,22040,Information and communication technology (ICT),44972938.13,cash-loan-equity,33184181.49
ida,World Bank Group,2014,22040,Information and communication technology (ICT),44972938.13,cash-grant,8620506.65
ida,World Bank Group,2014,22040,Information and communication technology (ICT),44972938.13,mixed-project-aid,1545453.94
ida,World Bank Group,2014,22040,Information and communication technology (ICT),44972938.13,technical-ooperation,1622796.04
ida,World Bank Group,2014,23110,Energy policy and administrative management,829731304.91,cash-loan-equity,793402378.18
ida,World Bank Group,2014,23110,Energy policy and administrative management,829731304.91,cash-grant,32886830.15
ida,World Bank Group,2014,23110,Energy policy and administrative management,829731304.91,mixed-project-aid,2969591.42
ida,World Bank Group,2014,23110,Energy policy and administrative management,829731304.91,technical-ooperation,472505.16
ida,World Bank Group,2014,23181,Energy education/training,22153323.12,cash-loan-equity,20781565.27
ida,World Bank Group,2014,23181,Energy education/training,22153323.12,cash-grant,1272700.37
ida,World Bank Group,2014,23181,Energy education/training,22153323.12,mixed-project-aid,99057.48
ida,World Bank Group,2014,23210,"Energy generation, renewable sources - multiple technologies",74685127.93,cash-loan-equity,26794517.49
ida,World Bank Group,2014,23210,"Energy generation, renewable sources - multiple technologies",74685127.93,cash-grant,47712138.67
ida,World Bank Group,2014,23210,"Energy generation, renewable sources - multiple technologies",74685127.93,mixed-project-aid,178471.77
ida,World Bank Group,2014,23220,Hydro-electric power plants,155212060.38,cash-loan-equity,88144495.04
ida,World Bank Group,2014,23220,Hydro-electric power plants,155212060.38,cash-grant,61617234.55
ida,World Bank Group,2014,23220,Hydro-electric power plants,155212060.38,mixed-project-aid,3351738.71
ida,World Bank Group,2014,23220,Hydro-electric power plants,155212060.38,technical-ooperation,2098592.08
ida,World Bank Group,2014,23230,Solar energy,59061551.84,cash-loan-equity,58779220.99
ida,World Bank Group,2014,23230,Solar energy,59061551.84,mixed-project-aid,282330.85
ida,World Bank Group,2014,23240,Wind energy,2285748.11,cash-loan-equity,477037.83
ida,World Bank Group,2014,23240,Wind energy,2285748.11,cash-grant,1808710.28
ida,World Bank Group,2014,23240,Wind energy,2285748.11,mixed-project-aid,0.00
ida,World Bank Group,2014,23260,Geothermal energy,34811120.32,cash-loan-equity,34811120.32
ida,World Bank Group,2014,23270,Biofuel-fired power plants,1129056.13,cash-loan-equity,1129056.13
ida,World Bank Group,2014,23310,"Energy generation, non-renewable sources, unspecified",67853411.40,cash-loan-equity,65387742.32
ida,World Bank Group,2014,23310,"Energy generation, non-renewable sources, unspecified",67853411.40,cash-grant,1527694.13
ida,World Bank Group,2014,23310,"Energy generation, non-renewable sources, unspecified",67853411.40,mixed-project-aid,937974.95
ida,World Bank Group,2014,23330,Oil-fired electric power plants,6921046.86,cash-grant,6921046.86
ida,World Bank Group,2014,23340,Natural gas-fired electric power plants,59882325.05,cash-loan-equity,59882325.05
ida,World Bank Group,2014,23630,Electric power transmission and distribution,588862798.15,cash-loan-equity,542040502.19
ida,World Bank Group,2014,23630,Electric power transmission and distribution,588862798.15,cash-grant,43138528.77
ida,World Bank Group,2014,23630,Electric power transmission and distribution,588862798.15,mixed-project-aid,3683767.19
ida,World Bank Group,2014,23640,Gas distribution,23922806.64,cash-loan-equity,23922806.64
ida,World Bank Group,2014,24010,Financial policy & administrative management,30977479.50,cash-loan-equity,22615465.91
ida,World Bank Group,2014,24010,Financial policy & administrative management,30977479.50,mixed-project-aid,3817012.86
ida,World Bank Group,2014,24010,Financial policy & administrative management,30977479.50,technical-ooperation,4545000.73
ida,World Bank Group,2014,24020,Monetary institutions,99894539.26,cash-loan-equity,89548264.31
ida,World Bank Group,2014,24020,Monetary institutions,99894539.26,cash-grant,9306757.04
ida,World Bank Group,2014,24020,Monetary institutions,99894539.26,mixed-project-aid,911971.51
ida,World Bank Group,2014,24020,Monetary institutions,99894539.26,technical-ooperation,127546.41
ida,World Bank Group,2014,24030,Formal sector financial intermediaries,175900958.97,cash-loan-equity,168975317.82
ida,World Bank Group,2014,24030,Formal sector financial intermediaries,175900958.97,cash-grant,6090291.42
ida,World Bank Group,2014,24030,Formal sector financial intermediaries,175900958.97,mixed-project-aid,814666.52
ida,World Bank Group,2014,24030,Formal sector financial intermediaries,175900958.97,technical-ooperation,20683.20
ida,World Bank Group,2014,24040,Informal/semi-formal financial intermediaries,36380221.66,cash-loan-equity,27861141.94
ida,World Bank Group,2014,24040,Informal/semi-formal financial intermediaries,36380221.66,cash-grant,7343309.07
ida,World Bank Group,2014,24040,Informal/semi-formal financial intermediaries,36380221.66,mixed-project-aid,1175770.65
ida,World Bank Group,2014,24081,Education/training in banking & financial services,1355304.40,cash-loan-equity,1355304.40
ida,World Bank Group,2014,25010,Business support services & institutions,205316040.21,cash-loan-equity,184381812.61
ida,World Bank Group,2014,25010,Business support services & institutions,205316040.21,cash-grant,14140960.03
ida,World Bank Group,2014,25010,Business support services & institutions,205316040.21,mixed-project-aid,4155201.53
ida,World Bank Group,2014,25010,Business support services & institutions,205316040.21,technical-ooperation,2638066.04
ida,World Bank Group,2014,25020,Privatisation,90863960.57,cash-loan-equity,88477068.64
ida,World Bank Group,2014,25020,Privatisation,90863960.57,cash-grant,1575855.87
ida,World Bank Group,2014,25020,Privatisation,90863960.57,mixed-project-aid,811036.06
ida,World Bank Group,2014,31110,Agricultural policy & administrative management,143881788.76,cash-loan-equity,123505145.36
ida,World Bank Group,2014,31110,Agricultural policy & administrative management,143881788.76,cash-grant,16245654.06
ida,World Bank Group,2014,31110,Agricultural policy & administrative management,143881788.76,mixed-project-aid,4130989.34
ida,World Bank Group,2014,31120,Agricultural development,203160085.38,cash-loan-equity,188724628.11
ida,World Bank Group,2014,31120,Agricultural development,203160085.38,cash-grant,12568323.53
ida,World Bank Group,2014,31120,Agricultural development,203160085.38,mixed-project-aid,1867133.74
ida,World Bank Group,2014,31130,Agricultural land resources,66869199.78,cash-loan-equity,65598855.05
ida,World Bank Group,2014,31130,Agricultural land resources,66869199.78,mixed-project-aid,1270344.73
ida,World Bank Group,2014,31140,Agricultural water resources,281780008.58,cash-loan-equity,224791126.88
ida,World Bank Group,2014,31140,Agricultural water resources,281780008.58,cash-grant,54105689.22
ida,World Bank Group,2014,31140,Agricultural water resources,281780008.58,mixed-project-aid,2883192.48
ida,World Bank Group,2014,31150,Agricultural inputs,53845601.24,cash-loan-equity,45961111.55
ida,World Bank Group,2014,31150,Agricultural inputs,53845601.24,cash-grant,7441158.05
ida,World Bank Group,2014,31150,Agricultural inputs,53845601.24,mixed-project-aid,443331.64
ida,World Bank Group,2014,31161,Food crop production,61390873.46,cash-loan-equity,23728633.30
ida,World Bank Group,2014,31161,Food crop production,61390873.46,cash-grant,35923114.79
ida,World Bank Group,2014,31161,Food crop production,61390873.46,mixed-project-aid,1739125.38
ida,World Bank Group,2014,31162,Industrial crops/export crops,11225220.14,cash-loan-equity,7130635.64
ida,World Bank Group,2014,31162,Industrial crops/export crops,11225220.14,cash-grant,4096313.94
ida,World Bank Group,2014,31162,Industrial crops/export crops,11225220.14,mixed-project-aid,-1729.44
ida,World Bank Group,2014,31163,Livestock,55519396.03,cash-loan-equity,48469563.55
ida,World Bank Group,2014,31163,Livestock,55519396.03,cash-grant,5947559.51
ida,World Bank Group,2014,31163,Livestock,55519396.03,mixed-project-aid,1102272.97
ida,World Bank Group,2014,31166,Agricultural extension,41026630.66,cash-loan-equity,36545185.21
ida,World Bank Group,2014,31166,Agricultural extension,41026630.66,cash-grant,2053600.18
ida,World Bank Group,2014,31166,Agricultural extension,41026630.66,mixed-project-aid,2427845.27
ida,World Bank Group,2014,31181,Agricultural education/training,3558555.27,cash-loan-equity,478822.45
ida,World Bank Group,2014,31181,Agricultural education/training,3558555.27,cash-grant,2998836.34
ida,World Bank Group,2014,31181,Agricultural education/training,3558555.27,mixed-project-aid,80896.48
ida,World Bank Group,2014,31182,Agricultural research,141890057.02,cash-loan-equity,112176200.89
ida,World Bank Group,2014,31182,Agricultural research,141890057.02,cash-grant,29504259.62
ida,World Bank Group,2014,31182,Agricultural research,141890057.02,mixed-project-aid,209596.51
ida,World Bank Group,2014,31191,Agricultural services,53822996.63,cash-loan-equity,37737570.42
ida,World Bank Group,2014,31191,Agricultural services,53822996.63,cash-grant,15330016.27
ida,World Bank Group,2014,31191,Agricultural services,53822996.63,mixed-project-aid,755409.94
ida,World Bank Group,2014,31192,Plant and post-harvest protection and pest control,375705.20,cash-loan-equity,375705.20
ida,World Bank Group,2014,31193,Agricultural financial services,38767657.22,cash-loan-equity,37527548.74
ida,World Bank Group,2014,31193,Agricultural financial services,38767657.22,cash-grant,1109027.70
ida,World Bank Group,2014,31193,Agricultural financial services,38767657.22,mixed-project-aid,131080.78
ida,World Bank Group,2014,31194,Agricultural co-operatives,36781290.65,cash-loan-equity,31270189.48
ida,World Bank Group,2014,31194,Agricultural co-operatives,36781290.65,cash-grant,3598480.78
ida,World Bank Group,2014,31194,Agricultural co-operatives,36781290.65,mixed-project-aid,1912620.39
ida,World Bank Group,2014,31195,Livestock/veterinary services,10551115.66,cash-loan-equity,9684931.72
ida,World Bank Group,2014,31195,Livestock/veterinary services,10551115.66,mixed-project-aid,866183.94
ida,World Bank Group,2014,31210,Forestry policy & administrative management,10054222.18,cash-loan-equity,5203296.30
ida,World Bank Group,2014,31210,Forestry policy & administrative management,10054222.18,cash-grant,3216891.57
ida,World Bank Group,2014,31210,Forestry policy & administrative management,10054222.18,mixed-project-aid,1161529.15
ida,World Bank Group,2014,31210,Forestry policy & administrative management,10054222.18,technical-ooperation,472505.16
ida,World Bank Group,2014,31220,Forestry development,14904892.19,cash-loan-equity,11069712.97
ida,World Bank Group,2014,31220,Forestry development,14904892.19,cash-grant,3771524.29
ida,World Bank Group,2014,31220,Forestry development,14904892.19,mixed-project-aid,63654.93
ida,World Bank Group,2014,31261,Fuelwood/charcoal,3047903.47,cash-loan-equity,3047903.47
ida,World Bank Group,2014,31282,Forestry research,1943570.20,cash-loan-equity,-85701.46
ida,World Bank Group,2014,31282,Forestry research,1943570.20,cash-grant,2029271.66
ida,World Bank Group,2014,31310,Fishing policy and admin. management,36702230.87,cash-loan-equity,32095495.74
ida,World Bank Group,2014,31310,Fishing policy and admin. management,36702230.87,cash-grant,4148334.77
ida,World Bank Group,2014,31310,Fishing policy and admin. management,36702230.87,mixed-project-aid,458400.36
ida,World Bank Group,2014,31320,Fishery development,9249820.84,cash-loan-equity,8561973.39
ida,World Bank Group,2014,31320,Fishery development,9249820.84,mixed-project-aid,687847.44
ida,World Bank Group,2014,31381,Fishery education/training,1011357.03,cash-loan-equity,1011357.03
ida,World Bank Group,2014,31382,Fishery research,2924041.71,cash-loan-equity,2584000.47
ida,World Bank Group,2014,31382,Fishery research,2924041.71,mixed-project-aid,340041.24
ida,World Bank Group,2014,32110,Industrial policy & admin. mgmt,22205741.76,cash-loan-equity,17051871.37
ida,World Bank Group,2014,32110,Industrial policy & admin. mgmt,22205741.76,cash-grant,3248778.17
ida,World Bank Group,2014,32110,Industrial policy & admin. mgmt,22205741.76,mixed-project-aid,1473254.12
ida,World Bank Group,2014,32110,Industrial policy & admin. mgmt,22205741.76,technical-ooperation,431838.10
ida,World Bank Group,2014,32120,Industrial development,12816263.91,cash-loan-equity,12321429.70
ida,World Bank Group,2014,32120,Industrial development,12816263.91,cash-grant,495287.39
ida,World Bank Group,2014,32120,Industrial development,12816263.91,mixed-project-aid,-453.18
ida,World Bank Group,2014,32130,Small and medium-sized enterprises (SME) development,50369545.99,cash-loan-equity,35562886.33
ida,World Bank Group,2014,32130,Small and medium-sized enterprises (SME) development,50369545.99,cash-grant,10136541.72
ida,World Bank Group,2014,32130,Small and medium-sized enterprises (SME) development,50369545.99,mixed-project-aid,1962906.82
ida,World Bank Group,2014,32130,Small and medium-sized enterprises (SME) development,50369545.99,technical-ooperation,2707211.13
ida,World Bank Group,2014,32140,Cottage industries & handicraft,0.00,cash-loan-equity,0.00
ida,World Bank Group,2014,32161,Agro-industries,47690807.65,cash-loan-equity,25904559.84
ida,World Bank Group,2014,32161,Agro-industries,47690807.65,cash-grant,19844590.50
ida,World Bank Group,2014,32161,Agro-industries,47690807.65,mixed-project-aid,1941657.31
ida,World Bank Group,2014,32162,Forest industries,287992.77,cash-loan-equity,287992.77
ida,World Bank Group,2014,32163,Textiles - leather & substitutes,145838.16,cash-loan-equity,58443.52
ida,World Bank Group,2014,32163,Textiles - leather & substitutes,145838.16,technical-ooperation,87394.65
ida,World Bank Group,2014,32164,Chemicals,0.00,cash-loan-equity,0.00
ida,World Bank Group,2014,32165,Fertilizer plants,0.00,cash-loan-equity,0.00
ida,World Bank Group,2014,32168,Pharmaceutical production,29717.24,cash-loan-equity,29717.24
ida,World Bank Group,2014,32182,Technological research & development,128774.72,cash-loan-equity,128774.72
ida,World Bank Group,2014,32210,Mineral/mining policy & admin. mgmt,51626509.00,cash-loan-equity,35366347.38
ida,World Bank Group,2014,32210,Mineral/mining policy & admin. mgmt,51626509.00,cash-grant,0.00
ida,World Bank Group,2014,32210,Mineral/mining policy & admin. mgmt,51626509.00,mixed-project-aid,802225.89
ida,World Bank Group,2014,32210,Mineral/mining policy & admin. mgmt,51626509.00,technical-ooperation,15457935.73
ida,World Bank Group,2014,32220,Mineral prospection and exploration,18224217.21,cash-loan-equity,15390679.07
ida,World Bank Group,2014,32220,Mineral prospection and exploration,18224217.21,technical-ooperation,2833538.14
ida,World Bank Group,2014,32262,Oil and gas,32339108.29,cash-loan-equity,32339108.29
ida,World Bank Group,2014,32263,Ferrous metals,1567445.89,technical-ooperation,1567445.89
ida,World Bank Group,2014,32267,Fertilizer minerals,1732049.70,cash-loan-equity,1732049.70
ida,World Bank Group,2014,32310,Construction policy and admin. mgmt,12926749.64,cash-loan-equity,11779518.93
ida,World Bank Group,2014,32310,Construction policy and admin. mgmt,12926749.64,cash-grant,1126164.64
ida,World Bank Group,2014,32310,Construction policy and admin. mgmt,12926749.64,mixed-project-aid,21066.06
ida,World Bank Group,2014,33110,Trade policy and admin. management,19596253.61,cash-loan-equity,18944729.10
ida,World Bank Group,2014,33110,Trade policy and admin. management,19596253.61,mixed-project-aid,96991.83
ida,World Bank Group,2014,33110,Trade policy and admin. management,19596253.61,technical-ooperation,554532.67
ida,World Bank Group,2014,33120,Trade facilitation,78445369.16,cash-loan-equity,55236349.79
ida,World Bank Group,2014,33120,Trade facilitation,78445369.16,cash-grant,20766429.29
ida,World Bank Group,2014,33120,Trade facilitation,78445369.16,mixed-project-aid,2238669.36
ida,World Bank Group,2014,33120,Trade facilitation,78445369.16,technical-ooperation,203920.71
ida,World Bank Group,2014,33130,Regional trade agreements  (RTAs),13916621.01,cash-loan-equity,2043090.69
ida,World Bank Group,2014,33130,Regional trade agreements  (RTAs),13916621.01,cash-grant,10948674.35
ida,World Bank Group,2014,33130,Regional trade agreements  (RTAs),13916621.01,mixed-project-aid,888441.56
ida,World Bank Group,2014,33130,Regional trade agreements  (RTAs),13916621.01,technical-ooperation,36414.42
ida,World Bank Group,2014,33150,Trade-related adjustment,1128363.72,cash-grant,1128363.72
ida,World Bank Group,2014,33210,Tourism policy and admin. management,14106728.74,cash-loan-equity,13205014.47
ida,World Bank Group,2014,33210,Tourism policy and admin. management,14106728.74,cash-grant,0.00
ida,World Bank Group,2014,33210,Tourism policy and admin. management,14106728.74,mixed-project-aid,901714.27
ida,World Bank Group,2014,41010,Environmental policy and admin. mgmt,30680081.61,cash-loan-equity,24360782.68
ida,World Bank Group,2014,41010,Environmental policy and admin. mgmt,30680081.61,cash-grant,5478086.50
ida,World Bank Group,2014,41010,Environmental policy and admin. mgmt,30680081.61,mixed-project-aid,611710.13
ida,World Bank Group,2014,41010,Environmental policy and admin. mgmt,30680081.61,technical-ooperation,229502.31
ida,World Bank Group,2014,41020,Biosphere protection,19076838.10,cash-loan-equity,18289980.87
ida,World Bank Group,2014,41020,Biosphere protection,19076838.10,mixed-project-aid,786857.22
ida,World Bank Group,2014,41030,Bio-diversity,25696366.98,cash-loan-equity,16224634.56
ida,World Bank Group,2014,41030,Bio-diversity,25696366.98,cash-grant,7523880.95
ida,World Bank Group,2014,41030,Bio-diversity,25696366.98,mixed-project-aid,1947851.47
ida,World Bank Group,2014,41040,Site preservation,5998400.76,cash-loan-equity,4092507.16
ida,World Bank Group,2014,41040,Site preservation,5998400.76,mixed-project-aid,1905893.59
ida,World Bank Group,2014,41050,Flood prevention/control,104624799.53,cash-loan-equity,92490381.33
ida,World Bank Group,2014,41050,Flood prevention/control,104624799.53,cash-grant,11428736.60
ida,World Bank Group,2014,41050,Flood prevention/control,104624799.53,mixed-project-aid,705681.60
ida,World Bank Group,2014,41081,Environmental education/training,3827120.49,cash-loan-equity,438296.65
ida,World Bank Group,2014,41081,Environmental education/training,3827120.49,cash-grant,2523835.93
ida,World Bank Group,2014,41081,Environmental education/training,3827120.49,mixed-project-aid,864987.92
ida,World Bank Group,2014,41082,Environmental research,4924064.96,cash-loan-equity,4201113.78
ida,World Bank Group,2014,41082,Environmental research,4924064.96,mixed-project-aid,722951.18
ida,World Bank Group,2014,43010,Multisector aid,240974.15,cash-loan-equity,0.00
ida,World Bank Group,2014,43010,Multisector aid,240974.15,mixed-project-aid,240974.15
ida,World Bank Group,2014,43030,Urban development and management,288821526.79,cash-loan-equity,273403768.15
ida,World Bank Group,2014,43030,Urban development and management,288821526.79,cash-grant,11433293.24
ida,World Bank Group,2014,43030,Urban development and management,288821526.79,mixed-project-aid,3984465.40
ida,World Bank Group,2014,43040,Rural development,528611327.49,cash-loan-equity,487244470.02
ida,World Bank Group,2014,43040,Rural development,528611327.49,cash-grant,38017061.08
ida,World Bank Group,2014,43040,Rural development,528611327.49,mixed-project-aid,3349796.39
ida,World Bank Group,2014,43081,Multisector education/training,0.00,cash-loan-equity,0.00
ida,World Bank Group,2014,43082,Research/scientific institutions,5235573.98,cash-loan-equity,5235573.98
ida,World Bank Group,2014,51010,General budget support-related aid,36220762.69,cash-loan-equity,36220762.69
ida,World Bank Group,2014,52010,Food aid/Food security programmes,34005853.75,cash-loan-equity,23510314.77
ida,World Bank Group,2014,52010,Food aid/Food security programmes,34005853.75,cash-grant,5460939.65
ida,World Bank Group,2014,52010,Food aid/Food security programmes,34005853.75,commodities-food,5034599.34
ida,World Bank Group,2014,60020,Debt forgiveness,9595673.53,non-transfer,9595673.53
