id,parent,oda-oof-flow,year,value
asdb-special-funds,Asian Development Bank,oda,2010,1813782526.70
asdb-special-funds,Asian Development Bank,oda,2011,1717033200.15
asdb-special-funds,Asian Development Bank,oda,2012,1661661783.47
asdb-special-funds,Asian Development Bank,oda,2013,2427474026.65
asdb-special-funds,Asian Development Bank,oda,2014,2509751820.97
asdb-special-funds,Asian Development Bank,oda,2000,1514485168.39
asdb-special-funds,Asian Development Bank,oda,2001,1449063377.41
badea,Arab Bank for Economic Development in Africa,oda,2014,113027556.65
badea,Arab Bank for Economic Development in Africa,oda,2013,119323891.20
badea,Arab Bank for Economic Development in Africa,oda,2012,110498511.64
badea,Arab Bank for Economic Development in Africa,oda,2011,85000153.73
badea,Arab Bank for Economic Development in Africa,oda,2010,117210460.32
badea,Arab Bank for Economic Development in Africa,oda,2009,126204611.16
badea,Arab Bank for Economic Development in Africa,oda,2008,129457381.98
badea,Arab Bank for Economic Development in Africa,oda,2007,142626825.04
badea,Arab Bank for Economic Development in Africa,oda,2006,113725733.99
badea,Arab Bank for Economic Development in Africa,oda,2005,96368826.25
badea,Arab Bank for Economic Development in Africa,oda,2004,99040583.52
badea,Arab Bank for Economic Development in Africa,oda,2001,95621259.79
badea,Arab Bank for Economic Development in Africa,oda,2015,125570000.00
badea,Arab Bank for Economic Development in Africa,oda,2000,75654208.23
cardb,Caribbean Development Bank,oda,2002,153571463.92
cardb,Caribbean Development Bank,oda,2003,51237737.37
cardb,Caribbean Development Bank,oda,2004,62475290.69
cardb,Caribbean Development Bank,oda,2005,47440498.50
cardb,Caribbean Development Bank,oda,2006,49235428.33
cardb,Caribbean Development Bank,oda,2007,56898280.83
cardb,Caribbean Development Bank,oda,2008,76645385.41
cardb,Caribbean Development Bank,oda,2009,80876533.09
cardb,Caribbean Development Bank,oda,2010,70937236.89
cardb,Caribbean Development Bank,oda,2011,63349588.70
cardb,Caribbean Development Bank,oda,2012,57726212.05
cardb,Caribbean Development Bank,oda,2013,82541662.44
cardb,Caribbean Development Bank,oda,2014,101553451.96
cardb,Caribbean Development Bank,oda,2015,57150000.00
cardb,Caribbean Development Bank,oda,2000,47794245.83
cardb,Caribbean Development Bank,oda,2001,69857072.05
cardb,Caribbean Development Bank,oof,2010,232306056.69
cardb,Caribbean Development Bank,oof,2000,87115754.06
cardb,Caribbean Development Bank,oof,2001,70784751.48
cardb,Caribbean Development Bank,oof,2002,146830757.61
cardb,Caribbean Development Bank,oof,2003,89069142.24
cardb,Caribbean Development Bank,oof,2004,173945226.51
cardb,Caribbean Development Bank,oof,2005,36919420.20
cardb,Caribbean Development Bank,oof,2006,87195964.36
cardb,Caribbean Development Bank,oof,2007,98725319.56
cardb,Caribbean Development Bank,oof,2008,93146837.37
cardb,Caribbean Development Bank,oof,2015,85360000.00
cardb,Caribbean Development Bank,oof,2014,43519063.20
cardb,Caribbean Development Bank,oof,2013,48964935.13
cardb,Caribbean Development Bank,oof,2012,32603445.78
cardb,Caribbean Development Bank,oof,2011,73564123.47
cardb,Caribbean Development Bank,oof,2009,108439878.42
ceb,Council of Europe Development Bank,oda,2014,69239358.85
ceb,Council of Europe Development Bank,oda,2015,54140000.00
ceb,Council of Europe Development Bank,oda,2010,39045088.39
ceb,Council of Europe Development Bank,oda,2011,117316675.78
ceb,Council of Europe Development Bank,oda,2012,86308566.18
ceb,Council of Europe Development Bank,oda,2013,109698382.62
ceb,Council of Europe Development Bank,oof,2012,155056554.20
ceb,Council of Europe Development Bank,oof,2011,389648210.70
ceb,Council of Europe Development Bank,oof,2010,137823334.38
ceb,Council of Europe Development Bank,oof,2015,251720000.00
ceb,Council of Europe Development Bank,oof,2014,256018764.31
ceb,Council of Europe Development Bank,oof,2013,267596341.89
cif,Climate Investment Funds,oda,2013,136404891.93
cif,Climate Investment Funds,oda,2014,314187720.37
cif,Climate Investment Funds,oda,2015,247440000.00
cif,Climate Investment Funds,oof,2014,50462735.63
cif,Climate Investment Funds,oof,2013,63029522.97
ebrd,European Bank for Reconstruction and Development,oda,2007,7689999.97
ebrd,European Bank for Reconstruction and Development,oda,2008,6532590.39
ebrd,European Bank for Reconstruction and Development,oda,2006,11493116.03
ebrd,European Bank for Reconstruction and Development,oda,2005,52817938.51
ebrd,European Bank for Reconstruction and Development,oda,2004,58554843.00
ebrd,European Bank for Reconstruction and Development,oda,2003,62972755.03
ebrd,European Bank for Reconstruction and Development,oda,2002,59540645.29
ebrd,European Bank for Reconstruction and Development,oda,2001,23810438.64
ebrd,European Bank for Reconstruction and Development,oda,2000,6204445.65
ebrd,European Bank for Reconstruction and Development,oof,2007,2148665110.78
ebrd,European Bank for Reconstruction and Development,oof,2012,3170603593.03
ebrd,European Bank for Reconstruction and Development,oof,2013,3566228418.18
ebrd,European Bank for Reconstruction and Development,oof,2014,4327110053.41
ebrd,European Bank for Reconstruction and Development,oof,2015,5025510000.00
ebrd,European Bank for Reconstruction and Development,oof,2009,3055087775.25
ebrd,European Bank for Reconstruction and Development,oof,2010,3195014277.65
ebrd,European Bank for Reconstruction and Development,oof,2011,3560004355.86
ebrd,European Bank for Reconstruction and Development,oof,2000,585232667.91
ebrd,European Bank for Reconstruction and Development,oof,2001,770929715.83
ebrd,European Bank for Reconstruction and Development,oof,2002,850251264.98
ebrd,European Bank for Reconstruction and Development,oof,2003,1019693051.01
ebrd,European Bank for Reconstruction and Development,oof,2004,1859387301.69
ebrd,European Bank for Reconstruction and Development,oof,2005,1644178853.82
ebrd,European Bank for Reconstruction and Development,oof,2006,1401973106.35
ebrd,European Bank for Reconstruction and Development,oof,2008,2535242283.96
EU,EU Institutions,oda,2012,16128722784.62
EU,EU Institutions,oda,2010,11182853340.24
EU,EU Institutions,oda,2009,11155564018.46
EU,EU Institutions,oda,2008,10638621705.05
EU,EU Institutions,oda,2007,10148935514.36
EU,EU Institutions,oda,2006,10038636789.11
EU,EU Institutions,oda,2005,9195482280.94
EU,EU Institutions,oda,2004,8658586894.38
EU,EU Institutions,oda,2003,7760852181.55
EU,EU Institutions,oda,2002,7837807543.10
EU,EU Institutions,oda,2001,9090957301.88
EU,EU Institutions,oda,2000,7295107913.57
EU,EU Institutions,oda,2015,15555130000.00
EU,EU Institutions,oda,2013,14621492009.88
EU,EU Institutions,oda,2014,15607302891.45
EU,EU Institutions,oda,2011,14976293739.31
EU,EU Institutions,oof,2012,679757812.69
EU,EU Institutions,oof,2000,931911185.27
EU,EU Institutions,oof,2001,1018090464.90
EU,EU Institutions,oof,2002,2047414349.55
EU,EU Institutions,oof,2003,1801833906.04
EU,EU Institutions,oof,2004,2483874115.65
EU,EU Institutions,oof,2005,2667905130.63
EU,EU Institutions,oof,2006,3255588522.54
EU,EU Institutions,oof,2007,5322248247.40
EU,EU Institutions,oof,2008,5121304177.18
EU,EU Institutions,oof,2009,5657169398.03
EU,EU Institutions,oof,2010,7308430321.83
EU,EU Institutions,oof,2011,819275208.85
EU,EU Institutions,oof,2013,1286183634.27
EU,EU Institutions,oof,2014,733632175.36
EU,EU Institutions,oof,2015,719390000.00
fao,Food and Agriculture Organisation,oda,2013,406774532.83
gavi,Global Alliance for Vaccines and Immunization,oda,2012,967471027.33
gavi,Global Alliance for Vaccines and Immunization,oda,2013,1390368247.24
gavi,Global Alliance for Vaccines and Immunization,oda,2014,1269175928.37
gavi,Global Alliance for Vaccines and Immunization,oda,2015,1725190000.00
gavi,Global Alliance for Vaccines and Immunization,oda,2007,903020197.22
gavi,Global Alliance for Vaccines and Immunization,oda,2008,660471533.24
gavi,Global Alliance for Vaccines and Immunization,oda,2009,445760915.18
gavi,Global Alliance for Vaccines and Immunization,oda,2011,725311631.47
gavi,Global Alliance for Vaccines and Immunization,oda,2010,725191551.36
gef,Global Environment Facility,oda,2010,679858267.47
gef,Global Environment Facility,oda,2011,589946917.22
gef,Global Environment Facility,oda,2012,607447477.36
gef,Global Environment Facility,oda,2013,676901059.85
gef,Global Environment Facility,oda,2014,754841784.57
gef,Global Environment Facility,oda,2009,651655211.97
gef,Global Environment Facility,oda,2015,813070000.00
gef,Global Environment Facility,oda,2000,395176487.66
gef,Global Environment Facility,oda,2001,515368089.28
gef,Global Environment Facility,oda,2002,546512597.26
gef,Global Environment Facility,oda,2003,476527670.66
gef,Global Environment Facility,oda,2004,473432386.84
gef,Global Environment Facility,oda,2005,504905484.67
gef,Global Environment Facility,oda,2006,515662655.14
gef,Global Environment Facility,oda,2007,495758956.65
gef,Global Environment Facility,oda,2008,568794758.41
gggi,Global Green Growth Institute,oda,2013,14163634.23
gggi,Global Green Growth Institute,oda,2015,9070000.00
gggi,Global Green Growth Institute,oda,2014,13923229.46
global-fund,Global Fund,oda,2003,258349458.14
global-fund,Global Fund,oda,2015,3239200000.00
global-fund,Global Fund,oda,2014,2590097467.24
global-fund,Global Fund,oda,2013,3609799826.99
global-fund,Global Fund,oda,2012,3041937716.88
global-fund,Global Fund,oda,2011,2342651326.32
global-fund,Global Fund,oda,2010,2848721753.25
global-fund,Global Fund,oda,2009,2218797078.14
global-fund,Global Fund,oda,2008,1995334254.36
global-fund,Global Fund,oda,2007,1570216944.92
global-fund,Global Fund,oda,2006,1303367158.81
global-fund,Global Fund,oda,2005,1069366648.91
global-fund,Global Fund,oda,2004,639635276.72
iaea,International Atomic Energy Agency,oda,2007,69962596.97
iaea,International Atomic Energy Agency,oda,2014,66449330.27
iaea,International Atomic Energy Agency,oda,2015,63680000.00
iaea,International Atomic Energy Agency,oda,2009,61592635.61
iaea,International Atomic Energy Agency,oda,2010,82583087.76
iaea,International Atomic Energy Agency,oda,2011,62163498.87
iaea,International Atomic Energy Agency,oda,2012,62417485.63
iaea,International Atomic Energy Agency,oda,2013,71097301.91
iaea,International Atomic Energy Agency,oda,2008,69561521.57
iaea,International Atomic Energy Agency,oda,2006,76409477.53
ibrd,World Bank Group,oof,2015,19233610000.00
ibrd,World Bank Group,oof,2003,12418275044.73
ibrd,World Bank Group,oof,2000,15719356665.10
ibrd,World Bank Group,oof,2001,15123971763.90
ibrd,World Bank Group,oof,2002,13099186094.06
ibrd,World Bank Group,oof,2004,10271956229.08
ibrd,World Bank Group,oof,2005,8853391739.65
ibrd,World Bank Group,oof,2006,11984763680.76
ibrd,World Bank Group,oof,2007,9639082082.70
ibrd,World Bank Group,oof,2008,12305663782.10
ibrd,World Bank Group,oof,2009,20326148933.90
ibrd,World Bank Group,oof,2010,24919188249.37
ibrd,World Bank Group,oof,2011,14136641728.84
ibrd,World Bank Group,oof,2012,13708055380.60
ibrd,World Bank Group,oof,2013,14617302731.46
ibrd,World Bank Group,oof,2014,14226642821.61
ida,World Bank Group,oda,2012,11341271630.14
ida,World Bank Group,oda,2000,7008074802.93
ida,World Bank Group,oda,2001,8605168426.16
ida,World Bank Group,oda,2002,10480225031.44
ida,World Bank Group,oda,2003,8546077353.14
ida,World Bank Group,oda,2013,11081895750.01
ida,World Bank Group,oda,2014,12343651633.83
ida,World Bank Group,oda,2015,13374690000.00
ida,World Bank Group,oda,2005,9457790492.00
ida,World Bank Group,oda,2004,10299465068.73
ida,World Bank Group,oda,2006,41888708505.44
ida,World Bank Group,oda,2007,10448905655.44
ida,World Bank Group,oda,2008,8536745018.88
ida,World Bank Group,oda,2009,12147013422.97
ida,World Bank Group,oda,2010,11395281787.60
ida,World Bank Group,oda,2011,10359193472.48
idb,Inter-American Development Bank,oof,2006,6318501605.54
idb,Inter-American Development Bank,oof,2004,4121507520.17
idb,Inter-American Development Bank,oof,2003,10038907693.31
idb,Inter-American Development Bank,oof,2002,7470492881.78
idb,Inter-American Development Bank,oof,2001,8456107209.04
idb,Inter-American Development Bank,oof,2009,10838613797.14
idb,Inter-American Development Bank,oof,2010,9563903592.75
idb,Inter-American Development Bank,oof,2011,6361920284.54
idb,Inter-American Development Bank,oof,2012,5838289978.46
idb,Inter-American Development Bank,oof,2013,8848912822.81
idb,Inter-American Development Bank,oof,2014,7884602833.25
idb,Inter-American Development Bank,oof,2015,8938010000.00
idb,Inter-American Development Bank,oof,2000,8888662293.24
idb,Inter-American Development Bank,oof,2008,6576232870.82
idb,Inter-American Development Bank,oof,2007,6479360476.51
idb,Inter-American Development Bank,oof,2005,5201546717.92
idb-special-fund,Inter-American Development Bank,oda,2007,4295747837.63
idb-special-fund,Inter-American Development Bank,oda,2000,589662508.67
idb-special-fund,Inter-American Development Bank,oda,2001,765447973.76
idb-special-fund,Inter-American Development Bank,oda,2002,576106603.64
idb-special-fund,Inter-American Development Bank,oda,2003,707646635.11
idb-special-fund,Inter-American Development Bank,oda,2015,2006760000.00
idb-special-fund,Inter-American Development Bank,oda,2014,1738959326.37
idb-special-fund,Inter-American Development Bank,oda,2013,1953140849.42
idb-special-fund,Inter-American Development Bank,oda,2012,1466466764.92
idb-special-fund,Inter-American Development Bank,oda,2011,1507670643.02
idb-special-fund,Inter-American Development Bank,oda,2010,1874164242.59
idb-special-fund,Inter-American Development Bank,oda,2009,972939565.89
idb-special-fund,Inter-American Development Bank,oda,2008,506831622.57
idb-special-fund,Inter-American Development Bank,oda,2006,533941489.77
idb-special-fund,Inter-American Development Bank,oda,2005,568170110.02
idb-special-fund,Inter-American Development Bank,oda,2004,613002514.76
ifad,International Fund for Agricultural Development,oda,2002,339286738.63
ifad,International Fund for Agricultural Development,oda,2009,378661307.37
ifad,International Fund for Agricultural Development,oda,2010,488975346.19
ifad,International Fund for Agricultural Development,oda,2011,549504794.72
ifad,International Fund for Agricultural Development,oda,2015,546080000.00
ifad,International Fund for Agricultural Development,oda,2014,476000407.03
ifad,International Fund for Agricultural Development,oda,2013,550760975.95
ifad,International Fund for Agricultural Development,oda,2012,571013126.70
ifad,International Fund for Agricultural Development,oda,2004,307481369.30
ifad,International Fund for Agricultural Development,oda,2003,315162224.25
ifad,International Fund for Agricultural Development,oda,2005,336376939.61
ifad,International Fund for Agricultural Development,oda,2006,362095504.47
ifad,International Fund for Agricultural Development,oda,2007,444659534.02
ifad,International Fund for Agricultural Development,oda,2008,451042749.37
ifad,International Fund for Agricultural Development,oda,2000,333518975.10
ifad,International Fund for Agricultural Development,oda,2001,357184691.12
ifad,International Fund for Agricultural Development,oof,2010,41545327.56
ifad,International Fund for Agricultural Development,oof,2000,44231693.17
ifad,International Fund for Agricultural Development,oof,2012,57409234.10
ifad,International Fund for Agricultural Development,oof,2013,51765246.80
ifad,International Fund for Agricultural Development,oof,2014,82516665.29
ifad,International Fund for Agricultural Development,oof,2015,110200000.00
ifad,International Fund for Agricultural Development,oof,2001,46819699.60
ifad,International Fund for Agricultural Development,oof,2002,27274769.40
ifad,International Fund for Agricultural Development,oof,2003,27648322.40
ifad,International Fund for Agricultural Development,oof,2004,33608530.61
ifad,International Fund for Agricultural Development,oof,2005,28321892.58
ifad,International Fund for Agricultural Development,oof,2006,40672745.14
ifad,International Fund for Agricultural Development,oof,2007,38691216.91
ifad,International Fund for Agricultural Development,oof,2008,48907142.96
ifad,International Fund for Agricultural Development,oof,2009,35823803.63
ifad,International Fund for Agricultural Development,oof,2011,43265724.40
ifc,World Bank Group,oof,2009,4245115983.14
ifc,World Bank Group,oof,2000,1703060287.41
ifc,World Bank Group,oof,2001,1491076010.88
ifc,World Bank Group,oof,2002,1910630825.51
ifc,World Bank Group,oof,2003,2538404895.04
ifc,World Bank Group,oof,2004,2520157952.82
ifc,World Bank Group,oof,2005,2633585307.68
ifc,World Bank Group,oof,2006,3915557069.47
ifc,World Bank Group,oof,2007,4170160585.93
ifc,World Bank Group,oof,2013,6071543905.71
ifc,World Bank Group,oof,2012,5808919707.72
ifc,World Bank Group,oof,2008,4614158781.31
ifc,World Bank Group,oof,2010,3932763421.23
ifc,World Bank Group,oof,2011,4189242711.43
imf-concessional-trust-funds,International Monetary Fund,oda,2003,1853571707.30
imf-concessional-trust-funds,International Monetary Fund,oda,2000,1006427798.61
imf-concessional-trust-funds,International Monetary Fund,oda,2005,1113937762.42
imf-concessional-trust-funds,International Monetary Fund,oda,2006,4902676488.65
imf-concessional-trust-funds,International Monetary Fund,oda,2007,502850738.31
imf-concessional-trust-funds,International Monetary Fund,oda,2008,953813324.18
imf-concessional-trust-funds,International Monetary Fund,oda,2001,2001496476.54
imf-concessional-trust-funds,International Monetary Fund,oda,2002,2803523500.23
imf-concessional-trust-funds,International Monetary Fund,oda,2004,1576644176.32
imf-concessional-trust-funds,International Monetary Fund,oda,2015,1471760000.00
imf-concessional-trust-funds,International Monetary Fund,oda,2014,746471698.82
imf-concessional-trust-funds,International Monetary Fund,oda,2013,1091590299.92
imf-concessional-trust-funds,International Monetary Fund,oda,2012,1364318358.00
imf-concessional-trust-funds,International Monetary Fund,oda,2011,1287810305.78
imf-concessional-trust-funds,International Monetary Fund,oda,2010,2794252257.05
imf-concessional-trust-funds,International Monetary Fund,oda,2009,2473038792.93
international-labour-organisation,International Labour Organisation,oda,2015,285740000.00
international-labour-organisation,International Labour Organisation,oda,2014,199931115.76
international-labour-organisation,International Labour Organisation,oda,2013,268649835.34
international-labour-organisation,International Labour Organisation,oda,2012,215590285.19
islamic-dev-bank,Islamic Development Bank,oda,2003,31253587.24
islamic-dev-bank,Islamic Development Bank,oda,2015,194860000.00
islamic-dev-bank,Islamic Development Bank,oda,2014,220600652.27
islamic-dev-bank,Islamic Development Bank,oda,2013,213309914.17
islamic-dev-bank,Islamic Development Bank,oda,2012,253238208.55
islamic-dev-bank,Islamic Development Bank,oda,2011,335203147.11
islamic-dev-bank,Islamic Development Bank,oda,2010,360833389.05
islamic-dev-bank,Islamic Development Bank,oda,2009,460173990.69
islamic-dev-bank,Islamic Development Bank,oda,2008,232802778.18
islamic-dev-bank,Islamic Development Bank,oda,2007,261845946.28
islamic-dev-bank,Islamic Development Bank,oda,2006,319406787.80
islamic-dev-bank,Islamic Development Bank,oda,2005,239423609.01
islamic-dev-bank,Islamic Development Bank,oda,2004,248587046.20
islamic-dev-bank,Islamic Development Bank,oda,2002,143996134.63
islamic-dev-bank,Islamic Development Bank,oda,2001,187911307.08
islamic-dev-bank,Islamic Development Bank,oda,2000,9460111.75
islamic-dev-bank,Islamic Development Bank,oof,2015,1833170000.00
islamic-dev-bank,Islamic Development Bank,oof,2014,1360636833.20
islamic-dev-bank,Islamic Development Bank,oof,2013,1310743951.29
islamic-dev-bank,Islamic Development Bank,oof,2012,1181449253.25
islamic-dev-bank,Islamic Development Bank,oof,2011,1490463489.12
islamic-dev-bank,Islamic Development Bank,oof,2010,1401722432.86
montreal-protocol,Montreal Protocol,oda,2001,100526716.15
montreal-protocol,Montreal Protocol,oda,2000,74666834.08
montreal-protocol,Montreal Protocol,oda,2002,81336047.79
montreal-protocol,Montreal Protocol,oda,2003,79280012.55
montreal-protocol,Montreal Protocol,oda,2004,64928308.23
montreal-protocol,Montreal Protocol,oda,2005,88058237.13
montreal-protocol,Montreal Protocol,oda,2006,84286314.73
montreal-protocol,Montreal Protocol,oda,2007,91073914.32
montreal-protocol,Montreal Protocol,oda,2008,69368575.86
montreal-protocol,Montreal Protocol,oda,2009,27867178.28
montreal-protocol,Montreal Protocol,oda,2010,19306358.10
montreal-protocol,Montreal Protocol,oda,2011,8497359.95
montreal-protocol,Montreal Protocol,oda,2012,4401465.18
montreal-protocol,Montreal Protocol,oda,2013,33522702.00
montreal-protocol,Montreal Protocol,oda,2014,40181794.29
montreal-protocol,Montreal Protocol,oda,2015,45300000.00
nordic-dev-fund,Nordic Development Fund,oda,2015,39190000.00
nordic-dev-fund,Nordic Development Fund,oda,2006,76024988.11
nordic-dev-fund,Nordic Development Fund,oda,2007,70917816.54
nordic-dev-fund,Nordic Development Fund,oda,2008,95581628.44
nordic-dev-fund,Nordic Development Fund,oda,2009,72350220.96
nordic-dev-fund,Nordic Development Fund,oda,2004,81321912.12
nordic-dev-fund,Nordic Development Fund,oda,2003,66052749.50
nordic-dev-fund,Nordic Development Fund,oda,2002,47090004.66
nordic-dev-fund,Nordic Development Fund,oda,2001,46046633.41
nordic-dev-fund,Nordic Development Fund,oda,2000,51783771.10
nordic-dev-fund,Nordic Development Fund,oda,2005,72744223.17
nordic-dev-fund,Nordic Development Fund,oda,2010,61105469.33
nordic-dev-fund,Nordic Development Fund,oda,2011,61729779.46
nordic-dev-fund,Nordic Development Fund,oda,2012,50788923.31
nordic-dev-fund,Nordic Development Fund,oda,2013,43814522.68
nordic-dev-fund,Nordic Development Fund,oda,2014,44496918.88
ofid,OPEC Fund for International Development,oda,2010,307454222.71
ofid,OPEC Fund for International Development,oda,2000,202224899.45
ofid,OPEC Fund for International Development,oda,2001,252216358.32
ofid,OPEC Fund for International Development,oda,2002,260378430.13
ofid,OPEC Fund for International Development,oda,2003,209785824.50
ofid,OPEC Fund for International Development,oda,2004,239410132.34
ofid,OPEC Fund for International Development,oda,2005,185649208.84
ofid,OPEC Fund for International Development,oda,2006,273714897.05
ofid,OPEC Fund for International Development,oda,2007,320191529.49
ofid,OPEC Fund for International Development,oda,2008,307491142.84
ofid,OPEC Fund for International Development,oda,2009,309131035.96
ofid,OPEC Fund for International Development,oda,2011,259461575.16
ofid,OPEC Fund for International Development,oda,2012,283169983.07
ofid,OPEC Fund for International Development,oda,2013,364454710.26
ofid,OPEC Fund for International Development,oda,2014,412906287.98
ofid,OPEC Fund for International Development,oda,2015,395470000.00
ofid,OPEC Fund for International Development,oof,2010,461970883.28
ofid,OPEC Fund for International Development,oof,2014,617242239.86
ofid,OPEC Fund for International Development,oof,2015,633020000.00
ofid,OPEC Fund for International Development,oof,2009,343464159.19
ofid,OPEC Fund for International Development,oof,2013,611080229.43
ofid,OPEC Fund for International Development,oof,2012,405668374.06
ofid,OPEC Fund for International Development,oof,2011,542777718.09
osce,Organization for Security and Co-operation in Europe,oda,2010,140737146.95
osce,Organization for Security and Co-operation in Europe,oda,2011,133461659.68
osce,Organization for Security and Co-operation in Europe,oda,2012,122090847.92
osce,Organization for Security and Co-operation in Europe,oda,2013,120872616.62
osce,Organization for Security and Co-operation in Europe,oda,2014,117082517.80
osce,Organization for Security and Co-operation in Europe,oda,2015,114980000.00
unaids,The Joint United Nations Programme on HIV/AIDS,oda,2006,187765925.39
unaids,The Joint United Nations Programme on HIV/AIDS,oda,2005,130620781.14
unaids,The Joint United Nations Programme on HIV/AIDS,oda,2007,186316059.50
unaids,The Joint United Nations Programme on HIV/AIDS,oda,2008,191980979.16
unaids,The Joint United Nations Programme on HIV/AIDS,oda,2009,230751629.92
unaids,The Joint United Nations Programme on HIV/AIDS,oda,2010,230999540.73
unaids,The Joint United Nations Programme on HIV/AIDS,oda,2011,234978556.81
unaids,The Joint United Nations Programme on HIV/AIDS,oda,2012,219176664.22
unaids,The Joint United Nations Programme on HIV/AIDS,oda,2013,221890933.51
unaids,The Joint United Nations Programme on HIV/AIDS,oda,2014,214114508.65
unaids,The Joint United Nations Programme on HIV/AIDS,oda,2015,241320000.00
undp,United Nations Development Programme,oda,2006,453603985.24
undp,United Nations Development Programme,oda,2007,423876271.87
undp,United Nations Development Programme,oda,2008,455223239.70
undp,United Nations Development Programme,oda,2009,598664846.72
