parent,id-to,rank,year,total-value,sector,sector-value
The Joint United Nations Programme on HIV/AIDS,ZA,2,2014,1996599.44,other-social-services,42883.37
The Joint United Nations Programme on HIV/AIDS,ZA,2,2014,1996599.44,governance-and-security,1371129.23
The Joint United Nations Programme on HIV/AIDS,ZM,9,2014,1276295.27,governance-and-security,756448.06
The Joint United Nations Programme on HIV/AIDS,ZM,9,2014,1276295.27,health,463440.70
The Joint United Nations Programme on HIV/AIDS,ZM,9,2014,1276295.27,other-social-services,56406.50
The Joint United Nations Programme on HIV/AIDS,ZW,5,2014,1462402.27,other-social-services,46788.61
The Joint United Nations Programme on HIV/AIDS,ZW,5,2014,1462402.27,health,473947.43
The Joint United Nations Programme on HIV/AIDS,ZW,5,2014,1462402.27,governance-and-security,941666.23
United Nations Children's Fund,AF,3,2014,47008452.79,other-social-services,639469.51
United Nations Children's Fund,AF,3,2014,47008452.79,other,17728017.51
United Nations Children's Fund,AF,3,2014,47008452.79,health,13357013.22
United Nations Children's Fund,AF,3,2014,47008452.79,education,7266298.82
United Nations Children's Fund,AF,3,2014,47008452.79,humanitarian,3837137.98
United Nations Children's Fund,AF,3,2014,47008452.79,water-and-sanitation,2962508.99
United Nations Children's Fund,AF,3,2014,47008452.79,governance-and-security,1218006.77
United Nations Children's Fund,BD,6,2014,23848323.34,health,4961459.16
United Nations Children's Fund,BD,6,2014,23848323.34,governance-and-security,5975799.80
United Nations Children's Fund,BD,6,2014,23848323.34,humanitarian,329317.57
United Nations Children's Fund,BD,6,2014,23848323.34,water-and-sanitation,1829651.03
United Nations Children's Fund,BD,6,2014,23848323.34,education,1914489.80
United Nations Children's Fund,BD,6,2014,23848323.34,other-social-services,2465929.90
United Nations Children's Fund,BD,6,2014,23848323.34,infrastructure,3136696.61
United Nations Children's Fund,BD,6,2014,23848323.34,other,3234979.46
United Nations Children's Fund,CD,1,2014,61614856.18,other-social-services,1880362.52
United Nations Children's Fund,CD,1,2014,61614856.18,health,21765399.18
United Nations Children's Fund,CD,1,2014,61614856.18,other,12835337.91
United Nations Children's Fund,CD,1,2014,61614856.18,education,8317822.66
United Nations Children's Fund,CD,1,2014,61614856.18,humanitarian,6112524.87
United Nations Children's Fund,CD,1,2014,61614856.18,water-and-sanitation,5951155.29
United Nations Children's Fund,CD,1,2014,61614856.18,governance-and-security,4326214.46
United Nations Children's Fund,CD,1,2014,61614856.18,infrastructure,426039.27
United Nations Children's Fund,CF,8,2014,21814983.39,humanitarian,8526149.45
United Nations Children's Fund,CF,8,2014,21814983.39,other,6017273.19
United Nations Children's Fund,CF,8,2014,21814983.39,governance-and-security,3400635.26
United Nations Children's Fund,CF,8,2014,21814983.39,infrastructure,1640566.16
United Nations Children's Fund,CF,8,2014,21814983.39,health,1611170.85
United Nations Children's Fund,CF,8,2014,21814983.39,other-social-services,545487.73
United Nations Children's Fund,CF,8,2014,21814983.39,education,49357.37
United Nations Children's Fund,CF,8,2014,21814983.39,water-and-sanitation,24343.37
United Nations Children's Fund,ET,5,2014,40263300.31,other,7203519.16
United Nations Children's Fund,ET,5,2014,40263300.31,health,13306888.15
United Nations Children's Fund,ET,5,2014,40263300.31,water-and-sanitation,5088853.02
United Nations Children's Fund,ET,5,2014,40263300.31,education,4775909.65
United Nations Children's Fund,ET,5,2014,40263300.31,other-social-services,4429523.48
United Nations Children's Fund,ET,5,2014,40263300.31,governance-and-security,3892923.19
United Nations Children's Fund,ET,5,2014,40263300.31,infrastructure,947518.45
United Nations Children's Fund,ET,5,2014,40263300.31,humanitarian,618165.21
United Nations Children's Fund,IN,4,2014,46598632.20,humanitarian,2530053.77
United Nations Children's Fund,IN,4,2014,46598632.20,other,15540301.43
United Nations Children's Fund,IN,4,2014,46598632.20,health,11854096.34
United Nations Children's Fund,IN,4,2014,46598632.20,governance-and-security,5118894.18
United Nations Children's Fund,IN,4,2014,46598632.20,education,4176769.41
United Nations Children's Fund,IN,4,2014,46598632.20,other-social-services,3367474.78
United Nations Children's Fund,IN,4,2014,46598632.20,water-and-sanitation,2583313.01
United Nations Children's Fund,IN,4,2014,46598632.20,infrastructure,1427729.28
United Nations Children's Fund,NE,10,2014,19694445.12,other,5091356.20
United Nations Children's Fund,NE,10,2014,19694445.12,water-and-sanitation,258290.39
United Nations Children's Fund,NE,10,2014,19694445.12,humanitarian,346697.21
United Nations Children's Fund,NE,10,2014,19694445.12,infrastructure,1208816.22
United Nations Children's Fund,NE,10,2014,19694445.12,other-social-services,1775226.88
United Nations Children's Fund,NE,10,2014,19694445.12,governance-and-security,1967789.66
United Nations Children's Fund,NE,10,2014,19694445.12,education,2553426.38
United Nations Children's Fund,NE,10,2014,19694445.12,health,6492842.19
United Nations Children's Fund,NG,2,2014,55510055.80,health,19031120.60
United Nations Children's Fund,NG,2,2014,55510055.80,other,18525323.21
United Nations Children's Fund,NG,2,2014,55510055.80,humanitarian,6210650.22
United Nations Children's Fund,NG,2,2014,55510055.80,education,3378822.80
United Nations Children's Fund,NG,2,2014,55510055.80,other-social-services,2872704.47
United Nations Children's Fund,NG,2,2014,55510055.80,water-and-sanitation,2410967.86
United Nations Children's Fund,NG,2,2014,55510055.80,infrastructure,1978842.49
United Nations Children's Fund,NG,2,2014,55510055.80,governance-and-security,1101624.15
United Nations Children's Fund,other,11,2014,970682468.26,governance-and-security,42409081.40
United Nations Children's Fund,other,11,2014,970682468.26,other,615401792.98
United Nations Children's Fund,other,11,2014,970682468.26,health,118801614.31
United Nations Children's Fund,other,11,2014,970682468.26,other-social-services,68634783.20
United Nations Children's Fund,other,11,2014,970682468.26,education,43301023.65
United Nations Children's Fund,other,11,2014,970682468.26,humanitarian,32582754.02
United Nations Children's Fund,other,11,2014,970682468.26,water-and-sanitation,28598972.35
United Nations Children's Fund,other,11,2014,970682468.26,infrastructure,20542706.00
United Nations Children's Fund,other,11,2014,970682468.26,environment,349855.16
United Nations Children's Fund,other,11,2014,970682468.26,industry-and-trade,59885.20
United Nations Children's Fund,TZ,9,2014,20191134.17,governance-and-security,2299624.28
United Nations Children's Fund,TZ,9,2014,20191134.17,water-and-sanitation,2357956.26
United Nations Children's Fund,TZ,9,2014,20191134.17,other-social-services,3000550.04
United Nations Children's Fund,TZ,9,2014,20191134.17,other,3556878.62
United Nations Children's Fund,TZ,9,2014,20191134.17,health,5750884.85
United Nations Children's Fund,TZ,9,2014,20191134.17,humanitarian,1030776.26
United Nations Children's Fund,TZ,9,2014,20191134.17,education,2194463.87
United Nations Children's Fund,UG,7,2014,22520585.65,infrastructure,844320.37
United Nations Children's Fund,UG,7,2014,22520585.65,water-and-sanitation,1079878.06
United Nations Children's Fund,UG,7,2014,22520585.65,humanitarian,176465.94
United Nations Children's Fund,UG,7,2014,22520585.65,governance-and-security,1217968.14
United Nations Children's Fund,UG,7,2014,22520585.65,other-social-services,2480006.96
United Nations Children's Fund,UG,7,2014,22520585.65,education,3246323.52
United Nations Children's Fund,UG,7,2014,22520585.65,other,4471756.64
United Nations Children's Fund,UG,7,2014,22520585.65,health,9003866.02
United Nations Development Programme,AF,6,2014,11047395.10,other,1504740.29
United Nations Development Programme,AF,6,2014,11047395.10,banking-and-business,1525993.31
United Nations Development Programme,AF,6,2014,11047395.10,other-social-services,2141323.50
United Nations Development Programme,AF,6,2014,11047395.10,governance-and-security,4682481.64
United Nations Development Programme,AF,6,2014,11047395.10,environment,2284.05
United Nations Development Programme,AF,6,2014,11047395.10,humanitarian,1190572.31
United Nations Development Programme,BD,3,2014,12507697.73,governance-and-security,9071067.86
United Nations Development Programme,BD,3,2014,12507697.73,industry-and-trade,43285.24
United Nations Development Programme,BD,3,2014,12507697.73,environment,514357.40
United Nations Development Programme,BD,3,2014,12507697.73,other-social-services,288882.61
United Nations Development Programme,BD,3,2014,12507697.73,humanitarian,1183932.42
United Nations Development Programme,BD,3,2014,12507697.73,other,1406172.20
United Nations Development Programme,CD,1,2014,17027457.44,environment,339887.01
United Nations Development Programme,CD,1,2014,17027457.44,humanitarian,669970.99
United Nations Development Programme,CD,1,2014,17027457.44,infrastructure,1211490.77
United Nations Development Programme,CD,1,2014,17027457.44,other,2200569.31
United Nations Development Programme,CD,1,2014,17027457.44,governance-and-security,12102587.31
United Nations Development Programme,CD,1,2014,17027457.44,other-social-services,413230.25
United Nations Development Programme,CD,1,2014,17027457.44,banking-and-business,89721.81
United Nations Development Programme,ET,2,2014,15054283.52,other,3420920.25
United Nations Development Programme,ET,2,2014,15054283.52,infrastructure,114813.56
United Nations Development Programme,ET,2,2014,15054283.52,industry-and-trade,742132.67
United Nations Development Programme,ET,2,2014,15054283.52,humanitarian,1326352.18
United Nations Development Programme,ET,2,2014,15054283.52,environment,1542143.15
United Nations Development Programme,ET,2,2014,15054283.52,governance-and-security,6004914.66
United Nations Development Programme,ET,2,2014,15054283.52,banking-and-business,1903007.06
United Nations Development Programme,IN,4,2014,11418393.63,infrastructure,451665.97
United Nations Development Programme,IN,4,2014,11418393.63,governance-and-security,8495522.68
United Nations Development Programme,IN,4,2014,11418393.63,humanitarian,1044913.24
United Nations Development Programme,IN,4,2014,11418393.63,health,919283.70
United Nations Development Programme,IN,4,2014,11418393.63,environment,410254.32
United Nations Development Programme,IN,4,2014,11418393.63,other,96398.30
United Nations Development Programme,IN,4,2014,11418393.63,other-social-services,355.42
United Nations Development Programme,MG,9,2014,9303647.69,humanitarian,209365.05
United Nations Development Programme,MG,9,2014,9303647.69,education,81821.48
United Nations Development Programme,MG,9,2014,9303647.69,water-and-sanitation,93020.02
United Nations Development Programme,MG,9,2014,9303647.69,agriculture-and-food-security,107485.29
United Nations Development Programme,MG,9,2014,9303647.69,health,135365.51
United Nations Development Programme,MG,9,2014,9303647.69,governance-and-security,5292159.37
United Nations Development Programme,MG,9,2014,9303647.69,other,1443333.15
United Nations Development Programme,MG,9,2014,9303647.69,environment,695855.49
United Nations Development Programme,MG,9,2014,9303647.69,banking-and-business,640490.49
United Nations Development Programme,MG,9,2014,9303647.69,infrastructure,337589.86
United Nations Development Programme,MG,9,2014,9303647.69,other-social-services,267161.98
United Nations Development Programme,MW,10,2014,9284112.11,other,152495.75
United Nations Development Programme,MW,10,2014,9284112.11,other-social-services,200076.29
United Nations Development Programme,MW,10,2014,9284112.11,education,404946.97
United Nations Development Programme,MW,10,2014,9284112.11,humanitarian,850783.37
United Nations Development Programme,MW,10,2014,9284112.11,environment,1851287.53
United Nations Development Programme,MW,10,2014,9284112.11,governance-and-security,5659344.65
United Nations Development Programme,MW,10,2014,9284112.11,health,59469.55
United Nations Development Programme,MW,10,2014,9284112.11,infrastructure,105708.00
United Nations Development Programme,NG,5,2014,11233600.59,infrastructure,441001.11
United Nations Development Programme,NG,5,2014,11233600.59,other-social-services,843244.11
United Nations Development Programme,NG,5,2014,11233600.59,humanitarian,971161.49
United Nations Development Programme,NG,5,2014,11233600.59,environment,1513278.29
United Nations Development Programme,NG,5,2014,11233600.59,governance-and-security,6977261.41
United Nations Development Programme,NG,5,2014,11233600.59,banking-and-business,94532.14
United Nations Development Programme,NG,5,2014,11233600.59,health,771.72
United Nations Development Programme,NG,5,2014,11233600.59,other,392350.32
United Nations Development Programme,other,11,2014,340606261.28,other,55996257.75
United Nations Development Programme,other,11,2014,340606261.28,governance-and-security,170812826.33
United Nations Development Programme,other,11,2014,340606261.28,humanitarian,43815948.51
United Nations Development Programme,other,11,2014,340606261.28,environment,28837735.37
United Nations Development Programme,other,11,2014,340606261.28,infrastructure,10260986.03
United Nations Development Programme,other,11,2014,340606261.28,other-social-services,8074272.35
United Nations Development Programme,other,11,2014,340606261.28,health,7594479.46
United Nations Development Programme,other,11,2014,340606261.28,banking-and-business,6507059.31
United Nations Development Programme,other,11,2014,340606261.28,agriculture-and-food-security,3220310.04
United Nations Development Programme,other,11,2014,340606261.28,water-and-sanitation,2146142.73
United Nations Development Programme,other,11,2014,340606261.28,industry-and-trade,2083111.68
United Nations Development Programme,other,11,2014,340606261.28,education,1257131.71
United Nations Development Programme,UG,7,2014,10704091.13,banking-and-business,1205945.54
United Nations Development Programme,UG,7,2014,10704091.13,governance-and-security,4602761.67
United Nations Development Programme,UG,7,2014,10704091.13,other,510063.79
United Nations Development Programme,UG,7,2014,10704091.13,health,595491.95
United Nations Development Programme,UG,7,2014,10704091.13,humanitarian,659050.27
United Nations Development Programme,UG,7,2014,10704091.13,industry-and-trade,896505.83
United Nations Development Programme,UG,7,2014,10704091.13,agriculture-and-food-security,1036002.53
United Nations Development Programme,UG,7,2014,10704091.13,environment,1198269.57
United Nations Development Programme,VN,8,2014,10417696.05,health,104933.57
United Nations Development Programme,VN,8,2014,10417696.05,other-social-services,767702.76
United Nations Development Programme,VN,8,2014,10417696.05,environment,1996579.24
United Nations Development Programme,VN,8,2014,10417696.05,governance-and-security,7105678.71
United Nations Development Programme,VN,8,2014,10417696.05,humanitarian,442801.78
United Nations Economic Commission for Europe,BY,3,2014,31451.74,banking-and-business,31451.74
United Nations Economic Commission for Europe,KZ,4,2014,10609.06,banking-and-business,10609.06
United Nations Economic Commission for Europe,other,11,2014,13752916.24,health,289115.10
United Nations Economic Commission for Europe,other,11,2014,13752916.24,environment,5365424.47
United Nations Economic Commission for Europe,other,11,2014,13752916.24,water-and-sanitation,2795738.80
United Nations Economic Commission for Europe,other,11,2014,13752916.24,infrastructure,1892060.22
United Nations Economic Commission for Europe,other,11,2014,13752916.24,industry-and-trade,1260360.78
United Nations Economic Commission for Europe,other,11,2014,13752916.24,governance-and-security,991517.80
United Nations Economic Commission for Europe,other,11,2014,13752916.24,agriculture-and-food-security,476944.91
United Nations Economic Commission for Europe,other,11,2014,13752916.24,other-social-services,353367.74
United Nations Economic Commission for Europe,other,11,2014,13752916.24,banking-and-business,251075.04
United Nations Economic Commission for Europe,other,11,2014,13752916.24,other,77311.39
United Nations Economic Commission for Europe,RS,2,2014,31758.82,infrastructure,31758.82
United Nations Economic Commission for Europe,TJ,1,2014,49251.38,water-and-sanitation,49251.38
United Nations High Commissioner for Refugees,DZ,5,2014,2124485.71,humanitarian,2124485.71
United Nations High Commissioner for Refugees,LY,1,2014,3705542.10,humanitarian,3705542.10
United Nations High Commissioner for Refugees,MA,4,2014,2248406.61,humanitarian,2248406.61
United Nations High Commissioner for Refugees,MR,7,2014,59038.26,humanitarian,59038.26
United Nations High Commissioner for Refugees,other,11,2014,461155150.15,other,135753319.35
United Nations High Commissioner for Refugees,other,11,2014,461155150.15,humanitarian,325401830.80
United Nations High Commissioner for Refugees,SY,6,2014,437041.59,humanitarian,437041.59
United Nations High Commissioner for Refugees,TN,3,2014,2701990.80,humanitarian,2701990.80
United Nations High Commissioner for Refugees,YE,2,2014,3125560.57,humanitarian,3125560.57
United Nations Peacebuilding Fund,CF,2,2014,7849209.70,other-social-services,232162.23
United Nations Peacebuilding Fund,CF,2,2014,7849209.70,banking-and-business,3686.92
United Nations Peacebuilding Fund,CF,2,2014,7849209.70,other,5747.31
United Nations Peacebuilding Fund,CF,2,2014,7849209.70,governance-and-security,7607613.24
United Nations Peacebuilding Fund,CI,9,2014,3437985.87,governance-and-security,3437985.87
United Nations Peacebuilding Fund,GN,1,2014,8408234.11,health,532308.14
United Nations Peacebuilding Fund,GN,1,2014,8408234.11,other-social-services,1828575.27
United Nations Peacebuilding Fund,GN,1,2014,8408234.11,governance-and-security,6047350.70
United Nations Peacebuilding Fund,GT,4,2014,4389200.15,governance-and-security,4389200.15
United Nations Peacebuilding Fund,GW,8,2014,3442169.07,health,1382089.54
United Nations Peacebuilding Fund,GW,8,2014,3442169.07,governance-and-security,1738062.49
United Nations Peacebuilding Fund,GW,8,2014,3442169.07,other-social-services,322017.04
United Nations Peacebuilding Fund,KG,7,2014,3687701.85,governance-and-security,3687701.85
United Nations Peacebuilding Fund,LR,3,2014,7766667.36,other,1679509.62
United Nations Peacebuilding Fund,LR,3,2014,7766667.36,governance-and-security,4740254.40
United Nations Peacebuilding Fund,LR,3,2014,7766667.36,other-social-services,1346903.34
United Nations Peacebuilding Fund,NP,5,2014,4021177.85,other,554835.79
United Nations Peacebuilding Fund,NP,5,2014,4021177.85,governance-and-security,3466342.07
United Nations Peacebuilding Fund,other,11,2014,15084484.48,water-and-sanitation,1358043.34
United Nations Peacebuilding Fund,other,11,2014,15084484.48,other-social-services,688519.80
United Nations Peacebuilding Fund,other,11,2014,15084484.48,humanitarian,1007679.02
United Nations Peacebuilding Fund,other,11,2014,15084484.48,governance-and-security,12030242.32
United Nations Peacebuilding Fund,SL,10,2014,2459671.99,governance-and-security,2459671.99
United Nations Peacebuilding Fund,YE,6,2014,3851658.81,governance-and-security,3779555.87
United Nations Peacebuilding Fund,YE,6,2014,3851658.81,other-social-services,72102.95
United Nations Population Fund,AF,8,2014,6031137.24,health,6031137.24
United Nations Population Fund,BD,4,2014,7400094.84,health,7400094.84
United Nations Population Fund,CD,3,2014,7531350.83,health,7531350.83
United Nations Population Fund,ET,5,2014,6468841.02,health,6468841.02
United Nations Population Fund,IN,1,2014,10556237.35,health,10556237.35
United Nations Population Fund,KE,9,2014,5900170.50,health,5900170.50
United Nations Population Fund,MM,7,2014,6083677.02,health,6083677.02
United Nations Population Fund,NG,2,2014,7969779.23,health,7969779.23
United Nations Population Fund,other,11,2014,266853845.47,health,266853845.47
United Nations Population Fund,PK,10,2014,5712089.55,health,5712089.55
United Nations Population Fund,UG,6,2014,6294766.38,health,6294766.38
United Nations Relief and Works Agency for Palestine Refugees in the Near East,JO,2,2014,171963819.69,humanitarian,7937416.20
United Nations Relief and Works Agency for Palestine Refugees in the Near East,JO,2,2014,171963819.69,education,96360538.13
United Nations Relief and Works Agency for Palestine Refugees in the Near East,JO,2,2014,171963819.69,other,42695951.85
United Nations Relief and Works Agency for Palestine Refugees in the Near East,JO,2,2014,171963819.69,health,24969913.51
United Nations Relief and Works Agency for Palestine Refugees in the Near East,LB,3,2014,89996511.28,humanitarian,8821484.37
United Nations Relief and Works Agency for Palestine Refugees in the Near East,LB,3,2014,89996511.28,other,16423531.57
United Nations Relief and Works Agency for Palestine Refugees in the Near East,LB,3,2014,89996511.28,health,20069540.13
United Nations Relief and Works Agency for Palestine Refugees in the Near East,LB,3,2014,89996511.28,education,44681955.21
United Nations Relief and Works Agency for Palestine Refugees in the Near East,PS,1,2014,380801309.73,health,53800988.43
United Nations Relief and Works Agency for Palestine Refugees in the Near East,PS,1,2014,380801309.73,education,232340302.88
United Nations Relief and Works Agency for Palestine Refugees in the Near East,PS,1,2014,380801309.73,other,76298625.43
United Nations Relief and Works Agency for Palestine Refugees in the Near East,PS,1,2014,380801309.73,humanitarian,18361392.99
United Nations Relief and Works Agency for Palestine Refugees in the Near East,SY,4,2014,30928884.44,health,4297410.52
United Nations Relief and Works Agency for Palestine Refugees in the Near East,SY,4,2014,30928884.44,education,17692259.74
United Nations Relief and Works Agency for Palestine Refugees in the Near East,SY,4,2014,30928884.44,other,6062604.86
United Nations Relief and Works Agency for Palestine Refugees in the Near East,SY,4,2014,30928884.44,humanitarian,2876609.32
World Bank Group,BD,6,2014,802759356.79,industry-and-trade,18035251.80
World Bank Group,BD,6,2014,802759356.79,infrastructure,178676910.24
World Bank Group,BD,6,2014,802759356.79,education,109324148.56
World Bank Group,BD,6,2014,802759356.79,health,104254693.65
World Bank Group,BD,6,2014,802759356.79,other-social-services,98807827.39
World Bank Group,BD,6,2014,802759356.79,governance-and-security,60841070.38
World Bank Group,BD,6,2014,802759356.79,banking-and-business,53456991.53
World Bank Group,BD,6,2014,802759356.79,humanitarian,46343164.95
World Bank Group,BD,6,2014,802759356.79,other,43850129.95
World Bank Group,BD,6,2014,802759356.79,water-and-sanitation,42916524.92
World Bank Group,BD,6,2014,802759356.79,environment,28370115.60
World Bank Group,BD,6,2014,802759356.79,agriculture-and-food-security,17882527.83
World Bank Group,CD,9,2014,492017033.36,other,5992.98
World Bank Group,CD,9,2014,492017033.36,infrastructure,251635784.11
World Bank Group,CD,9,2014,492017033.36,health,79471339.36
World Bank Group,CD,9,2014,492017033.36,governance-and-security,53109316.86
World Bank Group,CD,9,2014,492017033.36,agriculture-and-food-security,33092500.83
World Bank Group,CD,9,2014,492017033.36,industry-and-trade,30573647.49
World Bank Group,CD,9,2014,492017033.36,education,29080939.47
World Bank Group,CD,9,2014,492017033.36,other-social-services,7844061.46
World Bank Group,CD,9,2014,492017033.36,environment,5128412.61
World Bank Group,CD,9,2014,492017033.36,banking-and-business,2075038.20
World Bank Group,ET,5,2014,884873852.01,industry-and-trade,26174964.08
World Bank Group,ET,5,2014,884873852.01,humanitarian,-31422.47
World Bank Group,ET,5,2014,884873852.01,environment,378007.73
World Bank Group,ET,5,2014,884873852.01,other-social-services,185974387.40
World Bank Group,ET,5,2014,884873852.01,infrastructure,177953979.02
World Bank Group,ET,5,2014,884873852.01,water-and-sanitation,97274415.27
World Bank Group,ET,5,2014,884873852.01,education,93778756.78
World Bank Group,ET,5,2014,884873852.01,agriculture-and-food-security,87255203.77
World Bank Group,ET,5,2014,884873852.01,governance-and-security,78691261.33
World Bank Group,ET,5,2014,884873852.01,health,67908446.10
World Bank Group,ET,5,2014,884873852.01,other,55976776.10
World Bank Group,ET,5,2014,884873852.01,banking-and-business,13539076.90
World Bank Group,IN,1,2014,1564352842.64,other,322534592.31
World Bank Group,IN,1,2014,1564352842.64,education,494202578.83
World Bank Group,IN,1,2014,1564352842.64,industry-and-trade,736354.65
World Bank Group,IN,1,2014,1564352842.64,banking-and-business,4079310.72
World Bank Group,IN,1,2014,1564352842.64,environment,33833392.31
World Bank Group,IN,1,2014,1564352842.64,other-social-services,46727852.18
World Bank Group,IN,1,2014,1564352842.64,health,58277834.13
World Bank Group,IN,1,2014,1564352842.64,governance-and-security,75569671.56
World Bank Group,IN,1,2014,1564352842.64,humanitarian,83979165.78
World Bank Group,IN,1,2014,1564352842.64,infrastructure,92870039.91
World Bank Group,IN,1,2014,1564352842.64,water-and-sanitation,120278506.21
World Bank Group,IN,1,2014,1564352842.64,agriculture-and-food-security,231263544.04
World Bank Group,KE,8,2014,575333012.64,industry-and-trade,4974547.63
World Bank Group,KE,8,2014,575333012.64,environment,7152048.90
World Bank Group,KE,8,2014,575333012.64,agriculture-and-food-security,24339706.18
World Bank Group,KE,8,2014,575333012.64,health,25609498.92
World Bank Group,KE,8,2014,575333012.64,other-social-services,31127457.83
World Bank Group,KE,8,2014,575333012.64,other,36216021.80
World Bank Group,KE,8,2014,575333012.64,governance-and-security,48608766.95
World Bank Group,KE,8,2014,575333012.64,water-and-sanitation,66049793.54
World Bank Group,KE,8,2014,575333012.64,infrastructure,327344385.66
World Bank Group,KE,8,2014,575333012.64,banking-and-business,1461146.32
World Bank Group,KE,8,2014,575333012.64,humanitarian,2449638.91
World Bank Group,MZ,10,2014,328090385.44,governance-and-security,68640147.16
World Bank Group,MZ,10,2014,328090385.44,humanitarian,543577.91
World Bank Group,MZ,10,2014,328090385.44,other,7333151.72
World Bank Group,MZ,10,2014,328090385.44,industry-and-trade,8944914.44
World Bank Group,MZ,10,2014,328090385.44,environment,10570426.34
World Bank Group,MZ,10,2014,328090385.44,agriculture-and-food-security,16095149.20
World Bank Group,MZ,10,2014,328090385.44,infrastructure,20094185.03
World Bank Group,MZ,10,2014,328090385.44,water-and-sanitation,22293351.76
World Bank Group,MZ,10,2014,328090385.44,health,24572304.73
World Bank Group,MZ,10,2014,328090385.44,other-social-services,26173851.16
World Bank Group,MZ,10,2014,328090385.44,banking-and-business,57580090.61
World Bank Group,MZ,10,2014,328090385.44,education,65249235.38
World Bank Group,NG,4,2014,917413453.72,banking-and-business,28090402.34
World Bank Group,NG,4,2014,917413453.72,humanitarian,2114213.45
World Bank Group,NG,4,2014,917413453.72,environment,5268860.27
World Bank Group,NG,4,2014,917413453.72,other-social-services,38766991.65
World Bank Group,NG,4,2014,917413453.72,industry-and-trade,46362395.96
World Bank Group,NG,4,2014,917413453.72,education,51358953.17
World Bank Group,NG,4,2014,917413453.72,water-and-sanitation,85633019.51
World Bank Group,NG,4,2014,917413453.72,health,105528862.35
World Bank Group,NG,4,2014,917413453.72,agriculture-and-food-security,156862938.03
World Bank Group,NG,4,2014,917413453.72,infrastructure,177049401.84
World Bank Group,NG,4,2014,917413453.72,governance-and-security,212103828.58
World Bank Group,NG,4,2014,917413453.72,other,8273586.57
World Bank Group,other,11,2014,4657610441.65,agriculture-and-food-security,603861635.10
World Bank Group,other,11,2014,4657610441.65,governance-and-security,549778959.02
World Bank Group,other,11,2014,4657610441.65,infrastructure,1128907046.56
World Bank Group,other,11,2014,4657610441.65,environment,74507760.45
World Bank Group,other,11,2014,4657610441.65,debt-relief,9595673.53
World Bank Group,other,11,2014,4657610441.65,banking-and-business,146692699.90
World Bank Group,other,11,2014,4657610441.65,other,173507298.83
World Bank Group,other,11,2014,4657610441.65,humanitarian,195339470.91
World Bank Group,other,11,2014,4657610441.65,industry-and-trade,214572387.71
World Bank Group,other,11,2014,4657610441.65,water-and-sanitation,342278001.29
World Bank Group,other,11,2014,4657610441.65,education,383845800.91
World Bank Group,other,11,2014,4657610441.65,other-social-services,393361568.10
World Bank Group,other,11,2014,4657610441.65,health,441362139.35
World Bank Group,PK,2,2014,1443803438.81,infrastructure,638401665.47
World Bank Group,PK,2,2014,1443803438.81,education,251913913.73
World Bank Group,PK,2,2014,1443803438.81,governance-and-security,212757758.03
World Bank Group,PK,2,2014,1443803438.81,banking-and-business,174491138.68
World Bank Group,PK,2,2014,1443803438.81,other-social-services,59153700.55
World Bank Group,PK,2,2014,1443803438.81,agriculture-and-food-security,55185300.82
World Bank Group,PK,2,2014,1443803438.81,other,32056158.53
World Bank Group,PK,2,2014,1443803438.81,environment,14226463.48
World Bank Group,PK,2,2014,1443803438.81,water-and-sanitation,3991045.56
World Bank Group,PK,2,2014,1443803438.81,health,990574.77
World Bank Group,PK,2,2014,1443803438.81,industry-and-trade,635719.19
World Bank Group,TZ,7,2014,615850416.72,humanitarian,1062282.48
World Bank Group,TZ,7,2014,615850416.72,environment,2276311.10
World Bank Group,TZ,7,2014,615850416.72,industry-and-trade,11325905.03
World Bank Group,TZ,7,2014,615850416.72,education,14182582.37
World Bank Group,TZ,7,2014,615850416.72,health,18246842.93
World Bank Group,TZ,7,2014,615850416.72,agriculture-and-food-security,19695179.63
World Bank Group,TZ,7,2014,615850416.72,water-and-sanitation,23503655.03
World Bank Group,TZ,7,2014,615850416.72,other,24693523.34
World Bank Group,TZ,7,2014,615850416.72,banking-and-business,29877980.70
World Bank Group,TZ,7,2014,615850416.72,other-social-services,61954201.34
World Bank Group,TZ,7,2014,615850416.72,governance-and-security,108682811.78
World Bank Group,TZ,7,2014,615850416.72,infrastructure,300349140.99
World Bank Group,VN,3,2014,1347482819.41,infrastructure,465750773.49
World Bank Group,VN,3,2014,1347482819.41,other-social-services,6692917.49
World Bank Group,VN,3,2014,1347482819.41,humanitarian,6924464.34
World Bank Group,VN,3,2014,1347482819.41,environment,13115873.64
World Bank Group,VN,3,2014,1347482819.41,industry-and-trade,16948010.20
World Bank Group,VN,3,2014,1347482819.41,health,25962552.64
World Bank Group,VN,3,2014,1347482819.41,general-budget-support,36220762.69
World Bank Group,VN,3,2014,1347482819.41,agriculture-and-food-security,72756388.50
World Bank Group,VN,3,2014,1347482819.41,education,113472848.02
World Bank Group,VN,3,2014,1347482819.41,other,118474703.83
World Bank Group,VN,3,2014,1347482819.41,banking-and-business,129344628.67
World Bank Group,VN,3,2014,1347482819.41,governance-and-security,148324403.62
World Bank Group,VN,3,2014,1347482819.41,water-and-sanitation,193494492.28
World Food Programme,CD,7,2014,10209695.66,health,96026.32
World Food Programme,CD,7,2014,10209695.66,education,864207.15
World Food Programme,CD,7,2014,10209695.66,humanitarian,9249462.20
