"district_id","district_name","year","budget_type","value"
"d18974","Baringo",2014,"estimated",24.8639469545
"d18974","Baringo",2015,"actual",29.7161808175723
"d18974","Baringo",2016,"actual",37.9769567758255
"d18974","Baringo",2017,"actual",37.5969192944908
"d18974","Baringo",2018,"actual",40.8252039943487
"d18975","Bomet",2015,"actual",16.3843459267416
"d18975","Bomet",2016,"actual",4.03855748619073
"d18975","Bomet",2017,"actual",18.4024419444303
"d18975","Bomet",2018,"actual",22.4315120403399
"d18987","Bungoma",2014,"estimated",31.6058444779
"d18987","Bungoma",2015,"actual",22.6722761288553
"d18987","Bungoma",2016,"actual",18.5369632313311
"d18987","Bungoma",2017,"actual",25.798564841751
"d18987","Bungoma",2018,"actual",26.6435088093324
"d18988","Busia",2015,"actual",26.174931851751
"d18988","Busia",2016,"actual",20.7810384978639
"d18988","Busia",2017,"actual",22.7898119495358
"d18988","Busia",2018,"actual",27.8320857235333
"d18976","Elgeyo-Marakwet",2014,"estimated",23.530443829
"d18976","Elgeyo-Marakwet",2015,"actual",31.4992472769135
"d18976","Elgeyo-Marakwet",2016,"actual",38.61213068658
"d18976","Elgeyo-Marakwet",2017,"actual",35.0913566794798
"d18976","Elgeyo-Marakwet",2018,"actual",40.7680739236267
"d18955","Embu",2015,"actual",9.88398083527488
"d18955","Embu",2016,"actual",33.2161620552061
"d18955","Embu",2017,"actual",30.0771110026861
"d18955","Embu",2018,"actual",33.8296065107459
"d18965","Garissa",2014,"estimated",27.7611045183
"d18965","Garissa",2015,"actual",18.8835996482823
"d18965","Garissa",2016,"actual",21.8776732249786
"d18965","Garissa",2017,"actual",23.794483049063
"d18965","Garissa",2018,"actual",31.7122204410234
"d18968","Homa Bay",2015,"actual",18.8522307737478
"d18968","Homa Bay",2016,"actual",22.0910524684786
"d18968","Homa Bay",2017,"actual",31.3820109582166
"d18968","Homa Bay",2018,"actual",33.1311498030314
"d18956","Isiolo",2015,"actual",19.2696435725682
"d18956","Isiolo",2016,"actual",9.02462016191638
"d18956","Isiolo",2017,"actual",11.1068805001918
"d18956","Isiolo",2018,"actual",10.842882154717
"d18991","Kajiado",2015,"actual",10.9643859308544
"d18991","Kajiado",2016,"actual",24.7311953466204
"d18991","Kajiado",2017,"actual",30.0544656068559
"d18991","Kajiado",2018,"actual",31.7385745780503
"d18989","Kakamega",2015,"actual",23.2989506216535
"d18989","Kakamega",2016,"actual",27.5369507192953
"d18989","Kakamega",2017,"actual",17.0924803045056
"d18989","Kakamega",2018,"actual",12.7378863608342
"d18977","Kericho",2015,"actual",32.2931656356875
"d18977","Kericho",2016,"actual",31.9544419323736
"d18977","Kericho",2017,"actual",28.6476690413698
"d18977","Kericho",2018,"actual",34.251256630877
"d18943","Kiambu",2014,"estimated",31.5169489069
"d18943","Kiambu",2015,"actual",36.4727369382915
"d18943","Kiambu",2016,"actual",35.8635921613156
"d18943","Kiambu",2017,"actual",37.2203112036457
"d18943","Kiambu",2018,"actual",35.232054765338
"d18949","Kilifi",2014,"estimated",15.8843869836
"d18949","Kilifi",2015,"actual",25.5618287467547
"d18949","Kilifi",2016,"actual",26.715832128992
"d18949","Kilifi",2017,"actual",24.5156963574003
"d18949","Kilifi",2018,"actual",30.1099994437582
"d18944","Kirinyaga",2014,"estimated",6.3022176422
"d18944","Kirinyaga",2015,"actual",6.35838150289017
"d18944","Kirinyaga",2016,"actual",31.1052879448382
"d18944","Kirinyaga",2017,"actual",32.8034154623614
"d18944","Kirinyaga",2018,"actual",24.7172010526976
"d18969","Kisii",2014,"estimated",5.2642681168
"d18969","Kisii",2015,"actual",25.1968022219877
"d18969","Kisii",2016,"actual",31.9110779755278
"d18969","Kisii",2017,"actual",34.1397839363555
"d18969","Kisii",2018,"actual",34.4171837753321
"d18970","Kisumu",2015,"actual",8.76123747724715
"d18970","Kisumu",2016,"actual",13.6169611482998
"d18970","Kisumu",2017,"actual",25.0828842399292
"d18970","Kisumu",2018,"actual",42.2060087177965
"d18957","Kitui",2015,"actual",22.8335902904968
"d18957","Kitui",2016,"actual",19.6412485404599
"d18957","Kitui",2017,"actual",23.897510280122
"d18957","Kitui",2018,"actual",26.7358018862863
"d18950","Kwale",2015,"actual",21.8297935076887
"d18950","Kwale",2016,"actual",25.1512168887157
"d18950","Kwale",2017,"actual",26.9707285028111
"d18950","Kwale",2018,"actual",33.3469437938577
"d18978","Laikipia",2015,"actual",7.04790843117588
"d18978","Laikipia",2016,"actual",8.87554705416963
"d18978","Laikipia",2017,"actual",8.14726598820548
"d18978","Laikipia",2018,"actual",10.9676492451074
"d18951","Lamu",2015,"actual",23.2051856985609
"d18951","Lamu",2016,"actual",23.8810438003401
"d18951","Lamu",2017,"actual",24.5570737775638
"d18951","Lamu",2018,"actual",36.1433097686064
"d18958","Machakos",2015,"actual",27.1634751092393
"d18958","Machakos",2016,"actual",30.325803101343
"d18958","Machakos",2017,"actual",5.63387209428153
"d18958","Machakos",2018,"actual",5.90508847340381
"d18959","Makueni",2014,"estimated",33.3739657321
"d18959","Makueni",2015,"actual",28.8533347932107
"d18959","Makueni",2016,"actual",32.1384007628389
"d18959","Makueni",2017,"actual",29.4242315222959
"d18959","Makueni",2018,"actual",32.7590759993328
"d18966","Mandera",2015,"actual",10.3639121218303
"d18966","Mandera",2016,"actual",15.0676370275301
"d18966","Mandera",2017,"actual",17.548188428893
"d18966","Mandera",2018,"actual",22.1706561083126
"d18960","Marsabit",2014,"estimated",13.4134987823
"d18960","Marsabit",2015,"actual",16.325428333113
"d18960","Marsabit",2016,"actual",18.0953120678354
"d18960","Marsabit",2017,"actual",20.0614183203099
"d18960","Marsabit",2018,"actual",23.2565327681396
"d18961","Meru",2015,"actual",27.6470230784976
"d18961","Meru",2016,"actual",28.4942912891448
"d18961","Meru",2017,"actual",31.3116907397376
"d18961","Meru",2018,"actual",37.616960203753
"d18971","Migori",2014,"estimated",10.3989672
"d18971","Migori",2015,"actual",10.0462919225319
"d18971","Migori",2016,"actual",
"d18971","Migori",2017,"actual",23.5059192451974
"d18971","Migori",2018,"actual",25.5264430733658
"d18952","Mombasa",2014,"estimated",7.5099348181
"d18952","Mombasa",2015,"actual",19.9806693654973
"d18952","Mombasa",2016,"actual",26.7439043656854
"d18952","Mombasa",2017,"actual",27.7254129546278
"d18952","Mombasa",2018,"actual",24.2691596840953
"d18946","Murang'a",2015,"actual",17.1953132207768
"d18946","Murang'a",2016,"actual",36.6413034310653
"d18946","Murang'a",2017,"actual",22.8563788605702
"d18946","Murang'a",2018,"actual",44.2508572915826
"d18964","Nairobi",2015,"actual",24.9571533152607
"d18964","Nairobi",2016,"actual",20.4787852547469
"d18964","Nairobi",2017,"actual",17.0156062376678
"d18964","Nairobi",2018,"actual",22.1463372495521
"d18979","Nakuru",2015,"actual",39.7669372729711
"d18979","Nakuru",2016,"actual",39.6622246187028
"d18979","Nakuru",2017,"actual",37.2014858537235
"d18979","Nakuru",2018,"actual",44.6196519691221
"d18980","Nandi",2015,"actual",22.8706759826825
"d18980","Nandi",2016,"actual",26.2111079966364
"d18980","Nandi",2017,"actual",23.4276937644574
"d18980","Nandi",2018,"actual",29.6871383742872
"d18981","Narok",2014,"estimated",6.6243813497
"d18981","Narok",2015,"actual",11.6256369209144
"d18981","Narok",2016,"actual",19.294367928829
"d18981","Narok",2017,"actual",20.7397664613693
"d18981","Narok",2018,"actual",25.2056773868214
"d18962","Nithi",2015,"actual",27.2369642137488
"d18962","Nithi",2016,"actual",31.7401269916625
"d18962","Nithi",2017,"actual",35.1148588238687
"d18962","Nithi",2018,"actual",0.445380614165076
"d18972","Nyamira",2015,"actual",31.6076399097631
"d18972","Nyamira",2016,"actual",30.3517166626522
"d18972","Nyamira",2017,"actual",30.6225814047512
"d18972","Nyamira",2018,"actual",33.4275304447269
"d18947","Nyandarua",2015,"actual",24.6686400764951
"d18947","Nyandarua",2016,"actual",23.3364650472014
"d18947","Nyandarua",2017,"actual",22.8024468972521
"d18947","Nyandarua",2018,"actual",9.16428110924569
"d18948","Nyeri",2015,"actual",43.7599983884202
"d18948","Nyeri",2016,"actual",40.9318390075421
"d18948","Nyeri",2017,"actual",39.6578018332422
"d18948","Nyeri",2018,"actual",44.1707901813598
"d18982","Samburu",2015,"actual",16.7094144668303
"d18982","Samburu",2016,"actual",19.0962310178191
"d18982","Samburu",2017,"actual",16.5033236543399
"d18982","Samburu",2018,"actual",21.5407218248016
"d18973","Siaya",2015,"actual",26.2955780511016
"d18973","Siaya",2016,"actual",27.0287637078629
"d18973","Siaya",2017,"actual",29.1689756596615
"d18973","Siaya",2018,"actual",33.5802306970046
"d18953","Taita Taveta",2015,"actual",15.6282435869652
"d18953","Taita Taveta",2016,"actual",28.6540183083543
"d18953","Taita Taveta",2017,"actual",15.2266583950016
"d18953","Taita Taveta",2018,"actual",4.22765202019445
"d18954","Tana River",2015,"actual",
"d18954","Tana River",2016,"actual",
"d18954","Tana River",2017,"actual",
"d18954","Tana River",2018,"actual",
"d18983","Trans-Nzoia",2015,"actual",30.1128989286945
"d18983","Trans-Nzoia",2016,"actual",30.2574564109103
"d18983","Trans-Nzoia",2017,"actual",33.3411608742864
"d18983","Trans-Nzoia",2018,"actual",38.9951579881334
"d18984","Turkana",2015,"actual",11.3994233754713
"d18984","Turkana",2016,"actual",8.47384391883047
"d18984","Turkana",2017,"actual",17.6011465916331
"d18984","Turkana",2018,"actual",7.55250173500528
"d18985","Uasin Gishu",2015,"actual",16.9523266040267
"d18985","Uasin Gishu",2016,"actual",9.38473517418169
"d18985","Uasin Gishu",2017,"actual",27.8193152571961
"d18985","Uasin Gishu",2018,"actual",28.6393783183158
"d18990","Vihiga",2015,"actual",20.9065703674545
"d18990","Vihiga",2016,"actual",20.3248599311709
"d18990","Vihiga",2017,"actual",23.8419589220121
"d18990","Vihiga",2018,"actual",33.7135633441513
"d18967","Wajir",2015,"actual",17.7708840788519
"d18967","Wajir",2016,"actual",21.1900188147219
"d18967","Wajir",2017,"actual",16.4348911607458
"d18967","Wajir",2018,"actual",24.7462587193323
"d18986","West Pokot",2015,"actual",12.722865166729
"d18986","West Pokot",2016,"actual",24.3282566622688
"d18986","West Pokot",2017,"actual",24.8210386523206
"d18986","West Pokot",2018,"actual",27.4711444703962
