"id-to","entity-to-name","year","value"
"JO","Jordan",2005,98040455.55
"JO","Jordan",2006,95186340.25
"JO","Jordan",2007,95458150.23
"JO","Jordan",2008,106065122.15
"JO","Jordan",2009,112090212.93
"JO","Jordan",2010,124956849.83
"JO","Jordan",2011,118811122.41
"JO","Jordan",2012,145049161.99
"JO","Jordan",2013,110754496.31
"JO","Jordan",2014,155739251.96
"JO","Jordan",2015,180703300
"LB","Lebanon",2005,54643409.36
"LB","Lebanon",2006,53371599.19
"LB","Lebanon",2007,50066222.41
"LB","Lebanon",2008,55954264.42
"LB","Lebanon",2009,63592435.6
"LB","Lebanon",2010,66712039.48
"LB","Lebanon",2011,67819341.65
"LB","Lebanon",2012,76699914.11
"LB","Lebanon",2013,73935971.54
"LB","Lebanon",2014,81505454.87
"LB","Lebanon",2015,101871500
"PS","Palestine",2005,189943349.75
"PS","Palestine",2006,208382351.74
"PS","Palestine",2007,199214514.78
"PS","Palestine",2008,234484529.72
"PS","Palestine",2009,233261233.11
"PS","Palestine",2010,278244859.03
"PS","Palestine",2011,306422943.03
"PS","Palestine",2012,333498563.84
"PS","Palestine",2013,278627318.79
"PS","Palestine",2014,344873190.36
"PS","Palestine",2015,452810400
"SY","Syria",2005,29447722.35
"SY","Syria",2006,29427013.76
"SY","Syria",2007,30058849.42
"SY","Syria",2008,38256852.28
"SY","Syria",2009,40005371.06
"SY","Syria",2010,42330797.43
"SY","Syria",2011,45049559.24
"SY","Syria",2012,49133501.46
"SY","Syria",2013,21685487.46
"SY","Syria",2014,28010783.52
"SY","Syria",2015,35994460
