"id","entity-name","2009"
"d18974","Baringo",37
"d18975","Bomet",20
"d18987","Bungoma",17
"d18988","Busia",22
"d18976","Elgeyo-Marakwet",29
"d18955","Embu",11
"d18965","Garissa",39
"d18968","Homa Bay",36
"d18956","Isiolo",38
"d18991","Kajiado",31
"d18989","Kakamega",2
"d18977","Kericho",23
"d18943","Kiambu",5
"d18949","Kilifi",35
"d18944","Kirinyaga",7
"d18969","Kisii",8
"d18970","Kisumu",26
"d18957","Kitui",33
"d18950","Kwale",40
"d18978","Laikipia",25
"d18951","Lamu",30
"d18958","Machakos",15
"d18959","Makueni",13
"d18966","Mandera",42
"d18960","Marsabit",41
"d18961","Meru",14
"d18971","Migori",34
"d18952","Mombasa",18
"d18946","Murang'a",1
"d18964","Nairobi",10
"d18979","Nakuru",16
"d18980","Nandi",27
"d18981","Narok",32
"d18962","Nithi",24
"d18972","Nyamira",6
"d18947","Nyandarua",3
"d18948","Nyeri",4
"d18982","Samburu",45
"d18973","Siaya",28
"d18953","Taita Taveta",21
"d18954","Tana River",44
"d18983","Trans-Nzoia",19
"d18984","Turkana",46
"d18985","Uasin Gishu",12
"d18990","Vihiga",9
"d18967","Wajir",47
"d18986","West Pokot",43
