"district_id","district_name","year","value"
"d18974","Baringo",2013,25.9259259259259
"d18975","Bomet",2013,27.5242047026279
"d18987","Bungoma",2013,72.2775932078258
"d18988","Busia",2013,62.2568093385214
"d18976","Elgeyo-Marakwet",2013,36.4690721649485
"d18955","Embu",2013,51.0250569476082
"d18965","Garissa",2013,64.0973630831643
"d18968","Homa Bay",2013,28.3567619970916
"d18956","Isiolo",2013,60.828025477707
"d18991","Kajiado",2013,67.2622478386167
"d18989","Kakamega",2013,61.2032611751476
"d18977","Kericho",2013,43.888537048765
"d18943","Kiambu",2013,75.9002770083103
"d18949","Kilifi",2013,67.9519278918378
"d18944","Kirinyaga",2013,53.8910505836576
"d18969","Kisii",2013,50.9387755102041
"d18970","Kisumu",2013,54.8301720335245
"d18957","Kitui",2013,27.2151898734177
"d18950","Kwale",2013,51.4754098360656
"d18978","Laikipia",2013,54.0252182347236
"d18951","Lamu",2013,54.9549549549549
"d18958","Machakos",2013,39.3572778827977
"d18959","Makueni",2013,36.8900804289544
"d18966","Mandera",2013,37.609561752988
"d18960","Marsabit",2013,38.2456140350877
"d18961","Meru",2013,61.3892365456821
"d18971","Migori",2013,28.8013318534961
"d18952","Mombasa",2013,73.948641607741
"d18946","Murang'a",2013,43.1533646322379
"d18964","Nairobi",2013,82.6598984771574
"d18979","Nakuru",2013,61.6398243045388
"d18980","Nandi",2013,37.5730045425049
"d18981","Narok",2013,21.3947990543735
"d18962","Nithi",2013,48.1981981981982
"d18972","Nyamira",2013,48.8549618320611
"d18947","Nyandarua",2013,59.277275886032
"d18948","Nyeri",2013,65.0966782350025
"d18982","Samburu",2013,35.2320675105485
"d18973","Siaya",2013,36.1125062782521
"d18953","Taita Taveta",2013,66.1040787623066
"d18954","Tana River",2013,42.3157894736842
"d18983","Trans-Nzoia",2013,66.1375661375661
"d18984","Turkana",2013,44.3181818181818
"d18985","Uasin Gishu",2013,77.3109243697479
"d18990","Vihiga",2013,63.2603406326034
"d18967","Wajir",2013,45.9367945823928
"d18986","West Pokot",2013,23.9872068230277
