di_id,year,value
AL,2013,0.0319
AM,2013,0.0884
AO,2013,0.4148
AT,2013,0
AU,2013,0
AZ,2013,0.0085
BA,2013,0.0027
BD,2013,0.3167
BE,2013,0
BF,2013,0.6534
BG,2013,0.0303
BI,2013,0.8664
BJ,2013,0.6588
BO,2013,0.1062
BR,2013,0.0687
BT,2013,0.0482
BW,2013,0.2166
BY,2013,0
BZ,2013,0.1842
CA,2013,0
CD,2013,0.855
CF,2013,0.8759
CG,2013,0.5011
CH,2013,0
CI,2013,0.4173
CL,2013,0.0142
CM,2013,0.3852
CN,2013,0.0617
CO,2013,0.1009
CR,2013,0.0291
CV,2013,0.1498
CY,2013,0
CZ,2013,0.0015
DE,2013,0
DJ,2013,0.3304
DK,2013,0
DO,2013,0.0566
EC,2013,0.0768
EE,2013,0.0126
EG,2013,0.057445654
ES,2013,0
ET,2013,0.4286
FI,2013,0
FJ,2013,0.1023
FM,2013,0.2908
FR,2013,0
GA,2013,0.1441
GB,2013,0
GE,2013,0.2081
GH,2013,0.2201
GL,2013,0
GM,2013,0.5922
GN,2013,0.561
GR,2013,0
GT,2013,0.1821
GW,2013,0.7857
GY,2013,0.123
HN,2013,0.2829
HR,2013,0.0134
HT,2013,0.6328
HU,2013,0.0034
ID,2013,0.27
IE,2013,0
IL,2013,0
IN,2013,0.383
IR,2013,0.0026
IS,2013,0
IT,2013,0
JM,2013,0.049
JO,2013,0
JP,2013,0
KE,2013,0.3984
KG,2013,0.1242
KH,2013,0.0833
KI,2013,0.2402
KM,2013,0.2471
KZ,2013,0.0009
LA,2013,0.3199
LC,2013,0.4358
LK,2013,0.071
LR,2013,0.728
LS,2013,0.6807
LT,2013,0.0113
LU,2013,0
LV,2013,0.0177
MA,2013,0.0449
MD,2013,0.0047
ME,2013,0.0193
MG,2013,0.8661
MK,2013,0.0472
ML,2013,0.6991
MN,2013,0.013
MR,2013,0.1575
MU,2013,0.015
MV,2013,0.1225
MW,2013,0.8193
MX,2013,0.0638
MY,2013,0.0038
MZ,2013,0.7477
NA,2013,0.3203
NE,2013,0.6689
NG,2013,0.6536
NI,2013,0.1276
NL,2013,0
NO,2013,0
NP,2013,0.2494
PA,2013,0.0567
PE,2013,0.0688
PG,2013,0.4603
PH,2013,0.2535
PK,2013,0.2439
PL,2013,0.0004
PS,2013,0
PT,2013,0
PY,2013,0.0433
RO,2013,0.0209
RS,2013,0.0075
RU,2013,0
RW,2013,0.7407
SB,2013,0.4874
SC,2013,0.0152
SD,2013,0.1952
SE,2013,0
SG,2013,0
SI,2013,0.0003
SK,2013,0.0031
SL,2013,0.5325
SN,2013,0.5413
SR,2013,0.2113
SS,2013,0.818
ST,2013,0.4996
SV,2013,0.0716
SZ,2013,0.5467
TD,2013,0.4939
TG,2013,0.6493
TH,2013,0.0026
TJ,2013,0.4485
TL,2013,0.4676
TM,2013,0.076
TN,2013,0.0284
TO,2013,0.04
TR,2013,0.0136
TT,2013,0.0056
TV,2013,0.064
TZ,2013,0.6402
UA,2013,0.0004
UG,2013,0.5359
US,2013,0
UY,2013,0.0082
UZ,2013,0.4423
VE,2013,0.098
VN,2013,0.0777
VU,2013,0.2716
WS,2013,0.0473
XK,2013,0.0189
ZA,2013,0.2662
ZM,2013,0.7109
ZW,2013,0.3047
